FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Jota,MID,AVL,5800000,0,15,0.555555555555556,9.57854406130268E-08,2.58620689655172E-06,0,26848,0,4,0,0,0,0,0,2.6,25,-2,0,15,2,0,0,0,0,0,2,0,1,0.1,13733,0,-1,0,0,310,20,0,0,41,Leicester,Chelsea,Newcastle,Wolverhampton,Liverpool,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.9
Diogo,Jota,FWD,WOL,6200000,0,74,3.2,5.16129032258065E-07,1.19354838709677E-05,0,894088,3,22,0,0,0,5,0,11.9,1106,-3,0,74,3,0.8,0,5,9,0,6,0,2,4.7,404579,0,-1,0,2,1607,17169,0,0,242,Tottenham,Brighton,West Ham,Bournemouth,Aston Villa,3.1,3.6,3,3.7,3,3.5,2.3,3.6,2.7,3.4,3.1,154.2
James,Justin,DEF,LEI,4700000,0,7,0.259259259259259,5.51615445232467E-08,1.48936170212766E-06,0,7721,0,1,0,0,0,0,0,1.5,13,-3,0,7,3,0,0,0,0,0,0,0,1,0.1,3035,0,-1,0,0,110,6,0,0,30,Norwich,Aston Villa,Watford,Brighton,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8
Christian,Kabasele,DEF,WAT,4300000,7,58,3.2,7.44186046511628E-07,1.34883720930233E-05,0,52877,1,18,0,0,0,0,0,13.5,139,-2,0,58,2,0.7,0,2.8,4,0,7,0,1,0.4,64219,0,-1,0,1,1485,234,0,2,282,Liverpool,Crystal Palace,Leicester,Burnley,Southampton,3.3,2.8,3.2,2.2,2.6,2.9,3.8,4.5,3.5,3,2.1,43.6
Lovre,Kalinic,GLK,AVL,4300000,0,0,0,0,0,0,5228,0,0,0,0,0,0,0,0,11,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1742,0,-1,0,0,0,1,0,0,0,Leicester,Chelsea,Newcastle,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Kane,FWD,TOT,10800000,0,104,5.2,4.81481481481482E-07,9.62962962962963E-06,0,3049898,2,29,0,0,0,11,0,9.6,883,-2,0,104,2,0,0,0,16,0,2,0,2,8.5,1665542,0,-1,0,2,1778,36,0,0,374,Wolverhampton,Burnley,Man Utd,West Ham,Sheffield United,0,0,0,0,4.8,7.2,6,7,4.5,6,5.6,151.8
N'Golo,Kante,MID,CHE,5000000,0,49,1.81481481481481,3.62962962962963E-07,9.8E-06,0,680862,3,20,0,0,0,3,0,9.8,1361,0,0,49,0,0.2,0,0.8,2,0,2,0,0,3.7,410250,0,-1,0,0,1383,30,0,0,242,Bournemouth,Everton,Aston Villa,Man City,West Ham,0,0,0.9,0.9,0.9,1.3,1.1,1.7,1.2,0.9,1.3,94
Beram,Kayal,MID,BHA,4300000,0,0,0,0,0,0,31054,0,0,0,0,0,0,0,0,36,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,34259,0,-1,0,0,0,37,0,0,0,Crystal Palace,Wolverhampton,Arsenal,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0
Moise,Kean,FWD,EVE,6400000,0,38,1.9,2.96875E-07,5.9375E-06,0,451622,0,12,0,0,0,1,0,5.9,128,-6,0,38,6,0.2,0,1.2,3,0,1,0,2,1.4,87164,0,-1,0,0,630,88,0,0,90,Man Utd,Chelsea,Liverpool,Norwich,Leicester,1.9,1.2,1.2,1.3,1.3,1.2,1.7,1,2,1,1.9,48.6
Michael,Keane,DEF,EVE,5200000,0,53,2.6,5E-07,1.01923076923077E-05,0,239272,0,27,0,0,0,1,0,10.2,151,-3,0,53,3,0.2,0,0.8,3,0,4,0,0,1.9,148861,0,-1,0,0,1566,33,0,0,277,Man Utd,Chelsea,Liverpool,Norwich,Leicester,2.9,2,2.5,1.9,2.4,2.5,1.9,1.6,3.8,1.9,2.6,53.5
Naby,Keita,MID,LIV,5800000,0,25,0.925925925925926,1.59642401021711E-07,4.31034482758621E-06,0,68719,1,2,0,0,0,1,0,4.3,89,-2,0,25,2,0.2,0,1,3,0,3,0,1,0.2,43315,0,-1,0,1,365,38,0,0,102,Watford,Bournemouth,Everton,Crystal Palace,Man City,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,38.7
Caoimhin,Kelleher,GLK,LIV,4400000,0,0,0,0,0,0,1647,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,1148,0,-1,0,0,0,3,0,0,0,Watford,Bournemouth,Everton,Crystal Palace,Man City,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd,Kelly,DEF,BOU,4400000,0,0,0,0,0,0,9152,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,4942,0,-1,0,0,0,1,0,0,0,Chelsea,Liverpool,Crystal Palace,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Kelly,DEF,CRY,4200000,0,64,3.4,8.0952380952381E-07,1.52380952380952E-05,0,1939232,0,16,0,0,0,0,0,15.2,7340,2,0,64,-2,0,0,0,4,0,6,0,1,21,1857045,0,-1,0,0,1547,1323,0,0,288,Brighton,Watford,Bournemouth,Liverpool,Burnley,3,3.6,2.8,3.3,3.3,3.1,3.6,4,4.1,2.7,4.7,41.7
,Kenedy,MID,CHE,5200000,0,0,0,0,0,0,4583,0,0,0,0,0,0,0,0,4,-3,0,0,3,0,0,0,0,0,0,0,0,0,904,0,-1,0,0,0,1,0,0,0,Bournemouth,Everton,Aston Villa,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0
,Kepa,GLK,CHE,5400000,0,63,2.6,4.81481481481482E-07,1.16666666666667E-05,0,450820,0,32,0,41,0,0,0,11.7,1169,-1,1,63,1,0,0,0,0,0,5,0,0,4.3,342026,0,-1,0,0,2160,71,-1,0,363,Bournemouth,Everton,Aston Villa,Man City,West Ham,2,2.9,3,2,2.8,2.3,2.2,2.2,2.7,2.3,2,37.5
,Ki Sung-yueng,MID,NEW,4700000,0,4,1.3,2.76595744680851E-07,8.51063829787234E-07,0,5042,0,6,0,0,0,0,0,0.9,3,-3,0,4,3,0,0,0,0,0,0,0,0,0,1306,0,-1,0,0,135,0,0,0,18,Burnley,Southampton,Sheffield United,Aston Villa,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,5.8
,Kiko Femenia,DEF,WAT,4200000,6,35,1.9,4.52380952380952E-07,8.33333333333333E-06,0,105685,4,28,0,0,0,0,0,8.3,108,-3,0,35,3,0.4,0,1.5,0,0,4,0,0,0.4,76343,0,-1,0,0,1434,221,0,0,253,Liverpool,Crystal Palace,Leicester,Burnley,Southampton,1.5,1.2,1.4,1,1.1,1.2,1.8,2.2,1.6,1.3,1,49
Gavin,Kilkenny,MID,BOU,4500000,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,-1,0,0,0,2,0,0,0,Chelsea,Liverpool,Crystal Palace,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Max,Kilman,DEF,WOL,4000000,0,5,0.185185185185185,4.62962962962963E-08,1.25E-06,0,149803,0,2,0,0,0,0,0,1.2,268,0,0,5,0,0,0,0,0,0,0,0,0,2,141943,0,-1,0,0,184,108,0,0,24,Tottenham,Brighton,West Ham,Bournemouth,Aston Villa,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
Andy,King,MID,LEI,4300000,0,0,0,0,0,0,66360,0,0,0,0,0,0,0,0,42,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,40574,0,-1,0,0,0,8,0,0,0,Norwich,Aston Villa,Watford,Brighton,Everton,0,0,0,0,0,0,0,0,0,0,0,0
Joshua,King,FWD,BOU,6100000,8,69,3.6,5.9016393442623E-07,1.13114754098361E-05,0,1668790,0,22,0,0,0,4,0,11.3,216,-4,0,69,4,0.5,0,2.8,8,0,3,0,3,3.3,626323,0,-1,0,1,1461,720,0,0,227,Chelsea,Liverpool,Crystal Palace,Wolverhampton,Newcastle,4.1,2.8,4.2,3.2,3.9,3.1,4.7,3.5,3.7,4.3,3,102.3
Nya,Kirby,MID,CRY,4500000,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,-1,0,0,0,1,0,0,0,Brighton,Watford,Bournemouth,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0
Timm,Klose,DEF,NOR,4300000,0,0,0,0,0,0,5903,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,831,0,-1,0,0,0,2,0,0,0,Leicester,Sheffield United,Southampton,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Knockaert,MID,BHA,5400000,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,289,0,-1,0,0,0,2,0,0,0,Crystal Palace,Wolverhampton,Arsenal,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan,Kodjia,FWD,AVL,5400000,0,5,0.8,1.48148148148148E-07,9.25925925925926E-07,0,27685,1,6,0,0,0,0,0,0.9,6,-1,0,5,1,0,0,0,0,0,0,0,0,0.1,4215,0,-1,0,0,111,1,0,0,14,Leicester,Chelsea,Newcastle,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,3.8
Abd-Al-Ali Morakinyo Olaposi,Koiki,DEF,BUR,4000000,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,0,-1,0,0,0,16,0,0,0,Newcastle,Tottenham,Man City,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0
Sead,Kolasinac,DEF,ARS,5200000,0,35,1.2962962962963,2.49287749287749E-07,6.73076923076923E-06,0,127064,3,19,0,0,0,0,0,6.7,86,-3,0,35,3,0.1,0,0.3,1,0,2,0,2,0.5,55451,0,-1,0,0,1103,4,0,0,222,West Ham,Brighton,Southampton,Norwich,Wolverhampton,0,0,0,0,0,0.6,0.7,0.9,0.8,1,0.8,41.2
,Konsa,DEF,AVL,4300000,0,30,1.11111111111111,2.58397932816537E-07,6.97674418604651E-06,0,7471,1,29,0,0,0,0,0,7,20,-2,0,30,2,0.1,0,0.3,1,0,2,0,2,0.1,6600,0,-1,0,0,1198,7,0,0,198,Leicester,Chelsea,Newcastle,Wolverhampton,Liverpool,0,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.6,0.6,0.6,43.3
Laurent,Koscielny,DEF,ARS,5000000,0,0,0,0,0,0,12712,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,629,0,-1,0,0,0,3,0,0,0,West Ham,Brighton,Southampton,Norwich,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0
Cheikhou,Kouyate,MID,CRY,4900000,3,70,2.7,5.51020408163265E-07,1.42857142857143E-05,0,28330,1,23,0,0,0,1,0,14.3,71,-1,0,70,1,0.4,0,2,4,0,8,0,2,0.2,28959,0,-1,0,0,1893,136,0,0,228,Brighton,Watford,Bournemouth,Liverpool,Burnley,1.9,2.7,2.1,1.4,2.7,1.7,2,1.6,2.6,2.1,2.1,69.4
Mateo,Kovacic,MID,CHE,5300000,2,58,2.3,4.33962264150943E-07,1.09433962264151E-05,0,151008,7,29,0,0,0,1,0,10.9,190,-2,0,58,2,0.4,0,2,6,0,2,0,3,1,125127,0,-1,0,0,1678,407,0,0,388,Bournemouth,Everton,Aston Villa,Man City,West Ham,1.8,2,1.3,1.2,1.4,2,1.6,2.4,1.8,1.2,1.9,98.1
Emil,Krafth,DEF,NEW,4300000,0,21,0.777777777777778,1.80878552971576E-07,4.88372093023256E-06,0,7135,0,12,0,0,0,0,0,4.9,7,-2,0,21,2,0,0,0,0,0,2,0,0,0.1,4657,0,-1,0,0,561,2,0,0,107,Burnley,Southampton,Sheffield United,Aston Villa,Bournemouth,0,0,0.4,0.7,0.4,0.5,0.4,0.4,0.6,0.4,0.4,12.2
Tim,Krul,GLK,NOR,4500000,8,89,3.4,7.55555555555556E-07,1.97777777777778E-05,0,169095,4,44,0,93,0,0,0,19.8,466,0,0,89,0,1.3,0,5.8,10,0,5,0,0,2.3,228836,1,-1,2,2,2340,2155,0,0,495,Leicester,Sheffield United,Southampton,Everton,Arsenal,3.5,3,2.9,4.5,2.3,4,2.7,4.6,3.1,3.4,2.8,75.2
Alexandre,Lacazette,FWD,ARS,9300000,0,71,3.7,3.97849462365591E-07,7.63440860215054E-06,0,441620,5,18,0,0,0,6,0,7.6,955,-2,0,71,2,0.4,0,3.7,7,0,3,0,4,2,318539,0,-1,0,1,1280,1720,0,0,245,West Ham,Brighton,Southampton,Norwich,Wolverhampton,0,4.5,3.6,4.5,5,3.4,3.6,3.8,3.3,3.6,4.4,127
Adam,Lallana,MID,LIV,5700000,1,26,0.962962962962963,1.68940870695257E-07,4.56140350877193E-06,0,10482,1,5,0,0,0,1,0,4.6,13,-3,0,26,3,0.1,0,0.5,1,0,1,0,1,0.1,5684,0,-1,0,0,365,13,0,0,92,Watford,Bournemouth,Everton,Crystal Palace,Man City,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,24.7
Erik,Lamela,MID,TOT,5700000,0,46,1.7037037037037,2.98895386614685E-07,8.07017543859649E-06,0,510959,2,9,0,0,0,2,0,8.1,101,-3,0,46,3,0.2,0,1.2,2,0,3,0,3,1.1,489889,0,-1,0,1,852,111,0,0,171,Wolverhampton,Burnley,Man Utd,West Ham,Sheffield United,1.3,0.9,1.3,1.1,1.4,1.4,0.9,1.3,0.9,0.9,0.9,68.4
Tariq,Lamptey,DEF,BHA,4000000,0,1,0.037037037037037,9.25925925925926E-09,2.5E-07,0,5205,0,0,0,0,0,0,0,0.2,83,0,0,1,0,0,0,0,0,0,0,0,0,0.1,11219,0,-1,0,0,31,35,0,0,8,Crystal Palace,Wolverhampton,Arsenal,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0
Henri,Lansbury,MID,AVL,4400000,0,11,0.407407407407407,9.25925925925926E-08,2.5E-06,0,64643,0,6,0,0,0,0,0,2.5,51,-1,0,11,1,0,0,0,0,0,0,0,0,0.4,68839,0,-1,0,0,189,6,0,0,34,Leicester,Chelsea,Newcastle,Wolverhampton,Liverpool,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.5
Manuel,Lanzini,MID,WHU,6200000,0,45,1.66666666666667,2.68817204301075E-07,7.25806451612903E-06,0,315785,0,24,0,0,0,0,0,7.3,109,-3,0,45,3,0,0,0.2,3,0,2,0,3,0.7,268117,0,-1,0,0,1182,24,0,0,221,Southampton,Arsenal,Wolverhampton,Tottenham,Chelsea,1,0.9,1.2,0.8,0.9,0.9,1.3,0.8,1.2,0.8,1.1,86.1
Aymeric,Laporte,DEF,MCI,6300000,0,22,0.814814814814815,1.2933568489124E-07,3.49206349206349E-06,0,578662,1,3,0,0,0,0,0,3.5,2352,-2,0,22,2,0.4,0,2.3,0,0,3,0,0,2.1,152736,0,-1,0,0,504,28,0,0,118,Man Utd,Burnley,Chelsea,Liverpool,Southampton,0,0,0,0,0.4,0.4,0.6,0.4,0.4,0.4,0.4,15.5
Jamaal,Lascelles,DEF,NEW,4300000,6,58,3.2,7.44186046511628E-07,1.34883720930233E-05,0,508535,2,25,0,0,0,1,0,13.5,752,-2,0,58,2,0.7,0,3.2,3,0,6,0,0,4.4,344147,0,-1,0,1,1540,1323,0,0,280,Burnley,Southampton,Sheffield United,Aston Villa,Bournemouth,3.2,2.4,3.3,4.8,2.3,4.4,2.4,2.3,4.5,2.5,3.5,43.1
Valentino,Lazaro,MID,NEW,5400000,0,2,0.0740740740740741,1.37174211248285E-08,3.7037037037037E-07,0,809,0,3,0,0,0,0,0,0.4,19,-1,1,2,1,0.1,0,0.5,0,0,0,0,0,0,1199,0,-1,0,0,199,3,-1,1,14,Burnley,Southampton,Sheffield United,Aston Villa,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,7.4
Moritz,Leitner,MID,NOR,4300000,0,16,0.592592592592593,1.37812230835487E-07,3.72093023255814E-06,0,31477,1,16,0,0,0,0,0,3.7,69,-2,0,16,2,0,0,0,0,0,1,0,0,0.2,24474,0,-1,0,0,683,62,0,0,102,Leicester,Sheffield United,Southampton,Everton,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,28.8
Florian,Lejeune,DEF,NEW,4400000,0,24,0.888888888888889,2.02020202020202E-07,5.45454545454545E-06,0,4240,0,10,0,0,0,2,0,5.5,98,-1,0,24,1,0,0,0,1,0,1,0,0,0.1,8261,0,-1,0,1,440,4,0,0,88,Burnley,Southampton,Sheffield United,Aston Villa,Bournemouth,0.4,0.4,0.4,0.8,0.4,0.7,0.4,0.4,0.7,0.4,0.4,22.5
Mario,Lemina,MID,SOU,4700000,0,0,0,0,0,0,10589,0,0,0,0,0,0,0,0,3,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1459,0,-1,0,0,0,3,0,0,0,West Ham,Newcastle,Norwich,Arsenal,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Lennon,MID,BUR,4600000,0,14,0.518518518518518,1.12721417069243E-07,3.04347826086957E-06,0,10783,4,15,0,0,0,0,0,3,20,-4,0,14,4,0,0,0,0,0,0,0,0,0.1,5194,0,-1,0,0,484,10,0,0,48,Newcastle,Tottenham,Man City,Watford,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.5
Bernd,Leno,GLK,ARS,5000000,0,97,3.6,7.2E-07,1.94E-05,0,500290,2,36,0,98,0,0,0,19.4,623,0,0,97,0,1,0,5,6,0,6,0,0,5.1,439276,0,-1,1,1,2430,1045,0,0,527,West Ham,Brighton,Southampton,Norwich,Wolverhampton,0,4.9,3.3,3.2,4.5,2.9,3.7,4.2,3.9,4.2,4,73.7
Jefferson,Lerma,MID,BOU,4800000,7,43,1.9,3.95833333333333E-07,8.95833333333333E-06,0,20498,9,31,0,0,0,1,0,9,25,-2,0,43,2,0.3,0,1.2,2,0,3,0,1,0.1,11383,0,-1,0,0,1863,86,0,1,262,Chelsea,Liverpool,Crystal Palace,Wolverhampton,Newcastle,1.1,1,1.4,1.2,1.8,1,1.2,1,1,1.3,1,51.6
Harry,Lewis,GLK,SOU,4000000,0,0,0,0,0,0,6898,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0.2,14120,0,-1,0,0,0,19,0,0,0,West Ham,Newcastle,Norwich,Arsenal,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Lewis,DEF,NOR,4400000,15,39,2.2,5E-07,8.86363636363636E-06,0,38136,2,32,0,0,0,1,0,8.9,58,-1,0,39,1,1,0,4.5,3,0,3,0,0,0.2,32937,0,-1,0,1,1405,699,0,0,267,Leicester,Sheffield United,Southampton,Everton,Arsenal,1.8,1.5,1.4,2.4,1.1,2.1,1.3,2.6,1.6,1.7,1.4,53.3
,Lewis Cook,MID,BOU,5000000,2,30,1.11111111111111,2.22222222222222E-07,6E-06,0,5300,3,17,0,0,0,0,0,6,24,0,0,30,0,0.1,0,0.5,0,0,2,0,1,0,6203,0,-1,0,0,910,12,0,0,139,Chelsea,Liverpool,Crystal Palace,Wolverhampton,Newcastle,0,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,30.3
Victor,Lindelof,DEF,MUN,5300000,0,69,2.9,5.47169811320755E-07,1.30188679245283E-05,0,120539,4,26,0,0,0,1,0,13,174,-2,0,69,2,0.5,0,2.8,4,0,6,0,0,1.2,91169,1,-1,0,0,2160,73,0,0,390,Everton,Man City,Tottenham,Sheffield United,Brighton,2.3,2.8,2.8,2.9,2.1,3.1,3,2.4,2.2,3.9,2.1,53.9
Jesse,Lingard,MID,MUN,6300000,0,25,0.925925925925926,1.46972369194591E-07,3.96825396825397E-06,0,124805,3,14,0,0,0,0,0,4,74,-2,0,25,2,0,0,0.2,0,0,1,0,0,0.7,60718,0,-1,0,0,882,71,0,0,73,Everton,Man City,Tottenham,Sheffield United,Brighton,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,59.1
Hugo,Lloris,GLK,TOT,5300000,0,45,1.66666666666667,3.14465408805031E-07,8.49056603773585E-06,0,648794,0,13,0,44,0,0,0,8.5,342,-2,0,45,2,0.9,0,5,4,0,2,0,0,3.5,249097,0,-1,1,1,908,490,0,0,218,Wolverhampton,Burnley,Man Utd,West Ham,Sheffield United,1.1,0.8,1.4,1.7,0.9,1.6,0.8,1,1.2,1.1,0.9,33
Giovani,Lo Celso,MID,TOT,7300000,0,24,0.888888888888889,1.21765601217656E-07,3.28767123287671E-06,0,49712,3,8,0,0,0,0,0,3.3,108,-2,0,24,2,0.1,0,1,0,0,3,0,0,0.4,26530,0,-1,0,0,732,172,0,0,108,Wolverhampton,Burnley,Man Utd,West Ham,Sheffield United,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,45.6
Jurgen,Locadia,FWD,BHA,5200000,0,3,1.5,2.88461538461538E-07,5.76923076923077E-07,0,23733,0,1,0,0,0,0,0,0.6,7,-3,0,3,3,0,0,0,0,0,1,0,0,0.1,6741,0,-1,0,0,85,1,0,0,5,Crystal Palace,Wolverhampton,Arsenal,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,3.3
Ruben,Loftus-Cheek,MID,CHE,6300000,0,0,0,0,0,0,5652,0,0,0,0,0,0,0,0,58,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2946,0,-1,0,0,0,106,0,0,0,Bournemouth,Everton,Aston Villa,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Lonergan,GLK,LIV,4200000,0,0,0,0,0,0,2962,0,0,0,0,0,0,0,0,4,-3,0,0,3,0,0,0,0,0,0,0,0,0,2277,0,-1,0,0,0,0,0,0,0,Watford,Bournemouth,Everton,Crystal Palace,Man City,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4300000,0,1,0.037037037037037,8.61326442721792E-09,2.32558139534884E-07,0,9195,0,0,0,0,0,0,0,0.2,10,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,4168,0,-1,0,0,2,10,0,0,2,Newcastle,Tottenham,Man City,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,4600000,2,51,2.8,6.08695652173913E-07,1.10869565217391E-05,0,359671,0,19,0,0,0,2,0,11.1,1020,-4,0,51,4,0.8,0,3.8,4,0,2,0,3,2.4,172928,0,-1,0,1,1055,2169,0,0,128,West Ham,Newcastle,Norwich,Arsenal,Watford,2.7,2.3,3,2.5,2.6,2.5,2.4,2.4,2.7,2.8,1.8,81
Sean,Longstaff,MID,NEW,5000000,0,36,1.8,3.6E-07,7.2E-06,0,52677,2,24,0,0,0,0,0,7.2,59,0,0,36,0,0.2,0,1,0,0,2,0,2,0.3,21451,0,-1,0,0,1286,30,0,1,156,Burnley,Southampton,Sheffield United,Aston Villa,Bournemouth,1.5,1.1,1.8,1.4,1,1.2,0.9,0.9,1.2,0.9,0.9,54.2
Ademola,Lookman,MID,EVE,5000000,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-1,0,0,0,0,0,0,0,Man Utd,Chelsea,Liverpool,Norwich,Leicester,0,0,0,0,0,0,0,0,0,0,0,0
Jonas,Lossl,GLK,EVE,4300000,0,0,0,0,0,0,29836,0,0,0,0,0,0,0,0,27,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2325,0,-1,0,0,0,2,0,0,0,Man Utd,Chelsea,Liverpool,Norwich,Leicester,0,0,0,0,0,0,0,0,0,0,0,0
Dejan,Lovren,DEF,LIV,5300000,1,17,0.62962962962963,1.18798043326345E-07,3.20754716981132E-06,0,64520,1,11,0,0,0,0,0,3.2,17,-2,0,17,2,0,0,0.2,0,0,0,0,1,0.2,52209,0,-1,0,0,759,76,0,0,143,Watford,Bournemouth,Everton,Crystal Palace,Man City,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,27.4
Matthew,Lowton,DEF,BUR,4200000,0,41,2.7,6.42857142857143E-07,9.76190476190476E-06,0,110625,2,26,0,0,0,0,0,9.8,171,-3,0,41,3,0.4,0,1.5,0,0,5,0,1,0.4,109414,0,-1,0,0,1350,11,0,0,236,Newcastle,Tottenham,Man City,Watford,Crystal Palace,0,0,0,2.6,2.2,2.4,2.7,2.3,2.3,2.2,2.8,45.9
,Lucas Moura,MID,TOT,7100000,0,73,2.9,4.08450704225352E-07,1.02816901408451E-05,0,1150317,2,20,0,0,0,4,0,10.3,1977,-4,0,73,4,0.4,0,2.5,1,0,3,0,3,5.2,776725,0,-1,0,0,1540,1632,0,0,229,Wolverhampton,Burnley,Man Utd,West Ham,Sheffield United,3,2.2,2.9,2.5,3.1,3.1,2.3,3,2.2,2.2,2.1,125.3
Romelu,Lukaku,FWD,MUN,8500000,0,0,0,0,0,0,31541,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2278,0,-1,0,0,0,22,0,0,0,Everton,Man City,Tottenham,Sheffield United,Brighton,0,0,0,0,0,0,0,0,0,0,0,0
John,Lundstram,DEF,SHU,4900000,0,116,4.2962962962963,8.76795162509448E-07,2.36734693877551E-05,0,1479050,4,20,0,0,0,4,0,23.7,11067,9,0,116,-9,0.6,0,3,12,0,8,0,3,39.5,3616955,0,-1,0,4,1975,3396,0,0,428,Norwich,Newcastle,Man Utd,Tottenham,Burnley,0,5.5,5.3,4.3,6,4,4.4,4.8,4.7,5.7,4.4,106.5
Alexis,Mac Allister,MID,BHA,5500000,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,-1,0,0,0,8,0,0,0,Crystal Palace,Wolverhampton,Arsenal,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0
James,Maddison,MID,LEI,7500000,2,116,4.3,5.73333333333333E-07,1.54666666666667E-05,0,2282141,4,25,0,0,0,6,0,15.5,15813,5,-1,116,-5,0.2,0,1.8,14,0,8,0,5,21,3036052,0,-1,0,1,2309,4818,1,0,486,Norwich,Aston Villa,Watford,Brighton,Everton,4,4.6,4.4,4.8,4.2,4.7,4.5,4.6,5.7,3.5,4.8,232.9
