FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ryan,Bertrand,DEF,SOU,4800000,2,15,1.2,2.5E-07,3.125E-06,0,56607,2,29,0,0,0,1,0,3.1,363,-2,0,15,2,0.7,0,3.2,0,0,0,0,1,0.6,18975,0,-1,0,0,942,569,0,1,115,West Ham,Aston Villa,Chelsea,Crystal Palace,Tottenham,0.8,0.9,0.6,0.8,0.8,0.6,0.6,0.9,0.7,0.6,1,0.8,0.9,0.6,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.6,43.7
Muhamed,Besic,MID,SHU,4400000,1,3,0.1875,4.26136363636364E-08,6.81818181818182E-07,0,14158,0,0,0,0,0,0,0,0.7,100,-1,0,3,1,0.1,0,0.4,0,0,0,0,0,0.1,7277,0,-1,0,0,38,116,0,0,16,Aston Villa,Brighton,Watford,Man City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3
Philip,Billing,MID,BOU,5000000,3,30,1.9,3.8E-07,6E-06,0,17366,6,20,0,0,0,0,0,6,106,0,0,30,0,0.2,0,1,0,0,4,0,1,0.1,14162,0,-1,0,0,1306,158,0,0,176,Chelsea,Burnley,Arsenal,Brighton,West Ham,1,1.6,1.6,1.1,1,1.6,1,1.6,1.3,1.7,1.1,1.1,1,1.4,1.2,1.6,1,1.2,1.1,1,1.3,1,55.3
Yves,Bissouma,MID,BHA,5000000,0,6,0.375,7.5E-08,1.2E-06,0,733,0,3,0,0,0,0,0,1.2,18,0,0,6,0,0.1,0,0.6,0,0,0,0,0,0,652,0,-1,0,0,144,15,0,0,21,Crystal Palace,Sheffield United,Tottenham,Bournemouth,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.6
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,7263,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,-1,0,0,0,14,0,0,0,Sheffield United,Southampton,Norwich,Watford,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4800000,0,34,2.125,4.42708333333333E-07,7.08333333333333E-06,0,635481,0,7,0,0,0,0,0,7.1,2468,-2,0,34,2,0,0,0,7,0,3,0,1,2.4,342962,0,-1,0,0,720,10,0,1,170,Tottenham,Norwich,Man City,Liverpool,Watford,0,0,0,0,0,2.4,1.5,1.6,1.2,1.5,1.7,1.6,1.7,1.9,1.6,2,1.4,1.5,2.3,1.1,2.3,1.3,28.7
Gaetan,Bong,DEF,BHA,4300000,0,3,0.1875,4.36046511627907E-08,6.97674418604651E-07,0,6612,0,3,0,0,0,0,0,0.7,44,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,1950,0,-1,0,0,57,21,0,0,15,Crystal Palace,Sheffield United,Tottenham,Bournemouth,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Artur,Boruc,GLK,BOU,4300000,0,0,0,0,0,0,17611,0,0,0,0,0,0,0,0,97,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,6075,0,-1,0,0,0,39,0,0,0,Chelsea,Burnley,Arsenal,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,25,1.5625,2.84090909090909E-07,4.54545454545455E-06,0,15306,1,11,0,0,0,0,0,4.5,168,0,0,25,0,0.1,0,0.6,0,0,1,0,3,0.1,13829,0,-1,0,0,480,6,0,0,75,West Ham,Aston Villa,Chelsea,Crystal Palace,Tottenham,0,0,0.8,0.8,0.8,0.8,0.9,0.9,0.8,1,0.8,0.8,1,0.8,1,1.2,0.8,0.8,0.8,1,1,1.1,47.8
Robbie,Brady,MID,BUR,5500000,0,22,1.375,2.5E-07,4E-06,0,2702,1,7,0,0,0,1,0,4,74,0,0,22,0,0.4,0,2,0,0,0,0,2,0,2750,0,-1,0,0,271,52,0,0,82,Newcastle,Bournemouth,Everton,Man Utd,Aston Villa,1,0.7,0.7,0.9,0.8,0.7,0.7,0.7,0.9,0.7,1,0.7,0.7,0.7,1,0.7,1.1,0.7,0.7,0.9,0.7,1,23
Claudio,Bravo,GLK,MCI,4800000,0,1,0.0625,1.30208333333333E-08,2.08333333333333E-07,0,21721,0,3,0,2,0,0,0,0.2,183,-2,0,1,2,0,0,0,0,0,0,0,0,0.3,9927,0,-1,0,0,90,96,0,0,16,Arsenal,Leicester,Wolverhampton,Sheffield United,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Rhian,Brewster,FWD,LIV,4300000,0,0,0,0,0,0,63315,0,0,0,0,0,0,0,0,742,-2,0,0,2,0,0,0,0,0,0,0,0,0.5,53817,0,-1,0,0,0,607,0,0,0,Watford,Leicester,Wolverhampton,Sheffield United,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,18202,0,0,0,0,0,0,0,0,30,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,607,0,-1,0,0,0,3,0,0,0,Chelsea,Burnley,Arsenal,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,5,49,2.9,4.83333333333333E-07,8.16666666666667E-06,0,181526,2,30,0,0,0,0,0,8.2,477,0,0,49,0,0.3,0,2,4,0,1,0,5,0.8,182393,0,-1,0,1,1247,535,0,0,226,Leicester,Wolverhampton,Aston Villa,Tottenham,Crystal Palace,1.6,2.8,1.6,2.4,2.7,1.8,3,1.5,2.2,1.8,2.3,2.2,3.2,2.6,2.9,2.2,3,2.7,2.5,1.7,3,1.4,116.1
Dan,Burn,DEF,BHA,4500000,0,36,2.2,4.88888888888889E-07,8E-06,0,17740,2,24,0,0,0,0,0,8,200,0,0,36,0,0.2,0,0.8,0,0,4,0,0,0.3,25164,0,-1,0,0,1440,212,0,0,243,Crystal Palace,Sheffield United,Tottenham,Bournemouth,Chelsea,1.9,1.5,1.6,1.8,1.8,1.8,2.8,1.3,1.9,2,1.5,2.5,1.2,1.6,1.2,2.1,1.4,1.8,1.7,1.6,2.6,1.1,60.1
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,573552,0,0,0,0,0,0,0,0,5612,0,0,0,0,0,0,0,0,0,0,0,0,21,388125,0,-1,0,0,0,1899,0,0,0,Crystal Palace,Sheffield United,Tottenham,Bournemouth,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,2,12,1.3,2.95454545454545E-07,2.72727272727273E-06,0,8215,3,13,0,0,0,0,0,2.7,54,-1,0,12,1,0.4,0,1.8,0,0,1,0,0,0.1,4756,0,-1,0,0,636,42,0,0,88,Leicester,Wolverhampton,Aston Villa,Tottenham,Crystal Palace,0.6,0.6,0.9,1.1,1.1,0.6,0.7,0.7,0.8,0.7,0.6,0.7,0.6,0.6,1.1,0.6,0.8,0.7,1,0.6,0.7,0.6,27.5
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,10493,0,0,0,0,0,0,0,0,71,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3023,0,-1,0,0,0,25,0,0,0,Bournemouth,Tottenham,Southampton,Arsenal,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4500000,0,31,2.6,5.77777777777778E-07,6.88888888888889E-06,0,125092,1,17,0,0,0,0,0,6.9,719,0,0,31,0,0.4,0,1.8,3,0,3,0,0,1.7,99409,0,-1,0,0,1080,2455,0,0,198,Brighton,Newcastle,West Ham,Southampton,Norwich,2.5,2.5,3,2,1.9,2,1.9,2,2,2.3,3.3,1.8,2.6,1.7,2.1,2.2,1.5,2.4,2.6,2.6,1.6,3.1,40.7
,Callum Wilson,FWD,BOU,7400000,0,62,3.9,5.27027027027027E-07,8.37837837837838E-06,0,1564251,3,24,0,0,0,5,0,8.3,11089,-6,1,62,6,0.2,0,1.6,4,0,3,0,3,5.1,737475,0,-1,0,1,1373,133,-1,0,192,Chelsea,Burnley,Arsenal,Brighton,West Ham,0,0,0,3.8,3.7,4.8,4.8,4.7,5.1,3.1,3.6,4.9,3.6,4.6,3.6,4.1,3.9,5.2,3.9,4.2,5,3.7,81.6
Dominic,Calvert-Lewin,FWD,EVE,5700000,2,47,3.1,5.43859649122807E-07,8.24561403508772E-06,0,162209,2,18,0,0,0,5,0,8.2,1429,-3,0,47,3,0.6,0,3.6,5,0,2,0,0,1.2,119488,0,-1,0,0,857,5656,0,0,151,Man Utd,Arsenal,Burnley,Newcastle,Man City,2.6,3.8,3.5,2,2.8,3.5,2.4,3,2.8,3.4,2.7,4.1,2.7,2.8,3.3,2.9,2.5,3.7,2.4,3.8,2,3.3,61.3
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,-1,0,0,0,3,0,0,0,Watford,Leicester,Wolverhampton,Sheffield United,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4600000,0,1,0.0625,1.35869565217391E-08,2.17391304347826E-07,0,45934,0,0,0,0,0,0,0,0.2,105,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,4230,0,-1,0,0,5,31,0,0,3,Brighton,Newcastle,West Ham,Southampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5300000,0,19,1.1875,2.24056603773585E-07,3.58490566037736E-06,0,162436,1,3,0,0,0,0,0,3.6,1242,-2,0,19,2,0.1,0,0.4,3,0,2,0,0,0.9,115051,0,-1,0,0,397,291,0,0,105,Arsenal,Leicester,Wolverhampton,Sheffield United,Everton,0.6,0.6,0.6,0.6,0.9,0.8,0.9,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.7,0.6,24.8
Todd,Cantwell,MID,NOR,4700000,1,61,3.6,7.65957446808511E-07,1.29787234042553E-05,0,1384436,2,27,0,0,0,4,0,13,16266,2,0,61,-2,0.9,0,4.4,5,0,2,0,2,19.6,2599190,0,-1,0,1,1189,25778,0,0,208,Leicester,Wolverhampton,Aston Villa,Tottenham,Crystal Palace,2.3,3.9,2.3,3.3,3.8,2.5,4.1,2.1,3.1,2.5,3.3,3.1,4.4,3.6,4,3.2,4.1,3.7,3.4,2.4,4.1,2.1,95.6
Etienne,Capoue,MID,WAT,4800000,2,27,2.2,4.58333333333333E-07,5.625E-06,0,57576,3,28,0,0,0,0,0,5.6,166,-2,0,27,2,0.6,0,2.8,1,0,2,0,1,0.3,13838,0,-1,0,0,1072,153,0,0,156,Liverpool,Man Utd,Sheffield United,Aston Villa,Wolverhampton,1.1,1.8,2.2,1.6,1.8,1.6,1.4,1.1,1.8,1.5,1.2,1.1,1.4,1.3,1.5,1.6,1.1,1.6,1.9,1.3,1.1,1.5,31.1
,Carlos Sanchez,MID,WHU,4400000,1,5,0.3125,7.10227272727273E-08,1.13636363636364E-06,0,25722,0,0,0,0,0,0,0,1.1,200,-1,0,5,1,0.1,0,0.4,0,0,0,0,0,0.3,17841,0,-1,0,0,51,93,0,0,13,Southampton,Crystal Palace,Leicester,Bournemouth,Sheffield United,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4
Andy,Carroll,FWD,NEW,5400000,1,17,1.7,3.14814814814815E-07,3.14814814814815E-06,0,13983,1,5,0,0,0,0,0,3.1,177,-1,0,17,1,0.4,0,2.2,0,0,1,0,2,0.1,9339,0,-1,0,0,316,251,0,0,57,Burnley,Crystal Palace,Man Utd,Everton,Leicester,0.9,1.3,1,1.5,1.1,0.9,1.5,0.9,1.8,1.1,0.9,1.4,1.5,0.8,1.6,0.9,1.3,1.1,1.1,1.6,1,1,19.7
Scott,Carson,GLK,MCI,4000000,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2824,0,-1,0,0,0,185,0,0,0,Arsenal,Leicester,Wolverhampton,Sheffield United,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4300000,1,37,2.5,5.81395348837209E-07,8.6046511627907E-06,0,199203,2,21,0,0,0,0,0,8.6,652,-2,0,37,2,0.4,0,1.8,1,0,4,0,0,1.3,23559,0,-1,0,0,1279,821,0,0,232,Liverpool,Man Utd,Sheffield United,Aston Villa,Wolverhampton,2.1,2.4,2,3.2,1.8,1.7,2.8,2.6,2.9,1.8,1.6,2,2.5,1.9,1.5,1.8,1.8,2.2,3,2.4,1.9,1.4,30.5
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,837,0,0,0,0,0,0,0,0,15,-1,0,0,1,0,0,0,0,0,0,0,0,0,468,0,-1,0,0,0,7,0,0,0,Tottenham,Norwich,Man City,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5200000,0,27,1.6875,3.24519230769231E-07,5.19230769230769E-06,0,1105999,0,10,0,0,0,0,0,5.2,3228,-3,1,27,3,0,0,0,3,0,1,0,2,3.5,995110,0,-1,0,1,659,24,-1,0,130,Man City,Everton,Bournemouth,Chelsea,Man Utd,0,0,0.9,0.9,1.3,0.8,1.5,0.8,0.9,1.3,1.2,0.8,1,0.9,1.1,1.1,0.9,0.9,0.8,0.8,0.8,1.4,42.9
,Cedric,DEF,SOU,4800000,2,17,1.0625,2.21354166666667E-07,3.54166666666667E-06,0,19669,1,12,0,0,0,0,0,3.5,97,-2,0,17,2,0.3,0,1.4,0,0,1,0,0,0.2,7897,0,-1,0,0,746,118,0,0,107,West Ham,Aston Villa,Chelsea,Crystal Palace,Tottenham,0.6,0.7,0.5,0.7,0.7,0.5,0.5,0.7,0.6,0.5,0.8,0.7,0.7,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,34.9
Nathaniel,Chalobah,MID,WAT,4400000,0,8,0.5,1.13636363636364E-07,1.81818181818182E-06,0,16379,0,5,0,0,0,0,0,1.8,169,-1,0,8,1,0.1,0,0.4,0,0,0,0,0,0.2,11862,0,-1,0,0,259,60,0,0,38,Liverpool,Man Utd,Sheffield United,Aston Villa,Wolverhampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.6
,Chamberlain,MID,LIV,6200000,1,25,1.5625,2.52016129032258E-07,4.03225806451613E-06,0,58361,0,3,0,0,0,1,0,4,2951,-3,0,25,3,0.5,0,3,0,0,3,0,0,0.7,64412,0,-1,0,0,507,910,0,0,83,Watford,Leicester,Wolverhampton,Sheffield United,Tottenham,1.1,0,0.8,0.9,1.2,0.8,1,0.9,0.8,0.8,0.8,1.1,1,0.8,0.9,0.8,0.8,0.9,1,0.9,0.8,0.9,39
Calum,Chambers,DEF,ARS,4400000,1,30,2.5,5.68181818181818E-07,6.81818181818182E-06,0,117616,4,15,0,0,0,1,0,6.8,1439,-1,0,30,1,0.2,0,0.8,2,0,2,0,0,1.3,135912,0,-1,0,0,990,499,0,0,153,Man City,Everton,Bournemouth,Chelsea,Man Utd,2.1,2.2,1.6,2.2,2.5,2.3,1.9,1.6,1.4,3.1,3,1.8,2.8,1.7,1.9,2.3,1.5,2,2,2.2,2.4,2.4,51
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,6584,0,0,0,0,0,0,0,0,55,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1093,0,-1,0,0,0,48,0,0,0,Sheffield United,Southampton,Norwich,Watford,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,140855,0,4,0,0,0,1,0,1.5,83,0,0,9,0,0,0,0,2,0,0,0,0,0.4,86843,0,-1,0,1,106,2,0,0,27,Southampton,Crystal Palace,Leicester,Bournemouth,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5800000,2,68,4.9,8.44827586206897E-07,1.17241379310345E-05,0,493122,1,9,0,0,0,1,0,11.7,17934,3,0,68,-3,0.5,0,2.8,3,0,6,0,3,12.9,1013690,0,-1,0,1,1249,6628,0,0,294,Norwich,Man City,Liverpool,West Ham,Newcastle,6.2,5.2,5.8,6.1,5.9,5.3,4.3,6.9,6,4.5,5.6,5,7.3,5.7,6.2,5.8,7,4.1,4.7,5.3,5.6,6.5,73.5
Tahith,Chong,MID,MUN,4300000,0,2,0.125,2.90697674418605E-08,4.65116279069767E-07,0,54473,0,0,0,0,0,0,0,0.5,2046,-2,0,2,2,0,0,0,0,0,0,0,0,0.8,82916,0,-1,0,0,24,4027,0,0,4,Everton,Watford,Newcastle,Burnley,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Hamza,Choudhury,MID,LEI,4300000,0,15,0.9375,2.18023255813953E-07,3.48837209302326E-06,0,92127,1,4,0,0,0,0,0,3.5,1058,-2,0,15,2,0,0,0.2,0,0,1,0,1,0.8,91833,0,-1,0,0,339,3135,0,0,67,Norwich,Man City,Liverpool,West Ham,Newcastle,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,16
Andreas,Christensen,DEF,CHE,4900000,0,11,0.6875,1.4030612244898E-07,2.24489795918367E-06,0,96714,2,15,0,0,0,0,0,2.2,388,-1,0,11,1,0.1,0,0.6,0,0,1,0,0,0.6,59141,0,-1,0,0,671,165,0,0,121,Bournemouth,Tottenham,Southampton,Arsenal,Brighton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.2
Ciaran,Clark,DEF,NEW,4300000,0,34,2.125,4.94186046511628E-07,7.90697674418605E-06,0,32121,2,9,0,0,0,2,0,7.9,4575,-2,0,34,2,0.4,0,1.8,2,0,2,0,0,0.6,60031,0,-1,0,1,765,18,0,0,142,Burnley,Crystal Palace,Man Utd,Everton,Leicester,0,0,0,0,0,1.1,1.7,1.7,1.8,1.1,1.8,1.6,1.4,1.5,2.7,1.2,2.2,1.4,1.5,2.3,1.3,1.7,34.7
Leon,Clarke,FWD,SHU,4500000,0,1,0.0625,1.38888888888889E-08,2.22222222222222E-07,0,6195,0,0,0,0,0,0,0,0.2,162,0,0,1,0,0,0,0,0,0,0,0,0,0.1,9767,0,-1,0,0,13,140,0,0,-1,Aston Villa,Brighton,Watford,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1138,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,303,0,-1,0,0,0,2,0,0,0,Crystal Palace,Sheffield United,Tottenham,Bournemouth,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4800000,0,24,1.5,3.125E-07,5E-06,0,24568,0,17,0,0,0,1,0,5,143,-2,0,24,2,0,0,0,2,0,1,0,0,0.1,21152,0,-1,0,0,645,4,0,0,120,Liverpool,Man Utd,Sheffield United,Aston Villa,Wolverhampton,0,0,0,0,0,0.8,0.8,0.8,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,1,0.8,0.8,0.8,47.5
Conor,Coady,DEF,WOL,5000000,1,45,2.6,5.2E-07,9E-06,0,78317,2,21,0,0,0,0,0,9,1009,0,0,45,0,0.5,0,2.6,2,0,4,0,0,1.5,70360,0,-1,0,0,1530,1680,0,0,267,Tottenham,Norwich,Man City,Liverpool,Watford,3,2,2.1,2.2,2.3,3.2,2.1,2.2,1.7,2,2.4,2.2,2.4,2.5,2.2,2.7,2,2.1,3.1,1.6,3.1,1.8,27.1
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,21697,0,0,0,0,0,0,0,0,133,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,23403,0,-1,0,0,0,5,0,0,0,Burnley,Crystal Palace,Man Utd,Everton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5300000,2,21,2.1,3.9622641509434E-07,3.9622641509434E-06,0,255298,3,14,0,0,0,0,0,4,437,-2,0,21,2,0.1,0,0.4,2,0,2,0,1,1.2,108218,0,-1,0,0,779,310,0,1,138,Man Utd,Arsenal,Burnley,Newcastle,Man City,1,1.5,1.6,1.7,1.3,1.8,1.6,2.5,1.4,2.4,1,2,1.1,1.7,1.2,1.6,1.4,1.5,1,2.7,1.3,1.7,35.3
Aaron,Connolly,FWD,BHA,4600000,0,33,3,6.52173913043478E-07,7.17391304347826E-06,0,225234,0,11,0,0,0,2,0,7.2,7032,1,0,33,-1,0.2,0,0.8,3,0,2,0,2,1.9,346389,0,-1,0,1,558,789,0,0,83,Crystal Palace,Sheffield United,Tottenham,Bournemouth,Chelsea,0,0,2.6,3.1,3.4,2.5,3.5,2.4,2.4,3.3,2,3.2,2.4,3.5,1.9,3.8,3.3,2.6,3.1,3.5,2.8,2.4,39.2
Jack,Cork,MID,BUR,4900000,3,34,2.3,4.69387755102041E-07,6.93877551020408E-06,0,19787,0,26,0,0,0,0,0,6.9,76,-1,0,34,1,0.5,0,2.4,0,0,5,0,0,0.2,10838,0,-1,0,0,1292,83,0,0,167,Newcastle,Bournemouth,Everton,Man Utd,Aston Villa,2.2,1.5,1.3,2.1,1.8,1.2,1.5,1.2,2.2,1.7,2.2,1.5,1.7,1.2,2.3,1.3,2.4,1.2,1.2,2,1.3,2.2,40.9
Helder,Costa,MID,WOL,4900000,0,0,0,0,0,0,1530,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,611,0,-1,0,0,0,10,0,0,0,Tottenham,Norwich,Man City,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,4700000,6,47,3.9,8.29787234042553E-07,1E-05,0,153268,4,20,0,0,0,3,0,10,2142,-3,0,47,3,0.9,0,4.2,5,0,3,0,0,1.4,208895,0,-1,0,2,1033,3171,0,0,176,Southampton,Crystal Palace,Leicester,Bournemouth,Sheffield United,3.9,0,4.6,3.9,4.1,3.8,5.4,3.1,4.4,3.8,4,3.7,2.9,3.7,4.1,4.3,4.7,4,3.6,4.6,3.2,5.8,45
,Cuco Martina,DEF,EVE,4000000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,-1,0,0,0,51,0,0,0,Man Utd,Arsenal,Burnley,Newcastle,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,-1,0,0,0,63,0,0,0,Tottenham,Norwich,Man City,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5600000,0,22,1.375,2.45535714285714E-07,3.92857142857143E-06,0,87410,0,6,0,0,0,2,0,3.9,340,-4,0,22,4,0.2,0,1.2,0,0,1,0,0,0.6,25273,0,-1,0,0,291,85,0,0,66,Tottenham,Norwich,Man City,Liverpool,Watford,1.1,1,0.8,0.7,0.8,0.7,1.1,0.7,0.7,0.7,1.3,0.7,0.9,0.7,0.9,0.7,1,0.7,1,0.7,0.9,0.8,26.6
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,5193,0,0,0,0,0,0,0,0,46,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1148,0,-1,0,0,0,14,0,0,0,Liverpool,Man Utd,Sheffield United,Aston Villa,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,4900000,0,1,0.0625,1.27551020408163E-08,2.04081632653061E-07,0,10436,0,0,0,0,0,0,0,0.2,25,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1286,0,-1,0,0,59,1,0,0,8,Everton,Watford,Newcastle,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
Charlie,Daniels,DEF,BOU,4300000,0,3,0.1875,4.36046511627907E-08,6.97674418604651E-07,0,16352,0,2,0,0,0,0,0,0.7,39,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,3160,0,-1,0,0,126,5,0,0,18,Chelsea,Burnley,Arsenal,Brighton,West Ham,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.2
,Danilo,DEF,MCI,5000000,0,0,0,0,0,0,5636,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,-1,0,0,0,10,0,0,0,Arsenal,Leicester,Wolverhampton,Sheffield United,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
