FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Erik,Pieters,DEF,BUR,4300000,0,42,2.8,6.51162790697674E-07,9.76744186046512E-06,0,873740,1,29,0,0,0,0,0,9.8,5263,-2,0,42,2,0,0,0,7,0,3,0,3,4.5,1003881,0,-1,0,1,1233,312,0,0,226,Man Utd,Arsenal,Southampton,Bournemouth,Newcastle,1.7,2.4,2.1,2.7,2.6,3.5,1.9,2.8,2.3,2.7,2.7,2.2,2.5,2.1,3,41.1
Paul,Pogba,MID,MUN,8300000,0,17,0.739130434782609,8.90518596123625E-08,2.04819277108434E-06,0,746052,0,5,0,0,0,0,0,2,1501,-2,0,17,2,0,1,0.2,0,0,1,0,2,2.9,378031,0,-1,0,0,521,123,0,0,80,Burnley,Wolverhampton,Chelsea,Watford,Everton,0,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,46.5
Nick,Pope,GLK,BUR,4600000,10,99,4.1,8.91304347826087E-07,2.15217391304348E-05,0,736411,0,38,0,77,0,0,0,21.5,11213,1,0,99,-1,1.1,0,5,12,0,8,0,0,13.3,1197421,0,-1,1,1,2160,63083,0,0,492,Man Utd,Arsenal,Southampton,Bournemouth,Newcastle,3.3,4.2,3.9,4.7,4.7,5.8,3.6,4.9,4.1,4.7,4.8,4.1,4.4,3.8,5.2,61.3
Dennis,Praet,MID,LEI,5300000,0,41,1.78260869565217,3.36341263330599E-07,7.73584905660377E-06,0,9056,0,8,0,0,0,1,0,7.7,615,-2,0,41,2,0.5,0,2.8,3,0,1,0,3,0.1,7880,0,-1,0,0,705,318,0,0,161,West Ham,Chelsea,Wolverhampton,Man City,Norwich,1,0.9,1.1,0.9,0.9,1.1,1.1,1.3,1,1.2,1.1,1.2,1.7,0.9,1.4,40.7
Sebastian,Prodl,DEF,WAT,3900000,0,1,0.0434782608695652,1.11482720178372E-08,2.56410256410256E-07,0,103440,0,0,0,0,0,0,0,0.3,1134,-1,0,1,1,0,0,0,0,0,0,0,0,1.1,53550,0,-1,0,0,56,1090,0,0,3,Aston Villa,Everton,Brighton,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Davy,Propper,MID,BHA,4800000,2,49,2.3,4.79166666666667E-07,1.02083333333333E-05,0,90045,3,30,0,0,0,1,0,10.2,365,-2,0,49,2,0.4,0,1.8,0,0,4,0,1,0.3,86309,1,-1,0,0,1890,114,0,0,288,Bournemouth,West Ham,Watford,Sheffield United,Crystal Palace,1.7,1.2,2.2,2.1,2,1.5,2.1,1.2,2.2,1.2,1.3,1.2,1.8,2.3,1.5,81.8
Teemu,Pukki,FWD,NOR,6500000,8,117,5.1,7.84615384615385E-07,1.8E-05,0,3340728,3,42,0,0,0,11,0,18,10454,0,0,117,0,0.6,0,3.7,21,0,4,0,3,13.3,3694778,0,-1,0,2,2041,41977,0,0,398,Tottenham,Newcastle,Liverpool,Wolverhampton,Leicester,5.8,4.4,5.6,5.4,6.1,4.2,6.6,7,5.7,7.1,5.3,6.9,5.6,7,5.9,176.8
Christian,Pulisic,MID,CHE,6900000,0,70,3.04347826086957,4.41083805923125E-07,1.01449275362319E-05,0,1783250,0,19,0,0,0,5,0,10.1,10453,-6,0,70,6,0.1,0,0.7,5,0,3,0,3,3.8,1404854,0,-1,0,1,1069,100,0,0,217,Arsenal,Leicester,Man Utd,Tottenham,Bournemouth,0,0,3.2,2.4,2.8,3.1,1.9,1.7,2.2,3.1,2.3,3.4,2.9,1.9,2.9,132.7
Ignacio,Pussetto,MID,WAT,5000000,1,2,0.0869565217391304,1.73913043478261E-08,4E-07,0,117,0,1,0,0,0,0,0,0.4,40,0,0,2,0,0.2,0,1,0,0,0,0,0,0,356,0,-1,0,0,16,28,0,0,9,Aston Villa,Everton,Brighton,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
Domingos,Quina,MID,WAT,4400000,0,4,0.173913043478261,3.95256916996047E-08,9.09090909090909E-07,0,9894,0,2,0,0,0,0,0,0.9,76,-1,0,4,1,0,0,0.2,0,0,0,0,0,0.1,6545,0,-1,0,0,18,16,0,0,10,Aston Villa,Everton,Brighton,Man Utd,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Kayne,Ramsay,DEF,SOU,3900000,0,0,0,0,0,0,89074,0,0,0,0,0,0,0,0,2970,-1,0,0,1,0,0,0,0,0,0,0,0,1.8,111449,0,-1,0,0,0,5966,0,0,0,Crystal Palace,Liverpool,Burnley,Aston Villa,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Ramsdale,GLK,BOU,4700000,4,84,3.7,7.87234042553191E-07,1.78723404255319E-05,0,366504,0,34,0,79,0,0,0,17.9,11420,2,0,84,-2,0.4,0,2,10,0,4,0,1,4.3,638632,0,-1,0,3,2070,3967,0,0,430,Brighton,Aston Villa,Sheffield United,Burnley,Chelsea,4.3,5.4,3.4,2.9,4,3.7,4.5,3.1,5.2,2.9,4.9,3.7,3.3,3.1,3.8,61.1
Darren,Randolph,GLK,WHU,4500000,1,3,0.136363636363636,3.03030303030303E-08,6.66666666666667E-07,0,2408,0,5,0,6,0,0,0,0.7,1125,0,0,3,0,0.2,0,1,0,0,0,0,0,0.2,17633,0,-1,0,0,180,843,0,0,27,Leicester,Liverpool,Brighton,Man City,Liverpool,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.9
Marcus,Rashford,FWD,MUN,8900000,0,134,6.1,6.85393258426966E-07,1.50561797752809E-05,0,3474085,2,23,0,0,0,14,0,14.9,169654,4,1,134,-4,0.5,2,4.8,26,0,4,0,5,12.6,2962969,0,-1,0,4,1876,1207,-1,0,494,Burnley,Wolverhampton,Chelsea,Watford,Everton,0,0,0,0,0,8.9,6.5,7.5,6.2,9.1,6.2,8.5,6.4,9,5.8,202.3
Nathan,Redmond,MID,SOU,6200000,13,67,3,4.83870967741936E-07,1.08064516129032E-05,0,151083,2,39,0,0,0,3,0,10.8,2250,-3,0,67,3,0.8,0,5,5,0,4,0,1,0.8,61995,0,-1,0,2,1865,11415,0,0,264,Crystal Palace,Liverpool,Burnley,Aston Villa,West Ham,2.5,2.1,2.8,2.3,2.4,2.8,2.4,2.6,2.9,1.5,2.6,2.2,2.6,3,3.2,120.6
Winston,Reid,DEF,WHU,3900000,0,0,0,0,0,0,336514,0,0,0,0,0,0,0,0,7123,-1,0,0,1,0,0,0,0,0,0,0,0,5,340834,0,-1,0,0,0,11283,0,0,0,Leicester,Liverpool,Brighton,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose,Reina,GLK,AVL,4500000,2,4,0.173913043478261,3.86473429951691E-08,8.88888888888889E-07,0,3863,0,2,0,2,0,0,0,0.9,1330,0,0,4,0,0.4,0,2,0,0,0,0,0,0.3,24811,0,-1,0,0,180,4993,0,0,23,Watford,Bournemouth,Tottenham,Southampton,Sheffield United,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.9
Declan,Rice,MID,WHU,4700000,2,52,2.3,4.8936170212766E-07,1.1063829787234E-05,0,163263,4,38,0,0,0,0,0,11.1,3358,-3,0,52,3,0.5,0,2.3,1,0,6,0,1,1.6,97443,0,-1,0,0,2070,1518,0,0,356,Leicester,Liverpool,Brighton,Man City,Liverpool,2.5,2,1.2,1.2,1.7,1.6,1.9,1.2,1.5,1.5,2.2,1.3,2.1,1.2,1.8,66.4
,Richarlison,MID,EVE,8100000,0,108,4.9,6.04938271604938E-07,1.33333333333333E-05,0,1635996,4,31,0,0,0,8,0,13.3,73105,1,0,108,-1,0.5,0,4.3,10,0,6,0,4,7.2,1489777,0,-1,0,1,1902,3069,0,0,340,Newcastle,Watford,Crystal Palace,Arsenal,Man Utd,0,4.9,6.1,4.9,6.7,4,4.6,4.1,5,3.7,5.7,4.7,5.9,5.8,6.6,170
Diego,Rico,DEF,BOU,4300000,5,58,3.1,7.2093023255814E-07,1.34883720930233E-05,0,858786,6,24,0,0,0,0,0,13.5,17584,3,0,58,-3,0.3,0,1.2,5,0,5,0,3,11.7,1288781,0,-1,0,1,1613,12601,0,0,304,Brighton,Aston Villa,Sheffield United,Burnley,Chelsea,3.3,4.5,2.6,2.2,3.1,2.8,3.5,2.3,4.1,2.2,3.9,2.8,2.5,2.3,2.9,84.7
Jairo,Riedewald,MID,CRY,4500000,2,13,0.565217391304348,1.256038647343E-07,2.88888888888889E-06,0,1248,0,7,0,0,0,0,0,2.9,76,0,0,13,0,0.4,0,1.8,0,0,0,0,0,0,1935,0,-1,0,0,562,118,0,0,83,Southampton,Sheffield United,Everton,Newcastle,Brighton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.2
Matt,Ritchie,DEF,NEW,5300000,1,15,0.652173913043478,1.23051681706317E-07,2.83018867924528E-06,0,36526,1,6,0,0,0,0,0,2.8,406,-2,0,15,2,0.2,0,1.2,0,0,2,0,0,0.2,11365,0,-1,0,0,438,1761,0,0,83,Everton,Norwich,Arsenal,Crystal Palace,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.4,0.3,0.3,0.4,0.3,0.3,21.3
,Roberto,GLK,WHU,4400000,0,18,2.2,5E-07,4.09090909090909E-06,0,67081,0,17,0,36,0,0,0,4.1,1327,-1,0,18,1,0,0,0.1,1,0,0,0,0,0.4,66143,1,-1,0,0,686,6,0,0,134,Leicester,Liverpool,Brighton,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9
Patrick,Roberts,MID,NOR,5100000,0,3,1,1.96078431372549E-07,5.88235294117647E-07,0,7583,0,2,0,0,0,0,0,0.6,50,-4,0,3,4,0,0,0,0,0,0,0,0,0,1512,0,-1,0,0,24,4,0,0,12,Tottenham,Newcastle,Liverpool,Wolverhampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Andrew,Robertson,DEF,LIV,7000000,1,111,4.8,6.85714285714286E-07,1.58571428571429E-05,0,1798043,1,15,0,0,0,1,0,15.9,28033,0,0,111,0,0.8,0,5.4,12,0,8,0,6,20.8,1159034,0,-1,0,1,1993,27295,0,0,515,Wolverhampton,West Ham,Southampton,Norwich,West Ham,11,4.5,5.3,6.6,5.1,5.5,5.8,6.2,5,6.9,5.3,5.3,4.6,5.6,6,129.3
,Rodrigo,MID,MCI,5400000,2,58,2.6,4.81481481481482E-07,1.07407407407407E-05,0,197827,5,21,0,0,0,2,0,10.7,1947,-1,0,58,1,0.4,0,2.2,3,0,8,0,1,1.1,152281,0,-1,0,0,1593,765,0,0,349,Sheffield United,Tottenham,West Ham,Leicester,Arsenal,2.8,1.6,1.9,1.6,2.3,1.6,2.5,1.7,1.4,2.4,2.5,1.9,2.4,2.1,2.2,85.9
Jay,Rodriguez,FWD,BUR,5700000,6,48,2.08695652173913,3.66132723112128E-07,8.42105263157895E-06,0,36116,1,24,0,0,0,4,0,8.4,291,-3,0,48,3,0.4,0,2,3,0,1,0,0,0.2,17745,0,-1,0,0,949,1255,0,0,141,Man Utd,Arsenal,Southampton,Bournemouth,Newcastle,1.3,2,1.8,1.9,1,2.1,1.6,1.9,1.4,1.3,1.3,1.1,1.8,1.8,2,49.5
Jack,Rodwell,MID,SHU,4500000,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,-1,0,0,0,70,0,0,0,Man City,Crystal Palace,Bournemouth,Brighton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcos,Rojo,DEF,MUN,4800000,0,3,0.130434782608696,2.71739130434783E-08,6.25E-07,0,11748,1,2,0,0,0,0,0,0.6,59,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,4780,0,-1,0,0,121,3,0,0,9,Burnley,Wolverhampton,Chelsea,Watford,Everton,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
Sergio,Romero,GLK,MUN,4700000,0,0,0,0,0,0,11714,0,0,0,0,0,0,0,0,114,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,4891,0,-1,0,0,0,55,0,0,0,Burnley,Wolverhampton,Chelsea,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rosa,MID,WHU,4500000,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,-1,0,0,0,35,0,0,0,Leicester,Liverpool,Brighton,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Rose,DEF,TOT,5300000,0,17,0.739130434782609,1.39458572600492E-07,3.20754716981132E-06,0,213961,5,14,0,0,0,0,0,3.2,665,-2,0,17,2,0.1,0,0.3,0,0,1,0,0,1.3,105668,0,-1,0,0,891,284,0,0,137,Norwich,Man City,Aston Villa,Chelsea,Wolverhampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,38.6
John,Ruddy,GLK,WOL,4300000,0,0,0,0,0,0,19787,0,0,0,0,0,0,0,0,225,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,6352,0,-1,0,0,0,87,0,0,0,Liverpool,Man Utd,Leicester,Norwich,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio,Rudiger,DEF,CHE,6000000,1,21,0.91304347826087,1.52173913043478E-07,3.5E-06,0,18715,2,8,0,0,0,0,0,3.5,1029,0,0,21,0,0.4,0,2.2,0,0,2,0,0,0.3,22729,0,-1,0,0,765,597,0,0,146,Arsenal,Leicester,Man Utd,Tottenham,Bournemouth,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.8
Lukas,Rupp,MID,NOR,4500000,2,3,0.130434782608696,2.89855072463768E-08,6.66666666666667E-07,0,82,0,2,0,0,0,0,0,0.7,31,0,0,3,0,0.3,0,1.5,0,0,0,0,0,0,213,0,-1,0,0,86,79,0,0,9,Tottenham,Newcastle,Liverpool,Wolverhampton,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Mathew,Ryan,GLK,BHA,4900000,1,87,3.6,7.3469387755102E-07,1.77551020408163E-05,0,749494,0,34,0,83,0,0,0,17.8,46499,4,0,87,-4,0.6,0,2.8,11,0,5,0,0,17.3,1113356,0,-1,0,0,2160,3555,0,0,494,Bournemouth,West Ham,Watford,Sheffield United,Crystal Palace,3.1,4,4,3.1,4.4,2.8,3.5,3,4.5,3.2,3.9,3.4,3.2,5.1,2.6,70
Allan,Saint-Maximin,MID,NEW,5400000,0,37,1.60869565217391,2.97906602254428E-07,6.85185185185185E-06,0,75254,0,8,0,0,0,1,0,6.9,801,-1,0,37,1,0.2,0,1,0,0,3,0,2,0.3,52731,0,-1,0,0,905,1335,0,0,123,Everton,Norwich,Arsenal,Crystal Palace,Burnley,0.8,1.2,0.8,0.8,1.3,0.9,1.6,1,0.9,1,0.8,0.8,0.9,0.8,0.8,60.2
Romain,Saiss,DEF,WOL,4400000,1,41,2,4.54545454545455E-07,9.31818181818182E-06,0,70417,7,26,0,0,0,2,0,9.3,2117,-1,0,41,1,0.3,0,1.2,1,0,2,0,1,0.7,94226,0,-1,0,0,1533,985,0,1,249,Liverpool,Man Utd,Leicester,Norwich,Tottenham,1.5,1.1,1.4,1.8,1.7,1.7,1.7,1.5,2,1.3,1.3,2.1,1,1.8,1.4,70.5
Bukayo,Saka,MID,ARS,4500000,2,27,1.17391304347826,2.60869565217391E-07,6E-06,0,108664,3,10,0,0,0,0,0,6,1976,0,0,27,0,0.4,0,1.8,0,0,2,0,2,0.6,141878,0,-1,0,0,875,3408,0,0,113,Chelsea,Burnley,Newcastle,Everton,Man City,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,41.8
Mamadou,Sakho,DEF,CRY,5000000,0,7,0.304347826086957,6.08695652173913E-08,1.4E-06,0,8590,0,8,0,0,0,0,0,1.4,76,0,0,7,0,0.2,0,0.8,0,0,0,0,0,0.1,4615,0,-1,0,0,465,2,0,1,69,Southampton,Sheffield United,Everton,Newcastle,Brighton,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.6
Mohamed,Salah,MID,LIV,12500000,2,135,6.8,5.44E-07,1.08E-05,0,2879978,1,9,0,0,0,11,0,10.9,13623,0,-1,135,0,0.4,0,4.4,15,0,11,0,5,32.6,2295195,0,-1,0,4,1703,228862,1,0,379,Wolverhampton,West Ham,Southampton,Norwich,West Ham,16.2,8.3,7.6,8.3,8.7,9.3,8,8.9,6.5,8.5,8.2,9.6,8.8,7.7,8.4,229.2
Mbwana,Samatta,FWD,AVL,6000000,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,971,0,-1,0,0,0,971,0,0,0,Watford,Bournemouth,Tottenham,Southampton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Sanchez,MID,MUN,6800000,0,0,0,0,0,0,43967,0,0,0,0,0,0,0,0,66,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,1463,0,-1,0,0,0,29,0,0,0,Burnley,Wolverhampton,Chelsea,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davinson,Sanchez,DEF,TOT,5300000,0,25,1.5,2.83018867924528E-07,4.71698113207547E-06,0,73993,4,23,0,0,0,0,0,4.7,1062,-2,0,25,2,0.1,0,0.7,0,0,1,0,0,0.9,38821,0,-1,0,0,1440,293,0,0,244,Norwich,Man City,Aston Villa,Chelsea,Wolverhampton,1.2,0.8,1.2,0.8,0.9,0.8,1.2,1.4,0.8,1.4,0.8,0.8,1,0.9,0.8,40.5
Leroy,Sane,MID,MCI,9300000,0,0,0,0,0,0,34788,0,0,0,0,0,0,0,0,132,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2569,0,-1,0,0,0,209,0,0,0,Sheffield United,Tottenham,West Ham,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismaila,Sarr,MID,WAT,6200000,0,56,3.5,5.64516129032258E-07,9.03225806451613E-06,0,107600,1,14,0,0,0,3,0,9,11932,-3,0,56,3,0.6,0,3.7,2,0,5,0,3,0.8,134936,0,-1,0,1,1029,431,0,0,155,Aston Villa,Everton,Brighton,Man Utd,Liverpool,0,4,2.8,2.3,2.6,2.7,2.8,3.1,3.3,2.5,3.7,4.1,2.5,2.3,3.1,83.2
Christian,Saydee,MID,BOU,4500000,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,-1,0,0,0,21,0,0,0,Brighton,Aston Villa,Sheffield United,Burnley,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Schar,DEF,NEW,5000000,4,51,3.2,6.4E-07,1.02E-05,0,191867,4,25,0,0,0,2,0,10.2,897,0,0,51,0,0.4,0,1.8,2,0,4,0,1,1.3,144060,0,-1,0,0,1297,2081,0,0,237,Everton,Norwich,Arsenal,Crystal Palace,Burnley,2.8,3.9,2.1,2.7,3.2,2.6,3.3,4.8,2.5,4.2,2.3,2.4,4.2,2.5,3.4,56.6
Ezequiel,Schelotto,DEF,BHA,4000000,0,4,0.173913043478261,4.34782608695652E-08,1E-06,0,32867,0,4,0,0,0,0,0,1,1081,0,0,4,0,0,0,0.2,0,0,0,0,0,0.5,59710,0,-1,0,0,123,392,0,0,17,Bournemouth,West Ham,Watford,Sheffield United,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Jeffrey,Schlupp,MID,CRY,5400000,0,40,1.73913043478261,3.22061191626409E-07,7.40740740740741E-06,0,25781,2,12,0,0,0,2,0,7.4,113,-1,0,40,1,0,0,0,3,0,4,0,1,0.1,19944,0,-1,0,1,856,6,0,0,121,Southampton,Sheffield United,Everton,Newcastle,Brighton,0,0,0,0,0,1.4,1.1,0.9,1.4,0.9,1,0.9,1.4,0.9,1,52.7
Kasper,Schmeichel,GLK,LEI,5400000,1,91,3.8,7.03703703703704E-07,1.68518518518519E-05,0,576550,1,24,0,65,0,0,0,16.9,41922,4,0,91,-4,0.5,0,2.7,3,0,8,0,0,15.2,1143572,0,-1,0,0,2160,6020,0,0,437,West Ham,Chelsea,Wolverhampton,Man City,Norwich,5,4.1,3.3,3.5,3.7,5.5,3.6,4.4,4.1,4.5,3.1,3.6,3.9,4.5,4.6,55.5
Morgan,Schneiderlin,MID,EVE,4400000,2,15,0.652173913043478,1.48221343873518E-07,3.40909090909091E-06,0,81518,3,16,0,0,0,0,0,3.4,445,-1,0,15,1,0.1,0,0.3,0,0,1,0,0,0.6,37335,0,-1,0,0,827,204,0,1,110,Newcastle,Watford,Crystal Palace,Arsenal,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22
Ken,Sema,MID,WAT,4800000,0,0,0,0,0,0,3050,0,0,0,0,0,0,0,0,18,-2,0,0,2,0,0,0,0,0,0,0,0,0,635,0,-1,0,0,0,13,0,0,0,Aston Villa,Everton,Brighton,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Sessegnon,MID,TOT,5400000,2,9,0.391304347826087,7.2463768115942E-08,1.66666666666667E-06,0,19462,0,5,0,0,0,0,0,1.7,124,-1,0,9,1,0.2,0,1.2,0,0,0,0,0,0.1,4888,0,-1,0,0,341,80,0,0,41,Norwich,Man City,Aston Villa,Chelsea,Wolverhampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.9
Xherdan,Shaqiri,MID,LIV,6300000,0,14,0.636363636363636,1.01010101010101E-07,2.22222222222222E-06,0,30219,0,2,0,0,0,1,0,2.2,202,-2,0,14,2,0,0,0.1,0,0,1,0,0,0.2,9494,0,-1,0,0,174,11,0,0,51,Wolverhampton,West Ham,Southampton,Norwich,West Ham,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.2
Billy,Sharp,FWD,SHU,5600000,1,18,0.782608695652174,1.39751552795031E-07,3.21428571428571E-06,0,98821,1,4,0,0,0,1,0,3.2,224,-4,0,18,4,0.1,0,0.8,3,0,0,0,0,0.3,52193,0,-1,0,0,381,244,0,1,48,Man City,Crystal Palace,Bournemouth,Brighton,Aston Villa,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,25.5
Luke,Shaw,DEF,MUN,5400000,1,20,0.869565217391304,1.61030595813205E-07,3.7037037037037E-06,0,136789,3,10,0,0,0,0,0,3.7,530,-1,0,20,1,0.2,0,1,0,0,1,0,0,0.6,41762,0,-1,0,0,783,511,0,0,135,Burnley,Wolverhampton,Chelsea,Watford,Everton,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,41
Jonjo,Shelvey,MID,NEW,5000000,0,64,4.3,8.6E-07,1.28E-05,0,193393,1,18,0,0,0,5,0,12.8,3545,0,0,64,0,0.2,0,1,9,0,4,0,0,0.9,223651,0,-1,0,0,1159,1524,0,0,261,Everton,Norwich,Arsenal,Crystal Palace,Burnley,3.6,5.2,4.1,3.6,5.6,4.5,6.1,4.8,4.3,4.7,2.7,4.1,4.4,3.7,3.7,89.6
Djibril,Sidibe,DEF,EVE,5400000,1,59,2.56521739130435,4.75040257648953E-07,1.09259259259259E-05,0,107818,2,18,0,0,0,0,0,10.9,11491,-1,0,59,1,0.8,0,4.2,9,0,4,0,4,2.1,227896,0,-1,0,1,1242,4889,0,0,289,Newcastle,Watford,Crystal Palace,Arsenal,Man Utd,3.3,1.6,2.8,1.4,2.9,1.8,2.4,1.7,2.2,2.2,1.9,1.5,3.7,1.7,2.4,66.5
Gylfi,Sigurdsson,MID,EVE,7300000,0,55,2.6,3.56164383561644E-07,7.53424657534247E-06,0,814328,2,26,0,0,0,1,0,7.5,3726,-7,0,55,7,0.3,0,2.5,2,0,5,0,2,2.4,131780,0,-1,0,0,1571,42,0,0,255,Newcastle,Watford,Crystal Palace,Arsenal,Man Utd,0,1.8,2.4,1.8,2.8,1.4,1.7,1.4,1.8,1.3,2.2,1.7,2.3,2.4,2.7,118.6
Jack,Simpson,DEF,BOU,4000000,0,3,0.130434782608696,3.26086956521739E-08,7.5E-07,0,414585,0,4,0,0,0,0,0,0.8,8929,0,0,3,0,0.1,0,0.5,0,0,0,0,0,7.4,390368,0,-1,0,0,167,1634,0,0,25,Brighton,Aston Villa,Sheffield United,Burnley,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.8
Moussa,Sissoko,MID,TOT,4900000,0,49,2.5,5.10204081632653E-07,1E-05,0,284895,6,25,0,0,0,2,0,10,3004,-1,0,49,1,0.1,0,0.3,0,0,3,0,1,1.4,222403,0,-1,0,0,1688,14,0,0,272,Norwich,Man City,Aston Villa,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,2.4,2,2.3,1.7,1.6,1.6,61.1
Oliver,Skipp,MID,TOT,4300000,0,3,0.130434782608696,3.03336703741153E-08,6.97674418604651E-07,0,41909,0,0,0,0,0,0,0,0.7,1462,-2,0,3,2,0,0,0,0,0,0,0,0,0.6,39682,0,-1,0,0,12,2144,0,0,8,Norwich,Man City,Aston Villa,Chelsea,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Callum,Slattery,MID,SOU,4400000,0,0,0,0,0,0,29430,0,0,0,0,0,0,0,0,360,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,32032,0,-1,0,0,0,50,0,0,0,Crystal Palace,Liverpool,Burnley,Aston Villa,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
