FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jarrod,Bowen,MID,WHU,6500000,0,13,0.448275862068966,6.89655172413793E-08,2E-06,0,2010,0,2,0,0,0,1,0,2,23,0,0,13,0,0.5,0,3.2,2,0,0,0,0,0.2,14891,0,-1,0,0,182,130,0,0,50,Chelsea,Newcastle,Burnley,Norwich,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,21.8
Robbie,Brady,MID,BUR,5500000,0,29,1,1.81818181818182E-07,5.27272727272727E-06,0,4490,1,10,0,0,0,1,0,5.3,3,0,0,29,0,0,0,0.2,0,0,1,0,2,0,3923,0,-1,0,0,395,2,0,0,104,Crystal Palace,Sheffield United,West Ham,Liverpool,Wolverhampton,0.5,0.7,0.5,0.5,0.5,0.5,0.5,27.9
Claudio,Bravo,GLK,MCI,4700000,0,11,0.392857142857143,8.35866261398176E-08,2.34042553191489E-06,0,35528,0,7,0,8,0,0,0,2.3,11,-3,0,11,3,0,0,0,0,0,1,0,0,0.3,22486,0,-1,0,0,346,2,0,0,69,Liverpool,Southampton,Brighton,Bournemouth,Watford,0.2,0.2,0,0.2,0.2,0.2,0.2,5.8
Rhian,Brewster,FWD,LIV,4200000,0,0,0,0,0,0,87257,0,0,0,0,0,0,0,0,51,-3,0,0,3,0,0,0,0,0,0,0,0,0.5,72044,0,-1,0,1,0,59,0,0,0,Man City,Aston Villa,Brighton,Burnley,Arsenal,0,0,0,0,0,0,0,0
Armando,Broja,FWD,CHE,4500000,0,1,0.0344827586206897,7.66283524904214E-09,2.22222222222222E-07,0,11,0,0,0,0,0,0,0,0.2,3,0,0,1,0,0.2,0,1,0,0,0,0,0,0,89,0,-1,0,0,4,7,0,0,2,West Ham,Watford,Crystal Palace,Sheffield United,Norwich,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6200000,0,0,0,0,0,0,18835,0,0,0,0,0,0,0,0,2,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,849,0,-1,0,0,0,7,0,0,0,Newcastle,Man Utd,Tottenham,Leicester,Man City,0,0,0,0,0,0,0,0
Josh,Brownhill,MID,BUR,4800000,0,1,0.0344827586206897,7.18390804597701E-09,2.08333333333333E-07,0,215,0,0,0,0,0,0,0,0.2,0,-2,0,1,2,0,0,0.2,0,0,0,0,0,0,443,0,-1,0,0,1,1,0,0,3,Crystal Palace,Sheffield United,West Ham,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0.2
Emiliano,Buendia,MID,NOR,6000000,0,80,2.9,4.83333333333333E-07,1.33333333333333E-05,0,217990,4,41,0,0,0,0,0,13.3,28,0,0,80,0,0.2,0,1.5,10,0,3,0,7,0.7,213588,0,-1,0,1,2013,29,0,0,391,Arsenal,Brighton,Watford,West Ham,Chelsea,2,3,2.1,2.7,1.7,3.2,1.4,197.5
Dan,Burn,DEF,BHA,4500000,0,57,2.3,5.11111111111111E-07,1.26666666666667E-05,0,34794,4,32,0,0,0,0,0,12.7,8,0,0,57,0,0.7,0,3,0,0,6,0,0,0.2,34993,0,-1,0,0,2147,4,0,0,366,Man Utd,Norwich,Liverpool,Man City,Southampton,2.4,1.7,2.1,1.8,1.6,2.9,1.3,83.8
David,Button,GLK,BHA,3900000,0,0,0,0,0,0,846117,0,0,0,0,0,0,0,0,663,-1,0,0,1,0,0,0,0,0,0,0,0,20.6,663344,0,-1,0,1,0,889,0,0,0,Man Utd,Norwich,Liverpool,Man City,Southampton,0,0,0,0,0,0,0,0
Oskar,Buur,DEF,WOL,4000000,0,0,0,0,0,0,2323,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5428,0,-1,0,0,0,21,0,0,0,Aston Villa,Arsenal,Sheffield United,Everton,Burnley,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,0,32,1.9,4.31818181818182E-07,7.27272727272727E-06,0,11211,4,23,0,0,0,0,0,7.3,10,-1,0,32,1,0,0,0.2,2,0,3,0,0,0.1,6523,0,-1,0,0,1292,1,0,0,201,Arsenal,Brighton,Watford,West Ham,Chelsea,0,0,0,0,0,0,0,60.2
Willy,Caballero,GLK,CHE,4800000,0,7,0.241379310344828,5.02873563218391E-08,1.45833333333333E-06,0,14976,0,7,0,9,0,0,0,1.5,50,-2,0,7,2,0.3,0,1.5,0,0,0,0,0,0.3,10723,0,-1,0,0,360,10,0,0,49,West Ham,Watford,Crystal Palace,Sheffield United,Norwich,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8
Gary,Cahill,DEF,CRY,4400000,0,59,3,6.81818181818182E-07,1.34090909090909E-05,0,185901,1,26,0,0,0,0,0,13.4,84,-1,0,59,1,1.4,0,6,3,0,6,0,1,1.4,137919,0,-1,0,0,1800,245,0,0,331,Burnley,Leicester,Chelsea,Aston Villa,Man Utd,2.7,2.5,3.1,3.5,3.5,2.2,4.1,71.1
,Callum Robinson,MID,SHU,5000000,0,33,2.1,4.2E-07,6.6E-06,0,97236,1,6,0,0,0,1,0,6.6,7,-5,0,33,5,0,0,0,1,0,2,0,2,0.2,49872,0,-1,0,1,669,2,0,0,73,Tottenham,Burnley,Wolverhampton,Chelsea,Leicester,0,0,0,0,0,0,0,30.4
,Callum Wilson,FWD,BOU,7400000,0,95,3.4,4.59459459459459E-07,1.28378378378378E-05,0,1728540,8,46,0,0,0,8,0,12.8,139,-6,0,95,6,0.4,0,2.7,8,0,3,0,3,4.8,885747,0,-1,0,1,2346,220,0,0,292,Newcastle,Man Utd,Tottenham,Leicester,Man City,3.5,2.7,4.3,3.3,3.3,4,2.8,139.6
Dominic,Calvert-Lewin,FWD,EVE,6400000,0,111,4.1,6.40625E-07,1.734375E-05,0,673487,7,35,0,0,0,13,0,17.3,876,4,0,111,-4,0.8,0,5,15,0,5,0,1,16.2,1726442,0,-1,0,2,1904,4075,0,0,377,Leicester,Tottenham,Southampton,Wolverhampton,Aston Villa,4.6,4.2,5.3,3.6,5.9,3,5.6,174
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,-1,0,0,0,0,0,0,0,Man City,Aston Villa,Brighton,Burnley,Arsenal,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,49428,0,0,0,0,0,0,0,0.2,4,-5,0,1,5,0,0,0,0,0,0,0,0,0.1,4825,0,-1,0,0,5,1,0,0,3,Burnley,Leicester,Chelsea,Aston Villa,Man Utd,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5200000,0,25,0.892857142857143,1.71703296703297E-07,4.80769230769231E-06,0,181451,2,10,0,0,0,0,0,4.8,22,-3,0,25,3,0,0,0,3,0,2,0,0,0.8,123749,0,-1,0,0,783,8,0,0,180,Liverpool,Southampton,Brighton,Bournemouth,Watford,0.4,0.4,0,0.4,0.4,0.4,0.5,42.3
Todd,Cantwell,MID,NOR,4800000,0,100,3.4,7.08333333333333E-07,2.08333333333333E-05,0,2335288,4,41,0,0,0,6,0,20.8,1421,3,0,100,-3,0.4,0,2,10,0,6,0,2,19.7,3570770,0,-1,0,2,2067,892,0,0,368,Arsenal,Brighton,Watford,West Ham,Chelsea,2.6,3.8,2.7,3.5,2.2,4,1.8,152.6
Etienne,Capoue,MID,WAT,4800000,0,62,2.6,5.41666666666667E-07,1.29166666666667E-05,0,70213,7,40,0,0,0,0,0,12.9,43,-2,0,62,2,0.4,0,2,5,0,7,0,3,0.4,34380,0,-1,0,0,2138,11,0,0,322,Southampton,Chelsea,Norwich,Newcastle,West Ham,2.3,1.5,2.6,2.8,1.4,1.7,1.7,73.4
,Cardoso,DEF,WHU,4000000,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1759,0,-1,0,0,0,3,0,0,0,Chelsea,Newcastle,Burnley,Norwich,Watford,0,0,0,0,0,0,0,0
,Carlos Sanchez,MID,WHU,4300000,0,7,0.241379310344828,5.61347233360064E-08,1.62790697674419E-06,0,46302,0,2,0,0,0,0,0,1.6,47,-2,0,7,2,0,0,0,0,0,0,0,0,0.5,49027,0,-1,0,1,112,41,0,0,20,Chelsea,Newcastle,Burnley,Norwich,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
Andy,Carroll,FWD,NEW,5400000,0,25,1.9,3.51851851851852E-07,4.62962962962963E-06,0,21204,1,7,0,0,0,0,0,4.6,5,-1,0,25,1,0,0,0,0,0,2,0,3,0.1,13667,0,-1,0,0,507,2,0,0,75,Bournemouth,West Ham,Watford,Tottenham,Brighton,0,0,0,0,0,1.2,1.3,39.9
Scott,Carson,GLK,MCI,4000000,0,0,0,0,0,0,3886,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7298,0,-1,0,0,0,4,0,0,0,Liverpool,Southampton,Brighton,Bournemouth,Watford,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4300000,0,76,2.8,6.51162790697674E-07,1.76744186046512E-05,0,309741,6,33,0,0,0,0,0,17.7,210,-2,0,76,2,0.6,0,2.7,3,0,9,0,0,3.3,281602,0,-1,0,1,2353,446,0,0,423,Southampton,Chelsea,Norwich,Newcastle,West Ham,2.2,2.2,3.4,3.8,2.8,2.6,1.6,51.8
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,724,0,-1,0,0,0,1,0,0,0,Aston Villa,Arsenal,Sheffield United,Everton,Burnley,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5200000,0,35,1.25,2.40384615384615E-07,6.73076923076923E-06,0,1139997,0,12,0,0,0,0,0,6.7,66,-3,0,35,3,0.5,0,2.7,3,0,3,0,2,3.1,1007025,0,-1,0,1,905,32,0,0,170,Norwich,Wolverhampton,Leicester,Tottenham,Liverpool,0.8,0.6,0.6,0.6,0.6,0.6,0.9,55
,Cedric,DEF,ARS,4800000,0,43,2.7,5.625E-07,8.95833333333333E-06,0,33076,1,18,0,0,0,0,0,9,6,-2,0,43,2,0,0,0,3,0,3,0,1,0.2,21233,0,-1,0,0,1306,12,0,0,222,Norwich,Wolverhampton,Leicester,Tottenham,Liverpool,3.2,1.8,2.5,2.8,2.7,2.9,2.8,59.7
Nathaniel,Chalobah,MID,WAT,4400000,0,28,0.96551724137931,2.19435736677116E-07,6.36363636363636E-06,0,25409,1,10,0,0,0,0,0,6.4,6,-1,0,28,1,0.1,0,0.3,2,0,2,0,1,0.2,20458,0,-1,0,0,771,5,0,0,107,Southampton,Chelsea,Norwich,Newcastle,West Ham,0.5,0.5,0.5,0.6,0.5,0.5,0.5,27.2
,Chamberlain,MID,LIV,6200000,0,56,1.93103448275862,3.11457174638487E-07,9.03225806451613E-06,0,119462,1,7,0,0,0,3,0,9,140,-3,0,56,3,0.2,0,1.5,2,0,7,0,0,0.7,125761,0,-1,0,0,1096,60,0,0,195,Man City,Aston Villa,Brighton,Burnley,Arsenal,1,1.4,1.2,1.6,1.2,1.1,1.3,77.2
Calum,Chambers,DEF,ARS,4300000,0,42,3,6.97674418604651E-07,9.76744186046512E-06,0,171127,5,15,0,0,0,1,0,9.8,24,-2,0,42,2,0,0,0,5,0,3,0,1,0.6,140455,0,-1,0,0,1102,2,0,0,197,Norwich,Wolverhampton,Leicester,Tottenham,Liverpool,0,0,0,0,0,0,0,58.7
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,8058,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1898,0,-1,0,0,0,1,0,0,0,Wolverhampton,Liverpool,Man Utd,Crystal Palace,Everton,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,142219,0,4,0,0,0,1,0,1.5,5,0,0,9,0,0,0,0,2,0,0,0,0,0.3,87081,0,-1,0,1,106,4,0,0,27,Chelsea,Newcastle,Burnley,Norwich,Watford,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5600000,0,94,4.1,7.32142857142857E-07,1.67857142857143E-05,0,1051554,2,23,0,0,0,2,0,16.8,581,1,0,94,-1,0.4,0,2.2,3,0,8,0,3,8.4,1235300,0,-1,0,1,2059,593,0,0,428,Everton,Crystal Palace,Arsenal,Bournemouth,Sheffield United,4.4,5,3.3,4,4.4,5.1,5.3,106.7
Tahith,Chong,MID,MUN,4300000,0,3,0.103448275862069,2.40577385725742E-08,6.97674418604651E-07,0,86313,0,0,0,0,0,0,0,0.7,40,-2,0,3,2,0,0,0.2,0,0,0,0,0,0.6,97184,0,-1,0,0,34,9,0,0,6,Brighton,Bournemouth,Aston Villa,Southampton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Hamza,Choudhury,MID,LEI,4300000,0,30,1.03448275862069,2.40577385725742E-07,6.97674418604651E-06,0,137525,2,10,0,0,0,1,0,7,70,-2,0,30,2,0.2,0,0.8,0,0,3,0,1,0.8,142726,0,-1,0,0,777,23,0,1,139,Everton,Crystal Palace,Arsenal,Bournemouth,Sheffield United,0.5,0.5,0.5,0.5,0.7,0.5,0.5,32.5
Andreas,Christensen,DEF,CHE,4900000,0,22,1.5,3.06122448979592E-07,4.48979591836735E-06,0,104775,5,24,0,0,0,0,0,4.5,11,-1,0,22,1,0.1,0,0.5,0,0,2,0,0,0.6,64975,0,-1,0,0,1256,9,0,0,222,West Ham,Watford,Crystal Palace,Sheffield United,Norwich,1.2,1,0.9,0.8,1.3,0.9,0.8,35.9
Ciaran,Clark,DEF,NEW,4300000,0,49,1.68965517241379,3.92943063352045E-07,1.13953488372093E-05,0,67708,3,14,0,0,0,2,0,11.4,27,-2,0,49,2,0,0,0.2,2,0,4,0,0,0.2,66471,0,-1,0,1,1186,4,0,0,216,Bournemouth,West Ham,Watford,Tottenham,Brighton,0,0,0,0,0,1,1.3,47.6
Leon,Clarke,FWD,SHU,4400000,0,1,0.0357142857142857,8.11688311688312E-09,2.27272727272727E-07,0,9952,0,0,0,0,0,0,0,0.2,5,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,12494,0,-1,0,0,13,7,0,0,-1,Tottenham,Burnley,Wolverhampton,Chelsea,Leicester,0,0,0,0,0,0,0,0.3
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1312,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,427,0,-1,0,0,0,3,0,0,0,Man Utd,Norwich,Liverpool,Man City,Southampton,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4800000,0,25,0.862068965517241,1.79597701149425E-07,5.20833333333333E-06,0,26416,0,17,0,0,0,1,0,5.2,1,-2,0,25,2,0.1,0,0.3,2,0,1,0,0,0.1,21442,0,-1,0,0,655,0,0,0,121,Southampton,Chelsea,Norwich,Newcastle,West Ham,0.4,0.4,0.4,0.5,0.4,0.4,0.4,47.9
Conor,Coady,DEF,WOL,5000000,0,83,2.9,5.8E-07,1.66E-05,0,133767,3,34,0,0,0,0,0,16.6,96,0,0,83,0,1,0,4.8,6,0,8,0,0,2,158036,0,-1,0,0,2610,165,0,0,485,Aston Villa,Arsenal,Sheffield United,Everton,Burnley,3.4,2.4,2.4,3.5,2,3,2.6,49.6
Jack,Colback,MID,NEW,4300000,0,0,0,0,0,0,24454,0,0,0,0,0,0,0,0,11,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,24321,0,-1,0,0,0,7,0,0,0,Bournemouth,West Ham,Watford,Tottenham,Brighton,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5300000,0,34,1.17241379310345,2.2121014964216E-07,6.41509433962264E-06,0,267640,3,20,0,0,0,0,0,6.4,14,-2,0,34,2,0.1,0,0.3,2,0,3,0,1,1.1,114825,0,-1,0,0,1189,2,0,1,207,Leicester,Tottenham,Southampton,Wolverhampton,Aston Villa,0,0.7,0.6,0.6,1.3,0.6,0.8,47.5
Aaron,Connolly,FWD,BHA,4300000,0,41,2.4,5.58139534883721E-07,9.53488372093023E-06,0,346872,0,13,0,0,0,2,0,9.5,130,-2,0,41,2,0.1,0,0.3,3,0,3,0,2,1.1,408655,0,-1,0,1,827,46,0,0,90,Man Utd,Norwich,Liverpool,Man City,Southampton,2.5,2.1,1.7,2.3,2.5,2,1.7,49.2
Jack,Cork,MID,BUR,4900000,0,62,2.3,4.69387755102041E-07,1.26530612244898E-05,0,23072,1,36,0,0,0,0,0,12.7,8,-1,0,62,1,0.4,0,2.2,0,0,10,0,0,0.2,13806,0,-1,0,0,2365,5,0,0,279,Crystal Palace,Sheffield United,West Ham,Liverpool,Wolverhampton,1.5,2.5,1.3,1.2,2,1.3,2,80.5
Helder,Costa,MID,WOL,4900000,0,0,0,0,0,0,1901,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,925,0,-1,0,0,0,2,0,0,0,Aston Villa,Arsenal,Sheffield United,Everton,Burnley,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,4600000,0,63,2.7,5.8695652173913E-07,1.3695652173913E-05,0,252185,7,40,0,0,0,3,0,13.7,98,-4,0,63,4,0.3,0,1.2,5,0,4,0,0,1.2,291288,0,-1,0,2,2023,38,0,0,319,Chelsea,Newcastle,Burnley,Norwich,Watford,2.7,2.7,2.4,2.2,2.8,1.9,3.9,87.9
,Cuco Martina,DEF,EVE,4000000,0,0,0,0,0,0,1685,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2722,0,-1,0,0,0,10,0,0,0,Leicester,Tottenham,Southampton,Wolverhampton,Aston Villa,0,0,0,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,1193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,0,-1,0,0,0,0,0,0,0,Aston Villa,Arsenal,Sheffield United,Everton,Burnley,0,0,0,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5500000,0,23,1.9,3.45454545454545E-07,4.18181818181818E-06,0,94350,0,6,0,0,0,2,0,4.2,8,-5,0,23,5,0,0,0,0,0,1,0,0,0.5,26333,0,-1,0,0,292,5,0,0,69,Aston Villa,Arsenal,Sheffield United,Everton,Burnley,0,0,0,0,0,0,0,27.5
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,6694,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1534,0,-1,0,0,0,4,0,0,0,Southampton,Chelsea,Norwich,Newcastle,West Ham,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,4900000,0,4,0.137931034482759,2.81491907107671E-08,8.16326530612245E-07,0,11067,0,1,0,0,0,0,0,0.8,7,-1,0,4,1,0,0,0.2,0,0,0,0,0,0.1,1740,0,-1,0,0,65,0,0,0,10,Brighton,Bournemouth,Aston Villa,Southampton,Crystal Palace,0,0.1,0.1,0.1,0.1,0.1,0.1,1.9
James,Daly,FWD,CRY,4500000,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,-1,0,0,0,2,0,0,0,Burnley,Leicester,Chelsea,Aston Villa,Man Utd,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4200000,0,3,0.103448275862069,2.46305418719212E-08,7.14285714285714E-07,0,17176,0,2,0,0,0,0,0,0.7,0,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,3309,0,-1,0,0,126,0,0,0,18,Newcastle,Man Utd,Tottenham,Leicester,Man City,0,0,0,0,0,0.1,0.1,5.2
,Danilo,DEF,MCI,5000000,0,0,0,0,0,0,5855,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,-1,0,0,0,1,0,0,0,Liverpool,Southampton,Brighton,Bournemouth,Watford,0,0,0,0,0,0,0,0
,Danjuma,MID,BOU,5800000,0,18,0.620689655172414,1.07015457788347E-07,3.10344827586207E-06,0,4903,0,6,0,0,0,0,0,3.1,1,-2,0,18,2,0,0,0,0,0,2,0,1,0,1092,0,-1,0,0,405,1,0,0,55,Newcastle,Man Utd,Tottenham,Leicester,Man City,0,0.3,0.3,0.3,0.3,0.3,0.3,20.5
Scott,Dann,DEF,CRY,4300000,0,37,1.27586206896552,2.96712109061748E-07,8.6046511627907E-06,0,21964,0,3,0,0,0,0,0,8.6,73,-2,0,37,2,1.6,0,7,3,0,4,0,1,0.2,17132,0,-1,0,1,634,456,0,0,154,Burnley,Leicester,Chelsea,Aston Villa,Man Utd,0.7,0.6,0.8,0.9,1,0.6,1.2,28
Kevin,Danso,DEF,SOU,4200000,0,9,0.310344827586207,7.38916256157635E-08,2.14285714285714E-06,0,3662,0,8,0,0,0,0,0,2.1,4,-3,0,9,3,0,0,0,0,0,1,0,1,0,3567,0,-1,0,0,275,0,0,1,46,Watford,Man City,Everton,Man Utd,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Karl,Darlow,GLK,NEW,4300000,0,0,0,0,0,0,6589,0,0,0,0,0,0,0,0,3,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,3004,0,-1,0,0,0,73,0,0,0,Bournemouth,West Ham,Watford,Tottenham,Brighton,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4900000,0,0,0,0,0,0,4926,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,604,0,-1,0,0,0,0,0,0,0,Brighton,Bournemouth,Aston Villa,Southampton,Crystal Palace,0,0,0,0,0,0,0,0
,David Luiz,DEF,ARS,5700000,0,79,3.2,5.6140350877193E-07,1.3859649122807E-05,0,528298,4,32,0,0,0,2,0,13.9,160,-3,0,79,3,1,0,5.7,10,0,6,0,1,5.3,246117,0,-1,0,2,2185,415,0,1,413,Norwich,Wolverhampton,Leicester,Tottenham,Liverpool,4,2.4,3.3,3.6,3.5,3.7,3.6,84.6
,David Silva,MID,MCI,7300000,0,90,3.21428571428571,4.40313111545988E-07,1.23287671232877E-05,0,1455189,0,12,0,0,0,3,0,12.3,272,-2,0,90,2,0.1,0,1,8,0,7,0,9,4.1,1353528,0,-1,0,3,1252,142,0,0,355,Liverpool,Southampton,Brighton,Bournemouth,Watford,2.2,3.3,0,2.8,3.6,2.7,3.3,152
Ben,Davies,DEF,TOT,5300000,0,10,0.344827586206897,6.50618087182824E-08,1.88679245283019E-06,0,15886,2,13,0,0,0,0,0,1.9,5,-2,0,10,2,0.1,0,0.5,0,0,0,0,0,0.1,8551,0,-1,0,0,630,2,0,0,84,Sheffield United,Everton,Bournemouth,Arsenal,Newcastle,0,0.2,0.2,0.2,0.2,0.2,0.2,25.6
Tom,Davies,MID,EVE,5300000,0,42,2,3.77358490566038E-07,7.92452830188679E-06,0,17994,7,26,0,0,0,1,0,7.9,3,-2,0,42,2,0.1,0,0.7,3,0,3,0,1,0.1,14673,0,-1,0,1,1365,4,0,0,160,Leicester,Tottenham,Southampton,Wolverhampton,Aston Villa,1.3,1,1.5,1.2,1.7,1.7,1.9,50.8
Keinan,Davis,MID,AVL,4300000,0,11,0.392857142857143,9.13621262458472E-08,2.55813953488372E-06,0,33810,0,3,0,0,0,0,0,2.6,5,-2,0,11,2,0.1,0,0.3,0,0,0,0,1,0.2,21956,0,-1,0,0,129,11,0,0,27,Wolverhampton,Liverpool,Man Utd,Crystal Palace,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.2
Craig,Dawson,DEF,WAT,4800000,0,37,1.9,3.95833333333333E-07,7.70833333333333E-06,0,21143,4,29,0,0,0,0,0,7.7,7,-2,0,37,2,0.1,0,0.3,0,0,4,0,0,0.2,10112,0,-1,0,0,1549,3,0,0,231,Southampton,Chelsea,Norwich,Newcastle,West Ham,1.2,1.2,2,2.3,1.5,1.4,1,51.4
Kevin,De Bruyne,MID,MCI,10600000,0,178,6.8,6.41509433962264E-07,1.67924528301887E-05,0,3367599,2,20,0,0,0,8,0,16.8,4806,11,0,178,-11,0.5,0,5.7,23,0,12,0,18,45.6,5238743,0,-1,0,6,2148,1494,0,0,715,Liverpool,Southampton,Brighton,Bournemouth,Watford,0,9.3,0,8.4,9.7,8.3,9.5,316
David,de Gea,GLK,MUN,5400000,0,103,3.6,6.66666666666667E-07,1.90740740740741E-05,0,1143025,2,30,0,75,0,0,0,19.1,197,-1,0,103,1,1.1,0,6,7,0,8,0,0,11.4,911129,0,-1,0,1,2610,883,0,0,464,Brighton,Bournemouth,Aston Villa,Southampton,Crystal Palace,3.1,4.3,3.8,3.4,3.1,5.3,2.9,54.1
Troy,Deeney,FWD,WAT,6200000,0,70,3.9,6.29032258064516E-07,1.12903225806452E-05,0,313504,3,20,0,0,0,6,0,11.3,294,-3,0,70,3,0.8,1,5,10,0,6,0,2,2.1,267359,0,-1,0,2,1501,584,0,0,258,Southampton,Chelsea,Norwich,Newcastle,West Ham,4.9,3.8,5.7,4.4,3.8,4.9,3.5,123.7
Steven,Defour,MID,BUR,5500000,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,-1,0,0,0,1,0,0,0,Crystal Palace,Sheffield United,West Ham,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0
Ayotomiwa,Dele-Bashiru,MID,WAT,4500000,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,0,-1,0,0,0,4,0,0,0,Southampton,Chelsea,Norwich,Newcastle,West Ham,0,0,0,0,0,0,0,0
Fabian,Delph,DEF,EVE,5300000,0,24,0.827586206896552,1.56148340923878E-07,4.52830188679245E-06,0,30906,3,24,0,0,0,0,0,4.5,7,-2,0,24,2,0.1,0,0.3,2,0,2,0,0,0.2,13642,0,-1,0,0,1187,11,0,1,202,Leicester,Tottenham,Southampton,Wolverhampton,Aston Villa,0.4,0.4,0.4,0.4,0.8,0.4,0.4,35.4
Leander,Dendoncker,MID,WOL,4400000,0,70,2.4,5.45454545454545E-07,1.59090909090909E-05,0,1278671,4,29,0,0,0,2,0,15.9,669,-1,0,70,1,0.5,0,2,6,0,7,0,0,9.2,986879,1,-1,0,2,2279,376,0,0,331,Aston Villa,Arsenal,Sheffield United,Everton,Burnley,1.3,2.2,2.4,2.3,1.8,2,1.4,75.2
Gerard,Deulofeu,FWD,WAT,6100000,0,88,3.1,5.08196721311475E-07,1.44262295081967E-05,0,658143,3,33,0,0,0,4,0,14.4,310,-4,0,88,4,0.2,0,1,9,0,8,0,5,2,406089,0,-1,0,2,2097,9,0,0,330,Southampton,Chelsea,Norwich,Newcastle,West Ham,0,0,0,0,0,3.6,2.4,195.4
