FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Christian,Benteke,FWD,CRY,5700000,0,9,1.1,1.92982456140351E-07,1.57894736842105E-06,0,62705,1,3,0,0,0,0,0,1.6,270,-3,0,9,3,0,0,0.2,0,0,1,0,0,0.6,25521,0,-1,0,0,246,219,0,0,35,Arsenal,Leicester,Chelsea,Liverpool,Burnley,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.6,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.8,0.6,0.8,0.6,1,0.6,1,20.6
,Bernard,MID,EVE,6500000,1,28,3.11111111111111,4.78632478632479E-07,4.30769230769231E-06,0,177838,2,4,0,0,0,2,0,4.3,1941,0,0,28,0,0.4,0,2.8,5,0,3,0,0,1,181304,0,-1,0,2,447,388,0,0,83,Brighton,Tottenham,Southampton,Norwich,Leicester,0,3.3,2.5,3.8,1.6,1.6,2.7,1.6,3.7,3.8,2.1,1.6,3.6,1.6,3.9,2.2,3.8,1.8,3.9,1.6,2.5,1.6,3,1.6,3,2.4,3,3.2,3.8,33.9
,Bernardo,DEF,BHA,4300000,0,2,0.222222222222222,5.16795865633075E-08,4.65116279069767E-07,0,7224,0,3,0,0,0,0,0,0.5,48,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1530,0,-1,0,0,67,3,0,0,14,Everton,Norwich,Man Utd,Leicester,Liverpool,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.9
,Bernardo Silva,MID,MCI,7900000,3,44,4.88888888888889,6.18846694796062E-07,5.56962025316456E-06,0,1298012,2,8,0,0,0,4,0,5.6,18407,-1,0,44,1,0.4,0,2.8,2,0,3,0,2,14.4,610460,0,-1,0,1,551,5295,0,0,187,Aston Villa,Southampton,Liverpool,Chelsea,Newcastle,4.7,4.6,4.7,4.1,5.8,5,6.1,5.3,4.7,6.3,5.8,5.8,4.3,5.9,7.2,4.5,4.6,3.7,5.7,4.7,5.9,4.2,3.9,6.5,6,5.7,5.8,6,5.9,86.6
Ryan,Bertrand,DEF,SOU,4800000,-6,-1,-0.1,-2.08333333333333E-08,-2.08333333333333E-07,0,44900,1,22,0,0,0,0,0,-0.2,1438,-2,0,-1,2,-0.2,0,-1,0,0,0,0,0,0.6,8268,0,-1,0,0,492,17,0,1,42,Leicester,Man City,Everton,Arsenal,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2
Muhamed,Besic,MID,SHU,4500000,1,1,0.111111111111111,2.46913580246914E-08,2.22222222222222E-07,0,11560,0,0,0,0,0,0,0,0.2,91,0,0,1,0,0,0,0.2,0,0,0,0,0,0.2,5631,0,-1,0,0,9,42,0,0,5,West Ham,Burnley,Tottenham,Man Utd,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Philip,Billing,MID,BOU,5000000,2,20,2,4E-07,4E-06,0,11430,4,12,0,0,0,0,0,4,176,0,0,20,0,0.4,0,2,0,0,2,0,1,0.2,10891,0,-1,0,0,853,111,0,0,118,Watford,Man Utd,Newcastle,Wolverhampton,Tottenham,1.4,1.8,1.3,1.6,1,1.1,1,1,1.8,1.7,1.2,1,1.7,1,1.6,1.3,2,1,1.1,1,1.8,1.5,1.8,1,1.4,1.3,1,1.3,1,36.8
Yves,Bissouma,MID,BHA,5000000,0,3,0.333333333333333,6.66666666666667E-08,6E-07,0,378,0,0,0,0,0,0,0,0.6,16,0,0,3,0,0.1,0,0.5,0,0,0,0,0,0,373,0,-1,0,0,63,14,0,0,10,Everton,Norwich,Man Utd,Leicester,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.4
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,6666,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,-1,0,0,0,4,0,0,0,Man City,Liverpool,Wolverhampton,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5000000,0,34,4.2,8.4E-07,6.8E-06,0,359519,0,7,0,0,0,0,0,6.8,19309,0,0,34,0,0.8,0,4,7,0,3,0,1,6.4,342144,0,-1,0,0,720,4144,0,1,170,Newcastle,Arsenal,Aston Villa,Bournemouth,Sheffield United,0,0,0,0,0,5.2,3.8,5.6,3.9,3.4,4.6,4.9,5.9,5.1,4.3,4.3,5,5.2,4.8,4.2,4.8,3.6,4.9,4.7,5.1,6.2,3.2,5.8,3.9,28.7
Gaetan,Bong,DEF,BHA,4400000,0,3,0.333333333333333,7.57575757575757E-08,6.81818181818182E-07,0,5301,0,3,0,0,0,0,0,0.7,53,-1,0,3,1,0,0,0.2,0,0,0,0,0,0.1,1408,0,-1,0,0,57,19,0,0,15,Everton,Norwich,Man Utd,Leicester,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5
Artur,Boruc,GLK,BOU,4400000,0,0,0,0,0,0,14191,0,0,0,0,0,0,0,0,109,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,4873,0,-1,0,0,0,58,0,0,0,Watford,Man Utd,Newcastle,Wolverhampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,19,2.11111111111111,3.83838383838384E-07,3.45454545454545E-06,0,10893,0,8,0,0,0,0,0,3.5,324,0,0,19,0,0.2,0,1,0,0,1,0,2,0.1,12656,0,-1,0,0,381,25,0,0,59,Leicester,Man City,Everton,Arsenal,Watford,1.1,1.1,1.5,1.5,1.5,1.5,1.7,1.1,1.1,1.1,1.6,1.2,1.1,1.3,1.5,1.3,1.5,1.1,1.3,1.6,1.3,1.5,1.8,1.1,1.2,1.3,1.4,1.9,1.7,34.1
Robbie,Brady,MID,BUR,5500000,6,10,1.11111111111111,2.02020202020202E-07,1.81818181818182E-06,0,1345,1,1,0,0,0,0,0,1.8,24,0,0,10,0,0.4,0,2.2,0,0,0,0,2,0,777,0,-1,0,0,78,100,0,0,35,Chelsea,Sheffield United,West Ham,Watford,Crystal Palace,0.6,0.7,0.6,0.6,0.8,0.6,0.6,0.8,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.8,0.6,0.6,0.7,0.6,0.7,11.7
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,14990,0,0,0,0,0,0,0,0,86,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,3177,0,-1,0,0,0,31,0,0,0,Aston Villa,Southampton,Liverpool,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,LIV,4400000,0,0,0,0,0,0,47227,0,0,0,0,0,0,0,0,573,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,42408,0,-1,0,0,0,577,0,0,0,Tottenham,Aston Villa,Man City,Crystal Palace,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,17414,0,0,0,0,0,0,0,0,54,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,475,0,-1,0,0,0,5,0,0,0,Watford,Man Utd,Newcastle,Wolverhampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,0,33,3.7,6.16666666666667E-07,5.5E-06,0,123496,1,20,0,0,0,0,0,5.5,2893,0,0,33,0,0.3,0,1.8,3,0,1,0,4,1.5,173173,0,-1,0,1,802,250,0,0,142,Man Utd,Brighton,Watford,Everton,Arsenal,4.9,2.8,4.7,2.1,4.7,3.4,4.9,1.8,4.4,1.9,4.1,4.8,2.1,4.7,2,2.9,3.2,3.3,3.9,4.3,3.8,4.7,2.5,4.5,3,3.8,1.8,4.7,1.8,75.5
Dan,Burn,DEF,BHA,4500000,1,26,2.6,5.77777777777778E-07,5.77777777777778E-06,0,10753,0,14,0,0,0,0,0,5.8,200,0,0,26,0,0.5,0,2.2,0,0,3,0,0,0.3,18963,0,-1,0,0,900,218,0,0,154,Everton,Norwich,Man Utd,Leicester,Liverpool,3.5,2.8,1.8,2.7,2,1.6,2,2.2,2.2,2.1,1.8,2.3,2.1,3.1,1.3,2.1,2.8,2.3,3.2,1.8,2.5,1.5,3.3,1.6,2.2,1.7,2.3,3.4,1.3,37.4
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,391133,0,0,0,0,0,0,0,0,4311,0,0,0,0,0,0,0,0,0,0,0,0,23.6,346511,0,-1,0,0,0,1507,0,0,0,Everton,Norwich,Man Utd,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,0,2,0.222222222222222,5.05050505050505E-08,4.54545454545455E-07,0,6414,1,5,0,0,0,0,0,0.5,67,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,4072,0,-1,0,0,181,28,0,0,26,Man Utd,Brighton,Watford,Everton,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.2
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,8719,0,0,0,0,0,0,0,0,76,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2378,0,-1,0,0,0,35,0,0,0,Burnley,Watford,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4500000,0,19,2.7,6E-07,4.22222222222222E-06,0,83178,1,9,0,0,0,0,0,4.2,773,0,0,19,0,0.5,0,2.2,1,0,2,0,0,1.8,60965,0,-1,0,0,630,753,0,0,121,Arsenal,Leicester,Chelsea,Liverpool,Burnley,1.5,3,1.5,2.5,1.4,2.1,2.1,2.5,2.5,3.1,2.2,1.5,2.8,1.7,2.3,2.5,2.1,3.7,1.5,3.1,1.4,1.9,2.6,1.4,2.6,2.1,3.6,1.7,3.4,28.8
,Callum Wilson,FWD,BOU,8000000,1,51,5.1,6.375E-07,6.375E-06,0,893883,2,13,0,0,0,5,0,6.4,44770,0,0,51,0,0.4,0,2.8,4,0,2,0,3,13.6,658809,0,-1,0,1,860,4615,0,0,179,Watford,Man Utd,Newcastle,Wolverhampton,Tottenham,6,7.6,4.7,5.4,6.1,5.1,5.8,5.8,7.2,7.1,5.4,5.3,7,5.9,6.4,6.8,4.8,5.3,6.9,5.5,6.8,5.2,6.2,5.4,7.6,6.6,6.1,6.5,5,66.5
Dominic,Calvert-Lewin,FWD,EVE,5800000,7,27,3.4,5.86206896551724E-07,4.6551724137931E-06,0,126109,1,10,0,0,0,3,0,4.7,1058,-2,0,27,2,0.7,0,3.8,2,0,2,0,0,1.1,74226,0,-1,0,0,494,1602,0,0,86,Brighton,Tottenham,Southampton,Norwich,Leicester,2.3,5,3.7,5.1,1.7,2.4,4.3,2.3,4.5,4.6,1.9,2.8,4,2.2,3.8,2.7,4.3,2.4,5,2.5,3.6,3.3,4.2,2.9,4.2,2.2,4.3,1.9,3.9,30
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,-1,0,0,0,1,0,0,0,Tottenham,Aston Villa,Man City,Crystal Palace,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4600000,0,1,0.111111111111111,2.41545893719807E-08,2.17391304347826E-07,0,42039,0,0,0,0,0,0,0,0.2,138,-4,1,1,4,0,0,0,0,0,0,0,0,0.2,3020,0,-1,0,0,5,61,-1,0,3,Arsenal,Leicester,Chelsea,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5300000,6,17,3.4,6.41509433962264E-07,3.20754716981132E-06,0,88825,1,2,0,0,0,0,0,3.2,568,-2,0,17,2,0.7,0,3.8,3,0,2,0,0,1.3,68290,0,-1,0,0,307,7213,0,0,94,Aston Villa,Southampton,Liverpool,Chelsea,Newcastle,4.1,2.6,3.5,2.9,4.3,2.4,4.3,3,3.5,3.3,2.9,4.5,3.8,4.2,3.9,3.7,3.6,2.8,3.3,3.3,3,3,2.9,4,4.4,2.9,2.3,3.8,3.6,22.5
Todd,Cantwell,MID,NOR,4800000,0,36,4,8.33333333333333E-07,7.5E-06,0,780010,1,19,0,0,0,2,0,7.5,29628,3,1,36,-3,0.4,0,1.8,2,0,1,0,2,21.9,2136028,0,-1,0,0,765,7169,-1,0,127,Man Utd,Brighton,Watford,Everton,Arsenal,5.4,3.2,5.2,2.4,5.2,3.8,5.5,2,4.9,2.1,4.6,5.3,2.4,5.3,2.3,3.2,3.7,3.7,4.3,4.8,4.2,5.3,2.9,5.1,3.4,4.3,2.1,5.3,2,62
Etienne,Capoue,MID,WAT,4800000,0,10,1.7,3.54166666666667E-07,2.08333333333333E-06,0,51654,2,19,0,0,0,0,0,2.1,339,-2,0,10,2,0.1,0,0.5,0,0,0,0,0,0.3,11239,0,-1,0,0,532,5,0,0,76,Bournemouth,Chelsea,Norwich,Burnley,Southampton,0,0.9,0.8,1.4,1.2,0.8,1.4,0.8,1.5,1.6,1,1.2,1.1,1.1,0.8,1.4,0.9,0.8,0.8,0.8,1,0.8,1,0.8,1.4,1.4,0.8,0.8,0.8,12.9
,Carlos Sanchez,MID,WHU,4400000,0,3,0.333333333333333,7.57575757575757E-08,6.81818181818182E-07,0,19601,0,0,0,0,0,0,0,0.7,278,-1,0,3,1,0,0,0,0,0,0,0,0,0.4,14055,0,-1,0,0,14,212,0,0,9,Sheffield United,Newcastle,Burnley,Tottenham,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,NEW,5400000,0,4,0.444444444444444,8.23045267489712E-08,7.40740740740741E-07,0,10894,0,3,0,0,0,0,0,0.7,256,-1,0,4,1,0.1,0,0.8,0,0,0,0,0,0.1,5480,0,-1,0,0,89,21,0,0,10,Wolverhampton,West Ham,Bournemouth,Aston Villa,Man City,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.7
Craig,Cathcart,DEF,WAT,4400000,7,21,2.6,5.90909090909091E-07,4.77272727272727E-06,0,176273,1,11,0,0,0,0,0,4.8,417,-1,0,21,1,0.9,0,4,1,0,2,0,0,1.5,11311,0,-1,0,0,720,380,0,0,127,Bournemouth,Chelsea,Norwich,Burnley,Southampton,1.8,2.3,1.6,2.3,2.3,1.5,3.2,2,3.3,2.3,3.1,2,1.4,3.1,2.2,3.5,1.6,1.9,2.2,2.2,2.7,1.3,2,1.6,2.8,3.4,2.1,1.7,1.6,14.9
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,664,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,309,0,-1,0,0,0,4,0,0,0,Newcastle,Arsenal,Aston Villa,Bournemouth,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5400000,0,23,2.6,4.81481481481482E-07,4.25925925925926E-06,0,820147,0,7,0,0,0,0,0,4.3,13852,-1,1,23,1,0.2,0,1.2,3,0,1,0,2,7.5,988142,0,-1,0,1,479,1259,-1,0,99,Crystal Palace,Wolverhampton,Leicester,Southampton,Norwich,2.8,2.5,1.3,2.1,1.4,2.7,1.3,1.3,1.3,2,1.9,2.9,1.5,2.9,1.3,1.4,2.9,2.8,1.3,2.2,1.7,2.1,2.8,2,2.2,1.3,1.8,1.3,2.8,32.9
,Cedric,DEF,SOU,4800000,0,9,1,2.08333333333333E-07,1.875E-06,0,17122,0,4,0,0,0,0,0,1.9,180,-2,0,9,2,0,0,0,0,0,1,0,0,0.2,6005,0,-1,0,0,270,0,0,0,53,Leicester,Man City,Everton,Arsenal,Watford,0,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.6,0.7,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,13.6
Nathaniel,Chalobah,MID,WAT,4400000,1,4,0.444444444444444,1.01010101010101E-07,9.09090909090909E-07,0,11256,0,1,0,0,0,0,0,0.9,136,-1,0,4,1,0.2,0,0.8,0,0,0,0,0,0.2,6857,0,-1,0,0,165,220,0,0,18,Bournemouth,Chelsea,Norwich,Burnley,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.2
,Chamberlain,MID,LIV,6200000,0,8,0.888888888888889,1.4336917562724E-07,1.29032258064516E-06,0,28167,0,3,0,0,0,0,0,1.3,312,-3,0,8,3,0.1,0,0.5,0,0,0,0,0,0.4,17081,0,-1,0,0,225,1489,0,0,42,Tottenham,Aston Villa,Man City,Crystal Palace,Brighton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.2
Calum,Chambers,DEF,ARS,4400000,0,23,2.55555555555556,5.80808080808081E-07,5.22727272727273E-06,0,60477,2,3,0,0,0,1,0,5.2,963,-1,0,23,1,0.6,0,2.5,2,0,2,0,0,1.7,103866,0,-1,0,0,405,2040,0,0,88,Crystal Palace,Wolverhampton,Leicester,Southampton,Norwich,3.2,2.1,1.3,2.1,1.4,2.2,1.9,1.8,1.9,1.3,2.3,3.3,1.9,2.3,1.4,1.3,3.4,3.5,1.6,2.9,1.4,2.1,2.8,1.6,2.8,1.9,2.3,2,2.9,27.9
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,5738,0,0,0,0,0,0,0,0,14,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,244,0,-1,0,0,0,20,0,0,0,Man City,Liverpool,Wolverhampton,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,138505,0,4,0,0,0,1,0,1.5,188,0,0,9,0,0,0,0,2,0,0,0,0,0.4,86709,0,-1,0,1,106,7,0,0,27,Sheffield United,Newcastle,Burnley,Tottenham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5500000,19,42,5.2,9.45454545454545E-07,7.63636363636364E-06,0,198575,1,6,0,0,0,1,0,7.6,1356,0,-1,42,0,1.3,0,7,1,0,3,0,3,6.3,262507,0,-1,0,1,720,115124,1,0,172,Southampton,Crystal Palace,Arsenal,Brighton,Everton,5.7,5.3,7.2,4.1,7.8,7.7,5.4,7.6,4.6,6.7,5.3,5.4,6.2,3.4,7.7,6.7,4.7,5.6,4.2,7.8,5.5,6.6,5.1,7.8,4.2,3.6,6.7,5.3,7.8,44.1
Tahith,Chong,MID,MUN,4400000,0,2,0.222222222222222,5.05050505050505E-08,4.54545454545455E-07,0,38917,0,0,0,0,0,0,0,0.5,638,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.6,52937,0,-1,0,0,24,86,0,0,4,Norwich,Bournemouth,Brighton,Sheffield United,Aston Villa,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Hamza,Choudhury,MID,LEI,4500000,0,14,1.55555555555556,3.45679012345679E-07,3.11111111111111E-06,0,63531,1,4,0,0,0,0,0,3.1,1955,0,0,14,0,0,0,0.2,0,0,1,0,1,1,79880,0,-1,0,0,318,209,0,0,65,Southampton,Crystal Palace,Arsenal,Brighton,Everton,0.8,0.8,1.3,0.8,1.3,1.3,0.8,1.3,0.8,0.8,0.8,0.8,1,0.8,1,0.8,0.8,0.8,0.8,1,0.8,1.3,0.8,1.4,0.8,0.8,1.4,0.8,1.4,15.6
Andreas,Christensen,DEF,CHE,5000000,0,8,0.888888888888889,1.77777777777778E-07,1.6E-06,0,86524,2,11,0,0,0,0,0,1.6,1300,0,0,8,0,0.2,0,1.2,0,0,1,0,0,0.7,56479,0,-1,0,0,491,21,0,0,88,Burnley,Watford,Crystal Palace,Man City,West Ham,0,0.4,0.6,0.4,0.5,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.6,0.4,0.7,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,14.7
Ciaran,Clark,DEF,NEW,4300000,1,8,0.888888888888889,2.0671834625323E-07,1.86046511627907E-06,0,6477,2,2,0,0,0,0,0,1.9,97,-2,0,8,2,0.5,0,2,0,0,1,0,0,0.2,2701,0,-1,0,0,270,150,0,0,41,Wolverhampton,West Ham,Bournemouth,Aston Villa,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.8,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.5,0.4,0.4,0.6,0.4,0.4,3.8
Leon,Clarke,FWD,SHU,4500000,0,1,0.111111111111111,2.46913580246914E-08,2.22222222222222E-07,0,1906,0,0,0,0,0,0,0,0.2,178,0,0,1,0,0,0,0.2,0,0,0,0,0,0.1,5820,0,-1,0,0,13,357,0,0,-1,West Ham,Burnley,Tottenham,Man Utd,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,192,0,-1,0,0,0,7,0,0,0,Everton,Norwich,Man Utd,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4900000,1,24,2.7,5.51020408163265E-07,4.89795918367347E-06,0,13028,0,17,0,0,0,1,0,4.9,726,-1,0,24,1,0.4,0,2,2,0,1,0,0,0.3,20889,0,-1,0,0,645,96,0,0,120,Bournemouth,Chelsea,Norwich,Burnley,Southampton,0,1.9,1.6,2.8,2.5,1.4,2.8,1.5,2.9,3.1,2.2,2.5,2.3,2.4,1.4,2.8,2,1.5,1.7,1.8,2.2,1.7,2.1,1.4,2.8,2.9,1.5,1.4,1.8,47.5
Conor,Coady,DEF,WOL,5000000,2,28,2.8,5.6E-07,5.6E-06,0,51610,2,13,0,0,0,0,0,5.6,690,0,0,28,0,0.8,0,4,1,0,3,0,0,1.5,40115,0,-1,0,0,900,1010,0,0,150,Newcastle,Arsenal,Aston Villa,Bournemouth,Sheffield United,3.1,2,3.3,1.7,2.3,2.9,2,3.2,2,1.7,2.5,2.7,3.5,2.9,2.3,2.3,2.8,2.9,2.6,2.2,2.6,1.8,2.7,2.6,2.8,3.6,1.6,3.3,2.1,14.3
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,18211,0,0,0,0,0,0,0,0,215,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,22978,0,-1,0,0,0,9,0,0,0,Wolverhampton,West Ham,Bournemouth,Aston Villa,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5400000,0,19,2.4,4.44444444444444E-07,3.51851851851852E-06,0,209521,2,12,0,0,0,0,0,3.5,1765,-1,0,19,1,0.2,0,1,2,0,2,0,1,1.8,104831,0,-1,0,0,665,295,0,1,124,Brighton,Tottenham,Southampton,Norwich,Leicester,1.2,3,1.7,2.7,1.2,1.4,2.2,1.3,2.5,2.3,1.9,1.2,2.1,1.5,3.3,1.6,3.1,1.2,3.2,1.2,2.2,1.2,2.6,1.5,2,1.3,3,1.6,1.8,29.3
