FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Christian,Fuchs,DEF,LEI,4300000,0,11,0.611111111111111,1.42118863049096E-07,2.55813953488372E-06,0,30059,0,2,0,0,0,0,0,2.6,193,-2,0,11,2,0.2,0,1,0,0,1,0,0,0.3,18950,0,-1,0,0,274,93,0,0,52,Liverpool,West Ham,Newcastle,Southampton,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.6
Sam,Gallagher,FWD,SOU,4500000,0,0,0,0,0,0,5362,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2737,0,-1,0,0,0,7,0,0,0,Chelsea,Crystal Palace,Tottenham,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Garcia,DEF,MCI,4500000,0,2,0.111111111111111,2.46913580246914E-08,4.44444444444444E-07,0,1254,0,1,0,0,0,0,0,0.4,18,0,0,2,0,0,0,0.2,0,0,0,0,0,0,1540,0,-1,0,0,32,38,0,0,7,Wolverhampton,Sheffield United,Everton,Aston Villa,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1
James,Garner,MID,MUN,4300000,0,1,0.0555555555555556,1.29198966408269E-08,2.32558139534884E-07,0,21221,0,1,0,0,0,0,0,0.2,376,-2,0,1,2,0,0,0,0,0,0,0,0,0.3,24465,0,-1,0,0,8,676,0,0,3,Newcastle,Burnley,Arsenal,Norwich,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Dwight,Gayle,FWD,NEW,5000000,1,7,0.388888888888889,7.77777777777778E-08,1.4E-06,0,3302,0,5,0,0,0,0,0,1.4,103,0,0,7,0,0.1,0,0.7,0,0,0,0,0,0,4736,0,-1,0,0,135,76,0,0,14,Man Utd,Everton,Leicester,Wolverhampton,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.5
Paulo,Gazzaniga,GLK,TOT,4600000,3,37,2.8,6.08695652173913E-07,8.04347826086956E-06,0,103624,1,19,0,48,0,0,0,8,4289,1,0,37,-1,0.6,0,2.7,3,0,1,0,0,4.6,391130,0,-1,0,0,1162,5832,0,0,213,Brighton,Norwich,Southampton,Liverpool,Watford,2.7,2.2,2.3,2.6,2.2,2.9,2.5,3,2.2,2.3,1.7,3,3.2,2.2,3.4,2.1,2.3,2.7,2.5,2.5,33.9
Jean-Philippe,Gbamin,MID,EVE,4800000,0,4,0.222222222222222,4.62962962962963E-08,8.33333333333333E-07,0,7045,0,0,0,0,0,0,0,0.8,6,-2,0,4,2,0,0,0,0,0,1,0,0,0,2728,0,-1,0,0,135,4,0,0,14,Burnley,Newcastle,Man City,Brighton,West Ham,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.6
Rachid,Ghezzal,MID,LEI,5200000,0,0,0,0,0,0,3783,0,0,0,0,0,0,0,0,10,-3,0,0,3,0,0,0,0,0,0,0,0,0,555,0,-1,0,0,0,1,0,0,0,Liverpool,West Ham,Newcastle,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan,Gibbs-White,MID,WOL,4700000,0,7,0.388888888888889,8.274231678487E-08,1.48936170212766E-06,0,6583,0,2,0,0,0,0,0,1.5,36,-3,0,7,3,0,0,0,0,0,0,0,1,0.1,2374,0,-1,0,0,119,5,0,0,28,Man City,Liverpool,Watford,Newcastle,Southampton,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.1
Ben,Gibson,DEF,BUR,3900000,0,0,0,0,0,0,146916,0,0,0,0,0,0,0,0,1839,-1,0,0,1,0,0,0,0,0,0,0,0,2.6,103894,0,-1,0,0,0,298,0,0,0,Everton,Man Utd,Aston Villa,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Gibson,DEF,EVE,4300000,0,0,0,0,0,0,9518,0,0,0,0,0,0,0,0,66,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,4097,0,-1,0,0,0,37,0,0,0,Burnley,Newcastle,Man City,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,CHE,4500000,0,2,0.111111111111111,2.46913580246914E-08,4.44444444444444E-07,0,1963,0,1,0,0,0,0,0,0.4,20,0,0,2,0,0,0,0,0,0,0,0,0,0,2453,0,-1,0,0,9,14,0,0,5,Southampton,Arsenal,Brighton,Burnley,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Olivier,Giroud,FWD,CHE,6600000,0,7,1.4,2.12121212121212E-07,1.06060606060606E-06,0,172653,0,5,0,0,0,0,0,1.1,216,-4,0,7,4,0,0,0.3,0,0,1,0,0,1,60801,0,-1,0,0,190,70,0,0,16,Southampton,Arsenal,Brighton,Burnley,Newcastle,0.9,0.9,0.8,0.9,0.7,1,0.7,1.2,1,0.8,0.9,0.7,0.9,0.8,1,0.7,0.7,1.3,0.7,0.8,13.3
Ben,Godfrey,DEF,NOR,4400000,0,21,1.2,2.72727272727273E-07,4.77272727272727E-06,0,20601,1,35,0,0,0,0,0,4.8,304,-1,0,21,1,0.2,0,0.8,0,0,1,0,0,0.2,13442,0,-1,0,0,1489,3,0,0,266,Aston Villa,Tottenham,Crystal Palace,Man Utd,Bournemouth,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,1,0.6,0.7,0.6,0.9,0.6,0.6,0.6,41.8
Angel,Gomes,MID,MUN,4800000,0,1,0.0555555555555556,1.15740740740741E-08,2.08333333333333E-07,0,10066,0,1,0,0,0,0,0,0.2,66,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,4837,0,-1,0,0,9,38,0,0,3,Newcastle,Burnley,Arsenal,Norwich,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Heurelho da Silva,Gomes,GLK,WAT,4400000,0,0,0,0,0,0,8291,0,0,0,0,0,0,0,0,44,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,4056,0,-1,0,0,0,37,0,0,0,Sheffield United,Aston Villa,Wolverhampton,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Gomez,DEF,LIV,5100000,5,25,1.47058823529412,2.88350634371396E-07,4.90196078431373E-06,0,122676,2,1,0,0,0,0,0,4.9,886,-4,0,25,4,0.7,0,3.8,2,0,3,0,0,1.1,64511,0,-1,0,0,377,7764,0,0,100,Leicester,Wolverhampton,Sheffield United,Tottenham,Man Utd,0.7,0.7,0.7,1,1,1.8,0.7,0.9,1.1,0.9,0.8,1,1.2,0.9,1.5,0.8,0.8,0.7,0.8,1.1,14.2
Mace,Goodridge,MID,BUR,4500000,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,-1,0,0,0,12,0,0,0,Everton,Man Utd,Aston Villa,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Gordon,FWD,EVE,4500000,0,0,0,0,0,0,1253,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,0,-1,0,0,0,73,0,0,0,Burnley,Newcastle,Man City,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan,Gosling,MID,BOU,4900000,8,20,1.11111111111111,2.26757369614512E-07,4.08163265306122E-06,0,1446,1,2,0,0,0,2,0,4.1,107,-1,0,20,1,0.7,0,3.2,1,0,1,0,0,0.1,3926,0,-1,0,0,305,2371,0,0,62,Arsenal,Brighton,West Ham,Watford,Norwich,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,27.8
Lee,Grant,GLK,MUN,4800000,0,0,0,0,0,0,4316,0,0,0,0,0,0,0,0,19,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,591,0,-1,0,0,0,3,0,0,0,Newcastle,Burnley,Arsenal,Norwich,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,Gray,FWD,WAT,5600000,1,30,1.8,3.21428571428571E-07,5.35714285714286E-06,0,70060,1,16,0,0,0,2,0,5.4,192,-4,0,30,4,0.1,0,0.8,2,0,0,0,0,0.4,37525,0,-1,0,0,696,90,0,0,96,Sheffield United,Aston Villa,Wolverhampton,Bournemouth,Tottenham,0.9,1.7,1.3,1.1,1.7,1,1.4,1.1,1.1,1.1,1,1.2,1,1.4,1.2,2,1.3,1.1,1.4,1.2,48
Demarai,Gray,MID,LEI,5100000,0,17,0.944444444444444,1.85185185185185E-07,3.33333333333333E-06,0,33760,1,2,0,0,0,0,0,3.3,112,-4,0,17,4,0.1,0,0.3,0,0,0,0,2,0.2,8650,0,-1,0,0,277,75,0,0,51,Liverpool,West Ham,Newcastle,Southampton,Burnley,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,23.7
Jack,Grealish,MID,AVL,6400000,6,80,4.7,7.34375E-07,1.25E-05,0,460675,4,29,0,0,0,5,0,12.7,7372,4,-1,80,-4,0.8,1,5.2,8,0,4,0,5,16.1,1206173,0,-1,0,1,1523,95286,1,0,331,Norwich,Watford,Burnley,Man City,Brighton,5.6,4.8,4.4,3.9,4.6,6.5,4.9,5.1,5.2,6.5,3.4,4.8,4.2,6,3.2,6.2,5.8,4.1,6,4,152.6
Andre,Green,MID,AVL,4900000,0,0,0,0,0,0,1311,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,308,0,-1,0,0,0,9,0,0,0,Norwich,Watford,Burnley,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason,Greenwood,FWD,MUN,4300000,8,34,2.3,5.34883720930233E-07,7.90697674418605E-06,0,1282518,0,6,0,0,0,3,0,7.9,5243,-2,0,34,2,0.8,0,3.3,5,0,0,0,0,11.5,1003090,0,-1,0,0,364,57016,0,0,131,Newcastle,Burnley,Arsenal,Norwich,Liverpool,2.2,1.3,1.6,3,1.2,2.3,2.1,1.6,2.4,1.2,2.3,1.6,1.5,1.4,2.1,1.3,2.3,1.3,2.2,1.2,36.6
Pascal,Gro?,MID,BHA,6400000,4,57,3.2,5E-07,8.90625E-06,0,110649,2,19,0,0,0,1,0,8.9,441,-1,0,57,1,0.5,0,3,5,0,3,0,5,0.6,92318,0,-1,0,0,1239,2036,0,0,241,Tottenham,Bournemouth,Chelsea,Everton,Aston Villa,2,3.2,2.4,2.5,2.9,3,2.5,3.6,3.8,3.1,3,3.2,2,3.4,2.5,2.1,1.9,3.3,3.6,2.7,122.4
Vicente,Guaita,GLK,CRY,5100000,2,73,4.3,8.43137254901961E-07,1.43137254901961E-05,0,78846,1,17,0,49,0,0,0,14.3,5608,1,0,73,-1,1.2,0,6.3,10,0,6,0,0,3.5,276711,0,-1,0,2,1530,6125,0,0,326,West Ham,Southampton,Norwich,Arsenal,Man City,5.9,4.3,4.3,4.4,4.4,4.2,4.5,4.8,6.4,4.1,5.6,4.1,4.3,4.8,3.5,4.9,4.9,5.5,3.8,5.9,39
Johann Berg,Gudmundsson,MID,BUR,5900000,1,18,1,1.69491525423729E-07,3.05084745762712E-06,0,114441,0,3,0,0,0,1,0,3.1,50,-1,0,18,1,0,0,0.2,1,0,3,0,0,0.4,79348,0,-1,0,0,331,30,0,0,60,Everton,Man Utd,Aston Villa,Chelsea,Leicester,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,26.7
Addji Keaninkin Marc-Israel,Guehi,DEF,CHE,4000000,0,0,0,0,0,0,4136,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6012,0,-1,0,0,0,61,0,0,0,Southampton,Arsenal,Brighton,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Guendouzi,MID,ARS,4500000,0,37,2.3,5.11111111111111E-07,8.22222222222222E-06,0,753793,4,23,0,0,0,0,0,8.2,8538,0,0,37,0,0.2,0,0.8,2,0,2,0,2,7,824076,0,-1,0,0,1312,1498,0,0,224,Bournemouth,Chelsea,Man Utd,Crystal Palace,Sheffield United,1.8,1.4,2,1.4,2.3,1.3,1.6,2.2,2,1.2,1.6,1.7,2,1.7,1.8,1.5,1.2,1.2,1.2,2.2,64.5
Idrissa,Gueye,MID,EVE,5000000,0,0,0,0,0,0,2038,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,-1,0,0,0,7,0,0,0,Burnley,Newcastle,Man City,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederic,Guilbert,DEF,AVL,4400000,0,41,2.7,6.13636363636364E-07,9.31818181818182E-06,0,71741,5,20,0,0,0,0,0,9.3,2469,-1,0,41,1,0.1,0,0.5,2,0,4,0,2,0.9,94094,0,-1,0,1,1244,218,0,0,222,Norwich,Watford,Burnley,Man City,Brighton,2.8,2,1.5,2.5,1.9,3,1.9,3.2,2,2.3,1.5,2.6,2.4,2.3,1.9,3,3.3,2.2,2.2,2.5,47.4
Ilkay,Gundogan,MID,MCI,5200000,0,35,1.94444444444444,3.73931623931624E-07,6.73076923076923E-06,0,196701,7,16,0,0,0,2,0,6.7,939,-3,0,35,3,0.4,0,2,3,0,3,0,0,1.2,81619,0,-1,0,0,1054,420,0,0,216,Wolverhampton,Sheffield United,Everton,Aston Villa,Crystal Palace,0,1.6,1.4,1,1.3,1.9,1,1.1,1,1.4,1,1.5,1.1,1,1.6,1.6,1.4,1.4,1.5,1.2,84.8
Angus,Gunn,GLK,SOU,4400000,0,29,2.9,6.59090909090909E-07,6.59090909090909E-06,0,203699,0,25,0,30,0,0,0,6.6,1784,-1,0,29,1,0,0,0,3,0,2,0,0,1.8,242557,0,-1,0,1,900,377,0,0,166,Chelsea,Crystal Palace,Tottenham,Leicester,Wolverhampton,2.8,3,2.9,2.3,2,3.1,2.8,2.1,3.7,3.4,3.4,2.8,1.9,2.8,2.2,3.2,2.3,2.3,2.7,2,22.1
Sebastien,Haller,FWD,WHU,7000000,2,65,3.8,5.42857142857143E-07,9.28571428571429E-06,0,675617,1,24,0,0,0,5,0,9.3,1719,-5,0,65,5,0.4,0,3,8,0,4,0,2,2.3,547019,0,-1,0,1,1345,441,0,0,227,Crystal Palace,Leicester,Bournemouth,Sheffield United,Everton,3.7,3.8,4,3.1,4.2,6.7,4.2,4.4,3.5,4.2,4.2,3.9,4.2,4.2,3,4.3,4.9,4.5,4,4.7,110.5
Grant,Hanley,DEF,NOR,4000000,2,3,0.166666666666667,4.16666666666667E-08,7.5E-07,0,257179,1,11,0,0,0,0,0,0.8,994,0,0,3,0,0.1,0,0.3,0,0,0,0,0,2,219941,1,-1,0,0,450,1637,0,0,57,Aston Villa,Tottenham,Crystal Palace,Man Utd,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14.7
,Harry Wilson,MID,BOU,5900000,1,60,4,6.77966101694915E-07,1.01694915254237E-05,0,476924,1,16,0,0,0,6,0,10.2,3228,-1,0,60,1,0.4,0,2.5,5,0,2,0,0,2.2,527950,0,-1,0,2,897,6324,0,0,194,Arsenal,Brighton,West Ham,Watford,Norwich,4.4,4.1,3.6,4.8,3.7,4.3,4,5.3,4,3.3,3,4.2,4.4,4.8,3.3,3.6,3.6,2.8,3.8,3.7,77.9
Joe,Hart,GLK,BUR,4300000,0,0,0,0,0,0,86242,0,0,0,0,0,0,0,0,371,-2,0,0,2,0,0,0,0,0,0,0,0,1.2,19841,0,-1,0,0,0,113,0,0,0,Everton,Man Utd,Aston Villa,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kortney,Hause,DEF,AVL,4400000,6,7,0.388888888888889,8.83838383838384E-08,1.59090909090909E-06,0,3927,1,5,0,0,0,0,0,1.6,21,-1,0,7,1,0.3,0,1.2,0,0,1,0,0,0.1,992,0,-1,0,0,270,115,0,0,43,Norwich,Watford,Burnley,Man City,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.5
Isaac,Hayden,MID,NEW,4400000,0,36,2.4,5.45454545454545E-07,8.18181818181818E-06,0,482795,2,22,0,0,0,0,0,8.2,2756,-1,0,36,1,0.5,0,2,2,0,4,0,2,3.7,279904,0,-1,0,0,1275,743,0,1,161,Man Utd,Everton,Leicester,Wolverhampton,Chelsea,1.2,2.3,1.8,1.7,1.7,1.3,2.1,1.6,1.3,2.4,1.8,2.6,2,1.7,1.9,1.2,1.7,1.8,1.5,1.4,42.2
Tom,Heaton,GLK,AVL,4500000,10,55,3.1,6.88888888888889E-07,1.22222222222222E-05,0,315518,0,31,0,64,0,0,0,12.2,1953,0,0,55,0,0.6,0,2.8,3,0,4,0,0,5.3,267272,1,-1,0,1,1620,4475,0,0,325,Norwich,Watford,Burnley,Man City,Brighton,3.4,2.4,1.9,3.1,2.3,3.6,2.3,3.9,2.5,2.9,1.9,3.2,2.9,2.9,2.4,3.6,4,2.8,2.8,3.1,48.2
Philip,Heise,DEF,NOR,3900000,0,0,0,0,0,0,39501,0,0,0,0,0,0,0,0,463,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,37080,0,-1,0,0,0,1162,0,0,0,Aston Villa,Tottenham,Crystal Palace,Man Utd,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Henderson,GLK,SHU,4900000,2,78,4.3,8.77551020408163E-07,1.59183673469388E-05,0,231470,2,14,0,45,0,0,0,16.2,18594,4,-1,78,-4,0.9,0,4.5,5,0,7,0,1,9.4,749995,0,-1,0,2,1620,14882,1,0,335,Watford,Man City,Liverpool,West Ham,Arsenal,5,4.9,4.8,5.4,4,4.3,5.2,4.2,4.6,5.5,4.8,5.5,4,5.4,4,4,4.4,4.1,5.7,4.9,31.9
Jordan,Henderson,MID,LIV,5400000,3,51,3,5.55555555555556E-07,9.44444444444444E-06,0,85377,1,8,0,0,0,1,0,9.4,2592,-1,0,51,1,0.6,0,3,3,0,7,0,2,1.1,88758,0,-1,0,0,1166,1650,0,0,250,Leicester,Wolverhampton,Sheffield United,Tottenham,Man Utd,0,2.8,3.3,1.9,2.9,5.1,2.4,2.3,2.3,2.8,2.8,2.4,2.7,1.8,2.5,2.7,3,2.7,2.1,2.4,58.6
Stephen,Henderson,GLK,CRY,4000000,0,0,0,0,0,0,6770,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0.3,23251,0,-1,0,0,0,786,0,0,0,West Ham,Southampton,Norwich,Arsenal,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff,Hendrick,MID,BUR,5400000,0,46,3.1,5.74074074074074E-07,8.51851851851852E-06,0,12968,5,23,0,0,0,2,0,8.5,94,-1,0,46,1,0.4,0,2.2,4,0,6,0,1,0.1,12152,0,-1,0,0,1172,67,0,0,149,Everton,Man Utd,Aston Villa,Chelsea,Leicester,2.2,3.3,2.9,2,2.6,1.9,3.2,2.9,3.2,2.3,2.6,1.6,3.6,2.1,3.7,2.2,1.7,3.2,2.2,3.2,49.1
Wayne,Hennessey,GLK,CRY,4300000,0,6,0.333333333333333,7.75193798449612E-08,1.3953488372093E-06,0,45773,0,4,0,13,0,0,0,1.4,274,-2,0,6,2,0,0,0,0,0,0,0,0,0.6,14977,0,-1,0,0,180,109,0,0,42,West Ham,Southampton,Norwich,Arsenal,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.7
Onel,Hernandez,MID,NOR,5300000,1,27,1.5,2.83018867924528E-07,5.09433962264151E-06,0,14794,0,11,0,0,0,1,0,5.1,102,-2,0,27,2,0.4,0,2,0,0,1,0,1,0.1,5125,0,-1,0,0,617,35,0,0,90,Aston Villa,Tottenham,Crystal Palace,Man Utd,Bournemouth,0.8,0.8,0.9,0.8,1,0.8,0.8,0.8,0.9,0.8,1.2,0.8,1,0.8,1,0.9,0.8,0.8,1,0.8,50.1
Wesley,Hoedt,DEF,SOU,4300000,0,0,0,0,0,0,4554,0,0,0,0,0,0,0,0,16,-2,0,0,2,0,0,0,0,0,0,0,0,0,818,0,-1,0,0,0,11,0,0,0,Chelsea,Crystal Palace,Tottenham,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile,H?jbjerg,MID,SOU,4800000,6,44,2.4,5E-07,9.16666666666667E-06,0,53630,4,33,0,0,0,0,0,9.2,263,-2,0,44,2,0.6,0,2.8,1,0,3,0,3,0.4,25910,0,-1,0,0,1547,1733,0,0,226,Chelsea,Crystal Palace,Tottenham,Leicester,Wolverhampton,1.6,1.7,1.3,1.5,1.8,1.7,1.4,1.9,1.5,1.8,2,1.8,1.8,2.2,1.2,1.8,1.6,1.7,2.2,2.1,77.4
Rob,Holding,DEF,ARS,4500000,0,1,0.0555555555555556,1.23456790123457E-08,2.22222222222222E-07,0,12590,0,2,0,0,0,0,0,0.2,95,0,0,1,0,0,0,0,0,0,0,0,0,0.1,10361,0,-1,0,0,76,6,0,0,9,Bournemouth,Chelsea,Man Utd,Crystal Palace,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
Jose,Holebas,DEF,WAT,4600000,0,15,1.4,3.04347826086957E-07,3.26086956521739E-06,0,230620,5,25,0,0,0,0,0,3.3,490,-4,0,15,4,0,0,0.2,0,0,2,0,0,0.7,16979,0,-1,0,0,974,7,0,0,135,Sheffield United,Aston Villa,Wolverhampton,Bournemouth,Tottenham,0,0,0,0.7,1.2,1,1.2,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.7,1,1.4,0.9,0.8,0.7,42.8
Mason,Holgate,DEF,EVE,4400000,6,30,2.5,5.68181818181818E-07,6.81818181818182E-06,0,16208,2,16,0,0,0,0,0,6.8,443,-1,0,30,1,0.6,0,2.8,1,0,2,0,2,0.4,32427,0,-1,0,0,918,4034,0,0,179,Burnley,Newcastle,Man City,Brighton,West Ham,2.1,2.2,1.8,2.3,2.3,3.2,1.8,2.9,1.4,2.6,1.8,2.2,1.8,2.1,2,1.8,1.5,3.5,1.8,2.1,31.6
Nathan,Holland,MID,WHU,4500000,0,2,0.117647058823529,2.61437908496732E-08,4.44444444444444E-07,0,170,0,1,0,0,0,0,0,0.4,13,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0,374,0,-1,0,0,31,25,0,0,10,Crystal Palace,Leicester,Bournemouth,Sheffield United,Everton,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5
Conor,Hourihane,MID,AVL,5700000,8,45,2.5,4.3859649122807E-07,7.89473684210526E-06,0,21264,2,14,0,0,0,3,0,7.9,147,-3,0,45,3,0.4,0,2,6,0,2,0,2,0.2,14365,0,-1,0,2,667,1083,0,0,167,Norwich,Watford,Burnley,Man City,Brighton,2.2,1.8,1.6,1.4,1.7,2.7,1.8,1.9,2,2.8,1.2,1.8,1.5,2.4,1.2,2.5,2.3,1.4,2.4,1.4,54.9
Callum,Hudson-Odoi,MID,CHE,5400000,2,26,1.44444444444444,2.67489711934156E-07,4.81481481481482E-06,0,264617,1,6,0,0,0,0,0,4.8,864,-6,0,26,6,0.2,0,1,3,0,1,0,3,0.5,280183,0,-1,0,0,364,424,0,0,92,Southampton,Arsenal,Brighton,Burnley,Newcastle,0.7,0.8,0.8,0.9,0.7,0.9,0.7,0.9,0.7,0.9,0.9,0.7,0.7,0.7,1,0.7,1.2,0.8,0.7,0.9,45.5
Will,Hughes,MID,WAT,5400000,2,41,2.6,4.81481481481482E-07,7.59259259259259E-06,0,62969,3,22,0,0,0,1,0,7.6,178,-1,0,41,1,0.3,0,1.8,3,0,4,0,1,0.4,62767,0,-1,0,0,1109,269,0,0,142,Sheffield United,Aston Villa,Wolverhampton,Bournemouth,Tottenham,2.7,2.2,2.4,2.1,1.9,1.3,2.5,1.9,1.4,1.5,1.6,1.9,1.8,2.1,1.5,2.2,2.7,1.6,1.4,1.9,46.5
Jordon,Ibe,MID,BOU,4600000,0,2,0.111111111111111,2.41545893719807E-08,4.34782608695652E-07,0,21563,0,1,0,0,0,0,0,0.4,90,-4,0,2,4,0,0,0,0,0,0,0,0,0.2,5984,0,-1,0,0,48,16,0,0,10,Arsenal,Brighton,West Ham,Watford,Norwich,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.2
Adam,Idah,FWD,NOR,4400000,0,0,0,0,0,0,8558,0,0,0,0,0,0,0,0,154,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,11900,0,-1,0,0,0,155,0,0,0,Aston Villa,Tottenham,Crystal Palace,Man Utd,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
