FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Kelechi,Iheanacho,FWD,LEI,5700000,0,22,7.3,1.28070175438596E-06,3.85964912280702E-06,0,35395,1,2,0,0,0,2,0,3.9,1275,-3,0,22,3,0.6,0,3.7,5,0,0,0,2,0.4,30091,0,-1,0,1,129,374,0,0,79,Liverpool,West Ham,Newcastle,Southampton,Burnley,9.4,9.2,7.7,9.5,8.8,10.2,10.1,9.2,10,9,10.9,8.8,10.3,8.6,10.7,9,9.3,8.2,8.8,11,30.4
Danny,Ings,FWD,SOU,6500000,1,100,5.3,8.15384615384615E-07,1.53846153846154E-05,0,451412,1,25,0,0,0,11,0,15.4,17904,5,0,100,-5,1.1,0,7,21,0,1,0,1,15.1,1342939,0,-1,0,2,1271,67160,0,0,363,Chelsea,Crystal Palace,Tottenham,Leicester,Wolverhampton,7.2,6.3,6.8,5.9,5.7,6.5,6.2,6.2,6.8,6.9,5.9,7.3,6.5,6.8,6.2,6.2,6.8,6.1,6.9,4.2,130.9
Alex,Iwobi,MID,EVE,5600000,0,35,2.2,3.92857142857143E-07,6.25E-06,0,226253,0,21,0,0,0,1,0,6.2,1166,-4,0,35,4,0.3,0,1.5,2,0,1,0,0,1.1,132639,0,-1,0,0,1039,38,0,0,155,Burnley,Newcastle,Man City,Brighton,West Ham,0,0,0,1.9,1.2,2.2,1.5,1.8,1.4,2,1.1,1.2,1.2,1.5,1.1,1.6,1.5,1.7,2,1.9,71.7
,Izquierdo,MID,BHA,5400000,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,132,0,-1,0,0,0,3,0,0,0,Tottenham,Bournemouth,Chelsea,Everton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Jagielka,DEF,SHU,4200000,0,4,0.222222222222222,5.29100529100529E-08,9.52380952380952E-07,0,40551,0,3,0,0,0,0,0,1,332,-3,0,4,3,0,0,0,0,0,0,0,0,0.4,14095,0,-1,0,0,128,149,0,0,31,Watford,Man City,Liverpool,West Ham,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.5
Alireza,Jahanbakhsh,MID,BHA,5800000,0,1,0.0555555555555556,9.57854406130268E-09,1.72413793103448E-07,0,4857,0,0,0,0,0,0,0,0.2,22,-2,0,1,2,0,0,0.2,0,0,0,0,0,0.1,909,0,-1,0,0,22,5,0,0,4,Tottenham,Bournemouth,Chelsea,Everton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Eldin,Jakupovic,GLK,LEI,4300000,0,0,0,0,0,0,4871,0,0,0,0,0,0,0,0,22,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1194,0,-1,0,0,0,14,0,0,0,Liverpool,West Ham,Newcastle,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,James,MID,MUN,6200000,0,65,3.6,5.80645161290323E-07,1.04838709677419E-05,0,1218754,3,21,0,0,0,3,0,10.5,39463,2,0,65,-2,0.4,0,2.5,2,0,2,0,5,10.8,1704009,0,-1,0,0,1484,4587,0,0,231,Newcastle,Burnley,Arsenal,Norwich,Liverpool,4.6,2.7,2.8,3.9,1.9,4.4,4.2,2.2,4.7,2.5,2.6,2,4.7,2.8,4.2,2,3.8,2.3,3.6,2,104
Matty,James,MID,LEI,4300000,0,0,0,0,0,0,23112,0,0,0,0,0,0,0,0,94,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,10700,0,-1,0,0,0,52,0,0,0,Liverpool,West Ham,Newcastle,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece,James,DEF,CHE,5000000,0,19,1.05555555555556,2.11111111111111E-07,3.8E-06,0,26808,0,6,0,0,0,0,0,3.8,2428,0,0,19,0,0.3,0,1.7,1,0,1,0,1,0.4,46188,0,-1,0,0,421,124,0,0,112,Southampton,Arsenal,Brighton,Burnley,Newcastle,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.7,0.5,0.7,0.7,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,20.5
Daryl,Janmaat,DEF,WAT,4100000,0,36,2,4.8780487804878E-07,8.78048780487805E-06,0,163216,1,5,0,0,0,0,0,8.8,1993,-4,0,36,4,0,0,0,7,0,4,0,1,0.8,171842,1,-1,0,1,606,677,0,0,148,Sheffield United,Aston Villa,Wolverhampton,Bournemouth,Tottenham,0,0,0,0,2,1.8,2.1,1.2,1,1.5,1.5,1.5,1,1.2,1.3,1.7,2.3,1.7,1.5,1,27.1
Vincent,Janssen,FWD,TOT,4500000,0,0,0,0,0,0,8659,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2716,0,-1,0,0,0,12,0,0,0,Brighton,Norwich,Southampton,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0,0,0,0,2471,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,-1,0,0,0,6,0,0,0,Bournemouth,Chelsea,Man Utd,Crystal Palace,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jesus,FWD,MCI,9600000,0,60,4,4.16666666666667E-07,6.25E-06,0,337458,1,8,0,0,0,6,0,6.2,7229,1,0,60,-1,0.5,0,4.7,4,0,4,0,3,3.2,350800,0,-1,0,1,905,3329,0,0,204,Wolverhampton,Sheffield United,Everton,Aston Villa,Crystal Palace,0,2.9,4.4,4.2,4.5,3.5,4.6,4.2,3.6,4.7,4.4,4.5,4.7,3.6,5.4,4.2,4.4,4.1,4.4,5.4,116.7
Raul,Jimenez,FWD,WOL,7500000,0,92,5.1,6.8E-07,1.22666666666667E-05,0,1955422,2,20,0,0,0,7,0,12.3,24149,0,0,92,0,0.5,0,4,15,0,5,0,5,16.7,1697204,0,-1,0,0,1559,11460,0,0,333,Man City,Liverpool,Watford,Newcastle,Southampton,6.4,5.4,6,6.1,7.3,5.4,6.1,5.8,7,6.3,6.3,6.1,6.1,5.8,6.7,4.9,6.4,5.7,6.5,6.4,165.7
,Joelinton,FWD,NEW,5600000,5,45,2.4,4.28571428571429E-07,8.03571428571429E-06,0,225206,3,23,0,0,0,1,0,8,566,-4,0,45,4,0.4,0,2,3,0,3,0,2,0.9,127003,0,-1,0,0,1437,401,0,0,148,Man Utd,Everton,Leicester,Wolverhampton,Chelsea,1.7,2.4,2.1,1.6,2.4,1.4,3.1,1.8,1.5,2.4,2.3,1.5,2.7,1.6,2.3,1.9,1.6,2.7,1.6,1.9,76.7
Ben,Johnson,DEF,WHU,4000000,0,0,0,0,0,0,72355,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,1.3,58252,0,-1,0,0,0,118,0,0,0,Crystal Palace,Leicester,Bournemouth,Sheffield United,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyreke,Johnson,MID,SOU,4400000,0,0,0,0,0,0,3340,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0,2368,0,-1,0,0,0,8,0,0,0,Chelsea,Crystal Palace,Tottenham,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis,Jones,MID,LIV,4500000,0,1,0.0588235294117647,1.30718954248366E-08,2.22222222222222E-07,0,99,0,0,0,0,0,0,0,0.2,10,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,201,0,-1,0,0,14,22,0,0,1,Leicester,Wolverhampton,Sheffield United,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Phil,Jones,DEF,MUN,4800000,0,1,0.0555555555555556,1.15740740740741E-08,2.08333333333333E-07,0,12045,0,1,0,0,0,0,0,0.2,61,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,3860,0,-1,0,0,45,46,0,0,4,Newcastle,Burnley,Arsenal,Norwich,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
,Jonny,DEF,WOL,5400000,0,46,2.7,5E-07,8.51851851851852E-06,0,75572,4,19,0,0,0,1,0,8.5,1551,-1,0,46,1,0.4,0,2.2,0,0,3,0,1,1.1,66043,0,-1,0,0,1449,339,0,0,229,Man City,Liverpool,Watford,Newcastle,Southampton,2.2,2.3,2.3,3.4,2.3,2.2,1.8,2.2,2.5,2.5,2.4,2.9,2.2,3,2,2.3,3.1,1.8,3,2.3,67.2
,Jorginho,MID,CHE,5000000,1,47,2.8,5.6E-07,9.4E-06,0,497429,7,21,0,0,0,1,0,9.4,4263,0,0,47,0,0.3,0,1.3,5,0,3,0,3,3.2,435599,0,-1,0,1,1277,1347,0,0,294,Southampton,Arsenal,Brighton,Burnley,Newcastle,2.2,2.4,2.4,2.7,2.2,2.6,1.7,2.7,2,2.5,2.6,1.7,1.4,2.1,2.9,2,3.2,2.3,1.6,2.5,61.8
,Joselu,FWD,NEW,5000000,0,0,0,0,0,0,3829,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,0,-1,0,0,0,6,0,0,0,Man Utd,Everton,Leicester,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jota,MID,AVL,5800000,1,14,0.777777777777778,1.34099616858238E-07,2.41379310344828E-06,0,24743,0,3,0,0,0,0,0,2.4,101,-2,0,14,2,0.1,0,0.3,0,0,2,0,1,0.1,12169,0,-1,0,0,265,89,0,0,37,Norwich,Watford,Burnley,Man City,Brighton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,13.5
Diogo,Jota,FWD,WOL,6100000,0,48,3,4.91803278688525E-07,7.86885245901639E-06,0,817361,3,18,0,0,0,3,0,7.9,3039,-4,0,48,4,0.5,0,3.3,6,0,3,0,1,3.3,217440,0,-1,0,1,1212,1110,0,0,153,Man City,Liverpool,Watford,Newcastle,Southampton,3,2.4,2.7,2.8,3.6,2.4,2.8,2.6,3.8,2.9,2.9,2.8,2.8,2.6,3.2,2.1,3,2.5,3.1,3,112.8
James,Justin,DEF,LEI,4800000,0,5,0.277777777777778,5.78703703703704E-08,1.04166666666667E-06,0,6692,0,0,0,0,0,0,0,1,43,-2,0,5,2,0.2,0,0.8,0,0,0,0,1,0.1,2416,0,-1,0,0,20,21,0,0,20,Liverpool,West Ham,Newcastle,Southampton,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.6
Christian,Kabasele,DEF,WAT,4300000,2,41,2.27777777777778,5.29715762273902E-07,9.53488372093023E-06,0,15290,1,9,0,0,0,0,0,9.5,440,-2,0,41,2,0.8,0,3.3,3,0,5,0,1,0.3,19312,0,-1,0,1,964,2819,0,1,196,Sheffield United,Aston Villa,Wolverhampton,Bournemouth,Tottenham,1.6,3,1.7,1.5,2.4,2.2,2.6,1.5,1.2,1.8,1.8,1.8,1.2,1.5,1.6,2.1,2.8,2.1,1.8,1.2,27.2
Lovre,Kalinic,GLK,AVL,4400000,0,0,0,0,0,0,4100,0,0,0,0,0,0,0,0,24,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1377,0,-1,0,0,0,22,0,0,0,Norwich,Watford,Burnley,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Kane,FWD,TOT,11000000,8,94,5.2,4.72727272727273E-07,8.54545454545455E-06,0,2097311,2,26,0,0,0,10,0,8.5,11767,0,0,94,0,0.5,0,5.2,14,0,2,0,2,20.6,1580373,0,-1,0,2,1614,21872,0,0,340,Brighton,Norwich,Southampton,Liverpool,Watford,6.8,6.4,7.1,5.8,5.8,7.4,6.9,5.5,6.2,6.5,5.5,7.8,6.6,4.7,6.9,5.9,7.1,4.6,6.3,5.5,131.7
N'Golo,Kante,MID,CHE,5000000,1,39,2.16666666666667,4.33333333333333E-07,7.8E-06,0,559816,2,14,0,0,0,3,0,7.8,4620,0,0,39,0,0.4,0,1.8,2,0,2,0,0,4.8,368795,0,-1,0,0,944,3864,0,0,184,Southampton,Arsenal,Brighton,Burnley,Newcastle,1.4,1.6,1.6,1.8,1.4,1.7,1.1,1.8,1.3,1.7,1.7,1.1,1.1,1.3,2,1.3,2.2,1.5,1.1,1.7,66.2
Beram,Kayal,MID,BHA,4300000,0,0,0,0,0,0,22421,0,0,0,0,0,0,0,0,429,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,32576,0,-1,0,0,0,163,0,0,0,Tottenham,Bournemouth,Chelsea,Everton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moise,Kean,FWD,EVE,6400000,1,19,1.4,2.1875E-07,2.96875E-06,0,437613,0,10,0,0,0,0,0,3,494,-6,0,19,6,0.1,0,0.8,0,0,0,0,1,1.4,75018,0,-1,0,0,370,210,0,0,36,Burnley,Newcastle,Man City,Brighton,West Ham,1,0.7,0.8,1,0.7,0.9,0.7,1,0.8,1.3,0.8,0.7,1,0.8,0.8,1,0.7,1.1,0.7,0.9,22.7
Michael,Keane,DEF,EVE,5300000,0,42,2.6,4.90566037735849E-07,7.92452830188679E-06,0,211725,0,25,0,0,0,1,0,7.9,2240,-2,0,42,2,0.4,0,2,3,0,3,0,0,2.2,142398,0,-1,0,0,1279,303,0,0,216,Burnley,Newcastle,Man City,Brighton,West Ham,2.3,2.3,2,2.5,2.4,3.4,1.9,3.1,1.5,2.7,1.9,2.3,1.9,2.3,2.2,1.9,1.7,3.6,1.9,2.3,41.6
Naby,Keita,MID,LIV,5800000,3,19,1.11764705882353,1.92697768762677E-07,3.27586206896552E-06,0,40153,0,0,0,0,0,1,0,3.3,935,-2,0,19,2,0.6,0,3.4,3,0,2,0,1,0.4,29654,0,-1,0,1,173,3916,0,0,76,Leicester,Wolverhampton,Sheffield United,Tottenham,Man Utd,0.6,0.6,0.7,0.6,0.6,1.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,21.6
Caoimhin,Kelleher,GLK,LIV,4400000,0,0,0,0,0,0,1334,0,0,0,0,0,0,0,0,15,-1,0,0,1,0,0,0,0,0,0,0,0,0,1012,0,-1,0,0,0,14,0,0,0,Leicester,Wolverhampton,Sheffield United,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd,Kelly,DEF,BOU,4400000,0,0,0,0,0,0,8110,0,0,0,0,0,0,0,0,57,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4386,0,-1,0,0,0,20,0,0,0,Arsenal,Brighton,West Ham,Watford,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Kelly,DEF,CRY,4400000,2,56,4,9.09090909090909E-07,1.27272727272727E-05,0,927988,0,9,0,0,0,0,0,12.7,14357,4,0,56,-4,1,0,4.3,4,0,6,0,1,32.4,1650086,0,-1,0,0,1134,16940,0,0,239,West Ham,Southampton,Norwich,Arsenal,Man City,5.3,3.9,3.8,4,3.9,3.7,4.1,4.3,5.9,3.7,5,3.7,3.8,4.3,3.1,4.5,4.6,5,3.4,5.4,33.8
,Kenedy,MID,CHE,5300000,0,0,0,0,0,0,4434,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,821,0,-1,0,0,0,4,0,0,0,Southampton,Arsenal,Brighton,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kepa,GLK,CHE,5500000,1,49,2.6,4.72727272727273E-07,8.90909090909091E-06,0,341794,0,27,0,34,0,0,0,8.9,6044,0,0,49,0,0.5,0,2.7,0,0,4,0,0,5.4,315359,0,-1,0,0,1710,561,0,0,303,Southampton,Arsenal,Brighton,Burnley,Newcastle,1.7,1.7,2.1,2,2.6,1.8,1.7,2.5,2.8,2.1,2.9,2.9,2.1,2.7,2.5,2.4,2.1,2.4,2.2,1.9,32
,Ki Sung-yueng,MID,NEW,4700000,0,4,0.222222222222222,4.72813238770686E-08,8.51063829787234E-07,0,4625,0,6,0,0,0,0,0,0.9,28,-3,0,4,3,0,0,0,0,0,0,0,0,0.1,1227,0,-1,0,0,135,5,0,0,18,Man Utd,Everton,Leicester,Wolverhampton,Chelsea,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.8
,Kiko Femenia,DEF,WAT,4200000,2,22,1.5,3.57142857142857E-07,5.23809523809524E-06,0,53724,4,28,0,0,0,0,0,5.2,758,-3,0,22,3,0.7,0,2.8,0,0,2,0,0,0.6,41082,0,-1,0,0,1195,3584,0,0,201,Sheffield United,Aston Villa,Wolverhampton,Bournemouth,Tottenham,0.8,1.7,0.8,0.8,1.3,1.1,1.4,0.8,0.8,0.9,0.9,0.9,0.8,0.8,0.8,1.1,1.5,1.1,0.9,0.8,45.8
Gavin,Kilkenny,MID,BOU,4500000,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,-1,0,0,0,15,0,0,0,Arsenal,Brighton,West Ham,Watford,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max,Kilman,DEF,WOL,4000000,0,2,0.111111111111111,2.77777777777778E-08,5E-07,0,114708,0,1,0,0,0,0,0,0.5,1382,0,0,2,0,0.1,0,0.3,0,0,0,0,0,2.3,123545,0,-1,0,0,90,736,0,0,9,Man City,Liverpool,Watford,Newcastle,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1
Andy,King,MID,LEI,4300000,0,0,0,0,0,0,60868,0,0,0,0,0,0,0,0,284,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,39037,0,-1,0,0,0,84,0,0,0,Liverpool,West Ham,Newcastle,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua,King,FWD,BOU,6100000,2,56,3.7,6.0655737704918E-07,9.18032786885246E-06,0,1615365,0,17,0,0,0,3,0,9.2,1696,-4,0,56,4,0.2,0,1,6,0,3,0,3,4,615012,0,-1,0,1,1235,2965,0,0,173,Arsenal,Brighton,West Ham,Watford,Norwich,4.3,3.8,3.8,4.3,4.8,4,4.5,3,3.5,4,3.4,4.2,3.8,3.8,3.9,4.5,3.6,4.3,4,3.4,83.1
Timm,Klose,DEF,NOR,4300000,0,0,0,0,0,0,5586,0,0,0,0,0,0,0,0,8,-2,0,0,2,0,0,0,0,0,0,0,0,0,666,0,-1,0,0,0,7,0,0,0,Aston Villa,Tottenham,Crystal Palace,Man Utd,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Knockaert,MID,BHA,5400000,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,215,0,-1,0,0,0,2,0,0,0,Tottenham,Bournemouth,Chelsea,Everton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan,Kodjia,FWD,AVL,5400000,0,3,0.8,1.48148148148148E-07,5.55555555555556E-07,0,26260,1,5,0,0,0,0,0,0.6,76,-1,0,3,1,0,0,0.2,0,0,0,0,0,0.1,3669,0,-1,0,0,75,26,0,0,11,Norwich,Watford,Burnley,Man City,Brighton,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,2.3
Sead,Kolasinac,DEF,ARS,5200000,0,27,1.9,3.65384615384615E-07,5.19230769230769E-06,0,114327,2,17,0,0,0,0,0,5.2,633,-3,0,27,3,0.2,0,1.3,1,0,1,0,2,0.5,46969,0,-1,0,0,928,3,0,0,196,Bournemouth,Chelsea,Man Utd,Crystal Palace,Sheffield United,0,0,0,1.4,1.2,1.2,1,2.1,1.9,1.3,1.8,1.2,1.3,1.5,1.1,1.3,1.4,1.3,1.7,1.6,37.8
,Konsa,DEF,AVL,4300000,6,19,1.05555555555556,2.45478036175711E-07,4.41860465116279E-06,0,4639,0,11,0,0,0,0,0,4.4,75,-2,0,19,2,0.4,0,1.8,0,0,2,0,1,0.1,3933,0,-1,0,0,555,138,0,0,108,Norwich,Watford,Burnley,Man City,Brighton,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.8,0.5,0.5,0.5,21.8
Laurent,Koscielny,DEF,ARS,5000000,0,0,0,0,0,0,12480,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.1,499,0,-1,0,0,0,7,0,0,0,Bournemouth,Chelsea,Man Utd,Crystal Palace,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheikhou,Kouyate,MID,CRY,4900000,9,49,2.9,5.91836734693878E-07,1E-05,0,14967,1,17,0,0,0,1,0,10,175,-1,0,49,1,0.8,0,3.7,2,0,6,0,1,0.2,14995,0,-1,0,1,1406,2666,0,0,165,West Ham,Southampton,Norwich,Arsenal,Man City,2.4,2.6,1.9,2.9,1.4,2.5,3.3,2,3.2,2.3,3.3,2.4,1.5,3.1,1.6,2.2,1.6,3,2.4,2.4,47.5
Mateo,Kovacic,MID,CHE,5300000,0,46,2.6,4.90566037735849E-07,8.67924528301887E-06,0,124286,5,21,0,0,0,1,0,8.7,1275,-2,0,46,2,0.5,0,2.8,4,0,2,0,3,1.1,108457,0,-1,0,0,1241,1490,0,0,304,Southampton,Arsenal,Brighton,Burnley,Newcastle,1.9,2.1,2.1,2.4,1.9,2.3,1.5,2.4,1.8,2.3,2.3,1.5,1.3,1.8,2.6,1.8,2.9,2,1.4,2.3,72.8
Emil,Krafth,DEF,NEW,4300000,1,13,0.722222222222222,1.67958656330749E-07,3.02325581395349E-06,0,6137,0,11,0,0,0,0,0,3,20,-2,0,13,2,0.1,0,0.3,0,0,1,0,0,0.1,4253,0,-1,0,0,418,11,0,0,76,Man Utd,Everton,Leicester,Wolverhampton,Chelsea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,10.5
Tim,Krul,GLK,NOR,4500000,2,55,3.2,7.11111111111111E-07,1.22222222222222E-05,0,107837,2,31,0,62,0,0,0,12.2,2203,0,0,55,0,0.3,0,1.2,6,0,2,0,0,2.2,154777,1,-1,2,2,1530,946,0,0,324,Aston Villa,Tottenham,Crystal Palace,Man Utd,Bournemouth,3.7,3.9,4,2.3,3,3.2,3.3,3.1,2.5,3,2.8,2.5,4.1,2.3,3.2,2.8,3.8,2.8,3,2.9,53.6
Alexandre,Lacazette,FWD,ARS,9300000,1,49,4.1,4.40860215053763E-07,5.26881720430107E-06,0,337109,3,13,0,0,0,5,0,5.3,1865,-2,0,49,2,0.2,0,1.8,6,0,0,0,2,1.6,192413,0,-1,0,1,763,600,0,0,165,Bournemouth,Chelsea,Man Utd,Crystal Palace,Sheffield United,4.3,4.8,5.8,4,3.3,4.6,4,4.6,4.8,4.8,4.6,4.3,5.3,5.7,4.2,4.4,4.5,4,4.1,5.1,89.1
Adam,Lallana,MID,LIV,5800000,1,16,0.941176470588235,1.62271805273834E-07,2.75862068965517E-06,0,8516,0,4,0,0,0,1,0,2.8,58,-2,0,16,2,0.1,0,0.8,1,0,0,0,0,0.1,4074,0,-1,0,0,213,46,0,0,59,Leicester,Wolverhampton,Sheffield United,Tottenham,Man Utd,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,16.2
Erik,Lamela,MID,TOT,5700000,0,32,1.77777777777778,3.11890838206628E-07,5.6140350877193E-06,0,498878,2,9,0,0,0,2,0,5.6,234,-3,0,32,3,0,0,0,2,0,1,0,2,1.1,477665,0,-1,0,1,602,187,0,0,130,Brighton,Norwich,Southampton,Liverpool,Watford,1.3,0.9,1.2,0.9,1.1,1.2,0.9,0.9,0.9,1.3,1,1.4,1.1,1.5,1.4,1.1,1.4,0.9,1,0.9,49
Henri,Lansbury,MID,AVL,4400000,1,8,0.444444444444444,1.01010101010101E-07,1.81818181818182E-06,0,56510,0,2,0,0,0,0,0,1.8,263,-1,0,8,1,0.2,0,0.7,0,0,0,0,0,0.5,68174,0,-1,0,0,106,42,0,0,24,Norwich,Watford,Burnley,Man City,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.8
Manuel,Lanzini,MID,WHU,6200000,1,33,1.94117647058824,3.13092979127135E-07,5.32258064516129E-06,0,301892,0,14,0,0,0,0,0,5.3,166,-3,0,33,3,0,0,0.2,3,0,2,0,3,0.7,253876,0,-1,0,0,762,80,0,0,168,Crystal Palace,Leicester,Bournemouth,Sheffield United,Everton,1.1,1.1,1.4,1.9,1.5,2,1.4,1,1,1.2,1.3,1.4,1,1,1.2,1.5,1.1,1.7,1,1.3,64.5
Aymeric,Laporte,DEF,MCI,6300000,0,9,0.5,7.93650793650794E-08,1.42857142857143E-06,0,554561,1,3,0,0,0,0,0,1.4,386,-2,0,9,2,0,0,0,0,0,1,0,0,2,121736,0,-1,0,0,306,53,0,0,56,Wolverhampton,Sheffield United,Everton,Aston Villa,Crystal Palace,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.9
