FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Michy,Batshuayi,FWD,CHE,6600000,0,22,1.29411764705882,1.96078431372549E-07,3.33333333333333E-06,0,121172,0,4,0,0,0,1,0,3.3,177,-4,0,22,4,0.1,0,0.7,1,0,0,0,2,0.5,88292,0,-1,0,0,108,47,0,0,54,Tottenham,Southampton,Arsenal,Brighton,Burnley,0.7,0.9,0.7,0.6,0.8,0.6,0.9,0.6,1.1,1,0.6,0.9,0.6,0.8,0.7,0.8,0.6,0.6,1.2,0.6,0.7,24.4
Jan,Bednarek,DEF,SOU,4400000,2,30,1.7,3.86363636363636E-07,6.81818181818182E-06,0,60110,1,37,0,0,0,0,0,6.8,219,-1,0,30,1,0.4,0,1.7,1,0,2,0,0,0.7,51973,0,-1,0,0,1617,70,0,0,258,Aston Villa,Chelsea,Crystal Palace,Tottenham,Leicester,1.6,1.1,1.4,1.4,0.9,0.8,1.5,1.3,0.9,1.8,1.6,1.6,1.2,0.8,1.3,0.9,1.4,1,1,1.1,0.8,40.2
Asmir,Begovic,GLK,BOU,4200000,0,0,0,0,0,0,147675,0,0,0,0,0,0,0,0,95,-3,0,0,3,0,0,0,0,0,0,0,0,0.8,11823,0,-1,0,0,0,16,0,0,0,Burnley,Arsenal,Brighton,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,1,0.0588235294117647,1.08932461873638E-08,1.85185185185185E-07,0,34410,2,6,0,0,0,0,0,0.2,173,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.3,34662,0,-1,0,0,262,12,0,0,26,Everton,Bournemouth,Chelsea,Man Utd,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
Ryan,Bennett,DEF,WOL,4900000,0,18,1.05882352941176,2.1608643457383E-07,3.6734693877551E-06,0,38802,2,6,0,0,0,0,0,3.7,92,-1,0,18,1,0,0,0.2,0,0,2,0,0,0.3,15101,0,-1,0,0,459,32,0,0,90,Norwich,Man City,Liverpool,Watford,Newcastle,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.5,0.8,0.5,0.7,0.5,14
Christian,Benteke,FWD,CRY,5700000,2,17,1.1,1.92982456140351E-07,2.98245614035088E-06,0,71235,2,7,0,0,0,0,0,3,81,-3,0,17,3,0.2,0,1,0,0,1,0,0,0.6,30047,0,-1,0,0,486,65,0,0,53,Newcastle,West Ham,Southampton,Norwich,Arsenal,0.6,0.6,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.6,0.9,0.6,0.8,43.7
,Bernard,MID,EVE,6400000,0,36,2.11764705882353,3.30882352941176E-07,5.625E-06,0,202602,2,6,0,0,0,2,0,5.6,166,-1,0,36,1,0.2,0,1.3,5,0,4,0,1,0.6,183851,0,-1,0,2,576,97,0,0,108,Arsenal,Burnley,Newcastle,Man City,Brighton,1.8,2,1.2,1.1,1.9,1.2,2,1.5,1.7,1.3,1.9,1.1,1.2,1.1,1.4,1.1,1.6,1.4,1.7,1.9,1.9,40.7
,Bernardo,DEF,BHA,4300000,0,3,0.176470588235294,4.10396716826265E-08,6.97674418604651E-07,0,8313,0,3,0,0,0,0,0,0.7,12,-2,0,3,2,0,0,0.2,0,0,0,0,0,0.1,1838,0,-1,0,0,68,10,0,0,17,Sheffield United,Tottenham,Bournemouth,Chelsea,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.9
,Bernardo Silva,MID,MCI,7900000,2,68,4,5.06329113924051E-07,8.60759493670886E-06,0,1795682,4,17,0,0,0,5,0,8.6,4856,-1,0,68,1,0.3,0,2,5,0,3,0,4,9.7,777108,0,-1,0,2,1023,1475,0,0,298,Leicester,Wolverhampton,Sheffield United,Everton,Aston Villa,3.3,4.3,4.9,4.3,3.1,3.9,5.3,3,3.6,3.2,4.2,3.5,4.5,3.5,2.8,4.8,4.5,4.1,4.3,4.6,3.8,131.3
Ryan,Bertrand,DEF,SOU,4800000,2,17,1.3,2.70833333333333E-07,3.54166666666667E-06,0,57690,2,30,0,0,0,1,0,3.5,179,-2,0,17,2,0.6,0,3,0,0,0,0,1,0.6,21178,0,-1,0,0,1032,209,0,1,128,Aston Villa,Chelsea,Crystal Palace,Tottenham,Leicester,1,0.7,0.9,0.9,0.6,0.6,1,0.8,0.6,1.2,1,1,0.7,0.6,0.8,0.6,0.9,0.6,0.6,0.7,0.6,49.4
Muhamed,Besic,MID,SHU,4400000,1,4,0.235294117647059,5.3475935828877E-08,9.09090909090909E-07,0,14422,0,0,0,0,0,0,0,0.9,38,-1,0,4,1,0.1,0,0.5,0,0,0,0,0,0.1,7462,0,-1,0,0,46,27,0,0,20,Brighton,Watford,Man City,Liverpool,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3
Philip,Billing,MID,BOU,5000000,5,35,2.1,4.2E-07,7E-06,0,17619,6,20,0,0,0,0,0,7,47,0,0,35,0,0.3,0,1.7,2,0,5,0,1,0.1,14519,0,-1,0,0,1391,62,0,0,199,Burnley,Arsenal,Brighton,West Ham,Watford,1.8,1.7,1.4,1.3,1.8,1.2,1.7,1.5,2,1.3,1.3,1,1.5,1.5,1.8,1.1,1.4,1.2,1,1.5,1.2,57.6
Yves,Bissouma,MID,BHA,5000000,0,8,0.470588235294118,9.41176470588235E-08,1.6E-06,0,768,1,4,0,0,0,0,0,1.6,8,0,0,8,0,0.2,0,0.8,0,0,0,0,0,0,690,0,-1,0,0,262,2,0,0,36,Sheffield United,Tottenham,Bournemouth,Chelsea,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.1
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,7335,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,-1,0,0,0,4,0,0,0,Southampton,Norwich,Watford,Burnley,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4800000,0,34,2,4.16666666666667E-07,7.08333333333333E-06,0,641255,0,7,0,0,0,0,0,7.1,687,-2,0,34,2,0,0,0,7,0,3,0,1,2.3,343001,0,-1,0,0,720,7,0,1,170,Norwich,Man City,Liverpool,Watford,Newcastle,0,0,0,0,0,1.4,1.5,1.1,1.3,1.6,1.6,1.5,1.8,1.4,1.9,1.2,1.3,2.1,1,2,1.3,28.7
Gaetan,Bong,DEF,BHA,4300000,0,3,0.176470588235294,4.10396716826265E-08,6.97674418604651E-07,0,6735,0,3,0,0,0,0,0,0.7,24,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,2002,0,-1,0,0,57,8,0,0,15,Sheffield United,Tottenham,Bournemouth,Chelsea,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Artur,Boruc,GLK,BOU,4300000,0,0,0,0,0,0,17854,0,0,0,0,0,0,0,0,34,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,6192,0,-1,0,0,0,20,0,0,0,Burnley,Arsenal,Brighton,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,25,1.47058823529412,2.67379679144385E-07,4.54545454545455E-06,0,15604,1,11,0,0,0,0,0,4.5,25,0,0,25,0,0.1,0,0.5,0,0,1,0,3,0.1,13861,0,-1,0,0,480,22,0,0,75,Aston Villa,Chelsea,Crystal Palace,Tottenham,Leicester,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.9,0.7,0.8,0.9,0.8,0.8,1,0.7,0.8,0.7,0.8,1,1,47.8
Robbie,Brady,MID,BUR,5500000,1,23,1.35294117647059,2.45989304812834E-07,4.18181818181818E-06,0,2853,1,7,0,0,0,1,0,4.2,22,0,0,23,0,0.3,0,1.8,0,0,0,0,2,0,2859,0,-1,0,0,279,21,0,0,85,Bournemouth,Everton,Man Utd,Aston Villa,Chelsea,0.7,0.7,0.9,0.8,0.7,0.7,0.7,0.9,0.7,0.9,0.7,0.7,0.7,1,0.7,1.1,0.7,0.7,0.9,0.7,0.9,23
Claudio,Bravo,GLK,MCI,4800000,0,1,0.0588235294117647,1.22549019607843E-08,2.08333333333333E-07,0,22107,0,3,0,2,0,0,0,0.2,77,-2,0,1,2,0,0,0,0,0,0,0,0,0.3,10010,0,-1,0,0,90,20,0,0,16,Leicester,Wolverhampton,Sheffield United,Everton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Rhian,Brewster,FWD,LIV,4300000,0,0,0,0,0,0,65093,0,0,0,0,0,0,0,0,259,-2,0,0,2,0,0,0,0,0,0,0,0,0.5,54345,0,-1,0,0,0,75,0,0,0,Leicester,Wolverhampton,Sheffield United,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,18264,0,0,0,0,0,0,0,0,19,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,624,0,-1,0,0,0,4,0,0,0,Burnley,Arsenal,Brighton,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,4,53,2.9,4.83333333333333E-07,8.83333333333333E-06,0,182940,2,32,0,0,0,0,0,8.8,271,0,0,53,0,0.4,0,2.3,6,0,1,0,5,0.8,184091,0,-1,0,1,1337,232,0,0,257,Wolverhampton,Aston Villa,Tottenham,Crystal Palace,Man Utd,2.8,1.6,2.4,2.6,1.9,2.9,1.6,2.2,1.9,2.4,2.2,3.2,2.5,2.9,2.4,2.9,2.6,2.4,1.9,3.1,1.5,130.3
Dan,Burn,DEF,BHA,4500000,2,40,2.2,4.88888888888889E-07,8.88888888888889E-06,0,18339,2,26,0,0,0,0,0,8.9,143,0,0,40,0,0.3,0,1.3,0,0,4,0,0,0.3,26219,0,-1,0,0,1620,94,0,0,279,Sheffield United,Tottenham,Bournemouth,Chelsea,Everton,1.6,1.7,1.7,1.8,1.8,2.9,1.4,2,2,1.4,2.4,1.3,1.5,1.2,2.1,1.5,1.8,1.6,1.5,2.6,1.1,67.9
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,589578,0,0,0,0,0,0,0,0,2951,0,0,0,0,0,0,0,0,0,0,0,0,20.8,392658,0,-1,0,0,0,751,0,0,0,Sheffield United,Tottenham,Bournemouth,Chelsea,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,0,12,1.2,2.72727272727273E-07,2.72727272727273E-06,0,8343,4,15,0,0,0,0,0,2.7,27,-1,0,12,1,0.3,0,1.5,0,0,1,0,0,0.1,4867,0,-1,0,0,726,13,0,0,101,Wolverhampton,Aston Villa,Tottenham,Crystal Palace,Man Utd,0.6,0.8,1,1,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,1,0.6,0.7,0.6,0.9,0.6,0.6,0.6,29.2
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,10642,0,0,0,0,0,0,0,0,26,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3062,0,-1,0,0,0,11,0,0,0,Tottenham,Southampton,Arsenal,Brighton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4500000,0,31,2.6,5.77777777777778E-07,6.88888888888889E-06,0,143181,1,17,0,0,0,0,0,6.9,2374,0,0,31,0,0.3,0,1.5,3,0,3,0,0,1.5,99629,0,-1,0,0,1080,15,0,0,198,Newcastle,West Ham,Southampton,Norwich,Arsenal,0,0,0,0,0,2,1.9,2.1,2.3,3.3,1.8,2.6,1.8,2.1,2.3,1.6,2.3,2.6,2.7,1.7,3.1,40.7
,Callum Wilson,FWD,BOU,7400000,1,63,3.7,5E-07,8.51351351351351E-06,0,1587169,3,25,0,0,0,5,0,8.5,1589,-6,0,63,6,0.2,0,1.5,4,0,3,0,3,4.8,738064,0,-1,0,1,1418,348,0,0,193,Burnley,Arsenal,Brighton,West Ham,Watford,4.3,4.3,3.6,3.8,4.2,4.7,4.2,4.8,2.8,3.3,4.5,3.5,4.1,3.5,3.7,3.8,4.8,3.5,4.1,4.4,3.5,82.7
Dominic,Calvert-Lewin,FWD,EVE,5700000,2,49,3.1,5.43859649122807E-07,8.59649122807018E-06,0,167138,2,18,0,0,0,5,0,8.6,1553,-3,0,49,3,0.6,0,3.3,5,0,3,0,0,1.4,139015,0,-1,0,0,947,2345,0,0,158,Arsenal,Burnley,Newcastle,Man City,Brighton,3.6,3.5,1.9,2.9,3.4,2.6,3,2.7,3.4,2.7,4.1,2.9,3,3.5,2.9,2.7,3.6,2.4,3.9,1.9,3.2,64.5
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,-1,0,0,0,5,0,0,0,Leicester,Wolverhampton,Sheffield United,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4600000,0,1,0.0588235294117647,1.27877237851662E-08,2.17391304347826E-07,0,46294,0,0,0,0,0,0,0,0.2,40,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,4298,0,-1,0,0,5,18,0,0,3,Newcastle,West Ham,Southampton,Norwich,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5300000,0,19,1.11764705882353,2.10876803551609E-07,3.58490566037736E-06,0,165147,1,3,0,0,0,0,0,3.6,463,-2,0,19,2,0.1,0,0.3,3,0,2,0,0,0.9,115654,0,-1,0,0,397,93,0,0,105,Leicester,Wolverhampton,Sheffield United,Everton,Aston Villa,0.6,0.6,0.6,0.8,0.8,0.8,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,24.8
Todd,Cantwell,MID,NOR,4700000,10,71,3.9,8.29787234042553E-07,1.51063829787234E-05,0,1428932,2,29,0,0,0,5,0,15.1,2335,2,0,71,-2,1.1,0,5.3,8,0,2,0,2,20.1,2678296,0,-1,0,2,1275,32459,0,0,241,Wolverhampton,Aston Villa,Tottenham,Crystal Palace,Man Utd,4.3,2.7,3.8,4.1,3,4.4,2.6,3.5,3,3.9,3.5,4.9,4,4.4,3.8,4.4,4.1,3.8,3,4.7,2.5,101.9
Etienne,Capoue,MID,WAT,4800000,2,29,2.2,4.58333333333333E-07,6.04166666666667E-06,0,58039,4,28,0,0,0,0,0,6,61,-2,0,29,2,0.6,0,2.7,1,0,3,0,1,0.3,14108,0,-1,0,0,1148,43,0,0,161,Man Utd,Sheffield United,Aston Villa,Wolverhampton,Bournemouth,1.9,2.2,1.7,1.8,1.6,1.5,1.1,1.8,1.5,1.2,1.1,1.3,1.3,1.4,1.6,1.2,1.6,2,1.4,1.1,1.5,31.1
,Carlos Sanchez,MID,WHU,4400000,0,5,0.294117647058824,6.68449197860963E-08,1.13636363636364E-06,0,26266,0,0,0,0,0,0,0,1.1,79,-1,0,5,1,0.1,0,0.4,0,0,0,0,0,0.3,17989,0,-1,0,0,51,25,0,0,13,Crystal Palace,Leicester,Bournemouth,Sheffield United,Everton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Andy,Carroll,FWD,NEW,5400000,2,19,1.7,3.14814814814815E-07,3.51851851851852E-06,0,14512,1,5,0,0,0,0,0,3.5,99,-1,0,19,1,0.4,0,2.2,0,0,2,0,2,0.1,10220,0,-1,0,0,406,127,0,0,59,Crystal Palace,Man Utd,Everton,Leicester,Wolverhampton,1.3,1,1.4,1.1,0.9,1.5,0.9,1.9,1,0.9,1.4,1.4,0.8,1.7,0.9,1.3,1.1,1,1.7,0.9,1.1,24.3
Scott,Carson,GLK,MCI,4000000,0,0,0,0,0,0,961,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3207,0,-1,0,0,0,73,0,0,0,Leicester,Wolverhampton,Sheffield United,Everton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4300000,5,42,2.6,6.04651162790698E-07,9.76744186046512E-06,0,201521,3,21,0,0,0,0,0,9.8,270,-2,0,42,2,0.5,0,2.3,1,0,5,0,0,1.3,29152,0,-1,0,0,1369,964,0,0,249,Man Utd,Sheffield United,Aston Villa,Wolverhampton,Bournemouth,2.6,2,3.5,1.9,1.9,3,2.7,3.1,1.9,1.7,2.3,2.5,2,1.5,1.8,2,2.4,3.2,2.7,2.1,1.6,30.5
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,868,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,493,0,-1,0,0,0,10,0,0,0,Norwich,Man City,Liverpool,Watford,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5200000,0,27,1.58823529411765,3.05429864253394E-07,5.19230769230769E-06,0,1111887,0,10,0,0,0,0,0,5.2,822,-3,0,27,3,0,0,0,3,0,1,0,2,3.4,995143,0,-1,0,1,659,9,0,0,130,Everton,Bournemouth,Chelsea,Man Utd,Crystal Palace,0,0,0.8,1.1,0.8,1.3,0.8,0.8,1.2,1.1,0.8,0.9,0.8,1.1,0.9,0.9,0.8,0.8,0.8,0.8,1.2,42.9
,Cedric,DEF,SOU,4800000,2,19,1.11764705882353,2.32843137254902E-07,3.95833333333333E-06,0,19885,1,13,0,0,0,0,0,4,41,-2,0,19,2,0.3,0,1.5,0,0,1,0,0,0.2,8221,0,-1,0,0,836,31,0,0,115,Aston Villa,Chelsea,Crystal Palace,Tottenham,Leicester,0.8,0.6,0.7,0.7,0.6,0.6,0.8,0.6,0.6,0.9,0.8,0.8,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,36.7
Nathaniel,Chalobah,MID,WAT,4400000,1,9,0.529411764705882,1.20320855614973E-07,2.04545454545455E-06,0,16816,0,5,0,0,0,0,0,2,51,-1,0,9,1,0.1,0,0.5,0,0,0,0,0,0.2,11961,0,-1,0,0,280,17,0,0,41,Man Utd,Sheffield United,Aston Villa,Wolverhampton,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.6
,Chamberlain,MID,LIV,6200000,0,25,1.47058823529412,2.3719165085389E-07,4.03225806451613E-06,0,65965,0,3,0,0,0,1,0,4,989,-3,0,25,3,0.5,0,3,0,0,3,0,0,0.6,65374,0,-1,0,0,507,220,0,0,83,Leicester,Wolverhampton,Sheffield United,Tottenham,Man Utd,0,0.7,0.9,1.1,0.7,0.9,0.9,0.8,0.7,0.7,0.9,0.9,0.7,0.8,0.7,0.8,0.8,1,0.8,0.7,0.8,39
Calum,Chambers,DEF,ARS,4400000,8,38,2.9,6.59090909090909E-07,8.63636363636364E-06,0,122603,5,15,0,0,0,1,0,8.6,1307,-1,0,38,1,0.5,0,2,5,0,3,0,0,1.2,137345,0,-1,0,1,1080,165,0,0,182,Everton,Bournemouth,Chelsea,Man Utd,Crystal Palace,0,0,2.7,3.1,3,2.4,2.3,1.8,3.8,3.6,2.5,3.4,2.3,2.5,2.9,2.1,2.4,2.7,2.8,3.1,3,55.3
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,6700,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1232,0,-1,0,0,0,17,0,0,0,Southampton,Norwich,Watford,Burnley,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,141005,0,4,0,0,0,1,0,1.5,30,0,0,9,0,0,0,0,2,0,0,0,0,0.4,86856,0,-1,0,1,106,2,0,0,27,Crystal Palace,Leicester,Bournemouth,Sheffield United,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5800000,1,69,4.6,7.93103448275862E-07,1.18965517241379E-05,0,536745,1,12,0,0,0,1,0,11.9,8055,3,0,69,-3,0.4,0,2.5,3,0,6,0,3,12.6,1026028,0,-1,0,1,1339,1585,0,0,304,Man City,Liverpool,West Ham,Newcastle,Southampton,4.9,5.5,5.9,5.6,4.5,3.8,6.3,5.4,4.3,5,4.8,6.9,5.1,5.5,5.5,6.6,4,4.5,4.9,5.3,5.9,74.8
Tahith,Chong,MID,MUN,4300000,0,2,0.117647058823529,2.7359781121751E-08,4.65116279069767E-07,0,59219,0,0,0,0,0,0,0,0.5,600,-2,0,2,2,0,0,0,0,0,0,0,0,0.8,87550,0,-1,0,0,24,712,0,0,4,Watford,Newcastle,Burnley,Arsenal,Norwich,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Hamza,Choudhury,MID,LEI,4300000,0,15,0.882352941176471,2.05198358413133E-07,3.48837209302326E-06,0,94942,1,4,0,0,0,0,0,3.5,448,-2,0,15,2,0,0,0.2,0,0,1,0,1,0.8,96835,0,-1,0,0,339,966,0,0,67,Man City,Liverpool,West Ham,Newcastle,Southampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,16
Andreas,Christensen,DEF,CHE,4900000,0,11,0.647058823529412,1.32052821128451E-07,2.24489795918367E-06,0,97470,2,15,0,0,0,0,0,2.2,84,-1,0,11,1,0.1,0,0.5,0,0,1,0,0,0.6,59417,0,-1,0,0,671,55,0,0,121,Tottenham,Southampton,Arsenal,Brighton,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.2
Ciaran,Clark,DEF,NEW,4300000,0,34,2,4.65116279069767E-07,7.90697674418605E-06,0,42000,2,9,0,0,0,2,0,7.9,1201,-2,0,34,2,0.3,0,1.5,2,0,2,0,0,0.5,60087,0,-1,0,1,765,5,0,0,142,Crystal Palace,Man Utd,Everton,Leicester,Wolverhampton,0,0,0,0,0,1.6,1.5,1.7,1,1.6,1.5,1.2,1.4,2.6,1.1,2.1,1.2,1.3,2.2,1.1,1.6,34.7
Leon,Clarke,FWD,SHU,4500000,0,1,0.0588235294117647,1.30718954248366E-08,2.22222222222222E-07,0,6605,0,0,0,0,0,0,0,0.2,73,0,0,1,0,0,0,0,0,0,0,0,0,0.1,9951,0,-1,0,0,13,34,0,0,-1,Brighton,Watford,Man City,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1167,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,314,0,-1,0,0,0,3,0,0,0,Sheffield United,Tottenham,Bournemouth,Chelsea,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4800000,0,24,1.41176470588235,2.94117647058824E-07,5E-06,0,24894,0,17,0,0,0,1,0,5,39,-2,0,24,2,0,0,0,2,0,1,0,0,0.1,21164,0,-1,0,0,645,4,0,0,120,Man Utd,Sheffield United,Aston Villa,Wolverhampton,Bournemouth,0,0,0,0,0,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.8,1,0.7,0.7,0.7,47.5
Conor,Coady,DEF,WOL,5000000,2,47,2.6,5.2E-07,9.4E-06,0,81026,2,22,0,0,0,0,0,9.4,776,0,0,47,0,0.5,0,2.5,2,0,4,0,0,1.5,75210,0,-1,0,0,1620,218,0,0,279,Norwich,Man City,Liverpool,Watford,Newcastle,2.1,2,2.3,2.3,3.2,2.1,2.3,1.8,2,2.4,2.4,2.3,2.7,2.1,2.7,1.9,2,3,1.6,3,2,27.7
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,22017,0,0,0,0,0,0,0,0,35,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,23428,0,-1,0,0,0,4,0,0,0,Crystal Palace,Man Utd,Everton,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5300000,0,21,1.23529411764706,2.330743618202E-07,3.9622641509434E-06,0,256144,3,14,0,0,0,0,0,4,193,-2,0,21,2,0.1,0,0.3,2,0,2,0,1,1.2,109683,0,-1,0,0,779,74,0,1,138,Arsenal,Burnley,Newcastle,Man City,Brighton,0.6,0.7,0.7,0.6,0.8,0.8,1.2,0.6,1,0.6,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.6,1.3,0.6,0.7,35.3
Aaron,Connolly,FWD,BHA,4600000,1,34,2.8,6.08695652173913E-07,7.39130434782609E-06,0,242960,0,11,0,0,0,2,0,7.4,1861,1,0,34,-1,0.2,0,0.8,3,0,2,0,2,1.7,348173,0,-1,0,1,603,591,0,0,82,Sheffield United,Tottenham,Bournemouth,Chelsea,Everton,1.8,2.4,2.7,3.1,2.1,3.3,2.3,2.4,2.9,1.7,2.8,2.2,3,1.8,3.5,3.1,2.4,2.7,3.2,2.5,2,41.6
