FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Fabinho,MID,LIV,5400000,0,39,1.5,2.77777777777778E-07,7.22222222222222E-06,0,148709,5,10,0,0,0,1,0,7.2,189,-1,0,39,1,0.2,0,1.2,4,0,3,0,1,1,115085,0,-1,0,0,1174,591,0,0,223,West Ham,Watford,Bournemouth,Everton,Crystal Palace,0.8,0.9,1,0.8,0.9,0.8,0.8,0.8,1,0.8,0.8,0.8,50.2
Ralf,Fahrmann,GLK,NOR,4400000,0,1,0.0384615384615385,8.74125874125874E-09,2.27272727272727E-07,0,26351,0,1,0,1,0,0,0,0.2,41,-1,0,1,1,0,0,0,0,0,0,0,0,0.3,5109,0,-1,0,0,21,21,0,0,6,Wolverhampton,Leicester,Sheffield United,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Akin,Famewo,DEF,NOR,4000000,0,0,0,0,0,0,4544,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4586,0,-1,0,0,0,4,0,0,0,Wolverhampton,Leicester,Sheffield United,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6600000,0,57,3,4.54545454545455E-07,8.63636363636364E-06,0,557565,1,25,0,0,0,1,0,8.6,231,-4,0,57,4,0,0,0,1,0,6,0,4,2.6,177699,0,-1,0,0,1337,298,0,0,282,Liverpool,Southampton,Arsenal,Wolverhampton,Tottenham,1.7,2.6,2.4,2.9,1.7,2.3,2.4,3.1,2.1,3.1,1.9,2.8,111
,Fernandes,MID,MUN,8200000,14,22,0.846153846153846,1.03189493433396E-07,2.68292682926829E-06,0,21676,1,0,0,0,0,1,0,2.7,1488,2,-1,22,-2,0.9,0,7.3,3,0,3,0,2,6.2,465552,0,-1,0,1,270,127300,1,0,70,Watford,Everton,Man City,Tottenham,Sheffield United,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,28.7
,Fernandes,MID,TOT,4800000,0,3,0.115384615384615,2.40384615384615E-08,6.25E-07,0,2666,0,0,0,0,0,0,0,0.6,157,-2,1,3,2,0.1,0,0.3,0,0,0,0,0,0,4633,0,-1,0,0,32,63,-1,0,9,Chelsea,Wolverhampton,Burnley,Man Utd,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.2
Federico,Fernandez,DEF,NEW,4500000,2,70,3.3,7.33333333333333E-07,1.55555555555556E-05,0,63766,4,25,0,0,0,2,0,15.6,2282,0,0,70,0,0.9,0,4,10,0,4,0,2,2.2,205624,0,-1,0,4,1627,10058,0,0,323,Crystal Palace,Burnley,Southampton,Sheffield United,Aston Villa,2.9,3.2,2.6,3.4,4.9,2.5,4.6,2.5,2.5,4.6,2.6,3.6,74.1
,Fernandinho,MID,MCI,5200000,3,43,2,3.84615384615385E-07,8.26923076923077E-06,0,83486,5,21,0,0,0,0,0,8.3,273,-3,0,43,3,0.3,0,1.7,1,0,9,0,0,0.7,40077,1,-1,0,0,1905,249,0,1,318,Leicester,Man Utd,Burnley,Chelsea,Liverpool,1,0,1,1.6,1.1,1,1.6,1.8,1.2,1.7,1.4,1.5,68.9
Roberto,Firmino,FWD,LIV,9700000,0,124,4.8,4.94845360824742E-07,1.27835051546392E-05,0,1491999,0,10,0,0,0,8,0,12.8,17636,2,0,124,-2,0.4,0,3.8,18,0,14,0,8,18.9,2018511,0,-1,0,2,2152,13895,0,0,487,West Ham,Watford,Bournemouth,Everton,Crystal Palace,6.2,5.6,6.3,5,5.9,5.8,6.6,5.5,5.7,5.4,5.8,4.5,243.5
John,Fleck,MID,SHU,5100000,2,91,3.8,7.45098039215686E-07,1.7843137254902E-05,0,288351,7,21,0,0,0,5,0,17.8,28797,1,0,91,-1,0.4,0,2,13,0,7,0,2,6.5,746462,0,-1,0,4,2098,4751,0,0,411,Brighton,Norwich,Newcastle,Man Utd,Tottenham,4.1,0,3.9,3.7,3,3.3,3.8,3.9,3.2,3,4.2,4.2,146.5
Phil,Foden,MID,MCI,5100000,0,17,0.653846153846154,1.28205128205128E-07,3.33333333333333E-06,0,44471,0,4,0,0,0,0,0,3.3,152,-4,0,17,4,0.1,0,0.3,0,0,0,0,1,0.3,15084,0,-1,0,0,263,53,0,0,71,Leicester,Man Utd,Burnley,Chelsea,Liverpool,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,31.6
Pablo,Fornals,MID,WHU,6000000,0,55,2.11538461538462,3.52564102564103E-07,9.16666666666667E-06,0,72884,1,22,0,0,0,1,0,9.2,212,-5,0,55,5,0.1,0,0.5,3,0,4,0,3,0.3,32946,0,-1,0,1,1238,19,0,0,192,Liverpool,Southampton,Arsenal,Wolverhampton,Tottenham,1.1,1.5,1.3,1.7,1.1,1.3,1.3,1.8,1.2,1.9,1.1,1.6,72.2
Fraser,Forster,GLK,SOU,4300000,0,0,0,0,0,0,49082,0,0,0,0,0,0,0,0,43,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,3164,0,-1,0,0,0,2,0,0,0,Aston Villa,West Ham,Newcastle,Norwich,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4900000,2,103,3.8,7.75510204081633E-07,2.10204081632653E-05,0,270445,1,43,0,86,0,0,0,21,6442,-1,0,103,1,0.3,0,1.7,15,0,8,0,0,4.4,383747,0,-1,0,1,2430,477,0,0,503,Man Utd,Liverpool,Crystal Palace,Leicester,Burnley,3.3,4.2,3.8,4.1,3,3.3,3.8,4.8,5.5,4.6,3.9,2.8,68.2
Dimitri,Foulquier,DEF,WAT,4000000,0,1,0.3,7.5E-08,2.5E-07,0,16244,0,6,0,0,0,0,0,0.2,74,0,0,1,0,0,0,0,0,0,0,0,0,0.1,18702,0,-1,0,0,57,7,0,0,12,Man Utd,Liverpool,Crystal Palace,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,1
Juan,Foyth,DEF,TOT,4800000,0,3,0.115384615384615,2.40384615384615E-08,6.25E-07,0,3646,1,3,0,0,0,0,0,0.6,22,-2,0,3,2,0,0,0,0,0,0,0,0,0,2462,0,-1,0,0,66,2,0,0,9,Chelsea,Wolverhampton,Burnley,Man Utd,West Ham,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.1
Simon,Francis,DEF,BOU,4400000,0,16,0.615384615384615,1.3986013986014E-07,3.63636363636364E-06,0,3859,3,21,0,0,0,0,0,3.6,46,-1,0,16,1,0.2,0,0.7,1,0,1,0,0,0,4672,0,-1,0,0,964,15,0,1,161,Burnley,Chelsea,Liverpool,Crystal Palace,Wolverhampton,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.3,40.2
Ryan,Fraser,MID,BOU,6800000,1,66,2.5,3.67647058823529E-07,9.70588235294118E-06,0,1124892,2,30,0,0,0,1,0,9.7,867,-7,0,66,7,0.4,0,2.7,2,0,4,0,4,2.7,146416,0,-1,0,0,1881,221,0,0,277,Burnley,Chelsea,Liverpool,Crystal Palace,Wolverhampton,1.8,1.7,1.3,2.1,1.8,2.6,1.4,1.8,1.7,1.2,2,1.6,128.1
,Fred,MID,MUN,5300000,3,43,1.9,3.58490566037736E-07,8.11320754716981E-06,0,25053,5,23,0,0,0,0,0,8.1,495,-2,0,43,2,0.5,0,2.7,0,0,5,0,0,0.3,27589,0,-1,0,0,1846,744,0,0,302,Watford,Everton,Man City,Tottenham,Sheffield United,1.7,1,1,1,1.9,1,1.7,1,1.3,1,1.4,1,108.2
Ryan,Fredericks,DEF,WHU,4400000,0,57,2.9,6.59090909090909E-07,1.29545454545455E-05,0,133542,5,30,0,0,0,0,0,13,347,-1,0,57,1,0.1,0,0.5,5,0,6,0,2,0.3,127162,0,-1,0,1,1686,5,0,0,318,Liverpool,Southampton,Arsenal,Wolverhampton,Tottenham,0,0,0,0,0,2.8,3,2.5,2.5,2.9,2.1,4.1,65.4
Kieron,Freeman,DEF,SHU,4200000,0,0,0,0,0,0,10701,0,0,0,0,0,0,0,0,48,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,4614,0,-1,0,0,0,32,0,0,0,Brighton,Norwich,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Freeman,MID,SHU,5100000,0,11,1.2,2.35294117647059E-07,2.15686274509804E-06,0,9697,2,4,0,0,0,0,0,2.2,25,-4,0,11,4,0,0,0,0,0,1,0,0,0.1,3625,0,-1,0,0,322,16,0,0,32,Brighton,Norwich,Newcastle,Man Utd,Tottenham,0.6,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,13.6
Christian,Fuchs,DEF,LEI,4200000,2,24,0.923076923076923,2.1978021978022E-07,5.71428571428571E-06,0,36073,0,6,0,0,0,0,0,5.7,113,-3,0,24,3,0.2,0,0.7,2,0,2,0,0,0.3,25206,0,-1,0,0,634,275,0,0,119,Man City,Norwich,Aston Villa,Watford,Brighton,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,19.7
Sam,Gallagher,FWD,SOU,4500000,0,0,0,0,0,0,5730,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2947,0,-1,0,0,0,7,0,0,0,Aston Villa,West Ham,Newcastle,Norwich,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Garcia,DEF,MCI,4500000,0,11,0.423076923076923,9.4017094017094E-08,2.44444444444444E-06,0,6368,0,5,0,0,0,0,0,2.4,71,0,0,11,0,0,0,0,0,0,1,0,0,0,7400,0,-1,0,0,269,18,0,0,59,Leicester,Man Utd,Burnley,Chelsea,Liverpool,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.4
James,Garner,MID,MUN,4300000,0,1,0.0384615384615385,8.94454382826476E-09,2.32558139534884E-07,0,26719,0,1,0,0,0,0,0,0.2,95,-2,0,1,2,0,0,0,0,0,0,0,0,0.2,27930,0,-1,0,0,8,38,0,0,3,Watford,Everton,Man City,Tottenham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Dwight,Gayle,FWD,NEW,5000000,1,13,0.5,1E-07,2.6E-06,0,5011,0,6,0,0,0,0,0,2.6,21,0,0,13,0,0.1,0,0.3,0,0,0,0,1,0,5485,0,-1,0,0,197,53,0,0,37,Crystal Palace,Burnley,Southampton,Sheffield United,Aston Villa,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.6
Paulo,Gazzaniga,GLK,TOT,4300000,0,57,3.4,7.90697674418605E-07,1.32558139534884E-05,0,407568,1,23,0,58,0,0,0,13.3,5813,-2,0,57,2,0,0,0,6,0,2,0,0,2.2,520975,0,-1,1,1,1522,314,0,0,292,Chelsea,Wolverhampton,Burnley,Man Utd,West Ham,3.2,3.2,2.5,4,4.7,2.9,4.4,2.8,3.1,3.7,3.5,3.2,45
Jean-Philippe,Gbamin,MID,EVE,4800000,0,4,0.153846153846154,3.20512820512821E-08,8.33333333333333E-07,0,7182,0,0,0,0,0,0,0,0.8,1,-2,0,4,2,0,0,0,0,0,1,0,0,0,2770,0,-1,0,0,135,2,0,0,14,Arsenal,Man Utd,Chelsea,Liverpool,Norwich,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.6
Rachid,Ghezzal,MID,LEI,5200000,0,0,0,0,0,0,3891,0,0,0,0,0,0,0,0,3,-3,0,0,3,0,0,0,0,0,0,0,0,0,599,0,-1,0,0,0,0,0,0,0,Man City,Norwich,Aston Villa,Watford,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan,Gibbs-White,MID,WOL,4700000,0,8,0.307692307692308,6.54664484451719E-08,1.70212765957447E-06,0,7254,0,2,0,0,0,0,0,1.7,36,-3,0,8,3,0,0,0,0,0,0,0,1,0.1,2906,0,-1,0,0,122,19,0,0,31,Norwich,Tottenham,Brighton,West Ham,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.2
Ben,Gibson,DEF,BUR,3900000,0,0,0,0,0,0,193951,0,0,0,0,0,0,0,0,1712,-1,0,0,1,0,0,0,0,0,0,0,0,2.6,152033,0,-1,0,0,0,599,0,0,0,Bournemouth,Newcastle,Tottenham,Man City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Gibson,DEF,EVE,4300000,0,0,0,0,0,0,11172,0,0,0,0,0,0,0,0,42,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,4619,0,-1,0,0,0,1,0,0,0,Arsenal,Man Utd,Chelsea,Liverpool,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam,Gibson,DEF,NEW,4000000,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,-1,0,0,0,78,0,0,0,Crystal Palace,Burnley,Southampton,Sheffield United,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Giles,DEF,WOL,4000000,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0,-1,0,0,0,9,0,0,0,Norwich,Tottenham,Brighton,West Ham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,CHE,4500000,0,2,0.0769230769230769,1.70940170940171E-08,4.44444444444444E-07,0,2452,0,1,0,0,0,0,0,0.4,19,0,0,2,0,0,0,0,0,0,0,0,0,0,2818,0,-1,0,0,9,12,0,0,5,Tottenham,Bournemouth,Everton,Aston Villa,Man City,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Olivier,Giroud,FWD,CHE,6500000,9,17,2.4,3.69230769230769E-07,2.61538461538462E-06,0,177494,0,5,0,0,0,1,0,2.6,392,-5,0,17,5,0.5,0,3.3,3,0,2,0,0,1.1,69939,0,-1,0,0,282,6030,0,0,47,Tottenham,Bournemouth,Everton,Aston Villa,Man City,2.4,2.1,2.2,2,2.1,2,2.2,2,1.5,2.8,1.6,1.9,26.6
Ben,Godfrey,DEF,NOR,4400000,0,24,1.3,2.95454545454545E-07,5.45454545454545E-06,0,23388,2,38,0,0,0,0,0,5.5,23,-1,0,24,1,0,0,0,0,0,2,0,0,0.1,13747,0,-1,0,0,1654,32,0,1,288,Wolverhampton,Leicester,Sheffield United,Southampton,Everton,0.6,0.8,0.6,0.6,1.1,0.6,0.9,0.6,1.2,0.6,0.7,0.6,46.1
Angel,Gomes,MID,MUN,4800000,0,2,0.0769230769230769,1.6025641025641E-08,4.16666666666667E-07,0,11005,0,1,0,0,0,0,0,0.4,30,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,5603,0,-1,0,0,19,31,0,0,7,Watford,Everton,Man City,Tottenham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Heurelho da Silva,Gomes,GLK,WAT,4400000,0,0,0,0,0,0,9928,0,0,0,0,0,0,0,0,39,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,5521,0,-1,0,0,0,28,0,0,0,Man Utd,Liverpool,Crystal Palace,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Gomez,DEF,LIV,5300000,0,73,4.3,8.11320754716981E-07,1.37735849056604E-05,0,241028,3,2,0,0,0,0,0,13.8,2492,-2,0,73,2,0.9,0,5,7,0,10,0,0,5.6,508717,0,-1,0,0,1097,7268,0,0,303,West Ham,Watford,Bournemouth,Everton,Crystal Palace,5.9,4.4,4.9,4.8,5.1,4.3,6.2,4.6,4.3,3.7,4.8,5.4,29.7
Mace,Goodridge,MID,BUR,4500000,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,-1,0,0,0,13,0,0,0,Bournemouth,Newcastle,Tottenham,Man City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Gordon,FWD,EVE,4500000,0,1,0.0384615384615385,8.54700854700855E-09,2.22222222222222E-07,0,2611,0,0,0,0,0,0,0,0.2,56,0,0,1,0,0,0,0,0,0,0,0,0,0,3297,0,-1,0,0,45,73,0,0,2,Arsenal,Man Utd,Chelsea,Liverpool,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,2
Dan,Gosling,MID,BOU,4900000,2,37,1.42307692307692,2.90423861852433E-07,7.55102040816327E-06,0,9587,1,15,0,0,0,2,0,7.6,127,-1,0,37,1,0.6,0,3,1,0,1,0,1,0.1,13198,0,-1,0,0,859,102,0,0,120,Burnley,Chelsea,Liverpool,Crystal Palace,Wolverhampton,0.7,0.7,0.7,0.8,0.7,1.1,0.7,0.7,0.7,0.7,0.8,0.7,47.5
Lee,Grant,GLK,MUN,4800000,0,0,0,0,0,0,4790,0,0,0,0,0,0,0,0,16,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,735,0,-1,0,0,0,2,0,0,0,Watford,Everton,Man City,Tottenham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,Gray,FWD,WAT,5500000,0,35,1.34615384615385,2.44755244755245E-07,6.36363636363636E-06,0,74368,1,17,0,0,0,2,0,6.4,104,-5,0,35,5,0,0,0,2,0,0,0,1,0.4,40339,0,-1,0,0,706,57,0,0,108,Man Utd,Liverpool,Crystal Palace,Leicester,Burnley,0.7,0.7,0.7,0.7,0.7,0.9,0.7,1.2,0.8,0.7,0.9,0.7,50.1
Demarai,Gray,MID,LEI,5100000,0,24,0.923076923076923,1.80995475113122E-07,4.70588235294118E-06,0,37025,1,4,0,0,0,1,0,4.7,60,-4,0,24,4,0,1,0,0,0,0,0,2,0.2,11365,0,-1,0,0,409,32,0,0,80,Man City,Norwich,Aston Villa,Watford,Brighton,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.8
Jack,Grealish,MID,AVL,6700000,1,116,4.6,6.86567164179104E-07,1.73134328358209E-05,0,1152276,7,48,0,0,0,7,0,17.3,80476,7,0,116,-7,0.4,1,3,15,0,4,0,7,24.7,2536563,0,-1,0,3,2243,13785,0,0,473,Southampton,Leicester,Chelsea,Newcastle,Wolverhampton,5,0,3.5,4.7,4.3,5.7,3.2,5.6,5.5,3.9,5.8,3.8,221.8
Andre,Green,MID,AVL,4800000,0,0,0,0,0,0,1431,0,0,0,0,0,0,0,0,3,-2,0,0,2,0,0,0,0,0,0,0,0,0,380,0,-1,0,0,0,2,0,0,0,Southampton,Leicester,Chelsea,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason,Greenwood,FWD,MUN,4300000,8,51,2.4,5.58139534883721E-07,1.18604651162791E-05,0,1749425,0,8,0,0,0,5,0,11.6,12867,-2,1,51,2,0.7,0,3,7,0,1,0,0,11.4,1460791,0,-1,0,0,573,11454,-1,0,205,Watford,Everton,Man City,Tottenham,Sheffield United,2.5,1.4,2.4,1.8,1.7,1.6,2.6,1.7,2.4,1.7,2.5,1.4,60.7
Pascal,Gro?,MID,BHA,6300000,0,69,3,4.76190476190476E-07,1.0952380952381E-05,0,131985,2,25,0,0,0,2,0,11,608,-2,0,69,2,0.6,0,3.7,7,0,3,0,5,0.5,110525,1,-1,0,0,1485,426,0,0,298,Sheffield United,Crystal Palace,Wolverhampton,Arsenal,Leicester,3.2,2.9,2.4,3.1,1.8,3,2.1,2,1.9,2.7,3.4,2.4,144.5
Vicente,Guaita,GLK,CRY,5100000,6,95,3.8,7.45098039215686E-07,1.86274509803922E-05,0,244508,1,28,0,77,0,0,0,18.6,1184,1,0,95,-1,0.6,0,3,10,0,7,0,0,2,332424,1,-1,0,2,2250,982,0,0,454,Newcastle,Brighton,Watford,Bournemouth,Liverpool,5.5,3.6,4.2,3.5,3.9,3.7,3.6,4.1,4.6,4.5,3.3,5.3,58.7
Johann Berg,Gudmundsson,MID,BUR,5900000,0,20,0.769230769230769,1.30378096479791E-07,3.38983050847458E-06,0,116107,0,4,0,0,0,1,0,3.4,30,-1,0,20,1,0,0,0,1,0,3,0,0,0.4,79769,0,-1,0,0,398,23,0,0,66,Bournemouth,Newcastle,Tottenham,Man City,Watford,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,33.1
Addji Keaninkin Marc-Israel,Guehi,DEF,CHE,4000000,0,0,0,0,0,0,6622,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6662,0,-1,0,0,0,5,0,0,0,Tottenham,Bournemouth,Everton,Aston Villa,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Guendouzi,MID,ARS,4300000,1,44,2,4.65116279069767E-07,1.02325581395349E-05,0,907089,6,27,0,0,0,0,0,10.2,3926,-2,0,44,2,0.3,0,1.3,2,0,3,0,2,5.6,885985,0,-1,0,0,1588,2489,0,0,252,Everton,West Ham,Brighton,Southampton,Norwich,1.7,0,1.4,1.2,1.5,1.5,1.3,1.1,1,1,1,1.7,69.8
Idrissa,Gueye,MID,EVE,5000000,0,0,0,0,0,0,2156,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,-1,0,0,0,1,0,0,0,Arsenal,Man Utd,Chelsea,Liverpool,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederic,Guilbert,DEF,AVL,4400000,0,48,2.2,5E-07,1.09090909090909E-05,0,102191,7,32,0,0,0,0,0,10.9,467,-1,0,48,1,0.1,0,0.3,2,0,4,0,2,0.5,97896,0,-1,0,1,1808,32,0,0,289,Southampton,Leicester,Chelsea,Newcastle,Wolverhampton,1.3,0,1.3,1.9,1.8,1.7,1.5,2.2,2.1,1.5,1.6,1.9,68.5
Ilkay,Gundogan,MID,MCI,5200000,3,50,1.92307692307692,3.69822485207101E-07,9.61538461538462E-06,0,222432,7,24,0,0,0,2,0,9.6,630,-3,0,50,3,0.2,1,1.3,4,0,4,0,1,1.2,105721,0,-1,0,0,1495,445,0,0,298,Leicester,Man Utd,Burnley,Chelsea,Liverpool,1,0,1,1.5,1,1,1.5,1.7,1.1,1.6,1.3,1.4,115.4
Angus,Gunn,GLK,SOU,4200000,0,29,1.11538461538462,2.65567765567766E-07,6.9047619047619E-06,0,238515,0,25,0,30,0,0,0,6.9,632,-3,0,29,3,0,0,0,3,0,2,0,0,1.4,251908,0,-1,0,1,900,358,0,0,166,Aston Villa,West Ham,Newcastle,Norwich,Arsenal,0.9,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,22.1
Sebastien,Haller,FWD,WHU,6800000,0,85,3.5,5.14705882352941E-07,1.25E-05,0,790091,1,36,0,0,0,6,0,12.5,1376,-7,1,85,7,0.1,0,1,8,0,5,0,3,2.3,663115,0,-1,0,1,1939,713,-1,0,270,Liverpool,Southampton,Arsenal,Wolverhampton,Tottenham,2.7,4,3.2,3.6,3.5,3.8,2.6,3.8,4,4.1,3,4.5,146.3
Grant,Hanley,DEF,NOR,4000000,1,16,0.615384615384615,1.53846153846154E-07,4E-06,0,300946,3,24,0,0,0,0,0,4,1469,0,0,16,0,0.8,0,3,1,0,1,0,0,2.4,290660,1,-1,0,0,1081,3482,0,0,174,Wolverhampton,Leicester,Sheffield United,Southampton,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,34.8
,Harry Wilson,MID,BOU,5800000,2,84,3.7,6.37931034482759E-07,1.44827586206897E-05,0,576055,1,28,0,0,0,7,0,14.5,2656,-2,0,84,2,0.5,0,3,7,0,2,0,1,2.2,626025,0,-1,0,2,1432,1298,0,0,280,Burnley,Chelsea,Liverpool,Crystal Palace,Wolverhampton,3.4,3.2,2.4,3.9,3.4,4.6,2.7,3.4,3.2,2.2,3.6,3,113.1
Joe,Hart,GLK,BUR,4200000,0,0,0,0,0,0,94996,0,0,0,0,0,0,0,0,172,-3,0,0,3,0,0,0,0,0,0,0,0,1.1,23703,0,-1,0,0,0,98,0,0,0,Bournemouth,Newcastle,Tottenham,Man City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0
Kortney,Hause,DEF,AVL,4400000,1,15,0.576923076923077,1.31118881118881E-07,3.40909090909091E-06,0,4792,2,24,0,0,0,0,0,3.4,19,-1,0,15,1,0.2,0,0.7,0,0,1,0,0,0.1,1934,0,-1,0,0,990,17,0,0,121,Southampton,Leicester,Chelsea,Newcastle,Wolverhampton,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,30.4
Isaac,Hayden,MID,NEW,4300000,0,55,2.5,5.81395348837209E-07,1.27906976744186E-05,0,590673,4,32,0,0,0,1,0,12.8,6675,-2,0,55,2,0.2,0,0.7,2,0,5,0,3,4.9,479179,0,-1,0,0,1797,3692,0,1,239,Crystal Palace,Burnley,Southampton,Sheffield United,Aston Villa,1.6,2.4,1.9,2.9,2.2,1.7,2.1,1.2,1.7,1.9,1.5,1.6,61.5
Tom,Heaton,GLK,AVL,4400000,0,59,3,6.81818181818182E-07,1.34090909090909E-05,0,528976,0,35,0,67,0,0,0,13.4,1673,-1,0,59,1,0,0,0,3,0,4,0,0,2.7,293594,1,-1,0,1,1794,15,0,0,346,Southampton,Leicester,Chelsea,Newcastle,Wolverhampton,0,0,0,0,0,2.7,2.5,3.4,3.4,2.5,2.6,3.1,50.7
Philip,Heise,DEF,NOR,3900000,0,0,0,0,0,0,58531,0,0,0,0,0,0,0,0,380,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,52003,0,-1,0,0,0,118,0,0,0,Wolverhampton,Leicester,Sheffield United,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Henderson,GLK,SHU,5200000,2,115,4.4,8.46153846153846E-07,2.21153846153846E-05,0,449443,2,22,0,66,0,0,0,22.1,26293,7,-1,115,-7,0.9,0,4.7,11,0,9,0,1,16.4,1476067,0,-1,1,3,2340,5136,1,0,485,Brighton,Norwich,Newcastle,Man Utd,Tottenham,5.3,0,5.6,5.5,4.4,6.2,4.1,4.4,4.9,4.7,5.9,4.7,50.1
Jordan,Henderson,MID,LIV,5500000,0,99,4,7.27272727272727E-07,1.8E-05,0,198007,1,9,0,0,0,3,0,18,19605,0,0,99,0,1.1,0,5.8,9,0,14,0,5,2,265313,0,-1,0,2,1883,339,0,0,453,West Ham,Watford,Bournemouth,Everton,Crystal Palace,0,0,0,3.6,4.1,2.8,4.1,3.8,4.4,4,3.4,4,112.9
