FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,5500000,1,3,1.5,2.72727272727273E-07,5.45454545454545E-07,0,69068,0,3,0,0,0,0,0,0.5,13139,0,0,3,0,0.3,0,1.5,0,0,0,0,0,7.1,22249,0,-1,0,0,180,8234,0,0,33,Man City,Newcastle,Arsenal,Crystal Palace,Leicester,0.8,1.4,0.8,0.9,1.1,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.8,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,1,1.3,0.8,0.8,0.8,0.8,1.1,0.8,0.8,1.1,1.4,0.8,8.3
Trent,Alexander-Arnold,DEF,LIV,7000000,1,6,3,4.28571428571429E-07,8.57142857142857E-07,0,103198,1,2,0,0,0,0,0,0.9,53443,0,0,6,0,0.4,0,3,0,0,0,0,1,23.6,98603,0,-1,0,0,180,16303,0,0,31,Southampton,Arsenal,Burnley,Newcastle,Chelsea,1.6,1.6,1.5,3.9,3,1.6,3.9,1.6,2,3,1.7,2.3,1.6,3.3,1.5,2.3,1.9,3.3,3.6,2.1,1.5,2.1,3,2.2,1.5,2.4,1.7,1.6,2.7,2.9,1.5,3.6,1.5,1.5,1.5,3.6,3.3,12.7
,Alisson,GLK,LIV,5900000,0,1,1,1.69491525423729E-07,1.69491525423729E-07,0,1122939,0,0,0,2,0,0,0,0.2,83275,-1,0,1,1,0.1,0,0.5,0,0,0,0,0,11.1,5223,0,-1,0,0,38,620,0,0,7,Southampton,Arsenal,Burnley,Newcastle,Chelsea,0,0,0,0,0,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.7,0.6,0.6
Bamidele,Alli,MID,TOT,8400000,0,0,0,0,0,0,16444,0,0,0,0,0,0,0,0,2363,-1,1,0,1,0,0,0,0,0,0,0,0,0.4,465,0,-1,0,0,0,83,-1,0,0,Man City,Newcastle,Arsenal,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Almiron,MID,NEW,6000000,2,3,1.5,2.5E-07,5E-07,0,10586,1,4,0,0,0,0,0,0.5,5151,0,0,3,0,0.2,0,1.5,0,0,0,0,0,0.8,9797,0,-1,0,0,180,634,0,0,9,Norwich,Tottenham,Watford,Liverpool,Brighton,0.8,0.8,1.1,0.8,0.8,0.8,0.8,0.8,1.4,0.8,0.9,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.8,1.1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.8,4.5
Marcos,Alonso,DEF,CHE,6400000,0,0,0,0,0,0,83443,0,0,0,0,0,0,0,0,22154,-1,0,0,1,0,0,0,0,0,0,0,0,3.6,7068,0,-1,0,0,0,1451,0,0,0,Leicester,Norwich,Sheffield United,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahim,Amadou,MID,NOR,4500000,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0.1,859,0,-1,0,0,0,572,0,0,0,Newcastle,Chelsea,West Ham,Man City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Amartey,MID,LEI,4500000,0,0,0,0,0,0,3315,0,0,0,0,0,0,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2822,0,-1,0,0,0,465,0,0,0,Chelsea,Sheffield United,Bournemouth,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4500000,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,-1,0,0,0,32,0,0,0,Man City,Newcastle,Arsenal,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4500000,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,-1,0,0,0,50,0,0,0,Leicester,Norwich,Sheffield United,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,1,7,7,1.4E-06,1.4E-06,0,32581,0,0,0,0,0,1,0,1.4,14014,0,0,7,0,0.7,0,3.5,1,0,0,0,0,2.1,105318,0,-1,0,0,42,25060,0,0,30,West Ham,Southampton,Man City,Burnley,Newcastle,9.9,9.9,6,6.7,8.4,8.7,9.9,8.4,5.2,9.9,6.3,6.7,7,5,7.3,5.8,5.4,8.6,8.2,9.9,4,9.7,6.8,8.7,9.9,4.1,7.2,5.9,6.4,5.4,7.7,8.7,8.3,7.4,8.7,9.7,5.3,7.5
,Andre Gomes,MID,EVE,5400000,2,3,1.5,2.77777777777778E-07,5.55555555555556E-07,0,23240,1,0,0,0,0,0,0,0.6,2901,-1,1,3,1,0.3,0,1.5,0,0,1,0,0,0.9,3122,0,-1,0,0,135,1275,-1,0,18,Watford,Aston Villa,Wolverhampton,Bournemouth,Sheffield United,1.1,0.8,1.4,0.8,1.1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,1.1,0.8,0.8,0.9,5.2
,Angelino,DEF,MCI,4900000,0,0,0,0,0,0,4972,0,0,0,0,0,0,0,0,1088,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,865,0,-1,0,0,0,258,0,0,0,Tottenham,Bournemouth,Brighton,Norwich,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,MID,WHU,7000000,1,2,2,2.85714285714286E-07,2.85714285714286E-07,0,15062,0,2,0,0,0,0,0,0.3,3569,0,0,2,0,0.1,0,1,0,0,0,0,0,1.5,3498,0,-1,0,0,90,390,0,0,2,Brighton,Watford,Norwich,Aston Villa,Man Utd,1,1.4,1,1,1,1.1,1.2,1,1.7,1.2,1,1,1,1.8,1,1.2,1,1,1,1.4,1.3,1,1,1,1,1,1.5,1,2.2,1,1,1,1,1,1.8,1,1,8.2
Stuart,Armstrong,MID,SOU,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,2141,0,1,0,0,0,0,0,0.2,462,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.2,341,0,-1,0,0,22,85,0,0,4,Liverpool,Brighton,Man Utd,Sheffield United,Bournemouth,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,3963,0,0,0,0,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0.1,160,0,-1,0,0,0,39,0,0,0,Brighton,Watford,Norwich,Aston Villa,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5500000,0,0,0,0,0,0,3149,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0.1,585,0,-1,0,0,0,7,0,0,0,Norwich,Tottenham,Watford,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,FWD,ARS,11000000,6,12,6,5.45454545454545E-07,1.09090909090909E-06,0,154895,1,1,0,0,0,2,0,1.1,86677,0,0,12,0,0.5,0,6,1,0,1,0,0,28,206381,0,-1,0,0,180,24391,0,0,50,Burnley,Liverpool,Tottenham,Watford,Aston Villa,5.3,5.5,8,7.4,7.9,4.9,6.6,3.1,5.7,5.8,4.2,8.5,7.4,5.1,7.4,5.9,3.1,5.4,8.5,6.1,4.6,4.2,7.4,4.1,7.9,4,4.7,8.5,4,7.4,8.5,4.6,5.3,6.9,6.7,6.8,8.5,21.6
Serge,Aurier,DEF,TOT,5000000,0,0,0,0,0,0,5260,0,0,0,0,0,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2460,0,-1,0,0,0,675,0,0,0,Man City,Newcastle,Arsenal,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,5015,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0.1,76,0,-1,0,0,0,20,0,0,0,Liverpool,Brighton,Man Utd,Sheffield United,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5000000,0,2,2,4E-07,4E-07,0,43184,0,0,0,0,0,0,0,0.4,16228,0,0,2,0,0.2,0,1,0,0,1,0,0,3.1,45886,0,-1,0,0,64,8113,0,0,8,Sheffield United,Man Utd,Aston Villa,Tottenham,Wolverhampton,1,1,1.6,1.2,1,1.9,1.8,1,1,1,1.9,1.2,1,1.2,1.5,1,1.2,2.2,1.5,1.5,1,1,1.9,1,1,1.6,1,1.9,1,1,1,1,2.3,1.2,1,1,1.6,4.1
Cesar,Azpilicueta,DEF,CHE,6000000,2,2,1,1.66666666666667E-07,3.33333333333333E-07,0,71643,0,5,0,0,0,0,0,0.3,14652,0,0,2,0,0.2,0,1,0,0,0,0,0,7.5,17427,0,-1,0,0,180,5521,0,0,22,Leicester,Norwich,Sheffield United,Wolverhampton,Liverpool,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,9.9
Eric,Bailly,DEF,MUN,5000000,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,-1,0,0,0,20,0,0,0,Wolverhampton,Crystal Palace,Southampton,Leicester,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Baines,DEF,EVE,5000000,0,0,0,0,0,0,1848,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0.1,200,0,-1,0,0,0,37,0,0,0,Watford,Aston Villa,Wolverhampton,Bournemouth,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4500000,0,-1,-1,-2.22222222222222E-07,-2.22222222222222E-07,0,4109,1,5,0,0,0,0,0,-0.2,1450,0,0,-1,0,-0.1,0,-0.5,0,0,0,0,0,0.4,1073,0,-1,0,0,90,182,0,0,6,Brighton,Watford,Norwich,Aston Villa,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
George,Baldock,DEF,SHU,4500000,5,7,3.5,7.77777777777778E-07,1.55555555555556E-06,0,1256,1,1,0,0,0,0,0,1.6,400,0,0,7,0,0.8,0,3.5,0,0,1,0,0,0.2,1494,0,-1,0,0,180,749,0,0,18,Crystal Palace,Leicester,Chelsea,Southampton,Everton,3.6,4.8,3.7,2.8,3.4,1.8,2.3,2,2.4,1.8,1.9,2.7,3.7,4.8,1.8,4.4,1.8,2.9,1.8,1.8,3.1,1.8,2.3,2.9,2.1,2.1,3.7,1.8,4.1,2,2.5,1.8,4.4,4.4,4.1,4.1,2.1,3.4
Leon,Balogun,DEF,BHA,4500000,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0.1,167,0,-1,0,0,0,37,0,0,0,West Ham,Southampton,Man City,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4500000,0,0,0,0,0,0,1660,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0.2,360,0,-1,0,0,0,92,0,0,0,Arsenal,Wolverhampton,Liverpool,Brighton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,6000000,0,1,1,1.66666666666667E-07,1.66666666666667E-07,0,120090,0,1,0,0,0,0,0,0.2,57375,0,0,1,0,0.1,0,0.5,0,0,0,0,0,6.2,43257,0,-1,0,0,57,4575,0,0,1,Leicester,Norwich,Sheffield United,Wolverhampton,Liverpool,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.8,4
Ashley,Barnes,FWD,BUR,6600000,5,18,9,1.36363636363636E-06,2.72727272727273E-06,0,40992,1,2,0,0,0,3,0,2.7,16576,1,-1,18,-1,1.4,0,9,3,0,1,0,0,5.4,234370,0,-1,0,1,173,104441,1,0,80,Arsenal,Wolverhampton,Liverpool,Brighton,Norwich,7.5,8.7,11.8,7.6,12.8,11.2,7.8,8,12.8,6.3,12.8,11.2,10.4,10.6,11.2,12.8,9.9,6.1,11,12.8,11.2,9.8,9.2,9.3,11.2,11.6,11.2,12.8,8.9,12.8,8.6,8,11.2,10.1,10.5,11.2,9.4,28.6
Harvey,Barnes,MID,LEI,6000000,0,1,1,1.66666666666667E-07,1.66666666666667E-07,0,3052,0,0,0,0,0,0,0,0.2,955,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.2,1289,0,-1,0,0,29,352,0,0,3,Chelsea,Sheffield United,Bournemouth,Man Utd,Tottenham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.9
Chris,Basham,DEF,SHU,4500000,6,8,8,1.77777777777778E-06,1.77777777777778E-06,0,945,0,1,0,0,0,0,0,1.8,280,0,0,8,0,0.9,0,4,0,0,1,0,0,0.2,1021,0,-1,0,0,171,696,0,0,34,Crystal Palace,Leicester,Chelsea,Southampton,Everton,11.4,11.4,9.9,9.6,9.9,6.9,8.3,7.7,8.7,7.2,7.5,9.3,9.9,11.4,5.5,11.4,6.3,9.9,6.7,5.4,10.2,6.1,8.3,9.9,7.9,7.9,9.9,7,9.9,7.7,9.1,5.6,11.4,11.4,9.9,11.4,8,5.8
Michy,Batshuayi,FWD,CHE,6900000,0,0,0,0,0,0,20921,0,0,0,0,0,0,0,0,5346,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,2536,0,-1,0,0,0,426,0,0,0,Leicester,Norwich,Sheffield United,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4500000,1,2,1,2.22222222222222E-07,4.44444444444444E-07,0,5200,0,5,0,0,0,0,0,0.4,1340,0,0,2,0,0.2,0,1,0,0,0,0,0,0.7,1097,0,-1,0,0,180,449,0,0,23,Liverpool,Brighton,Man Utd,Sheffield United,Bournemouth,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.8,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,0.7,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.9
Asmir,Begovic,GLK,BOU,4500000,0,0,0,0,0,0,39102,0,0,0,0,0,0,0,0,8345,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5402,0,-1,0,0,0,934,0,0,0,Aston Villa,Man City,Leicester,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5500000,0,0,0,0,0,0,2582,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0.1,414,0,-1,0,0,0,78,0,0,0,Burnley,Liverpool,Tottenham,Watford,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,5000000,0,6,6,1.2E-06,1.2E-06,0,3801,0,0,0,0,0,0,0,1.2,985,0,0,6,0,0.6,0,3,0,0,1,0,0,0.6,2661,0,-1,0,0,90,836,0,0,22,Man Utd,Burnley,Everton,Chelsea,Crystal Palace,6.1,4.6,7.4,8.5,6.6,6.6,4.2,6.4,7.4,3.8,8.5,4,6.1,6.9,4,5.9,3.4,5.4,3.3,5.4,8.5,5.2,4.3,4.9,8.5,4.4,4.7,5.1,5.7,5.1,7.4,4.9,4.9,8.5,3.5,7.8,7.4,1.7
Christian,Benteke,FWD,CRY,6000000,2,4,2,3.33333333333333E-07,6.66666666666667E-07,0,15318,0,1,0,0,0,0,0,0.7,5084,0,0,4,0,0.3,0,2,0,0,1,0,0,1.1,13187,0,-1,0,0,172,2056,0,0,20,Sheffield United,Man Utd,Aston Villa,Tottenham,Wolverhampton,1,1,1.6,1.2,1,1.9,1.8,1,1,1,1.9,1.2,1,1.2,1.5,1,1.2,2.2,1.5,1.5,1,1,1.9,1,1,1.6,1,1.9,1,1,1,1,2.3,1.2,1,1,1.6,7.1
