FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,5400000,6,37,2.5,4.62962962962963E-07,6.85185185185185E-06,0,412693,0,22,0,0,0,0,0,6.9,2932,-1,0,37,1,0.4,0,2.4,1,0,2,0,2,5.5,265743,0,-1,0,1,1350,7781,0,0,262,Burnley,Wolverhampton,Chelsea,Brighton,Norwich,2.1,1.4,2.2,2.3,1.7,1.8,2.2,2,2.4,2.1,2.3,1.6,1.9,1.4,2.7,3,1.7,3,1.4,2.1,2.3,2,2.2,57.5
Trent,Alexander-Arnold,DEF,LIV,7300000,1,68,4.2,5.75342465753425E-07,9.31506849315069E-06,0,867224,4,14,0,0,0,1,0,9.3,29993,3,0,68,-3,0.5,0,3.6,7,0,2,0,7,30.9,1343430,0,-1,0,2,1392,14358,0,0,343,Bournemouth,Watford,Leicester,Wolverhampton,Sheffield United,3.8,4.8,0,3.6,3.9,4,4.7,5.1,3.8,3.9,4.3,5.7,4.9,4.5,5.1,5.6,4.3,6.2,4.1,4.2,3.6,4.4,5.4,142.4
,Alisson,GLK,LIV,6000000,6,18,1.2,2E-07,3E-06,0,1661219,0,6,0,16,0,0,0,3,3330,0,0,18,0,0.3,0,2,0,0,1,0,0,7.4,315922,0,-1,0,0,653,10037,0,1,114,Bournemouth,Watford,Leicester,Wolverhampton,Sheffield United,0.6,0.7,0,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.7,0.6,0.7,0.9,0.6,1.1,0.6,0.6,0.6,0.6,0.8,11.9
Bamidele,Alli,MID,TOT,8700000,9,60,4,4.59770114942529E-07,6.89655172413793E-06,0,74742,1,9,0,0,0,5,0,6.9,8202,2,-1,60,-2,0.9,0,8.2,8,0,2,0,3,11.3,807799,0,-1,0,1,713,102703,1,0,198,Burnley,Wolverhampton,Chelsea,Brighton,Norwich,4.8,3.7,3.8,4.8,3.1,4.1,3.2,4.2,4.4,3,2.5,2.7,4.6,3.6,4.9,4.3,5,4.6,3.7,5.1,3.5,3.8,3.1,68.6
Miguel,Almiron,MID,NEW,5800000,2,38,2.4,4.13793103448276E-07,6.55172413793103E-06,0,55215,2,20,0,0,0,0,0,6.6,585,-2,0,38,2,0.5,0,2.8,0,0,5,0,1,0.4,27533,0,-1,0,0,1338,270,0,0,110,Southampton,Burnley,Crystal Palace,Man Utd,Everton,1.9,1.6,2,1.2,2.1,1.6,1.7,1.6,1.4,2,1.7,1.4,2.2,1.9,2.6,2,1.7,1.9,1.2,2,1.7,1.6,1.3,59.7
Marcos,Alonso,DEF,CHE,6000000,0,36,2.4,4E-07,6E-06,0,407384,3,4,0,0,0,1,0,6,5753,-5,0,36,5,0,0,0,3,0,3,0,2,2.6,238587,0,-1,0,1,498,815,0,0,147,Everton,Bournemouth,Tottenham,Southampton,Arsenal,2.1,2,1.9,1.7,1.3,1.6,1.8,2.3,1.9,1.3,2.4,2.6,1.4,2.7,2.3,1.9,2.3,2.2,2.2,1.8,2.2,1.8,1.7,37.8
Steven,Alzate,MID,BHA,4500000,2,20,2,4.44444444444444E-07,4.44444444444444E-06,0,4136,1,11,0,0,0,0,0,4.4,185,0,0,20,0,0.3,0,1.4,0,0,3,0,0,0.1,8712,0,-1,0,0,744,353,0,0,112,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,Bournemouth,1.6,1,2,1,1.8,1.2,1,1.5,1.2,1,1.8,1.9,1.5,1.3,1.8,1,1.7,1,1,1,1.4,1.7,1.2,39.2
Ibrahim,Amadou,MID,NOR,4500000,0,17,1.13333333333333,2.51851851851852E-07,3.77777777777778E-06,0,8065,1,19,0,0,0,0,0,3.8,162,0,0,17,0,0.2,0,0.8,0,0,1,0,0,0.1,10249,0,-1,0,0,731,104,0,0,120,Sheffield United,Leicester,Wolverhampton,Aston Villa,Tottenham,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,21.1
Daniel,Amartey,MID,LEI,4300000,0,0,0,0,0,0,24020,0,0,0,0,0,0,0,0,770,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,21620,0,-1,0,0,0,961,0,0,0,Aston Villa,Norwich,Man City,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4500000,0,0,0,0,0,0,973,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,-1,0,0,0,24,0,0,0,Burnley,Wolverhampton,Chelsea,Brighton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,1820,0,0,0,0,0,0,0,0,20,-1,0,0,1,0,0,0,0,0,0,0,0,0,997,0,-1,0,0,0,62,0,0,0,Everton,Bournemouth,Tottenham,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,5,1.7,3.54166666666667E-07,1.04166666666667E-06,0,193008,0,2,0,0,0,1,0,1,261,-2,0,5,2,0,0,0,1,0,0,0,0,0.4,159416,0,-1,0,0,71,14,0,1,20,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
,Andre Gomes,MID,EVE,5300000,0,13,0.866666666666667,1.63522012578616E-07,2.45283018867925E-06,0,67566,3,8,0,0,0,0,0,2.5,191,-2,0,13,2,0,0,0,0,0,2,0,0,0.3,12433,0,-1,0,0,584,15,0,0,71,Chelsea,Man Utd,Arsenal,Burnley,Newcastle,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,15.8
,Angelino,DEF,MCI,4700000,1,11,0.733333333333333,1.56028368794326E-07,2.34042553191489E-06,0,18044,1,7,0,0,0,0,0,2.3,379,-3,0,11,3,0.2,0,0.8,1,0,0,0,1,0.2,13761,0,-1,0,0,422,1273,0,0,94,Man Utd,Arsenal,Leicester,Wolverhampton,Sheffield United,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,31.6
Michail,Antonio,MID,WHU,6900000,0,15,1,1.44927536231884E-07,2.17391304347826E-06,0,64525,0,3,0,0,0,1,0,2.2,233,-1,0,15,1,0.3,0,1.8,0,0,1,0,1,0.7,8643,0,-1,0,0,245,99,0,0,29,Arsenal,Southampton,Crystal Palace,Leicester,Bournemouth,0,0.5,0,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,32.8
Stuart,Armstrong,MID,SOU,5200000,0,15,1,1.92307692307692E-07,2.88461538461538E-06,0,8503,1,9,0,0,0,0,0,2.9,117,-3,0,15,3,0.2,0,0.8,0,0,0,0,1,0.1,1873,0,-1,0,0,350,5,0,0,33,Newcastle,West Ham,Aston Villa,Chelsea,Crystal Palace,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,8
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,7170,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.1,896,0,-1,0,0,0,16,0,0,0,Arsenal,Southampton,Crystal Palace,Leicester,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernard,Ashley-Seal,FWD,WOL,4500000,0,0,0,0,0,0,2079,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,3452,0,-1,0,0,0,191,0,0,0,Brighton,Tottenham,Norwich,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5400000,0,28,1.86666666666667,3.45679012345679E-07,5.18518518518519E-06,0,24344,1,11,0,0,0,0,0,5.2,252,-1,0,28,1,0.3,0,1.4,0,0,2,0,3,0.1,21589,0,-1,0,0,483,83,0,0,92,Southampton,Burnley,Crystal Palace,Man Utd,Everton,1.2,1.1,1.3,0.9,1.4,1.1,1.1,1.1,0.9,1.3,1.1,0.9,1.5,1.3,1.8,1.3,1.1,1.3,0.9,1.3,1.1,1,0.9,31.6
Pierre-Emerick,Aubameyang,FWD,ARS,10900000,0,89,5.9,5.41284403669725E-07,8.1651376146789E-06,0,1834497,2,23,0,0,0,10,0,8.2,84788,-1,0,89,1,0.4,0,4.4,15,0,2,0,2,20.7,1432485,0,-1,0,2,1350,2356,0,0,342,West Ham,Man City,Everton,Bournemouth,Chelsea,6.7,8.3,6.8,6.4,8.5,8.9,6.3,6.3,7.1,6.8,7.4,8.7,7.3,8.3,6.5,7.8,8.6,6.3,7.2,6.8,7.4,6.3,8.3,124
Serge,Aurier,DEF,TOT,5000000,6,47,4.3,8.6E-07,9.4E-06,0,246221,0,13,0,0,0,0,0,9.4,4934,0,0,47,0,0.9,0,4.4,10,0,3,0,4,6.4,649598,0,-1,0,1,904,43014,0,1,234,Burnley,Wolverhampton,Chelsea,Brighton,Norwich,4.7,3.5,4.9,5.1,4,4.3,5,4.5,5.3,4.8,4.8,3.8,4.5,3.4,5.7,6.2,4.1,6.2,3.4,4.8,5.1,4.7,4.9,52.6
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,2330,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7365,0,-1,0,0,0,430,0,0,0,Burnley,Wolverhampton,Chelsea,Brighton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,8742,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,-1,0,0,0,5,0,0,0,Newcastle,West Ham,Aston Villa,Chelsea,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5100000,2,54,3.6,7.05882352941176E-07,1.05882352941176E-05,0,726042,3,13,0,0,0,4,0,10.6,21745,1,0,54,-1,0.4,0,2,11,0,8,0,0,7.4,981095,0,-1,0,0,1212,8225,0,0,147,Watford,Brighton,Newcastle,West Ham,Southampton,3.7,4.1,2.6,4.2,4.5,4.2,4.7,3.7,4.4,2.9,3.4,3.6,3.2,4.2,3.1,3.1,4.3,2.5,4.4,3.1,5,3.1,4.6,69.4
Cesar,Azpilicueta,DEF,CHE,5800000,1,34,2.4,4.13793103448276E-07,5.86206896551724E-06,0,374286,0,23,0,0,0,0,0,5.9,5519,-2,0,34,2,0.1,0,0.8,1,0,2,0,2,5.1,170258,0,-1,0,0,1260,1556,0,0,237,Everton,Bournemouth,Tottenham,Southampton,Arsenal,2.1,2,1.9,1.7,1.3,1.6,1.8,2.3,1.9,1.3,2.4,2.6,1.4,2.7,2.3,1.9,2.3,2.2,2.2,1.8,2.2,1.8,1.7,71.4
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,2568,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0,796,0,-1,0,0,0,6,0,0,0,Man City,Everton,Watford,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Baines,DEF,EVE,4900000,1,1,0.0666666666666667,1.36054421768707E-08,2.04081632653061E-07,0,9481,0,0,0,0,0,0,0,0.2,92,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.1,6149,0,-1,0,0,8,121,0,0,5,Chelsea,Man Utd,Arsenal,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Fabian,Balbuena,DEF,WHU,4300000,0,17,1.13333333333333,2.63565891472868E-07,3.95348837209302E-06,0,21986,2,14,0,0,0,1,0,4,210,-2,0,17,2,0.4,0,1.8,1,0,1,0,0,0.3,8827,0,-1,0,0,541,202,0,0,91,Arsenal,Southampton,Crystal Palace,Leicester,Bournemouth,0.6,0.6,0,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,1.1,24.6
George,Baldock,DEF,SHU,4700000,14,71,4.4,9.36170212765958E-07,1.51063829787234E-05,0,66090,4,16,0,0,0,2,0,15.1,3406,2,0,71,-2,1.2,0,5.6,6,0,5,0,3,4.3,341328,0,-1,0,1,1440,44123,0,0,272,Norwich,Aston Villa,Brighton,Watford,Man City,4.8,6.3,4.6,5,4.8,5.1,5.9,4,4.4,5.7,4.6,4.7,5.5,4.9,5.8,4.2,5.6,4.2,4.1,4.5,4,5.9,5.1,63.7
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,4171,0,0,0,0,0,0,0,0,33,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,898,0,-1,0,0,0,17,0,0,0,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,11094,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0.2,20319,0,-1,0,0,0,457,0,0,0,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,-1,0,0,0,11,0,0,0,Chelsea,Man Utd,Arsenal,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,0,12,0.8,1.86046511627907E-07,2.7906976744186E-06,0,9690,1,6,0,0,0,0,0,2.8,421,-2,0,12,2,0.6,0,2.4,0,0,2,0,0,0.2,6935,0,-1,0,0,360,37,0,0,65,Tottenham,Newcastle,Bournemouth,Everton,Man Utd,0,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,10
Ross,Barkley,MID,CHE,5600000,0,9,0.6,1.07142857142857E-07,1.60714285714286E-06,0,449503,0,5,0,0,0,0,0,1.6,470,-4,0,9,4,0,0,0,0,0,1,0,0,1.3,70667,0,-1,0,0,335,122,0,0,38,Everton,Bournemouth,Tottenham,Southampton,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,34.7
Ashley,Barnes,FWD,BUR,6300000,0,54,3.9,6.19047619047619E-07,8.57142857142857E-06,0,1076228,3,17,0,0,0,6,0,8.6,15342,-2,0,54,2,0.5,0,3.4,6,0,6,0,0,3.5,1118101,0,-1,0,1,1058,194,0,0,156,Tottenham,Newcastle,Bournemouth,Everton,Man Utd,0,4,3.6,3.8,5.5,5.1,4.1,3.9,3.8,5.2,5.1,4.8,3,5.1,4.2,4.6,3.5,3.2,3.8,3.6,4.1,4.8,4.6,67
Harvey,Barnes,MID,LEI,5900000,1,52,3.5,5.93220338983051E-07,8.8135593220339E-06,0,75954,0,5,0,0,0,1,0,8.8,4978,-1,0,52,1,0.4,0,2.4,3,0,5,0,5,1,125302,0,-1,0,1,899,874,0,0,151,Aston Villa,Norwich,Man City,Liverpool,West Ham,2.1,3.5,1.9,2.5,2.6,2.9,3.4,3,3.5,3,3.1,2.3,2.6,3.5,3.5,3.9,2.6,3.6,3.1,3.1,4.4,2,4,79.5
Chris,Basham,DEF,SHU,4500000,1,46,3.06666666666667,6.81481481481481E-07,1.02222222222222E-05,0,14257,3,16,0,0,0,0,0,10.2,925,0,0,46,0,0.3,0,1.2,1,0,5,0,0,0.5,35048,0,-1,0,0,1380,954,0,0,244,Norwich,Aston Villa,Brighton,Watford,Man City,2.8,4.2,2.6,2.9,2.8,3,3.6,2.3,2.5,3.4,2.7,2.7,3.6,2.9,3.6,2.4,3.4,2.4,2.3,2.6,2.3,3.6,3,39.3
Michy,Batshuayi,FWD,CHE,6600000,1,21,1.4,2.12121212121212E-07,3.18181818181818E-06,0,112351,0,3,0,0,0,1,0,3.2,3091,-4,0,21,4,0.2,0,1.4,1,0,0,0,2,0.6,87204,0,-1,0,0,96,279,0,0,51,Everton,Bournemouth,Tottenham,Southampton,Arsenal,0.7,1,0.8,1,0.8,0.7,1,0.7,1.1,0.7,1.3,1.1,0.7,1.1,0.7,1,0.7,1,0.7,0.7,1.3,0.7,0.8,24
Jan,Bednarek,DEF,SOU,4400000,1,26,1.6,3.63636363636364E-07,5.90909090909091E-06,0,57264,1,35,0,0,0,0,0,5.9,599,-1,0,26,1,0.3,0,1.4,1,0,2,0,0,0.7,50686,0,-1,0,0,1437,237,0,0,230,Newcastle,West Ham,Aston Villa,Chelsea,Crystal Palace,1.4,1.3,1.4,0.9,1.3,1.2,0.8,0.8,1.3,1.1,0.8,1.6,1.4,1.4,1,0.8,1.2,0.8,1.3,0.8,0.9,0.8,0.8,36
Asmir,Begovic,GLK,BOU,4200000,0,0,0,0,0,0,145484,0,0,0,0,0,0,0,0,471,-3,0,0,3,0,0,0,0,0,0,0,0,0.9,11707,0,-1,0,0,0,30,0,0,0,Liverpool,Chelsea,Burnley,Arsenal,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,1,0.0666666666666667,1.23456790123457E-08,1.85185185185185E-07,0,29826,2,6,0,0,0,0,0,0.2,529,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.3,34492,0,-1,0,0,262,485,0,0,26,West Ham,Man City,Everton,Bournemouth,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
Ryan,Bennett,DEF,WOL,4900000,0,18,1.2,2.44897959183673E-07,3.6734693877551E-06,0,37593,2,6,0,0,0,0,0,3.7,299,-1,0,18,1,0.1,0,0.4,0,0,2,0,0,0.3,14466,0,-1,0,0,459,126,0,0,90,Brighton,Tottenham,Norwich,Man City,Liverpool,0.6,0.8,0.6,0.6,0.6,0.6,1,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.8,0.6,0.8,0.6,0.6,0.9,0.6,0.9,0.6,14
Christian,Benteke,FWD,CRY,5700000,1,14,1.1,1.92982456140351E-07,2.45614035087719E-06,0,69701,1,5,0,0,0,0,0,2.5,430,-3,0,14,3,0.1,0,0.6,0,0,1,0,0,0.6,29116,0,-1,0,0,306,175,0,0,47,Watford,Brighton,Newcastle,West Ham,Southampton,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.6,0.9,0.6,0.8,26.2
,Bernard,MID,EVE,6400000,1,33,2.2,3.4375E-07,5.15625E-06,0,201216,2,6,0,0,0,2,0,5.2,394,-1,0,33,1,0.2,0,1,5,0,3,0,1,0.6,182452,0,-1,0,2,506,189,0,0,102,Chelsea,Man Utd,Arsenal,Burnley,Newcastle,1.4,1.1,2.2,2,1.3,1.1,2,1.2,2,1.7,1.8,1.4,2,1.1,1.2,1.2,1.4,1.1,1.7,1.4,1.7,2.1,2.2,38.1
,Bernardo,DEF,BHA,4300000,0,2,0.133333333333333,3.10077519379845E-08,4.65116279069767E-07,0,8162,0,3,0,0,0,0,0,0.5,27,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1675,0,-1,0,0,67,33,0,0,14,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.9
