FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Philip,Billing,MID,BOU,5000000,1,38,1.9,3.8E-07,7.6E-06,0,19415,7,24,0,0,0,0,0,7.6,88,0,0,38,0,0.4,0,1.8,2,0,5,0,1,0.1,16103,0,-1,0,0,1532,81,0,0,220,Watford,Norwich,Brighton,Aston Villa,Sheffield United,1.6,1,1.4,1.4,1.7,1.2,1,1,1.4,1.2,1.6,1,1.2,1,1,1.3,1,61.6
Yves,Bissouma,MID,BHA,5000000,0,13,0.619047619047619,1.23809523809524E-07,2.6E-06,0,988,1,5,0,0,0,0,0,2.6,18,0,0,13,0,0.2,0,1.2,0,0,1,0,0,0,993,0,-1,0,0,402,15,0,0,65,Everton,Aston Villa,Bournemouth,West Ham,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,18.9
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,7555,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,-1,0,0,0,2,0,0,0,Man City,Brighton,Watford,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4800000,0,34,1.61904761904762,3.37301587301587E-07,7.08333333333333E-06,0,658118,0,7,0,0,0,0,0,7.1,756,-2,0,34,2,0,0,0,7,0,3,0,1,2,343157,0,-1,0,0,720,13,0,1,170,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,1.3,1.1,1.2,1.2,1.1,1.3,0.9,0.9,1.6,0.8,1.3,1,28.7
Gaetan,Bong,DEF,BHA,4300000,0,3,0.142857142857143,3.32225913621262E-08,6.97674418604651E-07,0,7260,0,3,0,0,0,0,0,0.7,33,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,2198,0,-1,0,0,57,21,0,0,15,Everton,Aston Villa,Bournemouth,West Ham,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Artur,Boruc,GLK,BOU,4300000,0,0,0,0,0,0,19128,0,0,0,0,0,0,0,0,71,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,6824,0,-1,0,0,0,31,0,0,0,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,27,1.28571428571429,2.33766233766234E-07,4.90909090909091E-06,0,16537,2,12,0,0,0,0,0,4.9,38,0,0,27,0,0.1,0,0.3,0,0,1,0,3,0.1,14491,0,-1,0,0,557,41,0,0,78,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.8,49.9
Robbie,Brady,MID,BUR,5500000,0,28,1.33333333333333,2.42424242424242E-07,5.09090909090909E-06,0,3587,1,10,0,0,0,1,0,5.1,63,0,0,28,0,0.2,0,1,0,0,1,0,2,0.1,3530,0,-1,0,0,394,22,0,0,99,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0,0.7,0.7,0.8,0.8,0.9,0.7,0.7,0.7,0.9,0.7,1.1,0.7,0.7,0.8,0.7,0.8,27.7
Claudio,Bravo,GLK,MCI,4800000,0,11,0.523809523809524,1.09126984126984E-07,2.29166666666667E-06,0,30015,0,7,0,8,0,0,0,2.3,346,-2,0,11,2,0.4,0,1.7,0,0,1,0,0,0.4,21719,0,-1,0,0,346,99,0,0,69,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.8
Rhian,Brewster,FWD,LIV,4200000,0,0,0,0,0,0,72704,0,0,0,0,0,0,0,0,601,-3,0,0,3,0,0,0,0,0,0,0,0,0.5,58843,0,-1,0,0,0,542,0,0,0,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,18522,0,0,0,0,0,0,0,0,11,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,710,0,-1,0,0,0,2,0,0,0,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,2,71,3.2,5.33333333333333E-07,1.18333333333333E-05,0,192413,2,40,0,0,0,0,0,11.8,764,0,0,71,0,0.8,0,4.5,10,0,1,0,7,0.9,199487,0,-1,0,1,1682,1359,0,0,344,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,2,3.5,1.9,2.6,2.2,2.6,2.5,3.5,3,3.4,2.7,3.3,2.6,2.8,2.2,3.5,1.7,168.5
Dan,Burn,DEF,BHA,4500000,0,47,2.2,4.88888888888889E-07,1.04444444444444E-05,0,28953,3,29,0,0,0,0,0,10.4,598,0,0,47,0,0.4,0,1.8,0,0,5,0,0,0.2,33641,0,-1,0,0,1821,5,0,0,313,Everton,Aston Villa,Bournemouth,West Ham,Watford,0,0,0,0,0,1.4,2.2,1.3,1.6,1.4,2,1.6,1.8,1.8,1.5,2.5,1.2,72.5
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,679101,0,0,0,0,0,0,0,0,5040,0,0,0,0,0,0,0,0,0,0,0,0,19.9,429720,0,-1,0,0,0,1833,0,0,0,Everton,Aston Villa,Bournemouth,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oskar,Buur,DEF,WOL,4000000,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0,-1,0,0,0,99,0,0,0,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,0,16,1.2,2.72727272727273E-07,3.63636363636364E-06,0,9112,4,21,0,0,0,0,0,3.6,51,-1,0,16,1,0.2,0,1,0,0,1,0,0,0.1,5389,0,-1,0,0,996,29,0,0,140,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0.6,0.7,0.6,0.7,0.7,0.6,0.6,0.6,0.6,1,0.6,0.8,0.6,0.9,0.6,0.6,0.6,43.8
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,11295,0,0,0,0,0,0,0,0,44,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3276,0,-1,0,0,0,9,0,0,0,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4400000,2,33,2.5,5.68181818181818E-07,7.5E-06,0,172390,1,18,0,0,0,0,0,7.5,312,-1,0,33,1,0.1,0,0.3,3,0,3,0,0,1.1,101108,0,-1,0,0,1170,438,0,0,210,Arsenal,Man City,Southampton,Sheffield United,Everton,2,1.8,1.7,2.1,2.2,3.1,1.8,2.5,1.7,1.9,2.1,1.6,2.2,2.5,2.5,1.5,2.9,42
,Callum Wilson,FWD,BOU,7400000,2,69,3.3,4.45945945945946E-07,9.32432432432433E-06,0,1627645,4,34,0,0,0,5,0,9.3,2117,-6,0,69,6,0.2,0,1.2,4,0,3,0,3,4.7,775517,0,-1,0,1,1716,1679,0,0,210,Watford,Norwich,Brighton,Aston Villa,Sheffield United,3.8,4,3.6,4.2,2.3,3.1,3.3,2.5,3.7,2.9,3.4,2.9,4.2,3,3.4,3.5,2.6,90.6
Dominic,Calvert-Lewin,FWD,EVE,5900000,1,70,3.5,5.93220338983051E-07,1.1864406779661E-05,0,250255,5,21,0,0,0,8,0,11.9,18774,-1,0,70,1,0.7,0,4.2,9,0,5,0,0,7,621496,0,-1,0,1,1307,19560,0,0,244,Brighton,West Ham,Newcastle,Watford,Crystal Palace,4.1,3,3.8,2.9,4.2,3.2,4.7,3.3,3.2,4.1,3.5,3.4,4,2.9,4.7,2.3,4.2,110.4
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,-1,0,0,0,2,0,0,0,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4500000,0,1,0.0476190476190476,1.05820105820106E-08,2.22222222222222E-07,0,47542,0,0,0,0,0,0,0,0.2,98,-5,0,1,5,0,0,0,0,0,0,0,0,0.2,4640,0,-1,0,0,5,3,0,0,3,Arsenal,Man City,Southampton,Sheffield United,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5200000,0,21,1,1.92307692307692E-07,4.03846153846154E-06,0,172722,1,4,0,0,0,0,0,4,254,-3,0,21,3,0.1,0,0.3,3,0,2,0,0,0.8,117909,0,-1,0,0,487,90,0,0,120,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,28.7
Todd,Cantwell,MID,NOR,4900000,2,86,3.9,7.95918367346939E-07,1.75510204081633E-05,0,1650670,2,34,0,0,0,6,0,17.6,12396,4,0,86,-4,0.9,0,4.3,10,0,3,0,2,24,3187242,0,-1,0,2,1536,22496,0,0,299,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,2.8,4.7,2.7,3.6,3.1,3.6,3.4,4.6,4,4.5,3.6,4.4,3.5,3.8,3.1,4.7,2.4,122
Etienne,Capoue,MID,WAT,4800000,3,42,2.5,5.20833333333333E-07,8.75E-06,0,61911,5,30,0,0,0,0,0,8.8,288,-2,0,42,2,0.6,0,2.8,2,0,5,0,2,0.3,18833,0,-1,0,0,1508,26,0,0,225,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,2,1.2,2.4,1.6,1.3,1.5,1.4,1.7,1.7,2.1,1.4,2.2,2.6,1.4,1.4,1.7,45.8
,Cardoso,DEF,WHU,4000000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,-1,0,0,0,34,0,0,0,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carlos Sanchez,MID,WHU,4300000,0,7,0.35,8.13953488372093E-08,1.62790697674419E-06,0,32668,0,2,0,0,0,0,0,1.6,435,-2,0,7,2,0.1,0,0.6,0,0,0,0,0,0.4,31652,0,-1,0,0,112,697,0,0,20,Sheffield United,Everton,Leicester,Liverpool,Brighton,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.1
Andy,Carroll,FWD,NEW,5400000,1,25,1.9,3.51851851851852E-07,4.62962962962963E-06,0,17948,1,7,0,0,0,0,0,4.6,149,-1,0,25,1,0.3,0,1.5,0,0,2,0,3,0.1,13239,0,-1,0,0,507,90,0,0,75,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,1.1,1.5,1,2.3,1.2,1.1,1.7,1.5,1.1,2,1.2,1.6,1.3,1.1,2,1.1,1.2,39.9
Scott,Carson,GLK,MCI,4000000,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5841,0,-1,0,0,0,122,0,0,0,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4300000,6,59,3,6.97674418604651E-07,1.37209302325581E-05,0,222756,4,23,0,0,0,0,0,13.7,1369,-2,0,59,2,0.9,0,3.8,3,0,7,0,0,2,95601,0,-1,0,1,1723,3134,0,0,324,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,2.2,3.8,3.1,4,2.3,1.9,3,2.5,2.8,2,2.4,2.5,3.5,4,3,3,1.9,36.2
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,608,0,-1,0,0,0,3,0,0,0,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5200000,0,27,1.28571428571429,2.47252747252747E-07,5.19230769230769E-06,0,1126569,0,10,0,0,0,0,0,5.2,661,-3,0,27,3,0,0,0,3,0,1,0,2,3.1,996106,0,-1,0,1,659,79,0,0,130,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,0.6,1,0.6,0.6,0.9,0.8,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.9,42.9
,Cedric,DEF,SOU,4800000,2,38,2.7,5.625E-07,7.91666666666667E-06,0,22214,1,15,0,0,0,0,0,7.9,209,-2,0,38,2,0.8,0,3.8,3,0,3,0,0,0.2,13648,0,-1,0,0,1196,602,0,0,200,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,2.3,1.9,2.6,2.5,2,3.5,3.1,3,2.6,1.8,2.3,2,2.9,2,2.3,2.4,2,50.1
Nathaniel,Chalobah,MID,WAT,4400000,3,21,1,2.27272727272727E-07,4.77272727272727E-06,0,19555,1,7,0,0,0,0,0,4.8,138,-1,0,21,1,0.5,0,2.2,2,0,1,0,1,0.2,15306,0,-1,0,0,562,151,0,0,81,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,17.5
,Chamberlain,MID,LIV,6200000,2,27,1.35,2.17741935483871E-07,4.35483870967742E-06,0,82525,1,3,0,0,0,1,0,4.4,184,-3,0,27,3,0.1,0,0.6,0,0,4,0,0,0.4,66495,0,-1,0,0,567,396,0,0,87,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,0.7,0.8,1.4,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,40.7
Calum,Chambers,DEF,ARS,4400000,0,42,3,6.81818181818182E-07,9.54545454545455E-06,0,155719,5,15,0,0,0,1,0,9.5,1522,-1,0,42,1,0.5,0,2.2,5,0,3,0,1,0.8,140301,0,-1,0,0,1102,11,0,0,197,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.7
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,7201,0,0,0,0,0,0,0,0,18,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1673,0,-1,0,0,0,27,0,0,0,Man City,Brighton,Watford,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,141544,0,4,0,0,0,1,0,1.5,37,0,0,9,0,0,0,0,2,0,0,0,0,0.4,86929,0,-1,0,1,106,10,0,0,27,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5700000,1,76,4.2,7.36842105263158E-07,1.33333333333333E-05,0,737193,1,18,0,0,0,1,0,13.3,13669,2,0,76,-2,0.3,0,1.7,3,0,7,0,3,10.9,1109880,0,-1,0,1,1609,2924,0,0,348,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,3.7,3.8,5.6,4.4,3.9,4.5,4.6,6.2,4.1,4.9,5.1,5.3,3.7,4.2,4.4,4.9,5,82.2
Tahith,Chong,MID,MUN,4300000,0,2,0.0952380952380952,2.21483942414175E-08,4.65116279069767E-07,0,74244,0,0,0,0,0,0,0,0.5,690,-2,0,2,2,0,0,0,0,0,0,0,0,0.7,93570,0,-1,0,0,24,165,0,0,4,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Hamza,Choudhury,MID,LEI,4300000,2,25,1.19047619047619,2.76854928017719E-07,5.81395348837209E-06,0,110366,2,8,0,0,0,1,0,5.8,813,-2,0,25,2,0.4,0,1.7,0,0,1,0,1,0.9,121817,0,-1,0,0,546,1592,0,0,111,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.7,25.4
Andreas,Christensen,DEF,CHE,4900000,6,17,0.80952380952381,1.65208940719145E-07,3.46938775510204E-06,0,100417,2,15,0,0,0,0,0,3.5,95,-1,0,17,1,0.2,0,1,0,0,2,0,0,0.6,60440,0,-1,0,0,761,142,0,0,144,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,22.1
Ciaran,Clark,DEF,NEW,4300000,2,36,1.71428571428571,3.98671096345515E-07,8.37209302325581E-06,0,57880,2,10,0,0,0,2,0,8.4,137,-2,0,36,2,0.1,0,0.3,2,0,2,0,0,0.3,60429,0,-1,0,1,855,109,0,0,156,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0.9,1.2,1.2,1.5,0.9,1,1.2,0.9,1.2,2.1,0.9,1.7,0.9,0.9,1.7,0.9,1.2,36.8
Leon,Clarke,FWD,SHU,4500000,0,1,0.0476190476190476,1.05820105820106E-08,2.22222222222222E-07,0,8097,0,0,0,0,0,0,0,0.2,107,0,0,1,0,0,0,0,0,0,0,0,0,0.1,10802,0,-1,0,0,13,37,0,0,-1,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1228,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,381,0,-1,0,0,0,0,0,0,0,Everton,Aston Villa,Bournemouth,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4800000,0,24,1.14285714285714,2.38095238095238E-07,5E-06,0,25749,0,17,0,0,0,1,0,5,40,-2,0,24,2,0,0,0,2,0,1,0,0,0.1,21225,0,-1,0,0,645,2,0,0,120,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,0,0,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,47.5
Conor,Coady,DEF,WOL,5000000,2,53,2.4,4.8E-07,1.06E-05,0,100492,2,28,0,0,0,0,0,10.6,1470,0,0,53,0,0.3,0,1.5,2,0,4,0,0,1.6,102458,0,-1,0,0,1980,483,0,0,352,Newcastle,Southampton,Liverpool,Man Utd,Leicester,2.8,1.7,2,1.4,1.8,2.4,2.1,2.2,2.3,2.1,2.4,1.8,1.7,2.9,1.5,2.4,1.9,37.6
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,23108,0,0,0,0,0,0,0,0,54,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,23558,0,-1,0,0,0,5,0,0,0,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5300000,1,29,1.38095238095238,2.60557053009883E-07,5.47169811320755E-06,0,260604,3,16,0,0,0,0,0,5.5,288,-2,0,29,2,0.3,0,1.7,2,0,3,0,1,1.2,112783,0,-1,0,0,963,114,0,1,182,Brighton,West Ham,Newcastle,Watford,Crystal Palace,1,0.9,1.3,0.7,1.1,0.7,1,0.7,0.9,0.7,0.8,0.8,0.7,0.7,1.6,0.7,0.9,41.7
Aaron,Connolly,FWD,BHA,4400000,0,37,2.6,5.90909090909091E-07,8.40909090909091E-06,0,292567,0,12,0,0,0,2,0,8.4,2578,-1,0,37,1,0.2,0,0.7,3,0,2,0,2,1.4,373338,0,-1,0,1,715,884,0,0,82,Everton,Aston Villa,Bournemouth,West Ham,Watford,1.7,3,2.1,2,2.7,1.5,2.7,1.9,2.7,1.8,3,2.8,1.9,2.7,2.6,2.4,2.1,45.4
Jack,Cork,MID,BUR,4900000,2,45,2.2,4.48979591836735E-07,9.18367346938776E-06,0,21279,0,33,0,0,0,0,0,9.2,74,-1,0,45,1,0.5,0,2.3,0,0,6,0,0,0.2,11708,0,-1,0,0,1735,20,0,0,205,Chelsea,Leicester,Man Utd,Arsenal,Southampton,1.2,1.3,1.1,1.9,1.7,2,1.4,1.6,1.1,2.1,1.2,2.3,1.2,1.1,1.8,1.2,1.9,57.2
Helder,Costa,MID,WOL,4900000,0,0,0,0,0,0,1675,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,719,0,-1,0,0,0,1,0,0,0,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,4700000,2,54,3.6,7.65957446808511E-07,1.14893617021277E-05,0,200885,6,23,0,0,0,3,0,11.5,1100,-3,0,54,3,0.6,0,2.6,5,0,4,0,0,1.3,248683,0,-1,0,2,1303,1934,0,0,228,Sheffield United,Everton,Leicester,Liverpool,Brighton,3.3,4.9,6.8,4,3.4,3.5,3,2.8,3.5,3.8,3.6,4,3.6,3.5,4.1,2.8,5.4,59.5
,Cuco Martina,DEF,EVE,4000000,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,0,-1,0,0,0,45,0,0,0,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,0,-1,0,0,0,34,0,0,0,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5500000,0,23,1.9,3.45454545454545E-07,4.18181818181818E-06,0,91137,0,6,0,0,0,2,0,4.2,516,-5,0,23,5,0,0,0.2,0,0,1,0,0,0.5,26161,0,-1,0,0,292,5,0,0,69,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,5668,0,0,0,0,0,0,0,0,18,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1312,0,-1,0,0,0,8,0,0,0,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,4900000,0,1,0.0476190476190476,9.71817298347911E-09,2.04081632653061E-07,0,10643,0,0,0,0,0,0,0,0.2,21,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1358,0,-1,0,0,59,6,0,0,8,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
James,Daly,FWD,CRY,4500000,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,-1,0,0,0,19,0,0,0,Arsenal,Man City,Southampton,Sheffield United,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4300000,0,3,0.142857142857143,3.32225913621262E-08,6.97674418604651E-07,0,16805,0,2,0,0,0,0,0,0.7,19,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,3203,0,-1,0,0,126,1,0,0,18,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.2
,Danilo,DEF,MCI,5000000,0,0,0,0,0,0,5745,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,-1,0,0,0,4,0,0,0,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Danjuma,MID,BOU,5800000,0,18,0.857142857142857,1.47783251231527E-07,3.10344827586207E-06,0,4723,0,6,0,0,0,0,0,3.1,11,-2,0,18,2,0,0,0,0,0,2,0,1,0,1013,0,-1,0,0,405,1,0,0,55,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.5
Scott,Dann,DEF,CRY,4300000,0,15,0.714285714285714,1.66112956810631E-07,3.48837209302326E-06,0,20375,0,2,0,0,0,0,0,3.5,58,-2,0,15,2,0.1,0,0.3,0,0,1,0,1,0.2,10033,0,-1,0,0,335,13,0,0,71,Arsenal,Man City,Southampton,Sheffield United,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,16
Kevin,Danso,DEF,SOU,4200000,0,9,0.428571428571429,1.02040816326531E-07,2.14285714285714E-06,0,3192,0,8,0,0,0,0,0,2.1,26,-3,0,9,3,0,0,0,0,0,1,0,1,0,3101,0,-1,0,0,275,24,0,1,46,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Karl,Darlow,GLK,NEW,4300000,0,0,0,0,0,0,5960,0,0,0,0,0,0,0,0,22,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1774,0,-1,0,0,0,10,0,0,0,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4900000,0,0,0,0,0,0,4820,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,557,0,-1,0,0,0,2,0,0,0,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
