FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Michy,Batshuayi,FWD,CHE,6600000,1,7,1.16666666666667,1.76767676767677E-07,1.06060606060606E-06,0,42487,0,2,0,0,0,0,0,1.1,434,-4,0,7,4,0.3,0,1.8,0,0,0,0,1,0.4,7355,0,-1,0,0,39,443,0,0,6,Brighton,Southampton,Newcastle,Burnley,Watford,0.6,0.7,0.6,0.6,1.2,0.7,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.6,0.9,0.7,0.7,0.7,0.6,0.6,0.6,1.3,0.6,0.6,1.5,0.6,0.6,8.7
Jan,Bednarek,DEF,SOU,4500000,0,18,2.6,5.77777777777778E-07,4E-06,0,29845,1,11,0,0,0,0,0,4,1842,0,0,18,0,0.5,0,2.2,1,0,2,0,0,1,43591,0,-1,0,0,630,153,0,0,109,Tottenham,Chelsea,Wolverhampton,Leicester,Man City,2.3,1.4,2.3,2.1,1.7,2.6,2.1,1.9,2.2,3.4,1.9,2.7,2.2,2.8,1.9,2.2,1.5,2.4,2.1,1.4,3,2.5,2.2,1.6,1.4,2.5,1.3,2.6,2.3,1.6,1.7,1.6,17.8
Asmir,Begovic,GLK,BOU,4300000,0,0,0,0,0,0,117792,0,0,0,0,0,0,0,0,1845,-2,0,0,2,0,0,0,0,0,0,0,0,1.3,11205,0,-1,0,0,0,65,0,0,0,West Ham,Arsenal,Norwich,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,0,0,0,0,0,5940,0,0,0,0,0,0,0,0,186,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7717,0,-1,0,0,0,1844,0,0,0,Man Utd,Bournemouth,Sheffield United,Crystal Palace,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4900000,0,9,1.5,3.06122448979592E-07,1.83673469387755E-06,0,22978,2,5,0,0,0,0,0,1.8,1282,-1,0,9,1,0,0,0,0,0,1,0,0,0.5,11684,0,-1,0,0,360,66,0,0,60,Watford,Man City,Southampton,Newcastle,Arsenal,0.9,0.8,0.8,1.4,0.8,1.5,0.8,0.8,0.9,1,0.9,0.8,0.8,0.8,0.9,1.1,1.1,0.8,0.8,1,1.1,0.8,0.8,0.9,0.8,1,0.8,1.1,1.3,0.8,1.5,0.8,12.1
Christian,Benteke,FWD,CRY,5800000,0,8,1.3,2.24137931034483E-07,1.37931034482759E-06,0,56560,0,3,0,0,0,0,0,1.4,1124,-2,0,8,2,0.1,0,0.8,0,0,1,0,0,0.7,23805,0,-1,0,0,231,228,0,0,33,Norwich,West Ham,Man City,Arsenal,Leicester,1.9,0.6,0.9,0.6,0.9,0.6,0.7,0.6,1,1.1,0.8,0.6,0.8,0.6,0.7,1.1,0.6,0.7,0.6,0.6,0.7,0.6,1.8,0.6,0.6,1,0.6,1.1,0.6,1.3,0.6,1.1,18
,Bernard,MID,EVE,6500000,0,17,2.8,4.30769230769231E-07,2.61538461538462E-06,0,154540,2,3,0,0,0,1,0,2.6,6789,0,0,17,0,0.1,0,0.5,3,0,2,0,0,1.2,173509,0,-1,0,1,328,94,0,0,52,Man City,Burnley,West Ham,Brighton,Tottenham,0,1.7,2.2,2.1,2.2,2.2,3.4,1.4,1.4,2.1,1.4,2.7,3,2.3,1.4,2.5,1.4,2.7,2,3.3,1.9,3.2,1.4,1.8,1.4,2.4,1.4,2.1,2.2,2.8,2.9,2.9,23.6
,Bernardo,DEF,BHA,4400000,0,2,0.333333333333333,7.57575757575757E-08,4.54545454545455E-07,0,6009,0,3,0,0,0,0,0,0.5,224,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.1,1493,0,-1,0,0,67,1,0,0,14,Chelsea,Tottenham,Aston Villa,Everton,Norwich,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.9
,Bernardo Silva,MID,MCI,7900000,1,34,5.66666666666667,7.17299578059072E-07,4.30379746835443E-06,0,1065872,2,6,0,0,0,4,0,4.3,23005,-1,0,34,1,0.9,0,7.5,2,0,1,0,1,14.4,382390,0,-1,0,1,341,20817,0,0,141,Everton,Wolverhampton,Crystal Palace,Aston Villa,Southampton,5.4,7.4,4.9,7.3,5.9,4.7,5.9,7.3,5.8,7.9,6.3,6.5,6.9,7.3,7.6,4.3,8.1,7.9,4.5,6.1,4.5,7,4.7,7.7,5.2,5.3,7,7,6.9,7.4,6.6,8.2,60.9
Ryan,Bertrand,DEF,SOU,4900000,1,4,1,2.04081632653061E-07,8.16326530612245E-07,0,39260,0,8,0,0,0,0,0,0.8,442,-1,0,4,1,0.1,0,0.5,0,0,0,0,0,0.6,6650,0,-1,0,0,301,187,0,0,36,Tottenham,Chelsea,Wolverhampton,Leicester,Man City,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,13.8
Muhamed,Besic,MID,SHU,4500000,0,0,0,0,0,0,10025,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5006,0,-1,0,0,0,92,0,0,0,Liverpool,Watford,Arsenal,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip,Billing,MID,BOU,5000000,2,14,2,4E-07,2.8E-06,0,8948,2,11,0,0,0,0,0,2.8,334,0,0,14,0,0.5,0,2.5,0,0,0,0,1,0.2,8573,0,-1,0,0,583,235,0,0,85,West Ham,Arsenal,Norwich,Watford,Man Utd,1,1.4,1.8,1.5,1.6,1.7,1.4,1,1,1,1.1,1.5,1.3,1.6,1,1.5,1,1.2,1.4,2.2,1.2,1,1,1.7,1.6,1.3,1,1,1.2,1,1,1.1,25.9
Yves,Bissouma,MID,BHA,5000000,1,2,0.333333333333333,6.66666666666667E-08,4E-07,0,232,0,0,0,0,0,0,0,0.4,21,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0,211,0,-1,0,0,53,28,0,0,5,Chelsea,Tottenham,Aston Villa,Everton,Norwich,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.1
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,6132,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0.1,377,0,-1,0,0,0,5,0,0,0,Burnley,Norwich,Brighton,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5000000,7,25,4.2,8.4E-07,5E-06,0,305802,0,6,0,0,0,0,0,5,3998,0,0,25,0,0.5,0,2.5,6,0,2,0,1,5.1,205190,0,-1,0,0,540,2605,0,1,130,Watford,Man City,Southampton,Newcastle,Arsenal,4.7,3.2,3.8,5.9,3.9,6.3,3.2,4.2,4.7,5,4.7,3.1,3.5,3.9,4.5,5.2,5.2,3.7,4.2,5,5.3,4.3,4.1,4.5,2.8,4.9,3.8,5.3,5.8,3.1,6.1,4,23.6
Gaetan,Bong,DEF,BHA,4400000,0,2,0.333333333333333,7.57575757575757E-08,4.54545454545455E-07,0,4522,0,3,0,0,0,0,0,0.5,99,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0.1,1169,0,-1,0,0,55,43,0,0,12,Chelsea,Tottenham,Aston Villa,Everton,Norwich,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.9
Artur,Boruc,GLK,BOU,4400000,0,0,0,0,0,0,11923,0,0,0,0,0,0,0,0,279,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,4065,0,-1,0,0,0,118,0,0,0,West Ham,Arsenal,Norwich,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,2,17,2.83333333333333,5.15151515151515E-07,3.09090909090909E-06,0,6987,0,7,0,0,0,0,0,3.1,423,0,0,17,0,0.5,0,3,0,0,1,0,2,0.2,10775,0,-1,0,0,358,283,0,0,53,Tottenham,Chelsea,Wolverhampton,Leicester,Man City,1.9,1.4,3.1,1.7,1.4,2.2,2.7,2.2,2.6,3.2,1.5,1.8,2.2,2.5,1.4,1.8,2.1,2,1.9,2.2,2,2.1,1.9,1.9,1.9,2.9,1.4,2.3,2,1.7,3.1,2.3,33.8
Robbie,Brady,MID,BUR,5500000,1,2,0.333333333333333,6.06060606060606E-08,3.63636363636364E-07,0,1087,0,0,0,0,0,0,0,0.4,27,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0,413,0,-1,0,0,8,32,0,0,6,Aston Villa,Everton,Leicester,Chelsea,Sheffield United,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,13538,0,0,0,0,0,0,0,0,228,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2717,0,-1,0,0,0,46,0,0,0,Everton,Wolverhampton,Crystal Palace,Aston Villa,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,LIV,4400000,0,0,0,0,0,0,37831,0,0,0,0,0,0,0,0,1203,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,35743,0,-1,0,0,0,729,0,0,0,Sheffield United,Leicester,Man Utd,Tottenham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,16796,0,0,0,0,0,0,0,0,115,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,407,0,-1,0,0,0,13,0,0,0,West Ham,Arsenal,Norwich,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,2,28,4,6.66666666666667E-07,4.66666666666667E-06,0,67746,1,15,0,0,0,0,0,4.7,7379,0,0,28,0,0.7,0,4.2,3,0,0,0,4,2,153604,0,-1,0,1,622,2793,0,0,117,Crystal Palace,Aston Villa,Bournemouth,Man Utd,Brighton,2,5.1,3.1,5.5,3,5.3,2.1,4.9,3.1,5.4,2,5.1,2,4.1,5.7,2,5.1,2,3.3,3.6,3,4.5,4.1,4.1,5.3,2.6,4.6,2.8,4.2,2,5.3,2,55.9
Dan,Burn,DEF,BHA,4500000,1,18,2.6,5.77777777777778E-07,4E-06,0,8168,0,10,0,0,0,0,0,4,266,0,0,18,0,0.5,0,2.2,0,0,2,0,0,0.2,13994,0,-1,0,0,630,161,0,0,102,Chelsea,Tottenham,Aston Villa,Everton,Norwich,2,2.1,2.6,2.8,2.5,2.1,2.3,1.9,2,1.7,2.3,1.8,2.2,1.3,1.6,2.5,3.2,1.5,2.3,2.1,2.8,3,2.2,1.6,2.1,2.9,1.5,1.5,1.5,2.8,2.4,1.5,24.9
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,287054,0,0,0,0,0,0,0,0,9018,0,0,0,0,0,0,0,0,0,0,0,0,25.1,322017,0,-1,0,0,0,3710,0,0,0,Chelsea,Tottenham,Aston Villa,Everton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,0,2,0.333333333333333,7.57575757575757E-08,4.54545454545455E-07,0,4908,1,5,0,0,0,0,0,0.5,275,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.1,3734,0,-1,0,0,181,61,0,0,26,Crystal Palace,Aston Villa,Bournemouth,Man Utd,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.2
Willy,Caballero,GLK,CHE,4900000,0,0,0,0,0,0,7538,0,0,0,0,0,0,0,0,159,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1907,0,-1,0,0,0,55,0,0,0,Brighton,Southampton,Newcastle,Burnley,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4500000,6,16,3.2,7.11111111111111E-07,3.55555555555556E-06,0,69818,1,6,0,0,0,0,0,3.6,1038,0,0,16,0,0.8,0,3.8,1,0,2,0,0,1.8,51080,0,-1,0,0,450,1297,0,0,88,Norwich,West Ham,Man City,Arsenal,Leicester,4.2,2.1,2.9,1.7,4,1.7,3,1.6,2.3,2.1,3.4,3.2,3.8,2.6,1.6,3.1,1.6,3.1,3.4,2.2,4.1,2.4,3.8,1.6,1.7,3.1,1.8,3.2,2.3,4.7,1.9,3.8,20.4
,Callum Wilson,FWD,BOU,7900000,6,46,6.6,8.35443037974683E-07,5.82278481012658E-06,0,731479,1,12,0,0,0,5,0,5.8,7761,-1,-1,46,1,1,0,7.8,4,0,0,0,3,11.7,356660,0,-1,0,1,607,40312,1,0,159,West Ham,Arsenal,Norwich,Watford,Man Utd,7.7,8.9,9.9,8.7,9.9,8.7,7.3,8.6,6.8,7.2,8.9,8.9,8.6,9.2,7.6,8.9,7.7,7.9,9.6,8,7.9,8.6,7.6,9.4,7.9,7.3,7.8,9.1,8.4,8.3,7.6,7.9,57.8
Dominic,Calvert-Lewin,FWD,EVE,5800000,6,18,3,5.17241379310345E-07,3.10344827586207E-06,0,106873,1,7,0,0,0,2,0,3.1,1100,-2,0,18,2,0.6,0,3.2,0,0,2,0,0,1,54008,0,-1,0,0,403,5241,0,0,55,Man City,Burnley,West Ham,Brighton,Tottenham,3.2,1.9,2.8,2.5,3.6,2.8,4.5,1.6,1.8,3.6,1.9,3.5,3.4,2.3,2,2.9,1.8,2.6,3.4,3.6,2.7,4.1,2.7,2.6,2.9,3.1,2.3,2.7,1.9,3.8,1.9,3.3,24.7
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,-1,0,0,0,3,0,0,0,Sheffield United,Leicester,Man Utd,Tottenham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4700000,0,1,0.166666666666667,3.54609929078014E-08,2.12765957446809E-07,0,38747,0,0,0,0,0,0,0,0.2,357,-3,0,1,3,0,0,0.2,0,0,0,0,0,0.3,2566,0,-1,0,0,5,83,0,0,3,Norwich,West Ham,Man City,Arsenal,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5300000,0,2,0.333333333333333,6.28930817610063E-08,3.77358490566038E-07,0,80564,0,0,0,0,0,0,0,0.4,1712,-2,0,2,2,0,0,0.2,0,0,0,0,0,0.8,32804,0,-1,0,0,37,196,0,0,12,Everton,Wolverhampton,Crystal Palace,Aston Villa,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9
Todd,Cantwell,MID,NOR,5000000,2,31,4.4,8.8E-07,6.2E-06,0,311977,1,15,0,0,0,2,0,6.2,33966,5,0,31,-5,0.6,0,3,2,0,0,0,2,27.4,2027165,0,-1,0,0,606,18910,0,0,105,Crystal Palace,Aston Villa,Bournemouth,Man Utd,Brighton,2.2,5.8,3.6,6.3,3.5,6,2.4,5.5,3.6,6.2,2.2,5.8,2.2,4.7,6.4,2.2,5.8,2.2,3.8,4.2,3.5,5.2,4.7,4.7,6,3.1,5.2,3.3,4.8,2.3,6,2.2,47.3
Etienne,Capoue,MID,WAT,4800000,2,10,1.7,3.54166666666667E-07,2.08333333333333E-06,0,42853,2,19,0,0,0,0,0,2.1,496,-2,0,10,2,0.3,0,1.2,0,0,0,0,0,0.5,10458,0,-1,0,0,532,284,0,0,76,Wolverhampton,Sheffield United,Tottenham,Bournemouth,Chelsea,1.1,1.3,0.8,1.2,0.8,0.8,1.3,1.1,0.8,1.4,0.8,1.4,1.6,1.2,1.2,1.2,0.8,0.8,1.3,1.1,0.8,0.8,0.8,1,0.8,0.8,0.8,1.5,1.1,0.8,0.8,1,12.9
,Carlos Sanchez,MID,WHU,4500000,0,3,0.5,1.11111111111111E-07,6.66666666666667E-07,0,15978,0,0,0,0,0,0,0,0.7,419,0,0,3,0,0,0,0.2,0,0,0,0,0,0.4,11151,0,-1,0,0,14,104,0,0,9,Bournemouth,Crystal Palace,Everton,Sheffield United,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,NEW,5400000,1,2,0.333333333333333,6.17283950617284E-08,3.7037037037037E-07,0,8786,0,2,0,0,0,0,0,0.4,181,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0.1,3803,0,-1,0,0,35,256,0,0,4,Leicester,Man Utd,Chelsea,Wolverhampton,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.9
Craig,Cathcart,DEF,WAT,4400000,1,6,1.2,2.72727272727273E-07,1.36363636363636E-06,0,162604,1,10,0,0,0,0,0,1.4,1643,-1,0,6,1,0.1,0,0.5,0,0,0,0,0,1.7,8849,0,-1,0,0,450,161,0,0,65,Wolverhampton,Sheffield United,Tottenham,Bournemouth,Chelsea,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,1.1,0.6,1.1,0.7,1.2,0.6,0.6,0.7,0.6,1,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.6,9.1
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,251,0,-1,0,0,0,5,0,0,0,Watford,Man City,Southampton,Newcastle,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5600000,0,18,3,5.35714285714286E-07,3.21428571428571E-06,0,593969,0,7,0,0,0,0,0,3.2,25639,1,0,18,-1,0.2,0,1,3,0,0,0,2,10.5,959723,0,-1,0,1,325,3181,0,0,68,Man Utd,Bournemouth,Sheffield United,Crystal Palace,Wolverhampton,1.8,2.8,3.7,3.3,2.8,1.7,2.1,1.7,2.4,1.9,1.5,2.1,3,2,3.2,1.9,3.1,2,2.3,2.6,3,1.5,2.1,2.9,3,3.3,2.9,2.4,1.7,1.7,1.6,3,22.5
,Cedric,DEF,SOU,4900000,0,9,1.5,3.06122448979592E-07,1.83673469387755E-06,0,12223,0,4,0,0,0,0,0,1.8,634,-1,0,9,1,0.4,0,2.2,0,0,1,0,0,0.3,5956,0,-1,0,0,270,78,0,0,53,Tottenham,Chelsea,Wolverhampton,Leicester,Man City,0,0.8,0.9,0.8,0.8,1.1,0.9,0.8,0.9,1.6,0.8,1.2,0.9,1.2,0.8,0.9,0.8,1,0.8,0.8,1.3,1,0.9,0.8,0.8,1,0.8,1.1,0.9,0.8,0.8,0.8,13.6
Nathaniel,Chalobah,MID,WAT,4500000,0,1,0.166666666666667,3.7037037037037E-08,2.22222222222222E-07,0,9355,0,0,0,0,0,0,0,0.2,233,0,0,1,0,0,0,0.2,0,0,0,0,0,0.2,4827,0,-1,0,0,19,58,0,0,2,Wolverhampton,Sheffield United,Tottenham,Bournemouth,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
,Chamberlain,MID,LIV,6300000,1,7,1.16666666666667,1.85185185185185E-07,1.11111111111111E-06,0,24420,0,3,0,0,0,0,0,1.1,551,-2,0,7,2,0.2,0,1,0,0,0,0,0,0.3,9858,0,-1,0,0,195,149,0,0,40,Sheffield United,Leicester,Man Utd,Tottenham,Aston Villa,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,11.1
Calum,Chambers,DEF,ARS,4400000,0,13,2.16666666666667,4.92424242424242E-07,2.95454545454545E-06,0,47338,0,1,0,0,0,1,0,3,762,-1,0,13,1,0.4,0,1.8,0,0,1,0,0,1,44994,0,-1,0,0,135,1605,0,0,43,Man Utd,Bournemouth,Sheffield United,Crystal Palace,Wolverhampton,1.4,1.1,2,2.5,1.4,1.4,1.3,1.1,1.5,1.6,1.2,1.7,1.1,1.4,2.5,1.5,1.5,1.3,1.1,2,2.3,1.1,1.8,1.8,1.9,2.1,1.5,1.9,1.5,1.3,1.8,1.8,10.2
James,Chester,DEF,AVL,4400000,0,0,0,0,0,0,5316,0,0,0,0,0,0,0,0,53,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,168,0,-1,0,0,0,5,0,0,0,Burnley,Norwich,Brighton,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,134996,0,4,0,0,0,1,0,1.5,800,0,0,9,0,0,0,0,2,0,0,0,0,0.5,86649,0,-1,0,1,106,16,0,0,27,Bournemouth,Crystal Palace,Everton,Sheffield United,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5400000,6,20,4,7.40740740740741E-07,3.7037037037037E-06,0,173168,1,3,0,0,0,0,0,3.7,3059,-1,0,20,1,0.6,0,3.5,0,0,2,0,1,3.9,81772,0,-1,0,0,450,2980,0,0,94,Newcastle,Liverpool,Burnley,Southampton,Crystal Palace,5.3,3,4.1,4.2,3.4,4,4,5.8,4.9,3.9,5.4,2.4,3.9,3.6,5,4,2.3,4.9,4.1,3.3,3.8,2.3,6,3.6,4.4,3.8,6,3,2.3,4.5,3.3,6,20.6
Tahith,Chong,MID,MUN,4400000,0,1,0.166666666666667,3.78787878787879E-08,2.27272727272727E-07,0,30532,0,0,0,0,0,0,0,0.2,1182,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.7,50890,0,-1,0,0,20,492,0,0,3,Arsenal,Newcastle,Liverpool,Norwich,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Hamza,Choudhury,MID,LEI,4500000,1,14,2.33333333333333,5.18518518518519E-07,3.11111111111111E-06,0,45168,0,3,0,0,0,0,0,3.1,1991,0,0,14,0,0.4,0,1.8,0,0,1,0,1,1.2,72294,0,-1,0,0,314,1734,0,0,66,Newcastle,Liverpool,Burnley,Southampton,Crystal Palace,2,1.2,2.3,1.7,1.2,2,1.6,2.3,2.3,1.2,2.6,1.2,1.3,1.2,1.8,1.6,1.2,1.6,1.6,1.7,1.2,1.2,2.1,1.5,1.8,1.2,2.5,1.4,1.7,2.4,1.2,2.4,15.6
Andreas,Christensen,DEF,CHE,5000000,5,8,1.3,2.6E-07,1.6E-06,0,66686,2,11,0,0,0,0,0,1.6,675,0,0,8,0,0.2,0,1.2,0,0,1,0,0,0.9,52408,0,-1,0,0,491,1574,0,0,88,Brighton,Southampton,Newcastle,Burnley,Watford,0.6,0.8,0.9,0.6,0.7,1.2,0.6,0.8,1.3,0.7,0.6,0.6,0.6,0.6,0.8,0.6,1.1,0.6,0.6,1.1,0.8,0.6,1.1,0.8,0.6,0.7,0.8,0.6,0.9,0.9,0.6,0.6,14.7
Ciaran,Clark,DEF,NEW,4400000,0,0,0,0,0,0,5501,0,0,0,0,0,0,0,0,128,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1166,0,-1,0,0,0,14,0,0,0,Leicester,Man Utd,Chelsea,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
