FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,5400000,0,25,2.3,4.25925925925926E-07,4.62962962962963E-06,0,356861,0,16,0,0,0,0,0,4.6,6013,-1,0,25,1,0.2,0,1.2,1,0,1,0,1,5.7,221643,0,-1,0,1,990,770,0,0,184,Sheffield United,West Ham,Bournemouth,Man Utd,Burnley,1.9,1.7,1.7,1.4,2,1.4,1.8,2.2,1.3,1.9,2.1,1.4,2.5,1.7,1.8,1.2,1.9,1.2,2.8,2.4,1.5,3,1.2,2,2,2,1.7,40.6
Trent,Alexander-Arnold,DEF,LIV,7200000,0,50,4.5,6.25E-07,6.94444444444444E-06,0,700863,3,9,0,0,0,1,0,6.9,5938,2,0,50,-2,0.3,0,2.5,5,0,2,0,4,29.3,1063538,0,-1,0,1,990,8514,0,0,257,Man City,Crystal Palace,Brighton,Everton,Bournemouth,4.3,5.4,5.2,6.6,3.8,5.4,0,4.4,4.6,4.6,5.3,6.3,4.8,4.4,4.5,5.7,4.8,4.4,5.4,5.9,4.8,6.5,4.3,4.9,4.2,4.6,5.8,108.9
,Alisson,GLK,LIV,5900000,0,8,0.727272727272727,1.2326656394453E-07,1.35593220338983E-06,0,1512565,0,3,0,7,0,0,0,1.4,2116,-1,0,8,1,0.3,0,1.8,0,0,0,0,0,7.7,202635,0,-1,0,0,308,19830,0,0,49,Man City,Crystal Palace,Brighton,Everton,Bournemouth,0.4,0.4,0.4,0.5,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,5.3
Bamidele,Alli,MID,TOT,8400000,3,22,2,2.38095238095238E-07,2.61904761904762E-06,0,41624,1,5,0,0,0,2,0,2.6,1764,-1,0,22,1,0.6,0,5.2,3,0,1,0,0,0.9,45888,0,-1,0,0,371,1467,0,0,71,Sheffield United,West Ham,Bournemouth,Man Utd,Burnley,2.1,1,1.9,1,1.9,1.3,1.2,1.9,1,1.4,1.1,1.3,1.8,1,1,1,1.7,1,1.8,1.4,1.7,1.8,1.2,1.8,1.2,1.2,1,26.4
Miguel,Almiron,MID,NEW,5800000,2,26,2.2,3.79310344827586E-07,4.48275862068966E-06,0,50243,2,15,0,0,0,0,0,4.5,207,-2,0,26,2,0.4,0,2.2,0,0,4,0,0,0.4,22905,0,-1,0,0,999,188,0,0,70,Bournemouth,Aston Villa,Man City,Sheffield United,Southampton,2.1,1.1,1.1,2.1,1.5,1.2,1.8,1.1,2,1.3,1.6,1.3,1.1,2,1.3,1.3,2.1,1.8,2.3,1.7,1.5,1.6,1.1,1.6,1.6,1.3,1.3,44.7
Marcos,Alonso,DEF,CHE,6300000,0,36,3.27272727272727,5.19480519480519E-07,5.71428571428571E-06,0,288161,3,4,0,0,0,1,0,5.7,15938,-2,0,36,2,0.8,0,5,3,0,3,0,2,4.1,226720,0,-1,0,1,498,1184,0,0,147,Crystal Palace,Man City,West Ham,Aston Villa,Everton,4,2.7,3.8,4.5,3.2,2.8,3.2,2.9,2.4,2.4,3.2,3.7,3.2,2.5,4.3,4.2,2.1,4.6,3.4,2.8,3.2,3.6,3.2,2.9,3.9,3.1,3,37.8
Steven,Alzate,MID,BHA,4500000,1,14,2,4.44444444444444E-07,3.11111111111111E-06,0,1974,1,7,0,0,0,0,0,3.1,62,0,0,14,0,0.4,0,1.8,0,0,3,0,0,0.1,5641,0,-1,0,0,501,207,0,0,65,Man Utd,Leicester,Liverpool,Arsenal,Wolverhampton,1,1.2,1,1,1.7,1,2.1,1,1.9,1.2,1,1.5,1.2,1,2,1.7,1.6,1.3,1.8,1,1.8,1,1.1,1,1.4,1.9,1,22.4
Ibrahim,Amadou,MID,NOR,4500000,0,13,1.18181818181818,2.62626262626263E-07,2.88888888888889E-06,0,6602,1,15,0,0,0,0,0,2.9,97,0,0,13,0,0.3,0,1.2,0,0,1,0,0,0.1,9289,0,-1,0,0,594,54,0,0,94,Watford,Everton,Arsenal,Southampton,Sheffield United,0.9,0.6,0.8,0.6,1,0.6,0.8,0.6,0.6,0.7,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.9,0.6,0.6,0.6,0.9,0.6,15.2
Daniel,Amartey,MID,LEI,4400000,0,0,0,0,0,0,16937,0,0,0,0,0,0,0,0,188,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,9917,0,-1,0,0,0,51,0,0,0,Arsenal,Brighton,Everton,Watford,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4500000,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,-1,0,0,0,3,0,0,0,Sheffield United,West Ham,Bournemouth,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,1647,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,818,0,-1,0,0,0,4,0,0,0,Crystal Palace,Man City,West Ham,Aston Villa,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,5,1.7,3.54166666666667E-07,1.04166666666667E-06,0,190099,0,2,0,0,0,1,0,1,210,-2,0,5,2,0,0,0,1,0,0,0,0,0.5,159295,0,-1,0,0,71,7,0,1,20,Man Utd,Leicester,Liverpool,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
,Andre Gomes,MID,EVE,5300000,0,13,1.6,3.0188679245283E-07,2.45283018867925E-06,0,64369,3,8,0,0,0,0,0,2.5,520,-2,0,13,2,0.3,0,1.5,0,0,2,0,0,0.4,12347,0,-1,0,0,584,9,0,0,71,Southampton,Norwich,Leicester,Liverpool,Chelsea,0,0,0,0,0,0.8,1.3,1.4,0.8,0.8,1.4,0.8,1.4,0.8,1.2,0.8,1.3,0.8,0.8,0.8,0.9,0.8,1,0.8,1.1,1.1,1.4,15.8
,Angelino,DEF,MCI,4700000,0,7,0.636363636363636,1.35396518375242E-07,1.48936170212766E-06,0,12833,1,1,0,0,0,0,0,1.5,64,-3,0,7,3,0.4,0,1.8,1,0,0,0,1,0.2,4063,0,-1,0,0,152,98,0,0,46,Liverpool,Chelsea,Newcastle,Burnley,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.6
Michail,Antonio,MID,WHU,6900000,0,6,0.545454545454545,7.90513833992095E-08,8.69565217391304E-07,0,62437,0,2,0,0,0,0,0,0.9,103,-1,0,6,1,0,0,0,0,0,0,0,1,0.7,5372,0,-1,0,0,125,8,0,0,10,Burnley,Tottenham,Chelsea,Wolverhampton,Arsenal,0,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.2
Stuart,Armstrong,MID,SOU,5200000,2,13,1.18181818181818,2.27272727272727E-07,2.5E-06,0,7254,1,8,0,0,0,0,0,2.5,32,-3,0,13,3,0.4,0,2,0,0,0,0,1,0.1,1582,0,-1,0,0,265,29,0,0,34,Everton,Arsenal,Watford,Norwich,Newcastle,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.7,7.4
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,6935,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.1,747,0,-1,0,0,0,12,0,0,0,Burnley,Tottenham,Chelsea,Wolverhampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernard,Ashley-Seal,FWD,WOL,4500000,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,-1,0,0,0,115,0,0,0,Aston Villa,Bournemouth,Sheffield United,West Ham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5400000,1,22,2,3.7037037037037E-07,4.07407407407407E-06,0,21813,1,10,0,0,0,0,0,4.1,189,-1,0,22,1,0.2,0,1,0,0,2,0,2,0.2,20632,0,-1,0,0,453,72,0,0,75,Bournemouth,Aston Villa,Man City,Sheffield United,Southampton,1.8,1,1,1.8,1.3,1,1.6,1,1.7,1.1,1.4,1.1,1,1.7,1.1,1.1,1.8,1.5,2,1.5,1.3,1.3,1,1.3,1.4,1.1,1.1,27.4
Pierre-Emerick,Aubameyang,FWD,ARS,11000000,2,69,5.8,5.27272727272727E-07,6.27272727272727E-06,0,1265157,2,17,0,0,0,8,0,6.3,37775,0,0,69,0,0.3,0,3.5,12,0,2,0,1,25.5,1191044,0,-1,0,1,1080,8914,0,0,264,Leicester,Southampton,Norwich,Brighton,West Ham,5.3,7.5,6.4,8.2,6.5,7.5,5.9,5.9,8,8.7,6.4,5.8,6.6,5.9,7.2,8.6,7,8,5.9,8,8.7,6.3,7.1,6.7,7.4,6.3,8.3,97.7
Serge,Aurier,DEF,TOT,4800000,4,29,4.1,8.54166666666667E-07,6.04166666666667E-06,0,204196,0,7,0,0,0,0,0,6,1464,-2,0,29,2,0.8,0,4,7,0,2,0,2,1.9,293486,0,-1,0,1,555,2409,0,1,132,Sheffield United,West Ham,Bournemouth,Man Utd,Burnley,4.5,4.2,4.3,3.6,4.8,3.6,4.4,5,3.3,4.5,4.9,3.7,5.5,4.2,4.4,3.1,4.5,2.6,6,5.5,3.7,6.1,2.8,4.7,4.7,4.8,4.2,31.4
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,641,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3177,0,-1,0,0,0,236,0,0,0,Sheffield United,West Ham,Bournemouth,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,8510,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,390,0,-1,0,0,0,7,0,0,0,Everton,Arsenal,Watford,Norwich,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5100000,2,46,4.2,8.23529411764706E-07,9.01960784313725E-06,0,534077,3,12,0,0,0,4,0,9,8416,1,0,46,-1,0.7,0,3.5,11,0,5,0,0,8.3,854030,0,-1,0,0,876,7633,0,0,139,Chelsea,Liverpool,Burnley,Bournemouth,Watford,4.2,4.6,3.7,4.9,4.2,5.2,3.3,5.1,5.8,4.8,5.4,4.5,5.3,3.5,3.7,4.5,3.7,5.4,3.7,4.1,5.6,3.3,5.1,4,6.1,4,5.9,60.1
Cesar,Azpilicueta,DEF,CHE,5900000,0,30,2.7,4.57627118644068E-07,5.08474576271186E-06,0,294585,0,17,0,0,0,0,0,5.1,6470,-1,0,30,1,0.4,0,2.2,1,0,2,0,2,6.1,155466,0,-1,0,0,990,942,0,0,192,Crystal Palace,Man City,West Ham,Aston Villa,Everton,3,2,2.9,3.5,2.4,2.1,2.4,2.1,1.7,1.8,2.4,2.8,2.4,1.8,3.3,3.2,1.5,3.5,2.5,2,2.4,2.7,2.4,2.1,3,2.3,2.2,50.6
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,2438,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,746,0,-1,0,0,0,2,0,0,0,Brighton,Sheffield United,Aston Villa,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Baines,DEF,EVE,4900000,0,0,0,0,0,0,8200,0,0,0,0,0,0,0,0,101,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5350,0,-1,0,0,0,55,0,0,0,Southampton,Norwich,Leicester,Liverpool,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4300000,1,9,0.818181818181818,1.90274841437632E-07,2.09302325581395E-06,0,19594,2,12,0,0,0,1,0,2.1,98,-2,0,9,2,0.5,0,2.2,0,0,0,0,0,0.3,5420,0,-1,0,0,361,81,0,0,48,Burnley,Tottenham,Chelsea,Wolverhampton,Arsenal,0.4,0.5,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,17.1
George,Baldock,DEF,SHU,4500000,8,51,4.2,9.33333333333333E-07,1.13333333333333E-05,0,30699,3,9,0,0,0,1,0,11.3,493,0,0,51,0,1.2,0,5.2,3,0,5,0,1,1.3,98130,0,-1,0,0,1080,12933,0,0,192,Tottenham,Man Utd,Wolverhampton,Newcastle,Norwich,4.9,5.7,4.3,5.8,4.1,6,3.9,4.8,4.3,4.8,5.2,3.8,3.8,5,3.9,4.7,5.1,5.2,5.4,4.3,5.6,3.3,4.1,4.1,4,6.1,5.3,42.4
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,3862,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,751,0,-1,0,0,0,11,0,0,0,Man Utd,Leicester,Liverpool,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,7843,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0.2,16795,0,-1,0,0,0,213,0,0,0,Man Utd,Leicester,Liverpool,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,-1,0,0,0,19,0,0,0,Southampton,Norwich,Leicester,Liverpool,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,6,6,0.545454545454545,1.26849894291755E-07,1.3953488372093E-06,0,6875,0,0,0,0,0,0,0,1.4,29,-2,0,6,2,0.3,0,1.5,0,0,1,0,0,0.1,1950,0,-1,0,0,90,91,0,0,26,West Ham,Watford,Crystal Palace,Man City,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.4
Ross,Barkley,MID,CHE,5600000,0,9,0.818181818181818,1.46103896103896E-07,1.60714285714286E-06,0,439387,0,5,0,0,0,0,0,1.6,1149,-4,0,9,4,0,0,0.2,0,0,1,0,0,1.5,70341,0,-1,0,0,335,10,0,0,38,Crystal Palace,Man City,West Ham,Aston Villa,Everton,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,34.7
Ashley,Barnes,FWD,BUR,6300000,8,45,4.1,6.50793650793651E-07,7.14285714285714E-06,0,958952,3,14,0,0,0,5,0,7.1,2341,-2,0,45,2,0.4,0,2.8,6,0,5,0,0,3.8,1018764,0,-1,0,1,876,4276,0,0,127,West Ham,Watford,Crystal Palace,Man City,Tottenham,5.2,3.6,5.3,4.8,3.9,4.6,3.2,3.1,6.1,5.7,3.6,4.5,3.5,5.5,5.2,5,2.8,5.9,3.9,5.4,3.5,3.6,3.6,3.5,4.6,4.2,5.3,57.1
Harvey,Barnes,MID,LEI,5900000,3,43,3.90909090909091,6.62557781201849E-07,7.28813559322034E-06,0,28284,0,4,0,0,0,1,0,7.3,2064,-1,0,43,1,1.1,0,6.5,3,0,3,0,5,1.1,85308,0,-1,0,1,636,4711,0,0,138,Arsenal,Brighton,Everton,Watford,Aston Villa,4.6,3.5,4.6,5,2.6,4.7,2.5,3.2,3,3.7,3.7,3.1,3.9,3.4,4,2.6,2.9,4.1,3.9,4.9,2.8,4.3,3.4,3.8,5.2,2.6,4.7,59.2
Chris,Basham,DEF,SHU,4500000,1,41,3.72727272727273,8.28282828282828E-07,9.11111111111111E-06,0,7856,2,9,0,0,0,0,0,9.1,136,0,0,41,0,0.8,0,3.8,1,0,5,0,0,0.3,13471,0,-1,0,0,1044,332,0,0,182,Tottenham,Man Utd,Wolverhampton,Newcastle,Norwich,4.1,4.9,3.6,5,3.4,5.1,3.2,4.1,3.6,4,4.4,3.2,3.1,4.2,3.2,3.9,4.3,4.4,4.7,3.6,4.8,2.7,3.4,3.4,3.4,5.2,4.5,26.8
Michy,Batshuayi,FWD,CHE,6600000,4,18,1.63636363636364,2.47933884297521E-07,2.72727272727273E-06,0,50065,0,2,0,0,0,1,0,2.7,408,-4,0,18,4,0.2,0,1.2,1,0,0,0,2,0.5,17525,0,-1,0,0,64,439,0,0,46,Crystal Palace,Man City,West Ham,Aston Villa,Everton,1.2,1.1,1.2,1.4,0.8,1.1,1,1.3,0.9,0.8,1.4,0.8,1.3,0.8,1.6,1.5,0.8,1.4,0.9,1.1,0.9,1.3,0.9,0.8,2,0.9,1,19.9
Jan,Bednarek,DEF,SOU,4500000,1,20,1.7,3.77777777777778E-07,4.44444444444444E-06,0,48806,1,29,0,0,0,0,0,4.4,524,0,0,20,0,0.1,0,0.5,1,0,2,0,0,0.8,45696,0,-1,0,0,1077,32,0,0,174,Everton,Arsenal,Watford,Norwich,Newcastle,1.5,1,1,1.2,1.6,1.1,1.5,1,1.2,1.3,1.1,0.8,1.4,1.3,0.9,1.5,1.4,1.4,1.1,0.9,1.2,0.8,1.4,1.2,1,0.9,0.8,27
Asmir,Begovic,GLK,BOU,4300000,0,0,0,0,0,0,138136,0,0,0,0,0,0,0,0,635,-2,0,0,2,0,0,0,0,0,0,0,0,1,11588,0,-1,0,0,0,4,0,0,0,Newcastle,Wolverhampton,Tottenham,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,0,0,0,0,0,18130,1,2,0,0,0,0,0,0,479,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,26440,0,-1,0,0,90,856,0,0,7,Leicester,Southampton,Norwich,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
Ryan,Bennett,DEF,WOL,4900000,0,16,1.45454545454545,2.96846011131725E-07,3.26530612244898E-06,0,34604,2,5,0,0,0,0,0,3.3,114,-1,0,16,1,0,0,0.2,0,0,2,0,0,0.4,13287,0,-1,0,0,454,68,0,0,84,Aston Villa,Bournemouth,Sheffield United,West Ham,Brighton,1.4,0.7,0.7,1.1,0.7,1.2,0.7,0.7,0.9,0.8,1.3,1,0.9,0.8,0.8,1.1,0.9,0.9,1,0.7,1,0.8,0.8,1.4,0.7,1.1,0.7,14
