FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Christian,Benteke,FWD,CRY,5700000,0,11,1.1,1.92982456140351E-07,1.92982456140351E-06,0,65502,1,4,0,0,0,0,0,1.9,302,-3,0,11,3,0.1,0,0.8,0,0,1,0,0,0.6,26487,0,-1,0,0,267,66,0,0,42,Chelsea,Liverpool,Burnley,Bournemouth,Watford,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.8,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.8,25.3
,Bernard,MID,EVE,6500000,0,28,2.54545454545455,3.91608391608392E-07,4.30769230769231E-06,0,195092,2,4,0,0,0,2,0,4.3,921,0,0,28,0,0.4,0,2.8,5,0,3,0,0,0.7,181475,0,-1,0,2,447,9,0,0,83,Southampton,Norwich,Leicester,Liverpool,Chelsea,0,0,0,0,0,1.3,2.6,2.8,1.6,1.3,2.9,1.3,2.8,1.7,2.5,1.4,2.7,1.3,1.8,1.3,1.9,1.3,2.1,1.8,2.4,2.3,2.8,33.9
,Bernardo,DEF,BHA,4300000,0,2,0.181818181818182,4.22832980972516E-08,4.65116279069767E-07,0,7734,0,3,0,0,0,0,0,0.5,36,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1562,0,-1,0,0,67,0,0,0,14,Man Utd,Leicester,Liverpool,Arsenal,Wolverhampton,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.9
,Bernardo Silva,MID,MCI,7900000,0,46,4.18181818181818,5.29344073647871E-07,5.82278481012658E-06,0,1453546,2,9,0,0,0,4,0,5.8,9884,-1,0,46,1,0.4,0,2.8,2,0,3,0,2,12.9,659775,0,-1,0,1,634,4147,0,0,209,Liverpool,Chelsea,Newcastle,Burnley,Man Utd,3.6,3.3,4.5,3.9,4.7,4.2,3.3,4.9,5.3,4.7,3.4,4.3,5.8,3.4,3.8,3.1,4.6,3.4,4.9,3.3,3.2,5.2,4.8,4.3,4.9,4.8,4.7,94.3
Ryan,Bertrand,DEF,SOU,4800000,0,-1,-0.0909090909090909,-1.89393939393939E-08,-2.08333333333333E-07,0,52424,1,22,0,0,0,0,0,-0.2,246,-2,0,-1,2,-0.3,0,-1.2,0,0,0,0,0,0.5,8333,0,-1,0,0,492,16,0,1,42,Everton,Arsenal,Watford,Norwich,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2
Muhamed,Besic,MID,SHU,4500000,0,1,0.0909090909090909,2.02020202020202E-08,2.22222222222222E-07,0,12382,0,0,0,0,0,0,0,0.2,56,0,0,1,0,0,0,0.2,0,0,0,0,0,0.2,6063,0,-1,0,0,9,45,0,0,5,Tottenham,Man Utd,Wolverhampton,Newcastle,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Philip,Billing,MID,BOU,5000000,2,25,2.1,4.2E-07,5E-06,0,13006,4,14,0,0,0,0,0,5,153,0,0,25,0,0.5,0,2.5,0,0,3,0,1,0.2,12732,0,-1,0,0,1033,226,0,0,147,Newcastle,Wolverhampton,Tottenham,Crystal Palace,Liverpool,1.3,1.8,1,1.2,1.2,1,2,1.8,1.2,1,2.1,1,2,1.6,2,1.1,1.2,1,1.7,1.5,1.9,1,1.5,1.2,1,1.4,1,46
Yves,Bissouma,MID,BHA,5000000,0,3,0.272727272727273,5.45454545454545E-08,6E-07,0,499,0,0,0,0,0,0,0,0.6,9,0,0,3,0,0,0,0,0,0,0,0,0,0,490,0,-1,0,0,63,16,0,0,10,Man Utd,Leicester,Liverpool,Arsenal,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.4
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,6879,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,-1,0,0,0,1,0,0,0,Wolverhampton,Newcastle,Man Utd,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4900000,0,34,4.2,8.57142857142857E-07,6.93877551020408E-06,0,548941,0,7,0,0,0,0,0,6.9,7881,-1,0,34,1,0.1,0,0.5,7,0,3,0,1,3.6,342575,0,-1,0,0,720,28,0,1,170,Aston Villa,Bournemouth,Sheffield United,West Ham,Brighton,0,0,0,0,0,5.7,4,3.9,4.7,4.3,5.9,5.2,4.6,4.3,4.5,5.3,4.8,4.8,4.9,4,5.1,4.5,4.4,6.1,3.2,5.4,3.8,28.7
Gaetan,Bong,DEF,BHA,4300000,0,3,0.272727272727273,6.34249471458774E-08,6.97674418604651E-07,0,5792,0,3,0,0,0,0,0,0.7,33,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,1611,0,-1,0,0,57,14,0,0,15,Man Utd,Leicester,Liverpool,Arsenal,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Artur,Boruc,GLK,BOU,4400000,0,0,0,0,0,0,15495,0,0,0,0,0,0,0,0,131,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,5310,0,-1,0,0,0,53,0,0,0,Newcastle,Wolverhampton,Tottenham,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,3,22,2,3.63636363636364E-07,4E-06,0,12803,1,9,0,0,0,0,0,4,84,0,0,22,0,0.2,0,1,0,0,1,0,3,0.1,12998,0,-1,0,0,426,72,0,0,63,Everton,Arsenal,Watford,Norwich,Newcastle,1.3,1.5,1.5,1.3,1.6,1,1.1,1.1,1.2,1,1,1.2,1.4,1.2,1.4,1.1,1.3,1.4,1.2,1.3,1.7,1,1.2,1.1,1.4,1.6,1.6,36.2
Robbie,Brady,MID,BUR,5500000,1,12,1.09090909090909,1.98347107438017E-07,2.18181818181818E-06,0,1708,1,1,0,0,0,0,0,2.2,46,0,0,12,0,0.5,0,2.5,0,0,0,0,2,0,1648,0,-1,0,0,110,95,0,0,44,West Ham,Watford,Crystal Palace,Man City,Tottenham,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.7,0.5,0.8,0.5,0.5,0.5,0.8,0.5,0.9,0.5,0.5,0.7,0.5,0.8,13.5
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,15877,0,0,0,0,0,0,0,0,124,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,5821,0,-1,0,0,0,1164,0,0,0,Liverpool,Chelsea,Newcastle,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,LIV,4400000,0,0,0,0,0,0,52387,0,0,0,0,0,0,0,0,446,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,44996,0,-1,0,0,0,134,0,0,0,Man City,Crystal Palace,Brighton,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,17700,0,0,0,0,0,0,0,0,34,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,508,0,-1,0,0,0,4,0,0,0,Newcastle,Wolverhampton,Tottenham,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,2,39,3.2,5.33333333333333E-07,6.5E-06,0,149283,1,27,0,0,0,0,0,6.5,2298,0,0,39,0,0.4,0,2.2,3,0,1,0,4,1.2,179512,0,-1,0,1,1043,176,0,0,174,Watford,Everton,Arsenal,Southampton,Sheffield United,4,1.7,3.7,2.8,4.2,1.6,3.6,1.6,3.2,3.5,1.6,3.9,1.6,2.3,2.6,2.6,2.7,3.3,3,3.7,2.1,3.9,2.5,3.1,1.6,3.9,1.6,88.7
Dan,Burn,DEF,BHA,4500000,-1,31,2.6,5.77777777777778E-07,6.88888888888889E-06,0,12949,1,16,0,0,0,0,0,6.9,168,0,0,31,0,0.4,0,1.8,0,0,4,0,0,0.3,21534,0,-1,0,0,1035,130,0,0,176,Man Utd,Leicester,Liverpool,Arsenal,Wolverhampton,1.7,2.4,2,1.4,2.3,2.1,2.3,2,2.1,2.2,2,3.4,1.3,2.1,2.7,1.8,3,1.7,2.4,1.5,3.3,1.6,2.5,2.1,2.2,3.4,1.3,40
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,449409,0,0,0,0,0,0,0,0,6340,0,0,0,0,0,0,0,0,0,0,0,0,22.8,359390,0,-1,0,0,0,1551,0,0,0,Man Utd,Leicester,Liverpool,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,0,3,0.272727272727273,6.19834710743802E-08,6.81818181818182E-07,0,7155,1,6,0,0,0,0,0,0.7,65,-1,0,3,1,0,0,0.2,0,0,0,0,0,0.1,4216,0,-1,0,0,205,11,0,0,28,Watford,Everton,Arsenal,Southampton,Sheffield United,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.7
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,9323,0,0,0,0,0,0,0,0,87,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2588,0,-1,0,0,0,35,0,0,0,Crystal Palace,Man City,West Ham,Aston Villa,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4500000,1,22,2.2,4.88888888888889E-07,4.88888888888889E-06,0,93221,1,15,0,0,0,0,0,4.9,865,0,0,22,0,0.2,0,1,1,0,2,0,0,1.7,66791,0,-1,0,0,900,645,0,0,156,Chelsea,Liverpool,Burnley,Bournemouth,Watford,1.2,1.8,1.1,1.5,1.4,1.9,2,2.2,1.9,1.3,1.8,1.4,1.6,1.6,1.7,2.6,1.2,2,1.1,1.6,1.8,1.3,1.6,1.8,2.5,1.4,2.4,36.5
,Callum Wilson,FWD,BOU,7800000,2,54,4.5,5.76923076923077E-07,6.92307692307692E-06,0,1194786,3,15,0,0,0,5,0,6.9,22208,-2,0,54,2,0.2,0,1.5,4,0,3,0,3,9.7,688446,0,-1,0,1,1040,3091,0,0,180,Newcastle,Wolverhampton,Tottenham,Crystal Palace,Liverpool,3.6,5,4.9,4.5,5.1,4.6,6.1,6,4.1,4.6,5.9,5.1,5.8,6.2,3.4,4.1,5.7,4.5,5.8,4.4,5,4.5,6.5,4.9,5,5.8,4.1,74.7
Dominic,Calvert-Lewin,FWD,EVE,5800000,1,29,2.9,5E-07,5E-06,0,137740,1,10,0,0,0,3,0,5,1281,-2,0,29,2,0.4,0,2.2,2,0,2,0,0,1,84744,0,-1,0,0,517,612,0,0,85,Southampton,Norwich,Leicester,Liverpool,Chelsea,3.2,4.4,1.5,2,3.3,1.9,3.4,3.6,1.5,2.2,3.3,2,2.8,2,3.3,2,4,2,2.9,2.7,2.7,2.2,3.4,1.9,3.6,1.4,3.1,32.7
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,-1,0,0,0,4,0,0,0,Man City,Crystal Palace,Brighton,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4600000,0,1,0.0909090909090909,1.97628458498024E-08,2.17391304347826E-07,0,43408,0,0,0,0,0,0,0,0.2,96,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,3505,0,-1,0,0,5,47,0,0,3,Chelsea,Liverpool,Burnley,Bournemouth,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5300000,0,17,1.54545454545455,2.91595197255575E-07,3.20754716981132E-06,0,116458,1,2,0,0,0,0,0,3.2,2141,-2,0,17,2,0.7,0,3.8,3,0,2,0,0,1.4,107726,0,-1,0,0,307,833,0,0,94,Liverpool,Chelsea,Newcastle,Burnley,Man Utd,1,0.8,1.3,0.8,1.3,0.8,0.9,0.9,0.8,1.5,1.2,1.2,0.9,1.1,1.1,0.8,0.9,0.9,0.9,0.8,0.9,1.2,1.4,0.8,0.8,0.9,1.1,22.7
Todd,Cantwell,MID,NOR,4700000,1,39,3.2,6.80851063829787E-07,8.29787234042553E-06,0,1088647,1,22,0,0,0,2,0,8.3,34427,2,0,39,-2,0.3,0,1.5,2,0,1,0,2,18.2,2192654,0,-1,0,0,844,4283,0,0,127,Watford,Everton,Arsenal,Southampton,Sheffield United,4,1.7,3.7,2.8,4.2,1.6,3.6,1.6,3.2,3.5,1.6,3.9,1.6,2.3,2.6,2.6,2.7,3.3,3,3.7,2.1,3.9,2.5,3.1,1.6,3.9,1.6,66.5
Etienne,Capoue,MID,WAT,4800000,3,13,1.9,3.95833333333333E-07,2.70833333333333E-06,0,54341,2,19,0,0,0,0,0,2.7,103,-2,0,13,2,0.2,0,0.8,0,0,1,0,0,0.3,11533,0,-1,0,0,622,143,0,0,88,Norwich,Burnley,Southampton,Leicester,Crystal Palace,1,1.7,1.4,1,1.4,1,1.6,1.7,1.4,1.5,1.2,1.3,1,1.6,1.1,1,1,1,1,1,1.2,1,1.6,1.7,1,1,1,15.5
,Carlos Sanchez,MID,WHU,4400000,0,3,0.272727272727273,6.19834710743802E-08,6.81818181818182E-07,0,21768,0,0,0,0,0,0,0,0.7,185,-1,0,3,1,0,0,0,0,0,0,0,0,0.3,15687,0,-1,0,0,14,169,0,0,9,Burnley,Tottenham,Chelsea,Wolverhampton,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Andy,Carroll,FWD,NEW,5400000,1,6,0.545454545454545,1.01010101010101E-07,1.11111111111111E-06,0,11969,0,4,0,0,0,0,0,1.1,73,-1,0,6,1,0.1,0,0.8,0,0,0,0,0,0.1,5962,0,-1,0,0,97,40,0,0,17,Bournemouth,Aston Villa,Man City,Sheffield United,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.5
Craig,Cathcart,DEF,WAT,4400000,6,28,2.8,6.36363636363636E-07,6.36363636363636E-06,0,185153,1,12,0,0,0,0,0,6.4,272,-1,0,28,1,0.9,0,4,1,0,3,0,0,1.4,13339,0,-1,0,0,829,351,0,0,150,Norwich,Burnley,Southampton,Leicester,Crystal Palace,1.9,2.6,2.7,1.9,3.2,2.4,3.5,2.2,3.7,2.4,1.5,3.4,2.6,3.8,1.8,2.1,2.7,2.5,2.6,1.5,2.3,1.8,3.2,3.7,2.5,2.2,1.8,15.9
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,357,0,-1,0,0,0,1,0,0,0,Aston Villa,Bournemouth,Sheffield United,West Ham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5400000,0,27,2.5,4.62962962962963E-07,5E-06,0,964845,0,10,0,0,0,0,0,5,19170,-1,0,27,1,0.2,0,1.2,3,0,1,0,2,5.5,994820,0,-1,0,1,659,50,0,0,130,Leicester,Southampton,Norwich,Brighton,West Ham,0,0,0,0,0,1.3,1.3,1.8,1.7,2.5,1.5,2.8,1.2,1.4,2.5,2.5,1.2,2,1.6,2.1,2.5,2,1.7,1.2,1.6,1.2,2.7,42.9
,Cedric,DEF,SOU,4800000,1,10,0.909090909090909,1.89393939393939E-07,2.08333333333333E-06,0,18253,0,5,0,0,0,0,0,2.1,36,-2,0,10,2,0,0,0.2,0,0,1,0,0,0.2,6098,0,-1,0,0,315,27,0,0,56,Everton,Arsenal,Watford,Norwich,Newcastle,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,14.4
Nathaniel,Chalobah,MID,WAT,4400000,0,6,0.545454545454545,1.2396694214876E-07,1.36363636363636E-06,0,12748,0,3,0,0,0,0,0,1.4,156,-1,0,6,1,0.3,0,1.2,0,0,0,0,0,0.2,9255,0,-1,0,0,231,270,0,0,32,Norwich,Burnley,Southampton,Leicester,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.2
,Chamberlain,MID,LIV,6200000,0,9,0.818181818181818,1.31964809384164E-07,1.45161290322581E-06,0,33835,0,3,0,0,0,0,0,1.5,420,-3,0,9,3,0.1,0,0.5,0,0,0,0,0,0.5,31300,0,-1,0,0,250,2065,0,0,44,Man City,Crystal Palace,Brighton,Everton,Bournemouth,0.4,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.5
Calum,Chambers,DEF,ARS,4400000,1,26,3.2,7.27272727272727E-07,5.90909090909091E-06,0,76338,3,8,0,0,0,1,0,5.9,1171,-1,0,26,1,0.2,0,1,2,0,2,0,0,1.6,114389,0,-1,0,0,675,1150,0,0,115,Leicester,Southampton,Norwich,Brighton,West Ham,2.3,2.9,2.3,3.5,3,2.8,2.9,1.9,3,4.3,3,3,2.2,1.8,4.4,4.5,2.5,3.8,2.2,3.2,3.9,2.5,3.3,2.9,3.3,3.1,3.6,35.8
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,5969,0,0,0,0,0,0,0,0,23,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,473,0,-1,0,0,0,26,0,0,0,Wolverhampton,Newcastle,Man Utd,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,139498,0,4,0,0,0,1,0,1.5,90,0,0,9,0,0,0,0,2,0,0,0,0,0.4,86757,0,-1,0,1,106,4,0,0,27,Burnley,Tottenham,Chelsea,Wolverhampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5700000,6,54,5.4,9.47368421052632E-07,9.47368421052632E-06,0,228379,1,6,0,0,0,1,0,9.5,4783,2,0,54,-2,1.4,0,8.2,1,0,5,0,3,11.6,658590,0,-1,0,1,900,21688,0,0,214,Arsenal,Brighton,Everton,Watford,Aston Villa,6.8,5.2,8.1,7.3,6.3,7.7,5.7,6.9,6.6,6.5,6.2,4.4,7.6,6.3,5.8,6,5.4,8.1,5.8,7.1,6.1,7.8,5.1,4.6,6.4,6.3,8.1,50.3
Tahith,Chong,MID,MUN,4400000,0,2,0.181818181818182,4.13223140495868E-08,4.54545454545455E-07,0,42871,0,0,0,0,0,0,0,0.5,323,-1,0,2,1,0,0,0,0,0,0,0,0,0.6,53596,0,-1,0,0,24,91,0,0,4,Brighton,Sheffield United,Aston Villa,Tottenham,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Hamza,Choudhury,MID,LEI,4500000,0,14,1.27272727272727,2.82828282828283E-07,3.11111111111111E-06,0,74663,1,4,0,0,0,0,0,3.1,977,0,0,14,0,0,0,0,0,0,1,0,1,0.8,81146,0,-1,0,0,318,119,0,0,65,Arsenal,Brighton,Everton,Watford,Aston Villa,0.8,0.6,0.8,0.9,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.9,0.6,0.7,0.6,0.6,1,0.6,0.8,15.6
Andreas,Christensen,DEF,CHE,4900000,0,8,0.727272727272727,1.48423005565863E-07,1.63265306122449E-06,0,92144,2,11,0,0,0,0,0,1.6,306,-1,0,8,1,0,0,0,0,0,1,0,0,0.6,56722,0,-1,0,0,491,62,0,0,88,Crystal Palace,Man City,West Ham,Aston Villa,Everton,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,14.7
Ciaran,Clark,DEF,NEW,4300000,10,25,2.27272727272727,5.28541226215645E-07,5.81395348837209E-06,0,7397,2,5,0,0,0,2,0,5.8,102,-2,0,25,2,1.1,0,4.8,2,0,1,0,0,0.2,7555,0,-1,0,1,450,1808,0,0,91,Bournemouth,Aston Villa,Man City,Sheffield United,Southampton,1.6,1.9,1.6,1.5,1.7,1.1,2.4,1.4,2.8,1.9,1.5,1.7,1.8,2.4,1.2,1.8,1.9,1.9,1.7,2.8,1.1,2.3,1.5,1.5,2.6,1.2,2,26.1
Leon,Clarke,FWD,SHU,4500000,0,1,0.0909090909090909,2.02020202020202E-08,2.22222222222222E-07,0,3409,0,0,0,0,0,0,0,0.2,120,0,0,1,0,0,0,0,0,0,0,0,0,0.1,7458,0,-1,0,0,13,96,0,0,-1,Tottenham,Man Utd,Wolverhampton,Newcastle,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1055,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,223,0,-1,0,0,0,3,0,0,0,Man Utd,Leicester,Liverpool,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4900000,0,24,2.7,5.51020408163265E-07,4.89795918367347E-06,0,20127,0,17,0,0,0,1,0,4.9,379,-1,0,24,1,0.2,0,0.8,2,0,1,0,0,0.2,20986,0,-1,0,0,645,2,0,0,120,Norwich,Burnley,Southampton,Leicester,Crystal Palace,0,0,0,0,0,1.5,2.8,2.9,2.4,2.6,2.1,2.3,1.4,2.7,1.9,1.4,1.8,1.8,1.9,1.7,2.1,1.4,2.7,2.8,1.6,1.4,1.8,47.5
Conor,Coady,DEF,WOL,5000000,1,31,2.6,5.2E-07,6.2E-06,0,59874,2,14,0,0,0,0,0,6.2,648,0,0,31,0,0.3,0,1.5,1,0,3,0,0,1.5,51557,0,-1,0,0,1035,482,0,0,171,Aston Villa,Bournemouth,Sheffield United,West Ham,Brighton,3.2,1.5,2,2.6,1.8,2.9,1.9,1.8,2.3,2.1,3.1,2.6,2.2,2,2.2,2.7,2.4,2.3,2.4,1.9,2.5,2.1,2.1,3.2,1.4,2.7,1.8,17.2
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,19550,0,0,0,0,0,0,0,0,115,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,23069,0,-1,0,0,0,8,0,0,0,Bournemouth,Aston Villa,Man City,Sheffield United,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5400000,0,19,2.4,4.44444444444444E-07,3.51851851851852E-06,0,224075,2,12,0,0,0,0,0,3.5,1295,-1,0,19,1,0,0,0,2,0,2,0,1,1.6,106794,0,-1,0,0,665,150,0,1,124,Southampton,Norwich,Leicester,Liverpool,Chelsea,1.8,2.7,1.2,1.6,2,1.3,2.2,2.2,2,1.4,2.4,1.7,3.1,1.4,2.8,1.2,3,1.2,2.3,1.2,2.2,1.6,2,1.4,3.2,1.4,2,29.3
Aaron,Connolly,FWD,BHA,4700000,1,29,3.2,6.80851063829787E-07,6.17021276595745E-06,0,76870,0,8,0,0,0,2,0,6.2,3932,2,0,29,-2,0.6,0,3,3,0,2,0,2,3.5,309482,0,-1,0,1,408,3237,0,0,81,Man Utd,Leicester,Liverpool,Arsenal,Wolverhampton,2.5,3,2.5,2.5,3.1,2.5,2.3,2.8,3.5,3.6,2.2,4,2.2,2.6,3.8,1.8,3.7,2.4,3.8,1.9,4.4,3.3,3.2,3.3,3.9,3.1,2.2,33.5
Jack,Cork,MID,BUR,5000000,3,22,2.2,4.4E-07,4.4E-06,0,17950,0,15,0,0,0,0,0,4.4,52,0,0,22,0,0.4,0,1.8,0,0,3,0,0,0.2,9713,0,-1,0,0,842,56,0,0,120,West Ham,Watford,Crystal Palace,Man City,Tottenham,1.7,1.4,2,1.1,1.1,2.2,1.3,1.1,2.2,1.9,1.1,1.4,1.1,2.1,1.5,2.3,1.3,1.8,1.1,2.3,1.1,2.5,1.1,1.1,2.1,1.1,2.3,31.2
Helder,Costa,MID,WOL,4900000,0,0,0,0,0,0,1371,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,480,0,-1,0,0,0,5,0,0,0,Aston Villa,Bournemouth,Sheffield United,West Ham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
