FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Yves,Bissouma,MID,BHA,5000000,0,13,0.52,1.04E-07,2.6E-06,0,1247,1,5,0,0,0,0,0,2.6,33,0,0,13,0,0,0,0,0,0,1,0,0,0,1159,0,-1,0,0,402,12,0,0,65,Watford,Sheffield United,Crystal Palace,Wolverhampton,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,18.9
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,7699,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,-1,0,0,0,3,0,0,0,Tottenham,Southampton,Leicester,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4700000,6,46,1.84,3.91489361702128E-07,9.78723404255319E-06,0,667095,0,7,0,0,0,0,0,9.8,907,-3,0,46,3,0.9,0,4,7,0,5,0,1,2.2,370262,0,-1,0,0,900,13979,0,1,219,Leicester,Norwich,Tottenham,Brighton,West Ham,1.2,1.6,1.5,1.5,1.6,1.4,1.7,1.1,1.2,1.7,0.9,1.5,1.3,33.6
Gaetan,Bong,DEF,BHA,4200000,0,3,0.8,1.9047619047619E-07,7.14285714285714E-07,0,7968,0,3,0,0,0,0,0,0.7,127,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,2329,0,-1,0,0,57,6,0,0,15,Watford,Sheffield United,Crystal Palace,Wolverhampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Artur,Boruc,GLK,BOU,4300000,0,0,0,0,0,0,20381,0,0,0,0,0,0,0,0,90,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,7417,0,-1,0,0,0,61,0,0,0,Sheffield United,Burnley,Chelsea,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,1,30,1.2,2.18181818181818E-07,5.45454545454545E-06,0,17338,2,14,0,0,0,0,0,5.5,149,0,0,30,0,0.1,0,0.7,0,0,1,0,3,0.1,15334,0,-1,0,0,615,79,0,0,87,Burnley,Aston Villa,West Ham,Newcastle,Norwich,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,55
Jarrod,Bowen,MID,WHU,6500000,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,2955,0,-1,0,0,0,651,0,0,0,Man City,Liverpool,Southampton,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5500000,0,28,1.12,2.03636363636364E-07,5.09090909090909E-06,0,4263,1,10,0,0,0,1,0,5.1,46,0,0,28,0,0,0,0,0,0,1,0,2,0,3722,0,-1,0,0,394,32,0,0,99,Southampton,Bournemouth,Newcastle,Tottenham,Man City,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.6,0.6,27.7
Claudio,Bravo,GLK,MCI,4700000,0,11,0.44,9.36170212765957E-08,2.34042553191489E-06,0,34772,0,7,0,8,0,0,0,2.3,154,-3,1,11,3,0,0,0,0,0,1,0,0,0.3,22259,0,-1,0,0,346,40,-1,0,69,West Ham,Leicester,Man Utd,Burnley,Chelsea,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.8
Rhian,Brewster,FWD,LIV,4200000,0,0,0,0,0,0,82947,0,0,0,0,0,0,0,0,888,-3,0,0,3,0,0,0,0,0,0,0,0,0.5,67328,0,-1,0,0,0,677,0,0,0,Norwich,West Ham,Watford,Bournemouth,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6200000,0,0,0,0,0,0,18745,0,0,0,0,0,0,0,0,36,-3,1,0,3,0,0,0,0,0,0,0,0,0.1,806,0,-1,0,0,0,12,-1,0,0,Sheffield United,Burnley,Chelsea,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Brownhill,MID,BUR,5000000,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,-1,0,0,0,22,0,0,0,Southampton,Bournemouth,Newcastle,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,1,75,3,5E-07,1.25E-05,0,212863,3,40,0,0,0,0,0,12.5,917,0,0,75,0,0.1,0,0.7,10,0,2,0,7,0.7,210834,0,-1,0,1,1802,427,0,0,366,Liverpool,Wolverhampton,Leicester,Sheffield United,Southampton,2,2.3,2.3,3.2,2.8,3.2,2.3,3.1,2.3,2.7,1.9,3.2,1.5,183.2
Dan,Burn,DEF,BHA,4500000,1,48,2.2,4.88888888888889E-07,1.06666666666667E-05,0,34005,3,30,0,0,0,0,0,10.7,98,0,0,48,0,0.1,0,0.3,0,0,5,0,0,0.2,33898,0,-1,0,0,1877,156,0,0,317,Watford,Sheffield United,Crystal Palace,Wolverhampton,Arsenal,1.9,1.4,2.1,1.3,1.6,1.4,2.2,1.5,1.9,1.7,1.4,2.7,1.2,72.7
David,Button,GLK,BHA,3900000,0,0,0,0,0,0,775750,0,0,0,0,0,0,0,0,7614,-1,0,0,1,0,0,0,0,0,0,0,0,20.7,595872,0,-1,0,0,0,12902,0,0,0,Watford,Sheffield United,Crystal Palace,Wolverhampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oskar,Buur,DEF,WOL,4000000,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3100,0,-1,0,0,0,489,0,0,0,Leicester,Norwich,Tottenham,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,1,32,1.9,4.31818181818182E-07,7.27272727272727E-06,0,10038,4,23,0,0,0,0,0,7.3,169,-1,0,32,1,0.6,0,2.7,2,0,3,0,0,0.1,6485,0,-1,0,0,1292,113,0,0,201,Liverpool,Wolverhampton,Leicester,Sheffield United,Southampton,0,0,0,1.1,1.1,1.9,1,1.7,1,2.1,1.2,1.3,1,60.2
Willy,Caballero,GLK,CHE,4800000,1,2,0.08,1.66666666666667E-08,4.16666666666667E-07,0,11883,0,4,0,3,0,0,0,0.4,98,-2,0,2,2,0.1,0,0.7,0,0,0,0,0,0.2,4039,0,-1,0,0,180,201,0,0,21,Man Utd,Tottenham,Bournemouth,Everton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9
Gary,Cahill,DEF,CRY,4400000,1,41,2.4,5.45454545454545E-07,9.31818181818182E-06,0,180390,1,26,0,0,0,0,0,9.3,903,-1,0,41,1,0.3,0,1.3,3,0,3,0,1,1.2,117501,0,-1,0,0,1530,2402,0,0,266,Everton,Newcastle,Brighton,Watford,Bournemouth,2,2.9,1.8,2.1,1.7,1.9,1.8,1.7,2.1,2.5,2.4,1.6,2.8,56.3
,Callum Robinson,MID,SHU,5000000,0,33,2.1,4.2E-07,6.6E-06,0,96329,1,6,0,0,0,1,0,6.6,302,-5,0,33,5,0.1,0,0.3,1,0,2,0,2,0.2,49845,0,-1,0,1,669,3,0,0,73,Bournemouth,Brighton,Norwich,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4
,Callum Wilson,FWD,BOU,7400000,8,87,3.5,4.72972972972973E-07,1.17567567567568E-05,0,1688950,6,39,0,0,0,7,0,11.8,4262,-6,0,87,6,0.8,0,5.7,8,0,3,0,3,4.8,850674,0,-1,0,1,2076,6204,0,0,268,Sheffield United,Burnley,Chelsea,Liverpool,Crystal Palace,2.5,3.1,3.9,2.6,4.1,3.2,3.6,3,4.4,3.3,3.7,4.1,2.9,121.3
Dominic,Calvert-Lewin,FWD,EVE,6100000,11,96,4,6.55737704918033E-07,1.57377049180328E-05,0,487574,6,27,0,0,0,11,0,15.7,25043,1,0,96,-1,1,0,6,13,0,5,0,1,12,1224156,0,-1,0,2,1649,88694,0,0,332,Crystal Palace,Arsenal,Man Utd,Chelsea,Liverpool,5.1,3.7,5.4,4,3.9,4.5,4.2,4,5.1,3.7,5.5,3,5.2,149.9
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,-1,0,0,0,3,0,0,0,Norwich,West Ham,Watford,Bournemouth,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,48940,0,0,0,0,0,0,0,0.2,96,-5,0,1,5,0,0,0,0,0,0,0,0,0.2,4707,0,-1,0,0,5,5,0,0,3,Everton,Newcastle,Brighton,Watford,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5200000,0,25,1,1.92307692307692E-07,4.80769230769231E-06,0,178797,1,8,0,0,0,0,0,4.8,520,-3,0,25,3,0.1,0,0.3,3,0,2,0,0,0.8,123023,0,-1,0,0,693,140,0,0,162,West Ham,Leicester,Man Utd,Burnley,Chelsea,0.7,0.5,0,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.6,38.4
Todd,Cantwell,MID,NOR,4900000,2,94,3.6,7.3469387755102E-07,1.91836734693878E-05,0,2107419,4,37,0,0,0,6,0,19.2,30456,4,0,94,-4,0.3,0,1.7,10,0,5,0,2,21.1,3443465,0,-1,0,2,1872,14219,0,0,346,Liverpool,Wolverhampton,Leicester,Sheffield United,Southampton,2.8,3.1,3.1,4.1,3.6,4.1,3.1,4,3.1,3.6,2.5,4.2,2.1,144.9
Etienne,Capoue,MID,WAT,4800000,8,56,2.7,5.625E-07,1.16666666666667E-05,0,66045,6,36,0,0,0,0,0,11.7,416,-2,0,56,2,0.8,0,4,5,0,6,0,3,0.3,25313,0,-1,0,0,1868,1480,0,0,290,Brighton,Man Utd,Liverpool,Crystal Palace,Leicester,1.9,1.6,1.7,1.9,1.9,2.1,2.3,1.6,2.5,2.8,1.7,1.6,2,64.9
,Cardoso,DEF,WHU,4000000,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0,-1,0,0,0,148,0,0,0,Man City,Liverpool,Southampton,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carlos Sanchez,MID,WHU,4300000,0,7,0.28,6.51162790697674E-08,1.62790697674419E-06,0,41436,0,2,0,0,0,0,0,1.6,777,-2,0,7,2,0,0,0,0,0,0,0,0,0.5,43595,0,-1,0,0,112,1040,0,0,20,Man City,Liverpool,Southampton,Arsenal,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
Andy,Carroll,FWD,NEW,5400000,0,25,1.9,3.51851851851852E-07,4.62962962962963E-06,0,20655,1,7,0,0,0,0,0,4.6,158,-1,0,25,1,0,0,0,0,0,2,0,3,0.1,13628,0,-1,0,0,507,17,0,0,75,Arsenal,Crystal Palace,Burnley,Southampton,Sheffield United,0,0,0,1.7,1.1,1.9,1.2,1.7,1.4,1.1,1.9,1.1,1.2,39.9
Scott,Carson,GLK,MCI,4000000,0,0,0,0,0,0,3239,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6931,0,-1,0,0,0,57,0,0,0,West Ham,Leicester,Man Utd,Burnley,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,2,68,2.8,6.36363636363636E-07,1.54545454545455E-05,0,273441,5,29,0,0,0,0,0,15.5,5673,-1,0,68,1,0.2,0,1,3,0,8,0,0,3.3,240506,0,-1,0,1,2083,5253,0,0,380,Brighton,Man Utd,Liverpool,Crystal Palace,Leicester,2.2,1.9,2.7,2.4,2.5,1.8,2.1,2.3,3.1,3.7,2.9,2.4,1.7,47.3
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,650,0,-1,0,0,0,4,0,0,0,Leicester,Norwich,Tottenham,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5200000,3,30,1.2,2.30769230769231E-07,5.76923076923077E-06,0,1135870,0,10,0,0,0,0,0,5.8,859,-3,0,30,3,0.2,0,1,3,0,2,0,2,3,997795,0,-1,0,1,740,615,0,0,142,Newcastle,Everton,West Ham,Brighton,Southampton,0.8,0.7,0,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,48.6
,Cedric,DEF,ARS,4800000,0,43,2.7,5.625E-07,8.95833333333333E-06,0,30543,1,18,0,0,0,0,0,9,900,-2,0,43,2,0,0,0.2,3,0,3,0,1,0.2,21172,0,-1,0,0,1306,48,0,0,222,Newcastle,Everton,West Ham,Brighton,Southampton,0,0,0,3.3,2.2,2.1,2.9,1.9,2.3,2.7,2.5,3,2.5,59.7
Nathaniel,Chalobah,MID,WAT,4400000,0,27,1.08,2.45454545454545E-07,6.13636363636364E-06,0,23744,1,10,0,0,0,0,0,6.1,252,-1,0,27,1,0.2,0,1,2,0,2,0,1,0.2,19876,0,-1,0,0,770,103,0,0,104,Brighton,Man Utd,Liverpool,Crystal Palace,Leicester,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,27.2
,Chamberlain,MID,LIV,6200000,1,51,2.04,3.29032258064516E-07,8.2258064516129E-06,0,95232,1,4,0,0,0,3,0,8.2,4673,-3,0,51,3,0.8,0,4.8,2,0,7,0,0,0.8,110037,0,-1,0,0,916,2603,0,0,171,Norwich,West Ham,Watford,Bournemouth,Everton,1.2,1.3,1.4,1.7,1.2,1.4,1,1.4,1.3,1.7,1.4,1.2,1.4,64.5
Calum,Chambers,DEF,ARS,4400000,0,42,3,6.81818181818182E-07,9.54545454545455E-06,0,168518,5,15,0,0,0,1,0,9.5,695,-1,0,42,1,0,0,0,5,0,3,0,1,0.6,140411,0,-1,0,0,1102,16,0,0,197,Newcastle,Everton,West Ham,Brighton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,58.7
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,7836,0,0,0,0,0,0,0,0,102,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1858,0,-1,0,0,0,4,0,0,0,Tottenham,Southampton,Leicester,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,142018,0,4,0,0,0,1,0,1.5,50,0,0,9,0,0,0,0,2,0,0,0,0,0.3,87021,0,-1,0,1,106,9,0,0,27,Man City,Liverpool,Southampton,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5600000,5,90,4.3,7.67857142857143E-07,1.60714285714286E-05,0,940293,2,21,0,0,0,2,0,16.1,7959,1,0,90,-1,0.6,0,3.5,3,0,8,0,3,9,1169333,0,-1,0,1,1879,7839,0,0,416,Wolverhampton,Man City,Norwich,Aston Villa,Watford,4.2,4.4,4.6,6.2,4.3,5.3,4.8,5.2,3.8,4.3,4.5,5.4,5.5,99.4
Tahith,Chong,MID,MUN,4300000,0,2,0.08,1.86046511627907E-08,4.65116279069767E-07,0,82358,0,0,0,0,0,0,0,0.5,622,-2,0,2,2,0,0,0,0,0,0,0,0,0.6,95834,0,-1,0,0,24,228,0,0,4,Chelsea,Watford,Everton,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Hamza,Choudhury,MID,LEI,4300000,0,27,1.08,2.51162790697674E-07,6.27906976744186E-06,0,128367,2,10,0,0,0,1,0,6.3,2596,-2,0,27,2,0.1,0,0.5,0,0,2,0,1,0.9,137214,0,-1,0,0,711,345,0,1,130,Wolverhampton,Man City,Norwich,Aston Villa,Watford,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,31.4
Andreas,Christensen,DEF,CHE,4900000,1,21,1.6,3.26530612244898E-07,4.28571428571429E-06,0,102692,3,21,0,0,0,0,0,4.3,349,-1,0,21,1,0.1,0,0.7,0,0,2,0,0,0.6,62998,0,-1,0,0,1076,143,0,0,190,Man Utd,Tottenham,Bournemouth,Everton,Aston Villa,0,1.6,0.9,1.4,1.4,0.9,1.3,1.1,1,0.9,1.3,1,0.9,29.6
Ciaran,Clark,DEF,NEW,4300000,1,49,1.96,4.55813953488372E-07,1.13953488372093E-05,0,61818,3,14,0,0,0,2,0,11.4,664,-2,0,49,2,0.5,0,2.3,2,0,4,0,0,0.3,66391,0,-1,0,1,1186,833,0,0,216,Arsenal,Crystal Palace,Burnley,Southampton,Sheffield United,0,0,0,1.1,1.4,2.5,1.1,2.2,1.1,1.1,2.2,1.2,1.6,47.6
Leon,Clarke,FWD,SHU,4400000,0,1,0.04,9.09090909090909E-09,2.27272727272727E-07,0,9212,0,0,0,0,0,0,0,0.2,113,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,11668,0,-1,0,0,13,167,0,0,-1,Bournemouth,Brighton,Norwich,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1288,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,411,0,-1,0,0,0,4,0,0,0,Watford,Sheffield United,Crystal Palace,Wolverhampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4800000,0,24,0.96,2E-07,5E-06,0,26262,0,17,0,0,0,1,0,5,31,-2,0,24,2,0,0,0,2,0,1,0,0,0.1,21315,0,-1,0,0,645,20,0,0,120,Brighton,Man Utd,Liverpool,Crystal Palace,Leicester,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.5
Conor,Coady,DEF,WOL,5000000,6,70,2.7,5.4E-07,1.4E-05,0,121325,2,32,0,0,0,0,0,14,1221,0,0,70,0,1.1,0,5.3,5,0,6,0,0,1.6,117185,0,-1,0,0,2340,6291,0,0,429,Leicester,Norwich,Tottenham,Brighton,West Ham,2.3,2.9,2.8,2.7,2.9,2.5,3,2,2.2,3,1.8,2.7,2.3,43.7
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,23914,0,0,0,0,0,0,0,0,48,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,23688,0,-1,0,0,0,7,0,0,0,Arsenal,Crystal Palace,Burnley,Southampton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5300000,2,33,1.32,2.49056603773585E-07,6.22641509433962E-06,0,264809,3,20,0,0,0,0,0,6.2,320,-2,0,33,2,0.1,0,0.7,2,0,3,0,1,1.1,114457,0,-1,0,0,1162,140,0,1,203,Crystal Palace,Arsenal,Man Utd,Chelsea,Liverpool,0.9,0.7,1,0.7,0.8,0.7,0.8,0.8,0.7,0.7,1.5,0.7,0.9,46.2
Aaron,Connolly,FWD,BHA,4300000,0,40,2.5,5.81395348837209E-07,9.30232558139535E-06,0,327569,0,13,0,0,0,2,0,9.3,3211,-2,0,40,2,0.1,0,0.3,3,0,3,0,2,1.2,398124,0,-1,0,1,812,3512,0,0,87,Watford,Sheffield United,Crystal Palace,Wolverhampton,Arsenal,2.5,1.4,2.5,1.8,2.4,1.6,2.8,2.3,1.8,2.6,2.6,2.2,1.8,49.2
Jack,Cork,MID,BUR,4900000,2,55,2.3,4.69387755102041E-07,1.12244897959184E-05,0,22275,0,35,0,0,0,0,0,11.2,78,-1,0,55,1,0.5,0,2.5,0,0,8,0,0,0.2,12354,0,-1,0,0,2095,85,0,0,243,Southampton,Bournemouth,Newcastle,Tottenham,Man City,1.9,2.2,1.5,1.6,1.2,2.1,1.5,2.4,1.3,1.2,1.9,1.3,2,67.1
Helder,Costa,MID,WOL,4900000,0,0,0,0,0,0,1781,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,798,0,-1,0,0,0,8,0,0,0,Leicester,Norwich,Tottenham,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,4700000,0,58,3.1,6.59574468085106E-07,1.23404255319149E-05,0,237065,6,33,0,0,0,3,0,12.3,2734,-3,0,58,3,0.1,0,0.5,5,0,4,0,0,1.3,284375,0,-1,0,2,1663,487,0,0,279,Man City,Liverpool,Southampton,Arsenal,Wolverhampton,2.5,2.8,2.4,2.1,2.8,3.3,3.2,3.3,2.8,2.7,3.1,2.4,4.5,76.1
,Cuco Martina,DEF,EVE,4000000,0,0,0,0,0,0,1265,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,0,-1,0,0,0,137,0,0,0,Crystal Palace,Arsenal,Man Utd,Chelsea,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,1004,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,0,-1,0,0,0,40,0,0,0,Leicester,Norwich,Tottenham,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5500000,0,23,1.9,3.45454545454545E-07,4.18181818181818E-06,0,93775,0,6,0,0,0,2,0,4.2,218,-5,0,23,5,0,0,0,0,0,1,0,0,0.5,26236,0,-1,0,0,292,4,0,0,69,Leicester,Norwich,Tottenham,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,6339,0,0,0,0,0,0,0,0,92,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1451,0,-1,0,0,0,6,0,0,0,Brighton,Man Utd,Liverpool,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,4900000,1,4,0.16,3.26530612244898E-08,8.16326530612245E-07,0,10884,0,1,0,0,0,0,0,0.8,27,-1,0,4,1,0.2,0,0.8,0,0,0,0,0,0.1,1628,0,-1,0,0,65,32,0,0,10,Chelsea,Watford,Everton,Man City,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
James,Daly,FWD,CRY,4500000,0,0,0,0,0,0,853,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,-1,0,0,0,4,0,0,0,Everton,Newcastle,Brighton,Watford,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4200000,0,3,0.12,2.85714285714286E-08,7.14285714285714E-07,0,17062,0,2,0,0,0,0,0,0.7,22,-3,1,3,3,0,0,0,0,0,0,0,0,0.1,3259,0,-1,0,0,126,6,-1,0,18,Sheffield United,Burnley,Chelsea,Liverpool,Crystal Palace,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.2
,Danilo,DEF,MCI,5000000,0,0,0,0,0,0,5815,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,-1,0,0,0,4,0,0,0,West Ham,Leicester,Man Utd,Burnley,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Danjuma,MID,BOU,5800000,0,18,0.72,1.24137931034483E-07,3.10344827586207E-06,0,4846,0,6,0,0,0,0,0,3.1,14,-2,0,18,2,0,0,0,0,0,2,0,1,0,1055,0,-1,0,0,405,4,0,0,55,Sheffield United,Burnley,Chelsea,Liverpool,Crystal Palace,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.5
Scott,Dann,DEF,CRY,4300000,1,16,0.64,1.48837209302326E-07,3.72093023255814E-06,0,20941,0,3,0,0,0,0,0,3.7,54,-2,0,16,2,0.1,0,0.3,0,0,1,0,1,0.1,10369,0,-1,0,0,364,82,0,0,76,Everton,Newcastle,Brighton,Watford,Bournemouth,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,17.1
Kevin,Danso,DEF,SOU,4200000,0,9,0.36,8.57142857142857E-08,2.14285714285714E-06,0,3480,0,8,0,0,0,0,0,2.1,27,-3,0,9,3,0,0,0,0,0,1,0,1,0,3391,0,-1,0,0,275,55,0,1,46,Burnley,Aston Villa,West Ham,Newcastle,Norwich,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Karl,Darlow,GLK,NEW,4300000,0,0,0,0,0,0,6330,0,0,0,0,0,0,0,0,38,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1981,0,-1,0,0,0,28,0,0,0,Arsenal,Crystal Palace,Burnley,Southampton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4900000,0,0,0,0,0,0,4893,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0,589,0,-1,0,0,0,3,0,0,0,Chelsea,Watford,Everton,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,David Luiz,DEF,ARS,5700000,6,68,3,5.26315789473684E-07,1.19298245614035E-05,0,511127,4,30,0,0,0,2,0,11.9,1986,-3,0,68,3,0.7,0,4,9,0,5,0,0,4.9,196394,0,-1,0,2,2005,2459,0,1,363,Newcastle,Everton,West Ham,Brighton,Southampton,4,3.6,0,3.8,2.6,2.5,3.4,2.3,2.7,3.2,2.9,3.5,3,78.2
,David Silva,MID,MCI,7400000,0,87,3.48,4.7027027027027E-07,1.17567567567568E-05,0,1422281,0,12,0,0,0,3,0,11.8,4825,-1,0,87,1,0,0,0,8,0,6,0,9,4.3,1328261,0,-1,0,3,1168,1224,0,0,338,West Ham,Leicester,Man Utd,Burnley,Chelsea,3.1,2.6,0,2.6,3.7,2.7,2.3,3.7,3.9,3,3.8,3.3,3.5,144.7
Ben,Davies,DEF,TOT,5300000,1,9,0.36,6.79245283018868E-08,1.69811320754717E-06,0,15484,1,8,0,0,0,0,0,1.7,47,-2,0,9,2,0.1,0,0.3,0,0,0,0,0,0.1,7862,0,-1,0,0,450,121,0,0,65,Aston Villa,Chelsea,Wolverhampton,Burnley,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.2
