FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Yves,Bissouma,MID,BHA,5000000,0,13,0.590909090909091,1.18181818181818E-07,2.6E-06,0,1057,1,5,0,0,0,0,0,2.6,13,0,0,13,0,0.2,0,0.8,0,0,1,0,0,0,1064,0,-1,0,0,402,6,0,0,65,Aston Villa,Bournemouth,West Ham,Watford,Sheffield United,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,18.9
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,7605,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,-1,0,0,0,3,0,0,0,Brighton,Watford,Bournemouth,Tottenham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4800000,0,34,1.54545454545455,3.21969696969697E-07,7.08333333333333E-06,0,661139,0,7,0,0,0,0,0,7.1,344,-2,0,34,2,0,0,0,7,0,3,0,1,2,343178,0,-1,0,0,720,8,0,1,170,Southampton,Liverpool,Man Utd,Leicester,Norwich,0,0,0,0,0,1.1,1.1,1.1,1,1.3,0.8,0.8,1.5,0.8,1.2,0.9,28.7
Gaetan,Bong,DEF,BHA,4300000,0,3,0.136363636363636,3.17124735729387E-08,6.97674418604651E-07,0,7353,0,3,0,0,0,0,0,0.7,12,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,2235,0,-1,0,0,57,4,0,0,15,Aston Villa,Bournemouth,West Ham,Watford,Sheffield United,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Artur,Boruc,GLK,BOU,4300000,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,51,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,7032,0,-1,0,0,0,24,0,0,0,Norwich,Brighton,Aston Villa,Sheffield United,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,1,28,1.27272727272727,2.31404958677686E-07,5.09090909090909E-06,0,16706,2,12,0,0,0,0,0,5.1,26,0,0,28,0,0.1,0,0.5,0,0,1,0,3,0.1,14657,0,-1,0,0,569,24,0,0,81,Wolverhampton,Crystal Palace,Liverpool,Burnley,Aston Villa,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.8,50.5
Robbie,Brady,MID,BUR,5500000,0,28,1.27272727272727,2.31404958677686E-07,5.09090909090909E-06,0,3959,1,10,0,0,0,1,0,5.1,39,0,0,28,0,0.2,0,1,0,0,1,0,2,0,3543,0,-1,0,0,394,4,0,0,99,Leicester,Man Utd,Arsenal,Southampton,Bournemouth,0,0.6,0.8,0.7,0.8,0.6,0.6,0.6,0.8,0.6,1,0.6,0.6,0.8,0.6,0.8,27.7
Claudio,Bravo,GLK,MCI,4800000,0,11,0.5,1.04166666666667E-07,2.29166666666667E-06,0,32550,0,7,0,8,0,0,0,2.3,205,-2,0,11,2,0.4,0,1.7,0,0,1,0,0,0.3,21966,0,-1,0,0,346,22,0,0,69,Crystal Palace,Sheffield United,Tottenham,West Ham,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.8
Rhian,Brewster,FWD,LIV,4200000,0,0,0,0,0,0,75615,0,0,0,0,0,0,0,0,472,-3,0,0,3,0,0,0,0,0,0,0,0,0.5,61571,0,-1,0,0,0,289,0,0,0,Man Utd,Wolverhampton,West Ham,Southampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,18577,0,0,0,0,0,0,0,0,13,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,726,0,-1,0,0,0,3,0,0,0,Norwich,Brighton,Aston Villa,Sheffield United,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,2,73,3.2,5.33333333333333E-07,1.21666666666667E-05,0,196669,3,40,0,0,0,0,0,12.2,963,0,0,73,0,0.7,0,4,10,0,2,0,7,0.9,207381,0,-1,0,1,1772,435,0,0,358,Bournemouth,Tottenham,Newcastle,Liverpool,Wolverhampton,3.5,1.9,2.5,2.3,2.5,2.5,3.4,3,3.6,2.7,3.4,2.6,2.9,2.2,3.6,1.6,180.2
Dan,Burn,DEF,BHA,4500000,0,47,2.2,4.88888888888889E-07,1.04444444444444E-05,0,31279,3,29,0,0,0,0,0,10.4,219,0,0,47,0,0.3,0,1.5,0,0,5,0,0,0.2,33668,0,-1,0,0,1821,6,0,0,313,Aston Villa,Bournemouth,West Ham,Watford,Sheffield United,0,0,0,0,1.4,2.2,1.2,1.6,1.4,2.2,1.5,1.9,1.5,1.4,2.6,1.2,72.5
David,Button,GLK,BHA,3900000,0,0,0,0,0,0,702592,0,0,0,0,0,0,0,0,2869,-1,0,0,1,0,0,0,0,0,0,0,0,20,462468,0,-1,0,0,0,7458,0,0,0,Aston Villa,Bournemouth,West Ham,Watford,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oskar,Buur,DEF,WOL,4000000,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0,-1,0,0,0,39,0,0,0,Southampton,Liverpool,Man Utd,Leicester,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,8,24,1.7,3.86363636363636E-07,5.45454545454545E-06,0,9348,4,21,0,0,0,0,0,5.5,23,-1,0,24,1,0.5,0,2,2,0,2,0,0,0.1,5630,0,-1,0,1,1086,61,0,0,168,Bournemouth,Tottenham,Newcastle,Liverpool,Wolverhampton,1.2,1.2,1.2,1.2,0.8,1.1,0.9,0.9,1.8,0.8,1.4,0.9,1.7,1,1.2,0.8,46.8
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,11449,0,0,0,0,0,0,0,0,22,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3324,0,-1,0,0,0,3,0,0,0,Newcastle,Arsenal,Leicester,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4400000,4,37,2.6,5.90909090909091E-07,8.40909090909091E-06,0,174075,1,20,0,0,0,0,0,8.4,143,-1,0,37,1,0.2,0,1,3,0,3,0,1,1.1,103512,0,-1,0,0,1260,895,0,0,236,Man City,Southampton,Sheffield United,Everton,Newcastle,1.7,1.8,2.3,2.2,3.2,1.9,2.6,1.9,2.1,2.3,1.8,2.4,2.7,2.8,1.6,3.1,49.3
,Callum Wilson,FWD,BOU,7400000,1,70,3.2,4.32432432432432E-07,9.45945945945946E-06,0,1642273,5,35,0,0,0,5,0,9.5,2549,-6,0,70,6,0.2,0,1.3,4,0,3,0,3,4.6,783444,0,-1,0,1,1806,618,0,0,208,Norwich,Brighton,Aston Villa,Sheffield United,Burnley,3.7,3.4,3.9,2.2,2.9,3.2,2.6,3.5,2.9,3,2.9,3.7,2.8,3.4,3.3,2.5,97.6
Dominic,Calvert-Lewin,FWD,EVE,5900000,8,78,3.7,6.27118644067797E-07,1.32203389830508E-05,0,315495,5,22,0,0,0,9,0,13.2,5148,-1,0,78,1,0.9,0,5.2,11,0,5,0,0,7.3,710948,0,-1,0,1,1397,21617,0,0,270,West Ham,Newcastle,Watford,Crystal Palace,Arsenal,3.1,4.1,3.1,4.7,3.5,5.3,3.4,3.6,4.1,3.8,3.5,4.4,3.2,5,2.4,4.5,121.9
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,West Ham,Southampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,48016,0,0,0,0,0,0,0,0.2,72,-5,0,1,5,0,0,0,0,0,0,0,0,0.2,4661,0,-1,0,0,5,1,0,0,3,Man City,Southampton,Sheffield United,Everton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5200000,1,24,1.09090909090909,2.0979020979021E-07,4.61538461538462E-06,0,174110,1,7,0,0,0,0,0,4.6,222,-3,0,24,3,0.2,0,0.8,3,0,2,0,0,0.8,120092,0,-1,0,0,667,232,0,0,158,Crystal Palace,Sheffield United,Tottenham,West Ham,Leicester,0.6,0.5,0.6,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.6,37.9
Todd,Cantwell,MID,NOR,5000000,3,89,3.9,7.8E-07,1.78E-05,0,1717563,2,34,0,0,0,6,0,17.8,17732,5,-1,89,-5,0.9,0,4.7,10,0,4,0,2,25,3334198,0,-1,0,2,1626,10272,1,0,318,Bournemouth,Tottenham,Newcastle,Liverpool,Wolverhampton,4.7,2.7,3.5,3.2,3.5,3.4,4.5,4.1,4.7,3.6,4.5,3.6,4,3,4.8,2.3,128.5
Etienne,Capoue,MID,WAT,4800000,2,44,2.4,5E-07,9.16666666666667E-06,0,62914,6,30,0,0,0,0,0,9.2,155,-2,0,44,2,0.6,0,2.8,2,0,6,0,2,0.3,20834,0,-1,0,0,1598,294,0,0,230,Tottenham,Aston Villa,Everton,Brighton,Man Utd,1.7,1.2,2.3,1.5,1.3,1.4,1.4,1.5,1.7,1.9,1.4,2,2.3,1.3,1.2,1.7,54.2
,Cardoso,DEF,WHU,4000000,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,-1,0,0,0,34,0,0,0,Everton,Leicester,Liverpool,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carlos Sanchez,MID,WHU,4300000,0,7,0.333333333333333,7.75193798449612E-08,1.62790697674419E-06,0,35005,0,2,0,0,0,0,0,1.6,397,-2,0,7,2,0.1,0,0.4,0,0,0,0,0,0.5,35498,0,-1,0,0,112,605,0,0,20,Everton,Leicester,Liverpool,Brighton,Man City,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.1
Andy,Carroll,FWD,NEW,5400000,0,25,1.9,3.51851851851852E-07,4.62962962962963E-06,0,18861,1,7,0,0,0,0,0,4.6,127,-1,0,25,1,0.2,0,1.3,0,0,2,0,3,0.1,13521,0,-1,0,0,507,10,0,0,75,Chelsea,Everton,Norwich,Arsenal,Crystal Palace,0,1,2.2,1.3,1.1,1.7,1.6,1.1,1.9,1.3,1.6,1.4,1.1,1.8,1.1,1.2,39.9
Scott,Carson,GLK,MCI,4000000,0,0,0,0,0,0,2386,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6238,0,-1,0,0,0,36,0,0,0,Crystal Palace,Sheffield United,Tottenham,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4300000,6,65,3.1,7.2093023255814E-07,1.51162790697674E-05,0,232450,4,23,0,0,0,0,0,15.1,1016,-2,0,65,2,1.1,0,4.7,3,0,8,0,0,2.5,143357,0,-1,0,1,1813,11826,0,0,346,Tottenham,Aston Villa,Everton,Brighton,Man Utd,3.9,3.5,4.1,2.5,2.1,3.1,2.7,2.8,2.1,2.4,2.7,3.5,4.1,3.3,2.7,2.1,41.2
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,620,0,-1,0,0,0,1,0,0,0,Southampton,Liverpool,Man Utd,Leicester,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5200000,0,27,1.22727272727273,2.36013986013986E-07,5.19230769230769E-06,0,1129263,0,10,0,0,0,0,0,5.2,406,-3,0,27,3,0,0,0,3,0,1,0,2,3.1,996479,0,-1,0,1,659,54,0,0,130,Sheffield United,Chelsea,Burnley,Newcastle,Everton,0.9,0.6,0.6,0.8,0.8,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.8,42.9
,Cedric,DEF,SOU,4800000,4,42,2.8,5.83333333333333E-07,8.75E-06,0,23196,1,18,0,0,0,0,0,8.8,149,-2,0,42,2,0.9,0,4.2,3,0,3,0,1,0.3,16662,0,-1,0,0,1286,681,0,0,220,Wolverhampton,Crystal Palace,Liverpool,Burnley,Aston Villa,2,2.7,2.8,2.1,3.6,3.2,3.1,2.7,1.9,2.5,1.8,3,2.2,2.5,2.6,2.1,59.7
Nathaniel,Chalobah,MID,WAT,4400000,3,24,1.09090909090909,2.47933884297521E-07,5.45454545454545E-06,0,20390,1,7,0,0,0,0,0,5.5,102,-1,0,24,1,0.6,0,2.7,2,0,2,0,1,0.2,17540,0,-1,0,0,640,407,0,0,90,Tottenham,Aston Villa,Everton,Brighton,Man Utd,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,24.6
,Chamberlain,MID,LIV,6200000,0,27,1.28571428571429,2.07373271889401E-07,4.35483870967742E-06,0,83394,1,3,0,0,0,1,0,4.4,128,-3,0,27,3,0.1,0,0.4,0,0,4,0,0,0.4,68814,0,-1,0,0,567,612,0,0,87,Man Utd,Wolverhampton,West Ham,Southampton,Norwich,0.8,1.2,0.6,0.6,0.6,0.7,0.8,0.6,0.7,0.6,0.6,0.6,0.8,0.7,0.6,0.6,40.9
Calum,Chambers,DEF,ARS,4400000,0,42,3,6.81818181818182E-07,9.54545454545455E-06,0,161109,5,15,0,0,0,1,0,9.5,513,-1,0,42,1,0.5,0,2,5,0,3,0,1,0.7,140333,0,-1,0,0,1102,5,0,0,197,Sheffield United,Chelsea,Burnley,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.7
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,7302,0,0,0,0,0,0,0,0,10,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1744,0,-1,0,0,0,9,0,0,0,Brighton,Watford,Bournemouth,Tottenham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,141684,0,4,0,0,0,1,0,1.5,27,0,0,9,0,0,0,0,2,0,0,0,0,0.4,86949,0,-1,0,1,106,8,0,0,27,Everton,Leicester,Liverpool,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5700000,0,76,4.2,7.36842105263158E-07,1.33333333333333E-05,0,794669,1,18,0,0,0,1,0,13.3,10547,2,0,76,-2,0.2,0,1.3,3,0,7,0,3,10.3,1124003,0,-1,0,1,1609,2012,0,0,348,Burnley,West Ham,Chelsea,Wolverhampton,Man City,3.8,5.7,4.5,3.9,4,4.5,6.1,4.3,5,4.9,5.2,3.7,4.5,4.4,5.1,5.1,82.3
Tahith,Chong,MID,MUN,4300000,0,2,0.0909090909090909,2.11416490486258E-08,4.65116279069767E-07,0,76613,0,0,0,0,0,0,0,0.5,296,-2,0,2,2,0,0,0,0,0,0,0,0,0.7,94371,0,-1,0,0,24,103,0,0,4,Liverpool,Burnley,Wolverhampton,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Hamza,Choudhury,MID,LEI,4300000,0,25,1.13636363636364,2.64270613107822E-07,5.81395348837209E-06,0,115404,2,8,0,0,0,1,0,5.8,669,-2,0,25,2,0.4,0,1.7,0,0,1,0,1,1,130579,0,-1,0,0,546,685,0,0,111,Burnley,West Ham,Chelsea,Wolverhampton,Man City,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,25.4
Andreas,Christensen,DEF,CHE,4900000,2,19,0.863636363636364,1.76252319109462E-07,3.87755102040816E-06,0,100870,2,16,0,0,0,0,0,3.9,71,-1,0,19,1,0.3,0,1.3,0,0,2,0,0,0.6,61242,0,-1,0,0,851,133,0,0,159,Newcastle,Arsenal,Leicester,Man Utd,Tottenham,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,23.7
Ciaran,Clark,DEF,NEW,4300000,6,42,1.90909090909091,4.43974630021142E-07,9.76744186046512E-06,0,58786,2,10,0,0,0,2,0,9.8,76,-2,0,42,2,0.3,0,1.3,2,0,3,0,0,0.3,60993,0,-1,0,1,945,185,0,0,180,Chelsea,Everton,Norwich,Arsenal,Crystal Palace,1.5,1.3,1.8,1,1.2,1.4,1.1,1.4,2.4,1.1,2,1,1.1,2,1.1,1.5,40
Leon,Clarke,FWD,SHU,4500000,0,1,0.0454545454545455,1.01010101010101E-08,2.22222222222222E-07,0,8425,0,0,0,0,0,0,0,0.2,49,0,0,1,0,0,0,0,0,0,0,0,0,0.1,10939,0,-1,0,0,13,25,0,0,-1,Arsenal,Man City,Crystal Palace,Bournemouth,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,387,0,-1,0,0,0,0,0,0,0,Aston Villa,Bournemouth,West Ham,Watford,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4800000,0,24,1.09090909090909,2.27272727272727E-07,5E-06,0,25933,0,17,0,0,0,1,0,5,17,-2,0,24,2,0,0,0,2,0,1,0,0,0.1,21236,0,-1,0,0,645,1,0,0,120,Tottenham,Aston Villa,Everton,Brighton,Man Utd,0,0,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,47.5
Conor,Coady,DEF,WOL,5000000,1,54,2.3,4.6E-07,1.08E-05,0,107521,2,30,0,0,0,0,0,10.8,1146,0,0,54,0,0.3,0,1.5,2,0,4,0,0,1.6,104378,0,-1,0,0,2070,194,0,0,364,Southampton,Liverpool,Man Utd,Leicester,Norwich,1.6,1.9,1.3,1.7,2.2,2,2.1,2.1,1.9,2.4,1.6,1.6,2.7,1.4,2.2,1.8,38.6
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,23360,0,0,0,0,0,0,0,0,31,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,23611,0,-1,0,0,0,2,0,0,0,Chelsea,Everton,Norwich,Arsenal,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5300000,2,31,1.40909090909091,2.65866209262436E-07,5.84905660377358E-06,0,261789,3,17,0,0,0,0,0,5.8,123,-2,0,31,2,0.3,0,1.7,2,0,3,0,1,1.1,113265,0,-1,0,0,1053,99,0,1,194,West Ham,Newcastle,Watford,Crystal Palace,Arsenal,0.9,1.4,0.7,1.1,0.7,1.1,0.7,0.9,0.7,0.8,0.8,0.7,0.7,1.6,0.7,0.9,44
Aaron,Connolly,FWD,BHA,4400000,2,39,2.6,5.90909090909091E-07,8.86363636363636E-06,0,302612,0,12,0,0,0,2,0,8.9,1174,-1,0,39,1,0.2,0,1,3,0,3,0,2,1.3,376583,0,-1,0,1,782,533,0,0,86,Aston Villa,Bournemouth,West Ham,Watford,Sheffield United,3,2.1,1.9,2.6,1.4,2.7,1.9,2.7,1.8,3.2,2.6,2,2.7,2.6,2.3,2,49.2
Jack,Cork,MID,BUR,4900000,2,47,2.2,4.48979591836735E-07,9.59183673469388E-06,0,21589,0,34,0,0,0,0,0,9.6,42,-1,0,47,1,0.4,0,2.2,0,0,6,0,0,0.2,11822,0,-1,0,0,1825,33,0,0,217,Leicester,Man Utd,Arsenal,Southampton,Bournemouth,1.3,1.1,2,1.7,2,1.4,1.5,1.1,2,1.2,2.4,1.1,1.1,1.8,1.2,1.9,57.1
Helder,Costa,MID,WOL,4900000,0,0,0,0,0,0,1702,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,745,0,-1,0,0,0,4,0,0,0,Southampton,Liverpool,Man Utd,Leicester,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,4700000,2,56,3.5,7.4468085106383E-07,1.19148936170213E-05,0,207397,6,24,0,0,0,3,0,11.9,977,-3,0,56,3,0.4,0,1.8,5,0,4,0,0,1.4,260952,0,-1,0,2,1393,3214,0,0,244,Everton,Leicester,Liverpool,Brighton,Man City,4.8,6.7,4,2.8,3.4,2.9,2.6,3.4,3.8,3.6,3.8,3.6,3.2,3.9,2.6,5.2,67.4
,Cuco Martina,DEF,EVE,4000000,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,0,-1,0,0,0,26,0,0,0,West Ham,Newcastle,Watford,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,722,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,0,-1,0,0,0,10,0,0,0,Southampton,Liverpool,Man Utd,Leicester,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5500000,0,23,1.9,3.45454545454545E-07,4.18181818181818E-06,0,92190,0,6,0,0,0,2,0,4.2,138,-5,0,23,5,0,0,0.2,0,0,1,0,0,0.5,26182,0,-1,0,0,292,4,0,0,69,Southampton,Liverpool,Man Utd,Leicester,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,5774,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1361,0,-1,0,0,0,6,0,0,0,Tottenham,Aston Villa,Everton,Brighton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,4900000,0,1,0.0454545454545455,9.27643784786642E-09,2.04081632653061E-07,0,10701,0,0,0,0,0,0,0,0.2,7,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1390,0,-1,0,0,59,6,0,0,8,Liverpool,Burnley,Wolverhampton,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
James,Daly,FWD,CRY,4500000,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,-1,0,0,0,23,0,0,0,Man City,Southampton,Sheffield United,Everton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4300000,0,3,0.136363636363636,3.17124735729387E-08,6.97674418604651E-07,0,16880,0,2,0,0,0,0,0,0.7,1,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,3211,0,-1,0,0,126,0,0,0,18,Norwich,Brighton,Aston Villa,Sheffield United,Burnley,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.2
,Danilo,DEF,MCI,5000000,0,0,0,0,0,0,5757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,-1,0,0,0,1,0,0,0,Crystal Palace,Sheffield United,Tottenham,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Danjuma,MID,BOU,5800000,0,18,0.818181818181818,1.41065830721003E-07,3.10344827586207E-06,0,4769,0,6,0,0,0,0,0,3.1,7,-2,0,18,2,0,0,0,0,0,2,0,1,0,1023,0,-1,0,0,405,1,0,0,55,Norwich,Brighton,Aston Villa,Sheffield United,Burnley,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.5
Scott,Dann,DEF,CRY,4300000,0,15,0.681818181818182,1.58562367864693E-07,3.48837209302326E-06,0,20537,0,2,0,0,0,0,0,3.5,16,-2,0,15,2,0,0,0,0,0,1,0,1,0.1,10096,0,-1,0,0,335,16,0,0,71,Man City,Southampton,Sheffield United,Everton,Newcastle,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,16
Kevin,Danso,DEF,SOU,4200000,0,9,0.409090909090909,9.74025974025974E-08,2.14285714285714E-06,0,3266,0,8,0,0,0,0,0,2.1,14,-3,0,9,3,0,0,0,0,0,1,0,1,0,3175,0,-1,0,0,275,10,0,1,46,Wolverhampton,Crystal Palace,Liverpool,Burnley,Aston Villa,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Karl,Darlow,GLK,NEW,4300000,0,0,0,0,0,0,6060,0,0,0,0,0,0,0,0,18,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1815,0,-1,0,0,0,4,0,0,0,Chelsea,Everton,Norwich,Arsenal,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4900000,0,0,0,0,0,0,4833,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,562,0,-1,0,0,0,2,0,0,0,Liverpool,Burnley,Wolverhampton,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,David Luiz,DEF,ARS,5700000,2,56,2.8,4.91228070175439E-07,9.82456140350877E-06,0,487693,4,28,0,0,0,2,0,9.8,1194,-3,0,56,3,0.6,0,3.5,6,0,3,0,0,4.9,180703,0,-1,0,2,1800,614,0,0,319,Sheffield United,Chelsea,Burnley,Newcastle,Everton,2.5,2.4,1.9,3.5,3.5,2,3.4,2.2,2.2,3,1.9,2.4,2.7,2.6,3.1,2.8,70.2
