FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Bamidele,Alli,MID,TOT,8800000,2,75,5.4,6.13636363636364E-07,8.52272727272727E-06,0,568682,2,16,0,0,0,6,0,8.4,85595,3,1,75,-3,0.5,0,4.7,9,0,2,0,3,13.6,1461978,0,-1,0,1,1163,3902,-1,0,251,Southampton,Liverpool,Watford,Norwich,Man City,6.8,5.2,6,6.6,4.7,4.4,5.2,7,5.8,7,5.9,6.9,7.2,6.2,6.9,5.7,5.7,5.2,97.8
Miguel,Almiron,MID,NEW,5800000,2,54,2.7,4.6551724137931E-07,9.31034482758621E-06,0,63739,3,29,0,0,0,1,0,9.3,607,-2,0,54,2,0.5,0,3,3,0,6,0,1,0.5,38602,0,-1,0,1,1670,210,0,0,162,Leicester,Wolverhampton,Chelsea,Everton,Norwich,2,1.9,2,1.6,2.5,1.9,1.6,2.8,2.3,3.3,2.6,2,2.1,1.4,1.9,2.2,1.7,1.8,77.2
Marcos,Alonso,DEF,CHE,6000000,0,47,2.35,3.91666666666667E-07,7.83333333333333E-06,0,453324,3,4,0,0,0,1,0,7.8,2575,-5,0,47,5,0.3,0,1.6,5,0,4,0,3,2.3,259220,0,-1,0,2,588,20,0,0,181,Brighton,Burnley,Newcastle,Arsenal,Leicester,0,1.7,2.3,1.5,1.7,2,2.3,1.8,2.4,2.4,1.7,2.4,2,2.1,1.9,2.1,2,1.6,44.1
Steven,Alzate,MID,BHA,4500000,2,26,1.3,2.88888888888889E-07,5.77777777777778E-06,0,7052,1,14,0,0,0,0,0,5.8,217,0,0,26,0,0.3,0,1.4,0,0,3,0,0,0.1,13233,0,-1,0,0,936,356,0,0,147,Chelsea,Everton,Aston Villa,Bournemouth,West Ham,0.6,0.6,0.7,0.7,0.6,0.9,0.9,0.7,0.6,0.8,0.6,0.8,0.6,0.6,0.6,0.8,0.9,0.6,52.5
Ibrahim,Amadou,MID,NOR,4500000,0,17,0.85,1.88888888888889E-07,3.77777777777778E-06,0,9432,1,19,0,0,0,0,0,3.8,80,0,0,17,0,0,0,0.1,0,0,1,0,0,0.1,11042,0,-1,0,0,731,22,0,0,120,Crystal Palace,Man Utd,Bournemouth,Tottenham,Newcastle,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.1
Daniel,Amartey,MID,LEI,4300000,0,0,0,0,0,0,30194,0,0,0,0,0,0,0,0,373,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,26666,0,-1,0,0,0,94,0,0,0,Newcastle,Southampton,Burnley,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4500000,0,0,0,0,0,0,1141,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,841,0,-1,0,0,0,4,0,0,0,Southampton,Liverpool,Watford,Norwich,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,2090,0,0,0,0,0,0,0,0,13,-1,0,0,1,0,0,0,0,0,0,0,0,0,1262,0,-1,0,0,0,1,0,0,0,Brighton,Burnley,Newcastle,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Anang,GLK,WHU,4000000,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5506,0,-1,0,0,0,706,0,0,0,Bournemouth,Sheffield United,Everton,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,5,1.7,3.54166666666667E-07,1.04166666666667E-06,0,194887,0,2,0,0,0,1,0,1,81,-2,0,5,2,0,0,0,1,0,0,0,0,0.4,159517,0,-1,0,0,71,3,0,1,20,Chelsea,Everton,Aston Villa,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
,Andre Gomes,MID,EVE,5200000,0,13,0.65,1.25E-07,2.5E-06,0,68790,3,8,0,0,0,0,0,2.5,63,-3,0,13,3,0,0,0,0,0,2,0,0,0.3,12516,0,-1,0,0,584,2,0,0,71,Man City,Brighton,West Ham,Newcastle,Watford,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.8
,Angelino,DEF,MCI,4700000,0,11,0.55,1.17021276595745E-07,2.34042553191489E-06,0,24696,1,7,0,0,0,0,0,2.3,269,-3,0,11,3,0.1,0,0.4,1,0,0,0,1,0.2,17971,0,-1,0,0,422,74,0,0,94,Everton,Aston Villa,Crystal Palace,Sheffield United,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,31.6
Michail,Antonio,MID,WHU,6900000,0,26,1.36842105263158,1.98321891685736E-07,3.76811594202899E-06,0,70172,0,9,0,0,0,1,0,3.8,1054,-1,0,26,1,0.3,0,1.8,0,0,2,0,2,0.8,21297,0,-1,0,0,550,230,0,0,66,Bournemouth,Sheffield United,Everton,Leicester,Liverpool,0,1.1,0.8,1.4,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.9,0.7,0.9,0.7,0.8,56
Stuart,Armstrong,MID,SOU,5200000,3,25,1.25,2.40384615384615E-07,4.80769230769231E-06,0,9112,1,10,0,0,0,0,0,4.8,27,-3,0,25,3,0.3,0,1.4,0,0,2,0,1,0.1,2705,0,-1,0,0,627,46,0,0,62,Tottenham,Leicester,Wolverhampton,Crystal Palace,Liverpool,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.8,20.7
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,7371,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1034,0,-1,0,0,0,8,0,0,0,Bournemouth,Sheffield United,Everton,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernard,Ashley-Seal,FWD,WOL,4500000,0,0,0,0,0,0,3570,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,4954,0,-1,0,0,0,67,0,0,0,Watford,Newcastle,Southampton,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5300000,0,32,1.6,3.0188679245283E-07,6.0377358490566E-06,0,26456,1,12,0,0,0,0,0,6,91,-2,0,32,2,0.1,0,0.7,0,0,2,0,3,0.1,22745,0,-1,0,0,609,16,0,0,101,Leicester,Wolverhampton,Chelsea,Everton,Norwich,0.8,0.8,0.8,0.8,1.1,0.8,0.8,1.3,1,1.5,1.1,0.8,0.9,0.8,0.8,0.9,0.8,0.8,35.6
Pierre-Emerick,Aubameyang,FWD,ARS,10800000,2,123,5.9,5.46296296296296E-07,1.13888888888889E-05,0,2165843,3,30,0,0,0,13,0,11.4,6812,-2,0,123,2,0.5,0,5.1,23,0,4,0,3,18.2,1587587,0,-1,0,2,1877,41180,0,0,464,Man Utd,Crystal Palace,Sheffield United,Chelsea,Burnley,8.7,7,6.2,7.9,7.1,7.7,8,7.7,7.5,7,8.4,8.3,7,7,7.4,6.8,6.9,8.3,171
Serge,Aurier,DEF,TOT,5100000,1,55,3.4,6.66666666666667E-07,1.07843137254902E-05,0,429048,1,20,0,0,0,0,0,10.8,32977,1,0,55,-1,0.5,0,2.7,10,0,3,0,5,7.6,912581,1,-1,0,1,1354,1781,0,1,326,Southampton,Liverpool,Watford,Norwich,Man City,3.1,3.6,2.8,4,3.4,3.8,3.2,3.2,2.4,3.9,4.3,3,4.4,2.9,3.1,3.5,3.3,3.3,72.5
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,4934,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13459,0,-1,0,0,0,223,0,0,0,Southampton,Liverpool,Watford,Norwich,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,8888,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,-1,0,0,0,2,0,0,0,Tottenham,Leicester,Wolverhampton,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5000000,2,74,3.7,7.4E-07,1.48E-05,0,890296,3,18,0,0,0,5,0,14.8,13051,0,0,74,0,0.7,0,3.4,14,0,8,0,1,7.2,1132934,0,-1,0,1,1662,6355,0,0,237,Norwich,Arsenal,Man City,Southampton,Sheffield United,4.4,4.4,3.8,4.1,3.2,3.1,4.2,3.3,4.6,3.6,3.1,4.5,2.9,4.2,3.2,5,3.3,4.9,105.6
Cesar,Azpilicueta,DEF,CHE,5800000,11,56,2.9,5E-07,9.6551724137931E-06,0,423301,0,28,0,0,0,1,0,9.7,900,-2,0,56,2,0.6,0,3.6,4,0,3,0,2,4.8,195368,0,-1,0,1,1699,6686,0,0,326,Brighton,Burnley,Newcastle,Arsenal,Leicester,2.6,2.3,3.1,2.1,2.3,2.8,3.2,2.5,3.3,3.3,2.4,3.3,2.8,2.9,2.6,2.9,2.8,2.3,102.2
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,2685,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,905,0,-1,0,0,0,14,0,0,0,Arsenal,Norwich,Liverpool,Burnley,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Baines,DEF,EVE,4900000,0,8,0.4,8.16326530612245E-08,1.63265306122449E-06,0,12772,0,2,0,0,0,0,0,1.6,159,-1,0,8,1,0.2,0,1.1,0,0,0,0,1,0.2,11570,0,-1,0,0,152,165,0,0,38,Man City,Brighton,West Ham,Newcastle,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.3
Fabian,Balbuena,DEF,WHU,4300000,6,34,1.78947368421053,4.16156670746634E-07,7.90697674418605E-06,0,27752,2,21,0,0,0,1,0,7.9,339,-2,0,34,2,0.7,0,3,3,0,3,0,0,0.4,24106,0,-1,0,1,991,1131,0,0,175,Bournemouth,Sheffield United,Everton,Leicester,Liverpool,1.2,1.2,1.7,2.2,1.3,1.1,1.2,0.9,0.9,1.1,1.3,1.1,1.4,1.1,1.2,1.4,0.9,2.1,38.8
George,Baldock,DEF,SHU,5000000,0,90,4.5,9E-07,1.8E-05,0,182824,4,19,0,0,0,2,0,18,6468,5,0,90,-5,1,0,4.9,7,0,7,0,4,11.3,949411,0,-1,0,1,1800,22992,0,0,334,Liverpool,West Ham,Arsenal,Man City,Crystal Palace,5.2,5.9,4.3,4.8,5.4,4.9,5.3,5.5,5.5,5.6,4.4,5.9,4.2,4.6,4.8,4.5,6.1,5.1,72.4
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,4513,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1105,0,-1,0,0,0,12,0,0,0,Chelsea,Everton,Aston Villa,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,14651,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0.2,24012,0,-1,0,0,0,177,0,0,0,Chelsea,Everton,Aston Villa,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,-1,0,0,0,1,0,0,0,Man City,Brighton,West Ham,Newcastle,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,1,27,1.35,3.13953488372093E-07,6.27906976744186E-06,0,13124,2,11,0,0,0,0,0,6.3,450,-2,0,27,2,0.5,0,2.1,0,0,4,0,0,0.2,15889,0,-1,0,0,810,211,0,0,140,Aston Villa,Chelsea,Leicester,Man Utd,Arsenal,1.5,0.7,0.7,0.7,0.7,0.7,0.8,0.8,1.1,0.7,0.9,0.7,0.8,0.9,0.7,0.7,0.7,0.9,24.5
Ross,Barkley,MID,CHE,5600000,0,9,0.45,8.03571428571429E-08,1.60714285714286E-06,0,453773,0,5,0,0,0,0,0,1.6,254,-4,0,9,4,0,0,0,0,0,1,0,0,1.3,72113,0,-1,0,0,335,47,0,0,38,Brighton,Burnley,Newcastle,Arsenal,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,34.7
Ashley,Barnes,FWD,BUR,6200000,1,61,3.2,5.16129032258065E-07,9.83870967741936E-06,0,1136373,4,21,0,0,0,6,0,9.8,2366,-3,0,61,3,0.2,0,1.1,6,0,8,0,0,2.8,1127189,0,-1,0,1,1350,168,0,0,161,Aston Villa,Chelsea,Leicester,Man Utd,Arsenal,4.1,3.2,2.9,2.8,3.5,3.6,3.5,2.2,4,3.1,3.7,2.7,2.5,2.8,2.5,3.3,3.7,3.5,75.7
Harvey,Barnes,MID,LEI,5900000,0,60,3,5.08474576271186E-07,1.01694915254237E-05,0,114615,0,8,0,0,0,1,0,10.2,1459,-1,0,60,1,0.3,0,1.7,3,0,5,0,6,0.6,133525,0,-1,0,1,1071,173,0,0,166,Newcastle,Southampton,Burnley,West Ham,Chelsea,2.4,2.5,2.5,2.3,2.1,2.5,1.7,2.1,2.8,2.6,2.9,2.3,2.8,2.6,2.7,3.5,1.8,2.9,91.6
Chris,Basham,DEF,SHU,4500000,0,61,3,6.66666666666667E-07,1.35555555555556E-05,0,26284,4,19,0,0,0,0,0,13.6,669,0,0,61,0,0.5,0,2.4,2,0,7,0,0,0.7,60358,0,-1,0,0,1740,1036,0,0,316,Liverpool,West Ham,Arsenal,Man City,Crystal Palace,2.9,3.4,2.3,2.6,3,2.7,2.9,3.4,3.1,3.2,2.3,3.4,2.2,2.4,2.6,2.4,3.5,2.8,49.1
Michy,Batshuayi,FWD,CHE,6600000,0,23,1.15,1.74242424242424E-07,3.48484848484849E-06,0,124829,0,4,0,0,0,1,0,3.5,263,-4,0,23,4,0.1,0,0.6,1,0,0,0,2,0.5,89067,0,-1,0,0,118,94,0,0,57,Brighton,Burnley,Newcastle,Arsenal,Leicester,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.9,0.6,0.6,25.1
Jan,Bednarek,DEF,SOU,4400000,5,45,2.1,4.77272727272727E-07,1.02272727272727E-05,0,65009,2,38,0,0,0,0,0,10.2,278,-1,0,45,1,0.7,0,3.1,3,0,4,0,0,0.7,58558,0,-1,0,0,1887,972,0,0,315,Tottenham,Leicester,Wolverhampton,Crystal Palace,Liverpool,1.8,1.5,1.2,1.9,1.8,1.2,2.4,2.2,2.1,1.8,1.1,1.6,1.2,1.9,1.4,1.4,1.7,1.2,46.4
Asmir,Begovic,GLK,BOU,4200000,0,0,0,0,0,0,150420,0,0,0,0,0,0,0,0,187,-3,0,0,3,0,0,0,0,0,0,0,0,0.8,11980,0,-1,0,0,0,19,0,0,0,West Ham,Watford,Norwich,Brighton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,1,0.05,9.25925925925926E-09,1.85185185185185E-07,0,36715,2,6,0,0,0,0,0,0.2,186,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,34957,0,-1,0,0,262,25,0,0,26,Man Utd,Crystal Palace,Sheffield United,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
Ryan,Bennett,DEF,WOL,4900000,0,21,1.05,2.14285714285714E-07,4.28571428571429E-06,0,40345,2,9,0,0,0,0,0,4.3,160,-1,0,21,1,0.1,0,0.6,0,0,2,0,0,0.3,16436,0,-1,0,0,603,110,0,0,110,Watford,Newcastle,Southampton,Liverpool,Man Utd,0.5,0.8,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.5,0.7,0.5,0.7,0.5,16.3
Christian,Benteke,FWD,CRY,5700000,0,17,1.1,1.92982456140351E-07,2.98245614035088E-06,0,74440,2,7,0,0,0,0,0,3,230,-3,0,17,3,0.1,0,0.6,0,0,1,0,0,0.5,30668,0,-1,0,0,486,4,0,0,53,Norwich,Arsenal,Man City,Southampton,Sheffield United,0,0,0,0,0,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.8,43.7
,Bernard,MID,EVE,6400000,0,39,1.95,3.046875E-07,6.09375E-06,0,205469,2,6,0,0,0,2,0,6.1,388,-1,0,39,1,0.2,0,1.6,5,0,5,0,1,0.6,185936,0,-1,0,2,652,44,0,0,125,Man City,Brighton,West Ham,Newcastle,Watford,0,1.6,1,1.9,1.1,1.5,1.2,1.6,1,1,1,1.1,1,1.4,1.1,1.5,1.7,1.7,46.8
,Bernardo,DEF,BHA,4300000,8,12,0.6,1.3953488372093E-07,2.7906976744186E-06,0,8647,0,5,0,0,0,0,0,2.8,48,-2,0,12,2,0.3,0,1.4,2,0,1,0,0,0.1,2566,0,-1,0,0,211,361,0,0,64,Chelsea,Everton,Aston Villa,Bournemouth,West Ham,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.1
,Bernardo Silva,MID,MCI,7800000,0,72,3.6,4.61538461538462E-07,9.23076923076923E-06,0,1878206,5,20,0,0,0,5,0,9.1,9242,-2,1,72,2,0.3,0,2.1,5,0,4,0,4,9,812104,0,-1,0,2,1174,1032,-1,0,321,Everton,Aston Villa,Crystal Palace,Sheffield United,Tottenham,3.9,2.5,3.6,4.6,2.6,3,2.6,3.7,2.8,3.9,3,2.5,4.1,4.2,3.3,3.9,3.5,3.5,139
Ryan,Bertrand,DEF,SOU,4800000,6,30,1.9,3.95833333333333E-07,6.25E-06,0,62512,3,31,0,0,0,1,0,6.2,458,-2,0,30,2,0.8,0,3.7,0,0,2,0,1,0.6,30799,0,-1,0,0,1302,1570,0,1,179,Tottenham,Leicester,Wolverhampton,Crystal Palace,Liverpool,1.5,1.3,1,1.7,1.6,1,2.1,1.9,1.8,1.5,1,1.4,1,1.6,1.2,1.2,1.4,1,55.9
Muhamed,Besic,MID,SHU,4400000,0,6,0.3,6.81818181818182E-08,1.36363636363636E-06,0,15236,0,1,0,0,0,0,0,1.4,77,-1,0,6,1,0.2,0,0.7,0,0,0,0,0,0.1,8123,0,-1,0,0,120,44,0,0,25,Liverpool,West Ham,Arsenal,Man City,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.1
Philip,Billing,MID,BOU,5000000,0,37,1.9,3.8E-07,7.4E-06,0,18834,7,22,0,0,0,0,0,7.4,143,0,0,37,0,0.3,0,1.7,2,0,5,0,1,0.1,15682,0,-1,0,0,1501,45,0,0,219,West Ham,Watford,Norwich,Brighton,Aston Villa,1,1.6,1,1.4,1.4,1.8,1.2,1,1,1.3,1.2,1.7,1,1.1,1,1,1.2,1.1,61.6
