FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bernard,MID,EVE,6400000,0,28,2.33333333333333,3.64583333333333E-07,4.375E-06,0,198856,2,4,0,0,0,2,0,4.4,544,-1,0,28,1,0,0,0.2,5,0,3,0,0,0.7,181572,0,-1,0,2,447,15,0,0,83,Norwich,Leicester,Liverpool,Chelsea,Man Utd,0,0,1.2,1.7,1.2,2.4,2.5,1.5,1.2,2.5,1.2,2.5,1.8,2.2,1.3,2.3,1.2,1.4,1.2,1.6,1.2,1.8,1.5,2,2,2.5,33.9
,Bernardo,DEF,BHA,4300000,0,2,0.166666666666667,3.87596899224806E-08,4.65116279069767E-07,0,7947,0,3,0,0,0,0,0,0.5,34,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1571,0,-1,0,0,67,1,0,0,14,Leicester,Liverpool,Arsenal,Wolverhampton,Crystal Palace,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.9
,Bernardo Silva,MID,MCI,7900000,0,56,4.66666666666667,5.90717299578059E-07,7.08860759493671E-06,0,1638391,2,12,0,0,0,5,0,7.1,21841,-1,0,56,1,0.5,0,3.8,5,0,3,0,2,10.6,683091,0,-1,0,2,724,6528,0,0,239,Chelsea,Newcastle,Burnley,Man Utd,Arsenal,4.4,5.3,4.4,5.7,4.8,4.3,5.3,6.2,5.5,3.9,5.4,6.3,3.8,4.9,3.5,5.9,3.8,6.1,3.7,3.8,5.8,6.1,4.8,6,5.8,5.4,104.5
Ryan,Bertrand,DEF,SOU,4800000,3,2,0.2,4.16666666666667E-08,4.16666666666667E-07,0,53486,2,24,0,0,0,0,0,0.4,142,-2,0,2,2,0.2,0,1,0,0,0,0,1,0.4,8987,0,-1,0,0,582,439,0,1,64,Arsenal,Watford,Norwich,Newcastle,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,26.1
Muhamed,Besic,MID,SHU,4500000,0,1,0.0833333333333333,1.85185185185185E-08,2.22222222222222E-07,0,12918,0,0,0,0,0,0,0,0.2,115,0,0,1,0,0,0,0.2,0,0,0,0,0,0.2,6446,0,-1,0,0,9,100,0,0,5,Man Utd,Wolverhampton,Newcastle,Norwich,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Philip,Billing,MID,BOU,5000000,0,25,1.9,3.8E-07,5E-06,0,14575,5,16,0,0,0,0,0,5,733,0,0,25,0,0.4,0,1.8,0,0,3,0,1,0.2,13637,0,-1,0,0,1078,23,0,0,148,Wolverhampton,Tottenham,Crystal Palace,Liverpool,Chelsea,0,0,1,1,1,1.8,1.7,1,1,1.7,1,1.7,1.4,1.6,1,1.1,1,1.5,1.2,1.8,1,1.3,1.1,1,1.2,1,46.3
Yves,Bissouma,MID,BHA,5000000,1,4,0.333333333333333,6.66666666666667E-08,8E-07,0,570,0,1,0,0,0,0,0,0.8,17,0,0,4,0,0,0,0.2,0,0,0,0,0,0,531,0,-1,0,0,76,11,0,0,12,Leicester,Liverpool,Arsenal,Wolverhampton,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.6
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,6996,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,-1,0,0,0,3,0,0,0,Newcastle,Man Utd,Chelsea,Leicester,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4900000,0,34,4.2,8.57142857142857E-07,6.93877551020408E-06,0,590415,0,7,0,0,0,0,0,6.9,6747,-1,0,34,1,0,0,0,7,0,3,0,1,3,342754,0,-1,0,0,720,32,0,1,170,Bournemouth,Sheffield United,West Ham,Brighton,Tottenham,0,0,0,0,0,4,4.2,4.6,4.7,6,5.1,4.5,3.8,4.6,5.1,4.8,4.9,4.8,4.2,5.1,4.5,4.2,6,3,5.6,3.8,28.7
Gaetan,Bong,DEF,BHA,4300000,0,3,0.25,5.81395348837209E-08,6.97674418604651E-07,0,6076,0,3,0,0,0,0,0,0.7,61,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,1711,0,-1,0,0,57,19,0,0,15,Leicester,Liverpool,Arsenal,Wolverhampton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Artur,Boruc,GLK,BOU,4400000,0,0,0,0,0,0,16247,0,0,0,0,0,0,0,0,141,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,5614,0,-1,0,0,0,47,0,0,0,Wolverhampton,Tottenham,Crystal Palace,Liverpool,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,1,23,1.91666666666667,3.48484848484849E-07,4.18181818181818E-06,0,13404,1,10,0,0,0,0,0,4.2,148,0,0,23,0,0.2,0,1.3,0,0,1,0,3,0.1,13319,0,-1,0,0,430,81,0,0,67,Arsenal,Watford,Norwich,Newcastle,West Ham,1.3,1.3,1.1,1.5,1,1,1,1.1,1,1,1.1,1.3,1,1.4,1,1.1,1.4,1.2,1.3,1.7,1,1.2,1,1.3,1.5,1.4,40.8
Robbie,Brady,MID,BUR,5500000,0,12,1,1.81818181818182E-07,2.18181818181818E-06,0,2024,1,1,0,0,0,0,0,2.2,114,0,0,12,0,0.4,0,2,0,0,0,0,2,0,2021,0,-1,0,0,110,66,0,0,44,Watford,Crystal Palace,Man City,Tottenham,Newcastle,0.5,0.6,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.5,0.6,0.5,0.7,13.5
Claudio,Bravo,GLK,MCI,4800000,0,1,0.0833333333333333,1.73611111111111E-08,2.08333333333333E-07,0,18248,0,3,0,2,0,0,0,0.2,1103,-2,0,1,2,0,0,0.2,0,0,0,0,0,0.3,9243,0,-1,0,0,90,74,0,0,16,Chelsea,Newcastle,Burnley,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Rhian,Brewster,FWD,LIV,4300000,0,0,0,0,0,0,55297,0,0,0,0,0,0,0,0,678,-2,1,0,2,0,0,0,0,0,0,0,0,0.5,46071,0,-1,0,0,0,307,-1,0,0,Crystal Palace,Brighton,Everton,Bournemouth,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,17862,0,0,0,0,0,0,0,0,34,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,539,0,-1,0,0,0,2,0,0,0,Wolverhampton,Tottenham,Crystal Palace,Liverpool,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,1,40,3.1,5.16666666666667E-07,6.66666666666667E-06,0,162333,1,27,0,0,0,0,0,6.7,2301,0,0,40,0,0.3,0,1.8,3,0,1,0,4,1,180494,0,-1,0,1,1053,217,0,0,176,Everton,Arsenal,Southampton,Sheffield United,Leicester,1.9,3.7,2.8,3.8,1.6,3.2,1.7,2.9,3.3,1.6,3.7,1.6,2.4,2.2,2.4,2.6,3.1,2.8,3.4,2.1,3.7,2.8,3,1.6,3.8,1.6,88.8
Dan,Burn,DEF,BHA,4500000,1,33,2.5,5.55555555555556E-07,7.33333333333333E-06,0,14476,1,19,0,0,0,0,0,7.3,356,0,0,33,0,0.4,0,2,0,0,4,0,0,0.3,22813,0,-1,0,0,1170,223,0,0,201,Leicester,Liverpool,Arsenal,Wolverhampton,Crystal Palace,2.3,1.7,1.2,2,1.9,2.1,1.9,2.1,2.3,2,3.3,1.2,1.9,2.5,1.5,3,1.4,2.3,1.3,2.9,1.4,2.3,2.1,2,3.4,1.2,46.4
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,486095,0,0,0,0,0,0,0,0,7037,0,0,0,0,0,0,0,0,0,0,0,0,22.3,369599,0,-1,0,0,0,2213,0,0,0,Leicester,Liverpool,Arsenal,Wolverhampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,5,8,1.6,3.63636363636364E-07,1.81818181818182E-06,0,7518,2,6,0,0,0,0,0,1.8,46,-1,0,8,1,0.3,0,1.5,0,0,1,0,0,0.1,4318,0,-1,0,0,295,55,0,0,42,Everton,Arsenal,Southampton,Sheffield United,Leicester,1,1.1,1,1,0.8,1,1,1.6,1.6,0.8,1,0.9,1.1,1.1,0.8,1.1,0.8,1,1.7,0.8,1.3,0.9,1.5,0.8,1.2,0.8,15.8
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,9717,0,0,0,0,0,0,0,0,68,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2739,0,-1,0,0,0,39,0,0,0,Man City,West Ham,Aston Villa,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4500000,1,23,2.1,4.66666666666667E-07,5.11111111111111E-06,0,99508,1,17,0,0,0,0,0,5.1,1249,0,0,23,0,0.2,0,1,1,0,2,0,0,1.7,73004,0,-1,0,0,990,2555,0,0,172,Liverpool,Burnley,Bournemouth,Watford,Brighton,1.7,1,1.6,1.4,1.9,1.8,2.2,1.6,1.1,1.7,1.2,1.5,1.5,1.6,2.6,1.1,1.8,1,1.4,1.8,1,1.7,1.7,2.2,1.1,2.3,38.1
,Callum Wilson,FWD,BOU,7700000,2,56,4.3,5.58441558441558E-07,7.27272727272727E-06,0,1321845,3,17,0,0,0,5,0,7.3,39542,-3,0,56,3,0.2,0,1.5,4,0,3,0,3,8.1,707654,0,-1,0,1,1130,1302,0,0,185,Wolverhampton,Tottenham,Crystal Palace,Liverpool,Chelsea,4.8,4.6,4.2,4.7,4.3,5.7,5.9,3.7,4.2,5.4,4.9,5.5,6,3.2,3.4,5.6,4.1,5.7,4,5,4.1,6.1,4.7,4.4,5.6,4,77.2
Dominic,Calvert-Lewin,FWD,EVE,5800000,1,30,2.7,4.6551724137931E-07,5.17241379310345E-06,0,146051,1,11,0,0,0,3,0,5.2,2451,-2,0,30,2,0.4,0,2.5,2,0,2,0,0,1,90458,0,-1,0,0,541,435,0,0,91,Norwich,Leicester,Liverpool,Chelsea,Man Utd,3.7,1.4,1.8,3,1.8,3.2,3.1,1.5,2,2.9,1.9,2.6,2.1,3.1,1.8,3.6,1.9,2.4,2.3,2.4,2.1,3,1.8,3.3,1.4,2.8,36.1
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,-1,0,0,0,3,0,0,0,Crystal Palace,Brighton,Everton,Bournemouth,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4600000,0,1,0.0833333333333333,1.81159420289855E-08,2.17391304347826E-07,0,44233,0,0,0,0,0,0,0,0.2,172,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,3809,0,-1,0,0,5,70,0,0,3,Liverpool,Burnley,Bournemouth,Watford,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5300000,2,19,1.58333333333333,2.9874213836478E-07,3.58490566037736E-06,0,135597,1,3,0,0,0,0,0,3.6,2048,-2,0,19,2,0.4,0,2,3,0,2,0,0,1.2,110673,0,-1,0,0,397,1189,0,0,105,Chelsea,Newcastle,Burnley,Man Utd,Arsenal,0.9,1.3,0.8,1.3,0.8,1,0.8,0.8,1.5,1.2,1.4,0.9,1.1,1.3,0.8,0.9,0.8,1,0.8,1,1.2,1.6,0.8,0.9,1,1.1,24.8
Todd,Cantwell,MID,NOR,4600000,10,49,3.8,8.26086956521739E-07,1.06521739130435E-05,0,1219954,1,22,0,0,0,3,0,10.7,15535,1,0,49,-1,0.7,0,3.2,4,0,2,0,2,16.8,2235094,0,-1,0,1,923,18779,0,0,159,Everton,Arsenal,Southampton,Sheffield United,Leicester,0,4.9,3.8,5,2,4.3,2.3,3.9,4.5,2.3,4.9,2.3,3.4,3.1,3.4,3.5,4.2,3.8,4.5,3,4.9,3.8,4,2.2,5,1.9,76.1
Etienne,Capoue,MID,WAT,4800000,2,15,1.9,3.95833333333333E-07,3.125E-06,0,55222,2,22,0,0,0,0,0,3.1,189,-2,0,15,2,0.3,0,1.2,0,0,1,0,0,0.3,12398,0,-1,0,0,712,77,0,0,104,Burnley,Southampton,Leicester,Crystal Palace,Liverpool,1.7,1.5,1,1.4,1,1.5,1.7,1.3,1.3,1.3,1.1,1,1.4,1.1,1,1,1,1,1,1.1,1,1.4,1.6,1,1,1.1,21.3
,Carlos Sanchez,MID,WHU,4400000,1,4,0.333333333333333,7.57575757575757E-08,9.09090909090909E-07,0,22988,0,0,0,0,0,0,0,0.9,232,-1,0,4,1,0,0,0.2,0,0,0,0,0,0.3,16541,0,-1,0,0,40,201,0,0,11,Tottenham,Chelsea,Wolverhampton,Arsenal,Southampton,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,NEW,5400000,0,6,0.5,9.25925925925926E-08,1.11111111111111E-06,0,12484,0,4,0,0,0,0,0,1.1,102,-1,0,6,1,0.1,0,0.5,0,0,0,0,0,0.1,6338,0,-1,0,0,97,91,0,0,17,Aston Villa,Man City,Sheffield United,Southampton,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.5
Scott,Carson,GLK,MCI,4000000,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0,-1,0,0,0,244,0,0,0,Chelsea,Newcastle,Burnley,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,1,29,2.6,5.90909090909091E-07,6.59090909090909E-06,0,188342,1,15,0,0,0,0,0,6.6,837,-1,0,29,1,0.9,0,3.8,1,0,3,0,0,1.4,16721,0,-1,0,0,919,687,0,0,167,Burnley,Southampton,Leicester,Crystal Palace,Liverpool,2.3,2.5,1.7,2.9,2.2,2.8,2,3.3,1.9,1.6,2.9,2.6,3.2,1.8,1.7,2.2,2.4,2.2,1.3,1.9,1.7,2.5,3.3,2.4,2,1.5,20.4
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,758,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,378,0,-1,0,0,0,5,0,0,0,Bournemouth,Sheffield United,West Ham,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5300000,0,27,2.5,4.71698113207547E-07,5.09433962264151E-06,0,1041081,0,10,0,0,0,0,0,5.1,12470,-2,0,27,2,0.2,0,1,3,0,1,0,2,4.4,994955,0,-1,0,1,659,26,0,0,130,Southampton,Norwich,Brighton,West Ham,Man City,0,0,0,0,0,1.3,1.7,1.8,2.6,1.4,2.8,1.2,1.3,2.8,2.5,1.2,2.1,1.5,2,2.4,1.7,1.8,1.2,1.6,1.2,2.6,42.9
,Cedric,DEF,SOU,4800000,1,11,0.916666666666667,1.90972222222222E-07,2.29166666666667E-06,0,18548,0,7,0,0,0,0,0,2.3,61,-2,0,11,2,0.1,0,0.7,0,0,1,0,0,0.2,6369,0,-1,0,0,405,141,0,0,64,Arsenal,Watford,Norwich,Newcastle,West Ham,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,16.7
Nathaniel,Chalobah,MID,WAT,4400000,0,6,0.5,1.13636363636364E-07,1.36363636363636E-06,0,13918,0,3,0,0,0,0,0,1.4,286,-1,0,6,1,0.2,0,0.8,0,0,0,0,0,0.2,10636,0,-1,0,0,231,159,0,0,32,Burnley,Southampton,Leicester,Crystal Palace,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.2
,Chamberlain,MID,LIV,6200000,3,13,1.08333333333333,1.74731182795699E-07,2.09677419354839E-06,0,39912,0,3,0,0,0,0,0,2.1,1627,-3,0,13,3,0.2,0,1.2,0,0,1,0,0,0.6,42592,0,-1,0,0,324,1435,0,0,49,Crystal Palace,Brighton,Everton,Bournemouth,Watford,0.5,0.6,0.5,0.5,0.6,0,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,23.4
Calum,Chambers,DEF,ARS,4400000,1,27,3,6.81818181818182E-07,6.13636363636364E-06,0,85455,3,9,0,0,0,1,0,6.1,3374,-1,0,27,1,0.2,0,1,2,0,2,0,0,1.6,127466,0,-1,0,0,720,1229,0,0,121,Southampton,Norwich,Brighton,West Ham,Man City,2.7,2,3.3,2.5,2.8,2.7,1.6,3,3.8,2.5,2.8,1.8,1.5,4.3,4.2,2,3.8,1.9,2.7,3.4,1.9,3.1,2.5,3,2.8,3.2,36.8
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,6126,0,0,0,0,0,0,0,0,33,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,639,0,-1,0,0,0,45,0,0,0,Newcastle,Man Utd,Chelsea,Leicester,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,139971,0,4,0,0,0,1,0,1.5,104,0,0,9,0,0,0,0,2,0,0,0,0,0.4,86790,0,-1,0,1,106,7,0,0,27,Tottenham,Chelsea,Wolverhampton,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5800000,8,62,5.6,9.6551724137931E-07,1.06896551724138E-05,0,255544,1,6,0,0,0,1,0,10.7,5532,3,0,62,-3,1.2,0,6.7,3,0,6,0,3,13.9,840846,0,-1,0,2,990,49239,0,0,250,Brighton,Everton,Watford,Aston Villa,Norwich,5.4,8.4,7.5,6.3,7.9,5.8,7.2,6.5,6.5,6.6,4.3,8.3,7.1,5.5,6.8,5.6,8.4,6.5,7.7,6.3,8.4,4.8,4.9,6.7,6.4,8.4,57.8
Tahith,Chong,MID,MUN,4400000,0,2,0.166666666666667,3.78787878787879E-08,4.54545454545455E-07,0,44979,0,0,0,0,0,0,0,0.5,513,-1,0,2,1,0,0,0,0,0,0,0,0,0.5,54010,0,-1,0,0,24,127,0,0,4,Sheffield United,Aston Villa,Tottenham,Man City,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Hamza,Choudhury,MID,LEI,4400000,0,14,1.16666666666667,2.65151515151515E-07,3.18181818181818E-06,0,81038,1,4,0,0,0,0,0,3.2,1481,-1,1,14,1,0,0,0,0,0,1,0,1,0.8,81801,0,-1,0,0,318,188,-1,0,65,Brighton,Everton,Watford,Aston Villa,Norwich,0.6,0.7,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.6,0.6,0.8,0.6,0.7,15.6
Andreas,Christensen,DEF,CHE,4900000,0,8,0.666666666666667,1.36054421768707E-07,1.63265306122449E-06,0,93750,2,11,0,0,0,0,0,1.6,331,-1,0,8,1,0,0,0,0,0,1,0,0,0.6,57067,0,-1,0,0,491,92,0,0,88,Man City,West Ham,Aston Villa,Everton,Bournemouth,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.7
Ciaran,Clark,DEF,NEW,4300000,0,25,2.08333333333333,4.84496124031008E-07,5.81395348837209E-06,0,10901,2,5,0,0,0,2,0,5.8,950,-2,0,25,2,1,0,4.5,2,0,1,0,0,0.3,19531,0,-1,0,1,450,751,0,0,91,Aston Villa,Man City,Sheffield United,Southampton,Burnley,0,1.5,1.2,1.4,1,2.3,1,2.5,1.7,1.1,1.6,1.6,1.9,1,1.5,1.7,1.6,1.5,2.5,1,2.2,1.2,1.4,2.3,1.1,1.7,26.2
Leon,Clarke,FWD,SHU,4500000,0,1,0.0833333333333333,1.85185185185185E-08,2.22222222222222E-07,0,4250,0,0,0,0,0,0,0,0.2,198,0,0,1,0,0,0,0,0,0,0,0,0,0.1,8302,0,-1,0,0,13,208,0,0,-1,Man Utd,Wolverhampton,Newcastle,Norwich,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1083,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,248,0,-1,0,0,0,4,0,0,0,Leicester,Liverpool,Arsenal,Wolverhampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4900000,0,24,2,4.08163265306122E-07,4.89795918367347E-06,0,22124,0,17,0,0,0,1,0,4.9,304,-1,0,24,1,0,0,0.2,2,0,1,0,0,0.2,21010,0,-1,0,0,645,4,0,0,120,Burnley,Southampton,Leicester,Crystal Palace,Liverpool,0,0,0,0,0,1.6,1.9,1.4,1.5,1.4,1.2,1,1.5,1.2,1,1,1.1,1.1,1.1,1.2,1,1.5,1.8,1,1,1.2,47.5
Conor,Coady,DEF,WOL,5000000,2,34,2.6,5.2E-07,6.8E-06,0,65159,2,16,0,0,0,0,0,6.8,1206,0,0,34,0,0.4,0,2,1,0,3,0,0,1.5,55847,0,-1,0,0,1170,1139,0,0,197,Bournemouth,Sheffield United,West Ham,Brighton,Tottenham,1.6,1.9,2.8,1.8,2.9,1.9,2,2.2,2.3,3.3,2.5,2.2,1.7,2.2,2.5,2.3,2.4,2.4,2,2.6,2.2,2,3.2,1.4,2.9,1.7,22.1
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,20201,0,0,0,0,0,0,0,0,170,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,23153,0,-1,0,0,0,18,0,0,0,Aston Villa,Man City,Sheffield United,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5300000,0,19,2.1,3.9622641509434E-07,3.58490566037736E-06,0,232011,3,13,0,0,0,0,0,3.6,1839,-2,0,19,2,0,0,0,2,0,2,0,1,1.5,107785,0,-1,0,0,689,99,0,1,128,Norwich,Leicester,Liverpool,Chelsea,Man Utd,2,1,1.3,1.7,1,1.7,1.8,1.8,1.1,2,1.4,2.7,1.3,2.3,1,2.3,1,1.8,1.1,1.8,1.4,1.5,1,2.6,1.1,1.6,33.2
Aaron,Connolly,FWD,BHA,4700000,0,29,3.2,6.80851063829787E-07,6.17021276595745E-06,0,136970,0,8,0,0,0,2,0,6.2,14882,2,0,29,-2,0.6,0,2.8,3,0,2,0,2,2.8,317999,0,-1,0,1,408,1292,0,0,80,Leicester,Liverpool,Arsenal,Wolverhampton,Crystal Palace,0,0,2.4,3.2,2.5,2.5,2.8,3.6,3.8,2.3,4.1,2.2,2.5,3.7,1.8,3.9,2.4,4,1.8,4.5,3.1,3.2,3.5,3.8,3.3,2,33.8
Jack,Cork,MID,BUR,5000000,3,25,2.3,4.6E-07,5E-06,0,18456,0,15,0,0,0,0,0,5,89,0,0,25,0,0.5,0,2.5,0,0,4,0,0,0.2,10123,0,-1,0,0,932,98,0,0,128,Watford,Crystal Palace,Man City,Tottenham,Newcastle,1.5,2.2,1.3,1.2,2.5,1.3,1.2,2.4,2.1,1.2,1.7,1.2,2.5,1.6,2.5,1.3,1.9,1.2,2.4,1.2,2.6,1.2,1.2,2.2,1.2,2.5,32.7
Helder,Costa,MID,WOL,4900000,0,0,0,0,0,0,1421,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,512,0,-1,0,0,0,7,0,0,0,Bournemouth,Sheffield United,West Ham,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,4800000,1,27,3.4,7.08333333333333E-07,5.625E-06,0,121163,1,18,0,0,0,2,0,5.6,4757,-2,0,27,2,0.2,0,1,2,0,1,0,0,1.4,176781,0,-1,0,1,713,260,0,0,113,Tottenham,Chelsea,Wolverhampton,Arsenal,Southampton,4.5,2.4,2.6,3.5,3.5,0,3.3,3.6,3.3,2.8,4.8,2.4,3.9,2.7,3,3.1,2.1,3.1,3.2,3.5,3.9,3.6,2.6,3.7,2.4,4.9,32.7
