FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bernard,MID,EVE,6500000,2,15,5,7.69230769230769E-07,2.30769230769231E-06,0,31131,1,1,0,0,0,1,0,2.3,7860,0,0,15,0,0.8,0,5,3,0,2,0,0,2.3,124109,0,-1,0,1,241,8964,0,0,47,Aston Villa,Wolverhampton,Bournemouth,Sheffield United,Man City,2.5,6.9,4.7,7.5,3.1,2.8,4.3,4.8,5.9,2.6,7.2,2.5,2.5,7.1,2.5,4.8,7.5,5.3,3.1,4.8,4.3,6.7,4.4,7.5,3.8,6.5,2.5,4.6,2.5,5,2.5,6.8,4.3,5,4,6.6,17.4
,Bernardo,DEF,BHA,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,2274,0,0,0,0,0,0,0,0.2,184,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.2,602,0,-1,0,0,1,43,0,0,3,Southampton,Man City,Burnley,Newcastle,Chelsea,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0
,Bernardo Silva,MID,MCI,7900000,1,3,1.5,1.89873417721519E-07,3.79746835443038E-07,0,656814,0,3,0,0,0,0,0,0.4,28919,-1,0,3,1,0.1,0,1,0,0,0,0,0,16,63830,0,-1,0,0,125,6747,0,0,18,Bournemouth,Brighton,Norwich,Watford,Everton,1.3,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.5,0.8,0.8,1.1,0.8,1.2,1.2,0.8,0.8,0.8,1.2,0.8,0.8,0.8,0.8,0.8,1.1,0.8,0.8,0.8,0.8,1.4,0.8,1.3,0.8,12
Ryan,Bertrand,DEF,SOU,5000000,0,2,1,2E-07,4E-07,0,15522,0,5,0,0,0,0,0,0.4,2196,0,0,2,0,0.1,0,0.7,0,0,0,0,0,1,3806,0,-1,0,0,166,169,0,0,14,Brighton,Man Utd,Sheffield United,Bournemouth,Tottenham,0,0.7,0.5,0.5,0.5,0.7,0.5,0.6,0.5,1.1,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.7,0.6,0.5,0.7,0.5,0.5,0.8,0.6,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,2.3
Muhamed,Besic,MID,SHU,4500000,0,0,0,0,0,0,4465,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3312,0,-1,0,0,0,132,0,0,0,Leicester,Chelsea,Southampton,Everton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip,Billing,MID,BOU,5000000,1,3,1,2E-07,6E-07,0,4246,1,3,0,0,0,0,0,0.6,311,0,0,3,0,0.2,0,1,0,0,0,0,0,0.2,3350,0,-1,0,0,181,142,0,0,22,Man City,Leicester,Everton,Southampton,West Ham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.3
Yves,Bissouma,MID,BHA,5000000,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,-1,0,0,0,3,0,0,0,Southampton,Man City,Burnley,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,3884,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0.1,206,0,-1,0,0,0,14,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5000000,0,11,5.5,1.1E-06,2.2E-06,0,66791,0,1,0,0,0,0,0,2.2,5870,0,0,11,0,0.7,0,3.7,3,0,1,0,0,7.5,109734,0,-1,0,0,180,9167,0,0,42,Burnley,Everton,Chelsea,Crystal Palace,Watford,8.1,6.3,7.7,4.9,5.4,7.2,6.8,8,6.1,6.9,5.6,7.3,4.2,7.3,7.3,3,4.3,4.5,5.4,6.8,5,5.2,4.4,7.1,6.3,5.9,4.4,7.1,4.7,6.5,4.2,4.4,8.2,3.9,7.8,4.8,4.5
Gaetan,Bong,DEF,BHA,4500000,0,0,0,0,0,0,2398,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0.1,419,0,-1,0,0,0,33,0,0,0,Southampton,Man City,Burnley,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,GLK,BOU,4500000,0,0,0,0,0,0,5952,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0.4,926,0,-1,0,0,0,211,0,0,0,Man City,Leicester,Everton,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,4,5,2.5,4.54545454545455E-07,9.09090909090909E-07,0,1673,0,1,0,0,0,0,0,0.9,103,0,0,5,0,0.3,0,1.7,0,0,0,0,1,0.1,616,0,-1,0,0,27,104,0,0,20,Brighton,Man Utd,Sheffield United,Bournemouth,Tottenham,1.9,2.3,1.6,2.3,1.2,2.6,1.7,1.5,1.2,2.7,1.4,2.6,2.6,2.1,1.2,1.2,1.2,2.9,2,1.2,2.5,1.2,1.2,3.6,1.5,1.7,2.4,1.2,1.4,1.7,1.2,1.2,1.2,1.4,1.9,3.7,5.5
Robbie,Brady,MID,BUR,5500000,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,-1,0,0,0,5,0,0,0,Wolverhampton,Liverpool,Brighton,Norwich,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4900000,0,0,0,0,0,0,8229,0,0,0,0,0,0,0,0,461,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1759,0,-1,0,0,0,115,0,0,0,Bournemouth,Brighton,Norwich,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,LIV,4500000,0,0,0,0,0,0,14165,0,0,0,0,0,0,0,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0.6,13121,0,-1,0,0,0,814,0,0,0,Arsenal,Burnley,Newcastle,Chelsea,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6400000,0,0,0,0,0,0,12161,0,0,0,0,0,0,0,0,540,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,216,0,-1,0,0,0,16,0,0,0,Man City,Leicester,Everton,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,5,11,3.7,6.16666666666667E-07,1.83333333333333E-06,0,15824,1,8,0,0,0,0,0,1.8,1195,0,0,11,0,0.6,0,3.7,0,0,0,0,2,0.7,22772,0,-1,0,0,270,1872,0,0,51,Chelsea,West Ham,Man City,Burnley,Crystal Palace,4.8,2.4,1.9,1.8,1.8,3.2,2.8,4.3,2.8,4.8,1.8,3.1,1.8,5.6,1.8,4.7,1.8,3.9,5.2,1.8,4.4,1.8,3.1,2.9,2.4,3.2,2.4,4.6,5,2.1,3,2.6,2.7,1.8,5.6,1.8,27.7
Dan,Burn,DEF,BHA,4500000,1,9,3,6.66666666666667E-07,2E-06,0,2703,0,3,0,0,0,0,0,2,313,0,0,9,0,0.7,0,3,0,0,1,0,0,0.2,7855,0,-1,0,0,270,405,0,0,42,Southampton,Man City,Burnley,Newcastle,Chelsea,1.9,3.7,2.6,4.5,2.3,2.1,3.3,3.6,1.6,2.1,2,2.2,3,2.2,2.4,2.1,2.9,1.5,2.3,3.6,1.9,2.8,3.6,1.5,2.1,2.4,3.9,1.5,3.6,2.1,1.5,1.5,1.5,2.4,2.7,1.9,10.4
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,122916,0,0,0,0,0,0,0,0,10384,0,0,0,0,0,0,0,0,0,0,0,0,25.6,133106,0,-1,0,0,0,10775,0,0,0,Southampton,Man City,Burnley,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,1967,0,1,0,0,0,0,0,0.2,157,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,438,0,-1,0,0,1,80,0,0,3,Chelsea,West Ham,Man City,Burnley,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.1
Willy,Caballero,GLK,CHE,5000000,0,0,0,0,0,0,4167,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1079,0,-1,0,0,0,84,0,0,0,Norwich,Sheffield United,Wolverhampton,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4500000,1,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,38433,1,1,0,0,0,0,0,0.2,1734,0,0,1,0,0.1,0,0.3,0,0,0,0,0,1.6,8656,0,-1,0,0,90,1482,0,0,5,Man Utd,Aston Villa,Tottenham,Wolverhampton,Norwich,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,3.2
,Callum Wilson,FWD,BOU,7900000,4,14,4.7,5.9493670886076E-07,1.77215189873418E-06,0,439514,0,4,0,0,0,0,0,1.8,37838,-1,0,14,1,0.6,0,4.7,0,0,0,0,3,12,59360,0,-1,0,0,225,3616,0,0,38,Man City,Leicester,Everton,Southampton,West Ham,3.6,4.5,4.8,4.6,4.9,5.6,7,6.6,5.8,7,3.9,6.1,3.7,4.5,5.7,6.7,3.3,6.3,7,5.9,5.6,3.1,4.2,2.9,3.9,7,4.7,5.5,4.7,5.4,4,6.5,3.7,6.8,5.4,3.1,13
Dominic,Calvert-Lewin,FWD,EVE,6000000,1,5,1.7,2.83333333333333E-07,8.33333333333333E-07,0,46461,1,2,0,0,0,0,0,0.8,7305,0,0,5,0,0.3,0,1.7,0,0,2,0,0,1.6,28257,0,-1,0,0,229,1102,0,0,8,Aston Villa,Wolverhampton,Bournemouth,Sheffield United,Man City,0.8,1.1,0.8,1.3,1,0.8,1.6,0.8,2.2,0.8,2.5,0.8,0.8,2.5,0.8,0.9,2.1,1.3,1,0.8,1.6,1.8,1,1.6,0.8,1.7,0.8,1.3,0.8,1,0.9,1.6,0.8,1.2,0.8,1.4,4.6
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,-1,0,0,0,15,0,0,0,Arsenal,Burnley,Newcastle,Chelsea,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4900000,0,0,0,0,0,0,22567,0,0,0,0,0,0,0,0,1876,-1,1,0,1,0,0,0,0,0,0,0,0,0.5,1569,0,-1,0,0,0,62,-1,0,0,Man Utd,Aston Villa,Tottenham,Wolverhampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5500000,0,0,0,0,0,0,40469,0,0,0,0,0,0,0,0,2889,0,0,0,0,0,0,0,0,0,0,0,0,1.2,20281,0,-1,0,0,0,1778,0,0,0,Bournemouth,Brighton,Norwich,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd,Cantwell,MID,NOR,4600000,7,19,6.3,1.3695652173913E-06,4.1304347826087E-06,0,51877,0,8,0,0,0,1,0,4.1,4297,1,0,19,-1,1.4,0,6.3,2,0,0,0,2,7.5,458278,0,-1,0,0,270,146092,0,0,69,Chelsea,West Ham,Man City,Burnley,Crystal Palace,9.4,5.8,4.6,3.8,3.6,7.1,6.3,8.9,6.4,9.4,3.2,6.9,3.6,9.4,3.4,9.4,3.2,8.2,9.4,3.2,9,3.2,6.9,6.7,5.8,7.1,4.7,9.2,9.4,5.2,6.8,6,6.2,3.2,9.4,4.2,27.5
Etienne,Capoue,MID,WAT,5000000,2,5,1.7,3.4E-07,1E-06,0,17372,1,7,0,0,0,0,0,1,1566,0,0,5,0,0.3,0,1.7,0,0,0,0,0,0.8,6388,0,-1,0,0,262,411,0,0,32,West Ham,Newcastle,Arsenal,Man City,Wolverhampton,0.8,1.5,0.8,0.8,1.1,2,0.8,1,1.2,0.8,1.9,0.8,0.8,1.4,0.8,1,1.1,0.8,1.1,1.3,0.8,0.8,1.3,1.3,0.8,0.8,0.8,0.8,0.8,1.1,0.8,1.2,1.1,1.1,0.8,1,4.3
,Carlos Sanchez,MID,WHU,4500000,1,2,1,2.22222222222222E-07,4.44444444444444E-07,0,7644,0,0,0,0,0,0,0,0.4,635,0,0,2,0,0.2,0,0.7,0,0,0,0,0,0.4,7244,0,-1,0,0,9,351,0,0,6,Watford,Norwich,Aston Villa,Man Utd,Bournemouth,0.6,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.6,0.5,0.5,0.5,0.5,0
Andy,Carroll,FWD,NEW,5500000,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1005,0,-1,0,0,0,68,0,0,0,Tottenham,Watford,Liverpool,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,1,4,1.3,2.88888888888889E-07,8.88888888888889E-07,0,60779,0,7,0,0,0,0,0,0.9,5223,0,0,4,0,0.3,0,1.3,0,0,0,0,0,3.3,4049,0,-1,0,0,270,263,0,0,39,West Ham,Newcastle,Arsenal,Man City,Wolverhampton,0.6,1.6,0.6,0.8,0.9,0.8,0.6,0.6,0.9,0.6,1,0.6,0.8,1,0.6,0.8,0.6,0.7,0.9,0.6,0.8,0.7,1.5,0.8,0.6,0.6,0.6,0.8,0.6,0.7,0.6,0.6,1.3,0.8,0.6,0.6,5.2
Ivan,Cavaleiro,MID,WOL,5000000,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,-1,0,0,0,12,0,0,0,Burnley,Everton,Chelsea,Crystal Palace,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5600000,2,14,4.7,8.39285714285714E-07,2.5E-06,0,112098,0,4,0,0,0,0,0,2.5,18129,1,0,14,-1,0.8,0,4.7,3,0,0,0,2,12.3,598698,0,-1,0,1,168,51382,0,0,44,Liverpool,Tottenham,Watford,Aston Villa,Man Utd,3.3,3.6,6.3,2.8,3.2,4.2,6,5.3,4.5,4.2,4.4,3.6,2.6,6.1,2.4,4,6.5,4.7,4.1,4.4,6.8,3.8,4.6,4.3,5,5,2.4,6.5,4.4,4.8,6.1,2.7,4,2.5,3.9,4.7,13.1
,Cedric,DEF,SOU,4900000,0,0,0,0,0,0,6439,0,0,0,0,0,0,0,0,410,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,985,0,-1,0,0,0,117,0,0,0,Brighton,Man Utd,Sheffield United,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Chalobah,MID,WAT,4500000,0,0,0,0,0,0,4424,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2418,0,-1,0,0,0,233,0,0,0,West Ham,Newcastle,Arsenal,Man City,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chamberlain,MID,LIV,6400000,1,3,1.5,2.34375E-07,4.6875E-07,0,12582,0,2,0,0,0,0,0,0.5,885,-1,0,3,1,0.2,0,1,0,0,0,0,0,0.4,5040,0,-1,0,0,101,523,0,0,17,Arsenal,Burnley,Newcastle,Chelsea,Sheffield United,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.1,0.9,1.1,0.8,0.8,1,1.8,0.8,0.9,0.8,1,0.8,0.8,0.9,0.9,0.8,1.3,0.8,0.8,1,1.7,0.8,1.1,1.1,3.6
Calum,Chambers,DEF,ARS,4500000,0,6,3,6.66666666666667E-07,1.33333333333333E-06,0,24604,0,0,0,0,0,0,0,1.3,2037,0,0,6,0,0.4,0,2,0,0,1,0,0,1,27561,0,-1,0,0,90,559,0,0,26,Liverpool,Tottenham,Watford,Aston Villa,Man Utd,2,2.5,2.5,2.3,2,1.5,2,2.8,2.7,3.4,2.2,1.5,1.5,3.4,1.5,3.4,2.6,2.7,2.5,2.2,2.5,2.2,1.7,3.1,4,3.5,1.5,3.6,2.2,1.9,3.7,2.4,2.8,1.5,3.1,1.5,1.3
James,Chester,DEF,AVL,4400000,0,0,0,0,0,0,3408,0,0,0,0,0,0,0,0,175,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,74,0,-1,0,0,0,11,-1,0,0,Everton,Crystal Palace,West Ham,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,39840,0,4,0,0,0,1,0,1.5,9864,0,0,9,0,0.5,0,3,2,0,0,0,0,1.8,79712,0,-1,0,1,106,2923,0,0,27,Watford,Norwich,Aston Villa,Man Utd,Bournemouth,6.8,6.2,4.9,4.3,6.5,4,3.3,3.2,4,4.2,5.1,6,4.9,2.2,4.9,3.1,4,2.5,3.5,3.2,3.3,4.8,2.2,6.8,4.9,4,5.8,2.6,6.4,6,6.8,5.3,5.9,4.5,4.3,2.8,7.7
Benjamin,Chilwell,DEF,LEI,5500000,0,6,3,5.45454545454545E-07,1.09090909090909E-06,0,101169,0,0,0,0,0,0,0,1.1,11016,0,0,6,0,0.4,0,2,0,0,1,0,0,4.1,17163,0,-1,0,0,90,233,0,0,23,Sheffield United,Bournemouth,Man Utd,Tottenham,Newcastle,0,0,1.6,3.1,3.7,1.6,3.6,1.9,1.8,1.5,3.1,4.5,2.1,2.7,2.5,3.1,2,3,4.4,2.8,1.5,1.5,3.3,3.3,1.5,1.5,2.9,2.1,1.6,3,3.4,2.4,2.2,3.1,2.3,3.1,3.1
Tahith,Chong,MID,MUN,4400000,0,0,0,0,0,0,6778,0,0,0,0,0,0,0,0,1442,-1,1,0,1,0,0,0,0,0,0,0,0,0.3,7493,0,-1,0,0,0,5767,-1,0,0,Crystal Palace,Southampton,Leicester,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4500000,2,7,2.3,5.11111111111111E-07,1.55555555555556E-06,0,16021,0,2,0,0,0,0,0,1.6,1551,0,0,7,0,0.5,0,2.3,0,0,1,0,0,1,33060,0,-1,0,0,222,1621,0,0,39,Sheffield United,Bournemouth,Man Utd,Tottenham,Newcastle,1.8,1.7,1.2,1.4,1.7,1.2,2.9,1.2,1.2,1.2,2.1,2.1,2,1.2,2,1.3,1.2,1.9,2.3,1.8,1.2,1.2,2,1.9,1.2,1.2,1.2,2,1.2,1.2,2.3,1.7,2.1,3,1.2,1.7,8.5
Andreas,Christensen,DEF,CHE,5000000,1,3,1,2E-07,6E-07,0,19595,0,7,0,0,0,0,0,0.6,2079,0,0,3,0,0.2,0,1,0,0,0,0,0,1.2,25908,0,-1,0,0,270,2444,0,0,44,Norwich,Sheffield United,Wolverhampton,Liverpool,Brighton,0.5,0.7,0.5,0.5,0.5,0.5,1.1,0.5,0.5,0.8,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.9,0.8,0.5,0.5,0.7,0.7,0.5,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,8.3
Ciaran,Clark,DEF,NEW,4500000,0,0,0,0,0,0,2670,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0.2,347,0,-1,0,0,0,29,0,0,0,Tottenham,Watford,Liverpool,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Clarke,DEF,BHA,4500000,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,-1,0,0,0,3,0,0,0,Southampton,Man City,Burnley,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4900000,2,3,1.5,3.06122448979592E-07,6.12244897959184E-07,0,2332,0,3,0,0,0,0,0,0.6,154,-1,1,3,1,0.2,0,1,0,0,0,0,0,0.1,635,0,-1,0,0,96,84,-1,0,15,West Ham,Newcastle,Arsenal,Man City,Wolverhampton,0.8,1.2,0.8,0.8,0.9,1.7,0.8,0.8,1,0.8,1.6,0.8,0.8,1.2,0.8,0.8,0.9,0.8,0.9,1,0.8,0.8,1,1.1,0.8,0.8,0.8,0.8,0.8,0.9,0.8,1,0.9,0.9,0.8,0.8,6.6
Conor,Coady,DEF,WOL,5000000,0,8,4,8E-07,1.6E-06,0,12210,0,1,0,0,0,0,0,1.6,939,0,0,8,0,0.5,0,2.7,0,0,1,0,0,1.7,13728,0,-1,0,0,180,1247,0,0,26,Burnley,Everton,Chelsea,Crystal Palace,Watford,5.3,4.6,5,3,3.3,4.7,4.4,5.8,3.8,4.4,3.5,4.7,2.5,4.7,4.7,2,2.5,2.7,3.3,4.9,3,3.2,2.6,4.6,3.9,3.7,2.6,4.6,2.8,4.1,2.5,2.6,6,2.3,5.1,2.9,2.4
Jack,Colback,MID,NEW,4500000,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0.1,184,0,-1,0,0,0,10,0,0,0,Tottenham,Watford,Liverpool,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5500000,0,11,3.7,6.72727272727273E-07,2E-06,0,44136,2,2,0,0,0,0,0,2,7044,0,0,11,0,0.7,0,3.7,0,0,2,0,0,3.8,63555,0,-1,0,0,270,2549,0,0,50,Aston Villa,Wolverhampton,Bournemouth,Sheffield United,Man City,2.4,5.1,1.9,4.9,2.9,1.8,2.8,3,4.9,1.8,4.2,2.8,1.8,5.2,1.8,2.8,5.4,4.2,2.9,3,2.8,5.2,1.8,5.3,2.2,4.9,1.8,3.5,1.8,4.8,2.1,4.6,3.1,4.7,1.8,3.2,9.3
Jack,Cork,MID,BUR,5000000,0,5,2.5,5E-07,1E-06,0,4758,0,2,0,0,0,0,0,1,452,0,0,5,0,0.3,0,1.7,0,0,1,0,0,0.3,4615,0,-1,0,0,180,223,0,0,19,Wolverhampton,Liverpool,Brighton,Norwich,Aston Villa,1.2,1.6,1.2,2.9,1.2,3,1.2,2.9,1.2,1.5,1.2,3.2,1.2,1.2,2.6,1.2,1.2,2.5,1.8,1.2,1.8,1.2,1.7,1.2,2.6,1.4,2.2,1.2,2.9,1.2,3.8,1.2,1.2,2.8,1.2,1.7,5
Helder,Costa,MID,WOL,5000000,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,-1,0,0,0,21,0,0,0,Burnley,Everton,Chelsea,Crystal Palace,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
