FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Chris,Basham,DEF,SHU,4500000,2,20,2.85714285714286,6.34920634920635E-07,4.44444444444444E-06,0,5400,0,7,0,0,0,0,0,4.4,312,0,0,20,0,0.7,0,3.3,0,0,2,0,0,0.2,5857,0,-1,0,0,594,489,0,0,94,Watford,Arsenal,West Ham,Burnley,Tottenham,3.1,1.6,3.1,1.8,2.9,2.9,2.7,2.8,2.1,3.5,3.2,2.4,2.2,2.7,2.4,2.5,1.6,2.9,1.4,2.1,3.4,2.8,3.9,2.8,2.4,2.1,2.1,2,2.7,3,3.4,16.9
Michy,Batshuayi,FWD,CHE,6600000,1,7,1,1.51515151515152E-07,1.06060606060606E-06,0,43020,0,2,0,0,0,0,0,1.1,967,-4,0,7,4,0.3,0,2,0,0,0,0,1,0.4,7702,0,-1,0,0,39,790,0,0,6,Southampton,Newcastle,Burnley,Watford,Crystal Palace,0.5,0.5,0.5,1,0.8,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.7,0.7,0.5,0.6,0.5,0.6,0.5,1.2,0.5,0.5,1.4,0.5,0.5,8.7
Jan,Bednarek,DEF,SOU,4500000,0,18,2.6,5.77777777777778E-07,4E-06,0,31588,1,11,0,0,0,0,0,4,3585,0,0,18,0,0.5,0,2.3,1,0,2,0,0,1,43808,0,-1,0,0,630,370,0,0,109,Chelsea,Wolverhampton,Leicester,Man City,Everton,1.9,2.2,2.6,1.8,2.8,2,2.3,2.6,3.3,2.3,2.8,2.1,3.4,2.3,2.2,1.9,2.4,2.3,1.7,3.2,2.6,2.7,1.7,1.6,2.6,1.5,2.8,2.3,2,1.8,1.8,17.9
Asmir,Begovic,GLK,BOU,4300000,0,0,0,0,0,0,119964,0,0,0,0,0,0,0,0,4017,-2,0,0,2,0,0,0,0,0,0,0,0,1.3,11270,0,-1,0,0,0,130,0,0,0,Arsenal,Norwich,Watford,Man Utd,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,0,0,0,0,0,6501,0,0,0,0,0,0,0,0,747,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,9588,0,-1,0,0,0,3715,0,0,0,Bournemouth,Sheffield United,Crystal Palace,Wolverhampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4900000,0,9,1.28571428571429,2.62390670553936E-07,1.83673469387755E-06,0,24145,2,5,0,0,0,0,0,1.8,2449,-1,0,9,1,0,0,0,0,0,1,0,0,0.5,11777,0,-1,0,0,360,159,0,0,60,Man City,Southampton,Newcastle,Arsenal,Aston Villa,0.6,0.7,1,0.6,1.4,0.6,0.7,0.9,0.7,0.9,0.6,0.6,0.6,0.7,1.1,0.8,0.6,0.6,1,1.1,0.6,0.8,0.7,0.6,0.8,0.6,1,1.2,0.6,1.4,0.6,12.1
Christian,Benteke,FWD,CRY,5800000,0,8,1.3,2.24137931034483E-07,1.37931034482759E-06,0,57814,0,3,0,0,0,0,0,1.4,2378,-2,0,8,2,0.1,0,0.7,0,0,1,0,0,0.7,24061,0,-1,0,0,231,484,0,0,33,West Ham,Man City,Arsenal,Leicester,Chelsea,0.6,1.1,0.6,1.1,0.6,0.8,0.6,1.1,1.1,1,0.6,0.9,0.6,0.7,1.1,0.6,0.9,0.6,0.6,0.9,0.6,1.9,0.6,0.6,1.1,0.6,1.3,0.6,1.3,0.6,1.3,18
,Bernard,MID,EVE,6500000,0,17,2.8,4.30769230769231E-07,2.61538461538462E-06,0,161634,2,3,0,0,0,1,0,2.6,13883,0,0,17,0,0.1,0,0.5,3,0,2,0,0,1.1,173542,0,-1,0,1,328,127,0,0,52,Burnley,West Ham,Brighton,Tottenham,Southampton,0,2.4,2.3,2.3,2.4,3.5,1.4,1.5,2.5,1.4,2.6,3.1,2.5,1.4,2.8,1.6,3,2.3,3.6,2,3,1.5,1.9,1.4,2.8,1.4,2.4,2.3,2.9,3.5,3,23.6
,Bernardo,DEF,BHA,4400000,0,2,0.285714285714286,6.49350649350649E-08,4.54545454545455E-07,0,6249,0,3,0,0,0,0,0,0.5,464,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,1494,0,-1,0,0,67,2,0,0,14,Tottenham,Aston Villa,Everton,Norwich,Man Utd,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.9
,Bernardo Silva,MID,MCI,7900000,1,34,4.85714285714286,6.14828209764919E-07,4.30379746835443E-06,0,1108969,2,6,0,0,0,4,0,4.3,66102,-1,0,34,1,1,0,8,2,0,1,0,1,14.4,420874,0,-1,0,1,341,59301,0,0,141,Wolverhampton,Crystal Palace,Aston Villa,Southampton,Liverpool,6.6,4.1,6.1,5.2,4.2,5.4,5.9,5,6.3,5.1,5.9,5.6,6.1,6.3,3.8,7.2,7.1,3.8,5.3,3.7,5.7,3.9,6.5,4.2,4.4,5.8,6.2,5.6,6.3,5.6,7.1,60.9
Ryan,Bertrand,DEF,SOU,4900000,1,4,1,2.04081632653061E-07,8.16326530612245E-07,0,39937,0,8,0,0,0,0,0,0.8,1119,-1,0,4,1,0.1,0,0.7,0,0,0,0,0,0.6,6900,0,-1,0,0,301,437,0,0,36,Chelsea,Wolverhampton,Leicester,Man City,Everton,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.8,0.5,0.6,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,13.9
Muhamed,Besic,MID,SHU,4500000,0,0,0,0,0,0,10240,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5117,0,-1,0,0,0,203,0,0,0,Watford,Arsenal,West Ham,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip,Billing,MID,BOU,5000000,2,14,2,4E-07,2.8E-06,0,9334,2,11,0,0,0,0,0,2.8,720,0,0,14,0,0.6,0,3,0,0,0,0,1,0.2,8928,0,-1,0,0,583,590,0,0,85,Arsenal,Norwich,Watford,Man Utd,Newcastle,1.4,2,1.6,1.6,1.7,1.7,1,1,1,1.1,1.7,1.3,1.6,1.1,1.7,1,1.4,1.5,2.5,1.4,1.2,1.1,2,1.6,1.5,1,1.1,1.4,1,1.2,1.3,27.4
Yves,Bissouma,MID,BHA,5000000,1,2,0.285714285714286,5.71428571428571E-08,4E-07,0,250,0,0,0,0,0,0,0,0.4,39,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0,240,0,-1,0,0,53,57,0,0,5,Tottenham,Aston Villa,Everton,Norwich,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,6228,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0.1,381,0,-1,0,0,0,9,0,0,0,Norwich,Brighton,Man City,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5000000,7,25,4.2,8.4E-07,5E-06,0,310830,0,6,0,0,0,0,0,5,9026,0,0,25,0,0.5,0,2.5,6,0,2,0,1,5.1,208431,0,-1,0,0,540,5846,0,1,130,Man City,Southampton,Newcastle,Arsenal,Aston Villa,3.2,4.5,5.5,3.6,6.3,3.2,4.7,5.4,4.7,5.4,3.1,4.1,4,4.5,5.7,5,4.2,4.1,5.8,5.9,4.3,5,4.5,3.4,4.8,4.2,5.6,6.1,3.1,6.3,3.7,23.7
Gaetan,Bong,DEF,BHA,4400000,0,2,0.285714285714286,6.49350649350649E-08,4.54545454545455E-07,0,4650,0,3,0,0,0,0,0,0.5,227,-1,0,2,1,0.2,0,0.7,0,0,0,0,0,0.1,1199,0,-1,0,0,55,73,0,0,12,Tottenham,Aston Villa,Everton,Norwich,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.9
Artur,Boruc,GLK,BOU,4400000,0,0,0,0,0,0,12301,0,0,0,0,0,0,0,0,657,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,4178,0,-1,0,0,0,231,0,0,0,Arsenal,Norwich,Watford,Man Utd,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,2,17,2.42857142857143,4.41558441558442E-07,3.09090909090909E-06,0,7542,0,7,0,0,0,0,0,3.1,978,0,0,17,0,0.6,0,3.3,0,0,1,0,2,0.2,11426,0,-1,0,0,358,934,0,0,53,Chelsea,Wolverhampton,Leicester,Man City,Everton,1.5,2.4,1.7,1.2,1.9,2.1,2.1,2.4,2.5,1.4,1.5,1.7,2.5,1.4,1.4,2.1,1.6,1.6,2,1.8,1.7,1.9,1.5,1.6,2.3,1.2,1.9,1.5,1.7,2.6,2,33.6
Robbie,Brady,MID,BUR,5500000,1,2,0.285714285714286,5.19480519480519E-08,3.63636363636364E-07,0,1126,0,0,0,0,0,0,0,0.4,66,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0,453,0,-1,0,0,8,72,0,0,6,Everton,Leicester,Chelsea,Sheffield United,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,13781,0,0,0,0,0,0,0,0,471,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2793,0,-1,0,0,0,122,0,0,0,Wolverhampton,Crystal Palace,Aston Villa,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,LIV,4400000,0,0,0,0,0,0,39233,0,0,0,0,0,0,0,0,2605,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,36530,0,-1,0,0,0,1516,0,0,0,Leicester,Man Utd,Tottenham,Aston Villa,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,16917,0,0,0,0,0,0,0,0,236,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,412,0,-1,0,0,0,18,0,0,0,Arsenal,Norwich,Watford,Man Utd,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,2,28,4,6.66666666666667E-07,4.66666666666667E-06,0,74708,1,15,0,0,0,0,0,4.7,14341,0,0,28,0,0.8,0,5,3,0,0,0,4,2,159214,0,-1,0,1,622,8403,0,0,117,Aston Villa,Bournemouth,Man Utd,Brighton,Watford,5.3,3.3,5.4,3,5.7,2.3,4.9,3.1,5.6,2,5.7,2,4.5,6,2,5.4,2,3.2,3.8,3,5.1,4.7,4.6,5.4,2.5,5.1,2.9,4.6,2,5.6,2,55.9
Dan,Burn,DEF,BHA,4500000,1,18,2.6,5.77777777777778E-07,4E-06,0,8480,0,10,0,0,0,0,0,4,578,0,0,18,0,0.7,0,3,0,0,2,0,0,0.2,14225,0,-1,0,0,630,392,0,0,102,Tottenham,Aston Villa,Everton,Norwich,Man Utd,2.5,2.6,3.1,2.9,2.1,2.8,2.1,1.8,2.2,2.2,2.1,2.2,1.4,2.2,2.6,3.5,1.6,2.4,2.6,3.1,3.6,2,1.8,2,3,1.5,1.8,1.8,2.7,2.9,1.5,24.9
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,297802,0,0,0,0,0,0,0,0,19766,0,0,0,0,0,0,0,0,0,0,0,0,25,326056,0,-1,0,0,0,7749,0,0,0,Tottenham,Aston Villa,Everton,Norwich,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,0,2,0.285714285714286,6.49350649350649E-08,4.54545454545455E-07,0,5147,1,5,0,0,0,0,0,0.5,514,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.1,3820,0,-1,0,0,181,147,0,0,26,Aston Villa,Bournemouth,Man Utd,Brighton,Watford,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.2
Willy,Caballero,GLK,CHE,4900000,0,0,0,0,0,0,7746,0,0,0,0,0,0,0,0,367,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1964,0,-1,0,0,0,112,0,0,0,Southampton,Newcastle,Burnley,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4500000,6,16,3.2,7.11111111111111E-07,3.55555555555556E-06,0,71270,1,6,0,0,0,0,0,3.6,2490,0,0,16,0,0.6,0,2.7,1,0,2,0,0,1.8,52655,0,-1,0,0,450,2872,0,0,88,West Ham,Man City,Arsenal,Leicester,Chelsea,2,3.2,1.6,4.5,1.6,3.3,1.6,2.6,2,3.9,2.9,4.2,2.4,1.6,3.3,1.6,3.5,3.6,2.3,4.6,2.2,4.2,1.6,1.7,3.4,1.7,3.7,2.3,4.7,1.7,4.2,20.4
,Callum Wilson,FWD,BOU,7900000,6,46,6.6,8.35443037974683E-07,5.82278481012658E-06,0,745707,1,12,0,0,0,5,0,5.8,21989,-1,-1,46,1,1.1,0,8.7,4,0,0,0,3,11.8,380682,0,-1,0,1,607,64334,1,0,159,Arsenal,Norwich,Watford,Man Utd,Newcastle,8.9,9.9,8.6,9.9,8.8,8.3,8.5,7.1,7.5,8.6,9.3,8.7,9.1,8,9,7.6,8.5,9.9,8.9,8.4,9.1,8.3,9.9,8,8.2,8,9.1,9.2,8.7,8,8.4,57.7
Dominic,Calvert-Lewin,FWD,EVE,5800000,6,18,3,5.17241379310345E-07,3.10344827586207E-06,0,108680,1,7,0,0,0,2,0,3.1,2907,-2,0,18,2,0.6,0,3.2,0,0,2,0,0,1.1,59576,0,-1,0,0,403,10809,0,0,55,Burnley,West Ham,Brighton,Tottenham,Southampton,2.2,3,2.7,3.8,3,4.5,1.8,2.2,4,2.1,3.5,3.5,2.4,2.4,3.2,2.1,2.9,3.5,4,2.8,3.9,2.9,2.6,3,3.4,2.7,3,2,3.8,2.5,3.4,24.7
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,-1,0,0,0,8,0,0,0,Leicester,Man Utd,Tottenham,Aston Villa,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4700000,0,1,0.142857142857143,3.03951367781155E-08,2.12765957446809E-07,0,39211,0,0,0,0,0,0,0,0.2,821,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.3,2667,0,-1,0,0,5,184,0,0,3,West Ham,Man City,Arsenal,Leicester,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5300000,0,2,0.285714285714286,5.39083557951482E-08,3.77358490566038E-07,0,82152,0,0,0,0,0,0,0,0.4,3300,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.8,33157,0,-1,0,0,37,549,0,0,12,Wolverhampton,Crystal Palace,Aston Villa,Southampton,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9
Todd,Cantwell,MID,NOR,5000000,2,31,4.4,8.8E-07,6.2E-06,0,342232,1,15,0,0,0,2,0,6.2,64221,5,0,31,-5,0.7,0,3.3,2,0,0,0,2,27.3,2053587,0,-1,0,0,606,45332,0,0,105,Aston Villa,Bournemouth,Man Utd,Brighton,Watford,6,3.9,6.1,3.5,6.4,2.8,5.6,3.6,6.1,2.2,6.4,2.2,5.1,6.6,2.2,6.2,2.2,3.7,4.4,3.5,5.8,5.1,5.2,6.1,3,5.8,3.4,5.2,2.3,6.3,2.2,48.8
Etienne,Capoue,MID,WAT,4800000,2,10,1.7,3.54166666666667E-07,2.08333333333333E-06,0,43658,2,19,0,0,0,0,0,2.1,1301,-2,0,10,2,0.4,0,1.7,0,0,0,0,0,0.5,10779,0,-1,0,0,532,605,0,0,76,Sheffield United,Tottenham,Bournemouth,Chelsea,Norwich,1.4,0.8,1.4,1,0.8,1.4,1.1,0.8,1.7,0.8,1.3,1.8,1.3,1.5,1.2,1,0.8,1.3,1.1,0.8,0.8,0.8,1.2,0.9,1,0.8,1.7,1.3,0.8,0.8,0.9,12.9
,Carlos Sanchez,MID,WHU,4500000,0,3,0.428571428571429,9.52380952380952E-08,6.66666666666667E-07,0,16470,0,0,0,0,0,0,0,0.7,911,0,0,3,0,0,0,0,0,0,0,0,0,0.4,11283,0,-1,0,0,14,236,0,0,9,Crystal Palace,Everton,Sheffield United,Newcastle,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,NEW,5400000,1,2,0.285714285714286,5.29100529100529E-08,3.7037037037037E-07,0,9026,0,2,0,0,0,0,0,0.4,421,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.1,4074,0,-1,0,0,35,527,0,0,4,Man Utd,Chelsea,Wolverhampton,West Ham,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.9
Craig,Cathcart,DEF,WAT,4400000,1,6,1.2,2.72727272727273E-07,1.36363636363636E-06,0,164731,1,10,0,0,0,0,0,1.4,3770,-1,0,6,1,0.1,0,0.3,0,0,0,0,0,1.6,9223,0,-1,0,0,450,535,0,0,65,Sheffield United,Tottenham,Bournemouth,Chelsea,Norwich,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,1.3,0.6,1,0.9,1.3,0.7,0.6,0.8,0.7,1,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,1,1,0.6,0.6,0.6,9.1
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,32,-1,0,0,1,0,0,0,0,0,0,0,0,0,259,0,-1,0,0,0,13,0,0,0,Man City,Southampton,Newcastle,Arsenal,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5600000,1,19,2.7,4.82142857142857E-07,3.39285714285714E-06,0,642234,0,7,0,0,0,0,0,3.4,73904,1,0,19,-1,0.2,0,1.2,3,0,0,0,2,9.8,963319,0,-1,0,1,360,6777,0,0,73,Bournemouth,Sheffield United,Crystal Palace,Wolverhampton,Leicester,2.6,3.6,3.2,2.8,1.5,2,1.6,2.4,1.7,1.4,2,2.7,2.1,2.6,1.7,2.8,1.7,2.1,2.6,2.6,1.4,2,2.4,2.5,3.1,2.5,2.4,1.5,1.6,1.5,2.8,24.1
,Cedric,DEF,SOU,4900000,0,9,1.28571428571429,2.62390670553936E-07,1.83673469387755E-06,0,13164,0,4,0,0,0,0,0,1.8,1575,-1,0,9,1,0.5,0,2.3,0,0,1,0,0,0.2,5970,0,-1,0,0,270,92,0,0,53,Chelsea,Wolverhampton,Leicester,Man City,Everton,0,0.7,0.8,0.6,0.9,0.6,0.7,0.9,1.2,0.7,1,0.6,1.2,0.7,0.7,0.6,0.8,0.7,0.6,1.2,0.8,0.9,0.6,0.6,0.8,0.6,0.9,0.7,0.6,0.6,0.6,13.6
Nathaniel,Chalobah,MID,WAT,4500000,0,1,0.142857142857143,3.17460317460317E-08,2.22222222222222E-07,0,9645,0,0,0,0,0,0,0,0.2,523,0,0,1,0,0,0,0,0,0,0,0,0,0.2,4910,0,-1,0,0,19,141,0,0,2,Sheffield United,Tottenham,Bournemouth,Chelsea,Norwich,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
,Chamberlain,MID,LIV,6300000,1,7,1,1.58730158730159E-07,1.11111111111111E-06,0,25118,0,3,0,0,0,0,0,1.1,1249,-2,0,7,2,0.2,0,1,0,0,0,0,0,0.3,10062,0,-1,0,0,195,353,0,0,40,Leicester,Man Utd,Tottenham,Aston Villa,Man City,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,11.1
Calum,Chambers,DEF,ARS,4400000,1,14,2,4.54545454545455E-07,3.18181818181818E-06,0,48793,1,2,0,0,0,1,0,3.2,2217,-1,0,14,1,0.5,0,2,0,0,1,0,0,1,49107,0,-1,0,0,225,5718,0,0,52,Bournemouth,Sheffield United,Crystal Palace,Wolverhampton,Leicester,1,2,2.6,1.5,1.3,1.4,1,1.6,1.5,1.2,1.7,1,1.5,2.1,1.4,1.4,1.2,1,2.1,2.2,1,1.8,1.6,1.7,2,1.3,2,1.4,1.2,1.7,1.8,12.7
James,Chester,DEF,AVL,4400000,0,0,0,0,0,0,5387,0,0,0,0,0,0,0,0,124,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,171,0,-1,0,0,0,8,0,0,0,Norwich,Brighton,Man City,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,135811,0,4,0,0,0,1,0,1.5,1615,0,0,9,0,0,0,0,2,0,0,0,0,0.5,86657,0,-1,0,1,106,24,0,0,27,Crystal Palace,Everton,Sheffield United,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5400000,6,20,4,7.40740740740741E-07,3.7037037037037E-06,0,176861,1,3,0,0,0,0,0,3.7,6752,-1,0,20,1,0.6,0,3,0,0,2,0,1,4,87189,0,-1,0,0,450,8397,0,0,94,Liverpool,Burnley,Southampton,Crystal Palace,Arsenal,3.1,4.5,4.1,3.4,4.3,3.8,6,5.4,3.9,5.8,2.4,4.3,3.6,4.6,4.6,2.3,5.4,4.9,3.1,4.2,2.3,6,3.6,5,4,6,2.8,2.4,4.7,3.4,6,20.5
Tahith,Chong,MID,MUN,4400000,0,1,0.142857142857143,3.24675324675325E-08,2.27272727272727E-07,0,32104,0,0,0,0,0,0,0,0.2,2754,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.7,51295,0,-1,0,0,20,897,0,0,3,Newcastle,Liverpool,Norwich,Bournemouth,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Hamza,Choudhury,MID,LEI,4500000,1,14,2,4.44444444444444E-07,3.11111111111111E-06,0,47713,0,3,0,0,0,0,0,3.1,4536,0,0,14,0,0.4,0,2,0,0,1,0,1,1.2,74574,0,-1,0,0,314,4014,0,0,66,Liverpool,Burnley,Southampton,Crystal Palace,Arsenal,1,2,1.2,1,1.7,1.2,1.9,2.1,1,2.3,1,1.2,1,1.3,1.5,1,1.5,1.5,1.2,1,1,1.8,1.2,1.7,1,2.4,1,1.3,2,1,1.9,15.6
Andreas,Christensen,DEF,CHE,5000000,5,8,1.3,2.6E-07,1.6E-06,0,67629,2,11,0,0,0,0,0,1.6,1618,0,0,8,0,0.3,0,1.7,0,0,1,0,0,1,54050,0,-1,0,0,491,3216,0,0,88,Southampton,Newcastle,Burnley,Watford,Crystal Palace,0.8,1.1,0.6,0.7,1.5,0.6,0.9,1.4,0.8,0.6,0.6,0.7,0.6,0.7,0.7,1,0.6,0.6,1.2,0.9,0.6,1.2,0.8,0.6,0.7,1,0.6,1,1.1,0.6,0.8,14.7
Ciaran,Clark,DEF,NEW,4400000,0,0,0,0,0,0,5664,0,0,0,0,0,0,0,0,291,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1183,0,-1,0,0,0,31,0,0,0,Man Utd,Chelsea,Wolverhampton,West Ham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
