FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bernardo,DEF,BHA,4300000,0,2,0.142857142857143,3.32225913621262E-08,4.65116279069767E-07,0,8099,0,3,0,0,0,0,0,0.5,16,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1608,0,-1,0,0,67,21,0,0,14,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.9
,Bernardo Silva,MID,MCI,7900000,7,64,4.57142857142857,5.78661844484629E-07,8.10126582278481E-06,0,1694093,3,14,0,0,0,5,0,8.1,6957,-1,0,64,1,0.6,0,4.5,5,0,3,0,4,10.4,726432,0,-1,0,2,835,13156,0,0,268,Burnley,Man Utd,Arsenal,Leicester,Wolverhampton,4.6,5.6,4.8,4.1,5,6.1,5.2,3.4,4.8,6.1,3.6,4.6,3.6,5.9,3.9,5.5,3.8,3.8,5.4,5.9,4.9,5.7,5.6,5,118
Ryan,Bertrand,DEF,SOU,4800000,8,12,1.2,2.5E-07,2.5E-06,0,54604,2,26,0,0,0,1,0,2.5,151,-2,0,12,2,0.7,0,3.2,0,0,0,0,1,0.5,12288,0,-1,0,1,762,1117,0,1,95,Norwich,Newcastle,West Ham,Aston Villa,Chelsea,0.6,0.9,0.7,0.9,0.6,0.7,0.8,0.6,0.6,0.9,0.7,0.6,1,0.9,1,0.6,0.6,0.8,0.6,0.9,0.6,0.6,0.6,0.6,36.3
Muhamed,Besic,MID,SHU,4500000,0,1,0.0714285714285714,1.58730158730159E-08,2.22222222222222E-07,0,13552,0,0,0,0,0,0,0,0.2,91,0,0,1,0,0,0,0,0,0,0,0,0,0.2,6757,0,-1,0,0,9,53,0,0,5,Newcastle,Norwich,Aston Villa,Brighton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Philip,Billing,MID,BOU,5000000,1,26,1.9,3.8E-07,5.2E-06,0,16510,6,17,0,0,0,0,0,5.2,134,0,0,26,0,0.2,0,0.8,0,0,3,0,1,0.1,13798,0,-1,0,0,1159,52,0,0,157,Crystal Palace,Liverpool,Chelsea,Burnley,Arsenal,1,1,1,1.6,1.7,1.1,1,1.6,1,1.7,1.3,1.7,1,1.1,1,1.3,1.2,1.7,1,1.2,1,1,1.2,1,51.6
Yves,Bissouma,MID,BHA,5000000,0,6,0.428571428571429,8.57142857142857E-08,1.2E-06,0,639,0,3,0,0,0,0,0,1.2,12,0,0,6,0,0.2,0,0.8,0,0,0,0,0,0,585,0,-1,0,0,144,12,0,0,21,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.6
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,7123,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,-1,0,0,0,1,0,0,0,Chelsea,Leicester,Sheffield United,Southampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4800000,0,34,2.42857142857143,5.05952380952381E-07,7.08333333333333E-06,0,616300,0,7,0,0,0,0,0,7.1,3810,-2,0,34,2,0,0,0,7,0,3,0,1,2.7,342847,0,-1,0,0,720,23,0,1,170,West Ham,Brighton,Tottenham,Norwich,Man City,0,0,0,0,0,1.9,2.2,3,2.1,1.9,1.6,1.8,2.1,2.3,2.2,2.4,1.8,2.4,1.9,1.8,2.8,1.5,2.5,1.7,28.7
Gaetan,Bong,DEF,BHA,4300000,0,3,0.214285714285714,4.98338870431894E-08,6.97674418604651E-07,0,6343,0,3,0,0,0,0,0,0.7,41,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,1801,0,-1,0,0,57,14,0,0,15,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Artur,Boruc,GLK,BOU,4300000,0,0,0,0,0,0,16934,0,0,0,0,0,0,0,0,97,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,5839,0,-1,0,0,0,27,0,0,0,Crystal Palace,Liverpool,Chelsea,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,24,1.71428571428571,3.11688311688312E-07,4.36363636363636E-06,0,14369,1,10,0,0,0,0,0,4.4,159,0,0,24,0,0.2,0,1.2,0,0,1,0,3,0.1,13657,0,-1,0,0,463,55,0,0,75,Norwich,Newcastle,West Ham,Aston Villa,Chelsea,0.9,1.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1,0.9,1.1,0.9,1,1.2,1,1.2,1.4,0.9,1,0.9,1.2,1.2,1.3,45.8
Robbie,Brady,MID,BUR,5500000,6,20,1.42857142857143,2.5974025974026E-07,3.63636363636364E-06,0,2377,1,3,0,0,0,1,0,3.6,55,0,0,20,0,0.4,0,2.2,0,0,0,0,2,0,2315,0,-1,0,0,201,131,0,0,80,Man City,Tottenham,Newcastle,Bournemouth,Everton,0.7,0.7,1.1,0.7,0.7,1,0.8,0.7,0.7,0.7,1.1,0.8,1,0.7,0.7,0.7,1,0.7,1.2,0.7,0.7,0.9,0.7,1.1,21
Claudio,Bravo,GLK,MCI,4800000,0,1,0.0714285714285714,1.48809523809524E-08,2.08333333333333E-07,0,20638,0,3,0,2,0,0,0,0.2,241,-2,0,1,2,0,0,0.2,0,0,0,0,0,0.3,9540,0,-1,0,0,90,41,0,0,16,Burnley,Man Utd,Arsenal,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Rhian,Brewster,FWD,LIV,4300000,0,0,0,0,0,0,58863,0,0,0,0,0,0,0,0,867,-2,0,0,2,0,0,0,0,0,0,0,0,0.6,50503,0,-1,0,0,0,524,0,0,0,Everton,Bournemouth,Watford,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,18021,0,0,0,0,0,0,0,0,30,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,576,0,-1,0,0,0,11,0,0,0,Crystal Palace,Liverpool,Chelsea,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,1,42,2.8,4.66666666666667E-07,7E-06,0,173652,1,27,0,0,0,0,0,7,1523,0,0,42,0,0.2,0,1.2,3,0,1,0,4,0.9,181393,0,-1,0,1,1067,130,0,0,183,Southampton,Sheffield United,Leicester,Wolverhampton,Aston Villa,2.5,3.3,1.4,2.6,1.4,2.2,2.4,1.6,2.9,1.4,2.1,1.8,2.2,2,3,2.3,2.7,2.1,3,2.6,2.3,1.5,2.8,1.4,94.6
Dan,Burn,DEF,BHA,4500000,0,34,2.4,5.33333333333333E-07,7.55555555555556E-06,0,16106,1,21,0,0,0,0,0,7.6,232,0,0,34,0,0.1,0,0.5,0,0,4,0,0,0.3,23490,0,-1,0,0,1260,109,0,0,225,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,1.2,1.8,2.1,1.9,2,2,2,2.1,3.2,1.3,2.1,2.2,1.6,2.7,1.5,2,1.4,2.5,1.5,2,1.9,1.8,3.2,1.2,51
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,531472,0,0,0,0,0,0,0,0,6971,0,0,0,0,0,0,0,0,0,0,0,0,21.6,378347,0,-1,0,0,0,1426,0,0,0,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,0,9,1.3,2.95454545454545E-07,2.04545454545455E-06,0,7837,3,10,0,0,0,0,0,2,67,-1,0,9,1,0.3,0,1.5,0,0,1,0,0,0.1,4534,0,-1,0,0,475,27,0,0,56,Southampton,Sheffield United,Leicester,Wolverhampton,Aston Villa,0.7,0.7,0.6,0.6,0.8,1.1,1,0.6,0.7,0.7,0.9,0.7,0.6,0.7,0.6,0.6,1.2,0.6,0.9,0.7,1,0.6,0.7,0.6,23.3
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,10103,0,0,0,0,0,0,0,0,75,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2888,0,-1,0,0,0,22,0,0,0,Aston Villa,Everton,Bournemouth,Tottenham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4500000,0,23,2.1,4.66666666666667E-07,5.11111111111111E-06,0,115944,1,17,0,0,0,0,0,5.1,3361,0,0,23,0,0.1,0,0.5,1,0,2,0,0,1.6,78966,0,-1,0,0,990,117,0,0,172,Bournemouth,Watford,Brighton,Newcastle,West Ham,0,0,1.8,1.9,2.1,1.6,1.3,1.6,1.3,1.3,1.4,1.9,2.6,1.3,1.7,1.1,1.4,1.5,1.2,1.5,1.8,2,1.3,2.2,38.1
,Callum Wilson,FWD,BOU,7600000,2,60,4,5.26315789473684E-07,7.89473684210526E-06,0,1442229,3,21,0,0,0,5,0,7.9,21729,-4,0,60,4,0.3,0,2,4,0,3,0,3,6.8,735247,0,-1,0,1,1310,1275,0,0,190,Crystal Palace,Liverpool,Chelsea,Burnley,Arsenal,3.9,4.2,4.1,4.9,5.4,3.7,3.9,4.9,4.8,4.9,5.2,3.1,3.7,4.9,3.7,4.7,3.7,4.6,3.9,5.5,3.9,4.2,5,3.9,81
Dominic,Calvert-Lewin,FWD,EVE,5700000,1,33,2.5,4.3859649122807E-07,5.78947368421053E-06,0,155417,1,16,0,0,0,3,0,5.8,1256,-3,0,33,3,0.2,0,1.2,2,0,2,0,0,0.9,92107,0,-1,0,0,677,301,0,0,95,Liverpool,Chelsea,Man Utd,Arsenal,Burnley,1.7,2.6,1.8,2.9,2.5,1.4,2,2.5,1.8,2.4,2.2,2.4,1.9,3.1,1.9,2.1,2.4,1.9,2.1,2.6,1.7,2.7,1.4,2.4,40.4
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,-1,0,0,0,1,0,0,0,Everton,Bournemouth,Watford,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4600000,0,1,0.0714285714285714,1.5527950310559E-08,2.17391304347826E-07,0,45069,0,0,0,0,0,0,0,0.2,127,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,3991,0,-1,0,0,5,61,0,0,3,Bournemouth,Watford,Brighton,Newcastle,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5300000,0,19,1.35714285714286,2.56064690026954E-07,3.58490566037736E-06,0,149983,1,3,0,0,0,0,0,3.6,3354,-2,0,19,2,0.1,0,0.5,3,0,2,0,0,1.1,113542,0,-1,0,0,397,295,0,0,105,Burnley,Man Utd,Arsenal,Leicester,Wolverhampton,0.7,0.9,0.7,0.7,0.7,0.7,1.2,0.9,1,0.7,0.9,1,0.7,0.7,0.7,0.7,0.7,0.7,0.8,1.3,0.7,0.7,0.8,0.8,24.8
Todd,Cantwell,MID,NOR,4700000,2,59,3.9,8.29787234042553E-07,1.25531914893617E-05,0,1287916,1,26,0,0,0,4,0,12.6,10006,2,-1,59,-2,1.1,0,5.2,5,0,2,0,2,18.6,2429459,0,-1,0,1,1087,42018,1,0,194,Southampton,Sheffield United,Leicester,Wolverhampton,Aston Villa,4.1,5.2,2.5,4.2,2.4,3.7,4,2.8,4.7,2.5,3.6,3.1,3.7,3.4,4.8,3.8,4.3,3.5,4.8,4.2,3.8,2.7,4.6,2.2,88.7
Etienne,Capoue,MID,WAT,4800000,2,23,2.3,4.79166666666667E-07,4.79166666666667E-06,0,56298,2,26,0,0,0,0,0,4.8,167,-2,0,23,2,0.7,0,3.2,1,0,1,0,1,0.3,13019,0,-1,0,0,892,167,0,0,146,Leicester,Crystal Palace,Liverpool,Man Utd,Sheffield United,1.2,1.6,1.2,2,2.4,1.6,1.7,1.8,1.4,1.2,1.8,1.8,1.3,1.2,1.5,1.3,1.6,1.5,1.3,1.7,2.2,1.5,1.2,1.7,27.1
,Carlos Sanchez,MID,WHU,4400000,0,4,0.285714285714286,6.49350649350649E-08,9.09090909090909E-07,0,24375,0,0,0,0,0,0,0,0.9,238,-1,0,4,1,0,0,0.2,0,0,0,0,0,0.3,17324,0,-1,0,0,40,100,0,0,11,Wolverhampton,Arsenal,Southampton,Crystal Palace,Leicester,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Andy,Carroll,FWD,NEW,5400000,1,8,1,1.85185185185185E-07,1.48148148148148E-06,0,13184,0,4,0,0,0,0,0,1.5,106,-1,0,8,1,0.1,0,0.8,0,0,0,0,0,0.1,6538,0,-1,0,0,139,13,0,0,27,Sheffield United,Southampton,Burnley,Crystal Palace,Man Utd,0,0.6,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.8,0.5,0.5,0.6,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.5,8.2
Scott,Carson,GLK,MCI,4000000,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,0,-1,0,0,0,106,0,0,0,Burnley,Man Utd,Arsenal,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,1,31,2.4,5.45454545454545E-07,7.04545454545455E-06,0,193880,1,19,0,0,0,0,0,7,749,-1,0,31,1,0.5,0,2.2,1,0,3,0,0,1.3,18664,0,-1,0,0,1099,271,0,0,194,Leicester,Crystal Palace,Liverpool,Man Utd,Sheffield United,1.6,2.4,1.9,2.3,1.8,3,1.6,1.5,2.6,2.4,2.7,1.8,1.6,1.8,2.4,1.8,1.5,1.5,1.7,2,3,2.4,1.7,1.4,25.3
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,8,-1,0,0,1,0,0,0,0,0,0,0,0,0,410,0,-1,0,0,0,9,0,0,0,West Ham,Brighton,Tottenham,Norwich,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5300000,0,27,2.5,4.71698113207547E-07,5.09433962264151E-06,0,1081600,0,10,0,0,0,0,0,5.1,5653,-2,0,27,2,0,0,0,3,0,1,0,2,3.8,995006,0,-1,0,1,659,10,0,0,130,Brighton,West Ham,Man City,Everton,Bournemouth,0,0,0,1.4,1.7,1.8,2.5,1.4,2.9,1.2,1.6,2.7,2.3,1.2,2,1.7,1.9,2.2,1.7,1.8,1.2,1.6,1.2,2.5,42.9
,Cedric,DEF,SOU,4800000,2,15,2.1,4.375E-07,3.125E-06,0,19027,0,9,0,0,0,0,0,3.1,60,-2,0,15,2,0.3,0,1.5,0,0,1,0,0,0.2,7205,0,-1,0,0,570,101,0,0,94,Norwich,Newcastle,West Ham,Aston Villa,Chelsea,1.4,2.2,1.8,2.1,1.5,1.8,1.9,1.4,1.1,2.1,1.7,1.2,2.3,2.1,2.3,1.6,1.3,1.9,1.2,2.1,1.4,1.5,1.4,1.2,24.4
Nathaniel,Chalobah,MID,WAT,4400000,0,7,0.5,1.13636363636364E-07,1.59090909090909E-06,0,15214,0,5,0,0,0,0,0,1.6,214,-1,0,7,1,0,0,0.2,0,0,0,0,0,0.2,11333,0,-1,0,0,247,97,0,0,35,Leicester,Crystal Palace,Liverpool,Man Utd,Sheffield United,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.5
,Chamberlain,MID,LIV,6200000,0,16,1.14285714285714,1.84331797235023E-07,2.58064516129032E-06,0,48344,0,3,0,0,0,0,0,2.6,2019,-3,0,16,3,0.3,0,1.8,0,0,2,0,0,0.6,51085,0,-1,0,0,401,1002,0,0,56,Everton,Bournemouth,Watford,Leicester,Wolverhampton,0.6,0.6,0.6,0,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,30.9
Calum,Chambers,DEF,ARS,4400000,0,27,2.7,6.13636363636364E-07,6.13636363636364E-06,0,98912,4,11,0,0,0,1,0,6.1,1937,-1,0,27,1,0.1,0,0.5,2,0,2,0,0,1.5,133283,0,-1,0,0,810,539,0,0,127,Brighton,West Ham,Man City,Everton,Bournemouth,2.9,2.5,2.4,2.5,1.6,2.4,3,2.4,2.3,1.7,1.5,3.8,3.5,1.8,3.2,1.8,2.1,2.7,1.7,2.4,2.3,2.5,2.5,2.7,45.9
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,6326,0,0,0,0,0,0,0,0,39,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,830,0,-1,0,0,0,36,0,0,0,Chelsea,Leicester,Sheffield United,Southampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,140370,0,4,0,0,0,1,0,1.5,94,0,0,9,0,0,0,0,2,0,0,0,0,0.4,86819,0,-1,0,1,106,7,0,0,27,Wolverhampton,Arsenal,Southampton,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5900000,0,64,5.3,8.98305084745763E-07,1.08474576271186E-05,0,329425,1,7,0,0,0,1,0,10.8,43058,4,0,64,-4,0.7,0,4,3,0,6,0,3,14.6,966849,0,-1,0,1,1080,6802,0,0,265,Watford,Aston Villa,Norwich,Man City,Liverpool,0,6.2,6.8,5.5,6.4,6.7,6.3,5.8,4.8,7.4,6.3,5.5,6.2,5.6,8,6.5,7.1,6.4,7.5,4.7,5,6.1,6.4,7.3,62.5
Tahith,Chong,MID,MUN,4400000,0,2,0.142857142857143,3.24675324675325E-08,4.54545454545455E-07,0,47326,0,0,0,0,0,0,0,0.5,448,-1,0,2,1,0,0,0,0,0,0,0,0,0.5,54442,0,-1,0,0,24,86,0,0,4,Tottenham,Man City,Everton,Watford,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Hamza,Choudhury,MID,LEI,4400000,1,15,1.07142857142857,2.43506493506493E-07,3.40909090909091E-06,0,86516,1,4,0,0,0,0,0,3.4,816,-1,0,15,1,0,0,0.2,0,0,1,0,1,0.7,82472,0,-1,0,0,339,111,0,0,67,Watford,Aston Villa,Norwich,Man City,Liverpool,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.6,16
Andreas,Christensen,DEF,CHE,4900000,2,10,0.714285714285714,1.45772594752187E-07,2.04081632653061E-06,0,95198,2,12,0,0,0,0,0,2,197,-1,0,10,1,0.1,0,0.5,0,0,1,0,0,0.6,57525,0,-1,0,0,581,117,0,0,108,Aston Villa,Everton,Bournemouth,Tottenham,Southampton,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,16.7
Ciaran,Clark,DEF,NEW,4300000,1,28,2,4.65116279069767E-07,6.51162790697674E-06,0,15045,2,9,0,0,0,2,0,6.5,569,-2,0,28,2,0.7,0,3.2,2,0,1,0,0,0.5,36674,0,-1,0,1,645,1629,0,0,118,Sheffield United,Southampton,Burnley,Crystal Palace,Man Utd,1.1,1.3,1,2.1,1,2.3,1.5,1,1.5,1.5,1.7,1,1.5,1.5,1.3,1.5,2.5,1,2.1,1.1,1.4,2.2,1.1,1.6,30.1
Leon,Clarke,FWD,SHU,4500000,0,1,0.0714285714285714,1.58730158730159E-08,2.22222222222222E-07,0,5141,0,0,0,0,0,0,0,0.2,171,0,0,1,0,0,0,0,0,0,0,0,0,0.1,9091,0,-1,0,0,13,106,0,0,-1,Newcastle,Norwich,Aston Villa,Brighton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1112,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,263,0,-1,0,0,0,2,0,0,0,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4900000,0,24,1.71428571428571,3.49854227405248E-07,4.89795918367347E-06,0,23477,0,17,0,0,0,1,0,4.9,200,-1,0,24,1,0,0,0,2,0,1,0,0,0.1,21051,0,-1,0,0,645,1,0,0,120,Leicester,Crystal Palace,Liverpool,Man Utd,Sheffield United,0,0,0,0,0,1,1,1.1,0.9,0.9,1.1,1.1,0.9,0.9,0.9,0.9,1,0.9,0.9,1,1.4,0.9,0.9,1,47.5
Conor,Coady,DEF,WOL,5000000,7,43,2.9,5.8E-07,8.6E-06,0,70899,2,17,0,0,0,0,0,8.6,782,0,0,43,0,0.6,0,3.2,2,0,4,0,0,1.5,61445,0,-1,0,0,1350,1822,0,0,240,West Ham,Brighton,Tottenham,Norwich,Man City,3.2,2.4,3.4,2.4,2.4,2.6,2.9,3.9,2.8,2.5,2.1,2.4,2.7,3,2.9,3.1,2.4,3.1,2.5,2.4,3.6,2,3.3,2.2,25.6
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,20972,0,0,0,0,0,0,0,0,124,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,23237,0,-1,0,0,0,12,0,0,0,Sheffield United,Southampton,Burnley,Crystal Palace,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5300000,0,19,2.1,3.9622641509434E-07,3.58490566037736E-06,0,246532,3,13,0,0,0,0,0,3.6,2101,-2,0,19,2,0,0,0,2,0,2,0,1,1.3,107880,0,-1,0,0,689,3,0,1,128,Liverpool,Chelsea,Man Utd,Arsenal,Burnley,0,0,0,0,0,1.8,1.2,1.9,1.7,2.6,1.5,2.2,1,2,1.1,1.6,1.2,1.6,1.6,1.4,1.2,2.7,1.3,1.6,33.2
Aaron,Connolly,FWD,BHA,4700000,0,31,3.1,6.59574468085106E-07,6.59574468085106E-06,0,177849,0,10,0,0,0,2,0,6.6,7750,2,0,31,-2,0.2,0,0.8,3,0,2,0,2,2.4,335132,0,-1,0,1,483,2363,0,0,79,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,2.7,2.9,2.5,2.4,2.9,3.4,3.5,2.6,3.7,2.4,2.5,3.5,2,3.3,2.4,3.9,1.9,4.1,3.3,2.9,3.4,3.7,3.3,2.4,35.8
Jack,Cork,MID,BUR,5000000,2,29,2.2,4.4E-07,5.8E-06,0,19135,0,21,0,0,0,0,0,5.8,111,0,0,29,0,0.5,0,2.5,0,0,4,0,0,0.2,10505,0,-1,0,0,1112,36,0,0,146,Man City,Tottenham,Newcastle,Bournemouth,Everton,1.1,1.1,2.2,1.4,1.2,2,1.7,1.1,1.4,1.1,2.2,1.6,2.1,1.4,1.5,1.1,2,1.2,2.4,1.2,1.1,1.8,1.2,2.1,36.3
Helder,Costa,MID,WOL,4900000,0,0,0,0,0,0,1467,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0,545,0,-1,0,0,0,8,0,0,0,West Ham,Brighton,Tottenham,Norwich,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,4700000,0,41,4.1,8.72340425531915E-07,8.72340425531915E-06,0,133142,3,20,0,0,0,3,0,8.7,1827,-3,0,41,3,0.9,0,4,5,0,2,0,0,1.5,195137,0,-1,0,2,893,4726,0,0,156,Wolverhampton,Arsenal,Southampton,Crystal Palace,Leicester,3.8,4.4,4.4,0,4.9,4.3,4.3,4,5.8,3.6,4.9,3.9,4.2,3.9,3.3,4,4.7,4.3,5,4.2,3.9,4.7,3.5,6.1,42.6
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,-1,0,0,0,40,0,0,0,West Ham,Brighton,Tottenham,Norwich,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5600000,5,21,1.5,2.67857142857143E-07,3.75E-06,0,85537,0,6,0,0,0,2,0,3.8,315,-4,0,21,4,0.3,0,1.5,0,0,1,0,0,0.6,24439,0,-1,0,0,286,215,0,0,64,West Ham,Brighton,Tottenham,Norwich,Man City,0.9,0.8,1.3,1.2,1,0.8,1.1,0.9,1.4,0.8,0.9,0.8,1.4,1,1,0.9,1,0.8,1.2,0.8,1.1,0.8,0.9,1,24.4
