FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,5300000,0,66,2.4,4.52830188679245E-07,1.24528301886792E-05,0,544164,4,36,0,0,0,1,0,12.5,29,-2,0,66,2,0,0,0,2,0,4,0,2,4.7,340186,1,-1,0,1,2417,24,0,0,460,Newcastle,,,,,2.3,98.5
Trent,Alexander-Arnold,DEF,LIV,7800000,0,166,5.7,7.30769230769231E-07,2.12820512820513E-05,0,1300590,4,21,0,0,0,2,0,21.3,319,8,0,166,-8,0,0,0,18,0,11,0,14,44.6,2770249,0,-1,0,6,2549,212,0,0,727,Arsenal,,,,,5.6,234.5
,Alisson,GLK,LIV,6200000,0,89,4.5,7.25806451612903E-07,1.43548387096774E-05,0,1986242,0,12,0,45,0,0,0,14.4,153,2,0,89,-2,0,0,0,6,0,10,0,1,9.3,733187,0,-1,0,1,1733,53,0,1,408,Arsenal,,,,,0,38.8
Thomas,Allan,MID,NEW,4500000,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,-1,0,0,0,3,0,0,0,Tottenham,,,,,0,0
Bamidele,Alli,MID,TOT,8300000,0,114,5.2,6.26506024096386E-07,1.37349397590361E-05,0,1456885,2,24,0,0,0,8,0,13.7,228,-2,0,114,2,0,0,0,12,0,4,0,6,4.8,1702074,0,-1,0,2,1758,153,0,0,340,Newcastle,,,,,5.6,145.5
Miguel,Almiron,MID,NEW,5800000,0,79,2.8,4.82758620689655E-07,1.36206896551724E-05,0,101337,5,37,0,0,0,2,0,13.6,47,-2,0,79,2,0,0,0,5,0,10,0,1,0.7,95869,0,-1,0,1,2370,8,0,0,236,Tottenham,,,,,2.3,116.1
Marcos,Alonso,DEF,CHE,6200000,0,77,2.6551724137931,4.2825361512792E-07,1.24193548387097E-05,0,486219,3,7,0,0,0,4,0,12.4,126,-3,0,77,3,0,0,0,8,0,5,0,3,4.2,431656,0,-1,0,3,858,354,0,0,264,Norwich,,,,,3,76.5
Steven,Alzate,MID,BHA,4500000,0,33,1.7,3.77777777777778E-07,7.33333333333333E-06,0,12977,1,18,0,0,0,0,0,7.3,1,0,0,33,0,0,0,0,0,0,3,0,0,0.1,18983,0,-1,0,0,1181,1,0,0,183,Southampton,,,,,0,62.3
Ibrahim,Amadou,MID,NOR,4500000,0,18,1.6,3.55555555555556E-07,4E-06,0,11433,1,20,0,0,0,0,0,4,1,0,0,18,0,0,0,0,0,0,1,0,0,0.1,11548,0,-1,0,0,756,0,0,0,122,Chelsea,,,,,0,22.7
Daniel,Amartey,MID,LEI,4200000,0,0,0,0,0,0,37238,0,0,0,0,0,0,0,0,7,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,27803,0,-1,0,2,0,8,0,0,0,Sheffield United,,,,,0,0
Luke,Amos,MID,TOT,4400000,0,0,0,0,0,0,1388,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1069,0,-1,0,0,0,0,0,0,0,Newcastle,,,,,0,0
Ethan,Ampadu,MID,CHE,4300000,0,0,0,0,0,0,2593,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,1689,0,-1,0,0,0,0,0,0,0,Norwich,,,,,0,0
Joseph,Anang,GLK,WHU,4000000,0,0,0,0,0,0,5515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,13464,0,-1,0,0,0,0,0,0,0,Watford,,,,,0,0
Florin,Andone,FWD,BHA,4700000,0,5,1.7,3.61702127659574E-07,1.06382978723404E-06,0,196726,0,2,0,0,0,1,0,1.1,0,-3,0,5,3,0,0,0,1,0,0,0,0,0.3,159832,0,-1,0,0,71,1,0,1,20,Southampton,,,,,0,7.6
,Andre Gomes,MID,EVE,5200000,0,16,0.551724137931034,1.06100795755968E-07,3.07692307692308E-06,0,70210,5,13,0,0,0,0,0,3.1,4,-3,0,16,3,0,0,0,0,0,2,0,0,0.3,14531,0,-1,0,0,786,6,0,0,93,Aston Villa,,,,,0.3,19.5
,Angelino,DEF,MCI,4600000,0,11,1.8,3.91304347826087E-07,2.39130434782609E-06,0,29539,1,7,0,0,0,0,0,2.4,1,-4,0,11,4,0,0,0,1,0,0,0,1,0.2,18857,0,-1,0,0,422,0,0,0,94,Bournemouth,,,,,0,31.6
Faustino,Anjorin,MID,CHE,4500000,0,1,0.0344827586206897,7.66283524904214E-09,2.22222222222222E-07,0,8,0,0,0,0,0,0,0,0.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,-1,0,0,19,1,0,0,1,Norwich,,,,,0,1
Michail,Antonio,MID,WHU,6900000,0,45,1.55172413793103,2.24887556221889E-07,6.52173913043478E-06,0,84930,1,19,0,0,0,2,0,6.5,37,-1,0,45,1,0,0,0,1,0,2,0,3,0.8,39881,0,-1,0,1,1028,21,0,0,106,Watford,,,,,1.2,98.4
Stuart,Armstrong,MID,SOU,5200000,0,58,2,3.84615384615385E-07,1.11538461538462E-05,0,29865,3,18,0,0,0,3,0,11.2,53,-3,0,58,3,0,0,0,6,0,4,0,1,0.3,37368,0,-1,0,0,1134,5,0,0,169,Brighton,,,,,1.4,64.9
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,7733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1362,0,-1,0,0,0,0,0,0,0,Watford,,,,,0,0
Bernard,Ashley-Seal,FWD,WOL,4500000,0,0,0,0,0,0,5916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6524,0,-1,0,0,0,0,0,0,0,Burnley,,,,,0,0
Christian,Atsu,MID,NEW,5300000,0,36,1.24137931034483,2.34222511385817E-07,6.79245283018868E-06,0,28385,2,14,0,0,0,0,0,6.8,0,-2,0,36,2,0,0,0,0,0,3,0,3,0.1,23394,0,-1,0,0,732,1,0,0,102,Tottenham,,,,,0.6,36.3
Pierre-Emerick,Aubameyang,FWD,ARS,11100000,0,152,5.8,5.22522522522522E-07,1.36936936936937E-05,0,2982356,3,33,0,0,0,17,0,13.7,1393,1,0,152,-1,0,0,0,29,0,7,0,3,27.6,3117559,0,-1,0,3,2303,354,0,1,601,Liverpool,,,,,6.8,210.9
Serge,Aurier,DEF,TOT,4900000,0,85,3.5,7.14285714285714E-07,1.73469387755102E-05,0,780933,1,27,0,0,0,1,0,17.3,355,-1,0,85,1,0,0,0,11,0,5,0,6,5.7,1124393,1,-1,0,1,1909,205,0,1,460,Newcastle,,,,,4,116
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,8892,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,16742,0,-1,0,0,0,1,0,0,0,Newcastle,,,,,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,9131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,0,-1,0,0,0,1,0,0,0,Brighton,,,,,0,0
Jordan,Ayew,FWD,CRY,5200000,0,108,3.9,7.5E-07,2.07692307692308E-05,0,1192817,5,27,0,0,0,8,0,20.8,258,2,0,108,-2,0,0,0,19,0,11,0,2,8.8,1549370,0,-1,0,1,2382,415,0,0,366,Man Utd,,,,,5,150.7
Cesar,Azpilicueta,DEF,CHE,5900000,0,88,3.3,5.59322033898305E-07,1.49152542372881E-05,0,529459,0,38,0,0,0,2,0,14.9,85,-1,0,88,1,0,0,0,7,0,5,0,3,6,375047,0,-1,0,2,2419,90,0,0,494,Norwich,,,,,4,151.7
Eric,Bailly,DEF,MUN,4900000,0,7,0.241379310344828,4.92610837438424E-08,1.42857142857143E-06,0,6844,0,0,0,0,0,0,0,1.4,5,-1,0,7,1,0,0,0,0,0,1,0,0,0.1,8931,0,-1,0,0,102,5,0,0,31,Crystal Palace,,,,,0.1,3.2
Leighton,Baines,DEF,EVE,4900000,0,11,0.379310344827586,7.74102744546094E-08,2.24489795918367E-06,0,16232,0,6,0,0,0,0,0,2.2,2,-1,0,11,1,0,0,0,0,0,0,0,1,0.2,13850,0,-1,0,0,332,0,0,0,75,Aston Villa,,,,,0.2,17.7
Fabian,Balbuena,DEF,WHU,4300000,0,36,1.24137931034483,2.8869286287089E-07,8.37209302325581E-06,0,48648,2,22,0,0,0,1,0,8.4,5,-2,0,36,2,0,0,0,3,0,3,0,0,0.3,39164,0,-1,0,1,1081,0,0,0,189,Watford,,,,,0.8,41.5
George,Baldock,DEF,SHU,5100000,0,115,4.1,8.03921568627451E-07,2.25490196078431E-05,0,549504,6,25,0,0,0,2,0,22.5,282,6,0,115,-6,0,0,0,7,0,10,0,4,11.2,1313462,0,-1,0,1,2520,314,0,0,456,Leicester,,,,,4.2,94.9
Leon,Balogun,DEF,BHA,4300000,0,0,0,0,0,0,5097,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1299,0,-1,0,0,0,1,0,0,0,Southampton,,,,,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,20869,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,25661,0,-1,0,0,0,1,0,0,0,Southampton,,,,,0,0
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,-1,0,0,0,2,0,0,0,Aston Villa,,,,,0,0
Phil,Bardsley,DEF,BUR,4300000,0,48,1.6551724137931,3.84923817161187E-07,1.11627906976744E-05,0,21591,4,14,0,0,0,0,0,11.2,11,-2,0,48,2,0,0,0,2,0,6,0,1,0.3,26807,0,-1,0,1,1260,15,0,0,230,Wolverhampton,,,,,1,40.1
Ross,Barkley,MID,CHE,5700000,0,37,1.27586206896552,2.23835450695705E-07,6.49122807017544E-06,0,463503,0,7,0,0,0,0,0,6.5,66,-3,0,37,3,0,0,0,3,0,4,0,4,1.8,122769,0,-1,0,1,670,47,0,0,124,Norwich,,,,,0.8,69
Ashley,Barnes,FWD,BUR,6100000,0,61,3.2,5.24590163934426E-07,1E-05,0,1178455,4,21,0,0,0,6,0,10,9,-4,0,61,4,0,0,0,6,0,8,0,0,2.2,1128108,0,-1,0,1,1350,3,0,0,161,Wolverhampton,,,,,0,75.9
Harvey,Barnes,MID,LEI,6200000,0,112,4.1,6.61290322580645E-07,1.80645161290323E-05,0,226927,0,16,0,0,0,6,0,18.1,392,2,0,112,-2,0,0,0,8,0,7,0,8,4.4,523685,0,-1,0,2,1705,674,0,0,336,Sheffield United,,,,,5.5,164.1
Chris,Basham,DEF,SHU,4600000,0,90,3.2,6.95652173913044E-07,1.95652173913044E-05,0,62969,4,25,0,0,0,0,0,19.6,39,1,0,90,-1,0,0,0,4,0,10,0,0,1.5,151156,0,-1,0,0,2432,98,0,0,457,Leicester,,,,,2.9,73.7
,Baston,FWD,AVL,5500000,0,2,0.0714285714285714,1.2987012987013E-08,3.63636363636364E-07,0,195,0,2,0,0,0,0,0,0.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,424,0,-1,0,0,16,0,0,0,5,Everton,,,,,0,0.4
Michy,Batshuayi,FWD,CHE,6600000,0,28,0.96551724137931,1.46290491118077E-07,4.24242424242424E-06,0,132796,0,8,0,0,0,1,0,4.2,10,-4,0,28,4,0,0,0,1,0,0,0,2,0.5,96248,0,-1,0,0,224,8,0,0,59,Norwich,,,,,0.7,28.3
Jan,Bednarek,DEF,SOU,4400000,0,62,2.3,5.22727272727273E-07,1.40909090909091E-05,0,85281,3,50,0,0,0,1,0,14.1,19,-1,0,62,1,0,0,0,3,0,5,0,0,0.8,87232,0,-1,0,0,2427,5,0,0,410,Brighton,,,,,1.9,65.4
Asmir,Begovic,GLK,BOU,4200000,0,0,0,0,0,0,155710,0,0,0,0,0,0,0,0,2,-3,0,0,3,0,0,0,0,0,0,0,0,0.7,12451,0,-1,0,0,0,0,0,0,0,Man City,,,,,0,0
Hector,Bellerin,DEF,ARS,5500000,0,25,0.892857142857143,1.62337662337662E-07,4.54545454545455E-06,0,73735,2,10,0,0,0,1,0,4.5,115,0,0,25,0,0,0,0,3,0,2,0,0,1.2,140908,0,-1,0,0,623,15,0,0,116,Liverpool,,,,,0.4,19.5
Filip,Benkovic,DEF,LEI,3900000,0,0,0,0,0,0,1218,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,2361,0,-1,0,0,0,0,0,0,0,Sheffield United,,,,,0,0
Ryan,Bennett,DEF,LEI,4800000,0,21,0.724137931034483,1.50862068965517E-07,4.375E-06,0,44372,2,9,0,0,0,0,0,4.4,1,-2,0,21,2,0,0,0,0,0,2,0,0,0.3,17624,0,-1,0,0,603,1,0,0,110,Sheffield United,,,,,0.4,16.3
Nabil,Bentaleb,MID,NEW,4900000,0,5,0.172413793103448,3.51864883884588E-08,1.02040816326531E-06,0,2057,2,5,0,0,0,0,0,1,0,-1,0,5,1,0,0,0,0,0,1,0,0,0,3484,0,-1,0,0,270,2,0,0,36,Tottenham,,,,,0.1,10.1
Christian,Benteke,FWD,CRY,5700000,0,33,1.6,2.80701754385965E-07,5.78947368421053E-06,0,80850,4,11,0,0,0,1,0,5.8,12,-3,0,33,3,0,0,0,1,0,4,0,1,0.6,39727,0,-1,0,0,916,6,0,0,106,Man Utd,,,,,1.3,85.7
Sander,Berge,MID,SHU,4800000,0,8,0.285714285714286,5.95238095238095E-08,1.66666666666667E-06,0,5520,0,2,0,0,0,0,0,1.7,12,-2,0,8,2,0,0,0,0,0,1,0,0,0.1,11813,0,-1,0,0,208,5,0,0,25,Leicester,,,,,0.1,4.9
Steven,Bergwijn,MID,TOT,7400000,0,22,4.4,5.94594594594595E-07,2.97297297297297E-06,0,142400,1,8,0,0,0,2,0,3,133,-1,0,22,1,0,0,0,2,0,1,0,0,1.4,238879,0,-1,0,0,416,11,0,0,74,Newcastle,,,,,0,30.8
,Bernard,MID,EVE,6400000,0,60,3.2,5E-07,9.375E-06,0,217735,2,10,0,0,0,3,0,9.4,4,-1,0,60,1,0,0,0,6,0,7,0,2,0.7,200436,0,-1,0,2,1016,0,0,0,197,Aston Villa,,,,,0,77.4
,Bernardo,DEF,BHA,4300000,0,18,0.620689655172414,1.44346431435445E-07,4.18604651162791E-06,0,12641,1,12,0,0,0,0,0,4.2,4,-2,0,18,2,0,0,0,3,0,1,0,0,0.1,7624,0,-1,0,0,541,0,0,0,102,Southampton,,,,,0.3,26.4
,Bernardo Silva,MID,MCI,7700000,0,86,3.07142857142857,3.98886827458256E-07,1.11688311688312E-05,0,2036222,5,22,0,0,0,5,0,11.2,74,-3,0,86,3,0,0,0,5,0,6,0,5,8.7,952358,0,-1,0,2,1492,51,0,0,394,Bournemouth,,,,,3.3,174.4
Ryan,Bertrand,DEF,SOU,4800000,0,49,2,4.16666666666667E-07,1.02083333333333E-05,0,80188,3,45,0,0,0,1,0,10.2,37,-2,0,49,2,0,0,0,0,0,4,0,1,0.8,63110,0,-1,0,0,2022,5,0,1,302,Brighton,,,,,1.5,94.8
Muhamed,Besic,MID,SHU,4300000,0,9,0.321428571428571,7.47508305647841E-08,2.09302325581395E-06,0,17583,2,2,0,0,0,0,0,2.1,1,-2,0,9,2,0,0,0,0,0,0,0,0,0.1,9940,0,-1,0,0,243,4,0,0,40,Leicester,,,,,0.2,8.5
Philip,Billing,MID,BOU,5000000,0,60,2.2,4.4E-07,1.2E-05,0,25899,7,36,0,0,0,1,0,12,10,0,0,60,0,0,0,0,5,0,5,0,1,0.2,27141,0,-1,0,1,2162,0,0,0,314,Man City,,,,,0,100
Yves,Bissouma,MID,BHA,5000000,0,19,0.655172413793103,1.31034482758621E-07,3.8E-06,0,1354,2,7,0,0,0,0,0,3.8,1,0,0,19,0,0,0,0,0,0,2,0,0,0,1312,0,-1,0,0,663,0,0,0,101,Southampton,,,,,0.3,26.5
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,7756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,-1,0,0,0,0,0,0,0,Everton,,,,,0,0
Willy,Boly,DEF,WOL,4800000,0,60,2.06896551724138,4.31034482758621E-07,1.25E-05,0,683836,1,9,0,0,0,0,0,12.5,147,-2,0,60,2,0,0,0,9,0,7,0,1,3.3,463397,0,-1,0,0,1170,154,0,1,275,Burnley,,,,,1.2,39
Gaetan,Bong,DEF,BHA,4200000,0,3,0.8,1.9047619047619E-07,7.14285714285714E-07,0,8300,0,3,0,0,0,0,0,0.7,0,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,2366,0,-1,0,0,57,0,0,0,15,Southampton,,,,,0,5
Artur,Boruc,GLK,BOU,4200000,0,0,0,0,0,0,20955,0,0,0,0,0,0,0,0,4,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,7747,0,-1,0,0,0,3,0,0,0,Man City,,,,,0,0
Sofiane,Boufal,MID,SOU,5500000,0,33,1.13793103448276,2.06896551724138E-07,6E-06,0,17841,2,17,0,0,0,0,0,6,2,0,0,33,0,0,0,0,0,0,1,0,3,0.1,15845,0,-1,0,0,752,3,0,0,93,Brighton,,,,,0.6,60.5
Jarrod,Bowen,MID,WHU,6500000,0,13,0.448275862068966,6.89655172413793E-08,2E-06,0,2129,0,2,0,0,0,1,0,2,17,0,0,13,0,0,0,0,2,0,0,0,0,0.2,15187,0,-1,0,0,182,23,0,0,50,Watford,,,,,0.2,21.8
Robbie,Brady,MID,BUR,5500000,0,29,1,1.81818181818182E-07,5.27272727272727E-06,0,4494,1,10,0,0,0,1,0,5.3,0,0,0,29,0,0,0,0,0,0,1,0,2,0,3928,0,-1,0,0,395,1,0,0,104,Wolverhampton,,,,,0.5,27.9
Claudio,Bravo,GLK,MCI,4700000,0,11,0.392857142857143,8.35866261398176E-08,2.34042553191489E-06,0,35549,0,7,0,8,0,0,0,2.3,3,-3,0,11,3,0,0,0,0,0,1,0,0,0.3,22499,0,-1,0,0,346,5,0,0,69,Bournemouth,,,,,0.2,5.8
Rhian,Brewster,FWD,LIV,4200000,0,0,0,0,0,0,87339,0,0,0,0,0,0,0,0,9,-3,0,0,3,0,0,0,0,0,0,0,0,0.5,72158,0,-1,0,4,0,3,0,0,0,Arsenal,,,,,0,0
Armando,Broja,FWD,CHE,4500000,0,1,0.0344827586206897,7.66283524904214E-09,2.22222222222222E-07,0,25,0,0,0,0,0,0,0,0.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,113,0,-1,0,0,4,2,0,0,2,Norwich,,,,,0,0
David,Brooks,MID,BOU,6200000,0,0,0,0,0,0,18841,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,864,0,-1,0,0,0,2,0,0,0,Man City,,,,,0,0
Josh,Brownhill,MID,BUR,4800000,0,1,0.0344827586206897,7.18390804597701E-09,2.08333333333333E-07,0,222,0,0,0,0,0,0,0,0.2,1,-2,0,1,2,0,0,0,0,0,0,0,0,0,446,0,-1,0,0,1,0,0,0,3,Wolverhampton,,,,,0,0.2
Emiliano,Buendia,MID,NOR,6000000,0,80,2.9,4.83333333333333E-07,1.33333333333333E-05,0,218053,4,41,0,0,0,0,0,13.3,14,0,0,80,0,0,0,0,10,0,3,0,7,0.7,213630,0,-1,0,1,2013,5,0,0,391,Chelsea,,,,,1.7,197.5
Dan,Burn,DEF,BHA,4500000,0,57,2.3,5.11111111111111E-07,1.26666666666667E-05,0,34811,4,32,0,0,0,0,0,12.7,1,0,0,57,0,0,0,0,0,0,6,0,0,0.2,35025,0,-1,0,0,2147,5,0,0,366,Southampton,,,,,1.6,83.8
David,Button,GLK,BHA,3900000,0,0,0,0,0,0,850289,0,0,0,0,0,0,0,0,532,-1,0,0,1,0,0,0,0,0,0,0,0,20.6,666280,0,-1,0,2,0,194,0,0,0,Southampton,,,,,0,0
Oskar,Buur,DEF,WOL,4000000,0,0,0,0,0,0,2352,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5462,0,-1,0,0,0,5,0,0,0,Burnley,,,,,0,0
Sam,Byram,DEF,NOR,4300000,0,32,1.9,4.41860465116279E-07,7.44186046511628E-06,0,11220,4,23,0,0,0,0,0,7.4,1,-2,0,32,2,0,0,0,2,0,3,0,0,0.1,6526,0,-1,0,0,1292,0,0,0,201,Chelsea,,,,,0,60.2
Willy,Caballero,GLK,CHE,4800000,0,7,0.241379310344828,5.02873563218391E-08,1.45833333333333E-06,0,15114,0,7,0,9,0,0,0,1.5,10,-2,0,7,2,0,0,0,0,0,0,0,0,0.3,10752,0,-1,0,0,360,2,0,0,49,Norwich,,,,,0.1,8
Gary,Cahill,DEF,CRY,4400000,0,59,3,6.81818181818182E-07,1.34090909090909E-05,0,186137,1,26,0,0,0,0,0,13.4,34,-1,0,59,1,0,0,0,3,0,6,0,1,1.4,138484,0,-1,0,0,1800,49,0,0,331,Man Utd,,,,,3.5,71.1
,Callum Robinson,MID,SHU,4900000,0,33,2.1,4.28571428571429E-07,6.73469387755102E-06,0,97249,1,6,0,0,0,1,0,6.7,1,-6,0,33,6,0,0,0,1,0,2,0,2,0.2,49876,0,-1,0,1,669,0,0,0,73,Leicester,,,,,0,30.4
,Callum Wilson,FWD,BOU,7400000,0,95,3.4,4.59459459459459E-07,1.28378378378378E-05,0,1729205,8,46,0,0,0,8,0,12.8,75,-6,0,95,6,0,0,0,8,0,3,0,3,4.8,886043,0,-1,0,1,2346,33,0,0,292,Man City,,,,,3.3,139.6
Dominic,Calvert-Lewin,FWD,EVE,6500000,0,111,4.1,6.30769230769231E-07,1.70769230769231E-05,0,675779,7,35,0,0,0,13,0,17.1,319,5,0,111,-5,0,0,0,15,0,5,0,1,16.5,1746319,0,-1,0,2,1904,1799,0,0,377,Aston Villa,,,,,5.9,174
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,-1,0,0,0,0,0,0,0,Arsenal,,,,,0,0
Victor,Camarasa,MID,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,49431,0,0,0,0,0,0,0,0.2,0,-5,0,1,5,0,0,0,0,0,0,0,0,0.1,4825,0,-1,0,0,5,0,0,0,3,Man Utd,,,,,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5100000,0,25,0.892857142857143,1.75070028011204E-07,4.90196078431373E-06,0,181482,2,10,0,0,0,0,0,4.9,1,-4,0,25,4,0,0,0,3,0,2,0,0,0.8,123790,0,-1,0,0,783,7,0,0,180,Bournemouth,,,,,0.4,42.3
Todd,Cantwell,MID,NOR,4700000,0,100,3.4,7.23404255319149E-07,2.12765957446809E-05,0,2340667,4,41,0,0,0,6,0,21.3,652,2,0,100,-2,0,0,0,10,0,6,0,2,19.7,3574574,0,-1,0,2,2067,605,0,0,368,Chelsea,,,,,2.2,152.6
Etienne,Capoue,MID,WAT,4800000,0,62,2.6,5.41666666666667E-07,1.29166666666667E-05,0,70354,7,40,0,0,0,0,0,12.9,13,-2,0,62,2,0,0,0,5,0,7,0,3,0.4,34434,0,-1,0,0,2138,7,0,0,322,West Ham,,,,,1.4,73.4
,Cardoso,DEF,WHU,4000000,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,0,-1,0,0,0,2,0,0,0,Watford,,,,,0,0
