FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,5400000,4,30,2.3,4.25925925925926E-07,5.55555555555556E-06,0,392550,0,20,0,0,0,0,0,5.6,1369,-1,0,30,1,0.3,0,1.8,1,0,1,0,2,5.5,243886,0,-1,0,1,1170,1410,0,0,222,Bournemouth,Man Utd,Burnley,Wolverhampton,Chelsea,1.8,1.3,1.9,1.4,2,2.1,1.5,1.8,2,1.8,2.1,1.8,1.9,1.3,1.7,1.2,2.6,2.6,1.4,2.8,1.2,1.9,2,2,1.8,52.1
Trent,Alexander-Arnold,DEF,LIV,7200000,10,64,4.6,6.38888888888889E-07,8.88888888888889E-06,0,807022,3,12,0,0,0,1,0,8.9,2726,2,0,64,-2,0.7,0,5.2,7,0,2,0,6,29.8,1209087,0,-1,0,2,1260,15846,0,0,310,Brighton,Everton,Bournemouth,Watford,Leicester,5.4,6.5,4.2,5.4,0,4.7,4.6,4.7,5.6,6.2,4.6,4.5,4.9,6.3,5.6,4.8,5.8,6.3,4.9,6.8,4.7,5,3.9,5.3,5.7,131.5
,Alisson,GLK,LIV,6000000,-1,12,0.923076923076923,1.53846153846154E-07,2E-06,0,1572878,0,6,0,16,0,0,0,2,31977,0,0,12,0,0.2,0,1.5,0,0,0,0,0,8.3,295560,0,-1,0,0,563,1167,0,1,94,Brighton,Everton,Bournemouth,Watford,Leicester,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,11.5
Bamidele,Alli,MID,TOT,8500000,15,42,3.23076923076923,3.80090497737557E-07,4.94117647058824E-06,0,56759,1,7,0,0,0,4,0,4.9,904,0,-1,42,0,0.9,0,8,6,0,1,0,1,2.6,175548,0,-1,0,1,539,62016,1,0,141,Bournemouth,Man Utd,Burnley,Wolverhampton,Chelsea,3.6,2,3.8,2.8,2.8,3.6,2.2,3.1,2.4,3.1,3.1,2,1.8,1.8,3.4,2.4,3.7,3,3.5,3.4,2.6,3.8,2.5,2.7,2.2,47.8
Miguel,Almiron,MID,NEW,5800000,5,33,2.4,4.13793103448276E-07,5.68965517241379E-06,0,53335,2,19,0,0,0,0,0,5.7,95,-2,0,33,2,0.5,0,2.8,0,0,4,0,1,0.4,24733,0,-1,0,0,1167,225,0,0,94,Man City,Sheffield United,Southampton,Burnley,Crystal Palace,1.3,2.2,1.8,1.4,2.1,1.2,2.3,1.7,1.7,1.8,1.4,2,1.4,1.3,2.5,1.9,2.7,2.1,1.6,2,1.2,1.9,1.8,1.5,1.5,52.1
Marcos,Alonso,DEF,CHE,6100000,0,36,2.76923076923077,4.53972257250946E-07,5.90163934426229E-06,0,373958,3,4,0,0,0,1,0,5.9,4000,-4,0,36,4,0,0,0,3,0,3,0,2,3,234866,0,-1,0,1,498,329,0,0,147,West Ham,Aston Villa,Everton,Bournemouth,Tottenham,3.4,3.9,2.7,2.4,2.4,2.3,1.5,1.9,2.6,2.7,2.5,1.9,3.3,3.4,1.6,3.6,2.6,2.5,2.5,2.8,2.4,2,2.8,2.2,2.3,37.8
Steven,Alzate,MID,BHA,4500000,1,16,1.23076923076923,2.73504273504274E-07,3.55555555555556E-06,0,3232,1,8,0,0,0,0,0,3.6,87,0,0,16,0,0.3,0,1.5,0,0,3,0,0,0.1,7768,0,-1,0,0,567,73,0,0,84,Liverpool,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,0.6,0.6,0.7,0.6,0.9,0.6,0.8,0.6,0.6,0.7,0.6,0.6,0.8,0.8,0.7,0.6,0.8,0.6,0.8,0.6,0.6,0.6,0.6,0.9,0.6,29.8
Ibrahim,Amadou,MID,NOR,4500000,2,16,1.23076923076923,2.73504273504274E-07,3.55555555555556E-06,0,7422,1,17,0,0,0,0,0,3.6,57,0,0,16,0,0.2,0,0.8,0,0,1,0,0,0.1,9732,0,-1,0,0,686,26,0,0,115,Arsenal,Southampton,Sheffield United,Leicester,Wolverhampton,0.8,0.7,0.9,0.6,0.7,0.6,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.6,0.8,0.7,0.6,0.6,0.8,0.6,15.4
Daniel,Amartey,MID,LEI,4300000,0,0,0,0,0,0,20510,0,0,0,0,0,0,0,0,248,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,17335,0,-1,0,0,0,423,0,0,0,Everton,Watford,Aston Villa,Norwich,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4500000,0,0,0,0,0,0,946,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,-1,0,0,0,5,0,0,0,Bournemouth,Man Utd,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,1758,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,910,0,-1,0,0,0,3,0,0,0,West Ham,Aston Villa,Everton,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,5,1.7,3.54166666666667E-07,1.04166666666667E-06,0,191830,0,2,0,0,0,1,0,1,112,-2,0,5,2,0,0,0,1,0,0,0,0,0.4,159365,0,-1,0,0,71,3,0,1,20,Liverpool,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
,Andre Gomes,MID,EVE,5300000,0,13,1,1.88679245283019E-07,2.45283018867925E-06,0,66743,3,8,0,0,0,0,0,2.5,111,-2,0,13,2,0.1,0,0.5,0,0,2,0,0,0.3,12386,0,-1,0,0,584,4,0,0,71,Leicester,Liverpool,Chelsea,Man Utd,Arsenal,0,0,0,0,0,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,15.8
,Angelino,DEF,MCI,4700000,0,8,0.615384615384615,1.30932896890344E-07,1.70212765957447E-06,0,15847,1,4,0,0,0,0,0,1.7,381,-3,0,8,3,0.4,0,1.8,1,0,0,0,1,0.2,10682,0,-1,0,0,242,81,0,0,67,Newcastle,Burnley,Man Utd,Arsenal,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,19.4
Michail,Antonio,MID,WHU,6900000,3,15,1.15384615384615,1.67224080267559E-07,2.17391304347826E-06,0,63263,0,3,0,0,0,1,0,2.2,118,-1,0,15,1,0.3,0,2.2,0,0,1,0,1,0.7,7401,0,-1,0,0,245,326,0,0,29,Chelsea,Wolverhampton,Arsenal,Southampton,Crystal Palace,0,0.6,0.8,0.6,0,0.6,0.6,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.6,0.6,32.8
Stuart,Armstrong,MID,SOU,5200000,0,15,1.15384615384615,2.2189349112426E-07,2.88461538461538E-06,0,7893,1,9,0,0,0,0,0,2.9,87,-3,0,15,3,0.4,0,2.2,0,0,0,0,1,0.1,1859,0,-1,0,0,350,0,0,0,33,Watford,Norwich,Newcastle,West Ham,Aston Villa,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,8
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,7090,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.1,857,0,-1,0,0,0,11,0,0,0,Chelsea,Wolverhampton,Arsenal,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernard,Ashley-Seal,FWD,WOL,4500000,0,0,0,0,0,0,1434,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2766,0,-1,0,0,0,82,0,0,0,Sheffield United,West Ham,Brighton,Tottenham,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5400000,4,27,2.07692307692308,3.84615384615385E-07,5E-06,0,23408,1,11,0,0,0,0,0,5,71,-1,0,27,1,0.3,0,1.8,0,0,2,0,3,0.1,21048,0,-1,0,0,474,51,0,0,90,Man City,Sheffield United,Southampton,Burnley,Crystal Palace,1,1.8,1.4,1.1,1.7,1,1.8,1.3,1.3,1.4,1.1,1.6,1.1,1,2,1.5,2.2,1.7,1.2,1.5,1,1.5,1.4,1.2,1.2,31.1
Pierre-Emerick,Aubameyang,FWD,ARS,10900000,10,84,6,5.5045871559633E-07,7.70642201834862E-06,0,1580216,2,21,0,0,0,10,0,7.7,8416,-1,0,84,1,0.6,0,6.2,12,0,2,0,2,22.7,1319042,0,-1,0,2,1260,12001,0,0,332,Norwich,Brighton,West Ham,Man City,Everton,6.9,8.5,6.3,8.4,6.8,6.4,9,9,6.4,6.6,6.7,5.9,8.2,9,7.1,8.4,6.2,8.1,8.8,6.5,7.7,6.8,7.6,6.2,8.5,103.6
Serge,Aurier,DEF,TOT,4900000,1,36,4,8.16326530612245E-07,7.3469387755102E-06,0,220489,0,11,0,0,0,0,0,7.3,3295,-1,0,36,1,1,0,5,9,0,2,0,3,4.4,482977,0,-1,0,1,735,7721,0,1,184,Bournemouth,Man Utd,Burnley,Wolverhampton,Chelsea,4.2,3.3,4.4,3.4,4.6,4.8,3.6,4.3,4.6,4.2,4.7,4.3,4.5,3.2,4,2.7,5.5,5.5,3.5,5.9,3,4.4,4.6,4.6,4.2,43.6
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,1508,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5797,0,-1,0,0,0,129,0,0,0,Bournemouth,Man Utd,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,8673,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,-1,0,0,0,7,0,0,0,Watford,Norwich,Newcastle,West Ham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5100000,2,50,3.8,7.45098039215686E-07,9.80392156862745E-06,0,625809,3,13,0,0,0,4,0,9.8,6248,1,0,50,-1,0.4,0,2,11,0,6,0,0,8.3,940255,0,-1,0,0,1032,8515,0,0,139,Burnley,Bournemouth,Watford,Brighton,Newcastle,3.1,4.5,4,4.5,2.8,4.4,5,4.4,5,3.8,4.7,3.2,3.6,4.3,3.2,4.5,3.3,3.3,4.7,2.8,4.9,3.2,5.5,3.4,5.2,63.9
Cesar,Azpilicueta,DEF,CHE,5900000,0,31,2.6,4.40677966101695E-07,5.25423728813559E-06,0,341221,0,19,0,0,0,0,0,5.3,3994,-1,0,31,1,0.1,0,0.8,1,0,2,0,2,5.5,163916,0,-1,0,0,1080,456,0,0,213,West Ham,Aston Villa,Everton,Bournemouth,Tottenham,3.1,3.6,2.4,2.2,2.2,2,1.3,1.7,2.3,2.4,2.3,1.7,3,3.1,1.5,3.3,2.3,2.2,2.2,2.5,2.2,1.8,2.5,2,2.1,55.4
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,2519,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,773,0,-1,0,0,0,4,0,0,0,Aston Villa,Tottenham,Man City,Everton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Baines,DEF,EVE,4900000,0,0,0,0,0,0,8983,0,0,0,0,0,0,0,0,37,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5878,0,-1,0,0,0,29,0,0,0,Leicester,Liverpool,Chelsea,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4300000,7,16,1.23076923076923,2.86225402504472E-07,3.72093023255814E-06,0,21012,2,12,0,0,0,1,0,3.7,50,-2,0,16,2,0.9,0,3.8,1,0,1,0,0,0.3,6546,0,-1,0,0,451,351,0,0,78,Chelsea,Wolverhampton,Arsenal,Southampton,Crystal Palace,0.6,0.6,0.7,0.7,0,0.7,0.7,0.6,0.6,1.1,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.7,0.6,1.3,21.9
George,Baldock,DEF,SHU,4600000,4,56,4,8.69565217391304E-07,1.21739130434783E-05,0,47299,4,13,0,0,0,1,0,12.2,1384,1,0,56,-1,1,0,4.8,3,0,5,0,2,3,236602,0,-1,0,0,1260,6393,0,0,216,Wolverhampton,Newcastle,Norwich,Aston Villa,Brighton,3.8,5.7,4,5.9,3.9,4.3,4,4.4,5.2,3.2,3.9,4.7,3.8,4.4,4.9,4.4,5,3.8,5.2,3.1,3.6,4.2,3.8,5.5,4.7,43.7
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,4049,0,0,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,836,0,-1,0,0,0,4,0,0,0,Liverpool,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,9780,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0.2,18695,0,-1,0,0,0,123,0,0,0,Liverpool,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,-1,0,0,0,1,0,0,0,Leicester,Liverpool,Chelsea,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,0,12,0.923076923076923,2.14669051878354E-07,2.7906976744186E-06,0,7642,1,2,0,0,0,0,0,2.8,116,-2,0,12,2,0.7,0,3,0,0,2,0,0,0.2,5919,0,-1,0,0,270,120,0,0,59,Crystal Palace,Man City,Tottenham,Newcastle,Bournemouth,0.7,0.5,0.5,0.8,0.5,0.5,0.6,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.1
Ross,Barkley,MID,CHE,5600000,0,9,0.692307692307692,1.23626373626374E-07,1.60714285714286E-06,0,446736,0,5,0,0,0,0,0,1.6,340,-4,0,9,4,0,0,0,0,0,1,0,0,1.4,70433,0,-1,0,0,335,7,0,0,38,West Ham,Aston Villa,Everton,Bournemouth,Tottenham,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,34.7
Ashley,Barnes,FWD,BUR,6300000,2,53,4.1,6.50793650793651E-07,8.41269841269841E-06,0,987370,3,15,0,0,0,6,0,8.4,4188,-2,0,53,2,0.7,0,4.2,6,0,6,0,0,4.7,1110967,0,-1,0,1,1027,3795,0,0,154,Crystal Palace,Man City,Tottenham,Newcastle,Bournemouth,5.3,5.1,4.1,4.9,3.5,3.7,6.1,5.7,3.7,4.5,3.7,5.7,5.3,5.1,2.9,5.8,4,5.2,3.5,3.8,3.4,3.4,4.6,4.6,5.1,66.9
Harvey,Barnes,MID,LEI,5900000,0,46,3.53846153846154,5.9973924380704E-07,7.79661016949152E-06,0,51516,0,4,0,0,0,1,0,7.8,1375,-1,0,46,1,0.4,0,2.2,3,0,4,0,5,1.3,118280,0,-1,0,1,713,467,0,0,148,Everton,Watford,Aston Villa,Norwich,Man City,3.9,4,2.2,3.5,1.9,2.7,2.5,3,3.2,2.8,3.4,3.2,3.4,2.3,2.7,3.7,3.7,4.1,2.8,3.7,2.9,3.2,4.4,2.2,4.1,65.3
Chris,Basham,DEF,SHU,4500000,2,44,3.38461538461538,7.52136752136752E-07,9.77777777777778E-06,0,10666,2,13,0,0,0,0,0,9.8,257,0,0,44,0,0.5,0,2.2,1,0,5,0,0,0.5,29118,0,-1,0,0,1216,1049,0,0,216,Wolverhampton,Newcastle,Norwich,Aston Villa,Brighton,2.9,4.6,3.1,4.8,3,3.4,3.1,3.4,4.1,2.4,3,3.7,3,3.4,3.9,3.4,4,2.9,4.1,2.4,2.8,3.3,3,4.4,3.7,30
Michy,Batshuayi,FWD,CHE,6600000,0,19,1.46153846153846,2.21445221445221E-07,2.87878787878788E-06,0,58290,0,2,0,0,0,1,0,2.9,3984,-4,0,19,4,0.2,0,1.5,1,0,0,0,2,1.3,82418,0,-1,0,0,81,2163,0,0,44,West Ham,Aston Villa,Everton,Bournemouth,Tottenham,1,1.3,0.7,1,0.8,1.1,0.7,0.7,1.1,0.7,1.2,0.7,1.5,1.3,0.7,1.2,0.7,1,0.7,1.1,0.7,0.7,1.4,0.7,0.9,20.4
Jan,Bednarek,DEF,SOU,4500000,2,23,1.6,3.55555555555556E-07,5.11111111111111E-06,0,53680,1,32,0,0,0,0,0,5.1,261,0,0,23,0,0.3,0,1.2,1,0,2,0,0,0.7,49302,0,-1,0,0,1257,120,0,0,198,Watford,Norwich,Newcastle,West Ham,Aston Villa,0.9,0.9,1.5,1.2,1.4,0.9,1.2,1.2,1,0.8,1.3,1.2,0.8,1.5,1.3,1.4,1.1,0.8,1.3,0.8,1.4,1,0.9,0.9,0.8,30.4
Asmir,Begovic,GLK,BOU,4300000,0,0,0,0,0,0,142816,0,0,0,0,0,0,0,0,221,-2,0,0,2,0,0,0,0,0,0,0,0,0.9,11641,0,-1,0,0,0,7,0,0,0,Tottenham,Crystal Palace,Liverpool,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,1,0.0769230769230769,1.42450142450142E-08,1.85185185185185E-07,0,25012,1,4,0,0,0,0,0,0.2,643,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.4,33186,0,-1,0,0,172,35,0,0,17,Norwich,Brighton,West Ham,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ryan,Bennett,DEF,WOL,4900000,0,17,1.30769230769231,2.66875981161695E-07,3.46938775510204E-06,0,36251,2,6,0,0,0,0,0,3.5,94,-1,0,17,1,0,0,0.2,0,0,2,0,0,0.3,13987,0,-1,0,0,458,40,0,0,87,Sheffield United,West Ham,Brighton,Tottenham,Norwich,0.7,1,0.7,1,0.7,0.7,0.7,0.8,1.2,0.8,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.7,0.9,0.7,0.7,1.1,0.7,1,0.7,14
Christian,Benteke,FWD,CRY,5700000,1,13,1.1,1.92982456140351E-07,2.28070175438596E-06,0,67697,1,5,0,0,0,0,0,2.3,162,-3,0,13,3,0.1,0,0.8,0,0,1,0,0,0.6,27995,0,-1,0,0,289,179,0,0,44,Burnley,Bournemouth,Watford,Brighton,Newcastle,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.6,0.9,0.6,0.8,26.1
