FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Yves,Bissouma,MID,BHA,5000000,0,13,0.541666666666667,1.08333333333333E-07,2.6E-06,0,1178,1,5,0,0,0,0,0,2.6,11,0,0,13,0,0,0,0,0,0,1,0,0,0,1121,0,-1,0,0,402,2,0,0,65,West Ham,Watford,Sheffield United,Crystal Palace,Wolverhampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,18.9
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,7669,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,702,0,-1,0,0,0,0,0,0,0,Bournemouth,Tottenham,Southampton,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4700000,6,40,1.66666666666667,3.54609929078014E-07,8.51063829787234E-06,0,664650,0,7,0,0,0,0,0,8.5,147,-3,0,40,3,0.3,0,1.5,7,0,4,0,1,2,346476,0,-1,0,0,810,1746,0,1,196,Man Utd,Leicester,Norwich,Tottenham,Brighton,0.8,1,1.4,1.3,1.3,1.4,1.2,1.5,0.9,1,1.5,0.8,1.3,1,30.2
Gaetan,Bong,DEF,BHA,4200000,0,3,0.8,1.9047619047619E-07,7.14285714285714E-07,0,7684,0,3,0,0,0,0,0,0.7,74,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,2306,0,-1,0,0,57,1,0,0,15,West Ham,Watford,Sheffield United,Crystal Palace,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Artur,Boruc,GLK,BOU,4300000,0,0,0,0,0,0,20096,0,0,0,0,0,0,0,0,40,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,7276,0,-1,0,0,0,21,0,0,0,Aston Villa,Sheffield United,Burnley,Chelsea,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,1,29,1.20833333333333,2.1969696969697E-07,5.27272727272727E-06,0,17060,2,13,0,0,0,0,0,5.3,27,0,0,29,0,0.1,0,0.5,0,0,1,0,3,0.1,14967,0,-1,0,0,577,45,0,0,83,Liverpool,Burnley,Aston Villa,West Ham,Newcastle,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.7,51.8
Robbie,Brady,MID,BUR,5500000,0,28,1.16666666666667,2.12121212121212E-07,5.09090909090909E-06,0,4145,1,10,0,0,0,1,0,5.1,17,0,0,28,0,0,0,0,0,0,1,0,2,0,3655,0,-1,0,0,394,17,0,0,99,Arsenal,Southampton,Bournemouth,Newcastle,Tottenham,0.7,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.9,0.6,0.6,0.6,0.6,0.7,27.7
Claudio,Bravo,GLK,MCI,4800000,0,11,0.458333333333333,9.54861111111111E-08,2.29166666666667E-06,0,34303,0,7,0,8,0,0,0,2.3,78,-2,0,11,2,0,0,0,0,0,1,0,0,0.3,22161,0,-1,0,0,346,12,0,0,69,Tottenham,West Ham,Leicester,Man Utd,Burnley,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.8
Rhian,Brewster,FWD,LIV,4200000,0,0,0,0,0,0,80755,0,0,0,0,0,0,0,0,342,-3,0,0,3,0,0,0,0,0,0,0,0,0.5,65489,0,-1,0,0,0,270,0,0,0,Southampton,Norwich,West Ham,Watford,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,18676,0,0,0,0,0,0,0,0,13,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,773,0,-1,0,0,0,5,0,0,0,Aston Villa,Sheffield United,Burnley,Chelsea,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Brownhill,MID,BUR,5000000,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,-1,0,0,0,62,0,0,0,Arsenal,Southampton,Bournemouth,Newcastle,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,1,74,3.1,5.16666666666667E-07,1.23333333333333E-05,0,210018,3,40,0,0,0,0,0,12.3,449,0,0,74,0,0.2,0,1.2,10,0,2,0,7,0.8,209905,0,-1,0,1,1795,134,0,0,363,Newcastle,Liverpool,Wolverhampton,Leicester,Sheffield United,2.3,2.2,2.4,2.4,3.2,2.8,3.4,2.5,3.3,2.4,2.8,1.9,3.4,1.6,181.6
Dan,Burn,DEF,BHA,4500000,0,47,2.2,4.88888888888889E-07,1.04444444444444E-05,0,33461,3,29,0,0,0,0,0,10.4,124,0,0,47,0,0,0,0,0,0,5,0,0,0.2,33710,0,-1,0,0,1821,2,0,0,313,West Ham,Watford,Sheffield United,Crystal Palace,Wolverhampton,0,0,1.4,2.1,1.3,1.6,1.4,2.2,1.5,1.8,1.6,1.5,2.6,1.2,72.5
David,Button,GLK,BHA,3900000,0,0,0,0,0,0,752400,0,0,0,0,0,0,0,0,3690,-1,0,0,1,0,0,0,0,0,0,0,0,20.5,556815,0,-1,0,0,0,6811,0,0,0,West Ham,Watford,Sheffield United,Crystal Palace,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oskar,Buur,DEF,WOL,4000000,0,0,0,0,0,0,793,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,0,-1,0,0,0,107,0,0,0,Man Utd,Leicester,Norwich,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,6,31,1.9,4.31818181818182E-07,7.04545454545455E-06,0,9748,4,23,0,0,0,0,0,7,26,-1,0,31,1,0.9,0,3.8,2,0,3,0,0,0.1,6180,0,-1,0,0,1266,70,0,0,199,Newcastle,Liverpool,Wolverhampton,Leicester,Sheffield United,1.4,1.5,1,1.4,1.1,1.1,2,1,1.7,1,2,1.2,1.4,1,59.8
Willy,Caballero,GLK,CHE,4800000,1,1,0.0416666666666667,8.68055555555556E-09,2.08333333333333E-07,0,11690,0,2,0,2,0,0,0,0.2,25,-2,0,1,2,0,0,0.2,0,0,0,0,0,0.2,3487,0,-1,0,0,90,84,0,0,11,Leicester,Man Utd,Tottenham,Bournemouth,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
Gary,Cahill,DEF,CRY,4400000,2,40,2.5,5.68181818181818E-07,9.09090909090909E-06,0,177896,1,23,0,0,0,0,0,9.1,286,-1,0,40,1,0.5,0,2.2,3,0,3,0,1,1.2,112479,0,-1,0,0,1440,577,0,0,258,Sheffield United,Everton,Newcastle,Brighton,Watford,2.1,2.1,3.1,1.8,2.3,1.8,1.9,2,1.8,2.3,2.6,2.6,1.7,3,55.3
,Callum Robinson,MID,SHU,5000000,0,33,2.1,4.2E-07,6.6E-06,0,95480,1,6,0,0,0,1,0,6.6,200,-5,0,33,5,0.1,0,0.5,1,0,2,0,2,0.2,49837,0,-1,0,1,669,3,0,0,73,Crystal Palace,Bournemouth,Brighton,Norwich,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4
,Callum Wilson,FWD,BOU,7400000,1,79,3.3,4.45945945945946E-07,1.06756756756757E-05,0,1664656,6,37,0,0,0,6,0,10.7,4779,-6,0,79,6,0.4,0,3,6,0,3,0,3,5.1,841528,0,-1,0,1,1986,561,0,0,240,Aston Villa,Sheffield United,Burnley,Chelsea,Liverpool,4.1,2.3,2.9,3.5,2.4,3.8,3,3.2,2.9,4.2,3.1,3.4,3.6,2.6,112.2
Dominic,Calvert-Lewin,FWD,EVE,6100000,2,85,3.7,6.0655737704918E-07,1.39344262295082E-05,0,407817,6,26,0,0,0,10,0,13.9,16441,1,0,85,-1,0.7,0,4,11,0,5,0,0,11.2,1085304,0,-1,0,1,1559,6969,0,0,296,Watford,Crystal Palace,Arsenal,Man Utd,Chelsea,3.2,4.6,3.3,5.1,3.4,3.5,3.9,3.8,3.8,4.5,3.3,5,2.5,4.6,135.6
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,641,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,-1,0,0,0,3,0,0,0,Southampton,Norwich,West Ham,Watford,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,48678,0,0,0,0,0,0,0,0.2,32,-5,0,1,5,0,0,0,0,0,0,0,0,0.2,4687,0,-1,0,0,5,5,0,0,3,Sheffield United,Everton,Newcastle,Brighton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5200000,0,24,1,1.92307692307692E-07,4.61538461538462E-06,0,177389,1,7,0,0,0,0,0,4.6,189,-3,0,24,3,0.2,0,0.8,3,0,2,0,0,0.8,122074,0,-1,0,0,667,126,0,0,158,Tottenham,West Ham,Leicester,Man Utd,Burnley,0.6,0.7,0.5,0,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,37.9
Todd,Cantwell,MID,NOR,4900000,2,92,3.7,7.55102040816327E-07,1.87755102040816E-05,0,2006145,4,36,0,0,0,6,0,18.8,17189,4,0,92,-4,0.4,0,2,10,0,5,0,2,22.1,3410344,0,-1,0,2,1782,4645,0,0,332,Newcastle,Liverpool,Wolverhampton,Leicester,Sheffield United,3.1,2.9,3.2,3.2,4.1,3.7,4.4,3.3,4.3,3.2,3.7,2.6,4.4,2.2,140.3
Etienne,Capoue,MID,WAT,4800000,2,48,2.4,5E-07,1E-05,0,65025,6,35,0,0,0,0,0,10,146,-2,0,48,2,0.5,0,2.2,2,0,6,0,2,0.3,23171,0,-1,0,0,1778,100,0,0,261,Everton,Brighton,Man Utd,Liverpool,Crystal Palace,2.3,1.5,1.3,1.3,1.5,1.5,1.7,1.8,1.3,2.1,2.4,1.4,1.3,1.7,59.5
,Cardoso,DEF,WHU,4000000,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,-1,0,0,0,46,0,0,0,Brighton,Man City,Liverpool,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carlos Sanchez,MID,WHU,4300000,0,7,0.291666666666667,6.78294573643411E-08,1.62790697674419E-06,0,39423,0,2,0,0,0,0,0,1.6,317,-2,0,7,2,0,0,0,0,0,0,0,0,0.5,40944,0,-1,0,0,112,501,0,0,20,Brighton,Man City,Liverpool,Southampton,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
Andy,Carroll,FWD,NEW,5400000,0,25,1.9,3.51851851851852E-07,4.62962962962963E-06,0,20227,1,7,0,0,0,0,0,4.6,95,-1,0,25,1,0,0,0.2,0,0,2,0,3,0.1,13595,0,-1,0,0,507,2,0,0,75,Norwich,Arsenal,Crystal Palace,Burnley,Southampton,0,1.1,1.2,1.6,1.7,1.1,1.9,1.2,1.7,1.4,1.1,2,1.1,1.2,39.9
Scott,Carson,GLK,MCI,4000000,0,0,0,0,0,0,2980,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6742,0,-1,0,0,0,39,0,0,0,Tottenham,West Ham,Leicester,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,1,66,2.9,6.59090909090909E-07,1.5E-05,0,258788,5,28,0,0,0,0,0,15,2567,-1,0,66,1,0.7,0,3.2,3,0,8,0,0,3.3,229018,0,-1,0,1,1993,1669,0,0,367,Everton,Brighton,Man Utd,Liverpool,Crystal Palace,3.6,2.3,2,2.8,2.5,2.7,1.9,2.2,2.4,3.3,3.8,3,2.4,1.9,45.2
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,640,0,-1,0,0,0,1,0,0,0,Man Utd,Leicester,Norwich,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5200000,0,27,1.125,2.16346153846154E-07,5.19230769230769E-06,0,1133848,0,10,0,0,0,0,0,5.2,343,-3,0,27,3,0,0,0,3,0,1,0,2,3,997008,0,-1,0,1,659,44,0,0,130,Burnley,Newcastle,Everton,West Ham,Brighton,0.6,0.7,0.6,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,42.9
,Cedric,DEF,ARS,4800000,0,43,2.7,5.625E-07,8.95833333333333E-06,0,28585,1,18,0,0,0,0,0,9,281,-2,0,43,2,0.3,0,1.4,3,0,3,0,1,0.3,20955,0,-1,0,0,1306,183,0,0,222,Burnley,Newcastle,Everton,West Ham,Brighton,0,0,0,0,3.2,2.1,2.2,2.9,1.9,2.3,2.7,2.4,3,2.5,59.7
Nathaniel,Chalobah,MID,WAT,4400000,1,27,1.125,2.55681818181818E-07,6.13636363636364E-06,0,22824,1,10,0,0,0,0,0,6.1,123,-1,0,27,1,0.5,0,2.2,2,0,2,0,1,0.2,19679,0,-1,0,0,770,50,0,0,104,Everton,Brighton,Man Utd,Liverpool,Crystal Palace,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,27.2
,Chamberlain,MID,LIV,6200000,8,50,2.08333333333333,3.36021505376344E-07,8.06451612903226E-06,0,87357,1,4,0,0,0,3,0,8.1,462,-3,0,50,3,0.8,0,5,2,0,7,0,0,0.7,92881,0,-1,0,0,857,4880,0,0,161,Southampton,Norwich,West Ham,Watford,Bournemouth,1.3,1.2,1.3,1.5,1.7,1.3,1.5,1,1.4,1.3,1.7,1.5,1.2,1.4,60
Calum,Chambers,DEF,ARS,4400000,0,42,3,6.81818181818182E-07,9.54545454545455E-06,0,166526,5,15,0,0,0,1,0,9.5,256,-1,0,42,1,0,0,0,5,0,3,0,1,0.7,140381,0,-1,0,0,1102,2,0,0,197,Burnley,Newcastle,Everton,West Ham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.7
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,7609,0,0,0,0,0,0,0,0,57,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1845,0,-1,0,0,0,1,0,0,0,Bournemouth,Tottenham,Southampton,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,141904,0,4,0,0,0,1,0,1.5,20,0,0,9,0,0,0,0,2,0,0,0,0,0.4,86991,0,-1,0,1,106,3,0,0,27,Brighton,Man City,Liverpool,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Benjamin,Chilwell,DEF,LEI,5600000,7,85,4.2,7.5E-07,1.51785714285714E-05,0,918516,1,21,0,0,0,2,0,15.2,2512,1,0,85,-1,0.4,0,2.5,3,0,7,0,3,9,1146869,0,-1,0,1,1789,6381,0,0,389,Chelsea,Wolverhampton,Man City,Norwich,Aston Villa,4.8,4,4.1,4.4,6.1,4.1,5.1,4.7,5.2,3.7,4.2,4.5,5.2,5.3,95.4
Tahith,Chong,MID,MUN,4300000,0,2,0.0833333333333333,1.93798449612403E-08,4.65116279069767E-07,0,80814,0,0,0,0,0,0,0,0.5,287,-2,0,2,2,0,0,0,0,0,0,0,0,0.7,95303,0,-1,0,0,24,77,0,0,4,Wolverhampton,Chelsea,Watford,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Hamza,Choudhury,MID,LEI,4300000,2,27,1.125,2.61627906976744E-07,6.27906976744186E-06,0,123926,2,10,0,0,0,1,0,6.3,463,-2,0,27,2,0.2,0,1,0,0,1,0,1,0.9,135166,0,-1,0,0,636,487,0,0,127,Chelsea,Wolverhampton,Man City,Norwich,Aston Villa,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,29
Andreas,Christensen,DEF,CHE,4900000,1,20,1.7,3.46938775510204E-07,4.08163265306122E-06,0,101996,3,20,0,0,0,0,0,4.1,91,-1,0,20,1,0.4,0,2.2,0,0,2,0,0,0.6,62505,0,-1,0,0,1031,124,0,0,181,Leicester,Man Utd,Tottenham,Bournemouth,Everton,1,1.4,1.6,1,1.6,1.5,0.9,1.4,1.2,1.1,1,1.4,1.1,1,28.1
Ciaran,Clark,DEF,NEW,4300000,6,48,2,4.65116279069767E-07,1.11627906976744E-05,0,60505,3,12,0,0,0,2,0,11.2,111,-2,0,48,2,0.8,0,3.5,2,0,4,0,0,0.3,63998,0,-1,0,1,1104,438,0,0,211,Norwich,Arsenal,Crystal Palace,Burnley,Southampton,2,1,1.3,1.5,1.2,1.6,2.6,1.1,2.2,1.1,1.1,2.2,1.2,1.6,44.4
Leon,Clarke,FWD,SHU,4400000,0,1,0.0416666666666667,9.46969696969697E-09,2.27272727272727E-07,0,8938,0,0,0,0,0,0,0,0.2,49,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,11317,0,-1,0,0,13,70,0,0,-1,Crystal Palace,Bournemouth,Brighton,Norwich,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1276,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,398,0,-1,0,0,0,1,0,0,0,West Ham,Watford,Sheffield United,Crystal Palace,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4800000,0,24,1,2.08333333333333E-07,5E-06,0,26174,0,17,0,0,0,1,0,5,11,-2,0,24,2,0,0,0,2,0,1,0,0,0.1,21265,0,-1,0,0,645,1,0,0,120,Everton,Brighton,Man Utd,Liverpool,Crystal Palace,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,47.5
Conor,Coady,DEF,WOL,5000000,9,64,2.6,5.2E-07,1.28E-05,0,118443,2,32,0,0,0,0,0,12.8,330,0,0,64,0,0.6,0,3.2,5,0,5,0,0,1.5,107986,0,-1,0,0,2250,745,0,0,408,Man Utd,Leicester,Norwich,Tottenham,Brighton,1.8,2.1,2.7,2.6,2.6,2.7,2.3,2.8,2,2,3,1.7,2.6,2.2,42.1
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,23741,0,0,0,0,0,0,0,0,23,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,23663,0,-1,0,0,0,4,0,0,0,Norwich,Arsenal,Crystal Palace,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5300000,0,31,1.29166666666667,2.43710691823899E-07,5.84905660377358E-06,0,263844,3,19,0,0,0,0,0,5.8,206,-2,0,31,2,0.2,0,0.8,2,0,3,0,1,1.1,114159,0,-1,0,0,1072,32,0,1,197,Watford,Crystal Palace,Arsenal,Man Utd,Chelsea,0.6,1,0.6,1,0.6,0.8,0.6,0.7,0.7,0.6,0.6,1.4,0.6,0.8,44.5
Aaron,Connolly,FWD,BHA,4300000,0,40,2.5,5.81395348837209E-07,9.30232558139535E-06,0,318892,0,13,0,0,0,2,0,9.3,1118,-2,0,40,2,0.2,0,0.8,3,0,3,0,2,1.2,388564,0,-1,0,1,812,1656,0,0,87,West Ham,Watford,Sheffield United,Crystal Palace,Wolverhampton,1.9,2.5,1.4,2.6,1.9,2.4,1.6,2.9,2.3,1.8,2.4,2.6,2.2,1.8,49.2
Jack,Cork,MID,BUR,4900000,3,53,2.3,4.69387755102041E-07,1.08163265306122E-05,0,22048,0,34,0,0,0,0,0,10.8,35,-1,0,53,1,0.5,0,2.5,0,0,8,0,0,0.2,12070,0,-1,0,0,2005,19,0,0,232,Arsenal,Southampton,Bournemouth,Newcastle,Tottenham,2.1,1.9,2.1,1.5,1.6,1.2,2.1,1.4,2.4,1.3,1.2,1.9,1.3,2,64.2
Helder,Costa,MID,WOL,4900000,0,0,0,0,0,0,1756,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,782,0,-1,0,0,0,1,0,0,0,Man Utd,Leicester,Norwich,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,4700000,1,58,3.1,6.59574468085106E-07,1.23404255319149E-05,0,225009,6,33,0,0,0,3,0,12.3,2147,-3,0,58,3,0.3,0,1.2,5,0,4,0,0,1.4,283067,0,-1,0,2,1663,269,0,0,279,Brighton,Man City,Liverpool,Southampton,Arsenal,3.4,2.6,2.8,2.3,2.2,2.8,3.3,3.1,3.3,2.8,2.7,3.1,2.3,4.5,76.1
,Cuco Martina,DEF,EVE,4000000,0,0,0,0,0,0,1075,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,0,-1,0,0,0,35,0,0,0,Watford,Crystal Palace,Arsenal,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,910,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,-1,0,0,0,16,0,0,0,Man Utd,Leicester,Norwich,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5500000,0,23,1.9,3.45454545454545E-07,4.18181818181818E-06,0,93309,0,6,0,0,0,2,0,4.2,67,-5,0,23,5,0,0,0,0,0,1,0,0,0.5,26216,0,-1,0,0,292,2,0,0,69,Man Utd,Leicester,Norwich,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,6069,0,0,0,0,0,0,0,0,60,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1422,0,-1,0,0,0,5,0,0,0,Everton,Brighton,Man Utd,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,4900000,1,3,0.125,2.55102040816327E-08,6.12244897959184E-07,0,10810,0,1,0,0,0,0,0,0.6,13,-1,0,3,1,0.1,0,0.5,0,0,0,0,0,0.1,1549,0,-1,0,0,64,26,0,0,7,Wolverhampton,Chelsea,Watford,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
James,Daly,FWD,CRY,4500000,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,-1,0,0,0,4,0,0,0,Sheffield United,Everton,Newcastle,Brighton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4300000,0,3,0.125,2.90697674418605E-08,6.97674418604651E-07,0,17004,0,2,0,0,0,0,0,0.7,12,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,3230,0,-1,0,0,126,0,0,0,18,Aston Villa,Sheffield United,Burnley,Chelsea,Liverpool,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.2
,Danilo,DEF,MCI,5000000,0,0,0,0,0,0,5799,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,-1,0,0,0,2,0,0,0,Tottenham,West Ham,Leicester,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Danjuma,MID,BOU,5800000,0,18,0.75,1.29310344827586E-07,3.10344827586207E-06,0,4822,0,6,0,0,0,0,0,3.1,3,-2,0,18,2,0,0,0,0,0,2,0,1,0,1045,0,-1,0,0,405,5,0,0,55,Aston Villa,Sheffield United,Burnley,Chelsea,Liverpool,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.5
Scott,Dann,DEF,CRY,4300000,0,15,0.625,1.45348837209302E-07,3.48837209302326E-06,0,20800,0,2,0,0,0,0,0,3.5,25,-2,0,15,2,0,0,0,0,0,1,0,1,0.1,10224,0,-1,0,0,335,13,0,0,71,Sheffield United,Everton,Newcastle,Brighton,Watford,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16
Kevin,Danso,DEF,SOU,4200000,0,9,0.375,8.92857142857143E-08,2.14285714285714E-06,0,3405,0,8,0,0,0,0,0,2.1,18,-3,0,9,3,0,0,0,0,0,1,0,1,0,3275,0,-1,0,0,275,15,0,1,46,Liverpool,Burnley,Aston Villa,West Ham,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Karl,Darlow,GLK,NEW,4300000,0,0,0,0,0,0,6239,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1927,0,-1,0,0,0,9,0,0,0,Norwich,Arsenal,Crystal Palace,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4900000,0,0,0,0,0,0,4866,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,581,0,-1,0,0,0,4,0,0,0,Wolverhampton,Chelsea,Watford,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,David Luiz,DEF,ARS,5700000,6,59,2.7,4.73684210526316E-07,1.03508771929825E-05,0,506607,4,30,0,0,0,2,0,10.4,719,-3,0,59,3,0.3,0,1.8,6,0,4,0,0,4.8,187199,0,-1,0,2,1915,629,0,1,337,Burnley,Newcastle,Everton,West Ham,Brighton,1.8,3.4,3.2,0,3.2,2.1,2.2,2.9,1.9,2.3,2.7,2.4,3,2.5,70.2
,David Silva,MID,MCI,7400000,0,87,3.625,4.89864864864865E-07,1.17567567567568E-05,0,1405235,0,12,0,0,0,3,0,11.8,1685,-1,0,87,1,0.2,0,1.8,8,0,6,0,9,4.4,1322175,0,-1,0,3,1168,1117,0,0,338,Tottenham,West Ham,Leicester,Man Utd,Burnley,2.8,3.2,2.8,0,2.9,3.9,3,2.4,4.1,4,3.3,3.9,3.6,3.6,144.7
