FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Steven,Defour,MID,BUR,5300000,0,10,0.4,7.54716981132075E-08,1.88679245283019E-06,0,1687,0,14,0,0,0,0,0,1.9,39,-2,0,10,2,0,0,0,0,0,0,0,0,0,1014,0,0,0,0,449,15,0,0,70,Brighton,Tottenham,Newcastle,Crystal Palace,Liverpool,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.9
Fabian,Delph,DEF,MCI,5300000,0,29,1.11538461538462,2.1044992743106E-07,5.47169811320755E-06,0,87555,1,9,0,0,0,0,0,5.5,992,-2,0,29,2,0,0,0.2,2,0,3,0,1,0.3,77529,0,0,0,0,722,181,0,1,186,Chelsea,West Ham,Bournemouth,Watford,Man Utd,0.9,0,0.6,0.6,0.7,0.6,0.6,1,0.6,0.6,0.6,0.6,0.6,27.5
Mousa,Dembele,MID,TOT,4900000,0,14,1.4,2.85714285714286E-07,2.85714285714286E-06,0,80494,1,6,0,0,0,0,0,2.9,461,-1,0,14,1,0,0,0,0,0,1,0,0,0.7,23796,0,0,0,0,512,5,0,0,74,Leicester,Burnley,Chelsea,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
Leander,Dendoncker,MID,WOL,4300000,8,18,0.72,1.67441860465116E-07,4.18604651162791E-06,0,36863,0,8,0,0,0,1,0,4.2,2123,-2,0,18,2,0.9,0,3.8,1,0,1,0,0,0.6,41482,0,0,0,0,436,18305,0,0,66,Newcastle,Bournemouth,Huddersfield,Cardiff City,Chelsea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,22.3
Laurent,Depoitre,FWD,HUD,5100000,0,31,1.5,2.94117647058824E-07,6.07843137254902E-06,0,76737,1,21,0,0,0,0,0,6.1,1269,-4,0,31,4,0.1,0,0.5,0,0,0,0,1,0.4,30985,0,0,0,0,959,631,0,0,31,Arsenal,Newcastle,Wolverhampton,Brighton,Bournemouth,1.2,1,0.8,0.9,1.2,1.1,0.9,0.8,0.9,0.9,0.8,0.9,1.1,50
Gerard,Deulofeu,MID,WAT,5500000,3,63,2.52,4.58181818181818E-07,1.14545454545455E-05,0,184860,2,14,0,0,0,3,0,11.5,12441,0,0,63,0,0.5,0,2.5,4,0,6,0,3,1.8,266166,0,0,0,1,1215,7439,0,0,161,Everton,Cardiff City,Liverpool,Leicester,Man City,1.9,1.7,1.3,1.9,1.3,2.3,1.7,2.7,2.3,2.5,2,1.3,1.9,86.9
Fousseni,Diabate,MID,LEI,4600000,0,1,1,2.17391304347826E-07,2.17391304347826E-07,0,3465,0,1,0,0,0,0,0,0.2,41,-4,0,1,4,0,0,0,0,0,0,0,0,0,1153,0,0,0,0,54,5,0,0,4,Tottenham,Crystal Palace,Brighton,Watford,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Adama,Diakhaby,MID,HUD,4500000,2,14,0.56,1.24444444444444E-07,3.11111111111111E-06,0,3012,0,14,0,0,0,0,0,3.1,38,-5,0,14,5,0.3,0,1.3,0,0,1,0,0,0,1030,0,0,0,0,457,100,0,0,32,Arsenal,Newcastle,Wolverhampton,Brighton,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.9
Mohamed,Diame,MID,NEW,4800000,0,44,2.1,4.375E-07,9.16666666666667E-06,0,8264,3,27,0,0,0,0,0,9.2,116,-2,0,44,2,0,0,0,0,0,6,0,0,0.1,5032,0,0,0,0,1826,15,0,0,161,Wolverhampton,Huddersfield,Burnley,West Ham,Everton,1.5,1.7,1.8,1.4,1.4,1.2,1.2,1.4,1.7,1.6,1.4,1,1.6,46.9
Grady,Diangana,MID,WHU,4500000,0,19,0.76,1.68888888888889E-07,4.22222222222222E-06,0,21343,0,12,0,0,0,0,0,4.2,268,0,0,19,0,0.1,0,0.3,0,0,1,0,1,0.1,24286,0,0,0,0,468,44,0,0,65,Crystal Palace,Fulham,Man City,Newcastle,Cardiff City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,39.5
Brahim,Diaz,MID,MCI,4700000,0,0,0,0,0,0,3583,0,0,0,0,0,0,0,0,33,-3,0,0,3,0,0,0,0,0,0,0,0,0,1449,0,0,0,0,0,5,0,0,0,Chelsea,West Ham,Bournemouth,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,4700000,1,41,1.64,3.48936170212766E-07,8.72340425531915E-06,0,184975,3,12,0,0,0,2,0,8.7,1350,-3,0,41,3,0.1,0,0.5,1,0,5,0,0,1,113126,0,0,0,0,1129,821,0,0,195,Leicester,Burnley,Chelsea,Arsenal,Southampton,0,1.1,0.8,1,1.2,0.8,0.8,1.2,1.1,0.8,0.8,0.9,0.8,43.2
Lucas,Digne,DEF,EVE,5300000,1,85,3.7,6.9811320754717E-07,1.60377358490566E-05,0,863497,3,30,0,0,0,3,0,16,56462,3,0,85,-3,0.4,0,2,12,0,5,0,3,9,1205179,1,0,0,2,1890,9327,0,1,430,Watford,Cardiff City,Liverpool,Newcastle,Chelsea,3.9,0,4.4,4.4,3.4,5.1,3.6,3.7,3.1,3.9,4.2,4.1,4.1,146.6
Issa,Diop,DEF,WHU,4300000,2,49,2.1,4.88372093023256E-07,1.13953488372093E-05,0,62622,3,32,0,0,0,0,0,11.4,1453,-2,0,49,2,0.7,0,2.8,2,0,4,0,0,0.8,58131,1,0,0,0,2070,1804,0,0,366,Crystal Palace,Fulham,Man City,Newcastle,Cardiff City,1.9,1.9,1.4,1.5,2,2.1,2.5,2,1.6,1.6,1.8,1.7,1.7,58.3
Matt,Doherty,DEF,WOL,5300000,5,102,4.1,7.73584905660377E-07,1.92452830188679E-05,0,805586,2,30,0,0,0,3,0,19.2,14648,8,0,102,-8,0.6,0,3.3,9,0,6,0,5,25.3,2193561,1,0,0,3,2136,92778,0,0,432,Newcastle,Bournemouth,Huddersfield,Cardiff City,Chelsea,4.2,3.2,5.6,5.8,5.3,4.1,3.9,4.3,4.3,5.3,4.8,5,4.6,146.6
Abdoulaye,Doucoure,MID,WAT,5900000,0,80,3.6,6.10169491525424E-07,1.35593220338983E-05,0,268840,3,31,0,0,0,3,0,13.6,10362,-1,0,80,1,0.1,0,0.5,9,0,4,0,5,1.3,216137,1,0,0,1,1891,278,0,0,348,Everton,Cardiff City,Liverpool,Leicester,Man City,0,3,2.4,3.3,2.2,3.9,3,4.4,3.9,4.2,3.5,2.4,3.4,125.2
Barry,Douglas,DEF,WOL,5000000,0,0,0,0,0,0,2708,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,5,0,0,0,Newcastle,Bournemouth,Huddersfield,Cardiff City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Dowell,MID,EVE,4500000,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,4,0,0,0,Watford,Cardiff City,Liverpool,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,CHE,4600000,0,0,0,0,0,0,8307,0,0,0,0,0,0,0,0,68,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,1948,0,0,0,0,0,58,0,0,0,Man City,Tottenham,Fulham,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,5000000,2,89,3.6,7.2E-07,1.78E-05,0,36616,0,33,0,72,0,0,0,17.8,1104,0,0,89,0,0.6,0,3,7,0,7,0,0,0.6,42262,0,0,0,0,2250,2134,0,0,442,Wolverhampton,Huddersfield,Burnley,West Ham,Everton,4.2,4.5,3.7,3.8,5,2.7,2.5,3.8,4.2,3.7,3.4,4,3.3,57.6
Shane,Duffy,DEF,BHA,4600000,6,80,3.6,7.82608695652174E-07,1.73913043478261E-05,0,467303,4,31,0,0,0,4,0,17.4,6597,1,0,80,-1,0.4,0,2,6,0,5,0,2,5.1,582275,0,0,0,3,1917,18429,0,1,380,Burnley,Leicester,Huddersfield,Crystal Palace,Cardiff City,4.2,0,3.5,4.9,3.7,5.4,4.2,3.6,4.3,3.5,3.9,1.9,4.2,102.7
Paul,Dummett,DEF,NEW,4400000,0,45,3,6.81818181818182E-07,1.02272727272727E-05,0,19525,0,17,0,0,0,0,0,10.2,284,-1,0,45,1,0,0,0,3,0,5,0,0,0.1,13566,0,0,0,1,1261,26,0,0,240,Wolverhampton,Huddersfield,Burnley,West Ham,Everton,3.2,3.5,2.8,2.9,3.9,2,1.8,2.9,3.2,2.8,2.6,3,2.5,36.9
Lewis,Dunk,DEF,BHA,4500000,6,62,2.7,6E-07,1.37777777777778E-05,0,308464,4,32,0,0,0,2,0,13.8,3643,0,0,62,0,0.4,0,2,5,0,5,0,0,2.6,291529,0,0,0,1,1981,3215,0,1,370,Burnley,Leicester,Huddersfield,Crystal Palace,Cardiff City,2.8,0,2.3,3.4,2.4,3.7,2.8,2.3,2.9,2.3,2.5,1.4,2.7,73.9
Erik,Durm,DEF,HUD,4400000,0,35,1.4,3.18181818181818E-07,7.95454545454546E-06,0,12424,0,22,0,0,0,0,0,8,199,-1,0,35,1,0.3,0,1.5,2,0,2,0,1,0.1,4586,0,0,0,1,1182,17,0,0,185,Arsenal,Newcastle,Wolverhampton,Brighton,Bournemouth,0.7,0.8,0.9,0.7,0.8,0.9,1.1,0.8,1,0.9,0.9,0.7,0.8,44.4
Bruno,Ecuele Manga,DEF,CAR,4400000,7,66,2.6,5.90909090909091E-07,1.5E-05,0,14843,0,46,0,0,0,0,0,15,761,-1,0,66,1,0.9,0,4,2,0,7,0,1,0.3,25444,0,0,0,0,2250,2870,0,0,386,Southampton,Watford,Everton,Wolverhampton,West Ham,1.9,2.7,3.4,2.3,2.6,1.8,3.2,1.8,1.7,2.7,1.7,2.6,2,64.2
,Ederson,GLK,MCI,5600000,8,105,4,7.14285714285714E-07,1.875E-05,0,975640,2,20,0,42,0,0,0,18.8,42948,1,0,105,-1,0.8,0,4.2,4,0,11,0,1,20.6,1089131,0,0,0,1,2340,9109,0,0,453,Chelsea,West Ham,Bournemouth,Watford,Man Utd,5.6,0,4.7,2.9,4.9,4.1,3.6,5.8,4.7,4.4,3.6,4.5,3.7,42.7
Robert,Elliot,GLK,NEW,4300000,0,0,0,0,0,0,10720,0,0,0,0,0,0,0,0,293,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1495,0,0,0,0,0,32,0,0,0,Wolverhampton,Huddersfield,Burnley,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Elneny,MID,ARS,4200000,0,3,0.12,2.85714285714286E-08,7.14285714285714E-07,0,185367,0,0,0,0,0,0,0,0.7,3224,-3,0,3,3,0.1,0,0.5,0,0,0,0,0,2.3,115097,0,0,0,0,121,4173,0,0,12,Huddersfield,Southampton,Bournemouth,Tottenham,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.9
Mohamed,Elyounoussi,MID,SOU,6000000,0,24,0.96,1.6E-07,4E-06,0,23870,0,6,0,0,0,0,0,4,122,-5,0,24,5,0.1,0,0.3,0,0,4,0,0,0.1,4372,0,0,0,0,652,73,0,0,79,Cardiff City,Arsenal,Fulham,Man Utd,Tottenham,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.4
,Emerson,DEF,CHE,5200000,0,2,0.08,1.53846153846154E-08,3.84615384615385E-07,0,9359,0,4,0,0,0,0,0,0.4,645,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,3858,0,0,0,0,103,106,0,0,19,Man City,Tottenham,Fulham,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Bright,Enobakhare,MID,WOL,4300000,0,0,0,0,0,0,16150,0,0,0,0,0,0,0,0,166,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,6766,0,0,0,0,0,27,0,0,0,Newcastle,Bournemouth,Huddersfield,Cardiff City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,TOT,9300000,3,94,4.3,4.62365591397849E-07,1.01075268817204E-05,0,1166666,2,22,0,0,0,4,0,10.1,42243,-2,1,94,2,0.4,0,3.3,8,0,5,0,8,5.9,579705,0,0,0,1,1600,9328,-1,0,401,Leicester,Burnley,Chelsea,Arsenal,Southampton,4,4.9,3.6,4.7,5.1,4.1,3.5,5.1,4.9,3.3,4.1,4.1,4,158.5
Neil,Etheridge,GLK,CAR,4700000,6,108,4.3,9.14893617021277E-07,2.29787234042553E-05,0,359433,2,46,0,89,0,0,0,23,9379,2,0,108,-2,1,0,4.8,14,0,7,0,0,12.2,953238,0,0,3,3,2250,41892,0,0,520,Southampton,Watford,Everton,Wolverhampton,West Ham,4.3,5.5,6.3,4.9,5.3,4,6.2,4,3.8,5.5,3.9,5.4,4.4,77
Jonny,Evans,DEF,LEI,4800000,2,39,1.56,3.25E-07,8.125E-06,0,25695,2,11,0,0,0,0,0,8.1,307,-2,0,39,2,0.2,0,1,0,0,5,0,0,0.3,15664,0,0,0,0,1003,496,0,0,197,Tottenham,Crystal Palace,Brighton,Watford,Fulham,1.2,1,1.2,1.2,1.1,0.9,1,1.5,0.8,1.1,0.8,0.9,1.3,30.3
Timothy,Eyoma,DEF,TOT,4000000,0,0,0,0,0,0,1156,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0,0,0,0,0,202,0,0,0,Leicester,Burnley,Chelsea,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukasz,Fabianski,GLK,WHU,4700000,3,98,3.9,8.29787234042553E-07,2.08510638297872E-05,0,691549,0,38,0,97,0,0,0,20.9,25625,2,1,98,-2,0.9,0,4.3,13,0,4,0,0,16.6,700311,0,0,1,3,2250,15889,-1,0,490,Crystal Palace,Fulham,Man City,Newcastle,Cardiff City,4.7,4.7,3.7,3.9,4.8,5.1,5.5,4.9,4.1,4.2,4.6,4.3,4.4,74.3
,Fabinho,MID,LIV,5500000,2,40,1.6,2.90909090909091E-07,7.27272727272727E-06,0,68264,3,8,0,0,0,1,0,7.3,1584,-5,0,40,5,0.4,0,2,0,0,5,0,2,0.6,41183,0,0,0,0,1095,1326,0,0,172,Bournemouth,Man Utd,Watford,Everton,Burnley,1.3,0.8,0.9,0.8,1.2,0.9,0.8,1,0.8,0.8,1.2,1.1,1,56.4
Cesc,Fabregas,MID,CHE,6200000,0,6,1,1.61290322580645E-07,9.67741935483871E-07,0,59391,1,2,0,0,0,0,0,1,170,-3,0,6,3,0,0,0,0,0,0,0,0,0.4,4856,0,0,0,0,175,7,0,0,36,Man City,Tottenham,Fulham,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9
,Fabri,GLK,FUL,4300000,0,8,0.32,7.44186046511628E-08,1.86046511627907E-06,0,22505,0,5,0,15,0,0,0,1.9,275,-2,0,8,2,0,0,0,2,0,0,0,0,0.2,16409,0,0,0,0,180,28,0,0,47,Man Utd,West Ham,Southampton,Chelsea,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.5
,Felipe Anderson,MID,WHU,7100000,8,120,4.8,6.76056338028169E-07,1.69014084507042E-05,0,1383771,3,35,0,0,0,8,0,16.9,53165,1,0,120,-1,0.5,0,3.8,17,0,5,0,4,13.4,1947564,0,0,0,4,2130,120953,0,0,465,Crystal Palace,Fulham,Man City,Newcastle,Cardiff City,5.6,6.6,3.5,6,4.6,6.1,5.2,3.8,4.6,5.2,4.5,5.9,5,195.3
Marouane,Fellaini,MID,MUN,4800000,0,26,1.04,2.16666666666667E-07,5.41666666666667E-06,0,87974,1,14,0,0,0,0,0,5.4,895,-2,0,26,2,0,0,0,0,0,1,0,2,0.5,66145,0,0,0,0,746,27,0,0,119,Fulham,Liverpool,Crystal Palace,Southampton,Arsenal,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,38.1
Edimilson,Fernandes,MID,WHU,4500000,0,0,0,0,0,0,12189,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.1,259,0,0,0,0,0,5,0,0,0,Crystal Palace,Fulham,Man City,Newcastle,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4400000,0,42,2.8,6.36363636363636E-07,9.54545454545455E-06,0,39008,2,21,0,0,0,0,0,9.5,634,-1,0,42,1,0,0,0,5,0,3,0,2,0.2,36963,0,0,0,0,1260,56,0,0,244,Wolverhampton,Huddersfield,Burnley,West Ham,Everton,2.9,3.1,2.5,2.6,3.5,1.8,1.6,2.6,2.9,2.5,2.3,2.7,2.3,43.5
,Fernandinho,MID,MCI,5300000,4,70,2.9,5.47169811320755E-07,1.32075471698113E-05,0,485028,5,15,0,0,0,1,0,13.2,11178,-2,0,70,2,0.3,0,1.6,4,0,10,0,3,3.9,337319,0,0,0,1,2094,5853,0,0,396,Chelsea,West Ham,Bournemouth,Watford,Man Utd,2.1,0,2.6,1.9,2.5,2,2.4,2.8,2.6,1.8,2.4,2.5,2.1,101.5
Roberto,Firmino,FWD,LIV,9300000,2,116,4.6,4.94623655913978E-07,1.24731182795699E-05,0,2214280,0,11,0,0,0,9,0,12.5,103090,-2,0,116,2,0.4,0,3.5,17,0,15,0,5,20,1439660,0,0,0,2,1939,24851,0,0,473,Bournemouth,Man Utd,Watford,Everton,Burnley,6.5,5.6,5.5,4.9,6.2,5.5,4.6,5.5,5.1,4.9,5.6,5.3,5.1,186.2
Phil,Foden,MID,MCI,4500000,0,8,0.307692307692308,6.83760683760684E-08,1.77777777777778E-06,0,17504,0,0,0,0,0,0,0,1.8,249,-5,0,8,5,0,0,0,0,0,0,0,0,0.1,6578,0,0,0,0,92,214,0,0,34,Chelsea,West Ham,Bournemouth,Watford,Man Utd,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.1
,Fonte,MID,FUL,4400000,0,0,0,0,0,0,23050,0,0,0,0,0,0,0,0,93,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5707,0,0,0,0,0,7,0,0,0,Man Utd,West Ham,Southampton,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4200000,0,0,0,0,0,0,46461,0,0,0,0,0,0,0,0,519,-3,0,0,3,0,0,0,0,0,0,0,0,0.6,8089,0,0,0,0,0,259,0,0,0,Cardiff City,Arsenal,Fulham,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4600000,8,92,3.7,8.04347826086957E-07,2E-05,0,257756,1,34,0,78,0,0,0,20,5642,1,-1,92,-1,1.2,0,5.5,8,0,6,0,0,5.8,323003,0,0,1,3,2250,27524,1,0,471,Everton,Cardiff City,Liverpool,Leicester,Man City,5.2,4.6,3.9,3.8,3.5,3.9,3.9,4.3,3.5,4.9,4.4,4.6,4,65.6
Timothy,Fosu-Mensah,DEF,FUL,4500000,1,4,0.16,3.55555555555556E-08,8.88888888888889E-07,0,38163,3,15,0,0,0,0,0,0.9,415,0,0,4,0,0.1,0,0.3,0,0,0,0,0,0.4,9198,1,0,0,0,564,34,0,0,68,Man Utd,West Ham,Southampton,Chelsea,Leicester,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,18.9
Juan,Foyth,DEF,TOT,5000000,0,25,1,2E-07,5E-06,0,51438,1,8,0,0,0,1,0,5,850,0,0,25,0,0,0,0,3,0,2,0,0,0.2,57946,0,0,0,1,540,55,0,0,110,Leicester,Burnley,Chelsea,Arsenal,Southampton,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.7,21.2
Simon,Francis,DEF,BOU,4300000,0,40,2.4,5.58139534883721E-07,9.30232558139535E-06,0,41173,1,24,0,0,0,0,0,9.3,525,-2,0,40,2,0,0,0,0,0,4,0,2,0.2,25307,0,0,0,0,1227,16,0,0,244,Liverpool,Wolverhampton,Arsenal,Man City,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4
Ryan,Fraser,MID,BOU,6100000,2,119,4.8,7.86885245901639E-07,1.95081967213115E-05,0,1930558,1,39,0,0,0,5,0,19.5,105731,6,0,119,-6,0.4,0,2.5,14,0,6,0,9,20.8,2968272,0,0,0,4,2029,36587,0,0,491,Liverpool,Wolverhampton,Arsenal,Man City,Huddersfield,3,6,3.6,4.8,5.4,6.6,4.7,6.7,4,7.1,4.6,4.6,4.7,188
,Fred,MID,MUN,5400000,0,22,0.88,1.62962962962963E-07,4.07407407407407E-06,0,254916,2,10,0,0,0,1,0,4.1,822,-6,0,22,6,0,0,0,3,0,1,0,0,1.2,53092,0,0,0,0,563,89,0,0,92,Fulham,Liverpool,Crystal Palace,Southampton,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,30.7
Ryan,Fredericks,DEF,WHU,4500000,2,4,0.16,3.55555555555556E-08,8.88888888888889E-07,0,28850,2,9,0,0,0,0,0,0.9,52,-5,0,4,5,0.1,0,0.5,0,0,0,0,0,0.2,2845,0,0,0,0,377,127,0,0,35,Crystal Palace,Fulham,Man City,Newcastle,Cardiff City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.8
Christian,Fuchs,DEF,LEI,4100000,0,2,0.08,1.95121951219512E-08,4.8780487804878E-07,0,36086,0,1,0,0,0,0,0,0.5,362,-4,0,2,4,0,0,0,0,0,0,0,0,0.4,7106,0,0,0,0,90,188,0,0,16,Tottenham,Crystal Palace,Brighton,Watford,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
Manolo,Gabbiadini,FWD,SOU,5600000,0,23,1.9,3.39285714285714E-07,4.10714285714286E-06,0,26658,0,12,0,0,0,1,0,4.1,206,-4,0,23,4,0,0,0,3,0,0,0,0,0.1,12431,0,0,0,1,468,3,0,0,56,Cardiff City,Arsenal,Fulham,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8
Sam,Gallagher,FWD,SOU,4500000,0,1,0.04,8.88888888888889E-09,2.22222222222222E-07,0,3340,0,0,0,0,0,0,0,0.2,1069,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,7180,0,0,0,0,1,1490,0,0,3,Cardiff City,Arsenal,Fulham,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,6000000,0,0,0,0,0,0,8287,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.1,241,0,0,0,0,0,2,0,0,0,Wolverhampton,Huddersfield,Burnley,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo,Gazzaniga,GLK,TOT,4500000,0,10,0.4,8.88888888888889E-08,2.22222222222222E-06,0,7206,0,1,0,8,0,0,0,2.2,74,0,0,10,0,0,0,0,0,0,1,0,0,0,7660,0,0,0,0,180,36,0,0,48,Leicester,Burnley,Chelsea,Arsenal,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.5
Rachid,Ghezzal,MID,LEI,5000000,0,23,0.92,1.84E-07,4.6E-06,0,38515,3,10,0,0,0,1,0,4.6,114,-5,0,23,5,0.1,0,0.3,2,0,1,0,0,0.1,29821,0,0,0,0,598,134,0,0,84,Tottenham,Crystal Palace,Brighton,Watford,Fulham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,60.5
Morgan,Gibbs-White,MID,WOL,4300000,0,25,1,2.32558139534884E-07,5.81395348837209E-06,0,57928,1,9,0,0,0,0,0,5.8,2533,-2,0,25,2,0.2,0,0.8,0,0,2,0,1,0.7,70160,0,0,0,0,449,756,0,0,73,Newcastle,Bournemouth,Huddersfield,Cardiff City,Chelsea,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,19.3
Ben,Gibson,DEF,BUR,4800000,0,6,0.24,5E-08,1.25E-06,0,16143,1,3,0,0,0,1,0,1.3,94,-2,0,6,2,0,0,0,0,0,0,0,0,0.1,1596,0,0,0,0,62,51,0,0,17,Brighton,Tottenham,Newcastle,Crystal Palace,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.6
Ryan John,Giles,MID,WOL,4500000,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,0,0,0,0,0,152,0,0,0,Newcastle,Bournemouth,Huddersfield,Cardiff City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,FWD,CHE,7700000,0,42,2.2,2.85714285714286E-07,5.45454545454545E-06,0,214174,1,4,0,0,0,1,0,5.5,1627,-3,0,42,3,0.1,0,0.8,2,0,5,0,4,1.8,92359,0,0,0,0,651,376,0,0,128,Man City,Tottenham,Fulham,Wolverhampton,Everton,1.3,0,1.4,2,1.7,1.5,1.5,2.1,1.2,2.2,1.8,1.8,1.7,68.4
Angel,Gomes,MID,MUN,5000000,0,1,0.04,8E-09,2E-07,0,200,0,1,0,0,0,0,0,0.2,22,0,0,1,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,9,32,0,0,3,Fulham,Liverpool,Crystal Palace,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Heurelho,Gomes,GLK,WAT,4300000,0,0,0,0,0,0,14515,0,0,0,0,0,0,0,0,160,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2928,0,0,0,0,0,57,0,0,0,Everton,Cardiff City,Liverpool,Leicester,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Gomez,DEF,LIV,4900000,0,52,4,8.16326530612245E-07,1.06122448979592E-05,0,338856,2,4,0,0,0,0,0,10.6,2413,-1,0,52,1,0,0,0,2,0,7,0,0,1.1,343676,0,0,0,0,1047,49,0,0,259,Bournemouth,Man Utd,Watford,Everton,Burnley,0,0,0,0,4.5,3.7,4.4,4.1,5.6,4.9,5.3,4,5,34.5
