FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,9517,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0.2,15534,0,0,0,0,0,85,0,0,0,Chelsea,Man City,Burnley,Liverpool,Fulham,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4300000,1,2,0.0666666666666667,1.55038759689922E-08,4.65116279069767E-07,0,4202,0,3,0,0,0,0,0,0.5,30,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0,909,0,0,0,0,94,14,0,0,12,Man Utd,Fulham,Arsenal,Huddersfield,Wolverhampton,0,0,0,0,0,0,0,0,1.6
David,Brooks,MID,BOU,5100000,3,99,4.1,8.03921568627451E-07,1.94117647058824E-05,0,588777,2,30,0,0,0,6,0,19.4,8930,1,-1,99,-1,0.3,0,1.3,6,0,8,0,4,6.3,902478,0,0,0,2,1723,58790,1,0,304,Newcastle,Leicester,Burnley,Brighton,Fulham,5.4,3.7,5.3,3.2,5.6,3.6,3.9,4.1,134.2
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,5805,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7211,0,0,0,0,0,36,0,0,0,Chelsea,West Ham,Arsenal,Fulham,Man Utd,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4400000,0,31,1.06896551724138,2.4294670846395E-07,7.04545454545455E-06,0,52905,2,6,0,0,0,0,0,7,323,-1,0,31,1,0,0,0,4,0,3,0,1,0.3,50276,0,0,0,1,619,20,0,0,132,Southampton,Tottenham,Bournemouth,Wolverhampton,Newcastle,0,0.7,0.5,0.6,0.5,0.6,0.5,0.6,18.4
Joe,Bryan,DEF,FUL,4800000,0,29,1.4,2.91666666666667E-07,6.04166666666667E-06,0,10366,3,41,0,0,0,0,0,6,60,-2,0,29,2,0.1,0,0.5,1,0,2,0,1,0.1,3986,1,0,0,0,1624,86,0,0,261,Liverpool,Man City,Watford,Everton,Bournemouth,1.1,0.9,0.7,1.4,0.7,1.4,0.8,0.8,71.2
Dan,Burn,DEF,BHA,4500000,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,16,0,0,0,Southampton,Tottenham,Bournemouth,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0
David,Button,GLK,BHA,4000000,0,15,0.517241379310345,1.29310344827586E-07,3.75E-06,0,128366,0,5,0,14,0,0,0,3.8,5640,0,0,15,0,0,0,0,2,0,1,0,0,2.9,206973,0,0,0,0,360,1230,0,0,76,Southampton,Tottenham,Bournemouth,Wolverhampton,Newcastle,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.9
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2770,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,1,0,0,0,Huddersfield,Everton,Chelsea,Man Utd,Leicester,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4700000,0,6,0.206896551724138,4.40205429200293E-08,1.27659574468085E-06,0,11186,0,0,0,0,0,0,0,1.3,646,-3,0,6,3,0.4,0,2,0,0,1,0,0,0.2,7016,0,0,0,0,90,192,0,0,19,Everton,Cardiff City,West Ham,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Gary,Cahill,DEF,CHE,5000000,0,1,0.0344827586206897,6.89655172413793E-09,2E-07,0,55553,0,0,0,0,0,0,0,0.2,97,-5,0,1,5,0,0,0,0,0,0,0,0,0.5,6178,0,0,0,0,21,113,0,0,3,Everton,Cardiff City,West Ham,Liverpool,Burnley,0,0,0,0,0,0,0,0,0.3
Tom,Cairney,MID,FUL,4600000,2,47,2,4.34782608695652E-07,1.02173913043478E-05,0,157604,0,38,0,0,0,0,0,10.2,270,-4,0,47,4,0.4,0,2,0,0,3,0,1,0.4,25606,0,0,0,0,1592,180,0,0,276,Liverpool,Man City,Watford,Everton,Bournemouth,1.2,1.1,1,1.4,1,1.6,1.1,1.9,79.8
Dominic,Calvert-Lewin,FWD,EVE,5300000,6,69,2.5,4.71698113207547E-07,1.30188679245283E-05,0,240349,3,24,0,0,0,6,0,13,4008,-2,0,69,2,0.9,0,5,3,0,2,0,2,1.9,258351,0,0,0,0,1160,15474,0,0,229,Chelsea,West Ham,Arsenal,Fulham,Man Utd,2.2,2,2.7,2.4,2.3,2,2.8,1.8,70.7
Rafael,Camacho,MID,LIV,5000000,0,1,0.0333333333333333,6.66666666666667E-09,2E-07,0,223,0,1,0,0,0,0,0,0.2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,1,6,0,0,3,Fulham,Tottenham,Southampton,Chelsea,Cardiff City,0,0,0,0,0,0,0,0,0.2
Victor,Camarasa,MID,CAR,4500000,8,83,3.3,7.33333333333333E-07,1.84444444444444E-05,0,266931,5,45,0,0,0,4,0,18,8900,0,1,83,0,0.6,0,2.5,4,0,7,0,3,1.6,369513,0,0,0,1,2046,2550,-1,0,317,Chelsea,Man City,Burnley,Liverpool,Fulham,0,2.7,1.7,2.8,2.6,2.9,3.2,2.4,142.1
Etienne,Capoue,MID,WAT,4800000,2,70,2.7,5.625E-07,1.45833333333333E-05,0,165296,9,36,0,0,0,1,0,14.6,1165,-2,0,70,2,0.5,0,2.5,8,0,8,0,3,0.4,171542,0,0,0,1,2327,349,0,1,395,Man Utd,Fulham,Arsenal,Huddersfield,Wolverhampton,0,1.8,3,2.6,2.6,2.4,1.4,2.4,85.3
,Carlos Sanchez,MID,WHU,4300000,0,7,0.233333333333333,5.42635658914729E-08,1.62790697674419E-06,0,19099,0,4,0,0,0,0,0,1.6,36,-2,0,7,2,0,0,0,0,0,0,0,0,0.1,6753,0,0,0,0,217,14,0,0,37,Huddersfield,Everton,Chelsea,Man Utd,Leicester,0,0,0,0,0,0.1,0.1,0.1,7.2
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,3,0,0,0,Brighton,Liverpool,Wolverhampton,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5400000,0,12,0.4,7.40740740740741E-08,2.22222222222222E-06,0,16551,2,7,0,0,0,0,0,2.2,846,-1,0,12,1,0.1,0,0.5,0,0,0,0,0,0.1,17186,0,0,0,0,454,40,0,0,10,Huddersfield,Everton,Chelsea,Man Utd,Leicester,0,0,0,0,0,0.2,0.2,0.2,25.8
Craig,Cathcart,DEF,WAT,4500000,1,84,2.9,6.44444444444444E-07,1.86666666666667E-05,0,126420,2,41,0,0,0,3,0,18.3,8932,0,1,84,0,0.2,0,1,5,0,6,0,0,1.7,228130,2,0,0,1,2519,776,-1,0,454,Man Utd,Fulham,Arsenal,Huddersfield,Wolverhampton,0,2.5,3.2,2.6,3.2,3.2,3.1,3.1,86.9
Ivan,Cavaleiro,MID,WOL,5200000,0,44,1.46666666666667,2.82051282051282E-07,8.46153846153846E-06,0,21301,1,9,0,0,0,3,0,8.5,138,-3,0,44,3,0.2,0,0.8,3,0,1,0,1,0.1,16959,0,0,0,1,587,37,0,0,149,Burnley,Man Utd,Southampton,Brighton,Watford,0,1.5,0,0.8,1.1,0.7,1.2,0.7,63.5
Petr,Cech,GLK,ARS,4800000,0,24,0.8,1.66666666666667E-07,5E-06,0,134388,0,9,0,27,0,0,0,5,385,-2,0,24,2,0,0,0,3,0,1,0,0,1.1,82328,0,0,0,0,585,103,0,0,130,Newcastle,Everton,Watford,Crystal Palace,Leicester,0,0.4,0.4,0.4,0.4,0.4,0.5,0.4,20.4
,Cedric,DEF,SOU,4200000,0,52,2.9,6.9047619047619E-07,1.23809523809524E-05,0,517476,4,31,0,0,0,1,0,12.4,2265,-3,0,52,3,0,0,0,7,0,4,0,2,2.2,225542,0,0,0,1,1493,7,0,0,273,Brighton,Liverpool,Wolverhampton,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,63.9
Nathaniel,Chalobah,MID,WAT,4400000,0,7,0.233333333333333,5.3030303030303E-08,1.59090909090909E-06,0,12557,2,4,0,0,0,0,0,1.6,87,-1,0,7,1,0,0,0,0,0,0,0,0,0.1,5057,0,0,0,0,192,24,0,0,26,Man Utd,Fulham,Arsenal,Huddersfield,Wolverhampton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,2318,0,0,0,0,0,0,0,0,37,-1,0,0,1,0,0,0,0,0,0,0,0,0,1088,0,0,0,0,0,22,0,0,0,Fulham,Tottenham,Southampton,Chelsea,Cardiff City,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,1,41,1.8,4.28571428571429E-07,9.76190476190476E-06,0,91590,6,39,0,0,0,2,0,9.8,991,-3,0,41,3,0.5,0,2.3,0,0,2,0,0,1.1,41949,0,0,0,0,1866,1803,0,0,309,Liverpool,Man City,Watford,Everton,Bournemouth,1.6,1.4,1.1,2,0.9,2,1.2,1.3,95
,Chicharito,FWD,WHU,6100000,1,70,3.3,5.40983606557377E-07,1.14754098360656E-05,0,578702,2,17,0,0,0,5,0,11.5,4307,-4,0,70,4,0.6,0,3.8,7,0,6,0,4,2.4,540249,0,0,0,1,1119,19112,0,0,211,Huddersfield,Everton,Chelsea,Man Utd,Leicester,3.7,3.6,2.5,3.2,3.5,2.8,3.9,2.9,80.3
Benjamin,Chilwell,DEF,LEI,5000000,2,86,3.1,6.2E-07,1.72E-05,0,261966,3,37,0,0,0,0,0,17.2,3623,0,0,86,0,0.3,0,1.3,8,0,7,0,3,3.8,394455,0,0,0,1,2520,22272,0,0,427,Burnley,Bournemouth,Huddersfield,Newcastle,West Ham,2.5,2.9,3.7,2.6,3,2.6,2.7,3.8,129.3
Tahith,Chong,MID,MUN,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,63,0,0,0,0,0,0,0,0.2,30,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,147,0,0,0,0,1,33,0,0,3,Watford,Wolverhampton,West Ham,Everton,Man City,0,0,0,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4300000,0,11,0.366666666666667,8.52713178294574E-08,2.55813953488372E-06,0,12597,0,3,0,0,0,0,0,2.6,301,-2,0,11,2,0,0,0,0,0,2,0,0,0.1,13047,0,0,0,0,332,89,0,0,41,Burnley,Bournemouth,Huddersfield,Newcastle,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14
Andreas,Christensen,DEF,CHE,5000000,0,8,0.275862068965517,5.51724137931034E-08,1.6E-06,0,52576,1,3,0,0,0,0,0,1.6,157,-5,0,8,5,0.1,0,0.7,0,0,1,0,0,0.4,4953,0,0,0,0,270,150,0,0,56,Everton,Cardiff City,West Ham,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6
Cyrus,Christie,DEF,FUL,4200000,0,27,0.9,2.14285714285714E-07,6.42857142857143E-06,0,15327,4,31,0,0,0,0,0,6.4,130,-3,0,27,3,0,0,0,0,0,2,0,0,0.1,7194,0,0,0,0,1493,60,0,0,193,Liverpool,Man City,Watford,Everton,Bournemouth,0.5,0.4,0.4,0.7,0.4,0.7,0.4,0.4,64.1
Ibrahima,Cisse,MID,FUL,4300000,0,4,0.133333333333333,3.10077519379845E-08,9.30232558139535E-07,0,7666,0,4,0,0,0,0,0,0.9,122,-2,0,4,2,0,0,0,0,0,0,0,0,0.1,7751,0,0,0,0,86,193,0,0,16,Liverpool,Man City,Watford,Everton,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4
Ciaran,Clark,DEF,NEW,4500000,0,42,1.4,3.11111111111111E-07,9.33333333333333E-06,0,28967,1,15,0,0,0,3,0,9.3,139,0,0,42,0,0,0,0,4,0,2,0,0,0.2,21387,0,0,0,1,857,140,0,0,194,Bournemouth,Arsenal,Crystal Palace,Leicester,Southampton,0.7,0.7,0.8,0.8,1,0.7,1,0.7,42.6
Tom,Cleverley,MID,WAT,5000000,1,24,0.8,1.6E-07,4.8E-06,0,2520,2,6,0,0,0,1,0,4.8,134,0,0,24,0,0.2,0,1,2,0,3,0,0,0,3520,0,0,0,0,447,31,0,0,83,Man Utd,Fulham,Arsenal,Huddersfield,Wolverhampton,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,16.7
Nathaniel,Clyne,DEF,BOU,4400000,1,23,0.766666666666667,1.74242424242424E-07,5.22727272727273E-06,0,58245,1,12,0,0,0,0,0,5.2,1392,-6,0,23,6,0.3,0,1.3,0,0,2,0,0,1,77857,0,0,0,0,776,4859,0,0,123,Newcastle,Leicester,Burnley,Brighton,Fulham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,23.6
Conor,Coady,DEF,WOL,4500000,2,74,2.5,5.55555555555556E-07,1.64444444444444E-05,0,46452,5,36,0,0,0,0,0,16.4,1561,0,0,74,0,0.7,0,3,5,0,7,0,0,0.6,48894,2,0,0,1,2700,1388,0,0,467,Burnley,Man Utd,Southampton,Brighton,Watford,0,3.7,0,2,2.7,2,2.6,2,48.4
Joel,Coleman,GLK,HUD,4000000,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,165,0,0,0,West Ham,Crystal Palace,Leicester,Tottenham,Watford,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5200000,0,72,3.3,6.34615384615385E-07,1.38461538461538E-05,0,223780,1,28,0,0,0,1,0,13.8,3333,-3,0,72,3,1.1,0,5.7,5,0,7,0,1,1.2,121941,1,0,0,1,1928,2567,0,0,358,Chelsea,West Ham,Arsenal,Fulham,Man Utd,4.5,2.9,3.2,2.9,3.3,3.3,3.3,3.3,75.9
Matthew,Connolly,DEF,CAR,3800000,0,0,0,0,0,0,124625,0,0,0,0,0,0,0,0,5044,-2,0,0,2,0,0,0,0,0,0,0,0,3.6,186543,0,0,0,0,0,7337,0,0,0,Chelsea,Man City,Burnley,Liverpool,Fulham,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4600000,2,70,2.4,5.21739130434783E-07,1.52173913043478E-05,0,71771,5,52,0,0,0,1,0,15.2,743,-4,0,70,4,0.4,0,2,0,0,6,0,2,0.6,42858,0,0,0,0,2592,807,0,0,355,Leicester,Wolverhampton,Bournemouth,Cardiff City,Chelsea,1.9,2.1,1.4,2.1,1.2,1.4,1.3,2.2,84.5
Helder,Costa,MID,WOL,4700000,0,50,2.2,4.68085106382979E-07,1.06382978723404E-05,0,78217,3,18,0,0,0,1,0,10.6,688,-3,0,50,3,0.1,0,0.3,0,0,5,0,2,0.4,53234,0,0,0,0,1312,173,0,0,135,Burnley,Man Utd,Southampton,Brighton,Watford,0,2.8,0,1.5,2.1,1.3,2.2,1.1,70.5
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,55353,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0.5,403,0,0,0,0,0,7,0,0,0,Everton,Cardiff City,West Ham,Liverpool,Burnley,0,0,0,0,0,0,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,631,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,0,0,0,0,40,0,0,0,Huddersfield,Everton,Chelsea,Man Utd,Leicester,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5000000,1,28,0.933333333333333,1.86666666666667E-07,5.6E-06,0,88343,1,19,0,0,0,0,0,5.6,485,-5,0,28,5,0.2,0,1,0,0,1,0,0,1,18228,0,0,0,0,1318,6484,0,0,204,Huddersfield,Everton,Chelsea,Man Utd,Leicester,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,56.5
Peter,Crouch,FWD,BUR,4500000,1,6,0.2,4.44444444444444E-08,1.33333333333333E-06,0,50931,1,1,0,0,0,0,0,1.3,8562,0,0,6,0,0.1,0,0.5,0,0,0,0,1,1.5,127917,0,0,0,0,53,6861,0,0,19,Leicester,Wolverhampton,Bournemouth,Cardiff City,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7
,Cunningham,DEF,CAR,4100000,0,9,0.3,7.31707317073171E-08,2.19512195121951E-06,0,4678,3,17,0,0,0,0,0,2.1,27,-4,1,9,4,0,0,0,0,0,1,0,0,0,1557,0,0,0,0,630,15,-1,0,72,Chelsea,Man City,Burnley,Liverpool,Fulham,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.6
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,2369,0,0,0,0,0,0,0,0,45,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,707,0,0,0,0,0,12,0,0,0,Man Utd,Fulham,Arsenal,Huddersfield,Wolverhampton,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5300000,1,23,0.766666666666667,1.44654088050314E-07,4.33962264150943E-06,0,16446,2,9,0,0,0,0,0,4.3,367,-2,0,23,2,0.3,0,1.8,0,0,1,0,2,0.1,18319,0,0,0,0,666,638,0,0,118,Watford,Wolverhampton,West Ham,Everton,Man City,0,0.8,0,0.4,0.8,0.4,0.4,0.5,36.9
Matthew,Daly,MID,HUD,4500000,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,27,0,0,0,West Ham,Crystal Palace,Leicester,Tottenham,Watford,0,0,0,0,0,0,0,0,0
Loic,Damour,MID,CAR,4300000,0,2,0.0666666666666667,1.55038759689922E-08,4.65116279069767E-07,0,5646,0,2,0,0,0,0,0,0.5,106,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,4739,0,0,0,0,21,98,0,0,6,Chelsea,Man City,Burnley,Liverpool,Fulham,0,0,0,0,0,0,0,0,0.9
Charlie,Daniels,DEF,BOU,4100000,7,43,2.3,5.60975609756098E-07,1.04878048780488E-05,0,761710,3,31,0,0,0,1,0,10.5,2067,-4,0,43,4,0.5,0,2,1,0,4,0,0,5.2,149798,0,0,0,1,1438,33381,0,0,257,Newcastle,Leicester,Burnley,Brighton,Fulham,2,1.6,2,1.4,2.5,1.5,2.2,1.7,61.9
,Danilo,DEF,MCI,5000000,0,36,1.2,2.4E-07,7.2E-06,0,141522,1,7,0,0,0,1,0,7.2,5144,-5,1,36,5,0.5,0,2.7,5,0,3,0,0,0.7,122855,0,0,0,1,712,212,-1,0,163,Fulham,Cardiff City,Crystal Palace,Tottenham,Man Utd,0,0.6,1.1,0.7,1.3,0.6,0.7,0.6,36.4
Scott,Dann,DEF,CRY,4400000,0,4,0.133333333333333,3.03030303030303E-08,9.09090909090909E-07,0,1289,1,3,0,0,0,0,0,0.9,50,-1,0,4,1,0.2,0,0.8,0,0,0,0,0,0,1174,0,0,0,0,194,42,0,0,27,Huddersfield,Newcastle,Man City,Arsenal,Everton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Karl,Darlow,GLK,NEW,4400000,0,0,0,0,0,0,3320,0,0,0,0,0,0,0,0,31,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,745,0,0,0,0,0,43,0,0,0,Bournemouth,Arsenal,Crystal Palace,Leicester,Southampton,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4600000,0,13,0.433333333333333,9.42028985507246E-08,2.82608695652174E-06,0,30115,0,6,0,0,0,0,0,2.8,78,-4,0,13,4,0,0,0,2,0,1,0,0,0.2,10645,0,0,0,0,361,12,0,0,69,Watford,Wolverhampton,West Ham,Everton,Man City,0,0,0,0.2,0.4,0.2,0.2,0.2,11.9
,David Luiz,DEF,CHE,5900000,2,124,4.6,7.79661016949152E-07,2.10169491525424E-05,0,782296,3,28,0,0,0,2,0,21,13444,4,0,124,-4,0.4,0,2.3,16,0,12,0,2,14.8,1268870,0,0,0,3,2430,53077,0,0,611,Everton,Cardiff City,West Ham,Liverpool,Burnley,5.6,5.5,6.1,4.9,5.4,4.9,5.9,5.2,120.8
,David Silva,MID,MCI,8500000,6,119,4.6,5.41176470588235E-07,1.4E-05,0,1238145,1,13,0,0,0,6,0,14,16917,0,0,119,0,0.6,0,5.3,13,0,11,0,6,4.2,1180467,0,0,0,2,1893,10064,0,0,512,Fulham,Cardiff City,Crystal Palace,Tottenham,Man Utd,0,5,5.5,5.3,8.5,4.8,5.1,4.3,249.7
Ben,Davies,DEF,TOT,5600000,1,45,1.5,2.67857142857143E-07,8.03571428571429E-06,0,440472,2,20,0,0,0,0,0,8,530,-4,0,45,4,0.1,0,0.5,4,0,4,0,0,1.6,89843,0,0,0,0,1363,120,0,0,253,Liverpool,Brighton,Huddersfield,Man City,West Ham,0,0.9,1.2,1.2,0.8,1,0.8,1.4,60.9
Tom,Davies,MID,EVE,5100000,0,23,0.766666666666667,1.50326797385621E-07,4.50980392156863E-06,0,12594,3,19,0,0,0,0,0,4.5,83,-4,0,23,4,0,0,0,0,0,2,0,0,0.1,4812,0,0,0,0,965,44,0,0,122,Chelsea,West Ham,Arsenal,Fulham,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,30.3
Steven,Davis,MID,SOU,4600000,0,9,3,6.52173913043478E-07,1.95652173913043E-06,0,8280,0,4,0,0,0,0,0,2,21,-4,0,9,4,0,0,0,2,0,0,0,1,0,2102,0,0,0,0,97,1,0,0,39,Brighton,Liverpool,Wolverhampton,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,8.2
Kevin,De Bruyne,MID,MCI,9700000,0,32,1.06666666666667,1.09965635738832E-07,3.29896907216495E-06,0,1537592,2,2,0,0,0,1,0,3.3,6767,-3,0,32,3,0.1,0,1.3,2,0,4,0,1,3.4,366211,0,0,0,0,665,91,0,0,159,Fulham,Cardiff City,Crystal Palace,Tottenham,Man Utd,0,0.5,0.5,0.5,1,0.5,0.5,0.5,70.8
David,De Gea,GLK,MUN,5700000,1,104,3.5,6.14035087719298E-07,1.82456140350877E-05,0,1092747,1,40,0,98,0,0,0,18.2,17180,-3,0,104,3,0.4,0,2.5,7,0,7,0,0,16,349850,0,0,0,2,2700,4500,0,0,524,Watford,Wolverhampton,West Ham,Everton,Man City,0,7.6,0,3.9,7.8,4.6,4.4,4.7,67.5
Troy,Deeney,FWD,WAT,5900000,4,105,3.9,6.61016949152542E-07,1.77966101694915E-05,0,756442,4,33,0,0,0,8,0,17.8,25195,-1,0,105,1,1.4,0,8,12,0,5,0,5,4.1,887756,0,0,0,4,2180,8912,0,0,374,Man Utd,Fulham,Arsenal,Huddersfield,Wolverhampton,0,4.2,5.7,5.1,4.2,4.2,3.3,4.9,181.3
Jermain,Defoe,FWD,BOU,5600000,0,4,1,1.78571428571429E-07,7.14285714285714E-07,0,44599,0,2,0,0,0,0,0,0.7,98,-4,0,4,4,0,0,0,0,0,0,0,0,0.4,9981,0,0,0,0,22,7,0,0,12,Newcastle,Leicester,Burnley,Brighton,Fulham,0,0,0,0,0,0,0,0,2.6
Steven,Defour,MID,BUR,5300000,0,10,0.333333333333333,6.28930817610063E-08,1.88679245283019E-06,0,1778,0,14,0,0,0,0,0,1.9,10,-2,0,10,2,0,0,0,0,0,0,0,0,0,1058,0,0,0,0,449,9,0,0,70,Leicester,Wolverhampton,Bournemouth,Cardiff City,Chelsea,0,0,0,0,0,0.2,0.2,0.2,9.9
Fabian,Delph,DEF,MCI,5300000,0,29,0.966666666666667,1.82389937106918E-07,5.47169811320755E-06,0,89475,1,9,0,0,0,0,0,5.5,222,-2,0,29,2,0,0,0,2,0,3,0,1,0.3,78388,0,0,0,0,722,73,0,1,186,Fulham,Cardiff City,Crystal Palace,Tottenham,Man Utd,0,0.5,0.8,0.5,1,0.5,0.5,0.5,27.5
Mousa,Dembele,MID,TOT,4900000,0,14,1.4,2.85714285714286E-07,2.85714285714286E-06,0,81498,1,6,0,0,0,0,0,2.9,146,-1,0,14,1,0,0,0,0,0,1,0,0,0.7,23819,0,0,0,0,512,4,0,0,74,Liverpool,Brighton,Huddersfield,Man City,West Ham,0,0,0,0,0,0,0,0,7.1
Leander,Dendoncker,MID,WOL,4300000,2,28,0.933333333333333,2.17054263565891E-07,6.51162790697674E-06,0,47711,1,12,0,0,0,1,0,6.5,2211,-2,0,28,2,0.5,0,2,1,0,2,0,0,0.6,54210,0,0,0,0,850,556,0,0,118,Burnley,Man Utd,Southampton,Brighton,Watford,0,1,0,0.5,0.5,0.5,0.6,0.5,43
Laurent,Depoitre,FWD,HUD,5100000,0,34,1.5,2.94117647058824E-07,6.66666666666667E-06,0,81305,1,23,0,0,0,0,0,6.7,1087,-4,0,34,4,0.1,0,0.5,0,0,0,0,1,0.4,33919,0,0,0,0,1058,62,0,0,40,West Ham,Crystal Palace,Leicester,Tottenham,Watford,0,0.9,0.9,0.8,1,0.8,0.9,0.9,54.8
Gerard,Deulofeu,MID,WAT,5600000,6,103,3.43333333333333,6.13095238095238E-07,1.83928571428571E-05,0,263267,2,18,0,0,0,7,0,18.4,24914,1,0,103,-1,1.7,0,9.3,7,0,8,0,5,3.8,505274,0,0,0,2,1544,33943,0,0,272,Man Utd,Fulham,Arsenal,Huddersfield,Wolverhampton,0,2.7,4.2,3.7,3.7,3.5,2.1,3.5,123.9
Fousseni,Diabate,MID,LEI,4600000,0,1,1,2.17391304347826E-07,2.17391304347826E-07,0,3547,0,1,0,0,0,0,0,0.2,10,-4,0,1,4,0,0,0,0,0,0,0,0,0,1156,0,0,0,0,54,1,0,0,4,Burnley,Bournemouth,Huddersfield,Newcastle,West Ham,0,0,0,0,0,0,0,0,2.3
Adama,Diakhaby,MID,HUD,4500000,0,18,0.6,1.33333333333333E-07,4E-06,0,3565,1,16,0,0,0,0,0,4,59,-5,0,18,5,0,0,0,0,0,1,0,1,0,1619,0,0,0,0,547,5,0,0,37,West Ham,Crystal Palace,Leicester,Tottenham,Watford,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,23.4
Mohamed,Diame,MID,NEW,4800000,0,47,2,4.16666666666667E-07,9.79166666666667E-06,0,8613,3,28,0,0,0,0,0,9.8,54,-2,0,47,2,0.1,0,0.5,0,0,6,0,0,0.1,5568,0,0,0,0,1880,114,0,0,176,Bournemouth,Arsenal,Crystal Palace,Leicester,Southampton,1.1,1,1.4,1.4,1.7,1.1,1.1,1.4,50.1
