FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Andre Gomes,MID,EVE,5400000,5,54,1.8,3.33333333333333E-07,1E-05,0,34843,5,25,0,0,0,1,0,10,346,-1,0,54,1,0.4,0,2.3,2,0,6,0,2,0.2,24029,0,0,0,1,1615,752,0,0,238,Chelsea,West Ham,Arsenal,Fulham,Man Utd,1,0.9,1.4,1.1,1,1.2,1.5,0.9,48
Michail,Antonio,MID,WHU,6800000,1,84,3.2,4.70588235294118E-07,1.23529411764706E-05,0,89824,3,24,0,0,0,4,0,12.4,6668,-2,0,84,2,0.3,0,2.3,4,0,5,0,5,1.9,110041,0,0,0,0,1626,10208,0,0,222,Huddersfield,Everton,Chelsea,Man Utd,Leicester,3.8,3,1.8,2.3,3,2.2,3.5,2.4,124.1
Stuart,Armstrong,MID,SOU,5100000,8,61,2.03333333333333,3.98692810457516E-07,1.19607843137255E-05,0,80241,2,22,0,0,0,3,0,12,566,-4,0,61,4,0.6,0,3.3,3,0,3,0,3,0.2,77367,0,0,0,1,1153,352,0,0,215,Brighton,Liverpool,Wolverhampton,Newcastle,Bournemouth,0,1.1,1.1,1.6,1.5,1.8,1.1,1.9,90
Marko,Arnautovic,FWD,WHU,6900000,1,85,4,5.79710144927536E-07,1.23188405797101E-05,0,2538028,3,25,0,0,0,7,0,12.5,10121,-1,-1,85,1,0.2,0,1.5,12,0,2,0,4,9.2,1885155,0,0,0,2,1429,59192,1,0,299,Huddersfield,Everton,Chelsea,Man Utd,Leicester,4.9,4.8,3.3,4.3,4.6,3.7,5.1,3.9,144.5
Harry,Arter,MID,CAR,4900000,2,42,1.8,3.6734693877551E-07,8.57142857142857E-06,0,13315,8,38,0,0,0,0,0,8.6,69,-1,0,42,1,0.2,0,1,0,0,6,0,0,0.2,4013,0,0,0,0,1840,34,0,0,200,Chelsea,Man City,Burnley,Liverpool,Fulham,0,1,0.9,1,0.9,1.1,1.2,0.9,47.6
Christian,Atsu,MID,NEW,5100000,0,36,1.2,2.35294117647059E-07,7.05882352941176E-06,0,11409,2,13,0,0,0,0,0,7.1,147,-4,0,36,4,0.1,0,0.5,0,0,5,0,0,0.1,5204,0,0,0,0,1189,111,0,0,112,Bournemouth,Arsenal,Crystal Palace,Leicester,Southampton,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,62.3
Pierre-Emerick,Aubameyang,FWD,ARS,10800000,7,164,5.7,5.27777777777778E-07,1.51851851851852E-05,0,3431065,0,34,0,0,0,17,0,15.2,75071,-2,0,164,2,0.3,1,3.5,26,0,6,0,6,16.6,3349478,0,0,0,4,2198,13502,0,0,589,Newcastle,Everton,Watford,Crystal Palace,Leicester,0,8,5.8,6.1,7.2,6.6,8.6,6.3,228.1
Serge,Aurier,DEF,TOT,5700000,0,24,0.8,1.40350877192982E-07,4.21052631578947E-06,0,50978,1,9,0,0,0,0,0,4.2,319,-3,0,24,3,0.1,0,0.3,0,0,2,0,2,0.5,18315,0,0,0,0,562,112,0,0,116,Liverpool,Brighton,Huddersfield,Man City,West Ham,0,0.4,0.4,0.4,0.4,0.4,0.4,0.5,30.5
Charlie,Austin,FWD,SOU,5500000,1,43,2,3.63636363636364E-07,7.81818181818182E-06,0,114008,1,16,0,0,0,2,0,7.8,1339,-5,0,43,5,0.4,1,2.3,1,0,5,0,2,0.4,44798,0,0,0,0,947,696,0,0,117,Brighton,Liverpool,Wolverhampton,Newcastle,Bournemouth,0,1.3,1.3,1.5,1.3,2,1.4,1.7,67
Jordan,Ayew,FWD,CRY,5700000,0,40,2.2,3.85964912280702E-07,7.01754385964912E-06,0,39467,3,12,0,0,0,1,0,7,470,-3,0,40,3,0.2,0,1,2,0,5,0,2,0.2,21538,0,0,0,0,1087,118,0,0,98,Huddersfield,Newcastle,Man City,Arsenal,Everton,0,1.7,1.8,1.5,1.7,1.7,1.8,2,66.8
Floyd,Ayite,MID,FUL,4300000,6,15,0.5,1.16279069767442E-07,3.48837209302326E-06,0,12042,0,6,0,0,0,1,0,3.5,110,-2,0,15,2,0.4,0,1.8,0,0,0,0,0,0.1,6711,0,0,0,0,227,423,0,0,49,Liverpool,Man City,Watford,Everton,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.2
Cesar,Azpilicueta,DEF,CHE,6300000,2,118,4.1,6.50793650793651E-07,1.87301587301587E-05,0,644329,1,31,0,0,0,0,0,18.7,5424,-2,0,118,2,1.1,0,6.7,8,0,12,0,5,11.1,308533,0,0,0,1,2610,43744,0,0,633,Everton,Cardiff City,West Ham,Liverpool,Burnley,5,4.9,5.2,4.1,4.6,4.2,5,4.4,123.2
Ryan,Babel,MID,FUL,5500000,1,26,0.866666666666667,1.57575757575758E-07,4.72727272727273E-06,0,21886,3,16,0,0,0,1,0,4.7,1973,0,0,26,0,0.7,0,3.8,0,0,0,0,3,0.3,41827,0,0,0,0,623,1219,0,0,97,Liverpool,Man City,Watford,Everton,Bournemouth,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,43.7
Juninho,Bacuna,MID,HUD,4200000,2,20,0.666666666666667,1.58730158730159E-07,4.76190476190476E-06,0,26065,2,21,0,0,0,0,0,4.8,1477,-3,0,20,3,0.4,0,1.8,0,0,0,0,0,0.6,40323,0,0,0,0,831,2319,0,0,107,West Ham,Crystal Palace,Leicester,Tottenham,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,36.2
Leandro,Bacuna,DEF,CAR,4400000,1,3,0.1,2.27272727272727E-08,6.81818181818182E-07,0,266,1,9,0,0,0,0,0,0.7,37,-1,1,3,1,0.1,0,0.3,0,0,0,0,0,0,476,0,0,0,0,240,16,-1,0,29,Chelsea,Man City,Burnley,Liverpool,Fulham,0,0,0,0,0,0,0,0,7.1
Eric,Bailly,DEF,MUN,5000000,0,14,0.466666666666667,9.33333333333333E-08,2.8E-06,0,190247,0,12,0,0,0,0,0,2.8,323,-5,0,14,5,0.1,0,0.3,0,0,1,0,0,1.3,59106,0,0,0,0,566,116,0,1,99,Watford,Wolverhampton,West Ham,Everton,Man City,0,0.4,0,0.2,0.4,0.2,0.2,0.2,12.6
Leighton,Baines,DEF,EVE,5000000,0,7,0.233333333333333,4.66666666666667E-08,1.4E-06,0,85642,0,6,0,0,0,0,0,1.4,218,-5,0,7,5,0,0,0,0,0,0,0,0,0.5,17722,0,0,0,0,374,50,0,0,48,Chelsea,West Ham,Arsenal,Fulham,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15.4
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11842,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,365,0,0,0,0,0,4,0,0,0,Everton,Cardiff City,West Ham,Liverpool,Burnley,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4200000,0,44,2.6,6.19047619047619E-07,1.04761904761905E-05,0,124484,2,25,0,0,0,1,0,10.5,376,-3,0,44,3,0,0,0,3,0,3,0,0,0.3,120340,0,0,0,1,1473,937,0,0,272,Huddersfield,Everton,Chelsea,Man Utd,Leicester,3,3.3,2.6,2,2.4,2.2,2.7,2,60.7
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,16706,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1667,0,0,0,0,0,12,0,0,0,Southampton,Tottenham,Bournemouth,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,0,15,0.517241379310345,1.23152709359606E-07,3.57142857142857E-06,0,13650,2,10,0,0,0,1,0,3.6,83,-3,0,15,3,0,0,0,0,0,0,0,0,0.1,9277,0,0,0,1,591,33,0,0,86,Southampton,Tottenham,Bournemouth,Wolverhampton,Newcastle,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.2
Sol,Bamba,DEF,CAR,4600000,0,95,3.4,7.39130434782609E-07,2.06521739130435E-05,0,298292,7,52,0,0,0,4,0,20.7,38602,1,0,95,-1,0.3,0,1.5,11,0,7,0,1,2.4,401085,0,0,0,1,2475,161,0,0,459,Chelsea,Man City,Burnley,Liverpool,Fulham,0,0,0,0,0,2.9,3.4,3.1,114.2
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,4973,0,0,0,0,0,0,0,0,52,-2,0,0,2,0,0,0,0,0,0,0,0,0,3550,0,0,0,0,0,5,0,0,0,Chelsea,West Ham,Arsenal,Fulham,Man Utd,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,0,27,1.6,3.80952380952381E-07,6.42857142857143E-06,0,12826,8,25,0,0,0,0,0,6.4,300,-3,0,27,3,0.1,0,0.3,0,0,3,0,0,0.4,12793,1,0,0,0,1490,1510,0,0,196,Leicester,Wolverhampton,Bournemouth,Cardiff City,Chelsea,1.1,1.3,0.8,1.7,1.2,1.1,1.3,1,44.8
Ross,Barkley,MID,CHE,5100000,0,67,2.31034482758621,4.53008789722786E-07,1.31372549019608E-05,0,679369,1,11,0,0,0,3,0,13.1,1632,-9,0,67,9,0.1,0,0.7,5,0,6,0,4,1.4,706347,0,0,0,2,967,712,0,0,247,Everton,Cardiff City,West Ham,Liverpool,Burnley,1.2,1.4,2,1.2,2.2,1.3,1.8,1.7,86.5
Ashley,Barnes,FWD,BUR,5700000,2,96,3.3,5.78947368421053E-07,1.68421052631579E-05,0,187523,5,30,0,0,0,9,0,16.8,10147,-3,0,96,3,0.8,0,4.3,10,0,5,0,3,4.4,352023,0,0,0,1,1677,30970,0,0,296,Leicester,Wolverhampton,Bournemouth,Cardiff City,Chelsea,3.5,3.4,2.9,3.9,2.5,3.3,2.8,4.1,145.3
Harvey,Barnes,MID,LEI,5500000,5,24,0.8,1.45454545454545E-07,4.36363636363636E-06,0,6170,0,12,0,0,0,0,0,4.4,1194,0,0,24,0,0.6,0,3.5,0,0,0,0,3,0.6,38538,0,0,0,0,623,7614,0,0,79,Burnley,Bournemouth,Huddersfield,Newcastle,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,60.8
Antonio,Barreca,DEF,NEW,4200000,0,1,0.0333333333333333,7.93650793650794E-09,2.38095238095238E-07,0,550,0,0,0,0,0,0,0,0.2,39,-3,0,1,3,0,0,0,0,0,0,0,0,0,886,0,0,0,0,4,73,0,0,3,Bournemouth,Arsenal,Crystal Palace,Leicester,Southampton,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CRY,6500000,2,23,0.766666666666667,1.17948717948718E-07,3.53846153846154E-06,0,58711,0,5,0,0,0,2,0,3.5,29109,0,0,23,0,0.7,0,4.5,2,0,1,0,1,1,142660,0,0,0,0,372,2224,0,0,77,Huddersfield,Newcastle,Man City,Arsenal,Everton,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,30.3
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,74244,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5537,0,0,0,0,0,7,0,0,0,Burnley,Man Utd,Southampton,Brighton,Watford,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4000000,2,34,2,5E-07,8.5E-06,0,357636,5,22,0,0,0,0,0,8.5,14603,0,0,34,0,0.6,0,2.5,2,0,2,0,1,5.9,460576,0,0,0,0,1430,2233,0,0,245,Brighton,Liverpool,Wolverhampton,Newcastle,Bournemouth,0,1.3,1.8,1.9,1.1,1.6,1.3,2,54.8
Asmir,Begovic,GLK,BOU,4300000,0,61,2.8,6.51162790697674E-07,1.41860465116279E-05,0,247414,0,42,0,57,0,0,0,14.2,4142,-2,0,61,2,0,0,0,4,0,5,0,0,3,154407,0,0,0,0,1980,3153,0,0,348,Newcastle,Leicester,Burnley,Brighton,Fulham,2.7,2.2,2.7,1.9,3.3,2,2.9,2.4,42.2
Hector,Bellerin,DEF,ARS,5400000,0,60,3.2,5.92592592592593E-07,1.11111111111111E-05,0,1135458,3,21,0,0,0,0,0,11.1,2129,-1,0,60,1,0,0,0,5,0,4,0,5,4.6,566787,1,0,0,0,1532,37,0,0,304,Newcastle,Everton,Watford,Crystal Palace,Leicester,0,0,0,0,0,2.7,4.1,2,73.7
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,54740,0,0,0,0,0,0,0,0,452,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,28830,0,0,0,0,0,57,0,0,0,Burnley,Bournemouth,Huddersfield,Newcastle,West Ham,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,Burnley,Bournemouth,Huddersfield,Newcastle,West Ham,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4400000,6,61,2.8,6.36363636363636E-07,1.38636363636364E-05,0,52776,2,38,0,0,0,0,0,13.9,732,-1,0,61,1,0.5,0,2,4,0,7,0,1,0.4,53024,0,0,0,0,1919,42,0,0,327,Chelsea,Man City,Burnley,Liverpool,Fulham,0,3.6,2,1.8,3,2.2,2.6,2.3,61.5
Ryan,Bennett,DEF,WOL,4200000,0,72,2.6,6.19047619047619E-07,1.71428571428571E-05,0,790161,10,33,0,0,0,1,0,17.1,49498,2,0,72,-2,0.4,0,1.8,1,0,7,0,0,7.8,1007680,0,0,0,0,2520,337,0,0,383,Burnley,Man Utd,Southampton,Brighton,Watford,0,3.9,0,2.1,2.9,2.1,2.7,2.1,71.8
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,33,0,0,0,Leicester,Wolverhampton,Bournemouth,Cardiff City,Chelsea,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,6300000,1,15,0.5,7.93650793650794E-08,2.38095238095238E-06,0,73072,0,8,0,0,0,0,0,2.4,236,-2,0,15,2,0.1,0,0.8,0,0,2,0,0,0.4,24151,0,0,0,0,499,105,0,0,12,Huddersfield,Newcastle,Man City,Arsenal,Everton,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,32.6
,Bernard,MID,EVE,5900000,2,60,2,3.38983050847458E-07,1.01694915254237E-05,0,57850,5,16,0,0,0,0,0,10.2,286,-1,0,60,1,0.3,0,2,4,0,7,0,4,0.2,44674,0,0,0,0,1462,422,0,0,210,Chelsea,West Ham,Arsenal,Fulham,Man Utd,1.2,1.1,1.7,1.3,1.2,1.5,1.8,1,83.9
,Bernardo,DEF,BHA,4200000,1,29,1,2.38095238095238E-07,6.9047619047619E-06,0,15540,3,14,0,0,0,0,0,6.9,139,-3,0,29,3,0.5,0,2.3,0,0,2,0,1,0.1,9321,0,0,0,0,1084,87,0,0,185,Southampton,Tottenham,Bournemouth,Wolverhampton,Newcastle,0,0.6,0.5,0.6,0.5,0.5,0.5,0.5,41.8
,Bernardo Silva,MID,MCI,7500000,2,117,4,5.33333333333333E-07,1.56E-05,0,1668278,3,20,0,0,0,5,0,15.6,50319,0,0,117,0,0.4,0,3,11,0,10,0,7,6.6,1670836,0,0,0,2,2284,8914,0,0,505,Fulham,Cardiff City,Crystal Palace,Tottenham,Man Utd,0,4,4.5,4.3,6.8,3.9,4.1,3.5,214.1
Ryan,Bertrand,DEF,SOU,4800000,2,42,2.6,5.41666666666667E-07,8.75E-06,0,348059,6,27,0,0,0,1,0,8.8,663,-2,0,42,2,0.4,0,2,1,0,5,0,0,1.9,80259,0,0,0,0,1440,485,0,0,218,Brighton,Liverpool,Wolverhampton,Newcastle,Bournemouth,0,1.9,2.7,2.8,1.8,2.4,2,3,63.9
Marcus,Bettinelli,GLK,FUL,4300000,0,15,0.5,1.16279069767442E-07,3.48837209302326E-06,0,41489,1,20,0,20,0,0,0,3.5,340,-2,0,15,2,0,0,0,0,0,0,0,0,0.3,37830,0,0,1,0,630,50,0,0,114,Liverpool,Man City,Watford,Everton,Bournemouth,0,0,0,0,0,0.3,0.2,0.2,19.4
Philip,Billing,MID,HUD,4500000,1,63,2.4,5.33333333333333E-07,1.4E-05,0,260762,6,40,0,0,0,2,0,14,2442,0,0,63,0,0.3,0,1.5,4,0,5,0,0,1.4,317684,0,0,0,0,2152,1305,0,0,314,West Ham,Crystal Palace,Leicester,Tottenham,Watford,1.6,2.1,1.8,1.5,1.8,1.2,1.5,1.8,118
Yves,Bissouma,MID,BHA,4600000,2,31,1.06896551724138,2.32383808095952E-07,6.73913043478261E-06,0,3336,3,18,0,0,0,0,0,6.7,45,-4,0,31,4,0.4,0,2,0,0,2,0,0,0,1796,0,0,0,0,1188,35,0,0,99,Southampton,Tottenham,Bournemouth,Wolverhampton,Newcastle,0,0.7,0.5,0.7,0.5,0.7,0.5,0.5,42.5
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,2,0,0,0,Watford,Wolverhampton,West Ham,Everton,Man City,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,12140,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1746,0,0,0,0,0,14,0,0,0,Chelsea,Man City,Burnley,Liverpool,Fulham,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,15012,0,0,0,0,0,0,0,0,15,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,708,0,0,0,0,0,0,0,0,0,Chelsea,West Ham,Arsenal,Fulham,Man Utd,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4600000,1,91,3.3,7.17391304347826E-07,1.97826086956522E-05,0,459771,2,33,0,0,0,3,0,19.8,11804,1,0,91,-1,0.6,0,2.8,8,0,6,0,0,3.9,583940,0,0,0,2,2448,8172,0,1,481,Burnley,Man Utd,Southampton,Brighton,Watford,0,5.7,0,3,4,3.1,3.9,3.1,105.3
Bonatini Lohner Maia,Bonatini,FWD,WOL,4600000,0,10,1.4,3.04347826086957E-07,2.17391304347826E-06,0,70129,0,0,0,0,0,0,0,2.2,270,-4,0,10,4,0,0,0,0,0,0,0,1,0.3,35172,0,0,0,0,130,11,0,0,19,Burnley,Man Utd,Southampton,Brighton,Watford,0,0,0,0,0,0,0,0,13.6
Gaetan,Bong,DEF,BHA,4400000,0,41,2,4.54545454545455E-07,9.31818181818182E-06,0,11958,0,31,0,0,0,0,0,9.3,221,-1,0,41,1,0.1,0,0.3,0,0,4,0,0,0.1,9061,0,0,0,0,1625,33,0,0,226,Southampton,Tottenham,Bournemouth,Wolverhampton,Newcastle,0,1.9,1.3,1.7,1.3,1.6,1,1.7,35.9
Artur,Boruc,GLK,BOU,4100000,6,34,1.13333333333333,2.76422764227642E-07,8.29268292682927E-06,0,206014,1,12,0,27,0,0,0,8.5,5034,1,-1,34,-1,0.8,0,3.3,4,0,3,0,0,10.3,365133,0,0,0,1,720,35272,1,0,152,Newcastle,Leicester,Burnley,Brighton,Fulham,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.6,21.1
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,2,0,0,0,Brighton,Liverpool,Wolverhampton,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,0,16,0.533333333333333,9.87654320987654E-08,2.96296296296296E-06,0,2822,3,13,0,0,0,0,0,3,55,-1,0,16,1,0.1,0,0.8,0,0,1,0,1,0,1697,0,0,0,0,616,137,0,1,61,Leicester,Wolverhampton,Bournemouth,Cardiff City,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,34.6
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,10211,0,0,0,0,0,0,0,0,41,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1262,0,0,0,0,0,26,0,0,0,Fulham,Cardiff City,Crystal Palace,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0
