FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Bonatini Lohner Maia,Bonatini,FWD,WOL,4600000,0,10,1.4,3.04347826086957E-07,2.17391304347826E-06,0,68891,0,0,0,0,0,0,0,2.2,1039,-4,0,10,4,0,0,0,0,0,0,0,1,0.4,35146,0,0,0,0,130,24,0,0,19,Bournemouth,Huddersfield,Cardiff City,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,13.6
Gaetan,Bong,DEF,BHA,4400000,1,40,2.1,4.77272727272727E-07,9.09090909090909E-06,0,11105,0,29,0,0,0,0,0,9.1,325,-1,0,40,1,0.5,0,2.3,0,0,4,0,0,0.1,8327,0,0,0,0,1535,130,0,0,219,Leicester,Huddersfield,Crystal Palace,Southampton,Tottenham,0,1.5,2.3,1.6,0,1.9,1.6,2,1.6,1.7,1,1.8,34.6
Artur,Boruc,GLK,BOU,4000000,3,21,0.807692307692308,2.01923076923077E-07,5.25E-06,0,190118,0,5,0,17,0,0,0,5.4,5631,0,-1,21,0,1.3,0,5,2,0,2,0,0,8.2,251980,0,0,0,1,360,46018,1,0,92,Wolverhampton,Arsenal,Man City,Huddersfield,Newcastle,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,12
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,3,0,0,0,Arsenal,Fulham,Man Utd,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,0,13,0.5,9.25925925925926E-08,2.40740740740741E-06,0,2673,3,12,0,0,0,0,0,2.4,39,-1,0,13,1,0.1,0,0.3,0,0,1,0,1,0,1447,0,0,0,0,543,46,0,1,53,Tottenham,Newcastle,Crystal Palace,Liverpool,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,29.1
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,10093,0,0,0,0,0,0,0,0,62,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1200,0,0,0,0,0,32,0,0,0,West Ham,Bournemouth,Watford,Fulham,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,8911,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0.2,15219,0,0,0,0,0,152,0,0,0,Watford,Everton,Wolverhampton,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4300000,0,1,0.0384615384615385,8.94454382826476E-09,2.32558139534884E-07,0,4097,0,0,0,0,0,0,0,0.2,38,-2,0,1,2,0,0,0,0,0,0,0,0,0,857,0,0,0,0,13,36,0,0,3,Cardiff City,Liverpool,Leicester,Man City,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0.1
David,Brooks,MID,BOU,5000000,0,94,4.3,8.6E-07,1.88E-05,0,539040,2,29,0,0,0,6,0,18.8,59436,0,1,94,0,0.8,0,4,6,0,7,0,4,3,711976,0,0,0,2,1585,4286,-1,0,289,Wolverhampton,Arsenal,Man City,Huddersfield,Newcastle,0,0,0,4.5,5.6,3.9,5.8,3.3,6.1,3.9,3.9,3.9,131
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,5158,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7078,0,0,0,0,0,168,0,0,0,Cardiff City,Liverpool,Newcastle,Chelsea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4400000,0,31,1.19230769230769,2.70979020979021E-07,7.04545454545455E-06,0,51357,2,6,0,0,0,0,0,7,879,-1,0,31,1,0,0,0,4,0,3,0,1,0.3,50138,0,0,0,1,619,43,0,0,132,Leicester,Huddersfield,Crystal Palace,Southampton,Tottenham,0,0.6,1,0.6,0,0.7,0.6,0.8,0.6,0.7,0.6,0.7,18.4
Joe,Bryan,DEF,FUL,4800000,0,27,1.03846153846154,2.16346153846154E-07,5.625E-06,0,10099,1,31,0,0,0,0,0,5.6,94,-2,0,27,2,0.4,0,1.7,1,0,2,0,1,0.1,3792,1,0,0,0,1264,113,0,0,216,West Ham,Southampton,Chelsea,Leicester,Liverpool,0.5,0.5,0.9,0.5,0.6,0.5,0.5,0.9,0.5,0.9,0.5,0.5,57.2
Dan,Burn,DEF,BHA,4500000,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,22,0,0,0,Leicester,Huddersfield,Crystal Palace,Southampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Button,GLK,BHA,4000000,0,15,0.576923076923077,1.44230769230769E-07,3.75E-06,0,106112,0,5,0,14,0,0,0,3.8,10718,0,0,15,0,0,0,0,2,0,1,0,0,3.3,203408,0,0,0,0,360,1589,0,0,76,Leicester,Huddersfield,Crystal Palace,Southampton,Tottenham,0,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.9
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2753,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,3,0,0,0,Fulham,Man City,Newcastle,Cardiff City,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4700000,0,0,0,0,0,0,8068,0,0,0,0,0,0,0,0,101,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2078,0,0,0,0,0,38,0,0,0,Tottenham,Fulham,Wolverhampton,Everton,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,5000000,0,1,0.0384615384615385,7.69230769230769E-09,2E-07,0,55077,0,0,0,0,0,0,0,0.2,624,-5,0,1,5,0,0,0,0,0,0,0,0,0.5,5929,0,0,0,0,21,33,0,0,3,Tottenham,Fulham,Wolverhampton,Everton,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Tom,Cairney,MID,FUL,4600000,1,39,1.9,4.1304347826087E-07,8.47826086956522E-06,0,156338,0,28,0,0,0,0,0,8.5,497,-4,0,39,4,0.4,0,2,0,0,3,0,1,0.5,24843,0,0,0,0,1265,163,0,0,226,West Ham,Southampton,Chelsea,Leicester,Liverpool,1,1.2,1.1,1.2,1,1,1,1.4,1,1.5,1.1,1.6,59.7
Dominic,Calvert-Lewin,FWD,EVE,5300000,1,54,2.2,4.15094339622642E-07,1.0188679245283E-05,0,220587,3,21,0,0,0,4,0,10.2,16719,-2,0,54,2,0.2,0,1,2,0,0,0,2,1.3,222763,0,0,0,0,907,2882,0,0,165,Cardiff City,Liverpool,Newcastle,Chelsea,West Ham,0,1.5,1.6,1.6,1.8,1.7,2.3,1.9,1.9,1.5,2.3,1.4,54.4
Rafael,Camacho,MID,LIV,5000000,0,1,0.0384615384615385,7.69230769230769E-09,2E-07,0,190,0,1,0,0,0,0,0,0.2,18,0,0,1,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,1,16,0,0,3,Man Utd,Watford,Everton,Burnley,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Victor,Camarasa,MID,CAR,4600000,4,73,3.2,6.95652173913044E-07,1.58695652173913E-05,0,226127,5,43,0,0,0,3,0,15.9,6764,1,0,73,-1,0.3,0,1.3,4,0,6,0,3,2.4,359574,0,0,0,1,1889,18253,0,0,281,Watford,Everton,Wolverhampton,West Ham,Chelsea,3,3.1,2.6,3,0,2.6,1.6,2.8,2.4,2.8,3.1,2.2,120
Etienne,Capoue,MID,WAT,4800000,3,60,2.7,5.625E-07,1.25E-05,0,161400,7,27,0,0,0,1,0,12.5,884,-2,0,60,2,0.5,0,2.3,8,0,7,0,2,0.5,168190,0,0,0,1,1979,1773,0,1,325,Cardiff City,Liverpool,Leicester,Man City,Man Utd,1.9,1.4,2.2,1.4,0,1.8,3,2.6,2.7,2.3,1.4,2.2,72
,Carlos Sanchez,MID,WHU,4300000,0,7,0.269230769230769,6.26118067978533E-08,1.62790697674419E-06,0,18927,0,4,0,0,0,0,0,1.6,107,-2,0,7,2,0,0,0,0,0,0,0,0,0.1,6696,0,0,0,0,217,33,0,0,37,Fulham,Man City,Newcastle,Cardiff City,Huddersfield,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,3,0,0,0,Arsenal,Fulham,Man Utd,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5400000,0,10,0.384615384615385,7.12250712250712E-08,1.85185185185185E-06,0,14255,2,6,0,0,0,0,0,1.9,662,-1,0,10,1,0.1,0,0.7,0,0,0,0,0,0.1,15597,0,0,0,0,364,460,0,0,9,Fulham,Man City,Newcastle,Cardiff City,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,21.2
Craig,Cathcart,DEF,WAT,4600000,6,80,3.2,6.95652173913044E-07,1.73913043478261E-05,0,84756,1,34,0,0,0,3,0,17.8,4888,1,-1,80,-1,1.5,0,7,5,0,6,0,0,2.8,204355,2,0,0,1,2241,72731,1,0,412,Cardiff City,Liverpool,Leicester,Man City,Man Utd,3.7,3.1,3.2,2.6,0,3.1,3.5,2.8,4,3.6,3.6,3.3,80
Ivan,Cavaleiro,MID,WOL,5200000,1,41,1.57692307692308,3.03254437869822E-07,7.88461538461538E-06,0,20666,1,8,0,0,0,3,0,7.9,229,-3,0,41,3,0.1,0,0.7,3,0,1,0,1,0.1,16620,0,0,0,1,524,214,0,0,151,Bournemouth,Huddersfield,Cardiff City,Chelsea,Burnley,0.8,1.2,1,0.8,0,0.9,0.8,1,1.2,0.8,1.3,0.8,62
Petr,Cech,GLK,ARS,4800000,0,24,0.923076923076923,1.92307692307692E-07,5E-06,0,132902,0,9,0,27,0,0,0,5,869,-2,0,24,2,0,0,0,3,0,1,0,0,1.1,81988,0,0,0,0,585,317,0,0,130,Southampton,Bournemouth,Tottenham,Man Utd,Newcastle,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.6,0.5,20.4
,Cedric,DEF,SOU,4200000,0,52,2.9,6.9047619047619E-07,1.23809523809524E-05,0,502418,4,31,0,0,0,1,0,12.4,11597,-3,0,52,3,0,0,0,7,0,4,0,2,2.5,225520,0,0,0,1,1493,12,0,0,273,Arsenal,Fulham,Man Utd,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,63.9
Nathaniel,Chalobah,MID,WAT,4400000,1,7,0.269230769230769,6.11888111888112E-08,1.59090909090909E-06,0,12245,2,4,0,0,0,0,0,1.6,119,-1,0,7,1,0.1,0,0.3,0,0,0,0,0,0.1,4905,0,0,0,0,192,96,0,0,26,Cardiff City,Liverpool,Leicester,Man City,Man Utd,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,2204,0,0,0,0,0,0,0,0,60,-1,0,0,1,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,55,0,0,0,Man Utd,Watford,Everton,Burnley,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,0,32,1.7,4.04761904761905E-07,7.61904761904762E-06,0,87297,5,29,0,0,0,1,0,7.6,1422,-3,0,32,3,0.6,0,2.7,0,0,2,0,0,0.9,36104,0,0,0,0,1506,1947,0,0,244,West Ham,Southampton,Chelsea,Leicester,Liverpool,1,0.9,1.8,1.1,1.4,1.3,1.1,2,0.8,1.9,1.2,1.2,77.2
,Chicharito,FWD,WHU,6100000,2,55,3.1,5.08196721311475E-07,9.01639344262295E-06,0,567551,1,14,0,0,0,4,0,9,2710,-4,0,55,4,0.2,0,1.3,4,0,5,0,3,1.4,495906,0,0,0,1,897,3740,0,0,172,Fulham,Man City,Newcastle,Cardiff City,Huddersfield,4.2,2.4,3,2.8,3.2,3.3,2.4,3.2,2.8,2.7,3.4,2.8,64.6
Benjamin,Chilwell,DEF,LEI,5000000,1,81,3.2,6.4E-07,1.62E-05,0,240527,3,33,0,0,0,0,0,16.2,9220,0,0,81,0,0.7,0,3.3,8,0,7,0,3,2.4,337616,0,0,0,1,2250,19307,0,0,389,Crystal Palace,Brighton,Watford,Fulham,Burnley,0,3.5,3.5,3.3,2.8,3.2,4.2,2.7,3.3,2.6,2.8,4,111.3
Hamza,Choudhury,MID,LEI,4300000,0,11,0.423076923076923,9.83899821109123E-08,2.55813953488372E-06,0,11277,0,3,0,0,0,0,0,2.6,515,-2,0,11,2,0.1,0,0.3,0,0,2,0,0,0.2,12711,0,0,0,0,332,143,0,0,41,Crystal Palace,Brighton,Watford,Fulham,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14
Andreas,Christensen,DEF,CHE,5000000,0,6,0.230769230769231,4.61538461538462E-08,1.2E-06,0,52038,1,2,0,0,0,0,0,1.2,308,-5,0,6,5,0.4,0,2,0,0,1,0,0,0.4,4424,0,0,0,0,180,152,0,0,42,Tottenham,Fulham,Wolverhampton,Everton,Cardiff City,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.5
Cyrus,Christie,DEF,FUL,4200000,1,27,1.4,3.33333333333333E-07,6.42857142857143E-06,0,14630,4,31,0,0,0,0,0,6.4,236,-3,0,27,3,0.3,0,1.3,0,0,2,0,0,0.1,7033,0,0,0,0,1493,122,0,0,193,West Ham,Southampton,Chelsea,Leicester,Liverpool,0.7,0.7,1.4,0.8,1,0.9,0.8,1.5,0.7,1.4,0.8,0.8,64.1
Ibrahima,Cisse,MID,FUL,4300000,0,4,0.153846153846154,3.5778175313059E-08,9.30232558139535E-07,0,7295,0,4,0,0,0,0,0,0.9,175,-2,0,4,2,0,0,0,0,0,0,0,0,0.1,7327,0,0,0,0,86,157,0,0,16,West Ham,Southampton,Chelsea,Leicester,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4
Ciaran,Clark,DEF,NEW,4500000,0,42,1.61538461538462,3.58974358974359E-07,9.33333333333333E-06,0,27784,1,15,0,0,0,3,0,9.3,316,0,0,42,0,0,0,0,4,0,2,0,0,0.2,21217,0,0,0,1,857,252,0,0,194,Huddersfield,Burnley,West Ham,Everton,Bournemouth,0,0,0,0,0,0.8,1.1,1.2,1,1,1.1,0.9,42.6
Tom,Cleverley,MID,WAT,5000000,1,20,0.769230769230769,1.53846153846154E-07,4E-06,0,1778,1,0,0,0,0,1,0,4,296,0,0,20,0,0.5,0,2.3,2,0,3,0,0,0,3341,0,0,0,0,328,334,0,0,72,Cardiff City,Liverpool,Leicester,Man City,Man Utd,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,15.2
Nathaniel,Clyne,DEF,BOU,4400000,0,18,0.692307692307692,1.57342657342657E-07,4.09090909090909E-06,0,51267,1,5,0,0,0,0,0,4.1,1816,-6,0,18,6,0.5,0,2,0,0,2,0,0,0.8,61658,0,0,0,0,468,3149,0,0,90,Wolverhampton,Arsenal,Man City,Huddersfield,Newcastle,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,14.2
Conor,Coady,DEF,WOL,4500000,2,62,2.4,5.33333333333333E-07,1.37777777777778E-05,0,41788,5,33,0,0,0,0,0,13.8,1011,0,0,62,0,0.7,0,3,5,0,6,0,0,0.7,42846,2,0,0,1,2340,1472,0,0,406,Bournemouth,Huddersfield,Cardiff City,Chelsea,Burnley,1.3,2.7,2.8,2.4,0,1.6,1.9,1.9,2.4,2.1,2.3,2,43.1
Joel,Coleman,GLK,HUD,4000000,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,305,0,0,0,Newcastle,Wolverhampton,Brighton,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5200000,0,55,2.8,5.38461538461538E-07,1.05769230769231E-05,0,215304,1,28,0,0,0,1,0,10.6,9415,-3,0,55,3,0.4,0,2,3,0,5,0,0,1,114818,1,0,0,1,1748,306,0,0,302,Cardiff City,Liverpool,Newcastle,Chelsea,West Ham,0,2.8,3,2.2,3.6,2.3,2.4,2,2.6,2.7,2.6,2.6,65.1
Matthew,Connolly,DEF,CAR,3800000,0,0,0,0,0,0,106406,0,0,0,0,0,0,0,0,6904,-2,0,0,2,0,0,0,0,0,0,0,0,2.6,151988,0,0,0,0,0,13620,0,0,0,Watford,Everton,Wolverhampton,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4600000,2,62,2.5,5.43478260869565E-07,1.34782608695652E-05,0,67727,5,42,0,0,0,1,0,13.5,1420,-4,0,62,4,0.6,0,2.7,0,0,6,0,2,0.6,38990,0,0,0,0,2232,1287,0,0,320,Tottenham,Newcastle,Crystal Palace,Liverpool,Leicester,1.4,2.2,2.1,1.2,2,2.1,1.5,2.2,1.2,1.5,1.4,2.3,74.4
Helder,Costa,MID,WOL,4700000,1,49,2.2,4.68085106382979E-07,1.04255319148936E-05,0,75121,3,17,0,0,0,1,0,10.4,1057,-3,0,49,3,0.1,0,0.7,0,0,5,0,2,0.4,51969,0,0,0,0,1300,755,0,0,134,Bournemouth,Huddersfield,Cardiff City,Chelsea,Burnley,1.3,2,1.7,1.1,0,1.6,1.2,1.7,2,1.4,2.1,1.1,70.3
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,55197,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0.5,387,0,0,0,0,0,7,0,0,0,Tottenham,Fulham,Wolverhampton,Everton,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,73,0,0,0,Fulham,Man City,Newcastle,Cardiff City,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5000000,2,24,0.923076923076923,1.84615384615385E-07,4.8E-06,0,84972,1,16,0,0,0,0,0,4.8,469,-5,0,24,5,0.3,0,1.3,0,0,1,0,0,0.6,10953,0,0,0,0,1105,2574,0,0,171,Fulham,Man City,Newcastle,Cardiff City,Huddersfield,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,45.6
Peter,Crouch,FWD,BUR,4500000,0,4,0.153846153846154,3.41880341880342E-08,8.88888888888889E-07,0,18441,0,0,0,0,0,0,0,0.9,10595,0,0,4,0,0.4,0,2,0,0,0,0,1,1.2,90969,0,0,0,0,14,21171,0,0,11,Tottenham,Newcastle,Crystal Palace,Liverpool,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5
,Cunningham,DEF,CAR,4200000,0,9,0.346153846153846,8.24175824175824E-08,2.14285714285714E-06,0,4561,3,17,0,0,0,0,0,2.1,57,-3,0,9,3,0,0,0,0,0,1,0,0,0,1509,0,0,0,0,630,27,0,0,72,Watford,Everton,Wolverhampton,West Ham,Chelsea,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.6
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,2275,0,0,0,0,0,0,0,0,41,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,646,0,0,0,0,0,22,0,0,0,Cardiff City,Liverpool,Leicester,Man City,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5300000,6,16,0.615384615384615,1.1611030478955E-07,3.0188679245283E-06,0,15261,2,5,0,0,0,0,0,3,374,-2,0,16,2,0.4,0,2,0,0,1,0,1,0.1,16095,0,0,0,0,482,408,0,0,86,Liverpool,Crystal Palace,Southampton,Arsenal,Watford,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,23.6
Loic,Damour,MID,CAR,4300000,0,2,0.0769230769230769,1.78890876565295E-08,4.65116279069767E-07,0,5248,0,2,0,0,0,0,0,0.5,152,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,4134,0,0,0,0,21,295,0,0,6,Watford,Everton,Wolverhampton,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.9
Charlie,Daniels,DEF,BOU,4100000,0,35,1.34615384615385,3.28330206378987E-07,8.53658536585366E-06,0,748715,2,28,0,0,0,1,0,8.5,4877,-4,0,35,4,0.6,0,2.3,0,0,3,0,0,3.7,101985,0,0,0,0,1224,3884,0,0,222,Wolverhampton,Arsenal,Man City,Huddersfield,Newcastle,1.1,0.7,0.9,0.8,0.9,0.7,0.9,0.7,1.1,0.7,0.9,0.7,55.9
,Danilo,DEF,MCI,5100000,0,28,1.03703703703704,2.03340595497458E-07,5.49019607843137E-06,0,117723,1,7,0,0,0,1,0,5.5,25250,-4,0,28,4,0.1,0,0.3,3,0,2,0,0,1,117162,0,0,0,1,622,806,0,0,132,West Ham,Bournemouth,Watford,Fulham,Cardiff City,0,0.6,0.5,0.6,0,0.5,0.8,0.5,0.5,0.5,0.5,0.5,32.2
Scott,Dann,DEF,CRY,4400000,0,1,0.0384615384615385,8.74125874125874E-09,2.27272727272727E-07,0,1152,0,0,0,0,0,0,0,0.2,48,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0,900,0,0,0,0,1,40,0,0,3,Leicester,Man Utd,Burnley,Brighton,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl,Darlow,GLK,NEW,4400000,0,0,0,0,0,0,3195,0,0,0,0,0,0,0,0,51,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,633,0,0,0,0,0,75,0,0,0,Huddersfield,Burnley,West Ham,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4600000,0,13,0.5,1.08695652173913E-07,2.82608695652174E-06,0,29750,0,6,0,0,0,0,0,2.8,360,-4,0,13,4,0,0,0,2,0,1,0,0,0.2,10596,0,0,0,0,361,21,0,0,69,Liverpool,Crystal Palace,Southampton,Arsenal,Watford,0,0,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.9
,David Luiz,DEF,CHE,5900000,-1,117,4.7,7.96610169491525E-07,1.98305084745763E-05,0,690488,2,27,0,0,0,2,0,19.8,112304,4,0,117,-4,0.7,0,4,16,0,11,0,2,11.4,1096520,0,0,0,3,2250,14293,0,0,568,Tottenham,Fulham,Wolverhampton,Everton,Cardiff City,0,5.7,4.7,6.4,5.6,5.7,5.9,5.2,5.5,5.3,6.2,5.6,113.2
,David Silva,MID,MCI,8500000,1,103,4.5,5.29411764705882E-07,1.21176470588235E-05,0,1199549,1,12,0,0,0,6,0,12.1,31332,0,0,103,0,0.4,0,3.5,11,0,9,0,4,4,1119300,0,0,0,2,1623,5289,0,0,455,West Ham,Bournemouth,Watford,Fulham,Cardiff City,0,4.9,3.8,5,0,4.8,5.3,4.9,3.8,4.7,4.9,4.3,215.1
Ben,Davies,DEF,TOT,5600000,0,43,2.5,4.46428571428571E-07,7.67857142857143E-06,0,438387,2,18,0,0,0,0,0,7.7,3691,-4,0,43,4,0,0,0,4,0,4,0,0,1.6,89190,0,0,0,0,1265,49,0,0,234,Burnley,Chelsea,Arsenal,Southampton,Liverpool,0,2.8,1.7,2.2,0,2.3,2.4,2.5,2,2.1,1.6,3,56.3
Tom,Davies,MID,EVE,5100000,2,23,0.851851851851852,1.67029774872912E-07,4.50980392156863E-06,0,12138,3,19,0,0,0,0,0,4.5,238,-4,0,23,4,0.4,0,2,0,0,2,0,0,0.1,4574,0,0,0,0,965,139,0,0,122,Cardiff City,Liverpool,Newcastle,Chelsea,West Ham,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,30.3
Steven,Davis,MID,SOU,4600000,0,9,3,6.52173913043478E-07,1.95652173913043E-06,0,8184,0,4,0,0,0,0,0,2,64,-4,0,9,4,0,0,0,2,0,0,0,1,0,2098,0,0,0,0,97,1,0,0,39,Arsenal,Fulham,Man Utd,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,8.2
Kevin,De Bruyne,MID,MCI,9700000,3,28,1.03703703703704,1.06911034746086E-07,2.88659793814433E-06,0,1485584,2,2,0,0,0,1,0,2.9,23638,-3,0,28,3,0.2,0,2,2,0,3,0,1,3.9,352899,0,0,0,0,530,5696,0,0,134,West Ham,Bournemouth,Watford,Fulham,Cardiff City,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,53.1
David,De Gea,GLK,MUN,5700000,6,94,3.6,6.31578947368421E-07,1.64912280701754E-05,0,1043634,1,35,0,94,0,0,0,16.5,13608,-3,0,94,3,1.1,0,6,7,0,6,0,0,16.5,309853,0,0,0,2,2340,15976,0,0,477,Liverpool,Crystal Palace,Southampton,Arsenal,Watford,3.9,4.3,3.6,2.6,0,3.9,4.3,3.7,4.7,4.7,4.9,4.7,65.3
Troy,Deeney,FWD,WAT,5900000,1,73,3.2,5.42372881355932E-07,1.23728813559322E-05,0,684841,3,28,0,0,0,5,0,12.4,23110,-1,0,73,1,0.3,0,1.7,7,0,5,0,2,4.5,825013,0,0,0,2,1904,9852,0,0,248,Cardiff City,Liverpool,Leicester,Man City,Man Utd,2.9,2.4,3,2.5,0,3.3,4.4,3.8,3.4,3,2.5,3.6,146
Jermain,Defoe,FWD,BOU,5600000,0,4,1,1.78571428571429E-07,7.14285714285714E-07,0,44196,0,2,0,0,0,0,0,0.7,292,-4,0,4,4,0,0,0,0,0,0,0,0,0.4,9954,0,0,0,0,22,10,0,0,12,Wolverhampton,Arsenal,Man City,Huddersfield,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,2.6
Steven,Defour,MID,BUR,5300000,0,10,0.384615384615385,7.25689404934688E-08,1.88679245283019E-06,0,1720,0,14,0,0,0,0,0,1.9,33,-2,0,10,2,0,0,0,0,0,0,0,0,0,1027,0,0,0,0,449,13,0,0,70,Tottenham,Newcastle,Crystal Palace,Liverpool,Leicester,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.9
