FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW37Forecast,GW38Forecast,ICTIndex
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,West Ham,Huddersfield,,,,0,0,0
Andy,Carroll,FWD,WHU,5400000,0,12,1,1.85185185185185E-07,2.22222222222222E-06,0,18008,2,7,0,0,0,0,0,2.2,81,-1,0,12,1,0,0,0,0,0,0,0,0,0.1,17440,0,0,0,0,454,24,0,0,10,Southampton,Watford,,,,0,0,25.8
Craig,Cathcart,DEF,WAT,4500000,1,92,2.7,6E-07,2.04444444444444E-05,0,209642,2,47,0,0,0,3,0,20.4,34380,0,0,92,0,0.3,0,1.5,5,0,6,0,0,3.3,389541,2,0,0,1,2915,290,0,0,524,Chelsea,West Ham,,,,2.8,2.7,98.4
Ivan,Cavaleiro,MID,WOL,5200000,1,48,1.33333333333333,2.56410256410256E-07,9.23076923076923E-06,0,21882,1,11,0,0,0,3,0,9.2,76,-3,0,48,3,0.1,0,0.5,3,0,1,0,1,0.1,17350,0,0,0,1,677,55,0,0,156,Fulham,Liverpool,,,,1,0.7,66
Petr,Cech,GLK,ARS,4700000,0,24,0.666666666666667,1.41843971631206E-07,5.1063829787234E-06,0,135963,0,9,0,27,0,0,0,5.1,225,-3,0,24,3,0,0,0,3,0,1,0,0,1.1,83221,0,0,0,0,585,110,0,0,130,Brighton,Burnley,,,,0.4,0.3,20.4
,Cedric,DEF,SOU,4200000,0,52,2.9,6.9047619047619E-07,1.23809523809524E-05,0,526160,4,31,0,0,0,1,0,12.4,887,-3,0,52,3,0,0,0,7,0,4,0,2,2.1,225574,0,0,0,1,1493,2,0,0,273,West Ham,Huddersfield,,,,0,0,63.9
Nathaniel,Chalobah,MID,WAT,4400000,0,8,0.222222222222222,5.05050505050505E-08,1.81818181818182E-06,0,12917,2,5,0,0,0,0,0,1.8,48,-1,0,8,1,0.1,0,0.3,0,0,0,0,0,0.1,5240,0,0,0,0,199,22,0,0,29,Chelsea,West Ham,,,,0.1,0.1,7.3
,Chamberlain,MID,LIV,6400000,1,1,0.0277777777777778,4.34027777777778E-09,1.5625E-07,0,2544,0,0,0,0,0,0,0,0.2,76,-1,0,1,1,0,0,0.3,0,0,0,0,0,0,1576,0,0,0,0,17,298,0,0,4,Newcastle,Wolverhampton,,,,0,0,4
Calum,Chambers,DEF,FUL,4200000,6,59,2,4.76190476190476E-07,1.4047619047619E-05,0,100836,8,47,0,0,0,2,0,14,1443,-3,0,59,3,1.4,0,5.7,0,0,5,0,0,1,55554,0,0,0,0,2406,3119,0,0,405,Wolverhampton,Newcastle,,,,1.4,1.5,115.7
,Chicharito,FWD,WHU,6100000,0,86,3.4,5.57377049180328E-07,1.40983606557377E-05,0,627993,2,20,0,0,0,7,0,14.1,2082,-4,0,86,4,0.1,0,0.8,10,0,6,0,4,1.5,559044,0,0,0,2,1326,2420,0,0,276,Southampton,Watford,,,,4,3.3,93.4
Benjamin,Chilwell,DEF,LEI,5000000,5,110,3.2,6.4E-07,2.2E-05,0,348578,4,42,0,0,0,0,0,22,12548,0,0,110,0,0.7,0,3.3,8,0,9,0,5,2.8,473409,0,0,0,1,3060,2101,0,0,540,Man City,Chelsea,,,,2.9,4.2,163.2
Tahith,Chong,MID,MUN,4500000,0,1,0.0277777777777778,6.17283950617284E-09,2.22222222222222E-07,0,197,0,0,0,0,0,0,0,0.2,22,0,0,1,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,1,52,0,0,3,Huddersfield,Cardiff City,,,,0,0,0
Hamza,Choudhury,MID,LEI,4300000,3,15,0.416666666666667,9.68992248062016E-08,3.48837209302326E-06,0,13894,0,3,0,0,0,0,0,3.5,96,-2,0,15,2,0.2,0,1,0,0,3,0,0,0.1,13390,0,0,0,0,413,147,0,0,58,Man City,Chelsea,,,,0.2,0.2,20
Andreas,Christensen,DEF,CHE,5000000,1,16,0.444444444444444,8.88888888888889E-08,3.2E-06,0,53943,1,7,0,0,0,0,0,3.2,225,-5,0,16,5,0.3,0,1.6,0,0,2,0,0,0.4,7446,0,0,0,0,525,820,0,0,105,Watford,Leicester,,,,0.2,0.2,11.8
Cyrus,Christie,DEF,FUL,4200000,11,40,1.11111111111111,2.64550264550265E-07,9.52380952380952E-06,0,16121,6,38,0,0,0,0,0,9.5,144,-3,0,40,3,1,0,4.3,2,0,3,0,1,0.2,8610,0,0,0,1,1787,1226,0,0,256,Wolverhampton,Newcastle,,,,0.6,0.6,77.7
Ibrahima,Cisse,MID,FUL,4300000,0,4,0.111111111111111,2.58397932816537E-08,9.30232558139535E-07,0,8222,0,4,0,0,0,0,0,0.9,65,-2,0,4,2,0,0,0,0,0,0,0,0,0.1,8256,0,0,0,0,86,56,0,0,16,Wolverhampton,Newcastle,,,,0.1,0.1,1.4
Ciaran,Clark,DEF,NEW,4500000,0,42,1.16666666666667,2.59259259259259E-07,9.33333333333333E-06,0,29501,1,15,0,0,0,3,0,9.3,79,0,0,42,0,0,0,0,4,0,2,0,0,0.2,21684,0,0,0,1,857,28,0,0,194,Liverpool,Fulham,,,,0.7,0.6,42.6
Tom,Cleverley,MID,WAT,5000000,0,24,0.666666666666667,1.33333333333333E-07,4.8E-06,0,3187,2,6,0,0,0,1,0,4.8,15,0,0,24,0,0,0,0,2,0,3,0,0,0,3601,0,0,0,0,447,20,0,0,83,Chelsea,West Ham,,,,0.3,0.3,16.7
Nathaniel,Clyne,DEF,BOU,4400000,1,25,0.694444444444444,1.57828282828283E-07,5.68181818181818E-06,0,83569,2,21,0,0,0,0,0,5.7,1972,-6,0,25,6,0,0,0,0,0,2,0,0,0.6,85873,0,0,0,0,1072,132,0,0,151,Tottenham,Crystal Palace,,,,0.3,0.3,27.2
Conor,Coady,DEF,WOL,4500000,2,87,2.4,5.33333333333333E-07,1.93333333333333E-05,0,57138,5,44,0,0,0,0,0,19.3,951,0,0,87,0,0.7,0,3,6,0,8,0,0,0.9,73651,3,0,0,1,3240,1387,0,0,547,Fulham,Liverpool,,,,2.6,1.9,59.4
Joel,Coleman,GLK,HUD,4000000,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0,0,0,0,0,163,0,0,0,Man Utd,Southampton,,,,0,0,0
Seamus,Coleman,DEF,EVE,5200000,6,111,4,7.69230769230769E-07,2.13461538461538E-05,0,242079,1,30,0,0,0,1,0,21.3,1632,-3,0,111,3,1,0,5,10,0,12,0,2,1.6,171150,1,0,0,2,2468,5164,0,0,514,Burnley,Tottenham,,,,4.4,4.2,106.9
Matthew,Connolly,DEF,CAR,3800000,0,0,0,0,0,0,168364,0,0,0,0,0,0,0,0,6153,-2,0,0,2,0,0,0,0,0,0,0,0,2.8,231563,0,0,0,0,0,7608,0,0,0,Crystal Palace,Man Utd,,,,0,0,0
Jack,Cork,MID,BUR,4600000,2,84,2.4,5.21739130434783E-07,1.82608695652174E-05,0,78105,5,58,0,0,0,1,0,18.3,538,-4,0,84,4,0.5,0,2.3,0,0,8,0,2,0.5,44646,0,0,0,0,3132,160,0,0,426,Everton,Arsenal,,,,1.3,2.3,98.4
Helder,Costa,MID,WOL,4600000,0,52,2.1,4.56521739130435E-07,1.1304347826087E-05,0,81099,3,19,0,0,0,1,0,11.3,387,-4,0,52,4,0.1,0,0.3,0,0,5,0,2,0.4,54929,0,0,0,0,1333,167,0,0,136,Fulham,Liverpool,,,,2,1,70.9
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,55553,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.5,439,0,0,0,0,0,6,0,0,0,Watford,Leicester,,,,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,0,0,22,0,0,0,Southampton,Watford,,,,0,0,0
Aaron,Cresswell,DEF,WHU,5000000,0,34,0.944444444444444,1.88888888888889E-07,6.8E-06,0,95691,1,26,0,0,0,0,0,6.8,419,-5,0,34,5,0.1,0,0.3,0,0,1,0,1,0.5,19322,0,0,0,0,1588,48,0,0,257,Southampton,Watford,,,,0.5,0.5,72.3
Peter,Crouch,FWD,BUR,4400000,0,7,0.194444444444444,4.41919191919192E-08,1.59090909090909E-06,0,98824,1,2,0,0,0,0,0,1.6,4076,-1,0,7,1,0,0,0,0,0,0,0,1,0.9,148204,0,0,0,0,73,2127,0,0,21,Everton,Arsenal,,,,0,0.1,9.4
,Cunningham,DEF,CAR,4100000,0,9,0.25,6.09756097560976E-08,2.19512195121951E-06,0,4913,3,17,0,0,0,0,0,2.2,33,-4,0,9,4,0,0,0,0,0,1,0,0,0,1831,0,0,0,0,630,32,0,0,72,Crystal Palace,Man Utd,,,,0.1,0.1,19.6
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,2481,0,0,0,0,0,0,0,0,15,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,810,0,0,0,0,0,11,0,0,0,Chelsea,West Ham,,,,0,0,0
,Dalot,DEF,MUN,5300000,0,25,0.694444444444444,1.31027253668763E-07,4.71698113207547E-06,0,23394,3,16,0,0,0,0,0,4.7,1007,-2,0,25,2,0.1,0,0.5,0,0,1,0,2,0.2,27923,0,0,0,0,929,190,0,0,153,Huddersfield,Cardiff City,,,,0.3,0.4,48.2
Matthew,Daly,MID,HUD,4500000,0,1,0.0277777777777778,6.17283950617284E-09,2.22222222222222E-07,0,76,0,1,0,0,0,0,0,0.2,3,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,142,0,0,0,0,49,12,0,0,2,Man Utd,Southampton,,,,0,0,0.1
Loic,Damour,MID,CAR,4300000,0,2,0.0555555555555556,1.29198966408269E-08,4.65116279069767E-07,0,6169,0,2,0,0,0,0,0,0.5,61,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,5146,0,0,0,0,21,35,0,0,6,Crystal Palace,Man Utd,,,,0,0,0.9
Charlie,Daniels,DEF,BOU,4100000,0,44,2.1,5.1219512195122E-07,1.07317073170732E-05,0,838991,4,34,0,0,0,1,0,10.7,6854,-4,0,44,4,0,0,0,1,0,4,0,0,3.3,168939,0,0,0,1,1583,34,0,0,278,Tottenham,Crystal Palace,,,,0,0,66.2
,Danilo,DEF,MCI,4900000,0,45,1.25,2.55102040816327E-07,9.18367346938776E-06,0,155839,1,7,0,0,0,1,0,9.2,1251,-6,0,45,6,0.4,0,1.8,7,0,4,0,0,0.6,127650,0,0,0,1,803,103,0,0,199,Leicester,Brighton,,,,0.7,0.6,38.2
Scott,Dann,DEF,CRY,4400000,6,22,0.611111111111111,1.38888888888889E-07,5E-06,0,1785,1,8,0,0,0,0,0,5,146,-1,0,22,1,0.5,0,2.4,0,0,2,0,1,0.1,5008,0,0,0,0,571,2442,0,0,117,Cardiff City,Bournemouth,,,,0.3,0.3,23.8
Karl,Darlow,GLK,NEW,4400000,0,0,0,0,0,0,3476,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,863,0,0,0,0,0,14,0,0,0,Liverpool,Fulham,,,,0,0,0
Matteo,Darmian,DEF,MUN,4600000,0,14,0.388888888888889,8.45410628019324E-08,3.04347826086957E-06,0,30510,0,8,0,0,0,0,0,3,76,-4,0,14,4,0.1,0,0.3,2,0,1,0,0,0.2,11045,0,0,0,0,443,113,0,0,83,Huddersfield,Cardiff City,,,,0.2,0.2,12.6
,David Luiz,DEF,CHE,5800000,2,143,4.2,7.24137931034483E-07,2.46551724137931E-05,0,1071166,3,36,0,0,0,2,0,24.7,28749,3,1,143,-3,0.6,0,3.2,16,0,14,0,2,11.6,1446115,0,0,0,3,3060,6087,-1,0,726,Watford,Leicester,,,,5.2,4.2,146.4
,David Silva,MID,MCI,8500000,3,132,4.3,5.05882352941176E-07,1.55294117647059E-05,0,1333866,1,13,0,0,0,6,0,15.5,8048,0,0,132,0,0.2,0,2,13,0,15,0,6,4.2,1260858,0,0,0,2,2232,3548,0,0,568,Leicester,Brighton,,,,4.5,4.2,282.2
Ben,Davies,DEF,TOT,5600000,3,64,1.77777777777778,3.17460317460317E-07,1.14285714285714E-05,0,446259,2,23,0,0,0,0,0,11.4,1367,-4,0,64,4,0.6,0,3.6,5,0,6,0,0,1.7,102580,0,0,0,0,1739,565,0,0,343,Bournemouth,Everton,,,,0.9,1.9,80.4
Tom,Davies,MID,EVE,5000000,0,26,0.722222222222222,1.44444444444444E-07,5.2E-06,0,12961,3,19,0,0,0,0,0,5.2,48,-5,0,26,5,0.1,0,0.3,0,0,2,0,0,0.1,5062,0,0,0,0,975,45,0,0,127,Burnley,Tottenham,,,,0.4,0.4,32.1
Steven,Davis,MID,SOU,4600000,0,9,3,6.52173913043478E-07,1.95652173913043E-06,0,8359,0,4,0,0,0,0,0,2,10,-4,0,9,4,0,0,0,2,0,0,0,1,0,2108,0,0,0,0,97,0,0,0,39,West Ham,Huddersfield,,,,0,0,8.2
Kevin,De Bruyne,MID,MCI,9600000,0,58,3.2,3.33333333333333E-07,6.04166666666667E-06,0,1702930,2,3,0,0,0,2,0,6,20810,-4,1,58,4,0.5,0,4.6,8,0,6,0,3,3.5,539356,0,0,0,0,956,99,-1,0,263,Leicester,Brighton,,,,0,0,116.2
David,de Gea,GLK,MUN,5700000,2,117,3.3,5.78947368421053E-07,2.05263157894737E-05,0,1180014,1,51,0,119,0,0,0,20.5,11422,-3,0,117,3,0.4,0,2,7,0,7,0,0,16,407614,0,0,0,2,3240,14812,0,0,614,Huddersfield,Cardiff City,,,,3.8,4.3,81.3
Troy,Deeney,FWD,WAT,5800000,0,112,3.7,6.37931034482759E-07,1.93103448275862E-05,0,1043639,4,37,0,0,0,9,0,19.3,8433,-2,0,112,2,-0.1,0,-0.5,13,0,5,0,5,3.6,1122123,0,0,0,4,2370,5260,0,1,406,Chelsea,West Ham,,,,3.1,4.5,201.8
Jermain,Defoe,FWD,BOU,5600000,0,4,1,1.78571428571429E-07,7.14285714285714E-07,0,44940,0,2,0,0,0,0,0,0.7,52,-4,0,4,4,0,0,0,0,0,0,0,0,0.4,10005,0,0,0,0,22,5,0,0,12,Tottenham,Crystal Palace,,,,0,0,2.6
Steven,Defour,MID,BUR,5300000,0,10,1.7,3.20754716981132E-07,1.88679245283019E-06,0,1913,0,14,0,0,0,0,0,1.9,22,-2,0,10,2,0,0,0,0,0,0,0,0,0,1165,0,0,0,0,449,21,0,0,70,Everton,Arsenal,,,,0,0,9.9
Fabian,Delph,DEF,MCI,5300000,0,29,0.805555555555556,1.51991614255765E-07,5.47169811320755E-06,0,90700,1,9,0,0,0,0,0,5.5,102,-2,0,29,2,0,0,0,2,0,3,0,1,0.3,78898,0,0,0,0,722,58,0,1,186,Leicester,Brighton,,,,0.4,0.4,27.5
Mousa,Dembele,MID,TOT,4900000,0,14,1.4,2.85714285714286E-07,2.85714285714286E-06,0,82063,1,6,0,0,0,0,0,2.9,83,-1,0,14,1,0,0,0,0,0,1,0,0,0.7,23841,0,0,0,0,512,4,0,0,74,Bournemouth,Everton,,,,0,0,7.1
Leander,Dendoncker,MID,WOL,4300000,2,38,1.05555555555556,2.45478036175711E-07,8.83720930232558E-06,0,58029,1,19,0,0,0,1,0,8.8,1022,-2,0,38,2,0.4,0,1.8,1,0,2,0,0,0.6,60902,0,0,0,0,1285,778,0,0,174,Fulham,Liverpool,,,,0.7,0.5,66.5
Laurent,Depoitre,FWD,HUD,5100000,0,34,0.944444444444444,1.85185185185185E-07,6.66666666666667E-06,0,84305,1,23,0,0,0,0,0,6.7,281,-4,0,34,4,0,0,0,0,0,0,0,1,0.3,34108,0,0,0,0,1058,31,0,0,40,Man Utd,Southampton,,,,0.5,0.5,54.8
Gerard,Deulofeu,MID,WAT,5700000,2,125,3.47222222222222,6.0916179337232E-07,2.19298245614035E-05,0,504233,3,24,0,0,0,9,0,21.9,34478,2,0,125,-2,0.8,0,4.8,10,0,9,0,5,6.3,860605,0,0,0,3,1924,19874,0,0,327,Chelsea,West Ham,,,,2.2,3.4,165.3
Fousseni,Diabate,MID,LEI,4600000,0,1,1,2.17391304347826E-07,2.17391304347826E-07,0,3585,0,1,0,0,0,0,0,0.2,4,-4,0,1,4,0,0,0,0,0,0,0,0,0,1159,0,0,0,0,54,0,0,0,4,Man City,Chelsea,,,,0,0,2.3
Adama,Diakhaby,MID,HUD,4500000,0,18,0.5,1.11111111111111E-07,4E-06,0,3742,1,16,0,0,0,0,0,4,11,-5,0,18,5,0,0,0,0,0,1,0,1,0,1660,0,0,0,0,547,5,0,0,37,Man Utd,Southampton,,,,0.2,0.2,23.4
Mohamed,Diame,MID,NEW,4800000,0,53,1.9,3.95833333333333E-07,1.10416666666667E-05,0,9142,3,32,0,0,0,0,0,11,52,-2,0,53,2,0.1,0,0.5,0,0,6,0,0,0.1,5971,0,0,0,0,2072,16,0,0,199,Liverpool,Fulham,,,,1,1.2,57.7
Grady,Diangana,MID,WHU,4500000,0,22,0.611111111111111,1.35802469135802E-07,4.88888888888889E-06,0,23213,0,13,0,0,0,0,0,4.9,31,0,0,22,0,0.1,0,0.3,0,0,1,0,1,0,24475,0,0,0,0,533,12,0,0,78,Southampton,Watford,,,,0.3,0.3,44.4
Brahim,Diaz,MID,MCI,4700000,0,0,0,0,0,0,3733,0,0,0,0,0,0,0,0,5,-3,0,0,3,0,0,0,0,0,0,0,0,0,1476,0,0,0,0,0,1,0,0,0,Leicester,Brighton,,,,0,0,0
Eric,Dier,MID,TOT,4700000,2,47,1.30555555555556,2.77777777777778E-07,1E-05,0,192023,3,16,0,0,0,2,0,10,188,-3,0,47,3,0.2,0,0.8,1,0,5,0,0,0.9,115199,0,0,0,0,1369,283,0,0,228,Bournemouth,Everton,,,,0.7,0.7,51.3
Lucas,Digne,DEF,EVE,5400000,8,146,4.4,8.14814814814815E-07,2.7037037037037E-05,0,1162719,4,36,0,0,0,4,0,27.5,4785,4,-1,146,-4,1.4,0,7.8,19,0,12,0,4,9.8,1546782,1,0,0,4,2784,79135,1,1,683,Burnley,Tottenham,,,,5.1,4.9,215.1
Issa,Diop,DEF,WHU,4200000,9,78,2.5,5.95238095238095E-07,1.85714285714286E-05,0,130437,4,42,0,0,0,1,0,18.6,1240,-3,0,78,3,0.5,0,2.3,5,0,6,0,0,1.3,156593,1,0,0,1,2790,8482,0,0,519,Southampton,Watford,,,,2.4,2,86.6
Matt,Doherty,DEF,WOL,5300000,2,130,3.6,6.79245283018868E-07,2.45283018867925E-05,0,1346974,5,40,0,0,0,4,0,24.5,17398,8,0,130,-8,0.7,0,3.8,9,0,7,0,6,23.3,2627017,1,0,0,4,2972,21073,0,0,552,Fulham,Liverpool,,,,4.6,3.5,188.8
Abdoulaye,Doucoure,MID,WAT,5900000,2,121,3.7,6.27118644067797E-07,2.05084745762712E-05,0,375226,6,49,0,0,0,5,0,20.5,32715,-1,1,121,1,0.4,0,2.5,14,0,5,0,7,3,432139,1,0,0,2,2881,1491,-1,0,527,Chelsea,West Ham,,,,2.4,3.8,184.5
Barry,Douglas,DEF,WOL,5000000,0,0,0,0,0,0,2742,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,Fulham,Liverpool,,,,0,0,0
Kieran,Dowell,MID,EVE,4500000,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,0,0,0,0,1,0,0,0,Burnley,Tottenham,,,,0,0,0
Daniel,Drinkwater,MID,CHE,4600000,0,0,0,0,0,0,8733,0,0,0,0,0,0,0,0,19,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,2288,0,0,0,0,0,27,0,0,0,Watford,Leicester,,,,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,55,0,0,0,Everton,Arsenal,,,,0,0,0
Martin,Dubravka,GLK,NEW,5000000,2,124,3.4,6.8E-07,2.48E-05,0,72319,1,45,0,93,0,0,0,24.8,3435,0,0,124,0,0.8,0,4,10,0,10,0,0,0.9,95419,0,0,0,0,3240,596,0,0,609,Liverpool,Fulham,,,,3.9,3.3,75.3
Shane,Duffy,DEF,BHA,4700000,2,113,3.4,7.23404255319149E-07,2.40425531914894E-05,0,758967,4,50,0,0,0,5,0,23.5,63028,2,1,113,-2,0.4,0,2,9,0,7,0,2,8.6,1100424,0,0,0,4,2907,1559,-1,1,556,Arsenal,Man City,,,,2,3.6,151.9
Demeaco,Duhaney,DEF,HUD,4000000,0,1,0.0277777777777778,6.94444444444444E-09,2.5E-07,0,218,0,0,0,0,0,0,0,0.3,42,0,0,1,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,45,96,0,0,1,Man Utd,Southampton,,,,0,0,0.5
Paul,Dummett,DEF,NEW,4400000,1,60,2.5,5.68181818181818E-07,1.36363636363636E-05,0,21927,1,24,0,0,0,0,0,13.6,417,-1,0,60,1,0.6,0,2.5,3,0,6,0,0,0.2,17981,0,0,0,1,1816,169,0,0,326,Liverpool,Fulham,,,,2.5,2.1,52
Lewis,Dunk,DEF,BHA,4400000,2,90,2.6,5.90909090909091E-07,2.04545454545455E-05,0,437198,4,51,0,0,0,2,0,20.5,16014,-1,0,90,1,0.5,0,2,6,0,7,0,1,3.5,484793,0,0,0,1,2971,1280,0,1,553,Arsenal,Man City,,,,1.3,2.4,113.2
Erik,Durm,DEF,HUD,4400000,0,48,1.8,4.09090909090909E-07,1.09090909090909E-05,0,13354,0,44,0,0,0,0,0,10.9,72,-1,0,48,1,0.1,0,0.5,2,0,3,0,1,0.1,4988,0,0,0,1,2004,35,0,0,295,Man Utd,Southampton,,,,1.3,1.2,59.5
Bruno,Ecuele Manga,DEF,CAR,4400000,2,89,2.5,5.68181818181818E-07,2.02272727272727E-05,0,33239,0,64,0,0,0,0,0,20.2,1017,-1,0,89,1,0.5,0,2.4,3,0,9,0,1,0.4,50554,0,0,0,0,3195,778,0,0,543,Crystal Palace,Man Utd,,,,2.1,2,91.4
,Ederson,GLK,MCI,5700000,6,161,4.5,7.89473684210526E-07,2.82456140350877E-05,0,1238113,2,22,0,55,0,0,0,28.2,9257,2,-1,161,-2,1,0,5.8,6,0,19,0,1,22.5,1471779,0,0,0,2,3240,25449,1,0,665,Leicester,Brighton,,,,5.1,5,55.2
Robert,Elliot,GLK,NEW,4300000,0,0,0,0,0,0,11895,0,0,0,0,0,0,0,0,38,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1665,0,0,0,0,0,18,0,0,0,Liverpool,Fulham,,,,0,0,0
Harvey,Elliott,MID,FUL,4000000,0,0,0,0,0,0,4314,0,0,0,0,0,0,0,0,1837,0,0,0,0,0,0,0,0,0,0,0,0,0.3,22453,0,0,0,0,0,7601,0,0,0,Wolverhampton,Newcastle,,,,0,0,0
Mohamed,Elneny,MID,ARS,4200000,0,8,0.222222222222222,5.29100529100529E-08,1.9047619047619E-06,0,207637,0,4,0,0,0,0,0,1.9,1204,-3,0,8,3,0.1,0,0.6,0,0,0,0,0,2.3,129238,0,0,0,0,287,466,0,0,39,Brighton,Burnley,,,,0.1,0.1,15.3
Mohamed,Elyounoussi,MID,SOU,6000000,0,26,0.722222222222222,1.2037037037037E-07,4.33333333333333E-06,0,24405,0,7,0,0,0,0,0,4.3,37,-5,0,26,5,0,0,0,0,0,4,0,0,0.1,4683,0,0,0,0,695,18,0,0,82,West Ham,Huddersfield,,,,0.4,0.4,50.9
,Emerson,DEF,CHE,5200000,0,22,0.611111111111111,1.17521367521368E-07,4.23076923076923E-06,0,16082,0,11,0,0,0,0,0,4.2,791,-3,0,22,3,0.6,0,3,1,0,2,0,0,0.2,13995,0,0,0,0,660,276,0,0,130,Watford,Leicester,,,,0.3,0.3,30
Bright,Enobakhare,MID,WOL,4300000,0,0,0,0,0,0,16765,0,0,0,0,0,0,0,0,42,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,6841,0,0,0,0,0,2,0,0,0,Fulham,Liverpool,,,,0,0,0
Christian,Eriksen,MID,TOT,9300000,2,152,4.6,4.94623655913978E-07,1.63440860215054E-05,0,1503356,3,34,0,0,0,7,0,16.3,60506,-2,0,152,2,0.7,0,6.2,15,0,8,0,12,7.5,1013303,0,0,0,3,2590,9526,0,0,632,Bournemouth,Everton,,,,4.5,5,265.9
Neil,Etheridge,GLK,CAR,4600000,2,141,3.9,8.47826086956522E-07,3.06521739130435E-05,0,602097,2,66,0,127,0,0,0,30.7,9688,1,0,141,-1,0.7,0,3.4,16,0,9,0,0,10.5,1092870,0,0,3,4,3240,4626,0,0,714,Crystal Palace,Man Utd,,,,4.2,4,103.3
Jonny,Evans,DEF,LEI,4800000,6,67,1.86111111111111,3.87731481481482E-07,1.39583333333333E-05,0,39996,2,25,0,0,0,1,0,14,809,-2,0,67,2,0.4,0,1.8,1,0,7,0,0,0.4,36999,0,0,0,0,1813,221,0,0,369,Man City,Chelsea,,,,1.2,2,63.2
Timothy,Eyoma,DEF,TOT,4000000,0,0,0,0,0,0,2184,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3468,0,0,0,0,0,200,0,0,0,Bournemouth,Everton,,,,0,0,0
Lukasz,Fabianski,GLK,WHU,4700000,9,133,3.7,7.87234042553191E-07,2.82978723404255E-05,0,1039859,0,54,0,140,0,0,0,28.3,6385,2,0,133,-2,0.7,0,3.5,15,0,6,0,0,14.4,919639,0,0,1,3,3240,12230,0,0,695,Southampton,Watford,,,,4.3,3.6,109
,Fabinho,MID,LIV,5500000,0,60,2.3,4.18181818181818E-07,1.09090909090909E-05,0,78776,6,12,0,0,0,1,0,10.9,825,-5,0,60,5,0.3,0,1.5,0,0,10,0,2,0.6,48717,0,0,0,0,1831,96,0,0,279,Newcastle,Wolverhampton,,,,1.8,2,82.6
Cesc,Fabregas,MID,CHE,6200000,0,6,1,1.61290322580645E-07,9.67741935483871E-07,0,60118,1,2,0,0,0,0,0,1,31,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,4879,0,0,0,0,175,3,0,0,36,Watford,Leicester,,,,0,0,10.9
,Fabri,GLK,FUL,4200000,0,8,0.222222222222222,5.29100529100529E-08,1.9047619047619E-06,0,24092,0,5,0,15,0,0,0,1.9,101,-3,0,8,3,0,0,0,2,0,0,0,0,0.2,16901,0,0,0,0,180,64,0,0,47,Wolverhampton,Newcastle,,,,0.1,0.1,11.5
,Felipe Anderson,MID,WHU,6900000,3,150,4.3,6.23188405797101E-07,2.17391304347826E-05,0,2279129,3,48,0,0,0,9,0,21.7,14437,-1,0,150,1,0.6,0,3.8,18,0,7,0,5,8.6,2536800,0,0,0,4,2955,16064,0,0,596,Southampton,Watford,,,,5,4,261.8
