FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcos,Alonso,DEF,CHE,6900000,6,52,8.7,1.26086956521739E-06,7.53623188405797E-06,0,134201,1,4,0,0,0,1,0,7.5,38198,4,0,52,-4,0.8,0,5.7,9,0,3,0,5,45,1486923,0,0,0,2,540,79017,0,0,181,Liverpool,Southampton,Man Utd,Burnley,Crystal Palace,12.8,11.3,10.9,10.8,10,12.4,11.8,11.7,10.7,11.8,10.2,12.9,10.7,13,11.9,11.5,10.1,8.8,11.4,11.1,13,11.4,10,12.5,10.8,11,11.7,10.5,12.4,12.6,11.6,10.4,40.3
Daniel,Amartey,MID,LEI,4500000,2,7,1.16666666666667,2.59259259259259E-07,1.55555555555556E-06,0,9044,1,3,0,0,0,0,0,1.6,726,0,0,7,0,0.2,0,1,0,0,0,0,0,0.3,5947,0,0,0,0,279,255,0,0,53,Newcastle,Everton,Arsenal,West Ham,Cardiff City,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,1.1,0.6,0.6,0.8,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.7,0.6,1.1,0.7,0.8,0.6,0.6,0.6,0.6,9.5
Luke,Amos,MID,TOT,4400000,0,1,0.166666666666667,3.78787878787879E-08,2.27272727272727E-07,0,4938,0,0,0,0,0,0,0,0.2,709,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,5074,0,0,0,0,2,648,0,0,3,Huddersfield,Cardiff City,West Ham,Man City,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,2115,0,0,0,0,0,0,0,0,201,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1110,0,0,0,0,0,143,0,0,0,Liverpool,Southampton,Man Utd,Burnley,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,2914,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,150,0,0,0,Man City,West Ham,Newcastle,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5400000,0,0,0,0,0,0,16998,0,0,0,0,0,0,0,0,455,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1352,0,0,0,0,0,32,0,0,0,Fulham,Leicester,Crystal Palace,Man Utd,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,MID,WHU,6800000,3,10,1.66666666666667,2.45098039215686E-07,1.47058823529412E-06,0,35538,1,5,0,0,0,0,0,1.5,1669,-2,0,10,2,0.3,0,2.3,0,0,2,0,0,0.9,3894,0,0,0,0,316,485,0,0,24,Man Utd,Brighton,Tottenham,Leicester,Burnley,0.8,0.9,0.8,0.8,1.1,1.5,0.8,1.5,1.1,1,1,1,1.2,1,1.3,0.9,0.9,0.9,0.8,2.2,1.1,0.8,1.3,1.1,1.2,1,0.8,1.2,1,0.9,1.2,1,29.8
Stuart,Armstrong,MID,SOU,5200000,1,4,0.666666666666667,1.28205128205128E-07,7.69230769230769E-07,0,9073,0,1,0,0,0,0,0,0.8,523,-3,1,4,3,0.1,0,0.3,0,0,0,0,0,0.1,463,0,0,0,0,100,27,-1,0,12,Wolverhampton,Chelsea,Bournemouth,Newcastle,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,6.1
Marko,Arnautovic,FWD,WHU,6900000,0,29,5.8,8.40579710144927E-07,4.20289855072464E-06,0,686833,0,8,0,0,0,3,0,4.1,96526,-1,1,29,1,0.7,0,4.7,5,0,0,0,1,13.3,362045,0,0,0,1,367,17371,-1,0,96,Man Utd,Brighton,Tottenham,Leicester,Burnley,6.5,7.2,6.5,7.3,7.3,8.2,5.8,7.8,7.2,4.6,7.5,6.9,7.5,6.8,8.5,7.7,6.7,6.3,6.4,8.7,8,6.1,6.9,7.1,7.3,8,6.1,8.4,8.3,7.5,7.2,7,37.7
Harry,Arter,MID,CAR,4900000,2,8,1.6,3.26530612244898E-07,1.63265306122449E-06,0,7952,3,10,0,0,0,0,0,1.6,461,-1,1,8,1,0.3,0,1.3,0,0,2,0,0,0.2,1910,0,0,0,0,405,165,-1,0,37,Burnley,Tottenham,Fulham,Liverpool,Leicester,1.1,0.8,1.1,0.8,1,1.3,0.8,1.1,0.9,1.2,0.8,0.8,2,0.8,0.8,1.2,1.3,0.8,1.6,1.1,1,1.1,0.8,0.9,0.8,0.8,0.8,0.9,0.8,0.8,1,1.1,9
Christian,Atsu,MID,NEW,5300000,1,3,0.5,9.43396226415094E-08,5.66037735849057E-07,0,6428,0,0,0,0,0,0,0,0.6,321,-2,0,3,2,0.1,0,0.7,0,0,0,0,0,0.1,780,0,0,0,0,74,66,0,0,13,Leicester,Man Utd,Brighton,Southampton,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4
Pierre-Emerick,Aubameyang,FWD,ARS,10800000,7,26,4.3,3.98148148148148E-07,2.40740740740741E-06,0,629434,0,8,0,0,0,2,0,2.4,38030,-2,1,26,2,0.6,0,6.7,3,0,2,0,1,11,213253,0,0,0,0,478,19466,-1,0,90,Watford,Fulham,Leicester,Crystal Palace,Liverpool,4.7,5.4,6,5.8,4.3,4.7,4.2,4.3,5.6,5.2,4.8,5,5.1,3.2,6.1,5.8,4.1,4.9,3.7,5.6,4.9,6.4,4.8,4.4,3.9,4.7,5.4,4.4,3,4.9,6.4,4.2,33.1
Serge,Aurier,DEF,TOT,5800000,0,6,1,1.72413793103448E-07,1.03448275862069E-06,0,31988,0,1,0,0,0,0,0,1,2724,-2,1,6,2,0,0,0,0,0,0,0,1,0.7,7665,0,0,0,0,104,139,-1,0,24,Huddersfield,Cardiff City,West Ham,Man City,Wolverhampton,0,0.8,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,5.8
Charlie,Austin,FWD,SOU,5600000,1,4,0.666666666666667,1.19047619047619E-07,7.14285714285714E-07,0,73347,0,3,0,0,0,0,0,0.7,3423,-4,1,4,4,0,1,0,0,0,1,0,0,0.5,8559,0,0,0,0,188,348,-1,0,-1,Wolverhampton,Chelsea,Bournemouth,Newcastle,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,14.5
Jordan,Ayew,FWD,CRY,5900000,2,9,1.5,2.54237288135593E-07,1.52542372881356E-06,0,20900,0,1,0,0,0,0,0,1.5,1620,-1,0,9,1,0.5,0,3,0,0,2,0,1,0.3,7156,0,0,0,0,235,577,0,0,14,Bournemouth,Wolverhampton,Everton,Arsenal,Chelsea,1.1,0.8,1.5,0.8,0.9,0.8,1.5,0.8,1.4,1.6,0.8,0.9,0.8,0.8,1,0.8,0.8,1.3,0.9,0.8,1.3,0.8,1.1,0.9,1.2,0.8,1.3,0.8,1.4,0.8,1.2,0.8,16.3
Floyd,Ayite,MID,FUL,4400000,1,2,0.333333333333333,7.57575757575757E-08,4.54545454545455E-07,0,6851,0,0,0,0,0,0,0,0.5,333,-1,0,2,1,0.2,0,0.7,0,0,0,0,0,0.1,2848,0,0,0,0,66,230,0,0,5,Everton,Arsenal,Cardiff City,Bournemouth,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2
Cesar,Azpilicueta,DEF,CHE,6400000,6,26,4.3,6.71875E-07,4.0625E-06,0,299894,0,4,0,0,0,0,0,4.1,26262,-1,0,26,1,0.7,0,4.7,0,0,3,0,1,11,62397,0,0,0,0,540,7759,0,0,147,Liverpool,Southampton,Man Utd,Burnley,Crystal Palace,5.6,4.6,4.9,4.3,3.8,5.8,5.4,4.4,4.8,4.4,4.5,5.3,3.8,6.4,5,4.6,3.5,2.9,5.6,4,6.1,5.2,3.4,5.8,4.9,5.4,4.9,4.4,5.2,5.8,4.3,3.9,32.5
Juninho,Bacuna,MID,HUD,4400000,0,0,0,0,0,0,3956,0,0,0,0,0,0,0,0,283,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1091,0,0,0,0,0,117,0,0,0,Tottenham,Burnley,Liverpool,Watford,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Bailly,DEF,MUN,5200000,0,5,0.833333333333333,1.6025641025641E-07,9.61538461538461E-07,0,141637,0,4,0,0,0,0,0,0.9,10687,-3,1,5,3,0.1,0,0.7,0,0,0,0,0,1.9,42645,0,0,0,0,182,547,-1,0,29,West Ham,Newcastle,Chelsea,Everton,Bournemouth,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.5,3.6
Leighton,Baines,DEF,EVE,5300000,0,5,1.3,2.45283018867925E-07,9.43396226415094E-07,0,57359,0,5,0,0,0,0,0,0.9,6465,-2,1,5,2,0.1,0,0.3,0,0,0,0,0,1,14307,0,0,0,0,284,451,-1,0,40,Fulham,Leicester,Crystal Palace,Man Utd,Brighton,0.6,0.6,0.6,1,1.1,0.7,1.3,0.6,0.7,0.6,0.6,0.9,0.6,0.6,0.9,0.9,0.6,0.9,1,0.6,0.6,1.1,1,0.7,1,0.7,0.6,0.6,0.8,1.2,0.9,0.8,13
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11064,0,0,0,0,0,0,0,0,161,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,305,0,0,0,0,0,2,0,0,0,Liverpool,Southampton,Man Utd,Burnley,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4400000,8,13,2.2,5E-07,2.95454545454545E-06,0,9515,1,11,0,0,0,0,0,3,769,-1,0,13,1,0.9,0,4,2,0,1,0,0,0.3,5739,0,0,0,0,540,2806,0,0,108,Man Utd,Brighton,Tottenham,Leicester,Burnley,1.6,1.7,1.8,1.4,1.8,2.4,1.4,1.9,2.6,1.2,1.2,1.4,1.8,1.6,2.3,1.2,1.1,1.9,2,2.7,1.4,1.5,1.5,2.6,2,2.1,2,2.4,1.8,2.2,1.7,1.4,18.8
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,12535,0,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0.4,863,0,0,0,0,0,42,0,0,0,Man City,West Ham,Newcastle,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4400000,0,2,0.333333333333333,7.57575757575757E-08,4.54545454545455E-07,0,5242,1,3,0,0,0,0,0,0.5,543,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,2121,0,0,0,0,160,31,0,0,17,Man City,West Ham,Newcastle,Wolverhampton,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.6
Sol,Bamba,DEF,CAR,4500000,0,22,4.4,9.77777777777778E-07,4.88888888888889E-06,0,28500,0,9,0,0,0,1,0,4.9,4700,0,0,22,0,0.5,0,2.3,2,0,2,0,0,1.3,46509,0,0,0,0,450,3502,0,0,85,Burnley,Tottenham,Fulham,Liverpool,Leicester,5.4,5.6,4.5,4.5,5.5,6.3,5.1,6,5,5.1,4,5.1,6.6,4.1,5.4,5.7,5,3.6,5.6,4.8,4.4,5.9,5,5,4.7,5.8,4.2,4.5,5.8,3.6,3.9,6.1,21.6
Beni,Baningime,MID,EVE,4400000,0,0,0,0,0,0,1850,0,0,0,0,0,0,0,0,177,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,877,0,0,0,0,0,84,0,0,0,Fulham,Leicester,Crystal Palace,Man Utd,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4400000,0,1,0.166666666666667,3.78787878787879E-08,2.27272727272727E-07,0,5233,2,3,0,0,0,0,0,0.2,421,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,775,0,0,0,0,180,83,0,0,21,Cardiff City,Huddersfield,Man City,Chelsea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Ross,Barkley,MID,CHE,5800000,1,7,1.16666666666667,2.01149425287356E-07,1.20689655172414E-06,0,21520,0,3,0,0,0,0,0,1.2,1410,-2,0,7,2,0.1,0,0.7,0,0,1,0,0,0.3,7784,0,0,0,0,188,254,0,0,35,Liverpool,Southampton,Man Utd,Burnley,Crystal Palace,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,1.2,0.7,0.8,0.6,0.6,0.7,0.6,0.8,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,10.2
Ashley,Barnes,FWD,BUR,5700000,12,17,2.83333333333333,4.97076023391813E-07,2.98245614035088E-06,0,37001,0,1,0,0,0,2,0,3,1943,-3,0,17,3,0.8,0,4.7,3,0,0,0,0,0.6,15910,0,0,0,1,149,11903,0,0,64,Cardiff City,Huddersfield,Man City,Chelsea,West Ham,2.2,3,1.7,2.3,3.1,2.5,2.6,3.1,2.4,4,2.4,2.6,3.7,3.4,2.9,4,2.1,2.9,2.8,2.7,2.4,2.6,1.6,1.5,3.6,2.7,2,2.8,1.7,2.1,2.9,3.1,19.6
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,49753,0,0,0,0,0,0,0,0,4021,0,0,0,0,0,0,0,0,0,0,0,0,1.1,5210,0,0,0,0,0,27,0,0,0,Southampton,Crystal Palace,Watford,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,3900000,1,1,0.166666666666667,4.27350427350427E-08,2.56410256410256E-07,0,145794,0,0,0,0,0,0,0,0.3,9962,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,4,71350,0,0,0,0,35,15292,0,0,4,Wolverhampton,Chelsea,Bournemouth,Newcastle,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Asmir,Begovic,GLK,BOU,4500000,0,14,2.3,5.11111111111111E-07,3.11111111111111E-06,0,83839,0,11,0,16,0,0,0,3.1,10631,0,0,14,0,0.3,0,1.3,0,0,1,0,0,4.5,75840,0,0,0,0,540,1963,0,0,89,Crystal Palace,Watford,Southampton,Fulham,Man Utd,1.7,1.2,2.3,1.2,2.3,1.2,1.8,1.2,2.6,2.7,1.2,3,1.5,1.8,2,1.3,2.3,2.7,1.9,1.2,2.8,1.2,2,1.7,2.1,1.2,2.5,1.2,2,1.2,2.5,2.1,11.8
Hector,Bellerin,DEF,ARS,5400000,6,15,2.5,4.62962962962963E-07,2.77777777777778E-06,0,369983,1,9,0,0,0,0,0,2.8,20944,-1,0,15,1,0.5,0,2.7,0,0,1,0,1,10.3,137105,0,0,0,0,540,16964,0,0,103,Watford,Fulham,Leicester,Crystal Palace,Liverpool,1.8,1.4,2.4,3.2,2.6,2.7,1.2,2.3,2.8,2.5,2.1,2.3,2,1.9,1.8,2.2,2.6,3.2,1.7,2.8,2.1,2.5,2.6,2.1,2.2,2,2.2,1.6,1.5,1.7,2.9,1.9,25.8
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,23181,0,0,0,0,0,0,0,0,2092,-1,0,0,1,0,0,0,0,0,0,0,0,1,10717,0,0,0,0,0,2834,0,0,0,Newcastle,Everton,Arsenal,West Ham,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2537,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,Newcastle,Everton,Arsenal,West Ham,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4500000,0,19,3.8,8.44444444444444E-07,4.22222222222222E-06,0,24201,0,9,0,0,0,0,0,4.2,4011,0,0,19,0,0.3,0,1.3,2,0,2,0,1,0.8,46919,0,0,0,0,450,685,0,0,97,Burnley,Tottenham,Fulham,Liverpool,Leicester,4.4,4.6,3.6,3.6,4.4,5.2,4.1,4.9,4,4.1,3.1,4.1,5.5,3.2,4.4,4.7,4,2.9,4.6,3.9,3.5,4.9,4,4.1,3.8,4.8,3.3,3.6,4.7,2.8,3.1,5,13.5
Ryan,Bennett,DEF,WOL,4100000,2,17,2.8,6.82926829268293E-07,4.14634146341463E-06,0,166326,1,6,0,0,0,0,0,4.1,14595,1,0,17,-1,1,0,4.3,0,0,2,0,0,11,465929,0,0,0,0,540,48753,0,0,99,Southampton,Crystal Palace,Watford,Brighton,Tottenham,2.7,3.5,2.3,2.2,2.9,1.6,3.1,3.3,3.2,2.4,3.1,3.2,1.6,2.8,2,1.9,3,2.7,2.4,2.5,1.4,3,3.9,2.6,2.1,2.1,2.7,2.3,3.5,1.8,2.3,2.1,15.7
Christian,Benteke,FWD,CRY,6400000,0,8,2,3.125E-07,1.25E-06,0,60806,0,5,0,0,0,0,0,1.3,4668,-1,0,8,1,0.1,0,0.7,0,0,1,0,0,0.6,20426,0,0,0,0,325,87,0,0,5,Bournemouth,Wolverhampton,Everton,Arsenal,Chelsea,0,0,0,0,0,1,2.3,1,2.2,2.5,1.2,1.5,1,1,1.5,1,1.3,2,1.4,1,2,1,1.7,1.4,2,1,2.1,1,2.1,1.2,1.8,1.4,23.3
