FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Sullay,Kaikai,MID,CRY,4400000,0,0,0,0,0,0,9114,0,0,0,0,0,0,0,0,300,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,6518,0,0,0,0,0,63,0,0,0,Arsenal,Chelsea,Tottenham,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aboubakar,Kamara,FWD,FUL,4400000,0,4,0.444444444444444,1.01010101010101E-07,9.09090909090909E-07,0,498432,0,7,0,0,0,0,0,0.9,22741,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,7.5,325652,0,0,0,0,152,12113,0,0,10,Bournemouth,Huddersfield,Liverpool,Southampton,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.5
Harry,Kane,FWD,TOT,12400000,2,47,5.2,4.19354838709677E-07,3.79032258064516E-06,0,1095583,3,7,0,0,0,5,0,3.8,254418,-1,1,47,1,0.4,0,5.3,9,0,4,0,1,25.1,792872,0,0,0,2,801,6885,-1,0,169,Man City,Wolverhampton,Crystal Palace,Chelsea,Arsenal,5.2,5.4,7.3,4.9,6.4,6.2,6.6,6.8,5.9,6.6,4.9,6.4,6.5,6.9,6.1,6.1,6.6,6.5,5.9,6.4,6.7,4.7,4.9,7.2,6.1,4.8,6.9,5.8,6.8,83.8
N'Golo,Kante,MID,CHE,4900000,2,25,2.8,5.71428571428571E-07,5.10204081632653E-06,0,645461,2,7,0,0,0,1,0,5.1,39360,-1,1,25,1,0.5,0,2.3,0,0,4,0,0,17.1,415048,0,0,0,0,810,13115,-1,0,133,Burnley,Crystal Palace,Everton,Tottenham,Fulham,2.4,2.6,2.3,2.2,2.4,2.7,1.6,2.2,2.2,2.5,4,2.6,2.5,2.2,2.2,2.6,1.5,2.7,1.7,2.4,2.3,1.8,2.3,2.3,1.8,2.5,2.4,2.1,2.3,46
Loris,Karius,GLK,LIV,4900000,0,0,0,0,0,0,7605,0,0,0,0,0,0,0,0,100,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,486,0,0,0,0,0,5,0,0,0,Cardiff City,Arsenal,Fulham,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beram,Kayal,MID,BHA,4400000,7,16,1.77777777777778,4.04040404040404E-07,3.63636363636364E-06,0,8387,3,5,0,0,0,1,0,3.6,3247,-1,0,16,1,1.1,0,4.7,0,0,2,0,1,0.7,37004,0,0,0,0,340,26774,0,0,66,Wolverhampton,Everton,Cardiff City,Leicester,Huddersfield,1.4,0.9,0.9,1.4,1.5,1.6,0.9,0.9,0.9,1.3,1.4,0.9,1.1,0.9,0.9,1.3,1.5,0.9,0.9,1.6,1.8,1.6,1.6,0.9,1.6,0.9,1.5,0.9,1,17.4
Michael,Keane,DEF,EVE,4900000,11,39,5.6,1.14285714285714E-06,7.95918367346939E-06,0,115276,0,8,0,0,0,1,0,8,3527,-1,0,39,1,1.4,0,7,8,0,2,0,2,1.7,62235,0,0,0,2,630,17070,0,0,158,Man Utd,Brighton,Chelsea,Cardiff City,Liverpool,7,8.4,7,8.4,6.3,6.9,7.2,5.3,7.8,5.4,5.9,7.5,7.1,6.5,7.4,8,5.9,7.6,6.1,8.2,6.7,7.8,6.5,5.9,5.1,7.8,7.6,7.6,6.9,39.7
Neeskens,Kebano,MID,FUL,4400000,0,0,0,0,0,0,4774,0,0,0,0,0,0,0,0,114,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1617,0,0,0,0,0,47,0,0,0,Bournemouth,Huddersfield,Liverpool,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naby,Keita,MID,LIV,7200000,0,18,2,2.77777777777778E-07,2.5E-06,0,250743,0,0,0,0,0,0,0,2.5,10965,-3,0,18,3,0.2,0,1.3,0,0,5,0,0,2,70033,0,0,0,0,436,96,0,0,55,Cardiff City,Arsenal,Fulham,Watford,Everton,0,1.1,1.6,1.2,1.5,1.2,1.1,1.2,1.4,1.7,1.4,1,1.1,1.7,1.5,1.2,1.7,1.2,1.4,1,1.7,1.2,1.1,1.6,1,1.1,1.7,1.9,1.5,21.5
Martin,Kelly,DEF,CRY,3900000,0,2,0.222222222222222,5.6980056980057E-08,5.12820512820513E-07,0,215111,0,4,0,0,0,0,0,0.5,10761,-1,0,2,1,0,0,0,0,0,0,0,0,6,116177,0,0,0,0,180,6602,0,0,21,Arsenal,Chelsea,Tottenham,Man Utd,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
,Kenedy,MID,NEW,4900000,2,20,2.5,5.10204081632653E-07,4.08163265306122E-06,0,103926,0,7,0,0,0,1,0,4.1,4020,-1,0,20,1,0.8,1,4,0,0,3,0,0,1.2,47504,0,0,0,0,591,9717,0,0,59,Southampton,Watford,Bournemouth,Burnley,West Ham,2.7,1.6,2,2.2,1.8,1.6,1.7,3.2,1.8,1.6,2.2,1.3,1.7,2,1.2,2,2.4,2,1.9,2.2,1.7,1.9,1.9,2,2,2,1.9,1.3,2.1,28.2
Jonjoe,Kenny,DEF,EVE,4300000,0,13,1.44444444444444,3.35917312661499E-07,3.02325581395349E-06,0,11232,0,6,0,0,0,0,0,3,1744,-2,0,13,2,0.6,0,2.7,0,0,1,0,1,0.2,10128,0,0,0,0,360,304,0,0,62,Man Utd,Brighton,Chelsea,Cardiff City,Liverpool,0.9,1.4,0.9,1.6,0.7,0.8,0.9,0.7,1.1,0.7,0.7,1,0.9,0.8,1.2,1.2,0.7,1,0.9,1.2,0.8,1.1,0.7,0.7,0.7,1.1,1,1,0.9,11.1
,Kepa,GLK,CHE,5500000,1,37,4.1,7.45454545454545E-07,6.72727272727273E-06,0,136448,0,7,0,20,0,0,0,6.7,8755,0,0,37,0,0.8,0,4.3,1,0,4,0,0,5.4,222840,0,0,0,0,810,19446,0,0,169,Burnley,Crystal Palace,Everton,Tottenham,Fulham,4.2,3.6,5.2,5.3,4,5.4,4.3,4.6,4.2,4.5,5.7,4.4,3.7,3.2,3.2,4.8,4.1,5.4,4.5,4,4.9,4.6,5.3,4.8,4.8,4.3,5.3,3.9,4.3,15.6
,Ki Sung-yueng,MID,NEW,4700000,0,4,0.444444444444444,9.45626477541371E-08,8.51063829787234E-07,0,8771,0,4,0,0,0,0,0,0.9,345,-3,0,4,3,0,0,0,0,0,0,0,0,0.1,1035,0,0,0,0,180,42,0,0,17,Southampton,Watford,Bournemouth,Burnley,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.6
,Kiko Femenia,DEF,WAT,4200000,6,11,1.22222222222222,2.91005291005291E-07,2.61904761904762E-06,0,23632,0,5,0,0,0,0,0,2.6,1017,-3,0,11,3,0.5,0,2.3,0,0,1,0,0,0.3,13254,0,0,0,0,234,6392,0,0,68,Huddersfield,Newcastle,Southampton,Liverpool,Leicester,0.8,0.8,0.7,0.8,0.6,0.6,0.6,1.1,0.7,0.7,0.6,0.6,1,0.6,0.8,0.6,0.9,0.9,0.7,0.6,0.6,0.7,0.8,0.6,0.6,1.1,0.8,0.9,0.8,11.4
Joshua,King,FWD,BOU,6400000,2,44,4.9,7.65625E-07,6.875E-06,0,386993,1,9,0,0,0,4,0,6.9,30127,-1,0,44,1,0.9,0,5.7,8,0,4,0,1,5,254005,0,0,0,2,779,24200,0,0,141,Fulham,Man Utd,Newcastle,Arsenal,Man City,0,6.7,6.2,6.6,3.5,6.4,5.4,4.1,7.3,4.3,6.1,6.3,4.5,7.1,5.2,5,3.6,5.2,5,5.5,6.4,6.3,5.2,6.9,4.7,7.2,5.3,5.2,5.9,61.4
Davy,Klaassen,MID,EVE,6000000,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,Man Utd,Brighton,Chelsea,Cardiff City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ragnar,Klavan,DEF,LIV,4400000,0,0,0,0,0,0,5193,0,0,0,0,0,0,0,0,57,-1,0,0,1,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,5,0,0,0,Cardiff City,Arsenal,Fulham,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Knockaert,MID,BHA,5500000,0,30,3.8,6.90909090909091E-07,5.45454545454545E-06,0,56435,2,13,0,0,0,1,0,5.5,18257,0,0,30,0,0.2,0,1.3,1,0,1,0,3,1.9,133748,0,0,0,0,677,5900,0,0,120,Wolverhampton,Everton,Cardiff City,Leicester,Huddersfield,4.4,2.2,2.8,4.3,4.5,4.8,3,3,2.6,4.1,4.4,3,3.7,2.9,2.9,4.1,4.7,2.3,2.8,4.8,5.2,4.8,4.9,2.7,4.8,3.3,4.7,2.6,3.4,56.7
Sead,Kolasinac,DEF,ARS,4900000,0,0,0,0,0,0,20866,0,0,0,0,0,0,0,0,497,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1561,0,0,0,0,0,95,0,0,0,Crystal Palace,Liverpool,Wolverhampton,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent,Kompany,DEF,MCI,5200000,5,9,1,1.92307692307692E-07,1.73076923076923E-06,0,80310,2,2,0,0,0,0,0,1.7,1391,-3,0,9,3,0.3,0,1.7,0,0,1,0,0,1.4,17971,0,0,0,0,271,955,0,0,57,Tottenham,Southampton,Man Utd,West Ham,Bournemouth,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.6,0.7,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.9,0.6,0.6,0.5,0.5,0.5,9.9
Terence,Kongolo,DEF,HUD,4300000,0,8,0.888888888888889,2.0671834625323E-07,1.86046511627907E-06,0,9265,2,14,0,0,0,0,0,1.8,492,-2,1,8,2,0.1,0,0.3,0,0,1,0,0,0.1,2315,1,0,0,0,549,10,-1,0,75,Watford,Fulham,West Ham,Wolverhampton,Brighton,0,0.4,0.4,0.6,0.5,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.6,0.4,0.4,0.6,0.4,0.5,0.4,0.4,0.4,0.5,0.6,0.4,0.5,0.4,0.5,0.4,0.5,14.4
Laurent,Koscielny,DEF,ARS,5400000,0,0,0,0,0,0,3951,0,0,0,0,0,0,0,0,80,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,497,0,0,0,0,0,38,0,0,0,Crystal Palace,Liverpool,Wolverhampton,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheikhou,Kouyate,MID,CRY,4700000,2,10,1.4,2.97872340425532E-07,2.12765957446809E-06,0,17372,2,4,0,0,0,0,0,2.1,685,-3,1,10,3,0.1,0,0.7,0,0,2,0,0,0.3,3105,0,0,0,0,286,176,-1,0,30,Arsenal,Chelsea,Tottenham,Man Utd,Burnley,0.7,0.7,0.7,0.9,0.7,0.8,0.9,0.7,0.7,0.7,0.7,1,0.7,0.7,1.2,0.7,0.7,0.9,0.7,0.9,0.7,0.8,0.7,1.4,0.7,0.8,0.7,0.9,0.7,16.3
Mateo,Kovacic,MID,CHE,5900000,2,20,2.22222222222222,3.76647834274953E-07,3.38983050847458E-06,0,77011,1,2,0,0,0,0,0,3.4,4344,-1,0,20,1,0.6,0,3.3,1,0,4,0,1,1,48891,0,0,0,0,470,3080,0,0,90,Burnley,Crystal Palace,Everton,Tottenham,Fulham,1.7,1.8,1.5,1.5,1.7,1.9,1.1,1.5,1.5,1.7,3,1.8,1.7,1.5,1.5,1.8,1.1,1.9,1.2,1.6,1.6,1.2,1.6,1.6,1.2,1.7,1.6,1.4,1.6,42
Alexandre,Lacazette,FWD,ARS,9800000,2,50,5.6,5.71428571428571E-07,5.10204081632653E-06,0,279766,0,7,0,0,0,4,0,5.2,55557,3,-1,50,-3,0.6,0,6.3,7,0,2,0,4,15.7,900144,0,0,0,1,625,134616,1,0,163,Crystal Palace,Liverpool,Wolverhampton,Bournemouth,Tottenham,7.6,6.1,5.9,6,5.9,7.6,7.1,7,7.9,6.3,5.1,7.9,7.1,5.9,8.1,4.9,8,7.2,7.7,5.9,7.4,5.6,7.1,6.1,6.9,5.7,6.9,8.3,6.8,66.8
Adam,Lallana,MID,LIV,6900000,2,3,0.333333333333333,4.83091787439613E-08,4.34782608695652E-07,0,39312,1,0,0,0,0,0,0,0.4,397,-1,0,3,1,0.1,0,0.7,0,0,1,0,0,0.7,1653,0,0,0,0,71,265,0,0,12,Cardiff City,Arsenal,Fulham,Watford,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.5
Erik,Lamela,MID,TOT,6400000,11,29,3.22222222222222,5.03472222222222E-07,4.53125E-06,0,35303,0,1,0,0,0,3,0,4.5,5470,-1,0,29,1,0.6,0,4,4,0,1,0,1,0.8,71427,0,0,0,0,162,18102,0,0,90,Man City,Wolverhampton,Crystal Palace,Chelsea,Arsenal,2.1,3.3,4.7,1.8,2.7,3.3,2.8,3.1,2.3,3.2,2.9,2.8,2.3,2.9,2.7,3.1,2.8,3,2.4,2.6,3.7,3.2,2.2,3.4,3.2,1.9,2.9,2.7,2.9,37.3
Manuel,Lanzini,MID,WHU,6400000,0,0,0,0,0,0,1805,0,0,0,0,0,0,0,0,36,-1,0,0,1,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,28,0,0,0,Leicester,Burnley,Huddersfield,Man City,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aymeric,Laporte,DEF,MCI,5800000,6,48,5.3,9.13793103448276E-07,8.27586206896552E-06,0,127046,0,3,0,0,0,1,0,8.3,20206,3,-1,48,-3,1,0,6,0,0,6,0,0,8.9,511128,0,0,0,0,810,40911,1,0,210,Tottenham,Southampton,Man Utd,West Ham,Bournemouth,6.8,6.9,7,6.3,6.3,5.8,6.9,7.9,6,5.5,6.3,7.5,7.3,7.3,6.6,5.2,7.2,5.9,7.4,4.2,6.4,6.9,5.1,7.9,7.4,7.2,5.3,6.7,5.9,37.5
Jamaal,Lascelles,DEF,NEW,4800000,2,21,2.6,5.41666666666667E-07,4.375E-06,0,233044,0,10,0,0,0,0,0,4.4,11379,-2,0,21,2,0.3,0,1.3,2,0,2,0,0,4.1,25433,0,0,0,0,675,1014,0,0,129,Southampton,Watford,Bournemouth,Burnley,West Ham,2.7,1.7,1.7,2.2,2.2,2.5,2.3,3.6,1.8,2.6,2.4,2,3,3,1.9,2.9,3,2.4,1.9,2.7,2.5,1.6,1.6,1.5,2.3,2,2.5,2.3,2.1,23.3
Maxime,Le Marchand,DEF,FUL,4300000,0,4,0.7,1.62790697674419E-07,9.30232558139535E-07,0,12022,1,18,0,0,0,0,0,0.9,464,-2,0,4,2,0,0,0,1,0,0,0,0,0.2,3653,0,0,0,0,540,64,0,0,95,Bournemouth,Huddersfield,Liverpool,Southampton,Chelsea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,15.9
Florian,Lejeune,DEF,NEW,4400000,0,0,0,0,0,0,904,0,0,0,0,0,0,0,0,23,-1,0,0,1,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,9,0,0,0,Southampton,Watford,Bournemouth,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Lemina,MID,SOU,5000000,2,20,2.2,4.4E-07,4E-06,0,20685,4,14,0,0,0,0,0,4,2064,0,0,20,0,0.3,0,1.7,0,0,3,0,1,0.3,19360,0,0,0,0,785,59,0,0,95,Newcastle,Man City,Watford,Fulham,Man Utd,0,1.1,1.5,1.5,1.2,1.4,1.5,1.5,2.5,1.6,1.1,1.2,1.5,1.6,1.8,1.6,1.8,1.4,1.7,1.5,1.2,1.6,1.4,1.3,1.6,2.4,1.8,1.6,1.8,31.7
Aaron,Lennon,MID,BUR,5000000,2,29,3.2,6.4E-07,5.8E-06,0,67562,1,15,0,0,0,1,0,5.8,17624,0,0,29,0,0.3,0,1.7,2,0,2,0,1,1.4,124335,0,0,0,1,788,2949,0,0,80,Chelsea,West Ham,Leicester,Newcastle,Crystal Palace,0,2.6,2.4,3.4,4.4,2.6,3.7,2.3,2.3,3.2,3.2,3.9,3.3,2.6,2.5,3.6,2.3,2.5,3.7,3.5,1.9,3.1,3.2,2.3,3.5,2,2.4,1.9,2.9,29.4
Bernd,Leno,GLK,ARS,4800000,2,7,0.777777777777778,1.62037037037037E-07,1.45833333333333E-06,0,71519,0,2,0,8,0,0,0,1.5,2775,-2,0,7,2,0.5,0,2.3,0,0,0,0,0,1.6,30378,0,0,0,0,225,4140,0,0,43,Crystal Palace,Liverpool,Wolverhampton,Bournemouth,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,6.4
Jefferson,Lerma,MID,BOU,4500000,3,16,2.7,6E-07,3.55555555555556E-06,0,13555,3,7,0,0,0,0,0,3.6,1588,0,0,16,0,0.8,0,3.7,1,0,3,0,1,0.3,15659,0,0,0,0,524,2662,0,0,81,Fulham,Man Utd,Newcastle,Arsenal,Man City,1.8,2.1,2.7,2.4,1.4,2.9,2.1,2,3,1.6,1.7,2.4,1.4,2.6,1.7,1.7,1.4,2.6,1.6,1.9,2.9,2.8,1.7,2.8,1.6,2.7,2.4,2,3.3,21
,Lewis Cook,MID,BOU,4800000,3,12,1.33333333333333,2.77777777777778E-07,2.5E-06,0,11585,0,3,0,0,0,0,0,2.5,487,-2,0,12,2,0.6,0,2.7,0,0,2,0,0,0.2,3771,0,0,0,0,286,741,0,0,47,Fulham,Man Utd,Newcastle,Arsenal,Man City,0.7,0.7,0.9,0.7,0.7,1,0.7,0.7,1,0.7,0.7,0.8,0.7,0.9,0.7,0.7,0.7,0.8,0.7,0.7,1,0.9,0.7,0.9,0.7,0.9,0.7,0.7,1.2,5.7
Stephan,Lichtsteiner,DEF,ARS,4600000,2,3,0.333333333333333,7.2463768115942E-08,6.52173913043478E-07,0,89854,0,2,0,0,0,0,0,0.7,1513,-4,0,3,4,0.2,0,0.7,0,0,0,0,0,1,10524,0,0,0,0,115,670,0,0,6,Crystal Palace,Liverpool,Wolverhampton,Bournemouth,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2
Anders,Lindegaard,GLK,BUR,4400000,0,0,0,0,0,0,3513,0,0,0,0,0,0,0,0,142,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,548,0,0,0,0,0,23,0,0,0,Chelsea,West Ham,Leicester,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Lindelof,DEF,MUN,4800000,1,13,1.6,3.33333333333333E-07,2.70833333333333E-06,0,61346,0,11,0,0,0,0,0,2.7,2035,-2,0,13,2,-0.1,0,-0.3,0,0,1,0,0,0.9,32526,1,0,0,0,628,1312,0,0,105,Everton,Bournemouth,Man City,Crystal Palace,Southampton,1.3,0.8,0.9,0.8,1.2,0.8,0.9,1.1,1.4,1.2,0.8,1.3,1.3,1.4,0.9,1,0.9,1.1,1.5,1,0.8,0.9,0.8,1.4,1.1,1.1,1,1.8,1.5,13.7
Jesse,Lingard,MID,MUN,6700000,0,10,1.11111111111111,1.65837479270315E-07,1.49253731343284E-06,0,241731,0,5,0,0,0,0,0,1.5,7092,-3,0,10,3,0,0,0,0,0,1,0,0,2,53540,0,0,0,0,354,110,0,0,40,Everton,Bournemouth,Man City,Crystal Palace,Southampton,0,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,1.1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,19.7
Fernando,Llorente,FWD,TOT,5700000,1,2,1,1.75438596491228E-07,3.50877192982456E-07,0,15951,0,0,0,0,0,0,0,0.4,376,-3,0,2,3,0.1,0,0.3,0,0,0,0,0,0.2,5038,0,0,0,0,13,297,0,0,5,Man City,Wolverhampton,Crystal Palace,Chelsea,Arsenal,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.6
Hugo,Lloris,GLK,TOT,5400000,8,28,5.6,1.03703703703704E-06,5.18518518518519E-06,0,288186,0,2,0,17,0,0,0,5.2,5612,-1,0,28,1,1.1,0,5.7,3,0,3,0,0,4.1,68055,0,0,0,0,450,3991,0,0,120,Man City,Wolverhampton,Crystal Palace,Chelsea,Arsenal,6.8,7.7,8.4,7,5.1,6.9,6.6,6.8,7,6.2,7.2,7.2,6.9,6.2,6.3,6,6.7,6.5,7.9,5,7.5,5.9,7.3,8.1,6.7,6.4,7.4,5.2,8,13.6
Jurgen,Locadia,FWD,BHA,5300000,2,9,1.1,2.07547169811321E-07,1.69811320754717E-06,0,4993,1,3,0,0,0,0,0,1.7,227,-2,0,9,2,0.3,0,1.7,0,0,1,0,0,0.1,2457,0,0,0,0,207,432,0,0,17,Wolverhampton,Everton,Cardiff City,Leicester,Huddersfield,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.6,0.6,0.6,0.8,0.7,0.8,0.6,0.6,0.7,0.6,0.8,0.7,0.6,0.8,0.6,0.7,0.6,0.6,12.5
Ruben,Loftus-Cheek,MID,CHE,5200000,0,2,0.222222222222222,4.27350427350427E-08,3.84615384615385E-07,0,37506,0,0,0,0,0,0,0,0.4,733,-3,0,2,3,0,0,0,0,0,0,0,0,0.5,3334,0,0,0,0,33,2112,0,0,9,Burnley,Crystal Palace,Everton,Tottenham,Fulham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
Kevin,Long,DEF,BUR,4200000,0,2,0.222222222222222,5.29100529100529E-08,4.76190476190476E-07,0,29084,0,1,0,0,0,0,0,0.5,846,-3,0,2,3,0.2,0,0.7,0,0,0,0,0,0.4,3633,0,0,0,0,63,277,0,0,15,Chelsea,West Ham,Leicester,Newcastle,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Shane,Long,FWD,SOU,4800000,1,11,1.6,3.33333333333333E-07,2.29166666666667E-06,0,84899,0,6,0,0,0,0,0,2.3,3683,-2,0,11,2,0.1,0,0.7,0,0,1,0,0,1.2,46667,0,0,0,0,355,5789,0,0,27,Newcastle,Man City,Watford,Fulham,Man Utd,1,0.8,1,1.8,1.1,0.8,1,1.1,1.5,1.3,0.8,0.9,1.1,1.2,0.8,1.1,1.3,1,1.9,1.4,0.8,1.1,0.9,0.8,0.8,1.4,1.2,1.3,1,19
Sean,Longstaff,MID,NEW,4500000,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,22,0,0,0,Southampton,Watford,Bournemouth,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ademola,Lookman,MID,EVE,5100000,4,6,0.666666666666667,1.30718954248366E-07,1.17647058823529E-06,0,9659,0,0,0,0,0,0,0,1.2,155,-4,0,6,4,0.3,0,1.3,0,0,0,0,1,0.1,1130,0,0,0,0,54,169,0,0,22,Man Utd,Brighton,Chelsea,Cardiff City,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,5.3
Jonas,Lossl,GLK,HUD,4400000,2,21,3,6.81818181818182E-07,4.77272727272727E-06,0,47834,0,9,0,16,0,0,0,4.8,2736,-1,0,21,1,0.5,0,2,2,0,1,0,0,1.4,23558,0,0,0,1,617,3579,0,0,108,Watford,Fulham,West Ham,Wolverhampton,Brighton,3,2.2,2.8,3.7,3.3,2.1,2,2,2.5,3.6,2.6,2.4,3.7,2.4,3.1,3.7,1.6,3.4,2.8,3.1,2.1,3.3,3.9,2.4,3.6,2.2,3.2,2.5,3.3,16.7
