FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,4,0,0,0,Liverpool,Cardiff City,Huddersfield,Bournemouth,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,10969,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1280,0,0,0,0,0,49,0,0,0,Watford,Man Utd,Crystal Palace,Leicester,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,14640,0,0,0,0,0,0,0,0,60,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,689,0,0,0,0,0,3,0,0,0,Man City,Tottenham,Burnley,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4600000,2,51,3.2,6.95652173913044E-07,1.10869565217391E-05,0,205827,0,19,0,0,0,1,0,11.1,12842,1,0,51,-1,0.3,0,1.5,3,0,4,0,0,4.7,356110,0,0,0,0,1440,9201,0,0,281,Bournemouth,Liverpool,Fulham,Tottenham,Crystal Palace,2.6,3.4,2.6,3.7,3.2,2.9,3.1,2.9,3.5,2.6,2.4,4.3,4.8,3.5,2.4,2.8,3.2,2.9,4,3.1,3.3,3,55.6
Bonatini Lohner Maia,Bonatini,FWD,WOL,4700000,0,10,1.4,2.97872340425532E-07,2.12765957446809E-06,0,57691,0,0,0,0,0,0,0,2.1,1234,-3,0,10,3,0,0,0,0,0,0,0,1,0.5,29672,0,0,0,0,130,669,0,0,19,Bournemouth,Liverpool,Fulham,Tottenham,Crystal Palace,0.9,0.7,1.3,0.8,0.7,0.7,0.8,1,0.7,0.8,0.9,0.9,1.2,0.7,0.9,0.9,1,0.9,1.2,0.8,1.6,0.7,13.6
Gaetan,Bong,DEF,BHA,4500000,0,28,2.3,5.11111111111111E-07,6.22222222222222E-06,0,8481,0,18,0,0,0,0,0,6.2,552,0,0,28,0,0,0,0,0,0,3,0,0,0.2,6801,0,0,0,0,1054,77,0,0,155,Chelsea,Bournemouth,Arsenal,Everton,West Ham,2.7,1.2,1.7,3.3,1.3,2.4,1.4,1.2,2.4,2.3,1.7,1.4,3,1.8,3.4,2.4,1.8,1.8,1.7,1.8,1.2,2.4,18.1
Artur,Boruc,GLK,BOU,4000000,0,0,0,0,0,0,133416,0,0,0,0,0,0,0,0,3288,0,0,0,0,0,0,0,0,0,0,0,0,6.1,75345,0,0,0,0,0,2742,0,0,0,Wolverhampton,Brighton,Tottenham,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,0,0,0,Arsenal,Huddersfield,West Ham,Man City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,3,13,0.8125,1.50462962962963E-07,2.40740740740741E-06,0,1991,2,11,0,0,0,0,0,2.4,74,-1,0,13,1,0.4,0,2,0,0,1,0,1,0,1099,0,0,0,0,417,62,0,0,55,Tottenham,Arsenal,Everton,West Ham,Huddersfield,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,22.4
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,9455,0,0,0,0,0,0,0,0,91,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,960,0,0,0,0,0,29,-1,0,0,Everton,Crystal Palace,Leicester,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,4986,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0.2,12489,0,0,0,0,0,562,0,0,0,Watford,Man Utd,Crystal Palace,Leicester,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4400000,0,0,0,0,0,0,3634,0,0,0,0,0,0,0,0,55,-1,0,0,1,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,37,0,0,0,Cardiff City,West Ham,Chelsea,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,5100000,2,50,3.3,6.47058823529412E-07,9.80392156862745E-06,0,127157,1,17,0,0,0,3,0,9.6,20032,1,1,50,-1,0.5,0,2.5,2,0,4,0,1,2.8,281873,0,0,0,0,1028,5296,-1,0,160,Wolverhampton,Brighton,Tottenham,Man Utd,Watford,3.1,4,2.6,2.6,3.3,2.1,2.9,2.4,2.4,2,3.3,2.6,2.3,3.6,3.5,2.9,3.6,2.6,3.8,3.2,2.3,3.5,75.9
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,3151,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5286,0,0,0,0,0,161,0,0,0,Man City,Tottenham,Burnley,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4400000,2,31,1.9375,4.40340909090909E-07,7.04545454545455E-06,0,34764,2,6,0,0,0,0,0,7,2436,-1,0,31,1,0.2,0,1,4,0,3,0,1,0.6,49259,0,0,0,1,619,222,0,0,132,Chelsea,Bournemouth,Arsenal,Everton,West Ham,2.1,1,1.3,2.6,1,1.9,1.1,1,1.9,1.8,1.3,1,2.4,1.4,2.8,1.8,1.4,1.4,1.3,1.4,1,1.9,18.4
Joe,Bryan,DEF,FUL,4800000,0,6,0.375,7.8125E-08,1.25E-06,0,8612,0,13,0,0,0,0,0,1.3,80,-2,0,6,2,0.1,0,0.3,0,0,0,0,0,0.1,2222,0,0,0,0,418,86,0,0,65,West Ham,Newcastle,Wolverhampton,Huddersfield,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.2
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,35353,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,1.7,34972,0,0,0,0,0,1593,0,0,0,Chelsea,Bournemouth,Arsenal,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2657,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,2,0,0,0,Fulham,Watford,Southampton,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4700000,0,0,0,0,0,0,6896,0,0,0,0,0,0,0,0,123,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1404,0,0,0,0,0,58,0,0,0,Brighton,Leicester,Watford,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,5100000,0,1,0.0625,1.22549019607843E-08,1.96078431372549E-07,0,50951,0,0,0,0,0,0,0,0.2,715,-4,0,1,4,0,0,0,0,0,0,0,0,0.6,4710,0,0,0,0,21,121,0,0,3,Brighton,Leicester,Watford,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Tom,Cairney,MID,FUL,4700000,1,21,1.9,4.04255319148936E-07,4.46808510638298E-06,0,146590,0,19,0,0,0,0,0,4.4,1414,-3,1,21,3,0.3,0,1.5,0,0,0,0,1,0.6,20867,0,0,0,0,702,285,-1,0,133,West Ham,Newcastle,Wolverhampton,Huddersfield,Arsenal,1.3,1.5,1.5,1.7,1,1.1,1,1.9,1.3,1.2,1,1.2,1,1,1.1,1,1,1.5,1,1.6,1.1,1.6,39.1
Dominic,Calvert-Lewin,FWD,EVE,5300000,1,26,1.9,3.58490566037736E-07,4.90566037735849E-06,0,85685,1,7,0,0,0,2,0,4.9,2232,-2,0,26,2,0.2,0,0.8,2,0,0,0,0,0.7,47021,0,0,0,0,390,1009,0,0,83,Man City,Tottenham,Burnley,Brighton,Leicester,1,1.3,1.1,1,1.6,1.8,1.1,1.1,1.5,1,1.5,1,1.3,1.3,1.4,1.3,1.8,1.7,1.9,1.1,1.9,1,26.9
Rafael,Camacho,MID,LIV,5000000,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,13,0,0,0,Man Utd,Wolverhampton,Newcastle,Arsenal,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CAR,4600000,3,40,2.7,5.8695652173913E-07,8.69565217391304E-06,0,69035,3,28,0,0,0,1,0,8.7,7985,1,0,40,-1,0.4,0,2,2,0,3,0,1,1.6,153692,0,0,0,0,1311,3659,0,0,158,Watford,Man Utd,Crystal Palace,Leicester,Tottenham,1.7,2.3,2.2,1.7,1.9,3,2.5,1.5,2.6,2,2.7,2.7,1.9,2.4,1.5,1.9,1.4,1.8,2.1,1.8,2.5,1.5,80.5
Etienne,Capoue,MID,WAT,4900000,0,40,3.1,6.3265306122449E-07,8.16326530612245E-06,0,144266,5,18,0,0,0,1,0,8.2,9334,-1,1,40,1,0.1,0,0.3,8,0,3,0,2,0.6,158807,0,0,0,1,1169,46,-1,1,202,Cardiff City,West Ham,Chelsea,Newcastle,Bournemouth,0,2.5,2.2,3.3,2.5,3.1,3.3,2.3,2.3,3.1,2.1,1.7,2.8,1.6,3.5,2.3,3.5,2.9,3.2,3,1.8,2.7,42.1
,Carlos Sanchez,MID,WHU,4400000,0,7,0.4375,9.94318181818182E-08,1.59090909090909E-06,0,17354,0,4,0,0,0,0,0,1.6,279,-1,0,7,1,0,0,0,0,0,0,0,0,0.2,6469,0,0,0,0,217,19,0,0,37,Fulham,Watford,Southampton,Burnley,Brighton,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.2
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,1,0,0,0,Arsenal,Huddersfield,West Ham,Man City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5400000,1,2,0.125,2.31481481481481E-08,3.7037037037037E-07,0,3440,0,2,0,0,0,0,0,0.4,399,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0.1,5417,0,0,0,0,71,2012,0,0,7,Fulham,Watford,Southampton,Burnley,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.4
Craig,Cathcart,DEF,WAT,4500000,1,42,2.6,5.77777777777778E-07,9.33333333333333E-06,0,52702,1,23,0,0,0,1,0,9.3,1751,0,0,42,0,0.2,0,1,3,0,3,0,0,1,90103,1,0,0,1,1431,3793,0,0,245,Cardiff City,West Ham,Chelsea,Newcastle,Bournemouth,3.9,2,2.9,2,1.6,2.7,2.5,2.6,1.9,3.6,2.9,2.1,2.3,2,2.5,2.2,2.5,1.8,3.2,2.7,2.5,2.2,47.4
Ivan,Cavaleiro,MID,WOL,5200000,0,24,1.5,2.88461538461538E-07,4.61538461538462E-06,0,15342,1,4,0,0,0,2,0,4.6,1364,-3,0,24,3,0.2,0,0.8,3,0,1,0,0,0.1,13803,0,0,0,1,262,80,0,0,74,Bournemouth,Liverpool,Fulham,Tottenham,Crystal Palace,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,0.8,1.1,1,0.8,0.8,0.8,0.8,0.9,1.2,0.8,1.1,0.8,31.7
Petr,Cech,GLK,ARS,4900000,0,24,1.5,3.06122448979592E-07,4.89795918367347E-06,0,119713,0,9,0,27,0,0,0,4.9,2352,-1,0,24,1,0,0,0,3,0,1,0,0,1.3,79560,0,0,0,0,585,292,0,0,130,Southampton,Burnley,Brighton,Liverpool,Fulham,0.8,1,0.8,0.8,1,0.8,1.2,1.9,0.8,1.4,1.1,0.8,1.1,1,1,0.8,1,0.9,1,0.9,1.4,0.8,20.4
,Cedric,DEF,SOU,4400000,0,44,2.9,6.59090909090909E-07,1E-05,0,321581,4,29,0,0,0,1,0,10,24857,-1,0,44,1,0.7,0,3,7,0,3,0,2,4.4,157244,0,0,0,1,1315,2112,0,0,236,Arsenal,Huddersfield,West Ham,Man City,Chelsea,0,3.7,2.6,3.1,2.9,2.5,4.1,2.9,2.3,4.4,1.6,3,2.5,2.9,2.5,2.2,3.1,3.2,2.5,2.4,2.4,3.8,59.1
Nathaniel,Chalobah,MID,WAT,4500000,0,6,0.375,8.33333333333333E-08,1.33333333333333E-06,0,10198,2,4,0,0,0,0,0,1.3,251,0,0,6,0,0.2,0,0.8,0,0,0,0,0,0.1,4048,0,0,0,0,191,140,0,0,23,Cardiff City,West Ham,Chelsea,Newcastle,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.2
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,1735,0,0,0,0,0,0,0,0,44,-1,0,0,1,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,20,0,0,0,Man Utd,Wolverhampton,Newcastle,Arsenal,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,0,9,0.5625,1.33928571428571E-07,2.14285714285714E-06,0,71040,2,15,0,0,0,0,0,2.1,1177,-3,0,9,3,0.2,0,1,0,0,0,0,0,0.9,15983,0,0,0,0,696,1178,0,0,98,West Ham,Newcastle,Wolverhampton,Huddersfield,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.5,0.3,0.3,40.8
,Chicharito,FWD,WHU,6400000,9,43,3.6,5.625E-07,6.71875E-06,0,131881,0,9,0,0,0,4,0,6.8,8922,-1,-1,43,1,1,0,6.3,4,0,3,0,2,7.3,402113,0,0,0,1,569,230590,1,0,150,Fulham,Watford,Southampton,Burnley,Brighton,4.5,4,4,3.9,4.6,4,3.9,3.5,3,3.9,5.1,2.9,3.6,3.6,3.6,4.2,3,4.3,3.6,3.6,4.3,3.8,44.5
Benjamin,Chilwell,DEF,LEI,5200000,1,55,3.4,6.53846153846154E-07,1.05769230769231E-05,0,107938,1,20,0,0,0,0,0,10.6,28247,2,0,55,-2,0.5,0,2.8,5,0,5,0,2,3.1,249803,0,0,0,1,1440,5626,0,0,254,Crystal Palace,Chelsea,Man City,Cardiff City,Everton,0,3.9,3.6,5,3.9,3.6,3.9,3.4,3.4,4.1,3.5,4.3,3.5,3.5,3.2,2.8,4.6,2.8,3.3,2.6,3.2,4,69.5
Hamza,Choudhury,MID,LEI,4300000,0,0,0,0,0,0,5035,0,0,0,0,0,0,0,0,201,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,3247,0,0,0,0,0,217,0,0,0,Crystal Palace,Chelsea,Man City,Cardiff City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,5000000,0,0,0,0,0,0,49056,1,2,0,0,0,0,0,0,309,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,2999,0,0,0,0,90,138,0,0,11,Brighton,Leicester,Watford,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
Cyrus,Christie,DEF,FUL,4200000,0,9,0.9,2.14285714285714E-07,2.14285714285714E-06,0,10447,1,20,0,0,0,0,0,2.1,206,-3,0,9,3,0.2,0,1,0,0,0,0,0,0.1,2227,0,0,0,0,755,126,0,0,97,West Ham,Newcastle,Wolverhampton,Huddersfield,Arsenal,0.4,0.4,0.5,0.7,0.4,0.4,0.5,0.6,0.4,0.4,0.4,0.4,0.6,0.4,0.5,0.5,0.4,0.8,0.4,0.9,0.4,0.4,35.8
Ibrahima,Cisse,MID,FUL,4400000,1,1,0.0625,1.42045454545455E-08,2.27272727272727E-07,0,5049,0,1,0,0,0,0,0,0.2,153,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,4908,0,0,0,0,17,85,0,0,3,West Ham,Newcastle,Wolverhampton,Huddersfield,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Ciaran,Clark,DEF,NEW,4500000,0,28,1.75,3.88888888888889E-07,6.22222222222222E-06,0,17112,1,13,0,0,0,2,0,6.2,562,0,0,28,0,0.6,0,2.8,3,0,1,0,0,0.2,13569,0,0,0,1,677,799,0,0,140,Huddersfield,Fulham,Liverpool,Watford,Man Utd,2,1.1,1.3,1.3,1.1,1.5,2.1,1.2,1.6,1.5,1.7,1.1,1.2,1.9,1,0.9,1.1,1.3,1.2,1.1,1.2,1.1,33.4
Tom,Cleverley,MID,WAT,5000000,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,44,0,0,0,Cardiff City,West Ham,Chelsea,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,LIV,4600000,0,0,0,0,0,0,23533,0,0,0,0,0,0,0,0,362,-4,0,0,4,0,0,0,0,0,0,0,0,0.2,2979,0,0,0,0,0,277,0,0,0,Man Utd,Wolverhampton,Newcastle,Arsenal,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coady,DEF,WOL,4500000,1,40,2.5,5.55555555555556E-07,8.88888888888889E-06,0,24868,4,19,0,0,0,0,0,8.9,1257,0,0,40,0,0.2,0,1,2,0,4,0,0,0.6,21514,0,0,0,0,1440,1056,0,0,249,Bournemouth,Liverpool,Fulham,Tottenham,Crystal Palace,1.7,2.4,1.7,2.6,2.2,1.9,2.1,2,2.5,1.7,1.6,3.1,3.6,2.4,1.6,1.9,2.2,2,2.8,2.1,2.3,2.1,27.7
Seamus,Coleman,DEF,EVE,5200000,-1,37,3.1,5.96153846153846E-07,7.11538461538462E-06,0,160089,1,13,0,0,0,1,0,7.1,9514,-3,0,37,3,0.4,0,2.3,2,0,3,0,0,1.5,83895,1,0,0,1,1080,1632,0,0,199,Man City,Tottenham,Burnley,Brighton,Leicester,2.2,3.5,2.1,2.1,3.4,2.9,2.2,3.6,3.8,2.4,3.6,3.1,3.7,2.3,4,2.2,2.7,1.9,3.4,3,3.5,2.9,46.6
Matthew,Connolly,DEF,CAR,3800000,0,0,0,0,0,0,56494,0,0,0,0,0,0,0,0,2147,-2,0,0,2,0,0,0,0,0,0,0,0,1.2,31434,0,0,0,0,0,5380,0,0,0,Watford,Man Utd,Crystal Palace,Leicester,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4600000,6,39,2.6,5.65217391304348E-07,8.47826086956522E-06,0,47248,3,27,0,0,0,1,0,8.5,1348,-4,0,39,4,0.9,0,4.3,0,0,4,0,1,0.5,13772,0,0,0,0,1332,4067,0,0,193,Tottenham,Arsenal,Everton,West Ham,Huddersfield,1.7,1.7,2.4,2.1,2.4,2.8,1.8,1.7,2.7,1.6,1.6,2.6,2.2,1.3,2.2,2.4,1.9,2.6,1.3,1.6,1.3,2.2,46.6
Helder,Costa,MID,WOL,4800000,4,34,2.1,4.375E-07,7.08333333333333E-06,0,56744,2,16,0,0,0,0,0,7.1,1352,-2,0,34,2,0.5,0,2.3,0,0,4,0,1,0.5,36988,0,0,0,0,1100,1263,0,0,89,Bournemouth,Liverpool,Fulham,Tottenham,Crystal Palace,1.5,1.1,1.5,1.3,1.5,1,1.4,1.4,1,1.7,1.4,1.9,1.7,1,1.5,1.5,1.3,1.6,2,1.4,1.9,1,49
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,54026,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0.5,289,0,0,0,0,0,11,0,0,0,Brighton,Leicester,Watford,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,26,0,0,0,Fulham,Watford,Southampton,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5100000,0,9,0.5625,1.10294117647059E-07,1.76470588235294E-06,0,78595,1,7,0,0,0,0,0,1.8,795,-4,0,9,4,0.1,0,0.5,0,0,0,0,0,0.6,4854,0,0,0,0,475,378,0,0,74,Fulham,Watford,Southampton,Burnley,Brighton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,24
,Cunningham,DEF,CAR,4200000,0,3,0.1875,4.46428571428571E-08,7.14285714285714E-07,0,3660,2,9,0,0,0,0,0,0.7,99,-3,0,3,3,0.1,0,0.5,0,0,0,0,0,0,555,0,0,0,0,360,2,0,0,38,Watford,Man Utd,Crystal Palace,Leicester,Tottenham,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.5
Pontus,Dahlberg,GLK,WAT,4400000,0,0,0,0,0,0,1872,0,0,0,0,0,0,0,0,40,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,469,0,0,0,0,0,17,0,0,0,Cardiff City,West Ham,Chelsea,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5300000,1,3,0.1875,3.5377358490566E-08,5.66037735849057E-07,0,4472,1,3,0,0,0,0,0,0.6,971,-2,0,3,2,0.2,0,0.8,0,0,0,0,0,0.1,7351,0,0,0,0,198,3302,0,0,37,Liverpool,Cardiff City,Huddersfield,Bournemouth,Newcastle,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.1
Loic,Damour,MID,CAR,4300000,0,2,0.125,2.90697674418605E-08,4.65116279069767E-07,0,3561,0,2,0,0,0,0,0,0.5,180,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,2408,0,0,0,0,21,240,0,0,6,Watford,Man Utd,Crystal Palace,Leicester,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9
Charlie,Daniels,DEF,BOU,4200000,0,19,1.1875,2.82738095238095E-07,4.52380952380952E-06,0,688133,2,14,0,0,0,0,0,4.5,5625,-3,0,19,3,0.2,0,0.8,0,0,2,0,0,4.3,66873,0,0,0,0,772,2616,0,0,141,Wolverhampton,Brighton,Tottenham,Man Utd,Watford,0.7,0.9,0.8,0.6,0.7,0.7,0.6,0.8,0.9,0.6,0.8,0.6,0.7,1,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.8,35.3
,Danilo,DEF,MCI,5100000,0,2,0.125,2.45098039215686E-08,3.92156862745098E-07,0,43268,0,1,0,0,0,0,0,0.4,492,-4,0,2,4,0.1,0,0.5,0,0,0,0,0,0.3,3459,0,0,0,0,90,110,0,0,14,Everton,Crystal Palace,Leicester,Southampton,Liverpool,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.8
Scott,Dann,DEF,CRY,4400000,0,0,0,0,0,0,761,0,0,0,0,0,0,0,0,35,-1,0,0,1,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,55,0,0,0,Leicester,Man City,Cardiff City,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl,Darlow,GLK,NEW,4400000,0,0,0,0,0,0,2461,0,0,0,0,0,0,0,0,85,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,412,0,0,0,0,0,8,0,0,0,Huddersfield,Fulham,Liverpool,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4600000,0,11,0.6875,1.4945652173913E-07,2.39130434782609E-06,0,25619,0,3,0,0,0,0,0,2.4,972,-4,0,11,4,0.5,0,2.3,2,0,1,0,0,0.2,8110,0,0,0,0,270,330,0,0,56,Liverpool,Cardiff City,Huddersfield,Bournemouth,Newcastle,0,0.4,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.6,9.5
,David Luiz,DEF,CHE,5700000,15,73,4.9,8.59649122807018E-07,1.28070175438596E-05,0,244243,1,11,0,0,0,1,0,13,7073,2,-1,73,-2,1,0,5.5,9,0,8,0,0,8.5,462516,0,0,0,1,1350,145797,1,0,341,Brighton,Leicester,Watford,Crystal Palace,Southampton,5.2,5.9,5.7,6.6,6.2,5.1,4.1,4.6,6.6,5.3,7.1,6.1,4.9,6.6,5.7,5.8,5.6,5.5,6.1,5.7,6.4,5.7,63.3
