FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ryan,Bertrand,DEF,SOU,4900000,6,33,3.3,6.73469387755102E-07,6.73469387755102E-06,0,205012,4,14,0,0,0,1,0,6.7,11348,-1,0,33,1,0.8,0,3.7,1,0,4,0,0,4.3,74150,0,0,0,0,900,1893,0,0,152,Man City,Watford,Fulham,Man Utd,Tottenham,2.9,3.1,2.9,3.5,4.2,3.9,2.3,4.5,3.7,3.3,3.9,3,4.2,2.8,3.1,4.6,2.1,3,3.8,3.3,3,3,3.8,4,3.7,2.6,3.6,4,46.8
Marcus,Bettinelli,GLK,FUL,4400000,0,15,2.1,4.77272727272727E-07,3.40909090909091E-06,0,21713,1,20,0,20,0,0,0,3.4,2645,-1,0,15,1,0,0,0,0,0,0,0,0,0.6,35033,0,0,1,0,630,562,0,0,114,Huddersfield,Liverpool,Southampton,Chelsea,Leicester,2.4,1.7,1.7,2,1.7,1.9,1.9,1.8,2.1,2.1,1,1.4,1.7,2.4,2,1.8,1.8,1.6,1.8,1.4,2,1.7,1.4,2.3,1,2.5,1.8,1.4,19.4
Philip,Billing,MID,HUD,4500000,1,25,2.5,5.55555555555556E-07,5.55555555555556E-06,0,116672,4,20,0,0,0,1,0,5.6,11218,0,0,25,0,0.4,0,1.7,3,0,1,0,0,2.3,224326,0,0,0,0,866,5385,0,0,140,Fulham,West Ham,Wolverhampton,Brighton,Bournemouth,1.9,1.8,2.2,2.4,1.9,1.8,1.9,2.1,2,2.2,1.9,1.9,1.2,1.8,1.6,1.7,3,2,1.8,1.8,2.2,3.2,1.7,2.2,1.6,1.5,1.4,2.6,47.5
Yves,Bissouma,MID,BHA,4800000,1,12,1.2,2.5E-07,2.5E-06,0,2301,1,8,0,0,0,0,0,2.5,125,-2,0,12,2,0.2,0,1,0,0,0,0,0,0,969,0,0,0,0,421,22,0,0,30,Everton,Cardiff City,Leicester,Huddersfield,Crystal Palace,0.6,0.6,0.7,0.7,0.8,0.6,0.6,0.6,0.7,0.8,0.6,0.6,0.6,0.6,0.7,0.8,0.6,0.6,0.9,0.7,0.8,0.9,0.6,0.7,0.6,0.8,0.6,0.6,8.6
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,6,0,0,0,Bournemouth,Man City,Crystal Palace,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,10229,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1084,0,0,0,0,0,38,0,0,0,Leicester,Brighton,Everton,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,14364,0,0,0,0,0,0,0,0,91,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,683,0,0,0,0,0,3,0,0,0,Brighton,Chelsea,Cardiff City,Liverpool,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4600000,2,42,4.2,9.1304347826087E-07,9.13043478260869E-06,0,124653,0,9,0,0,0,1,0,9.1,22107,1,0,42,-1,0.7,0,3,3,0,4,0,0,5,285527,0,0,0,0,900,5835,0,0,192,Tottenham,Arsenal,Huddersfield,Cardiff City,Chelsea,5,2.9,5.5,5,5.1,4.9,4.1,5.5,4,5.6,4.3,4,4.8,5.4,4.4,4.3,3.1,5.8,6.2,5.3,3.7,4.2,5.2,4.6,6.1,4.1,4.6,4.7,37.2
Bonatini Lohner Maia,Bonatini,FWD,WOL,4800000,1,9,1.5,3.125E-07,1.875E-06,0,49946,0,0,0,0,0,0,0,1.9,1774,-2,0,9,2,0.1,0,0.3,0,0,0,0,1,0.5,25052,0,0,0,0,102,590,0,0,14,Tottenham,Arsenal,Huddersfield,Cardiff City,Chelsea,0.8,0.9,1.1,0.9,0.8,1.1,1,0.8,1.6,0.8,0.8,0.8,1.1,1.2,0.8,0.9,0.8,1.2,1.3,0.8,1.1,1,1.1,0.8,1.3,0.8,1.8,0.8,12.9
Gaetan,Bong,DEF,BHA,4500000,6,26,2.6,5.77777777777778E-07,5.77777777777778E-06,0,5474,0,13,0,0,0,0,0,5.8,455,0,0,26,0,1.3,0,6,0,0,3,0,0,0.2,5021,0,0,0,0,874,1435,0,0,136,Everton,Cardiff City,Leicester,Huddersfield,Crystal Palace,1.7,2.2,2.7,2.7,2.3,1.5,2.8,1.3,2,3.4,1.9,3.1,2.1,1.4,2.6,2.7,2.2,1.5,3.2,2.2,3.7,2.8,2.4,2.2,2,2.4,1.3,2.7,14.7
Artur,Boruc,GLK,BOU,4000000,0,0,0,0,0,0,110960,0,0,0,0,0,0,0,0,6078,0,0,0,0,0,0,0,0,0,0,0,0,6.2,60077,0,0,0,0,0,2949,0,0,0,Man Utd,Newcastle,Arsenal,Man City,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,Man City,Watford,Fulham,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,1,1,0.1,1.85185185185185E-08,1.85185185185185E-07,0,1485,1,4,0,0,0,0,0,0.2,41,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0,441,0,0,0,0,90,195,0,0,6,West Ham,Leicester,Newcastle,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Claudio,Bravo,GLK,MCI,4900000,0,0,0,0,0,0,8924,0,0,0,0,0,0,0,0,162,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,820,0,0,0,0,0,38,0,0,0,Southampton,Man Utd,West Ham,Bournemouth,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,3354,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0.2,9130,0,0,0,0,0,758,0,0,0,Leicester,Brighton,Everton,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4400000,0,0,0,0,0,0,3334,0,0,0,0,0,0,0,0,81,-1,0,0,1,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,35,0,0,0,Newcastle,Southampton,Liverpool,Leicester,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,5100000,8,36,4,7.84313725490196E-07,7.05882352941176E-06,0,41263,1,7,0,0,0,3,0,7.1,10492,1,0,36,-1,1.2,0,6,2,0,4,0,0,2.2,158461,0,0,0,0,633,29289,0,0,121,Man Utd,Newcastle,Arsenal,Man City,Huddersfield,3.7,5.1,4.2,2.4,4.9,3.5,3.8,5.3,3.9,3.5,4.1,2.8,4.5,2.8,3.4,2.6,4.8,3.2,3.3,5.1,4.6,3.4,4.7,3.2,4.6,4.5,3.4,5.4,52
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3955,0,0,0,0,0,335,0,0,0,Brighton,Chelsea,Cardiff City,Liverpool,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4400000,12,26,2.6,5.90909090909091E-07,5.90909090909091E-06,0,12305,0,0,0,0,0,0,0,5.9,2738,-1,0,26,1,1.9,0,8.3,4,0,3,0,1,0.8,37306,0,0,0,1,272,36065,0,0,100,Everton,Cardiff City,Leicester,Huddersfield,Crystal Palace,1.7,2.2,2.7,2.7,2.3,1.5,2.8,1.3,2,3.4,1.9,3.1,2.1,1.4,2.6,2.7,2.2,1.5,3.2,2.2,3.7,2.8,2.4,2.2,2,2.4,1.3,2.7,11.1
Joe,Bryan,DEF,FUL,4800000,0,5,0.5,1.04166666666667E-07,1.04166666666667E-06,0,8037,0,9,0,0,0,0,0,1,223,-2,0,5,2,0,0,0,0,0,0,0,0,0.1,2005,0,0,0,0,315,7,0,0,54,Huddersfield,Liverpool,Southampton,Chelsea,Leicester,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,15.2
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,28919,0,0,0,0,0,0,0,0,1477,0,0,0,0,0,0,0,0,0,0,0,0,1.7,27464,0,0,0,0,0,1379,0,0,0,Everton,Cardiff City,Leicester,Huddersfield,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2554,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,1,0,0,0,Burnley,Huddersfield,Man City,Newcastle,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,6270,0,0,0,0,0,0,0,0,180,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1178,0,0,0,0,0,40,0,0,0,Crystal Palace,Everton,Tottenham,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,5100000,0,1,0.1,1.96078431372549E-08,1.96078431372549E-07,0,47758,0,0,0,0,0,0,0,0.2,924,-4,1,1,4,0,0,0,0,0,0,0,0,0.6,3818,0,0,0,0,21,213,-1,0,3,Crystal Palace,Everton,Tottenham,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Tom,Cairney,MID,FUL,4800000,1,11,1.1,2.29166666666667E-07,2.29166666666667E-06,0,138277,0,9,0,0,0,0,0,2.3,2678,-2,0,11,2,0.1,0,0.3,0,0,0,0,1,0.7,18022,0,0,0,0,295,301,0,0,68,Huddersfield,Liverpool,Southampton,Chelsea,Leicester,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18
Dominic,Calvert-Lewin,FWD,EVE,5300000,1,21,2.3,4.33962264150943E-07,3.9622641509434E-06,0,68461,1,6,0,0,0,2,0,4,3421,-2,0,21,2,0.5,0,2.7,2,0,0,0,0,0.8,38815,0,0,0,0,347,5285,0,0,67,Brighton,Chelsea,Cardiff City,Liverpool,Newcastle,2.7,1.3,2.7,1.2,2,2.1,1.2,1.5,1.7,1.2,2.4,2.1,1.5,2,1.8,1.3,1.7,1.6,1.8,1.9,1.5,1.8,2.4,2.7,2.4,1.8,2.5,1.5,23.2
Victor,Camarasa,MID,CAR,4500000,2,28,3.1,6.88888888888889E-07,6.22222222222222E-06,0,27061,2,21,0,0,0,1,0,6.2,5161,0,0,28,0,0.8,0,3.7,2,0,2,0,1,1.1,79212,0,0,0,0,777,24356,0,0,104,Leicester,Brighton,Everton,Wolverhampton,West Ham,3,3.8,1.7,3.4,2.5,3.6,2.1,2.5,3.7,2.2,2.3,3.5,3.4,2,3.1,2.9,2.9,3.1,2.5,3.2,2,1.9,1.6,2.5,2.4,2.5,3.2,2.2,42.6
Etienne,Capoue,MID,WAT,5100000,6,38,3.8,7.45098039215686E-07,7.45098039215686E-06,0,31653,4,12,0,0,0,1,0,7.6,8977,1,-1,38,-1,1.2,0,6.3,8,0,3,0,2,2.4,146449,0,0,0,1,900,57233,1,0,168,Newcastle,Southampton,Liverpool,Leicester,Man City,4.9,4.3,3.1,3.3,2.9,2.7,4.3,3.8,2.5,4.2,3.3,5.2,4.2,3.8,3.1,4,3.3,2.5,3.8,2.3,4.5,3.4,4.1,3.7,4.9,4.3,2.8,4,34.5
,Carlos Sanchez,MID,WHU,4400000,0,7,0.7,1.59090909090909E-07,1.59090909090909E-06,0,15478,0,4,0,0,0,0,0,1.6,710,-1,0,7,1,0,0,0,0,0,0,0,0,0.2,6360,0,0,0,0,217,29,0,0,37,Burnley,Huddersfield,Man City,Newcastle,Cardiff City,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,7.2
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,2,0,0,0,Man City,Watford,Fulham,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5400000,0,0,0,0,0,0,2257,0,0,0,0,0,0,0,0,95,-1,0,0,1,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,0,88,0,0,0,Burnley,Huddersfield,Man City,Newcastle,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,6,34,3.4,7.55555555555556E-07,7.55555555555556E-06,0,37738,1,12,0,0,0,1,0,7.6,6070,0,0,34,0,0.8,0,3.7,3,0,3,0,0,1,76505,1,0,0,1,891,1994,0,0,162,Newcastle,Southampton,Liverpool,Leicester,Man City,0,3.5,4,3.1,3.5,3.3,4.8,3.7,3.7,3.1,2.3,4,3.4,4.3,3.1,4.4,4,3.6,3.5,3,3.6,3.9,3.3,2.5,4.6,4.3,4,3.9,34.7
Ivan,Cavaleiro,MID,WOL,5300000,1,8,0.8,1.50943396226415E-07,1.50943396226415E-06,0,7426,1,0,0,0,0,1,0,1.5,317,-2,0,8,2,0.1,0,0.7,0,0,0,0,0,0,2225,0,0,0,0,86,44,0,0,35,Tottenham,Arsenal,Huddersfield,Cardiff City,Chelsea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,17.3
Petr,Cech,GLK,ARS,5000000,0,24,3.4,6.8E-07,4.8E-06,0,104989,0,9,0,27,0,0,0,4.8,3928,0,0,24,0,0,0,0,3,0,1,0,0,1.5,76928,0,0,0,0,585,563,0,0,130,Liverpool,Wolverhampton,Bournemouth,Tottenham,Man Utd,4.1,4.3,2.2,3.7,3.8,4.3,3.4,3.5,3,3.5,3.4,3.6,3.7,4.9,2.9,4.5,3.7,2.9,4.2,3.9,3.7,3.1,3.2,3,3.1,3,4.7,3,20.4
,Cedric,DEF,SOU,4400000,7,32,3.2,7.27272727272727E-07,7.27272727272727E-06,0,263114,3,14,0,0,0,0,0,7.3,10471,-1,0,32,1,1.2,0,5.3,7,0,3,0,1,4.7,112588,0,0,0,1,865,8212,0,0,166,Man City,Watford,Fulham,Man Utd,Tottenham,2.8,3,2.7,3.4,4,3.8,2.2,4.3,3.5,3.1,3.8,2.9,4,2.7,2.9,4.4,1.9,2.9,3.6,3.2,2.9,2.9,3.6,3.9,3.5,2.5,3.5,3.8,38.1
Nathaniel,Chalobah,MID,WAT,4500000,0,1,0.1,2.22222222222222E-08,2.22222222222222E-07,0,8732,0,0,0,0,0,0,0,0.2,617,0,0,1,0,0,0,0,0,0,0,0,0,0.1,3033,0,0,0,0,4,136,0,0,3,Newcastle,Southampton,Liverpool,Leicester,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,1510,0,0,0,0,0,0,0,0,51,-1,0,0,1,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,30,0,0,0,Arsenal,Fulham,Watford,Everton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,0,5,0.5,1.19047619047619E-07,1.19047619047619E-06,0,63952,1,8,0,0,0,0,0,1.2,2514,-3,1,5,3,-0.1,0,-0.3,0,0,0,0,0,0.9,10685,0,0,0,0,336,241,-1,0,59,Huddersfield,Liverpool,Southampton,Chelsea,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,11.6
,Chicharito,FWD,WHU,6200000,2,11,1.8,2.90322580645161E-07,1.7741935483871E-06,0,104313,0,6,0,0,0,0,0,1.8,1509,-3,0,11,3,0.2,0,1,0,0,1,0,1,1.1,19810,0,0,0,0,233,2108,0,0,31,Burnley,Huddersfield,Man City,Newcastle,Cardiff City,1.5,1.7,0.9,1.5,1.7,1,2.1,1.2,1.2,1.4,1.7,1.5,1,0.9,1,1.5,2.3,0.9,1.1,1.3,1.4,1.6,1.1,1.6,1.5,1.2,1.2,1.1,8.3
Benjamin,Chilwell,DEF,LEI,5000000,2,26,2.6,5.2E-07,5.2E-06,0,35739,1,16,0,0,0,0,0,5.2,2997,0,0,26,0,0.4,0,2,2,0,2,0,1,1,64757,0,0,0,0,900,10287,0,0,150,Cardiff City,Burnley,Brighton,Watford,Fulham,2.7,2.3,2,2.3,1.9,2.4,2.7,2.7,2.4,3.4,2.2,2.5,2.5,2.3,2.6,2.9,2,3.2,2,2.2,2,1.9,3.2,2,2.5,1.6,1.9,2.5,47.6
Hamza,Choudhury,MID,LEI,4400000,0,0,0,0,0,0,3831,0,0,0,0,0,0,0,0,212,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1818,0,0,0,0,0,65,0,0,0,Cardiff City,Burnley,Brighton,Watford,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,5000000,0,0,0,0,0,0,47190,0,0,0,0,0,0,0,0,548,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,2321,0,0,0,0,0,116,0,0,0,Crystal Palace,Everton,Tottenham,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrus,Christie,DEF,FUL,4200000,0,3,0.6,1.42857142857143E-07,7.14285714285714E-07,0,9346,1,13,0,0,0,0,0,0.7,375,-3,1,3,3,0,0,0,0,0,0,0,0,0.1,1425,0,0,0,0,357,31,-1,0,57,Huddersfield,Liverpool,Southampton,Chelsea,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,23.2
Ibrahima,Cisse,MID,FUL,4400000,0,0,0,0,0,0,4187,0,0,0,0,0,0,0,0,327,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4413,0,0,0,0,0,178,0,0,0,Huddersfield,Liverpool,Southampton,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,0,16,1.6,3.55555555555556E-07,3.55555555555556E-06,0,13885,0,10,0,0,0,1,0,3.6,951,0,0,16,0,0,0,0,0,0,1,0,0,0.2,9984,0,0,0,0,485,56,0,0,88,Watford,Bournemouth,Burnley,West Ham,Everton,0,0.8,1.1,1,1.2,1.2,1.8,0.8,1.3,1.1,1,1.5,1.4,0.8,1.6,1.4,1.1,0.8,1.4,1.2,0.8,0.8,0.8,1.1,0.9,1.1,1.1,1,18.7
Tom,Cleverley,MID,WAT,5000000,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,25,0,0,0,Newcastle,Southampton,Liverpool,Leicester,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,LIV,4600000,0,0,0,0,0,0,22020,0,0,0,0,0,0,0,0,343,-4,0,0,4,0,0,0,0,0,0,0,0,0.3,2388,0,0,0,0,0,55,0,0,0,Arsenal,Fulham,Watford,Everton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coady,DEF,WOL,4500000,2,33,3.3,7.33333333333333E-07,7.33333333333333E-06,0,17157,2,9,0,0,0,0,0,7.3,1589,0,0,33,0,0.6,0,2.7,2,0,4,0,0,0.6,13354,0,0,0,0,900,577,0,0,180,Tottenham,Arsenal,Huddersfield,Cardiff City,Chelsea,3.5,1.9,4.1,3.8,3.6,3.5,2.8,3.9,2.7,4,3,2.8,3.4,3.8,3.1,3,2.1,4.4,4.7,3.8,2.5,2.9,3.7,3.2,4.5,2.8,3.2,3.3,17
Seamus,Coleman,DEF,EVE,5200000,1,12,2,3.84615384615385E-07,2.30769230769231E-06,0,136845,1,8,0,0,0,0,0,2.3,732,-3,0,12,3,0.4,0,2,0,0,1,0,0,0.7,16879,0,0,0,0,540,2203,0,0,77,Brighton,Chelsea,Cardiff City,Liverpool,Newcastle,2.4,1.6,2.5,1.3,1.5,1.7,1,1.8,1.1,1.1,1.7,1.4,1.3,1.9,2.2,1.1,1.7,1.6,2,1.4,1.8,1.4,1.2,1,1.9,1.6,1.7,1.7,21.5
Matthew,Connolly,DEF,CAR,3900000,0,0,0,0,0,0,47801,0,0,0,0,0,0,0,0,1816,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,20169,0,0,0,0,0,948,0,0,0,Leicester,Brighton,Everton,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4700000,2,19,1.9,4.04255319148936E-07,4.04255319148936E-06,0,40777,3,20,0,0,0,0,0,4,3335,-3,1,19,3,0.4,0,1.7,0,0,2,0,0,0.5,5265,0,0,0,0,882,83,-1,0,112,West Ham,Leicester,Newcastle,Crystal Palace,Liverpool,0,1.1,1.4,2,1,1.8,1.2,1,1.4,1.4,1.8,1.4,1.1,1.1,1.6,1,1,1.8,1.4,1,1.3,1.5,1,1.5,1,1,1,1.2,25.9
Helder,Costa,MID,WOL,4900000,2,21,2.1,4.28571428571429E-07,4.28571428571429E-06,0,46566,0,9,0,0,0,0,0,4.3,3521,-1,0,21,1,0.5,0,2.3,0,0,3,0,0,0.5,30742,0,0,0,0,711,689,0,0,65,Tottenham,Arsenal,Huddersfield,Cardiff City,Chelsea,1.1,1.1,1.9,1.2,1,2.1,1.6,1.2,1.4,1.4,1.7,1,1.5,1.6,1,1.7,1.2,2.1,1.8,1,1.5,1.4,1.3,1.7,2.1,1.2,1.7,1,26.9
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,53034,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0.5,233,0,0,0,0,0,9,0,0,0,Crystal Palace,Everton,Tottenham,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,0,0,0,Burnley,Huddersfield,Man City,Newcastle,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5100000,1,4,0.4,7.84313725490196E-08,7.84313725490196E-07,0,72720,1,3,0,0,0,0,0,0.8,1194,-4,0,4,4,0.2,0,1,0,0,0,0,0,0.7,2818,0,0,0,0,195,318,0,0,35,Burnley,Huddersfield,Man City,Newcastle,Cardiff City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.1
,Cunningham,DEF,CAR,4200000,0,0,0,0,0,0,3188,1,7,0,0,0,0,0,0,80,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,354,0,0,0,0,180,34,0,0,15,Leicester,Brighton,Everton,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
Pontus,Dahlberg,GLK,WAT,4400000,0,0,0,0,0,0,1588,0,0,0,0,0,0,0,0,66,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,354,0,0,0,0,0,10,0,0,0,Newcastle,Southampton,Liverpool,Leicester,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5300000,0,0,0,0,0,0,2846,0,0,0,0,0,0,0,0,166,-2,0,0,2,0,0,0,0,0,0,0,0,0,1845,0,0,0,0,0,16,0,0,0,Bournemouth,Man City,Crystal Palace,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
