FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcos,Alonso,DEF,CHE,7000000,6,78,7.1,1.01428571428571E-06,1.11428571428571E-05,0,287966,1,8,0,0,0,1,0,11.1,20364,5,0,78,-5,0.9,0,6,12,0,5,0,7,47.2,1756882,0,0,0,3,990,42994,0,0,296,Everton,Tottenham,Fulham,Wolverhampton,Man City,10.1,10.6,9.1,9.7,8.9,8.8,8.9,9.4,10.6,9.1,8.5,7.7,8.2,8.9,9.2,10.5,8.3,9.4,9.2,9.1,9.5,9.2,9.5,9,10.2,9.5,9.9,67.6
Daniel,Amartey,MID,LEI,4400000,0,15,1.7,3.86363636363636E-07,3.40909090909091E-06,0,15244,2,9,0,0,0,0,0,3.4,1293,-1,0,15,1,0.3,0,1.3,0,0,1,0,0,0.2,10466,0,0,0,0,639,65,0,0,103,Burnley,Brighton,Watford,Fulham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.2,1.1,1,1.4,1.2,1,1,0.8,0.8,20.8
Luke,Amos,MID,TOT,4400000,0,1,0.0909090909090909,2.06611570247934E-08,2.27272727272727E-07,0,6851,0,0,0,0,0,0,0,0.2,203,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,6406,0,0,0,0,2,81,0,0,3,Crystal Palace,Chelsea,Arsenal,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,2923,0,0,0,0,0,0,0,0,88,-1,0,0,1,0,0,0,0,0,0,0,0,0,1332,0,0,0,0,0,25,0,0,0,Everton,Tottenham,Fulham,Wolverhampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,1,1,0.0909090909090909,1.81818181818182E-08,2E-07,0,3815,0,0,0,0,0,0,0,0.2,157,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,1462,0,0,0,0,13,184,0,0,1,Cardiff City,Leicester,Huddersfield,Crystal Palace,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
,Andre Gomes,MID,EVE,5400000,2,7,0.636363636363636,1.17845117845118E-07,1.2962962962963E-06,0,18177,0,3,0,0,0,0,0,1.3,312,-1,0,7,1,0.4,0,2.3,0,0,1,0,0,0.1,2972,0,0,0,0,261,299,0,0,31,Chelsea,Cardiff City,Liverpool,Newcastle,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.9
Michail,Antonio,MID,WHU,6800000,4,18,1.63636363636364,2.40641711229947E-07,2.64705882352941E-06,0,42494,1,6,0,0,0,0,0,2.6,947,-2,0,18,2,0.3,0,2,0,0,2,0,1,0.8,6108,0,0,0,0,404,682,0,0,50,Huddersfield,Man City,Newcastle,Cardiff City,Crystal Palace,1.3,0.8,1.3,1.2,1.1,0.9,1.1,1.1,0.9,1.4,1,0.8,1,0.8,1.4,1.2,0.8,1.2,0.9,1.3,1.1,0.8,0.8,0.9,0.9,1.3,0.8,38.3
Stuart,Armstrong,MID,SOU,5100000,1,7,0.636363636363636,1.24777183600713E-07,1.37254901960784E-06,0,10451,0,4,0,0,0,0,0,1.4,154,-4,0,7,4,0.1,0,0.7,0,0,0,0,0,0.1,593,0,0,0,0,151,24,0,0,17,Watford,Fulham,Man Utd,Tottenham,Cardiff City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.6
Marko,Arnautovic,FWD,WHU,7100000,12,50,5.6,7.88732394366197E-07,7.04225352112676E-06,0,1012353,2,13,0,0,0,5,0,7,16033,1,-1,50,-1,0.6,0,4.3,9,0,0,0,2,22.2,1190683,0,0,0,1,719,271725,1,0,183,Huddersfield,Man City,Newcastle,Cardiff City,Crystal Palace,7.1,6.1,7.1,8,6.3,7.1,7.4,6.9,7.2,8.4,7.7,6.3,5.7,6.5,7.5,7.9,5.2,6.9,6.9,7.3,8,6.2,7.5,7.2,6.7,7.5,6.2,83.5
Harry,Arter,MID,CAR,4900000,1,14,1.6,3.26530612244898E-07,2.85714285714286E-06,0,10452,5,16,0,0,0,0,0,2.9,584,-1,0,14,1,0.2,0,1,0,0,2,0,0,0.2,2526,0,0,0,0,748,27,0,0,69,Brighton,Everton,Wolverhampton,West Ham,Southampton,0,0.8,1.2,0.8,1.3,0.8,0.8,1.3,0.8,0.8,1.3,1.2,0.8,1,1.1,1.1,1.1,0.9,1.1,0.8,0.8,0.8,0.9,0.8,0.8,1.1,0.8,20.2
Christian,Atsu,MID,NEW,5200000,0,6,0.545454545454545,1.04895104895105E-07,1.15384615384615E-06,0,7553,1,3,0,0,0,0,0,1.2,168,-3,0,6,3,0,0,0,0,0,0,0,0,0.1,1126,0,0,0,0,186,40,0,0,27,Bournemouth,Burnley,West Ham,Everton,Wolverhampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.6
Pierre-Emerick,Aubameyang,FWD,ARS,10900000,2,65,5.9,5.41284403669725E-07,5.96330275229358E-06,0,898138,0,10,0,0,0,7,0,6,42627,-1,0,65,1,0.7,0,7.3,11,0,3,0,2,16.3,775743,0,0,0,2,760,93343,0,0,254,Wolverhampton,Bournemouth,Tottenham,Man Utd,Huddersfield,7,6.9,6.3,7.9,7.8,7.5,8.1,6.4,5.8,8.3,7.5,6.3,8.4,5.6,7.6,8,7.7,7.3,7.8,6.2,7.4,6.6,6.7,6.8,7.4,8.9,7.6,78.3
Serge,Aurier,DEF,TOT,5800000,0,6,0.545454545454545,9.40438871473354E-08,1.03448275862069E-06,0,37921,0,1,0,0,0,0,0,1,486,-2,0,6,2,0,0,0,0,0,0,0,1,0.6,8132,0,0,0,0,104,112,0,0,24,Crystal Palace,Chelsea,Arsenal,Southampton,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.8
Charlie,Austin,FWD,SOU,5500000,0,10,0.909090909090909,1.65289256198347E-07,1.81818181818182E-06,0,81696,0,3,0,0,0,0,0,1.8,1040,-5,0,10,5,0.2,1,1.3,0,0,4,0,0,0.4,10597,0,0,0,0,403,349,0,0,12,Watford,Fulham,Man Utd,Tottenham,Cardiff City,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,21.9
Jordan,Ayew,FWD,CRY,5800000,1,15,2.1,3.62068965517241E-07,2.58620689655172E-06,0,26478,1,5,0,0,0,0,0,2.6,733,-2,0,15,2,0.1,0,0.7,0,0,2,0,1,0.2,9006,0,0,0,0,469,267,0,0,24,Tottenham,Man Utd,Burnley,Brighton,West Ham,1,2.3,1.7,1.5,2.1,1.3,1.3,1.7,1,1.5,1.4,1.4,1.9,2.5,1.7,1.9,1.5,2.2,1.8,1.8,1.3,2,1,1.9,1.6,2,1.3,23.2
Floyd,Ayite,MID,FUL,4400000,0,4,0.363636363636364,8.26446280991736E-08,9.09090909090909E-07,0,8260,0,3,0,0,0,0,0,0.9,221,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0.1,3450,0,0,0,0,104,52,0,0,10,Liverpool,Southampton,Chelsea,Leicester,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2
Cesar,Azpilicueta,DEF,CHE,6300000,2,44,4,6.34920634920635E-07,6.98412698412698E-06,0,399698,0,8,0,0,0,0,0,6.9,16935,-2,1,44,2,0.5,0,3.3,1,0,5,0,1,9.8,92513,0,0,0,0,990,3569,-1,0,241,Everton,Tottenham,Fulham,Wolverhampton,Man City,5.3,5.5,4,4.9,3.9,4.4,4,4.2,5.3,4.2,3.6,3.2,3.5,5,4.1,5.4,4.1,4.2,4.6,4.7,5.3,4.3,4.9,3.9,5.3,4.3,4.6,47.4
Juninho,Bacuna,MID,HUD,4300000,1,2,0.181818181818182,4.22832980972516E-08,4.65116279069767E-07,0,8428,0,1,0,0,0,0,0,0.5,705,-2,0,2,2,0.2,0,0.7,0,0,0,0,0,0.2,9173,0,0,0,0,13,991,0,0,7,West Ham,Wolverhampton,Brighton,Bournemouth,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Eric,Bailly,DEF,MUN,5100000,0,5,0.454545454545455,8.9126559714795E-08,9.80392156862745E-07,0,164041,0,6,0,0,0,0,0,1,2505,-4,0,5,4,0,0,0,0,0,0,0,0,1.5,44009,0,0,0,0,200,153,0,0,31,Man City,Crystal Palace,Southampton,Arsenal,Fulham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.1
Leighton,Baines,DEF,EVE,5100000,0,5,0.454545454545455,8.9126559714795E-08,9.80392156862745E-07,0,73667,0,5,0,0,0,0,0,1,1772,-4,1,5,4,0,0,0,0,0,0,0,0,0.7,15294,0,0,0,0,284,94,-1,0,40,Chelsea,Cardiff City,Liverpool,Newcastle,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11425,0,0,0,0,0,0,0,0,36,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,319,0,0,0,0,0,2,0,0,0,Everton,Tottenham,Fulham,Wolverhampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4400000,1,29,2.6,5.90909090909091E-07,6.59090909090909E-06,0,17228,1,17,0,0,0,1,0,6.6,3205,-1,0,29,1,0.9,0,4,3,0,1,0,0,0.9,48737,0,0,0,1,990,11366,0,0,181,Huddersfield,Man City,Newcastle,Cardiff City,Crystal Palace,3,2.3,2.2,3.3,2.1,1.9,2.5,2.2,2,3.3,1.6,1.5,2.4,2.9,2.7,2.3,1.8,2.1,2.8,3.1,3.2,2.5,2.6,2.3,2.8,2.5,1.9,45.6
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,14412,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1095,0,0,0,0,0,46,0,0,0,Cardiff City,Leicester,Huddersfield,Crystal Palace,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,0,2,0.181818181818182,4.32900432900433E-08,4.76190476190476E-07,0,6772,1,3,0,0,0,0,0,0.5,193,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,2357,0,0,0,0,160,41,0,0,17,Cardiff City,Leicester,Huddersfield,Crystal Palace,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Sol,Bamba,DEF,CAR,4500000,2,30,3,6.66666666666667E-07,6.66666666666667E-06,0,46874,1,19,0,0,0,1,0,6.7,2256,0,0,30,0,0.4,0,1.7,2,0,2,0,1,1,52280,0,0,0,0,900,1416,0,0,164,Brighton,Everton,Wolverhampton,West Ham,Southampton,4.1,2.7,3.4,2.6,3.1,2.3,3.3,3.2,2.6,3.1,3.9,2.7,1.6,2.4,2.6,3.2,4,2.8,3.2,2.5,3,2.2,2.4,3.7,2.3,2.7,3.1,41.3
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,2570,0,0,0,0,0,0,0,0,120,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1421,0,0,0,0,0,289,0,0,0,Chelsea,Cardiff City,Liverpool,Newcastle,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,0,1,0.0909090909090909,2.11416490486258E-08,2.32558139534884E-07,0,6636,2,3,0,0,0,0,0,0.2,257,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,1054,0,0,0,0,180,37,0,0,21,Leicester,Newcastle,Crystal Palace,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ross,Barkley,MID,CHE,6000000,2,46,4.18181818181818,6.96969696969697E-07,7.66666666666667E-06,0,93055,0,6,0,0,0,3,0,7.8,52890,0,-1,46,0,1.4,0,8.3,5,0,3,0,3,10,629476,0,0,0,2,451,95992,1,0,155,Everton,Tottenham,Fulham,Wolverhampton,Man City,4.1,4.6,4.4,4.7,2.8,4,3.7,4.1,6,4.8,4.5,4.2,4.3,4.9,3,5.1,3,4.6,4.4,3.5,4.4,4.2,3.3,4.3,4.3,4.2,4.4,46.2
Ashley,Barnes,FWD,BUR,5700000,0,21,1.90909090909091,3.34928229665072E-07,3.68421052631579E-06,0,54507,1,6,0,0,0,2,0,3.7,2056,-3,0,21,3,0.1,0,0.7,3,0,1,0,0,0.4,21599,0,0,0,1,267,334,0,0,68,Leicester,Newcastle,Crystal Palace,Liverpool,Brighton,1.4,1.3,1.6,1.2,1.9,1.3,1.4,1.7,1.8,1.4,2.5,1.2,1.7,1.5,1.1,1,1.4,1.2,1,1.4,1.2,1.2,1.8,1.2,1.1,1.1,1.6,20.8
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,60914,0,0,0,0,0,0,0,0,1193,0,0,0,0,0,0,0,0,0,0,0,0,0.9,5335,0,0,0,0,0,18,0,0,0,Arsenal,Huddersfield,Cardiff City,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,3900000,0,2,0.181818181818182,4.66200466200466E-08,5.12820512820513E-07,0,194216,0,1,0,0,0,0,0,0.5,6475,-1,0,2,1,0,0,0,0,0,0,0,0,4.1,127241,0,0,0,0,80,6166,0,0,17,Watford,Fulham,Man Utd,Tottenham,Cardiff City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4
Asmir,Begovic,GLK,BOU,4500000,2,39,3.5,7.77777777777778E-07,8.66666666666667E-06,0,119159,0,14,0,28,0,0,0,8.7,4065,0,0,39,0,1.3,0,5.7,2,0,4,0,0,4.4,105339,0,0,0,0,990,7935,0,0,190,Newcastle,Arsenal,Man City,Huddersfield,Liverpool,3.5,2.7,3,4.7,4.4,3.7,4.9,4.3,4,3.9,3.5,3.9,3.7,4.3,3.7,4.2,2.2,3.6,4.6,3.4,3.4,3.6,3.2,3.7,3.4,3.8,4.1,19.6
Hector,Bellerin,DEF,ARS,5400000,2,38,3.5,6.48148148148148E-07,7.03703703703704E-06,0,546603,1,13,0,0,0,0,0,7,13722,-1,0,38,1,0.6,0,3.3,3,0,2,0,4,10.6,324435,1,0,0,0,945,50769,0,0,205,Wolverhampton,Bournemouth,Tottenham,Man Utd,Huddersfield,4.2,2.5,3.7,4,4.7,3.5,3.6,3.3,3.7,3.6,3.4,3.7,4.9,3,4.6,3.8,3,4.3,3.9,3.7,3.3,3.5,3.1,3.3,3.4,4.9,3.2,49.1
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,32574,0,0,0,0,0,0,0,0,1358,-1,0,0,1,0,0,0,0,0,0,0,0,1,21619,0,0,0,0,0,1744,0,0,0,Burnley,Brighton,Watford,Fulham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2791,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,3,0,0,0,Burnley,Brighton,Watford,Fulham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4500000,2,24,2.7,6E-07,5.33333333333333E-06,0,36055,0,17,0,0,0,0,0,5.3,1204,0,0,24,0,0.2,0,1,2,0,2,0,1,0.6,48067,0,0,0,0,810,284,0,0,147,Brighton,Everton,Wolverhampton,West Ham,Southampton,3.5,2.3,3,2.2,2.7,2,2.8,2.7,2.2,2.6,3.4,2.2,1.4,2,2.2,2.7,3.5,2.4,2.7,2.1,2.6,1.9,2,3.1,2,2.3,2.7,29.4
Ryan,Bennett,DEF,WOL,4200000,0,32,2.9,6.9047619047619E-07,7.61904761904762E-06,0,283014,3,12,0,0,0,0,0,7.6,22504,2,0,32,-2,0.2,0,0.7,1,0,4,0,0,11.5,622332,0,0,0,0,990,10973,0,0,167,Arsenal,Huddersfield,Cardiff City,Chelsea,Newcastle,1.6,3.6,3.3,2.8,2.6,2.2,3.4,2.3,3.3,2.5,2.2,2.7,3,2.7,2.5,1.8,3.5,3.8,3,2,2.4,3,2.6,3.8,2.3,2.7,2.8,31.3
Christian,Benteke,FWD,CRY,6300000,0,8,0.727272727272727,1.15440115440115E-07,1.26984126984127E-06,0,67646,0,5,0,0,0,0,0,1.3,580,-2,0,8,2,0,0,0,0,0,1,0,0,0.5,20793,0,0,0,0,325,52,0,0,5,Tottenham,Man Utd,Burnley,Brighton,West Ham,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,23.3
,Bernard,MID,EVE,5900000,2,20,1.81818181818182,3.08166409861325E-07,3.38983050847458E-06,0,29907,1,5,0,0,0,0,0,3.4,3185,-1,0,20,1,0.4,0,2.3,2,0,1,0,2,0.3,22134,0,0,0,0,355,526,0,0,73,Chelsea,Cardiff City,Liverpool,Newcastle,Watford,0.9,1.5,0.9,1.6,1.4,0.9,1,0.9,0.9,1.3,1.4,1.1,1.3,1.5,0.9,0.9,0.9,1.1,1.3,0.9,0.9,1.3,0.9,1.1,1.5,1.5,0.9,25
,Bernardo,DEF,BHA,4200000,0,1,0.0909090909090909,2.16450216450216E-08,2.38095238095238E-07,0,7771,1,2,0,0,0,0,0,0.2,142,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.1,905,0,0,0,0,112,60,0,0,19,Cardiff City,Leicester,Huddersfield,Crystal Palace,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
,Bernardo Silva,MID,MCI,7600000,2,46,4.2,5.52631578947368E-07,6.05263157894737E-06,0,774844,1,3,0,0,0,3,0,6.1,75605,1,0,46,-1,0.5,0,3.7,3,0,6,0,1,8,822996,0,0,0,1,870,9388,0,0,190,Man Utd,West Ham,Bournemouth,Watford,Chelsea,3.8,4,4.6,3.6,3.2,4.7,4.8,3.9,4.8,3.8,5,5.2,5.1,4.4,3,3,4.7,3.9,4.7,3.8,4.2,4.9,5.6,3.6,4.3,4.3,3.5,85.2
