FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Leandro,Bacuna,DEF,CAR,4500000,0,2,0.0714285714285714,1.58730158730159E-08,4.44444444444444E-07,0,173,1,9,0,0,0,0,0,0.4,46,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0,440,0,0,0,0,212,25,0,0,23,Wolverhampton,West Ham,Chelsea,Man City,Burnley,0,0,0,0,0,0,0,0,0,0,6
Eric,Bailly,DEF,MUN,5000000,1,14,0.5,1E-07,2.8E-06,0,189307,0,12,0,0,0,0,0,2.8,441,-5,0,14,5,0.4,0,2,0,0,1,0,0,1.3,58845,0,0,0,0,566,263,0,1,99,Southampton,Arsenal,Watford,Wolverhampton,West Ham,0.2,0.2,0,0.4,0,0.2,0.4,0.2,0.2,0.2,12.6
Leighton,Baines,DEF,EVE,5000000,0,7,0.25,5E-08,1.4E-06,0,85116,0,6,0,0,0,0,0,1.4,170,-5,0,7,5,0.1,0,0.3,0,0,0,0,0,0.5,17662,0,0,0,0,374,40,0,0,48,Liverpool,Newcastle,Chelsea,West Ham,Arsenal,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15.4
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11821,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,361,0,0,0,0,0,2,0,0,0,Fulham,Wolverhampton,Everton,Cardiff City,West Ham,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4200000,0,44,2.6,6.19047619047619E-07,1.04761904761905E-05,0,123607,2,25,0,0,0,1,0,10.5,629,-3,0,44,3,0,0,0,3,0,3,0,0,0.3,118957,0,0,0,1,1473,68,0,0,272,Newcastle,Cardiff City,Huddersfield,Everton,Chelsea,0,0,3,3.3,2.6,2.2,2.4,2.4,2.5,2.2,60.7
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,16615,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1644,0,0,0,0,0,11,0,0,0,Huddersfield,Crystal Palace,Southampton,Tottenham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,0,15,0.555555555555556,1.32275132275132E-07,3.57142857142857E-06,0,13363,2,10,0,0,0,1,0,3.6,360,-3,0,15,3,0,0,0,0,0,0,0,0,0.1,9223,0,0,0,1,591,7,0,0,86,Huddersfield,Crystal Palace,Southampton,Tottenham,Bournemouth,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,16.2
Sol,Bamba,DEF,CAR,4700000,1,96,3.6,7.65957446808511E-07,2.04255319148936E-05,0,165656,6,50,0,0,0,4,0,20.4,17363,2,0,96,-2,1.1,0,5,11,0,7,0,1,4.9,399845,0,0,0,1,2430,15145,0,0,462,Wolverhampton,West Ham,Chelsea,Man City,Burnley,4,4.1,0,5,3,2.9,4.3,3.3,3.8,3.6,113.4
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,4873,0,0,0,0,0,0,0,0,50,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,3533,0,0,0,0,0,12,0,0,0,Liverpool,Newcastle,Chelsea,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,1,28,1.9,4.52380952380952E-07,6.66666666666667E-06,0,11933,8,18,0,0,0,0,0,6.7,333,-3,0,28,3,0.3,0,1.3,0,0,3,0,0,0.2,10926,0,0,0,0,1310,833,0,0,176,Crystal Palace,Liverpool,Leicester,Wolverhampton,Bournemouth,1.4,1.2,1.5,1.8,1,2.1,1.6,1.5,1.7,1.3,38.9
Ross,Barkley,MID,CHE,5100000,0,65,2.40740740740741,4.72040668119099E-07,1.27450980392157E-05,0,675533,1,10,0,0,0,3,0,12.7,2254,-9,0,65,9,0.5,0,2.3,5,0,6,0,4,1.4,704205,0,0,0,2,890,1358,0,0,229,Fulham,Wolverhampton,Everton,Cardiff City,West Ham,1.8,2.1,1.3,1.5,2,1.2,2.4,1.4,1.9,1.8,81.5
Ashley,Barnes,FWD,BUR,5700000,2,88,3.3,5.78947368421053E-07,1.54385964912281E-05,0,155782,5,24,0,0,0,8,0,15.4,10320,-3,0,88,3,1.1,0,6.3,10,0,5,0,3,3.4,304163,0,0,0,1,1502,33175,0,0,268,Crystal Palace,Liverpool,Leicester,Wolverhampton,Bournemouth,3.1,2.2,3.4,3.4,2.8,3.8,2.4,3.3,2.8,4.1,132
Harvey,Barnes,MID,LEI,5500000,2,17,0.607142857142857,1.1038961038961E-07,3.09090909090909E-06,0,3107,0,10,0,0,0,0,0,3.1,1187,0,0,17,0,0.5,0,2.8,0,0,0,0,2,0.4,25418,0,0,0,0,468,7583,0,0,56,Watford,Fulham,Burnley,Bournemouth,Huddersfield,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,48.8
Antonio,Barreca,DEF,NEW,4300000,0,1,0.0357142857142857,8.30564784053156E-09,2.32558139534884E-07,0,408,0,0,0,0,0,0,0,0.2,116,-2,1,1,2,0.1,0,0.3,0,0,0,0,0,0,794,0,0,0,0,4,21,-1,0,3,West Ham,Everton,Bournemouth,Arsenal,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CRY,6500000,2,14,0.5,7.69230769230769E-08,2.15384615384615E-06,0,25877,0,3,0,0,0,1,0,2.2,6174,0,0,14,0,0.5,0,3.5,1,0,0,0,1,1.1,94028,0,0,0,0,200,11368,0,0,41,Burnley,Brighton,Huddersfield,Newcastle,Man City,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.4
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,73791,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5522,0,0,0,0,0,4,0,0,0,Cardiff City,Chelsea,Burnley,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4000000,6,31,1.10714285714286,2.76785714285714E-07,7.75E-06,0,331444,5,18,0,0,0,0,0,7.8,10054,0,0,31,0,0.9,0,3.8,2,0,2,0,1,7,451799,0,0,0,0,1250,15426,0,0,216,Man Utd,Tottenham,Brighton,Liverpool,Wolverhampton,0.6,0.6,0,0.6,0.7,0.7,0.6,0.7,0.6,0.8,48.3
Asmir,Begovic,GLK,BOU,4300000,0,61,2.8,6.51162790697674E-07,1.41860465116279E-05,0,238990,0,42,0,57,0,0,0,14.2,3695,-2,0,61,2,0,0,0,4,0,5,0,0,3,149184,0,0,0,0,1980,862,0,0,348,Man City,Huddersfield,Newcastle,Leicester,Burnley,2.9,2.5,2.8,2.2,2.9,1.8,3.3,1.8,3.1,2.2,42.2
Hector,Bellerin,DEF,ARS,5400000,0,60,3.2,5.92592592592593E-07,1.11111111111111E-05,0,1130753,3,21,0,0,0,0,0,11.1,2776,-1,0,60,1,0,0,0,5,0,4,0,5,4.7,566687,1,0,0,0,1532,24,0,0,304,Tottenham,Man Utd,Newcastle,Everton,Watford,0,0,0,0,0,2.7,3.4,2.9,4.1,2.1,73.7
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,53755,0,0,0,0,0,0,0,0,562,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,28752,0,0,0,0,0,39,0,0,0,Watford,Fulham,Burnley,Bournemouth,Huddersfield,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2982,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,Watford,Fulham,Burnley,Bournemouth,Huddersfield,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4400000,1,54,2.7,6.13636363636364E-07,1.22727272727273E-05,0,51568,2,36,0,0,0,0,0,12.3,544,-1,0,54,1,0.6,0,2.8,4,0,6,0,1,0.4,52770,0,0,0,0,1768,142,0,0,294,Wolverhampton,West Ham,Chelsea,Man City,Burnley,2.6,2.7,0,3.4,1.9,1.8,2.8,2.1,2.4,2.3,54.9
Ryan,Bennett,DEF,WOL,4200000,1,67,2.5,5.95238095238095E-07,1.5952380952381E-05,0,628484,9,33,0,0,0,1,0,16,15444,2,0,67,-2,0.4,0,1.5,1,0,6,0,0,11.7,1006209,0,0,0,0,2430,8636,0,0,363,Cardiff City,Chelsea,Burnley,Man Utd,Southampton,3,2.5,0,3.6,0,2,2.7,2.1,2.5,2.1,69.9
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,18,0,0,0,Crystal Palace,Liverpool,Leicester,Wolverhampton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,6300000,1,13,0.464285714285714,7.36961451247166E-08,2.06349206349206E-06,0,72583,0,7,0,0,0,0,0,2.1,238,-2,0,13,2,0.2,0,1,0,0,2,0,0,0.4,23870,0,0,0,0,479,173,0,0,9,Burnley,Brighton,Huddersfield,Newcastle,Man City,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,32.1
,Bernard,MID,EVE,5900000,1,55,1.96428571428571,3.32929782082324E-07,9.32203389830509E-06,0,57126,5,14,0,0,0,0,0,9.3,746,-1,0,55,1,0.2,0,1,4,0,6,0,4,0.2,43846,0,0,0,0,1291,103,0,0,195,Liverpool,Newcastle,Chelsea,West Ham,Arsenal,1.1,1.4,1.2,1.1,1.6,1.3,1.1,1.4,1.8,1,79.2
,Bernardo,DEF,BHA,4200000,0,22,0.814814814814815,1.94003527336861E-07,5.23809523809524E-06,0,15294,2,13,0,0,0,0,0,5.2,160,-3,0,22,3,0,0,0,0,0,1,0,1,0.1,9048,0,0,0,0,904,58,0,0,146,Huddersfield,Crystal Palace,Southampton,Tottenham,Bournemouth,0.5,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,35
,Bernardo Silva,MID,MCI,7500000,4,112,4.1,5.46666666666667E-07,1.49333333333333E-05,0,1596427,3,19,0,0,0,5,0,14.9,18161,0,0,112,0,0.4,0,3,11,0,9,0,7,7.6,1617549,0,0,0,2,2104,47150,0,0,476,Bournemouth,Watford,Fulham,Cardiff City,Crystal Palace,3.4,4.3,0,4.1,4.6,4.4,7,4,4.3,3.7,198.7
Ryan,Bertrand,DEF,SOU,4800000,6,40,2.9,6.04166666666667E-07,8.33333333333333E-06,0,346797,5,23,0,0,0,1,0,8.3,636,-2,0,40,2,0.4,0,1.8,1,0,5,0,0,1.9,79357,0,0,0,0,1260,345,0,0,202,Man Utd,Tottenham,Brighton,Liverpool,Wolverhampton,2.6,2.9,0,2.3,3.2,3.3,2.3,3,2.5,3.5,58.9
Marcus,Bettinelli,GLK,FUL,4300000,0,15,0.535714285714286,1.24584717607973E-07,3.48837209302326E-06,0,40710,1,20,0,20,0,0,0,3.5,466,-2,0,15,2,0,0,0,0,0,0,0,0,0.3,37762,0,0,1,0,630,15,0,0,114,Chelsea,Leicester,Liverpool,Man City,Watford,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,19.4
Philip,Billing,MID,HUD,4500000,2,60,2.5,5.55555555555556E-07,1.33333333333333E-05,0,255646,6,38,0,0,0,2,0,13.3,2301,0,0,60,0,0.3,0,1.3,4,0,5,0,0,1.4,313814,0,0,0,0,2017,3519,0,0,301,Brighton,Bournemouth,West Ham,Crystal Palace,Leicester,1.8,2.6,1.8,2.2,1.9,1.5,1.9,1.3,1.5,2,114
Yves,Bissouma,MID,BHA,4600000,1,26,0.962962962962963,2.09339774557166E-07,5.65217391304348E-06,0,3258,3,17,0,0,0,0,0,5.7,23,-4,0,26,4,0.4,0,1.7,0,0,1,0,0,0,1698,0,0,0,0,1014,68,0,0,83,Huddersfield,Crystal Palace,Southampton,Tottenham,Bournemouth,0.6,0.5,0,0.6,0.5,0.6,0.5,0.6,0.5,0.5,37.4
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,1,0,0,0,Southampton,Arsenal,Watford,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,12071,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1716,0,0,0,0,0,13,0,0,0,Wolverhampton,West Ham,Chelsea,Man City,Burnley,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,14979,0,0,0,0,0,0,0,0,13,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,706,0,0,0,0,0,2,0,0,0,Liverpool,Newcastle,Chelsea,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4600000,2,84,3.2,6.95652173913044E-07,1.82608695652174E-05,0,435229,1,32,0,0,0,3,0,18.3,7071,1,0,84,-1,0.9,0,4.3,8,0,5,0,0,4.3,560978,0,0,0,2,2268,13480,0,1,440,Cardiff City,Chelsea,Burnley,Man Utd,Southampton,4.2,3.6,0,5.4,0,2.9,3.8,3.1,3.6,3.1,95.2
Bonatini Lohner Maia,Bonatini,FWD,WOL,4600000,0,10,1.4,3.04347826086957E-07,2.17391304347826E-06,0,69517,0,0,0,0,0,0,0,2.2,344,-4,0,10,4,0,0,0,0,0,0,0,1,0.3,35155,0,0,0,0,130,5,0,0,19,Cardiff City,Chelsea,Burnley,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,13.6
Gaetan,Bong,DEF,BHA,4400000,1,41,2,4.54545454545455E-07,9.31818181818182E-06,0,11403,0,31,0,0,0,0,0,9.3,186,-1,0,41,1,0.6,0,2.7,0,0,4,0,0,0.2,8976,0,0,0,0,1625,389,0,0,226,Huddersfield,Crystal Palace,Southampton,Tottenham,Bournemouth,2.2,1.4,0,1.8,1.4,1.9,1.4,1.6,1,1.7,35.9
Artur,Boruc,GLK,BOU,4000000,0,22,0.785714285714286,1.96428571428571E-07,5.5E-06,0,197957,1,11,0,19,0,0,0,5.5,4203,0,0,22,0,0.4,0,1.5,2,0,2,0,0,8.4,288244,0,0,0,1,540,15610,0,0,106,Man City,Huddersfield,Newcastle,Leicester,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,14.7
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,Man Utd,Tottenham,Brighton,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,1,15,0.535714285714286,9.92063492063492E-08,2.77777777777778E-06,0,2734,3,12,0,0,0,0,0,2.8,28,-1,0,15,1,0.1,0,0.8,0,0,1,0,1,0,1536,0,0,0,0,598,31,0,1,59,Crystal Palace,Liverpool,Leicester,Wolverhampton,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,33.1
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,10133,0,0,0,0,0,0,0,0,21,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1219,0,0,0,0,0,9,0,0,0,Bournemouth,Watford,Fulham,Cardiff City,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,9205,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0.2,15377,0,0,0,0,0,79,0,0,0,Wolverhampton,West Ham,Chelsea,Man City,Burnley,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4300000,0,1,0.0357142857142857,8.30564784053156E-09,2.32558139534884E-07,0,4153,0,0,0,0,0,0,0,0.2,35,-2,0,1,2,0,0,0,0,0,0,0,0,0,878,0,0,0,0,13,5,0,0,3,Leicester,Man City,Man Utd,Fulham,Arsenal,0,0,0,0,0,0,0,0,0,0,0.1
David,Brooks,MID,BOU,5000000,0,94,4.3,8.6E-07,1.88E-05,0,574577,2,29,0,0,0,6,0,18.8,8606,0,0,94,0,0,0,0,6,0,7,0,4,3,731120,0,0,0,2,1585,17590,0,0,289,Man City,Huddersfield,Newcastle,Leicester,Burnley,4.1,4.4,5.7,3.8,5.9,3.3,6.2,3.7,4.2,4,131
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,5527,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7136,0,0,0,0,0,34,0,0,0,Liverpool,Newcastle,Chelsea,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4400000,0,31,1.14814814814815,2.60942760942761E-07,7.04545454545455E-06,0,52144,2,6,0,0,0,0,0,7,424,-1,0,31,1,0,0,0,4,0,3,0,1,0.3,50237,0,0,0,1,619,37,0,0,132,Huddersfield,Crystal Palace,Southampton,Tottenham,Bournemouth,0.9,0.6,0,0.8,0.6,0.8,0.6,0.6,0.6,0.7,18.4
Joe,Bryan,DEF,FUL,4800000,1,28,1,2.08333333333333E-07,5.83333333333333E-06,0,10241,2,36,0,0,0,0,0,5.8,74,-2,0,28,2,0.1,0,0.5,1,0,2,0,1,0.1,3854,1,0,0,0,1444,22,0,0,234,Chelsea,Leicester,Liverpool,Man City,Watford,0.8,0.5,0.6,0.5,0.5,0.9,0.5,0.8,0.5,0.5,61
Dan,Burn,DEF,BHA,4500000,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,27,0,0,0,Huddersfield,Crystal Palace,Southampton,Tottenham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0
David,Button,GLK,BHA,4000000,0,15,0.555555555555556,1.38888888888889E-07,3.75E-06,0,115534,0,5,0,14,0,0,0,3.8,5098,0,0,15,0,0,0,0,2,0,1,0,0,3.2,204995,0,0,0,0,360,806,0,0,76,Huddersfield,Crystal Palace,Southampton,Tottenham,Bournemouth,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.9
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2759,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,Newcastle,Cardiff City,Huddersfield,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4700000,6,6,0.222222222222222,4.72813238770686E-08,1.27659574468085E-06,0,8447,0,0,0,0,0,0,0,1.3,320,-3,0,6,3,0.4,0,2,0,0,1,0,0,0.2,6418,0,0,0,0,90,4094,0,0,19,Fulham,Wolverhampton,Everton,Cardiff City,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Gary,Cahill,DEF,CHE,5000000,0,1,0.037037037037037,7.40740740740741E-09,2E-07,0,55347,0,0,0,0,0,0,0,0.2,129,-5,0,1,5,0,0,0,0,0,0,0,0,0.5,5972,0,0,0,0,21,27,0,0,3,Fulham,Wolverhampton,Everton,Cardiff City,West Ham,0,0,0,0,0,0,0,0,0,0,0.3
Tom,Cairney,MID,FUL,4600000,2,43,2,4.34782608695652E-07,9.34782608695652E-06,0,156981,0,33,0,0,0,0,0,9.3,332,-4,0,43,4,0.4,0,1.8,0,0,3,0,1,0.4,25162,0,0,0,0,1423,122,0,0,252,Chelsea,Leicester,Liverpool,Man City,Watford,1.3,1.3,1.2,1.1,1,1.4,1,1.6,1.1,1.8,67.8
Dominic,Calvert-Lewin,FWD,EVE,5300000,7,61,2.3,4.33962264150943E-07,1.15094339622642E-05,0,231163,3,21,0,0,0,5,0,11.5,4574,-2,0,61,2,0.5,0,2.8,3,0,1,0,2,1.4,233728,0,0,0,0,997,7781,0,0,195,Liverpool,Newcastle,Chelsea,West Ham,Arsenal,1.7,1.6,1.9,1.8,2.4,2.2,1.9,1.7,2.5,1.6,60
Rafael,Camacho,MID,LIV,5000000,0,1,0.0357142857142857,7.14285714285714E-09,2E-07,0,210,0,1,0,0,0,0,0,0.2,12,0,0,1,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,1,10,0,0,3,Everton,Burnley,Fulham,Tottenham,Southampton,0,0,0,0,0,0,0,0,0,0,0.2
Victor,Camarasa,MID,CAR,4600000,0,73,3.2,6.95652173913044E-07,1.58695652173913E-05,0,248909,5,43,0,0,0,3,0,15.9,9400,1,0,73,-1,0.2,0,1,4,0,6,0,3,2.1,365052,0,0,0,1,1889,2348,0,0,281,Wolverhampton,West Ham,Chelsea,Man City,Burnley,2.7,3,0,2.6,1.7,2.8,2.4,2.9,3,2.4,120
Etienne,Capoue,MID,WAT,4800000,2,67,2.8,5.83333333333333E-07,1.39583333333333E-05,0,162943,8,32,0,0,0,1,0,14,834,-2,0,67,2,0.7,0,3.3,8,0,8,0,3,0.5,170401,0,0,0,1,2147,958,0,1,362,Leicester,Man City,Man Utd,Fulham,Arsenal,2.3,1.4,0,2,3.1,2.7,2.8,2.5,1.5,2.4,80.4
,Carlos Sanchez,MID,WHU,4300000,0,7,0.25,5.81395348837209E-08,1.62790697674419E-06,0,19019,0,4,0,0,0,0,0,1.6,40,-2,0,7,2,0,0,0,0,0,0,0,0,0.1,6722,0,0,0,0,217,14,0,0,37,Newcastle,Cardiff City,Huddersfield,Everton,Chelsea,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,7.2
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,3,0,0,0,Man Utd,Tottenham,Brighton,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5400000,2,12,0.428571428571429,7.93650793650794E-08,2.22222222222222E-06,0,15023,2,7,0,0,0,0,0,2.2,348,-1,0,12,1,0.1,0,0.8,0,0,0,0,0,0.1,16762,0,0,0,0,454,1009,0,0,10,Newcastle,Cardiff City,Huddersfield,Everton,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,25.8
Craig,Cathcart,DEF,WAT,4600000,-1,81,3,6.52173913043478E-07,1.76086956521739E-05,0,104901,2,40,0,0,0,3,0,17.6,10364,1,0,81,-1,0.8,0,3.8,5,0,6,0,0,2.4,226214,2,0,0,1,2421,4151,0,0,435,Leicester,Man City,Man Utd,Fulham,Arsenal,2.9,2.3,0,2.8,3.3,2.6,3.4,3.4,3.3,3.1,85.9
Ivan,Cavaleiro,MID,WOL,5200000,1,43,1.53571428571429,2.9532967032967E-07,8.26923076923077E-06,0,20951,1,9,0,0,0,3,0,8.3,164,-3,0,43,3,0.2,0,0.8,3,0,1,0,1,0.1,16836,0,0,0,1,572,109,0,0,149,Cardiff City,Chelsea,Burnley,Man Utd,Southampton,0.9,0.8,0,1.7,0,0.9,1.2,0.8,1.3,0.8,63.2
Petr,Cech,GLK,ARS,4800000,0,24,0.857142857142857,1.78571428571429E-07,5E-06,0,133600,0,9,0,27,0,0,0,5,395,-2,0,24,2,0,0,0,3,0,1,0,0,1.1,82158,0,0,0,0,585,77,0,0,130,Tottenham,Man Utd,Newcastle,Everton,Watford,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.5,0.4,20.4
,Cedric,DEF,SOU,4200000,0,52,2.9,6.9047619047619E-07,1.23809523809524E-05,0,511546,4,31,0,0,0,1,0,12.4,4241,-3,0,52,3,0,0,0,7,0,4,0,2,2.3,225527,0,0,0,1,1493,2,0,0,273,Man Utd,Tottenham,Brighton,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,63.9
Nathaniel,Chalobah,MID,WAT,4400000,0,7,0.25,5.68181818181818E-08,1.59090909090909E-06,0,12375,2,4,0,0,0,0,0,1.6,63,-1,0,7,1,0.1,0,0.3,0,0,0,0,0,0.1,4971,0,0,0,0,192,37,0,0,26,Leicester,Man City,Man Utd,Fulham,Arsenal,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,2251,0,0,0,0,0,0,0,0,20,-1,0,0,1,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,21,0,0,0,Everton,Burnley,Fulham,Tottenham,Southampton,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,1,34,1.6,3.80952380952381E-07,8.09523809523809E-06,0,89627,5,34,0,0,0,1,0,8.1,1456,-3,0,34,3,0.2,0,0.8,0,0,2,0,0,0.9,37955,0,0,0,0,1686,516,0,0,275,Chelsea,Leicester,Liverpool,Man City,Watford,1.7,1,1.3,1.2,0.9,1.7,0.8,1.7,1,1.1,85.6
,Chicharito,FWD,WHU,6100000,0,64,3.4,5.57377049180328E-07,1.04918032786885E-05,0,571635,1,15,0,0,0,5,0,10.5,2169,-4,0,64,4,0.5,0,3,7,0,5,0,3,1.5,504954,0,0,0,1,960,6221,0,0,202,Newcastle,Cardiff City,Huddersfield,Everton,Chelsea,3.5,3.3,3.8,3.8,2.6,3.5,3.4,3,4,3.2,74.5
Benjamin,Chilwell,DEF,LEI,5000000,2,83,3.2,6.4E-07,1.66E-05,0,253951,3,34,0,0,0,0,0,16.6,5321,0,0,83,0,0.3,0,1.3,8,0,7,0,3,2.4,354471,0,0,0,1,2340,7896,0,0,405,Watford,Fulham,Burnley,Bournemouth,Huddersfield,3.4,3.4,2.7,3.2,3.9,2.8,3.2,2.7,2.8,4,116.9
Tahith,Chong,MID,MUN,4500000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,49,0,0,0,Southampton,Arsenal,Watford,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4300000,0,11,0.392857142857143,9.13621262458472E-08,2.55813953488372E-06,0,11975,0,3,0,0,0,0,0,2.6,375,-2,0,11,2,0,0,0,0,0,2,0,0,0.1,12874,0,0,0,0,332,99,0,0,41,Watford,Fulham,Burnley,Bournemouth,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14
Andreas,Christensen,DEF,CHE,5000000,0,6,0.222222222222222,4.44444444444444E-08,1.2E-06,0,52261,1,2,0,0,0,0,0,1.2,135,-5,0,6,5,0.4,0,2,0,0,1,0,0,0.4,4578,0,0,0,0,180,97,0,0,42,Fulham,Wolverhampton,Everton,Cardiff City,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.5
