FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Lewis,Dunk,DEF,BHA,4400000,1,80,2.6,5.90909090909091E-07,1.81818181818182E-05,0,411855,4,49,0,0,0,2,0,18.2,27265,-1,0,80,1,0.2,0,1,6,0,6,0,1,3.8,477996,0,0,0,1,2701,5891,0,1,498,Wolverhampton,Tottenham,Newcastle,Arsenal,Man City,4.4,2.3,1.3,2.4,100.3
Erik,Durm,DEF,HUD,4400000,1,47,1.38235294117647,3.14171122994652E-07,1.06818181818182E-05,0,13232,0,37,0,0,0,0,0,10.7,69,-1,0,47,1,0.2,0,0.7,2,0,3,0,1,0.1,4923,0,0,0,1,1824,24,0,0,264,Watford,Liverpool,Man Utd,Southampton,,0.9,0.8,0.8,0.8,55
Bruno,Ecuele Manga,DEF,CAR,4400000,8,86,2.5,5.68181818181818E-07,1.95454545454545E-05,0,31214,0,61,0,0,0,0,0,19.5,4537,-1,0,86,1,0.6,0,2.5,3,0,9,0,1,0.4,47988,0,0,0,0,3015,1515,0,0,518,Liverpool,Fulham,Crystal Palace,Man Utd,,2.5,1.9,2.2,1.9,86.2
,Ederson,GLK,MCI,5600000,2,140,4.2,7.5E-07,2.5E-05,0,1221293,2,22,0,50,0,0,0,25,29919,1,0,140,-1,0.8,0,4.7,4,0,16,0,1,21.5,1397686,0,0,0,1,2970,20264,0,0,591,Tottenham,Man Utd,Burnley,Leicester,Brighton,9.6,3.6,4.7,4.4,50.6
Robert,Elliot,GLK,NEW,4300000,0,0,0,0,0,0,11814,0,0,0,0,0,0,0,0,58,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1627,0,0,0,0,0,12,0,0,0,Southampton,Brighton,Liverpool,Fulham,,0,0,0,0,0
Harvey,Elliott,MID,FUL,4000000,0,0,0,0,0,0,1014,0,0,0,0,0,0,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6562,0,0,0,0,0,6562,0,0,0,Bournemouth,Cardiff City,Wolverhampton,Newcastle,,0,0,0,0,0
Mohamed,Elneny,MID,ARS,4200000,0,6,0.181818181818182,4.32900432900433E-08,1.42857142857143E-06,0,205218,0,2,0,0,0,0,0,1.4,2288,-3,0,6,3,0.2,0,0.7,0,0,0,0,0,2.3,128188,0,0,0,0,220,599,0,0,25,Crystal Palace,Wolverhampton,Leicester,Brighton,Burnley,0.2,0.1,0.1,0.1,13.2
Mohamed,Elyounoussi,MID,SOU,6000000,0,26,0.787878787878788,1.31313131313131E-07,4.33333333333333E-06,0,24336,0,7,0,0,0,0,0,4.3,45,-5,0,26,5,0,0,0,0,0,4,0,0,0.1,4636,0,0,0,0,695,44,0,0,82,Newcastle,Watford,Bournemouth,West Ham,Huddersfield,0.8,0.4,0.4,0.4,50.9
,Emerson,DEF,CHE,5200000,1,21,0.617647058823529,1.18778280542986E-07,4.03846153846154E-06,0,14517,0,9,0,0,0,0,0,4,668,-3,0,21,3,0.7,0,3.5,1,0,2,0,0,0.2,13019,0,0,0,0,570,1529,0,0,116,Burnley,Man Utd,Watford,Leicester,,0.3,0.3,0.3,0.3,24.9
Bright,Enobakhare,MID,WOL,4300000,0,0,0,0,0,0,16696,0,0,0,0,0,0,0,0,50,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,6836,0,0,0,0,0,4,0,0,0,Brighton,Arsenal,Watford,Fulham,Liverpool,0,0,0,0,0
Christian,Eriksen,MID,TOT,9300000,6,141,4.7,5.05376344086022E-07,1.51612903225806E-05,0,1398222,2,32,0,0,0,6,0,15.2,28896,-2,0,141,2,0.9,0,8.7,15,0,7,0,12,8.5,965512,0,0,0,3,2320,44592,0,0,584,Man City,Brighton,West Ham,Bournemouth,Everton,9.3,5.4,4.6,5.1,238.9
Neil,Etheridge,GLK,CAR,4600000,9,137,4,8.69565217391304E-07,2.97826086956522E-05,0,584291,2,63,0,122,0,0,0,29.1,40181,1,1,137,-1,0.8,0,3.5,16,0,9,0,0,10.5,1077715,0,0,3,4,3060,4137,-1,0,688,Liverpool,Fulham,Crystal Palace,Man Utd,,5,4,4.4,4,99.7
Jonny,Evans,DEF,LEI,4800000,0,60,1.76470588235294,3.67647058823529E-07,1.25E-05,0,38056,2,23,0,0,0,1,0,12.5,2889,-2,0,60,2,0.4,0,2,1,0,6,0,0,0.4,36636,0,0,0,0,1633,197,0,0,329,West Ham,Arsenal,Man City,Chelsea,,1.2,1.1,1.1,1.8,55.1
Timothy,Eyoma,DEF,TOT,4000000,0,0,0,0,0,0,2027,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,3162,0,0,0,0,0,170,0,0,0,Man City,Brighton,West Ham,Bournemouth,Everton,0,0,0,0,0
Lukasz,Fabianski,GLK,WHU,4700000,1,122,3.6,7.65957446808511E-07,2.59574468085106E-05,0,1013620,0,52,0,133,0,0,0,25.4,45608,2,1,122,-2,0.4,0,2,13,0,5,0,0,14.5,905847,0,0,1,3,3060,2689,-1,0,649,Leicester,Tottenham,Southampton,Watford,,3.8,3.6,4.2,3.4,103
,Fabinho,MID,LIV,5500000,3,59,2.4,4.36363636363636E-07,1.07272727272727E-05,0,76548,6,12,0,0,0,1,0,10.7,848,-5,0,59,5,0.4,0,2,0,0,10,0,2,0.6,48509,0,0,0,0,1828,679,0,0,276,Cardiff City,Huddersfield,Newcastle,Wolverhampton,,1.5,2.5,1.9,2.1,82.6
Cesc,Fabregas,MID,CHE,6200000,0,6,1,1.61290322580645E-07,9.67741935483871E-07,0,60050,1,2,0,0,0,0,0,1,36,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,4874,0,0,0,0,175,4,0,0,36,Burnley,Man Utd,Watford,Leicester,,0,0,0,0,10.9
,Fabri,GLK,FUL,4200000,0,8,0.235294117647059,5.60224089635854E-08,1.9047619047619E-06,0,23888,0,5,0,15,0,0,0,1.9,124,-3,0,8,3,0,0,0,2,0,0,0,0,0.2,16777,0,0,0,0,180,46,0,0,47,Bournemouth,Cardiff City,Wolverhampton,Newcastle,,0.1,0.1,0.1,0.1,11.5
,Felipe Anderson,MID,WHU,6900000,8,145,4.4,6.3768115942029E-07,2.10144927536232E-05,0,2236049,3,46,0,0,0,9,0,21,46231,-1,1,145,1,0.5,0,3.3,18,0,6,0,5,8.9,2515988,0,0,0,4,2775,9543,-1,0,569,Leicester,Tottenham,Southampton,Watford,,4.7,3.4,5.3,4,245.7
Marouane,Fellaini,MID,MUN,4800000,0,26,1.9,3.95833333333333E-07,5.41666666666667E-06,0,89779,1,14,0,0,0,0,0,5.4,87,-2,0,26,2,0,0,0,0,0,1,0,2,0.4,66232,0,0,0,0,746,1,0,0,119,Everton,Man City,Chelsea,Huddersfield,Cardiff City,0,0,0,0,38.1
Edimilson,Fernandes,MID,WHU,4500000,0,0,0,0,0,0,12356,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.1,278,0,0,0,0,0,2,0,0,0,Leicester,Tottenham,Southampton,Watford,,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4400000,0,43,1.26470588235294,2.87433155080214E-07,9.77272727272727E-06,0,42390,2,23,0,0,0,0,0,9.8,264,-1,0,43,1,0,0,0,5,0,3,0,2,0.2,37788,0,0,0,0,1350,42,0,0,250,Southampton,Brighton,Liverpool,Fulham,,0.8,0.7,0.8,0.7,44
,Fernandinho,MID,MCI,5300000,0,77,2.9,5.47169811320755E-07,1.45283018867925E-05,0,553599,5,15,0,0,0,1,0,14.5,2648,-2,0,77,2,0.2,0,1.3,4,0,12,0,3,3,348603,0,0,0,1,2273,1161,0,0,426,Tottenham,Man Utd,Burnley,Leicester,Brighton,4.1,2.3,2.5,2.3,111
Roberto,Firmino,FWD,LIV,9300000,2,158,4.8,5.16129032258064E-07,1.6989247311828E-05,0,2796113,0,15,0,0,0,12,0,17,48995,-2,0,158,2,0.6,0,5.7,24,0,18,0,8,16.9,1834559,0,0,0,3,2516,41244,0,0,644,Cardiff City,Huddersfield,Newcastle,Wolverhampton,,5.3,6.5,5.3,5.9,259.2
Phil,Foden,MID,MCI,4500000,0,13,0.393939393939394,8.75420875420875E-08,2.88888888888889E-06,0,19228,0,0,0,0,0,0,0,2.9,241,-5,0,13,5,0.2,0,1,0,0,1,0,0,0.1,8626,0,0,0,0,188,188,0,0,58,Tottenham,Man Utd,Burnley,Leicester,Brighton,0.4,0.2,0.2,0.2,26.2
,Fonte,MID,FUL,4400000,0,0,0,0,0,0,23399,0,0,0,0,0,0,0,0,36,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5737,0,0,0,0,0,2,0,0,0,Bournemouth,Cardiff City,Wolverhampton,Newcastle,,0,0,0,0,0
Fraser,Forster,GLK,SOU,4200000,0,0,0,0,0,0,49253,0,0,0,0,0,0,0,0,354,-3,0,0,3,0,0,0,0,0,0,0,0,0.6,9479,0,0,0,0,0,315,0,0,0,Newcastle,Watford,Bournemouth,West Ham,Huddersfield,0,0,0,0,0
Ben,Foster,GLK,WAT,4600000,3,119,3.6,7.82608695652174E-07,2.58695652173913E-05,0,370829,1,48,0,111,0,0,0,25.9,4546,1,0,119,-1,0.7,0,3,11,0,7,0,0,9.3,646138,0,0,1,3,2970,123142,0,0,623,Huddersfield,Southampton,Wolverhampton,Chelsea,West Ham,8.3,4.5,4.2,4.2,90.8
Timothy,Fosu-Mensah,DEF,FUL,4500000,7,14,1.2,2.66666666666667E-07,3.11111111111111E-06,0,39232,3,18,0,0,0,0,0,3.1,160,0,0,14,0,0.6,0,2.7,1,0,1,0,0,0.3,9705,1,0,0,0,791,91,0,0,119,Bournemouth,Cardiff City,Wolverhampton,Newcastle,,0,0,0,0,26.4
Juan,Foyth,DEF,TOT,5000000,5,31,0.939393939393939,1.87878787878788E-07,6.2E-06,0,53994,3,9,0,0,0,1,0,6.2,157,0,0,31,0,0.3,0,1.7,3,0,3,0,0,0.2,58926,0,0,0,1,705,373,0,0,145,Man City,Brighton,West Ham,Bournemouth,Everton,1,0.5,0.5,0.7,27.6
Simon,Francis,DEF,BOU,4300000,0,40,2.4,5.58139534883721E-07,9.30232558139535E-06,0,42845,1,24,0,0,0,0,0,9.3,129,-2,0,40,2,0,0,0,0,0,4,0,2,0.2,25430,0,0,0,0,1227,16,0,0,244,Fulham,Southampton,Tottenham,Crystal Palace,,0,0,0,0,54.4
Ryan,Fraser,MID,BOU,6300000,16,163,4.8,7.61904761904762E-07,2.58730158730159E-05,0,2513120,2,56,0,0,0,7,0,25.9,54289,8,0,163,-8,1.1,0,6.7,20,0,8,0,12,22.5,3685008,0,0,0,6,2828,72555,0,0,673,Fulham,Southampton,Tottenham,Crystal Palace,,6.7,4.7,4.9,5.2,251.9
,Fred,MID,MUN,5300000,2,37,1.12121212121212,2.11549456832476E-07,6.9811320754717E-06,0,258849,2,15,0,0,0,1,0,7,418,-7,0,37,7,0.4,0,2.3,3,0,1,0,2,1.2,57033,0,0,0,0,904,881,0,0,163,Everton,Man City,Chelsea,Huddersfield,Cardiff City,1.2,0.6,0.7,0.6,44.4
Ryan,Fredericks,DEF,WHU,4500000,0,18,0.529411764705882,1.17647058823529E-07,4E-06,0,31786,4,16,0,0,0,0,0,4,252,-5,0,18,5,0.1,0,0.3,2,0,1,0,0,0.2,6894,0,0,0,1,879,36,0,0,101,Leicester,Tottenham,Southampton,Watford,,0.3,0.3,0.3,0.3,27.9
Christian,Fuchs,DEF,LEI,4100000,0,3,0.0882352941176471,2.15208034433286E-08,7.31707317073171E-07,0,38287,0,5,0,0,0,0,0,0.7,258,-4,0,3,4,0,0,0,0,0,0,0,0,0.4,9268,0,0,0,0,206,130,0,0,38,West Ham,Arsenal,Man City,Chelsea,,0,0,0,0,14.9
Manolo,Gabbiadini,FWD,SOU,5600000,0,23,1.9,3.39285714285714E-07,4.10714285714286E-06,0,27121,0,12,0,0,0,1,0,4.1,31,-4,0,23,4,0,0,0,3,0,0,0,0,0.1,12455,0,0,0,1,468,2,0,0,56,Newcastle,Watford,Bournemouth,West Ham,Huddersfield,0,0,0,0,30.8
Sam,Gallagher,FWD,SOU,4500000,0,4,0.121212121212121,2.69360269360269E-08,8.88888888888889E-07,0,10490,0,1,0,0,0,0,0,0.9,841,0,0,4,0,0.1,0,0.3,0,0,0,0,0,0.2,18579,0,0,0,0,32,859,0,0,6,Newcastle,Watford,Bournemouth,West Ham,Huddersfield,0.2,0.1,0.1,0.1,0
James,Garner,MID,MUN,4500000,0,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,52,0,0,0,0,0,0,0,0.2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,1,22,0,0,3,Everton,Man City,Chelsea,Huddersfield,Cardiff City,0,0,0,0,0
Dwight,Gayle,FWD,NEW,6000000,0,0,0,0,0,0,8377,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,279,0,0,0,0,0,1,0,0,0,Southampton,Brighton,Liverpool,Fulham,,0,0,0,0,0
Paulo,Gazzaniga,GLK,TOT,4500000,0,10,0.303030303030303,6.73400673400673E-08,2.22222222222222E-06,0,7549,0,1,0,8,0,0,0,2.2,28,0,0,10,0,0,0,0,0,0,1,0,0,0,7875,0,0,0,0,180,22,0,0,48,Man City,Brighton,West Ham,Bournemouth,Everton,0.4,0.2,0.2,0.2,5.5
Rachid,Ghezzal,MID,LEI,5000000,0,28,0.823529411764706,1.64705882352941E-07,5.6E-06,0,39259,3,13,0,0,0,1,0,5.6,64,-5,0,28,5,0.1,0,0.3,2,0,1,0,0,0.1,30464,0,0,0,0,733,8,0,0,112,West Ham,Arsenal,Man City,Chelsea,,0.4,0.4,0.4,0.4,68.3
Morgan,Gibbs-White,MID,WOL,4300000,1,31,0.939393939393939,2.184637068358E-07,7.2093023255814E-06,0,70659,1,12,0,0,0,0,0,7.2,1180,-2,0,31,2,0.1,0,0.3,0,0,3,0,1,0.5,72880,0,0,0,0,565,101,0,0,83,Brighton,Arsenal,Watford,Fulham,Liverpool,1,0.5,0.6,0.5,24.2
Ben,Gibson,DEF,BUR,4800000,0,6,0.176470588235294,3.67647058823529E-08,1.25E-06,0,16760,1,3,0,0,0,1,0,1.3,73,-2,0,6,2,0,0,0,0,0,0,0,0,0.1,2202,0,0,0,0,62,28,0,0,17,Chelsea,Man City,Everton,Arsenal,,0.1,0.1,0.1,0.1,7.6
Ryan John,Giles,MID,WOL,4500000,0,0,0,0,0,0,1502,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,2217,0,0,0,0,0,56,0,0,0,Brighton,Arsenal,Watford,Fulham,Liverpool,0,0,0,0,0
Olivier,Giroud,FWD,CHE,7700000,0,52,2.2,2.85714285714286E-07,6.75324675324675E-06,0,232584,1,5,0,0,0,2,0,6.8,3288,-3,0,52,3,0.3,0,2,2,0,6,0,4,1.9,113147,0,0,0,0,798,691,0,0,167,Burnley,Man Utd,Watford,Leicester,,2.4,1.6,2.1,1.6,88.2
Angel,Gomes,MID,MUN,5000000,0,1,0.0303030303030303,6.06060606060606E-09,2E-07,0,462,0,1,0,0,0,0,0,0.2,22,0,0,1,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,9,19,0,0,3,Everton,Man City,Chelsea,Huddersfield,Cardiff City,0,0,0,0,2.3
Heurelho,Gomes,GLK,WAT,4200000,0,0,0,0,0,0,15577,0,0,0,0,0,0,0,0,147,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,3547,0,0,0,0,0,157,0,0,0,Huddersfield,Southampton,Wolverhampton,Chelsea,West Ham,0,0,0,0,0
Joseph,Gomez,DEF,LIV,4800000,0,52,1.52941176470588,3.18627450980392E-07,1.08333333333333E-05,0,344099,2,4,0,0,0,0,0,10.8,260,-2,0,52,2,0,0,0,2,0,7,0,0,1,344752,0,0,0,0,1047,555,0,0,259,Cardiff City,Huddersfield,Newcastle,Wolverhampton,,1.2,1.3,0.8,1.3,34.5
Dan,Gosling,MID,BOU,4700000,7,47,2,4.25531914893617E-07,1E-05,0,9738,7,31,0,0,0,1,0,10,155,-3,0,47,3,0.6,0,3,0,0,4,0,2,0.1,7279,0,0,0,0,1592,641,0,0,210,Fulham,Southampton,Tottenham,Crystal Palace,,2,1.1,1.2,1.3,67.3
Karlan,Grant,FWD,HUD,5000000,2,32,0.941176470588235,1.88235294117647E-07,6.4E-06,0,6152,0,15,0,0,0,2,0,6.4,1981,0,0,32,0,0.6,0,3,3,0,1,0,2,0.1,13056,0,0,0,1,578,1253,0,0,94,Watford,Liverpool,Man Utd,Southampton,,0,0.5,0.5,0.5,38.8
Lee,Grant,GLK,MUN,4800000,0,0,0,0,0,0,1156,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0,897,0,0,0,0,0,15,0,0,0,Everton,Man City,Chelsea,Huddersfield,Cardiff City,0,0,0,0,0
Andre,Gray,FWD,WAT,5900000,2,62,2.6,4.40677966101695E-07,1.05084745762712E-05,0,149931,2,18,0,0,0,5,0,10.5,3440,-1,0,62,1,0.6,0,3.3,5,0,3,0,2,2.8,271158,0,0,0,0,1063,141184,0,0,193,Huddersfield,Southampton,Wolverhampton,Chelsea,West Ham,5,2.4,1.7,2.8,91.1
Demarai,Gray,MID,LEI,5400000,2,80,2.6,4.81481481481482E-07,1.48148148148148E-05,0,234218,2,27,0,0,0,4,0,14.8,5573,-1,0,80,1,0.4,0,2.3,3,0,6,0,1,0.9,211979,0,0,0,0,1886,336,0,0,233,West Ham,Arsenal,Man City,Chelsea,,2,2.2,1.3,1.7,119.4
Mason,Greenwood,FWD,MUN,4500000,1,2,0.0606060606060606,1.34680134680135E-08,4.44444444444444E-07,0,3247,0,0,0,0,0,0,0,0.4,673,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.1,6230,0,0,0,0,25,1109,0,0,4,Everton,Man City,Chelsea,Huddersfield,Cardiff City,0,0,0,0,0.4
Pascal,Gro?,MID,BHA,6700000,1,59,1.78787878787879,2.66847580280416E-07,8.80597014925373E-06,0,375802,0,24,0,0,0,2,0,8.8,998,-3,0,59,3,0,1,0.3,9,0,2,0,2,1.5,80939,0,0,0,1,1414,346,0,0,263,Wolverhampton,Tottenham,Newcastle,Arsenal,Man City,1.8,1.5,0.9,0.9,128.6
Vicente,Guaita,GLK,CRY,4200000,2,66,1.94117647058824,4.6218487394958E-07,1.57142857142857E-05,0,119263,2,16,0,47,0,0,0,15.7,8123,-3,0,66,3,1.4,0,6,7,0,6,0,0,1.8,208502,0,0,0,2,1394,11244,0,0,297,Arsenal,Everton,Cardiff City,Bournemouth,,1,2,1.9,1.2,31.8
Johann Berg,Gudmundsson,MID,BUR,5500000,0,85,3.3,6E-07,1.54545454545455E-05,0,397144,2,36,0,0,0,3,0,15.5,2498,-5,0,85,5,0.1,0,0.7,6,0,5,0,6,1,339004,0,0,0,1,1635,130,0,0,314,Chelsea,Man City,Everton,Arsenal,,1.8,2.4,2.2,3.6,132.6
Matteo,Guendouzi,MID,ARS,4400000,1,43,1.5,3.40909090909091E-07,9.77272727272727E-06,0,271106,6,26,0,0,0,0,0,9.8,3033,-1,0,43,1,0.4,0,1.7,0,0,3,0,0,1.7,266450,0,0,0,0,1899,914,0,0,285,Crystal Palace,Wolverhampton,Leicester,Brighton,Burnley,1.8,0.8,1.2,0.8,68.8
Idrissa,Gueye,MID,EVE,4700000,2,65,2.2,4.68085106382979E-07,1.38297872340426E-05,0,30570,5,30,0,0,0,0,0,13.8,589,-3,0,65,3,0.6,0,2.7,0,0,10,0,1,0.3,14444,0,0,0,0,2502,262,0,0,404,Man Utd,Crystal Palace,Burnley,Tottenham,,1.4,1.6,2.1,1.1,91.3
Ilkay,Gundogan,MID,MCI,5500000,2,90,2.72727272727273,4.95867768595041E-07,1.63636363636364E-05,0,528252,2,14,0,0,0,5,0,16.4,7506,0,0,90,0,0.3,0,1.7,8,0,9,0,2,2.3,540119,0,0,0,1,1681,5161,0,0,420,Tottenham,Man Utd,Burnley,Leicester,Brighton,3.7,2.1,2.2,2.1,149.7
Angus,Gunn,GLK,SOU,4300000,2,40,1.21212121212121,2.81888653981677E-07,9.30232558139535E-06,0,33054,0,10,0,24,0,0,0,9.3,1481,-2,0,40,2,0.7,0,3,4,0,3,0,0,1,79452,0,0,1,2,720,16145,0,0,162,Newcastle,Watford,Bournemouth,West Ham,Huddersfield,1.2,0.6,0.6,0.9,18.6
Aron,Gunnarsson,MID,CAR,4400000,3,59,2.5,5.68181818181818E-07,1.34090909090909E-05,0,121091,4,34,0,0,0,1,0,13.4,3835,-1,0,59,1,0.3,0,1.5,3,0,6,0,1,0.6,88891,0,0,0,1,1943,85,0,0,263,Liverpool,Fulham,Crystal Palace,Man Utd,,0,1.8,2.1,1.5,74.2
Viktor,Gyokeres,FWD,BHA,4500000,0,0,0,0,0,0,10221,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0.1,15431,0,0,0,0,0,300,0,0,0,Wolverhampton,Tottenham,Newcastle,Arsenal,Man City,0,0,0,0,0
Florent,Hadergjonaj,DEF,HUD,4300000,0,50,1.47058823529412,3.41997264021888E-07,1.16279069767442E-05,0,6815,1,36,0,0,0,0,0,11.6,63,-2,0,50,2,0,0,0,1,0,4,0,0,0.1,4726,0,0,0,0,1837,21,0,0,307,Watford,Liverpool,Man Utd,Southampton,,1,0.9,0.9,0.9,76.2
Greg,Halford,DEF,CAR,4000000,0,0,0,0,0,0,1630,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,3,0,0,0,Liverpool,Fulham,Crystal Palace,Man Utd,,0,0,0,0,0
Ben,Hamer,GLK,HUD,3900000,0,9,0.264705882352941,6.78733031674208E-08,2.30769230769231E-06,0,422518,0,21,0,24,0,0,0,2.3,9254,-1,0,9,1,0.3,0,1.3,0,0,0,0,0,5.7,539016,0,0,0,0,552,13080,0,0,98,Watford,Liverpool,Man Utd,Southampton,,0.1,0.1,0.1,0.1,15.7
Kadeem,Harris,MID,CAR,4500000,1,24,0.705882352941177,1.56862745098039E-07,5.33333333333333E-06,0,2566,1,6,0,0,0,1,0,5.3,33,0,0,24,0,0.1,0,0.3,0,0,1,0,1,0,2906,0,0,0,0,365,15,0,0,80,Liverpool,Fulham,Crystal Palace,Man Utd,,0.4,0.4,0.4,0.4,26.7
Joe,Hart,GLK,BUR,4200000,0,69,3.6,8.57142857142857E-07,1.64285714285714E-05,0,606685,0,41,0,77,0,0,0,16.4,6279,-3,0,69,3,0,0,0,7,0,4,0,0,4.5,546720,0,0,1,2,1710,1005,0,0,378,Chelsea,Man City,Everton,Arsenal,,4,3.9,4.1,3.8,60.3
Kortney,Hause,DEF,WOL,4000000,0,0,0,0,0,0,20305,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0.2,20585,0,0,0,0,0,6,0,0,0,Brighton,Arsenal,Watford,Fulham,Liverpool,0,0,0,0,0
Isaac,Hayden,MID,NEW,4300000,3,56,2.7,6.27906976744186E-07,1.30232558139535E-05,0,115838,3,20,0,0,0,1,0,13,16104,-2,1,56,2,0.5,0,2,4,0,6,0,3,1.4,189585,0,0,0,1,1532,825,-1,1,248,Southampton,Brighton,Liverpool,Fulham,,2.5,2.1,1.8,2.2,77.2
Eden,Hazard,MID,CHE,11000000,2,217,6.6,6E-07,1.97272727272727E-05,0,3711354,2,32,0,0,0,16,0,19.7,257708,5,1,217,-5,0.8,0,8.3,31,0,11,0,12,26.7,4433778,0,0,0,8,2627,21857,-1,0,785,Burnley,Man Utd,Watford,Leicester,,0,6.6,8.9,7.7,384.8
Rhys,Healey,FWD,CAR,4500000,0,2,0.0588235294117647,1.30718954248366E-08,4.44444444444444E-07,0,8364,0,0,0,0,0,0,0,0.4,428,0,0,2,0,0,0,0,0,0,0,0,0,0.1,13345,0,0,0,0,31,292,0,0,4,Liverpool,Fulham,Crystal Palace,Man Utd,,0,0,0,0,0.4
Tom,Heaton,GLK,BUR,4800000,7,50,1.47058823529412,3.06372549019608E-07,1.04166666666667E-05,0,33783,1,19,0,44,0,0,0,10.4,3190,-2,0,50,2,1,0,5,4,0,4,0,0,0.5,54665,0,0,0,0,1350,753,0,0,256,Chelsea,Man City,Everton,Arsenal,,1,1,1,0.9,33.3
Tomer,Hemed,FWD,BHA,4900000,0,0,0,0,0,0,11196,0,0,0,0,0,0,0,0,8,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1448,0,0,0,0,0,3,0,0,0,Wolverhampton,Tottenham,Newcastle,Arsenal,Man City,0,0,0,0,0
Jordan,Henderson,MID,LIV,5300000,6,62,1.82352941176471,3.44062153163152E-07,1.16981132075472E-05,0,58247,1,12,0,0,0,1,0,11.7,680,-2,0,62,2,1.1,0,6,2,0,9,0,2,0.6,20047,0,0,0,1,1616,2598,0,1,337,Cardiff City,Huddersfield,Newcastle,Wolverhampton,,0.9,1.6,1.2,1.4,70.8
Jeff,Hendrick,MID,BUR,5200000,3,61,2.2,4.23076923076923E-07,1.17307692307692E-05,0,16731,4,39,0,0,0,1,0,11.7,192,-3,0,61,3,0.4,0,2.3,3,0,4,0,2,0.2,12373,0,0,0,1,1802,42,0,0,206,Chelsea,Man City,Everton,Arsenal,,1.1,1.2,1.1,2,61
Wayne,Hennessey,GLK,CRY,4400000,0,67,3.7,8.40909090909091E-07,1.52272727272727E-05,0,513292,0,26,0,44,0,0,0,15.2,3994,-1,0,67,1,0,0,0,6,0,5,0,0,2.5,524187,0,0,1,1,1575,237,0,0,311,Arsenal,Everton,Cardiff City,Bournemouth,,2.8,5,4.8,3.5,35.9
Ander,Herrera,MID,MUN,5000000,0,60,1.81818181818182,3.63636363636364E-07,1.2E-05,0,141587,3,16,0,0,0,2,0,12,3092,0,0,60,0,0.2,0,1,6,0,5,0,3,0.5,150229,0,0,0,0,1270,45,0,0,282,Everton,Man City,Chelsea,Huddersfield,Cardiff City,0,1,1.5,1.2,82.2
Gonzalo,Higuain,FWD,CHE,9100000,1,36,1.05882352941176,1.16354234001293E-07,3.95604395604396E-06,0,467673,0,12,0,0,0,3,0,3.9,42592,-4,2,36,4,0.1,0,1.3,5,0,3,0,0,1.7,561163,0,0,0,1,757,1274,-2,0,126,Burnley,Man Utd,Watford,Leicester,,0.8,0.5,0.7,0.5,73.6
Wesley,Hoedt,DEF,SOU,4200000,0,29,2.2,5.23809523809524E-07,6.9047619047619E-06,0,29005,2,24,0,0,0,0,0,6.9,95,-3,0,29,3,0,0,0,3,0,4,0,0,0.2,14010,2,0,0,0,1170,1,0,0,206,Newcastle,Watford,Bournemouth,West Ham,Huddersfield,0,0,0,0,34.7
Jonathan,Hogg,MID,HUD,4400000,2,49,2,4.54545454545455E-07,1.11363636363636E-05,0,41407,6,36,0,0,0,0,0,11.1,386,-1,0,49,1,0.4,0,1.7,3,0,5,0,1,0.2,35803,0,0,0,0,2059,37,0,1,317,Watford,Liverpool,Man Utd,Southampton,,1.4,1,1.1,1.3,66.2
