FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcos,Alonso,DEF,CHE,7100000,0,93,6.2,8.73239436619718E-07,1.30985915492958E-05,0,491210,2,13,0,0,0,1,0,13.1,114592,6,0,93,-6,0.5,0,3.8,14,0,7,0,7,45.8,1903922,0,0,0,3,1337,13108,0,0,374,Man City,Brighton,Leicester,Watford,Crystal Palace,8.1,7.4,8.1,7.9,8.7,8.2,7.3,6,6.3,8.1,7.6,9.3,8,6.9,8.4,7.3,7.6,7.7,7.8,8,8.3,8.6,7.6,79.9
Daniel,Amartey,MID,LEI,4300000,0,15,1,2.32558139534884E-07,3.48837209302326E-06,0,17362,2,9,0,0,0,0,0,3.5,334,-2,1,15,2,0,0,0,0,0,1,0,0,0.2,10598,0,0,0,0,639,52,-1,0,103,Tottenham,Crystal Palace,Chelsea,Man City,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,20.8
Luke,Amos,MID,TOT,4300000,0,1,0.0666666666666667,1.55038759689922E-08,2.32558139534884E-07,0,8166,0,0,0,0,0,0,0,0.2,572,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,8076,0,0,0,0,2,697,0,0,3,Leicester,Burnley,Everton,Bournemouth,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,3125,0,0,0,0,0,0,0,0,54,-1,0,0,1,0,0,0,0,0,0,0,0,0,1483,0,0,0,0,0,26,0,0,0,Man City,Brighton,Leicester,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,6,16,1.06666666666667,2.13333333333333E-07,3.2E-06,0,6036,0,3,0,0,0,2,0,3.2,1226,0,0,16,0,0.8,0,3.8,2,0,0,0,0,0.3,18263,0,0,0,0,181,11355,0,0,56,Burnley,Chelsea,Bournemouth,Arsenal,Everton,0.5,0.5,0.5,0.7,0.8,0.5,0.5,0.5,0.7,0.7,0.8,0.5,0.5,0.6,0.5,0.9,0.8,0.5,0.7,0.5,0.6,0.5,0.5,16.5
,Andre Gomes,MID,EVE,5400000,2,16,1.06666666666667,1.97530864197531E-07,2.96296296296296E-06,0,19673,1,5,0,0,0,0,0,3,568,-1,0,16,1,0.4,0,2.3,0,0,3,0,0,0.2,9971,0,0,0,0,621,1754,0,0,70,Watford,Man City,Tottenham,Burnley,Brighton,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.7,0.5,22.9
Michail,Antonio,MID,WHU,6800000,7,31,2.06666666666667,3.03921568627451E-07,4.55882352941176E-06,0,45591,1,11,0,0,0,1,0,4.6,667,-2,0,31,2,0.5,0,3.3,0,0,2,0,2,0.9,10425,0,0,0,0,610,2433,0,0,82,Crystal Palace,Fulham,Watford,Southampton,Burnley,1.4,1.5,1.5,1.7,1.6,1.8,1.3,1.4,1.6,1.1,1.8,1.8,1,1.6,1.2,1.6,1.5,1,1.3,1.4,1.3,1.7,1.4,55.7
Stuart,Armstrong,MID,SOU,5100000,2,32,2.13333333333333,4.18300653594771E-07,6.27450980392157E-06,0,15760,1,12,0,0,0,3,0,6.3,2982,-4,0,32,4,1.2,0,6.3,2,0,1,0,0,1,56919,0,0,0,1,474,27959,0,0,102,Cardiff City,Arsenal,Huddersfield,West Ham,Man City,1.2,1.5,1.8,1.5,1.1,1.1,1.3,1.7,1.6,1.5,1.8,1.3,2,1.3,1.1,1.4,1.2,1.3,1.7,2,1.7,1.4,1.8,37.1
Marko,Arnautovic,FWD,WHU,7000000,0,59,4.5,6.42857142857143E-07,8.42857142857143E-06,0,1902087,3,18,0,0,0,5,0,8.2,680013,0,2,59,0,0.3,0,2.3,9,0,1,0,3,11.5,1478802,0,0,0,1,1008,2359,-2,0,218,Crystal Palace,Fulham,Watford,Southampton,Burnley,0,0,0,0,0,0,5.5,5.2,4.8,4.3,5.5,6.4,4.3,4.9,5.3,4.8,5.8,4.5,6.1,5,5.1,5.6,5.2,108.3
Harry,Arter,MID,CAR,4900000,2,20,1.7,3.46938775510204E-07,4.08163265306122E-06,0,11001,5,21,0,0,0,0,0,4.1,141,-1,0,20,1,0.3,0,1.5,0,0,2,0,0,0.2,2853,0,0,0,0,986,100,0,0,91,Southampton,Watford,Man Utd,Crystal Palace,Leicester,1.5,0.8,1,1.1,0.8,0.9,1.4,1.2,0.8,1.3,1,1.3,1.3,0.9,1.1,0.8,0.8,0.8,0.9,1,0.8,1.2,0.8,25.2
Christian,Atsu,MID,NEW,5100000,1,9,0.6,1.17647058823529E-07,1.76470588235294E-06,0,7929,2,6,0,0,0,0,0,1.8,75,-4,0,9,4,0.2,0,0.8,0,0,0,0,0,0.1,1286,0,0,0,0,322,44,0,0,36,Wolverhampton,Huddersfield,Fulham,Liverpool,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,27.2
Pierre-Emerick,Aubameyang,FWD,ARS,11400000,2,93,6.2,5.43859649122807E-07,8.1578947368421E-06,0,1076053,0,16,0,0,0,10,0,8.3,12654,4,-3,93,-4,0.6,0,7,16,0,3,0,3,34.5,1997472,0,0,0,3,1120,602501,3,0,348,Huddersfield,Southampton,Burnley,Brighton,Liverpool,7.9,7.9,8.5,7.2,6,9,8.3,7.3,9.1,6.6,8.2,8.6,8.7,7.7,8.3,7.3,8,6.7,7.8,7.4,7.5,9.3,8,109.3
Serge,Aurier,DEF,TOT,5800000,0,13,0.866666666666667,1.49425287356322E-07,2.24137931034483E-06,0,41183,1,6,0,0,0,0,0,2.2,1623,-2,0,13,2,0.3,0,1.8,0,0,1,0,1,0.7,15502,0,0,0,0,350,1773,0,0,61,Leicester,Burnley,Everton,Bournemouth,Wolverhampton,0.4,0.4,0.5,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.6,17.2
Charlie,Austin,FWD,SOU,5500000,5,18,1.6,2.90909090909091E-07,3.27272727272727E-06,0,85452,0,7,0,0,0,1,0,3.3,802,-5,0,18,5,0.4,1,2,0,0,4,0,0,0.5,18668,0,0,0,0,540,3925,0,0,44,Cardiff City,Arsenal,Huddersfield,West Ham,Man City,1,1.2,1,1.2,0.9,0.8,0.9,1.3,0.9,1.2,1.5,1.1,2,1.2,0.9,1,0.8,0.9,1,1.1,1.2,1.2,1,34.5
Jordan,Ayew,FWD,CRY,5700000,0,18,2,3.50877192982456E-07,3.15789473684211E-06,0,28460,1,6,0,0,0,0,0,3.2,461,-3,0,18,3,0.1,0,0.8,0,0,2,0,1,0.2,10499,0,0,0,0,560,161,0,0,27,West Ham,Leicester,Man City,Cardiff City,Chelsea,1.9,1.3,1.2,1.8,1.1,1.4,1.5,1.1,1.8,2.4,1.5,1.5,1.6,1.9,1.7,1.6,1.2,1.9,1,1.8,1.6,1.7,1.5,28.7
Floyd,Ayite,MID,FUL,4300000,0,6,0.4,9.30232558139535E-08,1.3953488372093E-06,0,9455,0,4,0,0,0,0,0,1.4,354,-2,0,6,2,0.1,0,0.5,0,0,0,0,0,0.1,4981,0,0,0,0,153,112,0,0,13,Man Utd,West Ham,Newcastle,Wolverhampton,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.6
Cesar,Azpilicueta,DEF,CHE,6300000,1,61,4.1,6.50793650793651E-07,9.68253968253968E-06,0,445217,1,13,0,0,0,0,0,9.7,16226,-2,0,61,2,0.7,0,4.3,2,0,7,0,2,9.7,136359,0,0,0,0,1350,6127,0,0,346,Man City,Brighton,Leicester,Watford,Crystal Palace,4.5,4,4.6,4.4,5.2,4.6,4,3.1,3.3,5.3,4.2,5.5,4.6,3.8,5.1,4.8,5,4.3,4.3,4.5,4.8,4.9,4.2,68.2
Juninho,Bacuna,MID,HUD,4300000,0,2,0.133333333333333,3.10077519379845E-08,4.65116279069767E-07,0,10316,0,1,0,0,0,0,0,0.5,388,-2,0,2,2,0,0,0,0,0,0,0,0,0.2,10241,0,0,0,0,13,125,0,0,7,Arsenal,Newcastle,Southampton,Man Utd,Fulham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Eric,Bailly,DEF,MUN,5000000,1,6,0.4,8E-08,1.2E-06,0,169806,0,8,0,0,0,0,0,1.2,987,-5,1,6,5,0.1,0,0.3,0,0,0,0,0,1.5,45496,0,0,0,0,290,1141,-1,0,46,Fulham,Liverpool,Cardiff City,Huddersfield,Bournemouth,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.7
Leighton,Baines,DEF,EVE,5100000,0,5,0.333333333333333,6.5359477124183E-08,9.80392156862745E-07,0,77142,0,5,0,0,0,0,0,1,674,-4,0,5,4,0,0,0,0,0,0,0,0,0.7,16021,0,0,0,0,284,139,0,0,40,Watford,Man City,Tottenham,Burnley,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11521,0,0,0,0,0,0,0,0,20,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,324,0,0,0,0,0,1,0,0,0,Man City,Brighton,Leicester,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4400000,0,37,2.6,5.90909090909091E-07,8.40909090909091E-06,0,33115,1,22,0,0,0,1,0,8.4,2748,-1,0,37,1,0.5,0,2,3,0,2,0,0,1.2,82160,0,0,0,1,1260,9367,0,0,237,Crystal Palace,Fulham,Watford,Southampton,Burnley,2.2,1.9,2.4,2.2,2.2,2.8,1.5,1.7,2.6,2.5,2.8,2.3,2.2,1.9,3.1,3,3.4,2.6,2.6,2.2,2.7,2.2,2.3,53
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,14968,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1211,0,0,0,0,0,13,0,0,0,Burnley,Chelsea,Bournemouth,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,7,9,0.6,1.42857142857143E-07,2.14285714285714E-06,0,7455,2,4,0,0,0,1,0,2.1,256,-3,0,9,3,0.4,0,1.8,0,0,0,0,0,0.1,4801,0,0,0,1,231,2331,0,0,40,Burnley,Chelsea,Bournemouth,Arsenal,Everton,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.1
Sol,Bamba,DEF,CAR,4500000,0,44,3.1,6.88888888888889E-07,9.77777777777778E-06,0,57616,2,25,0,0,0,2,0,9.8,3040,0,0,44,0,0.8,0,3.5,4,0,2,0,1,1.4,80369,0,0,0,1,1260,5631,0,0,225,Southampton,Watford,Man Utd,Crystal Palace,Leicester,3.4,2.5,3.5,3.1,2.4,3.3,4.3,2.6,1.7,2.8,2.4,3.6,4.6,2.8,3.1,2.3,3.8,2.4,2.4,3.7,2.1,3.3,2.9,62.5
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0,92,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1931,0,0,0,0,0,105,0,0,0,Watford,Man City,Tottenham,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,1,2,0.133333333333333,3.17460317460317E-08,4.76190476190476E-07,0,7100,2,6,0,0,0,0,0,0.5,94,-3,0,2,3,0.1,0,0.3,0,0,0,0,0,0.1,1303,0,0,0,0,270,128,0,0,33,Brighton,Tottenham,Arsenal,Everton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8
Ross,Barkley,MID,CHE,5700000,0,48,3.2,5.6140350877193E-07,8.42105263157895E-06,0,484980,0,6,0,0,0,3,0,8.4,60355,-3,1,48,3,0.1,0,0.5,5,0,3,0,3,4.2,684463,0,0,0,2,491,1773,-1,0,164,Man City,Brighton,Leicester,Watford,Crystal Palace,1.9,2.5,2.9,2.7,3.4,3.5,3.3,2.6,2.6,3.3,1.7,3.7,2.2,2.8,3.2,2,2.4,2.8,2,3.2,2.6,3.2,2.6,53.6
Ashley,Barnes,FWD,BUR,5600000,5,29,1.93333333333333,3.45238095238095E-07,5.17857142857143E-06,0,58354,1,8,0,0,0,2,0,5.2,659,-4,0,29,4,0.4,0,2,3,0,1,0,1,0.4,24227,0,0,0,1,383,1279,0,0,82,Brighton,Tottenham,Arsenal,Everton,West Ham,1.9,1.3,1.5,1.8,1.6,1.5,2.5,1.3,1.7,1.7,1.2,1.2,1.6,1.2,1,1.4,1.3,1.3,1.9,1.1,1.2,1,1.7,26.6
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,64897,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0.8,5392,0,0,0,0,0,11,0,0,0,Newcastle,Bournemouth,Liverpool,Fulham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,3900000,0,2,0.133333333333333,3.41880341880342E-08,5.12820512820513E-07,0,217568,0,1,0,0,0,0,0,0.5,5062,-1,0,2,1,0,0,0,0,0,0,0,0,3.7,132818,0,0,0,0,80,962,0,0,17,Cardiff City,Arsenal,Huddersfield,West Ham,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4
Asmir,Begovic,GLK,BOU,4500000,3,48,3.2,7.11111111111111E-07,1.06666666666667E-05,0,150673,0,22,0,44,0,0,0,10.7,6075,0,0,48,0,0.5,0,2.3,2,0,4,0,0,4,112907,0,0,0,0,1350,1281,0,0,255,Liverpool,Wolverhampton,Brighton,Tottenham,Man Utd,3.7,3.2,4,3.4,3.2,3.6,3.3,3.1,3.8,3.8,2.8,3.7,1.9,3.3,4.2,2.9,2.7,3.2,2.6,3.4,2.7,3.3,3.5,32.6
Hector,Bellerin,DEF,ARS,5400000,0,42,2.8,5.18518518518518E-07,7.77777777777778E-06,0,629399,3,19,0,0,0,0,0,7.8,14231,-1,0,42,1,0.2,0,1,3,0,2,0,4,12,481678,1,0,0,0,1305,95063,0,0,237,Huddersfield,Southampton,Burnley,Brighton,Liverpool,3.5,2.3,2.6,2.2,2.4,2.7,2.4,3,4,2.3,3.6,2.7,2.2,2.9,2.8,2.7,2.2,2.8,2.4,2.6,2.3,3.3,2.3,66.1
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,37136,0,0,0,0,0,0,0,0,1008,-1,0,0,1,0,0,0,0,0,0,0,0,1,24262,0,0,0,0,0,350,0,0,0,Tottenham,Crystal Palace,Chelsea,Man City,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2842,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,Tottenham,Crystal Palace,Chelsea,Man City,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4500000,1,25,2.5,5.55555555555556E-07,5.55555555555556E-06,0,40856,0,20,0,0,0,0,0,5.6,736,0,0,25,0,0.1,0,0.3,2,0,2,0,1,0.6,48419,0,0,0,0,900,114,0,0,158,Southampton,Watford,Man Utd,Crystal Palace,Leicester,2.4,1.8,2.6,2.3,1.7,2.4,3.2,1.8,1.2,2,1.7,2.6,3.5,2,2.2,1.6,2.8,1.7,1.7,2.7,1.4,2.4,2,32.6
Ryan,Bennett,DEF,WOL,4200000,2,37,2.6,6.19047619047619E-07,8.80952380952381E-06,0,362545,3,16,0,0,0,0,0,8.8,16538,2,0,37,-2,0.3,0,1.3,1,0,4,0,0,10.9,673759,0,0,0,0,1260,7585,0,0,201,Newcastle,Bournemouth,Liverpool,Fulham,Tottenham,2.3,1.9,2.6,1.8,2.6,2.3,2.1,2.3,2.1,2.5,2,1.6,3.3,3.6,2.5,1.6,2.1,2.5,2.1,2.9,2.2,2.4,2.2,41.2
Christian,Benteke,FWD,CRY,6300000,0,8,0.533333333333333,8.46560846560847E-08,1.26984126984127E-06,0,68863,0,5,0,0,0,0,0,1.3,247,-2,0,8,2,0,0,0,0,0,1,0,0,0.5,20951,0,0,0,0,325,45,0,0,5,West Ham,Leicester,Man City,Cardiff City,Chelsea,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,23.3
,Bernard,MID,EVE,5900000,1,29,1.93333333333333,3.27683615819209E-07,4.91525423728814E-06,0,36352,2,5,0,0,0,0,0,4.9,1686,-1,0,29,1,0.4,0,2.3,2,0,4,0,2,0.3,29312,0,0,0,0,603,895,0,0,104,Watford,Man City,Tottenham,Burnley,Brighton,1.7,1,1.1,1,1,1.5,1.7,1.1,1.3,1.7,1,1,1,1.3,1.4,1.1,1,1.5,1,1.3,1.2,1.7,1,35.8
,Bernardo,DEF,BHA,4200000,1,6,0.4,9.52380952380952E-08,1.42857142857143E-06,0,8248,2,5,0,0,0,0,0,1.4,114,-3,0,6,3,0.3,0,1.3,0,0,0,0,0,0.1,1486,0,0,0,0,382,185,0,0,56,Burnley,Chelsea,Bournemouth,Arsenal,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13
,Bernardo Silva,MID,MCI,7500000,2,66,4.7,6.26666666666667E-07,8.8E-06,0,1009128,2,6,0,0,0,4,0,8.8,20798,0,0,66,0,0.7,0,5,7,0,6,0,3,6.8,987300,0,0,0,2,1136,30649,0,0,274,Chelsea,Everton,Crystal Palace,Leicester,Southampton,3.7,5.6,5.3,4.7,5.5,4.5,5.6,6,6.2,5.1,4.1,3.6,5,4.7,5.6,4.6,4.9,5.7,5.9,4.2,5.3,5.2,4.5,115.1
Ryan,Bertrand,DEF,SOU,4800000,0,33,2.8,5.83333333333333E-07,6.875E-06,0,291301,5,21,0,0,0,1,0,6.9,10122,-2,0,33,2,0.1,0,0.3,1,0,4,0,0,2.9,76668,0,0,0,0,1080,84,0,0,171,Cardiff City,Arsenal,Huddersfield,West Ham,Man City,0,1.9,3.6,2.4,2.6,2.8,2.3,3.9,2.7,2.3,4.1,1.6,2.8,2.7,2.7,2.4,2.2,3,3,2.5,2.2,2.4,3.5,54.2
Marcus,Bettinelli,GLK,FUL,4400000,0,15,2.1,4.77272727272727E-07,3.40909090909091E-06,0,28376,1,20,0,20,0,0,0,3.4,823,-1,0,15,1,0,0,0,0,0,0,0,0,0.5,36170,0,0,1,0,630,97,0,0,114,Man Utd,West Ham,Newcastle,Wolverhampton,Huddersfield,1.6,1.7,1.4,2.1,2.5,1,1.3,1.8,2.3,1.7,1.9,1.3,1.3,2.1,1.3,2.1,1.8,1.4,2.8,1,2.9,1.6,1.5,19.4
Philip,Billing,MID,HUD,4500000,1,36,2.4,5.33333333333333E-07,8E-06,0,160429,5,25,0,0,0,1,0,8,17291,0,0,36,0,0.4,0,2,3,0,3,0,0,2,253363,0,0,0,0,1300,928,0,0,192,Arsenal,Newcastle,Southampton,Man Utd,Fulham,0,2,2.1,1.7,1.9,1.9,1.6,1.2,1.9,1.3,1.7,2.6,1.9,1.7,1.8,1.9,2.4,1.7,1.7,1.9,1.3,1.4,2.2,71.3
