FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Chris,Wood,FWD,BUR,6200000,9,59,2.5,4.03225806451613E-07,9.51612903225807E-06,0,50548,2,29,0,0,0,4,0,9.5,1233,-3,0,59,3,0.7,0,4.3,6,0,5,0,0,0.4,44781,0,0,0,0,1419,4408,0,0,146,Southampton,Brighton,Tottenham,Newcastle,Crystal Palace,2.6,1.9,1.8,2.1,2,1.5,2.1,2.1,1.7,2.6,1.6,2.2,1.7,2.8,84.6
Frederick,Woodman,GLK,NEW,4000000,0,0,0,0,0,0,6190,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0.2,12554,0,0,0,0,0,151,0,0,0,Tottenham,Wolverhampton,Huddersfield,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Xande Silva,FWD,WHU,4500000,0,1,0.0416666666666667,9.25925925925926E-09,2.22222222222222E-07,0,6297,0,0,0,0,0,0,0,0.2,671,0,0,1,0,0,0,0,0,0,0,0,0,0.1,11286,0,0,0,0,17,1493,0,0,3,Liverpool,Crystal Palace,Fulham,Man City,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
Granit,Xhaka,MID,ARS,5300000,0,65,3,5.66037735849057E-07,1.22641509433962E-05,0,326457,7,29,0,0,0,3,0,12.3,8495,-2,0,65,2,0.2,0,1.3,5,0,4,0,2,2.6,213635,0,0,0,1,1882,1178,0,0,344,Man City,Huddersfield,Southampton,Bournemouth,Tottenham,1.5,2.9,3.3,3.4,1.9,2.4,2.2,3.3,1.7,2.1,2.8,2.3,3.6,2.2,111.6
Andriy,Yarmolenko,MID,WHU,6700000,0,27,1.125,1.67910447761194E-07,4.02985074626866E-06,0,113940,2,6,0,0,0,2,0,4,134,-3,0,27,3,0,0,0,2,0,1,0,1,0.5,83349,0,0,0,1,456,13,0,0,88,Liverpool,Crystal Palace,Fulham,Man City,Newcastle,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,29.1
DeAndre,Yedlin,DEF,NEW,4500000,2,47,2.1,4.66666666666667E-07,1.04444444444444E-05,0,119685,4,32,0,0,0,1,0,10.4,1219,0,0,47,0,0.7,0,3,1,0,4,0,1,0.9,83442,1,0,0,0,1842,1001,0,1,250,Tottenham,Wolverhampton,Huddersfield,Burnley,West Ham,2,1.9,2,1.6,1.7,2.4,1.1,1,1.6,1.8,1.5,1.5,1.7,1.4,73.5
Maya,Yoshida,DEF,SOU,4100000,0,16,0.666666666666667,1.6260162601626E-07,3.90243902439024E-06,0,89903,0,17,0,0,0,0,0,3.9,1297,-4,0,16,4,0,0,0,0,0,1,0,0,0.6,39239,0,0,0,0,799,85,0,0,134,Burnley,Cardiff City,Arsenal,Fulham,Man Utd,0,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,27.7
Ashley,Young,DEF,MUN,5700000,1,45,2.5,4.3859649122807E-07,7.89473684210526E-06,0,158095,6,28,0,0,0,1,0,7.9,4819,-3,0,45,3,0.5,0,3,1,0,2,0,3,1.7,127452,0,0,0,1,1567,2692,0,0,269,Leicester,Fulham,Liverpool,Crystal Palace,Southampton,2.4,1.9,2.2,2.6,2.1,1.3,2.2,2.3,2.5,2.1,2.7,2.9,3,3.2,78.8
Pablo,Zabaleta,DEF,WHU,4300000,1,46,2.6,6.04651162790698E-07,1.06976744186047E-05,0,207838,4,25,0,0,0,0,0,10.7,3174,-2,0,46,2,0.6,0,2.7,4,0,4,0,1,2.1,132562,0,0,0,0,1602,1079,0,0,287,Liverpool,Crystal Palace,Fulham,Man City,Newcastle,2.5,2.7,2.5,2,2,3,2.9,3.4,2.9,2.2,2.3,2.6,2.3,2.4,52.1
Wilfried,Zaha,FWD,CRY,6700000,3,67,3.2,4.77611940298508E-07,1E-05,0,2115450,6,30,0,0,0,4,0,10,48462,-3,0,67,3,0.5,0,3.3,3,0,7,0,5,10.5,1014743,0,0,0,0,1883,3962,0,1,201,Fulham,West Ham,Leicester,Man Utd,Burnley,0,3.2,3.4,3.1,3.4,3.7,3.3,2.8,3.5,2.8,3.2,3.1,3.3,3.6,155.2
Andre-Frank,Zambo Anguissa,MID,FUL,4400000,0,15,0.625,1.42045454545455E-07,3.40909090909091E-06,0,15787,0,17,0,0,0,0,0,3.4,113,-1,0,15,1,0,0,0,0,0,0,0,0,0.1,11190,0,0,0,0,636,11,0,1,91,Crystal Palace,Man Utd,West Ham,Southampton,Chelsea,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22.2
,Zanka,DEF,HUD,4400000,2,64,3,6.81818181818182E-07,1.45454545454545E-05,0,379754,6,32,0,0,0,3,0,14.5,4188,-1,0,64,1,0.6,0,2.7,4,0,3,0,1,3.1,78994,0,0,0,0,1877,1383,0,0,358,Chelsea,Arsenal,Newcastle,Wolverhampton,Brighton,3.7,2.3,2.9,3.1,2.6,2.7,2.9,3.5,2.7,3.4,2.9,3,2.6,2.8,75.6
Davide,Zappacosta,DEF,CHE,5100000,0,2,0.0833333333333333,1.63398692810458E-08,3.92156862745098E-07,0,14536,0,0,0,0,0,0,0,0.4,85,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,3653,0,0,0,0,18,99,0,0,5,Huddersfield,Man City,Tottenham,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Marvin,Zeegelaar,DEF,WAT,4200000,0,0,0,0,0,0,4709,0,0,0,0,0,0,0,0,35,-3,0,0,3,0,0,0,0,0,0,0,0,0,959,0,0,0,0,0,1,0,0,0,Brighton,Everton,Cardiff City,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oleksandr,Zinchenko,MID,MCI,4700000,0,9,0.375,7.97872340425532E-08,1.91489361702128E-06,0,3541,0,2,0,0,0,0,0,1.9,127,-3,0,9,3,0,0,0,0,0,1,0,1,0,2433,0,0,0,0,233,55,0,0,59,Arsenal,Everton,Chelsea,West Ham,Bournemouth,0.4,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.1
Kenneth,Zohore,FWD,CAR,4600000,4,13,1.6,3.47826086956522E-07,2.82608695652174E-06,0,51433,0,8,0,0,0,0,0,2.8,737,-4,0,13,4,0.3,0,1.3,0,0,1,0,1,0.3,25708,0,0,0,0,304,4191,0,0,26,Bournemouth,Southampton,Watford,Everton,Wolverhampton,1.5,1.1,1.2,1.2,0.8,1.3,0.9,1,0.8,1,0.9,1.2,0.9,1.1,27.7
Kurt,Zouma,DEF,EVE,5000000,6,63,3.1,6.2E-07,1.26E-05,0,24934,1,26,0,0,0,1,0,12.6,3199,0,0,63,0,1.6,0,8,7,0,4,0,2,1.4,87582,0,0,0,1,1533,47925,0,0,306,Wolverhampton,Man City,Watford,Cardiff City,Liverpool,7.1,2.8,0,3.6,3.5,2.5,4.2,2.6,2.9,2.2,3.1,3.2,3.3,3,50.1
