FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Tammy,Abraham,FWD,CHE,5400000,0,0,0,0,0,0,8563,0,0,0,0,0,0,0,0,26,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1284,0,0,0,0,0,10,0,0,0,Huddersfield,Man City,Tottenham,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Adam Smith,DEF,BOU,4300000,6,50,3.3,7.67441860465116E-07,1.16279069767442E-05,0,79427,1,14,0,0,0,1,0,11.6,581,-2,0,50,2,1,0,4.3,0,0,6,0,0,0.5,66581,0,0,0,0,1235,5079,0,1,236,Cardiff City,Liverpool,Wolverhampton,Arsenal,Man City,3.6,2.7,4.2,1.6,3.9,3.7,3.3,2.9,3.8,2.3,4,2.5,3.6,3.3,33.3
,Adrian,GLK,WHU,4300000,0,0,0,0,0,0,15904,0,0,0,0,0,0,0,0,171,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,3064,0,0,0,0,0,93,0,0,0,Liverpool,Crystal Palace,Fulham,Man City,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Aguero,FWD,MCI,11400000,9,113,5.7,5E-07,9.91228070175439E-06,0,3351437,4,12,0,0,0,11,0,10,14917,4,-1,113,-4,0.5,0,5.3,12,0,8,0,8,29.9,3119262,0,0,0,2,1441,258885,1,0,419,Arsenal,Everton,Chelsea,West Ham,Bournemouth,14.5,7.1,0,8,6.2,7.6,7.3,6.7,8.1,6.9,6.4,6.9,7.1,6.5,187.6
Nathan,Ake,DEF,BOU,5000000,6,80,3.3,6.6E-07,1.6E-05,0,255894,2,42,0,0,0,3,0,16,4125,0,0,80,0,0.9,0,4.3,6,0,7,0,0,5.3,303073,0,0,0,0,2151,38366,0,0,448,Cardiff City,Liverpool,Wolverhampton,Arsenal,Man City,3.6,2.7,4.2,1.6,3.9,3.7,3.3,2.9,3.8,2.3,4,2.5,3.6,3.3,96.9
Marc,Albrighton,MID,LEI,5100000,3,52,2.4,4.70588235294118E-07,1.01960784313725E-05,0,73118,3,15,0,0,0,2,0,10.2,1423,-4,0,52,4,0.3,0,1.3,4,0,3,0,2,0.5,39470,0,0,0,0,1300,375,0,0,237,Man Utd,Tottenham,Crystal Palace,Brighton,Watford,1.4,1.7,1.7,2.3,1.8,2.3,2,2.1,2.5,2,1.8,2,1.2,1.3,84.8
Toby,Alderweireld,DEF,TOT,6000000,2,78,3.5,5.83333333333333E-07,1.3E-05,0,192468,2,19,0,0,0,0,0,13,6177,0,0,78,0,0.3,0,1.7,5,0,9,0,0,4,218071,0,0,0,1,1970,5117,0,0,456,Newcastle,Leicester,Burnley,Chelsea,Arsenal,2.8,3.2,3.4,4.7,2.8,3.7,3.3,3.9,3.9,4,3.5,3.3,2.8,4.7,71
Trent,Alexander-Arnold,DEF,LIV,5200000,0,93,5.5,1.05769230769231E-06,1.78846153846154E-05,0,2216785,3,8,0,0,0,1,0,17.9,78330,2,0,93,-2,0.3,0,1.8,8,0,10,0,3,13.3,2066818,0,0,0,4,1502,9608,0,0,383,West Ham,Bournemouth,Man Utd,Watford,Everton,0,7,6.6,7.4,6.7,7,6,6.7,6.4,7.6,6.9,7.2,6.5,7.5,90.6
,Alisson,GLK,LIV,6000000,2,110,4.6,7.66666666666667E-07,1.83333333333333E-05,0,612447,0,14,0,50,0,0,0,18.3,22495,5,0,110,-5,0.4,0,2.5,5,0,13,0,0,24.8,1054535,0,0,0,0,2160,14441,0,0,487,West Ham,Bournemouth,Man Utd,Watford,Everton,5.1,5.5,5.2,5.8,5.6,5.5,4.6,5.2,5,6.3,5.8,6,5.1,6.1,43.4
Bamidele,Alli,MID,TOT,8900000,0,73,3.04166666666667,3.41760299625468E-07,8.20224719101124E-06,0,620767,2,14,0,0,0,5,0,8.2,12966,-1,0,73,1,0.4,0,3.3,8,0,6,0,2,2.5,467901,0,0,0,1,1193,128,0,0,257,Newcastle,Leicester,Burnley,Chelsea,Arsenal,0,0,0,0,0,3.1,2.3,2.1,3.1,2.8,1.8,2.3,2.5,2.4,112
Miguel,Almiron,MID,NEW,6000000,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4774,0,0,0,0,0,4774,0,0,0,Tottenham,Wolverhampton,Huddersfield,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcos,Alonso,DEF,CHE,6500000,0,120,5.2,8E-07,1.84615384615385E-05,0,1484402,4,19,0,0,0,1,0,18.5,96988,0,1,120,0,0.2,0,1,16,0,10,0,7,32.8,2121398,0,0,0,3,2057,17545,-1,0,510,Huddersfield,Man City,Tottenham,Fulham,Wolverhampton,6.9,5.7,0,6.2,5.5,7.1,6.3,6.5,6.5,6.2,6.5,6.1,6.9,6.5,110.2
Daniel,Amartey,MID,LEI,4300000,0,15,0.625,1.45348837209302E-07,3.48837209302326E-06,0,19942,2,9,0,0,0,0,0,3.5,96,-2,0,15,2,0,0,0,0,0,1,0,0,0.2,11162,0,0,0,0,639,34,0,0,103,Man Utd,Tottenham,Crystal Palace,Brighton,Watford,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.8
Luke,Amos,MID,TOT,4300000,0,1,0.0416666666666667,9.68992248062015E-09,2.32558139534884E-07,0,13587,0,0,0,0,0,0,0,0.2,151,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,13369,0,0,0,0,2,183,0,0,3,Newcastle,Leicester,Burnley,Chelsea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,3749,0,0,0,0,0,0,0,0,39,-1,0,0,1,0,0,0,0,0,0,0,0,0,1938,0,0,0,0,0,55,0,0,0,Huddersfield,Man City,Tottenham,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,1,27,1.125,2.25E-07,5.4E-06,0,33224,1,7,0,0,0,2,0,5.4,1543,0,0,27,0,0.2,0,1,2,0,1,0,0,0.3,41020,0,0,0,0,511,618,0,0,63,Watford,Burnley,Leicester,Huddersfield,Crystal Palace,0.7,0.8,0,0.6,0.7,0.6,0.8,0.8,0.6,0.9,0.6,0.6,0.6,0.7,36.1
,Andre Gomes,MID,EVE,5400000,2,33,1.375,2.5462962962963E-07,6.11111111111111E-06,0,29084,5,18,0,0,0,0,0,6.1,447,-1,0,33,1,0.3,0,1.7,0,0,5,0,1,0.2,17215,0,0,0,0,1295,2004,0,0,161,Wolverhampton,Man City,Watford,Cardiff City,Liverpool,1.5,0.7,0,0.7,0.7,0.8,0.7,0.7,0.9,0.7,0.7,0.7,1,0.7,37.1
Michail,Antonio,MID,WHU,6800000,2,60,2.9,4.26470588235294E-07,8.82352941176471E-06,0,57894,2,21,0,0,0,2,0,8.8,878,-2,0,60,2,0.3,0,2.3,2,0,4,0,4,0.8,19842,0,0,0,0,1252,228,0,0,158,Liverpool,Crystal Palace,Fulham,Man City,Newcastle,1.9,2.8,3.2,1.5,2.8,2.2,2.9,2.5,1.7,2,2.4,2.1,2.9,2.3,93.6
Stuart,Armstrong,MID,SOU,5100000,1,45,1.875,3.67647058823529E-07,8.82352941176471E-06,0,72648,2,19,0,0,0,3,0,8.8,2022,-4,0,45,4,0.2,0,1,2,0,2,0,0,0.3,75573,0,0,0,1,988,247,0,0,169,Burnley,Cardiff City,Arsenal,Fulham,Man Utd,1.2,1.3,0.9,1.7,0.9,0.9,1.1,1.1,0.9,1.3,1.5,1.6,1.1,1.5,76
Marko,Arnautovic,FWD,WHU,6900000,2,78,4.6,6.66666666666667E-07,1.1304347826087E-05,0,2441360,3,23,0,0,0,7,0,11.3,41224,-1,0,78,1,0.2,0,1.3,12,0,2,0,3,6.6,1716194,0,0,0,2,1316,1880,0,0,286,Liverpool,Crystal Palace,Fulham,Man City,Newcastle,0,5.3,6.7,4.5,5.2,5.2,5.4,5.8,4.6,5.7,5.1,5.1,6,5.3,130.3
Harry,Arter,MID,CAR,4900000,1,36,1.8,3.6734693877551E-07,7.3469387755102E-06,0,12821,7,32,0,0,0,0,0,7.3,172,-1,0,36,1,0.2,0,1,0,0,5,0,0,0.2,3673,0,0,0,0,1577,20,0,0,175,Bournemouth,Southampton,Watford,Everton,Wolverhampton,0,1.1,1.2,1.2,1,1.2,0.9,0.9,0.9,1.1,0.9,1.1,1.2,0.9,43.4
Christian,Atsu,MID,NEW,5100000,2,28,1.6,3.13725490196078E-07,5.49019607843137E-06,0,9696,2,13,0,0,0,0,0,5.5,153,-4,0,28,4,0.5,0,2.3,0,0,3,0,0,0.1,3353,0,0,0,0,1017,207,0,0,88,Tottenham,Wolverhampton,Huddersfield,Burnley,West Ham,0.8,1,1.1,1.1,0.9,0.9,0.8,0.8,0.8,1,1,0.9,0.8,1,54.4
Pierre-Emerick,Aubameyang,FWD,ARS,11200000,12,148,6.2,5.53571428571429E-07,1.32142857142857E-05,0,2341246,0,29,0,0,0,15,0,13.1,188166,2,1,148,-2,0.5,0,5.3,24,0,5,0,6,29.1,2992758,0,0,0,4,1910,29765,-1,0,531,Man City,Huddersfield,Southampton,Bournemouth,Tottenham,6.2,7.7,9,9.3,7.1,8.8,6.6,8.5,6.4,7.3,7.9,7.3,9.3,7.1,193.4
Serge,Aurier,DEF,TOT,5800000,1,23,0.958333333333333,1.65229885057471E-07,3.96551724137931E-06,0,49638,1,7,0,0,0,0,0,4,131,-2,0,23,2,0.1,0,0.3,0,0,2,0,2,0.5,17205,0,0,0,0,472,142,0,0,98,Newcastle,Leicester,Burnley,Chelsea,Arsenal,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,23
Charlie,Austin,FWD,SOU,5500000,0,29,1.8,3.27272727272727E-07,5.27272727272727E-06,0,107758,1,11,0,0,0,2,0,5.3,1390,-5,0,29,5,0,1,0,1,0,4,0,0,0.4,35922,0,0,0,0,711,30,0,0,78,Burnley,Cardiff City,Arsenal,Fulham,Man Utd,0,1.5,1.1,2,1.4,1,1.2,1.2,1,1.2,1.3,1.7,1.4,1.3,49.4
Jordan,Ayew,FWD,CRY,5700000,2,35,2.2,3.85964912280702E-07,6.14035087719298E-06,0,35163,2,12,0,0,0,1,0,6.1,830,-3,0,35,3,0.3,0,1.7,2,0,4,0,1,0.3,19694,0,0,0,0,1002,1465,0,0,78,Fulham,West Ham,Leicester,Man Utd,Burnley,2.4,1.8,1.9,1.7,1.9,2.1,1.9,1.5,2,1.5,1.8,1.7,1.9,2,59
Floyd,Ayite,MID,FUL,4300000,0,7,0.291666666666667,6.78294573643411E-08,1.62790697674419E-06,0,11502,0,4,0,0,0,0,0,1.6,107,-2,0,7,2,0,0,0,0,0,0,0,0,0.1,6023,0,0,0,0,161,40,0,0,16,Crystal Palace,Man Utd,West Ham,Southampton,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.6
Cesar,Azpilicueta,DEF,CHE,6300000,0,90,3.8,6.03174603174603E-07,1.42857142857143E-05,0,586486,1,23,0,0,0,0,0,14.3,11733,-2,0,90,2,0.2,0,1,4,0,10,0,2,8.7,214607,0,0,0,0,2160,4439,0,0,519,Huddersfield,Man City,Tottenham,Fulham,Wolverhampton,5,3.6,0,4,3.4,4.7,4.6,4.8,4.2,4,4.2,3.9,4.5,4.2,101
Ryan,Babel,MID,FUL,5500000,7,8,0.333333333333333,6.06060606060606E-08,1.45454545454545E-06,0,3550,1,3,0,0,0,0,0,1.5,1880,0,0,8,0,0.7,0,4,0,0,0,0,2,0.4,25793,0,0,0,0,144,12167,0,0,31,Crystal Palace,Man Utd,West Ham,Southampton,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,16.8
Juninho,Bacuna,MID,HUD,4200000,2,9,0.375,8.92857142857143E-08,2.14285714285714E-06,0,15611,2,9,0,0,0,0,0,2.1,904,-3,0,9,3,0.2,0,1,0,0,0,0,0,0.2,16826,0,0,0,0,358,2056,0,0,47,Chelsea,Arsenal,Newcastle,Wolverhampton,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.7
Leandro,Bacuna,DEF,CAR,4500000,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,249,0,0,0,Bournemouth,Southampton,Watford,Everton,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Bailly,DEF,MUN,5000000,0,6,0.25,5E-08,1.2E-06,0,187310,0,12,0,0,0,0,0,1.2,412,-5,0,6,5,0,0,0,0,0,0,0,0,1.3,56880,0,0,0,0,458,234,0,1,67,Leicester,Fulham,Liverpool,Crystal Palace,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10
Leighton,Baines,DEF,EVE,5000000,1,6,0.25,5E-08,1.2E-06,0,82943,0,5,0,0,0,0,0,1.2,558,-5,0,6,5,0.1,0,0.3,0,0,0,0,0,0.6,17482,0,0,0,0,338,509,0,0,49,Wolverhampton,Man City,Watford,Cardiff City,Liverpool,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15.4
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11745,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,350,0,0,0,0,0,2,0,0,0,Huddersfield,Man City,Tottenham,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4200000,0,44,2.6,6.19047619047619E-07,1.04761904761905E-05,0,118655,2,25,0,0,0,1,0,10.5,2022,-3,0,44,3,0,0,0,3,0,3,0,0,0.4,118655,0,0,0,1,1473,50,0,0,272,Liverpool,Crystal Palace,Fulham,Man City,Newcastle,0,0,2.5,2,2,3,2.9,3.4,2.9,2.2,2.3,2.6,2.3,2.4,60.7
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,16316,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1575,0,0,0,0,0,16,0,0,0,Watford,Burnley,Leicester,Huddersfield,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,0,15,0.625,1.48809523809524E-07,3.57142857142857E-06,0,12061,2,10,0,0,0,1,0,3.6,199,-3,0,15,3,0,0,0,0,0,0,0,0,0.1,9111,0,0,0,1,591,48,0,0,86,Watford,Burnley,Leicester,Huddersfield,Crystal Palace,0.3,0.3,0,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.2
Sol,Bamba,DEF,CAR,4600000,1,76,3.3,7.17391304347826E-07,1.65217391304348E-05,0,131857,4,41,0,0,0,2,0,16.5,5891,1,0,76,-1,0.7,0,3.3,10,0,6,0,1,2.8,236216,0,0,0,1,2070,7970,0,0,381,Bournemouth,Southampton,Watford,Everton,Wolverhampton,3.5,2.9,3.7,4.8,3.4,3.5,2.7,4.5,2.8,2.6,3.7,2.6,3.6,3,89
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,4422,0,0,0,0,0,0,0,0,132,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,3475,0,0,0,0,0,89,0,0,0,Wolverhampton,Man City,Watford,Cardiff City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,1,23,0.958333333333333,2.28174603174603E-07,5.47619047619048E-06,0,10585,6,13,0,0,0,0,0,5.5,222,-3,0,23,3,0.6,0,2.7,0,0,3,0,0,0.2,7340,0,0,0,0,950,1294,0,0,141,Southampton,Brighton,Tottenham,Newcastle,Crystal Palace,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.8,0.6,0.5,0.5,0.5,27.8
Ross,Barkley,MID,CHE,5100000,0,58,2.41666666666667,4.73856209150327E-07,1.13725490196078E-05,0,662839,1,6,0,0,0,3,0,11.4,3947,-9,0,58,9,0.1,0,0.3,5,0,5,0,3,1.5,697469,0,0,0,2,749,472,0,0,196,Huddersfield,Man City,Tottenham,Fulham,Wolverhampton,2.3,1.2,0,1.3,1.8,2,1.3,1.6,1.9,1.2,2.3,1.5,1.8,1.9,68.7
Ashley,Barnes,FWD,BUR,5600000,6,63,2.7,4.82142857142857E-07,1.125E-05,0,124731,4,19,0,0,0,5,0,11.3,5378,-4,0,63,4,0.6,0,3.3,7,0,5,0,2,1.3,146387,0,0,0,1,1162,10601,0,0,183,Southampton,Brighton,Tottenham,Newcastle,Crystal Palace,2.9,2.1,2.1,2.3,2.2,1.7,2.4,2.4,1.9,2.9,1.8,2.5,1.9,3.1,93.9
Harvey,Barnes,MID,LEI,5500000,0,6,0.25,4.54545454545455E-08,1.09090909090909E-06,0,483,0,3,0,0,0,0,0,1.1,165,0,0,6,0,0.4,0,2,0,0,0,0,1,0,1418,0,0,0,0,117,70,0,0,14,Man Utd,Tottenham,Crystal Palace,Brighton,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.2
Antonio,Barreca,DEF,NEW,4500000,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,418,0,0,0,Tottenham,Wolverhampton,Huddersfield,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CRY,6500000,0,0,0,0,0,0,1083,0,0,0,0,0,0,0,0,1083,0,0,0,0,0,0,0,0,0,0,0,0,0.3,19033,0,0,0,0,0,19033,0,0,0,Fulham,West Ham,Leicester,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,72113,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5501,0,0,0,0,0,10,0,0,0,Everton,Newcastle,Bournemouth,Huddersfield,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4000000,1,16,0.666666666666667,1.66666666666667E-07,4E-06,0,296691,5,13,0,0,0,0,0,4,6507,0,-1,16,0,0.4,0,1.7,0,0,1,0,0,6.4,371276,0,0,0,0,890,23377,1,0,134,Burnley,Cardiff City,Arsenal,Fulham,Man Utd,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,29.8
Asmir,Begovic,GLK,BOU,4400000,0,61,2.8,6.36363636363636E-07,1.38636363636364E-05,0,215861,0,42,0,57,0,0,0,13.9,7912,-1,0,61,1,0.1,0,0.3,4,0,5,0,0,3.4,145196,0,0,0,0,1980,2018,0,0,348,Cardiff City,Liverpool,Wolverhampton,Arsenal,Man City,2.9,2.1,3.3,1.4,3.1,2.9,2.6,2.2,3,1.8,3.2,1.9,2.8,2.5,42.2
Hector,Bellerin,DEF,ARS,5400000,0,60,3.2,5.92592592592593E-07,1.11111111111111E-05,0,1106372,3,21,0,0,0,0,0,11.1,10947,-1,0,60,1,0.7,0,4,5,0,4,0,5,5.1,566345,1,0,0,0,1532,91,0,0,304,Man City,Huddersfield,Southampton,Bournemouth,Tottenham,0,0,0,0,0,3.3,3.1,3.1,3.4,2.9,3.6,2.9,4.1,2.3,73.7
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,49942,0,0,0,0,0,0,0,0,1115,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,28537,0,0,0,0,0,39,0,0,0,Man Utd,Tottenham,Crystal Palace,Brighton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2955,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,5,0,0,0,Man Utd,Tottenham,Crystal Palace,Brighton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4400000,1,43,2.7,6.13636363636364E-07,9.77272727272727E-06,0,49582,2,27,0,0,0,0,0,9.8,371,-1,0,43,1,0.5,0,2.3,2,0,5,0,1,0.4,50117,0,0,0,0,1408,168,0,0,245,Bournemouth,Southampton,Watford,Everton,Wolverhampton,2.6,2.1,2.8,3.7,2.5,2.6,1.9,3.4,2,1.9,2.7,1.9,2.6,2.2,45.5
Ryan,Bennett,DEF,WOL,4100000,5,61,2.7,6.58536585365854E-07,1.48780487804878E-05,0,570498,7,29,0,0,0,1,0,14.9,10572,1,0,61,-1,1,0,4,1,0,6,0,0,11.4,927511,0,0,0,0,2070,37879,0,0,321,Everton,Newcastle,Bournemouth,Huddersfield,Cardiff City,3,2.1,1.6,3.2,3.6,3.1,2.1,2,2.3,2.2,3,2.5,2.7,2.4,62.1
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,Southampton,Brighton,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,6300000,0,9,0.375,5.95238095238095E-08,1.42857142857143E-06,0,71327,0,5,0,0,0,0,0,1.4,288,-2,0,9,2,0,0,0.3,0,0,1,0,0,0.4,22548,0,0,0,0,337,389,0,0,7,Fulham,West Ham,Leicester,Man Utd,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,24.4
,Bernard,MID,EVE,5900000,2,51,2.125,3.60169491525424E-07,8.64406779661017E-06,0,51083,5,13,0,0,0,0,0,8.6,920,-1,0,51,1,0.3,0,2,4,0,6,0,4,0.3,42877,0,0,0,0,1166,3988,0,0,184,Wolverhampton,Man City,Watford,Cardiff City,Liverpool,2.9,1.2,0,1.1,1.2,1.6,1.3,1.2,1.9,1.3,1.3,1.5,2,1.1,74.6
,Bernardo,DEF,BHA,4200000,0,22,0.916666666666667,2.18253968253968E-07,5.23809523809524E-06,0,14573,2,13,0,0,0,0,0,5.2,316,-3,0,22,3,0,0,0,0,0,1,0,1,0.1,8799,0,0,0,0,904,21,0,0,146,Watford,Burnley,Leicester,Huddersfield,Crystal Palace,0,0.5,0,0.5,0.7,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35
,Bernardo Silva,MID,MCI,7600000,1,100,4.3,5.65789473684211E-07,1.31578947368421E-05,0,1433383,3,18,0,0,0,5,0,13.2,66306,1,0,100,-1,0.3,0,2.3,11,0,7,0,6,7.9,1477721,0,0,0,2,1801,34881,0,0,414,Arsenal,Everton,Chelsea,West Ham,Bournemouth,8.5,3.9,0,4.7,3.5,4.6,3.6,4.3,4.9,4.7,3.5,4.3,4.6,3.9,170.7
Ryan,Bertrand,DEF,SOU,4800000,0,33,2.8,5.83333333333333E-07,6.875E-06,0,342828,5,21,0,0,0,1,0,6.9,1591,-2,0,33,2,0,0,0,1,0,4,0,0,1.9,77207,0,0,0,0,1080,56,0,0,171,Burnley,Cardiff City,Arsenal,Fulham,Man Utd,0,0,0,2.9,2.4,2.5,2.7,2.2,2.8,3,2.4,2.7,2.4,3.2,54.2
Marcus,Bettinelli,GLK,FUL,4300000,0,15,0.625,1.45348837209302E-07,3.48837209302326E-06,0,37567,1,20,0,20,0,0,0,3.5,529,-2,0,15,2,0,0,0,0,0,0,0,0,0.4,37667,0,0,1,0,630,37,0,0,114,Crystal Palace,Man Utd,West Ham,Southampton,Chelsea,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,19.4
Philip,Billing,MID,HUD,4500000,0,55,2.6,5.77777777777778E-07,1.22222222222222E-05,0,242637,5,35,0,0,0,2,0,12.2,7784,0,0,55,0,0.2,0,1,4,0,4,0,0,1.5,304282,0,0,0,0,1840,110,0,0,281,Chelsea,Arsenal,Newcastle,Wolverhampton,Brighton,0,2.2,2.7,2,2,2.4,2.1,2.5,1.9,1.9,1.9,1.5,1.5,2.4,105.5
Yves,Bissouma,MID,BHA,4600000,0,21,0.875,1.90217391304348E-07,4.56521739130435E-06,0,3129,3,15,0,0,0,0,0,4.6,25,-4,0,21,4,0,0,0,0,0,0,0,0,0,1431,0,0,0,0,861,26,0,0,74,Watford,Burnley,Leicester,Huddersfield,Crystal Palace,0.4,0.5,0,0.4,0.5,0.4,0.4,0.5,0.4,0.5,0.4,0.5,0.4,0.4,32.8
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,2,0,0,0,Leicester,Fulham,Liverpool,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,11829,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1633,0,0,0,0,0,18,0,0,0,Bournemouth,Southampton,Watford,Everton,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,14897,0,0,0,0,0,0,0,0,16,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,699,0,0,0,0,0,1,0,0,0,Wolverhampton,Man City,Watford,Cardiff City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4600000,0,67,3,6.52173913043478E-07,1.45652173913043E-05,0,411507,1,28,0,0,0,2,0,14.6,7095,1,0,67,-1,-0.2,0,-1,5,0,5,0,0,3.4,483592,0,0,0,1,1908,3051,0,1,377,Everton,Newcastle,Bournemouth,Huddersfield,Cardiff City,3.5,2.5,1.9,3.7,4.1,3.6,2.5,2.4,2.7,2.6,3.4,3,3.2,2.8,74.6
Bonatini Lohner Maia,Bonatini,FWD,WOL,4600000,0,10,1.4,3.04347826086957E-07,2.17391304347826E-06,0,66089,0,0,0,0,0,0,0,2.2,1144,-4,0,10,4,0,0,0,0,0,0,0,1,0.4,35098,0,0,0,0,130,239,0,0,19,Everton,Newcastle,Bournemouth,Huddersfield,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6
