FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,5990,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7240,0,0,0,0,0,4,0,0,0,Arsenal,Fulham,Man Utd,Crystal Palace,Burnley,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4400000,1,32,1.03225806451613,2.34604105571847E-07,7.27272727272727E-06,0,53499,2,9,0,0,0,0,0,7.3,184,-1,0,32,1,0.1,0,0.3,4,0,3,0,1,0.3,50335,0,0,0,1,709,18,0,0,149,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,0,1.5,1,0.5,0.5,0.6,19.5
Joe,Bryan,DEF,FUL,4800000,1,30,1.3,2.70833333333333E-07,6.25E-06,0,10498,4,49,0,0,0,0,0,6.3,48,-2,0,30,2,0.1,0,0.3,1,0,2,0,1,0.1,4088,1,0,0,0,1894,25,0,0,304,Everton,Bournemouth,Cardiff City,Wolverhampton,Newcastle,0,1.2,0.6,1.3,0.7,0.8,84.8
Dan,Burn,DEF,BHA,4500000,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,14,0,0,0,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,0,0,0,0,0,0,0
David,Button,GLK,BHA,4000000,0,15,0.483870967741936,1.20967741935484E-07,3.75E-06,0,141924,0,5,0,14,0,0,0,3.8,4798,0,0,15,0,0,0,0,2,0,1,0,0,2.9,211078,0,0,0,0,360,611,0,0,76,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,0,0.5,0.4,0.2,0.2,0.2,8.9
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,2,0,0,0,Chelsea,Man Utd,Leicester,Tottenham,Southampton,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4700000,0,6,0.1875,3.98936170212766E-08,1.27659574468085E-06,0,12228,0,0,0,0,0,0,0,1.3,258,-3,0,6,3,0,0,0,0,0,1,0,0,0.1,7150,0,0,0,0,90,39,0,0,19,West Ham,Liverpool,Burnley,Man Utd,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Gary,Cahill,DEF,CHE,5000000,0,1,0.03125,6.25E-09,2E-07,0,55786,0,0,0,0,0,0,0,0.2,113,-5,0,1,5,0,0,0,0,0,0,0,0,0.5,6405,0,0,0,0,21,72,0,0,3,West Ham,Liverpool,Burnley,Man Utd,Watford,0,0,0,0,0,0,0.3
Tom,Cairney,MID,FUL,4600000,4,53,2,4.34782608695652E-07,1.15217391304348E-05,0,158452,0,46,0,0,0,0,0,11.5,389,-4,0,53,4,0.4,0,2,0,0,3,0,1,0.4,25965,0,0,0,0,1828,49,0,0,311,Everton,Bournemouth,Cardiff City,Wolverhampton,Newcastle,0,1.4,1,1.6,1.1,1.8,90
Dominic,Calvert-Lewin,FWD,EVE,5400000,2,76,2.5,4.62962962962963E-07,1.40740740740741E-05,0,255971,3,24,0,0,0,6,0,14.1,4735,-1,-1,76,1,0.8,0,4.3,3,0,4,0,3,1.9,287028,0,0,0,0,1337,10396,1,0,241,Arsenal,Fulham,Man Utd,Crystal Palace,Burnley,2.7,2.6,2.3,1.9,2.8,1.8,84.7
Rafael,Camacho,MID,LIV,5000000,0,1,0.03125,6.25E-09,2E-07,0,237,0,1,0,0,0,0,0,0.2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,1,7,0,0,3,Southampton,Chelsea,Cardiff City,Huddersfield,Newcastle,0,0,0,0,0,0,0.2
Victor,Camarasa,MID,CAR,4500000,10,93,3.4,7.55555555555556E-07,2.06666666666667E-05,0,281096,5,49,0,0,0,5,0,20.7,6150,0,0,93,0,1.3,0,6,5,0,7,0,3,2,389912,0,0,0,1,2218,9871,0,0,353,Burnley,Brighton,Liverpool,Fulham,Crystal Palace,0,5.6,2.8,3,3.5,2.4,152.2
Etienne,Capoue,MID,WAT,4800000,4,74,2.6,5.41666666666667E-07,1.54166666666667E-05,0,167622,9,39,0,0,0,1,0,15.4,1263,-2,0,74,2,0.4,0,2,8,0,8,0,3,0.5,174433,0,0,0,1,2494,360,0,1,429,Arsenal,Huddersfield,Southampton,Wolverhampton,Chelsea,0,2.5,4.8,2.4,1.3,2.3,89
,Carlos Sanchez,MID,WHU,4300000,0,7,0.21875,5.08720930232558E-08,1.62790697674419E-06,0,19204,0,4,0,0,0,0,0,1.6,38,-2,0,7,2,0,0,0,0,0,0,0,0,0.1,6908,0,0,0,0,217,133,0,0,37,Chelsea,Man Utd,Leicester,Tottenham,Southampton,0,0,0,0,0,0.1,7.2
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,2,0,0,0,Liverpool,Wolverhampton,Newcastle,Watford,Bournemouth,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5400000,0,12,0.375,6.94444444444444E-08,2.22222222222222E-06,0,17380,2,7,0,0,0,0,0,2.2,225,-1,0,12,1,0,0,0,0,0,0,0,0,0.1,17357,0,0,0,0,454,142,0,0,10,Chelsea,Man Utd,Leicester,Tottenham,Southampton,0,0,0,0,0,0.2,25.8
Craig,Cathcart,DEF,WAT,4500000,2,86,2.9,6.44444444444444E-07,1.91111111111111E-05,0,142511,2,42,0,0,0,3,0,19.1,9687,0,0,86,0,0.2,0,1,5,0,6,0,0,2,241413,2,0,0,1,2609,1071,0,0,472,Arsenal,Huddersfield,Southampton,Wolverhampton,Chelsea,0,2.6,6,3.3,3,3.1,89.6
Ivan,Cavaleiro,MID,WOL,5200000,2,46,1.4375,2.76442307692308E-07,8.84615384615385E-06,0,21542,1,10,0,0,0,3,0,8.8,107,-3,0,46,3,0.1,0,0.7,3,0,1,0,1,0.1,17099,0,0,0,1,662,52,0,0,149,Southampton,Brighton,Arsenal,Watford,Fulham,0,0.7,2.1,0.7,1.1,0.7,65.6
Petr,Cech,GLK,ARS,4700000,0,24,0.774193548387097,1.64722031571723E-07,5.1063829787234E-06,0,134948,0,9,0,27,0,0,0,5.1,240,-3,1,24,3,0,0,0,3,0,1,0,0,1.1,82597,0,0,0,0,585,155,-1,0,130,Everton,Watford,Crystal Palace,Wolverhampton,Leicester,0.4,0.4,0.8,0.4,0.5,0.4,20.4
,Cedric,DEF,SOU,4200000,0,52,2.9,6.9047619047619E-07,1.23809523809524E-05,0,521260,4,31,0,0,0,1,0,12.4,1234,-3,0,52,3,0,0,0,7,0,4,0,2,2.2,225553,0,0,0,1,1493,4,0,0,273,Liverpool,Wolverhampton,Newcastle,Watford,Bournemouth,0,0,0,0,0,0,63.9
Nathaniel,Chalobah,MID,WAT,4400000,0,7,0.21875,4.97159090909091E-08,1.59090909090909E-06,0,12682,2,4,0,0,0,0,0,1.6,48,-1,0,7,1,0,0,0,0,0,0,0,0,0.1,5132,0,0,0,0,192,21,0,0,26,Arsenal,Huddersfield,Southampton,Wolverhampton,Chelsea,0,0.1,0.2,0.1,0.1,0.1,7.2
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,2388,0,0,0,0,0,0,0,0,33,-1,0,0,1,0,0,0,0,0,0,0,0,0,1162,0,0,0,0,0,24,0,0,0,Southampton,Chelsea,Cardiff City,Huddersfield,Newcastle,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,0,42,1.6,3.80952380952381E-07,1E-05,0,95545,7,47,0,0,0,2,0,10,2049,-3,0,42,3,0.1,0,0.5,0,0,2,0,0,0.9,44963,0,0,0,0,2136,246,0,0,347,Everton,Bournemouth,Cardiff City,Wolverhampton,Newcastle,0,1.7,0.8,1.7,1,1.1,101.7
,Chicharito,FWD,WHU,6100000,1,83,3.6,5.9016393442623E-07,1.36065573770492E-05,0,601700,2,18,0,0,0,7,0,13.6,7137,-4,0,83,4,0.8,0,4.7,10,0,6,0,4,1.8,554381,0,0,0,2,1209,2827,0,0,265,Chelsea,Man Utd,Leicester,Tottenham,Southampton,2.8,3.7,3.8,3.1,4.2,3.4,91.1
Benjamin,Chilwell,DEF,LEI,5100000,9,97,3.2,6.27450980392157E-07,1.90196078431373E-05,0,279604,3,38,0,0,0,0,0,19.4,2195,1,-1,97,-1,0.8,0,4.3,8,0,8,0,4,3.8,452878,0,0,0,1,2700,48620,1,0,467,Huddersfield,Newcastle,West Ham,Arsenal,Man City,3.8,2.9,3.1,2.8,2.8,4.1,136.7
Tahith,Chong,MID,MUN,4500000,0,1,0.03125,6.94444444444444E-09,2.22222222222222E-07,0,105,0,0,0,0,0,0,0,0.2,16,0,0,1,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,1,10,0,0,3,West Ham,Everton,Man City,Chelsea,Huddersfield,0,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4300000,0,11,0.34375,7.99418604651163E-08,2.55813953488372E-06,0,13145,0,3,0,0,0,0,0,2.6,254,-2,0,11,2,0,0,0,0,0,2,0,0,0.1,13174,0,0,0,0,332,40,0,0,41,Huddersfield,Newcastle,West Ham,Arsenal,Man City,0.2,0.2,0.2,0.2,0.2,0.2,14
Andreas,Christensen,DEF,CHE,5000000,6,14,0.4375,8.75E-08,2.8E-06,0,52917,1,3,0,0,0,0,0,2.8,131,-5,0,14,5,0.3,0,1.5,0,0,2,0,0,0.4,5486,0,0,0,0,360,324,0,0,81,West Ham,Liverpool,Burnley,Man Utd,Watford,0.2,0.2,0.2,0.2,0.2,0.2,8.3
Cyrus,Christie,DEF,FUL,4200000,-1,27,0.818181818181818,1.94805194805195E-07,6.42857142857143E-06,0,15684,6,38,0,0,0,0,0,6.4,168,-3,0,27,3,0,0,0,0,0,2,0,0,0.1,7282,0,0,0,0,1690,23,0,0,215,Everton,Bournemouth,Cardiff City,Wolverhampton,Newcastle,0,0.6,0.4,0.6,0.4,0.4,72
Ibrahima,Cisse,MID,FUL,4300000,0,4,0.121212121212121,2.81888653981677E-08,9.30232558139535E-07,0,7889,0,4,0,0,0,0,0,0.9,84,-2,0,4,2,0,0,0,0,0,0,0,0,0.1,7991,0,0,0,0,86,81,0,0,16,Everton,Bournemouth,Cardiff City,Wolverhampton,Newcastle,0,0.1,0.1,0.1,0.1,0.1,1.4
Ciaran,Clark,DEF,NEW,4500000,0,42,1.3125,2.91666666666667E-07,9.33333333333333E-06,0,29164,1,15,0,0,0,3,0,9.3,53,0,0,42,0,0,0,0,4,0,2,0,0,0.2,21524,0,0,0,1,857,69,0,0,194,Crystal Palace,Leicester,Southampton,Brighton,Liverpool,0.7,0.7,0.9,0.7,0.9,0.7,42.6
Tom,Cleverley,MID,WAT,5000000,0,24,0.75,1.5E-07,4.8E-06,0,2908,2,6,0,0,0,1,0,4.8,157,0,0,24,0,0.1,0,0.3,2,0,3,0,0,0,3564,0,0,0,0,447,4,0,0,83,Arsenal,Huddersfield,Southampton,Wolverhampton,Chelsea,0,0,0,0,0,0.4,16.7
Nathaniel,Clyne,DEF,BOU,4400000,1,25,0.78125,1.77556818181818E-07,5.68181818181818E-06,0,63951,1,16,0,0,0,0,0,5.7,1164,-6,0,25,6,0.2,0,1,0,0,2,0,0,0.9,84391,0,0,0,0,956,4474,0,0,144,Burnley,Brighton,Fulham,Southampton,Tottenham,0.4,0.4,0.5,0.4,0.4,0.4,25.8
Conor,Coady,DEF,WOL,4500000,1,75,2.3,5.11111111111111E-07,1.66666666666667E-05,0,51087,5,39,0,0,0,0,0,16.7,2956,0,0,75,0,0.2,0,1,5,0,7,0,0,0.8,59267,3,0,0,1,2880,502,0,0,484,Southampton,Brighton,Arsenal,Watford,Fulham,0,1.7,4.3,1.6,2.4,1.7,52.3
Joel,Coleman,GLK,HUD,4000000,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,979,0,0,0,0,0,57,0,0,0,Leicester,Tottenham,Watford,Liverpool,Man Utd,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5200000,11,91,3.8,7.30769230769231E-07,1.75E-05,0,228784,1,28,0,0,0,1,0,17.5,1164,-3,0,91,3,1.2,0,6.3,9,0,9,0,2,1.3,139817,1,0,0,2,2108,7729,0,0,424,Arsenal,Fulham,Man Utd,Crystal Palace,Burnley,4,3.8,4.1,4,4.1,4,89.5
Matthew,Connolly,DEF,CAR,3800000,0,0,0,0,0,0,140188,0,0,0,0,0,0,0,0,6887,-2,0,0,2,0,0,0,0,0,0,0,0,2.8,202622,0,0,0,0,0,3230,0,0,0,Burnley,Brighton,Liverpool,Fulham,Crystal Palace,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4600000,3,75,2.4,5.21739130434783E-07,1.6304347826087E-05,0,73956,5,54,0,0,0,1,0,16.3,615,-4,0,75,4,0.5,0,2.3,0,0,7,0,2,0.5,43863,0,0,0,0,2772,425,0,0,380,Bournemouth,Cardiff City,Chelsea,Man City,Everton,1.4,2.2,1.2,1.4,1.3,2.2,92
Helder,Costa,MID,WOL,4700000,1,51,2.1,4.46808510638298E-07,1.08510638297872E-05,0,79431,3,19,0,0,0,1,0,10.9,555,-3,0,51,3,0.1,0,0.3,0,0,5,0,2,0.4,54059,0,0,0,0,1330,167,0,0,137,Southampton,Brighton,Arsenal,Watford,Fulham,0,1.4,3.7,1.2,2,1,70.9
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,55435,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0.5,415,0,0,0,0,0,7,0,0,0,West Ham,Liverpool,Burnley,Man Utd,Watford,0,0,0,0,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,0,0,0,0,0,79,0,0,0,Chelsea,Man Utd,Leicester,Tottenham,Southampton,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5000000,1,33,1.03125,2.0625E-07,6.6E-06,0,91856,1,24,0,0,0,0,0,6.6,758,-5,0,33,5,0.4,0,2,0,0,1,0,1,0.6,19063,0,0,0,0,1498,142,0,0,245,Chelsea,Man Utd,Leicester,Tottenham,Southampton,0.6,0.5,0.5,0.5,0.6,0.5,70.3
Peter,Crouch,FWD,BUR,4500000,0,7,0.21875,4.86111111111111E-08,1.55555555555556E-06,0,70601,1,2,0,0,0,0,0,1.6,9181,0,0,7,0,0.2,0,0.7,0,0,0,0,1,1.2,142456,0,0,0,0,73,1980,0,0,21,Bournemouth,Cardiff City,Chelsea,Man City,Everton,0,0,0,0,0,0.1,9.4
,Cunningham,DEF,CAR,4100000,0,9,0.28125,6.85975609756098E-08,2.19512195121951E-06,0,4769,3,17,0,0,0,0,0,2.2,41,-4,0,9,4,0,0,0,0,0,1,0,0,0,1682,0,0,0,0,630,27,0,0,72,Burnley,Brighton,Liverpool,Fulham,Crystal Palace,0,0.2,0.1,0.1,0.1,0.1,19.6
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,2414,0,0,0,0,0,0,0,0,14,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,740,0,0,0,0,0,9,0,0,0,Arsenal,Huddersfield,Southampton,Wolverhampton,Chelsea,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5300000,0,23,0.71875,1.3561320754717E-07,4.33962264150943E-06,0,18248,3,11,0,0,0,0,0,4.3,1206,-2,0,23,2,0.1,0,0.3,0,0,1,0,2,0.1,21769,0,0,0,0,749,339,0,0,132,West Ham,Everton,Man City,Chelsea,Huddersfield,0,0.4,0.8,0.4,0.4,0.4,41.7
Matthew,Daly,MID,HUD,4500000,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,20,0,0,0,Leicester,Tottenham,Watford,Liverpool,Man Utd,0,0,0,0,0,0,0
Loic,Damour,MID,CAR,4300000,0,2,0.0625,1.45348837209302E-08,4.65116279069767E-07,0,5839,0,2,0,0,0,0,0,0.5,74,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,4986,0,0,0,0,21,44,0,0,6,Burnley,Brighton,Liverpool,Fulham,Crystal Palace,0,0,0,0,0,0,0.9
Charlie,Daniels,DEF,BOU,4100000,1,44,2.1,5.1219512195122E-07,1.07317073170732E-05,0,776259,4,34,0,0,0,1,0,10.7,4607,-4,0,44,4,0.7,0,2.7,1,0,4,0,0,4.3,168646,0,0,0,1,1583,5351,0,0,278,Burnley,Brighton,Fulham,Southampton,Tottenham,0,1.2,2.2,1.3,2,1.4,66.2
,Danilo,DEF,MCI,5000000,8,44,1.375,2.75E-07,8.8E-06,0,148354,1,7,0,0,0,1,0,8.8,2731,-5,0,44,5,0.5,0,2.7,7,0,4,0,0,0.7,125585,0,0,0,1,802,225,0,0,196,Crystal Palace,Tottenham,Man Utd,Burnley,Leicester,0,0.8,1.6,0.7,0.8,0.7,38.2
Scott,Dann,DEF,CRY,4400000,6,10,0.3125,7.10227272727273E-08,2.27272727272727E-06,0,1398,1,3,0,0,0,0,0,2.3,39,-1,0,10,1,0.5,0,2,0,0,1,0,0,0,1578,0,0,0,0,284,134,0,0,53,Newcastle,Man City,Arsenal,Everton,Cardiff City,0.2,0.2,0.2,0.2,0.2,0.2,7.1
Karl,Darlow,GLK,NEW,4400000,0,0,0,0,0,0,3375,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,798,0,0,0,0,0,38,0,0,0,Crystal Palace,Leicester,Southampton,Brighton,Liverpool,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4600000,0,13,0.40625,8.83152173913044E-08,2.82608695652174E-06,0,30249,0,6,0,0,0,0,0,2.8,56,-4,0,13,4,0,0,0,2,0,1,0,0,0.2,10698,0,0,0,0,361,15,0,0,69,West Ham,Everton,Man City,Chelsea,Huddersfield,0,0,0,0,0,0.2,11.9
,David Luiz,DEF,CHE,6000000,8,133,4.4,7.33333333333333E-07,2.21666666666667E-05,0,826140,3,31,0,0,0,2,0,22.2,15554,5,0,133,-5,0.5,0,2.8,16,0,13,0,2,14.9,1407195,0,0,0,3,2700,21988,0,0,663,West Ham,Liverpool,Burnley,Man Utd,Watford,5.7,4.4,5.2,4.5,5.6,4.7,131.1
,David Silva,MID,MCI,8500000,3,122,4.5,5.29411764705882E-07,1.43529411764706E-05,0,1281542,1,13,0,0,0,6,0,14.4,32086,0,0,122,0,0.4,0,3,13,0,12,0,6,4.6,1238200,0,0,0,2,1983,2467,0,0,526,Crystal Palace,Tottenham,Man Utd,Burnley,Leicester,0,5,8.2,4.6,4.9,4.3,257.3
Ben,Davies,DEF,TOT,5600000,7,52,1.625,2.90178571428571E-07,9.28571428571429E-06,0,441385,2,21,0,0,0,0,0,9.3,404,-4,0,52,4,0.5,0,2.7,4,0,5,0,0,1.6,90623,0,0,0,0,1461,292,0,0,283,Huddersfield,Man City,Brighton,West Ham,Bournemouth,0,1.4,2.3,1.2,0.8,1.6,64.1
Tom,Davies,MID,EVE,5100000,1,25,0.78125,1.53186274509804E-07,4.90196078431373E-06,0,12738,3,19,0,0,0,0,0,4.9,55,-4,0,25,4,0.1,0,0.7,0,0,2,0,0,0.1,4898,0,0,0,0,974,46,0,0,126,Arsenal,Fulham,Man Utd,Crystal Palace,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,30.4
Steven,Davis,MID,SOU,4600000,0,9,3,6.52173913043478E-07,1.95652173913043E-06,0,8313,0,4,0,0,0,0,0,2,12,-4,0,9,4,0,0,0,2,0,0,0,1,0,2107,0,0,0,0,97,2,0,0,39,Liverpool,Wolverhampton,Newcastle,Watford,Bournemouth,0,0,0,0,0,0,8.2
Kevin,De Bruyne,MID,MCI,9700000,14,46,1.4375,1.4819587628866E-07,4.74226804123711E-06,0,1541687,2,2,0,0,0,2,0,4.7,1343,-3,0,46,3,0.5,0,4.7,5,0,6,0,1,3.4,371358,0,0,0,0,829,3451,0,0,220,Crystal Palace,Tottenham,Man Utd,Burnley,Leicester,0,0.8,1.4,0.7,0.8,0.7,96.7
David,de Gea,GLK,MUN,5700000,5,109,3.4,5.96491228070175E-07,1.91228070175439E-05,0,1123599,1,43,0,107,0,0,0,19.1,19612,-3,0,109,3,0.4,0,2,7,0,7,0,0,16.3,377465,0,0,0,2,2880,1646,0,0,557,West Ham,Everton,Man City,Chelsea,Huddersfield,0,3.6,7.5,4.5,4.1,4.6,72.9
Troy,Deeney,FWD,WAT,5900000,9,114,3.9,6.61016949152542E-07,1.93220338983051E-05,0,808093,4,36,0,0,0,9,0,19.3,35575,-1,0,114,1,0.7,0,4.3,13,0,5,0,5,4.8,969305,0,0,0,4,2360,9216,0,0,412,Arsenal,Huddersfield,Southampton,Wolverhampton,Chelsea,0,5.1,8.9,4.4,3.2,4.9,200.7
Jermain,Defoe,FWD,BOU,5600000,0,4,1,1.78571428571429E-07,7.14285714285714E-07,0,44734,0,2,0,0,0,0,0,0.7,63,-4,0,4,4,0,0,0,0,0,0,0,0,0.4,9989,0,0,0,0,22,5,0,0,12,Burnley,Brighton,Fulham,Southampton,Tottenham,0,0,0,0,0,0,2.6
Steven,Defour,MID,BUR,5300000,0,10,0.3125,5.89622641509434E-08,1.88679245283019E-06,0,1819,0,14,0,0,0,0,0,1.9,16,-2,0,10,2,0,0,0,0,0,0,0,0,0,1115,0,0,0,0,449,43,0,0,70,Bournemouth,Cardiff City,Chelsea,Man City,Everton,0,0,0,0,0,0.2,9.9
Fabian,Delph,DEF,MCI,5300000,0,29,0.90625,1.70990566037736E-07,5.47169811320755E-06,0,90167,1,9,0,0,0,0,0,5.5,259,-2,0,29,2,0,0,0,2,0,3,0,1,0.3,78481,0,0,0,0,722,19,0,1,186,Crystal Palace,Tottenham,Man Utd,Burnley,Leicester,0,0,0,0,0,0.5,27.5
Mousa,Dembele,MID,TOT,4900000,0,14,1.4,2.85714285714286E-07,2.85714285714286E-06,0,81730,1,6,0,0,0,0,0,2.9,90,-1,0,14,1,0,0,0,0,0,1,0,0,0.7,23826,0,0,0,0,512,2,0,0,74,Huddersfield,Man City,Brighton,West Ham,Bournemouth,0,0,0,0,0,0,7.1
Leander,Dendoncker,MID,WOL,4300000,3,31,0.96875,2.25290697674419E-07,7.2093023255814E-06,0,52252,1,14,0,0,0,1,0,7.2,2547,-2,0,31,2,0.4,0,1.7,1,0,2,0,0,0.6,57746,0,0,0,0,998,298,0,0,134,Southampton,Brighton,Arsenal,Watford,Fulham,0,0.5,1.1,0.5,0.6,0.5,47.9
Laurent,Depoitre,FWD,HUD,5100000,0,34,1.5,2.94117647058824E-07,6.66666666666667E-06,0,82858,1,23,0,0,0,0,0,6.7,496,-4,0,34,4,0,0,0,0,0,0,0,1,0.4,34010,0,0,0,0,1058,39,0,0,40,Leicester,Tottenham,Watford,Liverpool,Man Utd,0,0,1.1,0.8,1,0.9,54.8
Gerard,Deulofeu,MID,WAT,5700000,3,106,3.3125,5.81140350877193E-07,1.85964912280702E-05,0,334245,2,21,0,0,0,7,0,18.6,50889,2,0,106,-2,0.5,0,3,7,0,8,0,5,5.1,625574,0,0,0,2,1662,9169,0,0,280,Arsenal,Huddersfield,Southampton,Wolverhampton,Chelsea,0,3.6,7,3.4,1.9,3.3,134.7
Fousseni,Diabate,MID,LEI,4600000,0,1,1,2.17391304347826E-07,2.17391304347826E-07,0,3562,0,1,0,0,0,0,0,0.2,4,-4,0,1,4,0,0,0,0,0,0,0,0,0,1159,0,0,0,0,54,3,0,0,4,Huddersfield,Newcastle,West Ham,Arsenal,Man City,0,0,0,0,0,0,2.3
Adama,Diakhaby,MID,HUD,4500000,0,18,0.5625,1.25E-07,4E-06,0,3662,1,16,0,0,0,0,0,4,42,-5,0,18,5,0,0,0,0,0,1,0,1,0,1643,0,0,0,0,547,13,0,0,37,Leicester,Tottenham,Watford,Liverpool,Man Utd,0,0,0.3,0.3,0.3,0.3,23.4
Mohamed,Diame,MID,NEW,4800000,2,51,2,4.16666666666667E-07,1.0625E-05,0,8791,3,32,0,0,0,0,0,10.6,65,-2,0,51,2,0.3,0,1.3,0,0,6,0,0,0.1,5869,0,0,0,0,2052,249,0,0,194,Crystal Palace,Leicester,Southampton,Brighton,Liverpool,0,1.3,1.6,1.2,1.1,1.3,53.9
Grady,Diangana,MID,WHU,4500000,1,21,0.65625,1.45833333333333E-07,4.66666666666667E-06,0,22801,0,12,0,0,0,0,0,4.7,100,0,0,21,0,0.1,0,0.3,0,0,1,0,1,0,24425,0,0,0,0,505,14,0,0,72,Chelsea,Man Utd,Leicester,Tottenham,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,40.1
Brahim,Diaz,MID,MCI,4700000,0,0,0,0,0,0,3695,0,0,0,0,0,0,0,0,5,-3,0,0,3,0,0,0,0,0,0,0,0,0,1462,0,0,0,0,0,1,0,0,0,Crystal Palace,Tottenham,Man Utd,Burnley,Leicester,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,4700000,0,43,1.34375,2.85904255319149E-07,9.14893617021277E-06,0,190531,3,14,0,0,0,2,0,9.1,637,-3,0,43,3,0.1,0,0.7,1,0,5,0,0,1,114490,0,0,0,0,1219,25,0,0,206,Huddersfield,Man City,Brighton,West Ham,Bournemouth,0,0,0,0,0,0.7,45.7
Lucas,Digne,DEF,EVE,5200000,6,115,4,7.69230769230769E-07,2.21153846153846E-05,0,1072196,4,34,0,0,0,3,0,22.1,7492,2,0,115,-2,1,0,5.3,13,0,9,0,4,8.1,1352537,1,0,0,2,2430,21795,0,1,580,Arsenal,Fulham,Man Utd,Crystal Palace,Burnley,4.3,4.1,4.4,4.3,4.5,4.3,186.9
Issa,Diop,DEF,WHU,4300000,1,69,2.3,5.34883720930233E-07,1.6046511627907E-05,0,96285,4,42,0,0,0,1,0,15.7,6776,-2,1,69,2,0.2,0,1,2,0,5,0,0,1.7,145741,1,0,0,1,2700,438,-1,0,487,Chelsea,Man Utd,Leicester,Tottenham,Southampton,2.1,1.7,2,1.9,2.2,1.6,82
Matt,Doherty,DEF,WOL,5300000,3,115,3.6,6.79245283018868E-07,2.16981132075472E-05,0,1224702,4,36,0,0,0,3,0,21.3,81840,8,1,115,-8,0.2,0,1.3,9,0,6,0,6,22,2443372,1,0,0,3,2650,4417,-1,0,498,Southampton,Brighton,Arsenal,Watford,Fulham,0,3.5,8.3,3.3,4.5,3.4,168
Abdoulaye,Doucoure,MID,WAT,5900000,17,111,3.8,6.44067796610169E-07,1.88135593220339E-05,0,286872,4,44,0,0,0,5,0,18.8,3156,-1,0,111,1,1.1,0,6.3,13,0,5,0,6,1.4,242516,1,0,0,2,2521,12629,0,0,480,Arsenal,Huddersfield,Southampton,Wolverhampton,Chelsea,0,4.3,8.5,4.2,2.4,4.1,165.4
