FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Philip,Billing,MID,HUD,4500000,2,35,2.5,5.55555555555556E-07,7.77777777777778E-06,0,142895,4,23,0,0,0,1,0,7.8,6386,0,0,35,0,0.6,0,2.5,3,0,3,0,0,2.3,251987,0,0,0,0,1226,10312,0,0,180,Bournemouth,Arsenal,Newcastle,Southampton,Man Utd,1.9,1.9,2.1,2.3,1.9,2,2.1,1.7,1.2,2,1.5,1.7,2.7,2,1.8,1.9,2.2,2.6,1.8,1.9,2,1.4,1.6,2.4,62.3
Yves,Bissouma,MID,BHA,4700000,2,15,1.07142857142857,2.27963525835866E-07,3.19148936170213E-06,0,2567,2,11,0,0,0,0,0,3.2,59,-3,0,15,3,0.1,0,0.7,0,0,0,0,0,0,1090,0,0,0,0,582,36,0,0,54,Crystal Palace,Burnley,Chelsea,Bournemouth,Arsenal,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.7,0.5,0.7,0.7,0.5,0.6,0.5,0.7,0.5,0.5,19.2
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,5,0,0,0,Arsenal,Fulham,Liverpool,Cardiff City,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,10718,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1214,0,0,0,0,0,25,0,0,0,West Ham,Southampton,Watford,Man Utd,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,14553,0,0,0,0,0,0,0,0,23,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,685,0,0,0,0,0,1,0,0,0,Newcastle,Watford,Man City,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4600000,1,47,3.4,7.39130434782609E-07,1.02173913043478E-05,0,181597,0,17,0,0,0,1,0,10.2,19469,1,0,47,-1,0.3,0,1.3,3,0,4,0,0,4.8,334337,0,0,0,0,1260,2350,0,0,257,Chelsea,Newcastle,Bournemouth,Liverpool,Fulham,3.8,3.5,2.9,4,3,4.1,3.4,3.2,3.4,3.2,3.7,3,2.5,4.7,5,3.8,2.4,3.2,3.6,3.2,4.3,3.3,3.6,3.5,51.9
Bonatini Lohner Maia,Bonatini,FWD,WOL,4700000,0,10,1.4,2.97872340425532E-07,2.12765957446809E-06,0,55182,0,0,0,0,0,0,0,2.1,1143,-3,0,10,3,0,0,0,0,0,0,0,1,0.5,28669,0,0,0,0,130,529,0,0,19,Chelsea,Newcastle,Bournemouth,Liverpool,Fulham,0.7,0.9,0.9,0.7,1.4,0.8,0.7,0.7,0.8,0.9,0.7,0.8,0.8,0.9,1.2,0.7,0.9,1,1,0.9,1.1,0.8,1.6,0.7,13.6
Gaetan,Bong,DEF,BHA,4500000,0,28,2.3,5.11111111111111E-07,6.22222222222222E-06,0,7420,0,18,0,0,0,0,0,6.2,525,0,0,28,0,0.1,0,0.3,0,0,3,0,0,0.2,6614,0,0,0,0,1054,85,0,0,155,Crystal Palace,Burnley,Chelsea,Bournemouth,Arsenal,2.2,1.3,2.4,1.2,1.5,3.2,1.6,2.5,1.6,1.2,2.4,2.1,1.7,1.4,2.9,1.9,3.3,2.2,1.9,1.8,1.7,1.9,1.2,2.1,18.1
Artur,Boruc,GLK,BOU,4000000,0,0,0,0,0,0,125988,0,0,0,0,0,0,0,0,3084,0,0,0,0,0,0,0,0,0,0,0,0,6.1,70457,0,0,0,0,0,2112,0,0,0,Huddersfield,Liverpool,Wolverhampton,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,Tottenham,Cardiff City,Arsenal,Huddersfield,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,1,8,0.571428571428571,1.05820105820106E-07,1.48148148148148E-06,0,1854,2,9,0,0,0,0,0,1.5,156,-1,0,8,1,0.2,0,1.3,0,0,0,0,1,0,932,0,0,0,0,257,22,0,0,32,Liverpool,Brighton,Tottenham,Arsenal,Everton,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,17
Claudio,Bravo,GLK,MCI,4900000,0,0,0,0,0,0,9291,0,0,0,0,0,0,0,0,49,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,912,0,0,0,0,0,11,0,0,0,Watford,Chelsea,Everton,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,4425,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0.2,11503,0,0,0,0,0,409,0,0,0,West Ham,Southampton,Watford,Man Utd,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4400000,0,0,0,0,0,0,3529,0,0,0,0,0,0,0,0,38,-1,0,0,1,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,12,0,0,0,Man City,Everton,Cardiff City,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,5200000,1,46,3.5,6.73076923076923E-07,8.84615384615385E-06,0,87164,1,14,0,0,0,3,0,9,10560,2,-1,46,-2,0.5,0,2.7,2,0,4,0,1,3.3,268676,0,0,0,0,903,30462,1,0,147,Huddersfield,Liverpool,Wolverhampton,Brighton,Tottenham,3.8,2.9,3.3,4.2,2.9,2.8,3.8,2.1,3.3,2.5,2.6,2.1,3.8,2.8,2.3,3.8,3.9,2.9,3.9,2.7,4.1,3.5,2.7,3.9,71.8
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,2827,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4968,0,0,0,0,0,146,0,0,0,Newcastle,Watford,Man City,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4400000,1,29,2.07142857142857,4.70779220779221E-07,6.59090909090909E-06,0,29292,2,5,0,0,0,0,0,6.6,4237,-1,0,29,1,0.2,0,0.7,4,0,3,0,1,0.7,48778,0,0,0,1,529,223,0,0,119,Crystal Palace,Burnley,Chelsea,Bournemouth,Arsenal,1.8,1.1,2.1,1,1.3,2.8,1.3,2.2,1.4,1,2.1,1.8,1.5,1.1,2.5,1.6,2.9,1.9,1.6,1.5,1.5,1.6,1,1.8,16.8
Joe,Bryan,DEF,FUL,4800000,0,5,0.357142857142857,7.44047619047619E-08,1.04166666666667E-06,0,8469,0,9,0,0,0,0,0,1,56,-2,0,5,2,0,0,0,0,0,0,0,0,0.1,2101,0,0,0,0,315,23,0,0,54,Leicester,Man Utd,West Ham,Newcastle,Wolverhampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.2
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,33447,0,0,0,0,0,0,0,0,801,0,0,0,0,0,0,0,0,0,0,0,0,1.7,31836,0,0,0,0,0,1287,0,0,0,Crystal Palace,Burnley,Chelsea,Bournemouth,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2624,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,2,0,0,0,Cardiff City,Crystal Palace,Fulham,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4700000,0,0,0,0,0,0,6687,0,0,0,0,0,0,0,0,71,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1322,0,0,0,0,0,23,0,0,0,Wolverhampton,Man City,Brighton,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,5100000,0,1,0.0714285714285714,1.40056022408964E-08,1.96078431372549E-07,0,49862,0,0,0,0,0,0,0,0.2,338,-4,0,1,4,0,0,0,0,0,0,0,0,0.6,4495,0,0,0,0,21,129,0,0,3,Wolverhampton,Man City,Brighton,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Tom,Cairney,MID,FUL,4800000,2,19,1.35714285714286,2.82738095238095E-07,3.95833333333333E-06,0,143801,0,15,0,0,0,0,0,4,972,-2,0,19,2,0.4,0,2,0,0,0,0,1,0.6,20178,0,0,0,0,612,1067,0,0,119,Leicester,Man Utd,West Ham,Newcastle,Wolverhampton,0.8,0.7,0.7,0.9,0.9,0.9,0.7,0.7,0.7,1,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.9,0.7,0.9,0.7,0.9,32.4
Dominic,Calvert-Lewin,FWD,EVE,5300000,1,24,2,3.77358490566038E-07,4.52830188679245E-06,0,81072,1,7,0,0,0,2,0,4.5,2175,-2,0,24,2,0.1,0,0.7,2,0,0,0,0,0.7,45276,0,0,0,0,354,1166,0,0,78,Newcastle,Watford,Man City,Tottenham,Burnley,1.7,2,1,1.4,1.3,1,1.8,2,1.2,1.2,1.6,1,1.4,1.1,1.4,1.2,1.4,1.4,2,1.8,2.1,1.1,2.1,1,24.4
Victor,Camarasa,MID,CAR,4600000,2,35,2.7,5.8695652173913E-07,7.60869565217391E-06,0,54099,3,25,0,0,0,1,0,7.6,7226,1,-1,35,-1,0.4,0,1.7,2,0,2,0,1,1.7,144184,0,0,0,0,1131,5455,1,0,135,West Ham,Southampton,Watford,Man Utd,Crystal Palace,2,3,1.7,2.2,2.4,1.7,1.9,2.8,2.5,1.7,2.6,2.1,2.7,2.8,2,2.4,1.6,1.8,1.4,2,2.1,1.8,2.5,1.7,64.9
Etienne,Capoue,MID,WAT,5000000,-1,40,3.1,6.2E-07,8E-06,0,120959,5,18,0,0,0,1,0,7.8,22888,0,1,40,0,0.1,0,0.3,8,0,3,0,2,1,158723,0,0,0,1,1169,446,-1,1,202,Man City,Everton,Cardiff City,West Ham,Chelsea,0,0,0,2.7,2.1,3.3,2.4,3.2,3.3,2.3,2.2,3.2,2.1,1.7,2.9,1.6,3.5,2.3,3.4,2.8,3.2,3.2,1.8,2.8,42.1
,Carlos Sanchez,MID,WHU,4400000,0,7,0.5,1.13636363636364E-07,1.59090909090909E-06,0,16840,0,4,0,0,0,0,0,1.6,208,-1,0,7,1,0,0,0,0,0,0,0,0,0.2,6439,0,0,0,0,217,6,0,0,37,Cardiff City,Crystal Palace,Fulham,Watford,Southampton,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.2
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,3,0,0,0,Tottenham,Cardiff City,Arsenal,Huddersfield,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5400000,0,0,0,0,0,0,2801,0,0,0,0,0,0,0,0,238,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2293,0,0,0,0,0,331,0,0,0,Cardiff City,Crystal Palace,Fulham,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,1,40,2.9,6.44444444444444E-07,8.88888888888889E-06,0,48920,1,19,0,0,0,1,0,8.9,2853,0,0,40,0,0.3,0,1.3,3,0,3,0,0,1,85303,1,0,0,1,1251,334,0,0,216,Man City,Everton,Cardiff City,West Ham,Chelsea,2.8,2.7,4.2,2.6,3.2,2.5,1.8,3.1,2.8,3.1,2.3,4.2,3.2,2.6,2.8,2.3,2.9,2.7,3,2,3.7,3.2,2.9,2.7,42.9
Ivan,Cavaleiro,MID,WOL,5200000,1,23,1.64285714285714,3.15934065934066E-07,4.42307692307692E-06,0,12579,1,4,0,0,0,2,0,4.4,2306,-3,0,23,3,0.8,0,4.3,3,0,1,0,0,0.2,13477,0,0,0,1,260,384,0,0,72,Chelsea,Newcastle,Bournemouth,Liverpool,Fulham,0.8,1.4,1.1,0.8,0.9,0.9,1,0.8,1,0.9,0.8,1.1,0.9,1.3,1.1,0.8,0.9,1,0.8,1.1,1.3,0.9,1.2,0.8,31.7
Petr,Cech,GLK,ARS,4900000,0,24,1.71428571428571,3.49854227405248E-07,4.89795918367347E-06,0,115384,0,9,0,27,0,0,0,4.9,1739,-1,0,24,1,0,0,0,3,0,1,0,0,1.4,78654,0,0,0,0,585,178,0,0,130,Man Utd,Huddersfield,Southampton,Burnley,Brighton,1.3,1.7,1.1,1.2,1.1,1.2,1.3,1.2,1.3,2,1,1.8,1.2,1,1.5,1.3,1.3,1,1.3,1.1,1.2,1,1.6,1,20.4
,Cedric,DEF,SOU,4400000,7,43,3.1,7.04545454545455E-07,9.77272727272727E-06,0,291831,4,26,0,0,0,1,0,9.8,4206,-1,0,43,1,0.9,0,4,7,0,3,0,2,4.5,133144,0,0,0,1,1225,7010,0,0,219,Tottenham,Cardiff City,Arsenal,Huddersfield,West Ham,3.5,3.7,2.2,4.1,2.9,3,3.3,2.7,4.5,3.1,2.7,4.5,1.9,3.3,3.1,3.2,2.8,2.7,3.6,3.5,3,2.6,3,4,54.8
Nathaniel,Chalobah,MID,WAT,4500000,1,4,0.285714285714286,6.34920634920635E-08,8.88888888888889E-07,0,9733,1,1,0,0,0,0,0,0.9,209,0,0,4,0,0.2,0,0.7,0,0,0,0,0,0.1,3741,0,0,0,0,113,95,0,0,10,Man City,Everton,Cardiff City,West Ham,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.5
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,1665,0,0,0,0,0,0,0,0,26,-1,0,0,1,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,18,0,0,0,Burnley,Bournemouth,Man Utd,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,1,7,0.8,1.9047619047619E-07,1.66666666666667E-06,0,68855,2,14,0,0,0,0,0,1.7,767,-3,0,7,3,0.1,0,0.5,0,0,0,0,0,0.9,13123,0,0,0,0,606,1250,0,0,84,Leicester,Man Utd,West Ham,Newcastle,Wolverhampton,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.7,0.4,0.4,31.2
,Chicharito,FWD,WHU,6200000,13,32,3.2,5.16129032258065E-07,5.16129032258064E-06,0,111333,0,8,0,0,0,3,0,5.2,2261,-3,0,32,3,0.8,0,5,4,0,2,0,1,1.9,74160,0,0,0,1,432,49638,0,0,111,Cardiff City,Crystal Palace,Fulham,Watford,Southampton,3.8,2.4,4.2,3.2,3.4,3.6,3.6,3.3,3.2,3,2.4,3.4,4.4,2.6,2.8,3.3,2.8,3.5,2.7,3.8,2.9,3.2,3.3,3.1,35
Benjamin,Chilwell,DEF,LEI,5200000,6,52,3.7,7.11538461538462E-07,1E-05,0,63386,1,17,0,0,0,0,0,10,6667,2,0,52,-2,0.9,0,4.7,5,0,5,0,2,3.6,236638,0,0,0,1,1260,13356,0,0,235,Fulham,Tottenham,Crystal Palace,Chelsea,Man City,3.3,4.1,4.5,4.3,3.8,5.5,4.1,4,4.2,3.9,4.1,4.5,3.9,4.9,3.7,4.2,3.5,3.4,5,3.5,4,2.9,3.6,4.3,64.3
Hamza,Choudhury,MID,LEI,4300000,0,0,0,0,0,0,4646,0,0,0,0,0,0,0,0,190,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2852,0,0,0,0,0,148,0,0,0,Fulham,Tottenham,Crystal Palace,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,5000000,0,0,0,0,0,0,48497,0,0,0,0,0,0,0,0,225,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,2777,0,0,0,0,0,72,0,0,0,Wolverhampton,Man City,Brighton,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrus,Christie,DEF,FUL,4200000,1,7,0.8,1.9047619047619E-07,1.66666666666667E-06,0,10097,1,19,0,0,0,0,0,1.7,139,-3,0,7,3,0.2,0,1,0,0,0,0,0,0.1,1941,0,0,0,0,672,126,0,0,89,Leicester,Man Utd,West Ham,Newcastle,Wolverhampton,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.7,0.4,0.4,34.1
Ibrahima,Cisse,MID,FUL,4400000,0,0,0,0,0,0,4773,0,0,0,0,0,0,0,0,112,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4772,0,0,0,0,0,77,0,0,0,Leicester,Man Utd,West Ham,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,0,28,2,4.44444444444444E-07,6.22222222222222E-06,0,16050,0,11,0,0,0,2,0,6.2,672,0,0,28,0,0.9,0,4,3,0,1,0,0,0.2,12353,0,0,0,1,587,181,0,0,127,Everton,Wolverhampton,Huddersfield,Fulham,Liverpool,1.8,1.6,2.4,1.4,1.7,1.6,1.4,1.9,2.3,1.3,2,1.9,1.9,1.3,1.7,2.3,1.2,1,1.3,1.5,1.4,1.5,1.6,1.4,29
Tom,Cleverley,MID,WAT,5000000,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,18,0,0,0,Man City,Everton,Cardiff City,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,LIV,4600000,0,0,0,0,0,0,22965,0,0,0,0,0,0,0,0,140,-4,0,0,4,0,0,0,0,0,0,0,0,0.2,2651,0,0,0,0,0,43,0,0,0,Burnley,Bournemouth,Man Utd,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coady,DEF,WOL,4500000,1,38,2.7,6E-07,8.44444444444444E-06,0,22503,2,17,0,0,0,0,0,8.4,1801,0,0,38,0,0.3,0,1.3,2,0,4,0,0,0.6,19561,0,0,0,0,1260,304,0,0,233,Chelsea,Newcastle,Bournemouth,Liverpool,Fulham,2.7,2.5,2,2.9,2.1,2.9,2.4,2.2,2.4,2.3,2.6,2.1,1.7,3.5,3.8,2.7,1.7,2.2,2.5,2.3,3.1,2.3,2.6,2.5,24.9
Seamus,Coleman,DEF,EVE,5200000,2,36,3.6,6.92307692307692E-07,6.92307692307692E-06,0,147337,1,10,0,0,0,1,0,6.9,2013,-3,0,36,3,0.9,0,4.7,2,0,3,0,0,1.6,76953,0,0,0,1,900,8754,0,0,176,Newcastle,Watford,Man City,Tottenham,Burnley,3.9,4.6,2.7,4.4,2.6,2.7,4.3,3.8,2.7,4.2,4.7,2.8,4.2,3.6,4.8,3,4.6,3,3.2,2.4,4.4,3.6,4.3,3.6,38
Matthew,Connolly,DEF,CAR,3900000,0,0,0,0,0,0,52842,0,0,0,0,0,0,0,0,1119,-1,0,0,1,0,0,0,0,0,0,0,0,1,22601,0,0,0,0,0,291,0,0,0,West Ham,Southampton,Watford,Man Utd,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4600000,2,26,2,4.34782608695652E-07,5.65217391304348E-06,0,45127,3,24,0,0,0,0,0,5.5,616,-4,1,26,4,0.5,0,2.3,0,0,3,0,0,0.4,6330,0,0,0,0,1152,212,-1,0,152,Liverpool,Brighton,Tottenham,Arsenal,Everton,1.1,1.8,1.2,1.2,1.6,1.3,1.7,1.7,1.2,1.2,1.7,1.1,1,1.8,1.4,1,1.4,1.5,1.2,1.6,1,1,1,1.3,33.5
Helder,Costa,MID,WOL,4800000,2,29,2.1,4.375E-07,6.04166666666667E-06,0,53776,1,15,0,0,0,0,0,5.9,1900,-2,1,29,2,0.4,0,2,0,0,4,0,0,0.5,35079,0,0,0,0,1007,585,-1,0,71,Chelsea,Newcastle,Bournemouth,Liverpool,Fulham,1,2,1.6,1.2,1.4,1.3,1.5,1,1.5,1.4,1,1.7,1.4,1.9,1.7,1,1.4,1.6,1.3,1.7,1.9,1.4,1.8,1,42.1
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,53717,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0.5,273,0,0,0,0,0,9,0,0,0,Wolverhampton,Man City,Brighton,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,23,0,0,0,Cardiff City,Crystal Palace,Fulham,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5100000,1,9,0.642857142857143,1.26050420168067E-07,1.76470588235294E-06,0,76341,1,7,0,0,0,0,0,1.8,1042,-4,0,9,4,0.3,0,1.3,0,0,0,0,0,0.6,4446,0,0,0,0,475,361,0,0,74,Cardiff City,Crystal Palace,Fulham,Watford,Southampton,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,24
,Cunningham,DEF,CAR,4200000,0,3,0.214285714285714,5.10204081632653E-08,7.14285714285714E-07,0,3470,2,9,0,0,0,0,0,0.7,111,-3,0,3,3,0.2,0,1,0,0,0,0,0,0,545,0,0,0,0,360,13,0,0,38,West Ham,Southampton,Watford,Man Utd,Crystal Palace,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.5
Pontus,Dahlberg,GLK,WAT,4400000,0,0,0,0,0,0,1799,0,0,0,0,0,0,0,0,42,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,446,0,0,0,0,0,6,0,0,0,Man City,Everton,Cardiff City,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5300000,1,1,0.0714285714285714,1.34770889487871E-08,1.88679245283019E-07,0,3300,0,0,0,0,0,0,0,0.2,137,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0,2557,0,0,0,0,18,233,0,0,4,Arsenal,Fulham,Liverpool,Cardiff City,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Loic,Damour,MID,CAR,4300000,0,2,0.142857142857143,3.32225913621262E-08,4.65116279069767E-07,0,3214,0,2,0,0,0,0,0,0.5,127,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,2013,0,0,0,0,21,156,0,0,6,West Ham,Southampton,Watford,Man Utd,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9
Charlie,Daniels,DEF,BOU,4200000,1,18,1.28571428571429,3.06122448979592E-07,4.28571428571429E-06,0,676110,1,9,0,0,0,0,0,4.3,3926,-3,0,18,3,0.3,0,1.3,0,0,2,0,0,4.5,62508,0,0,0,0,600,4088,0,0,115,Huddersfield,Liverpool,Wolverhampton,Brighton,Tottenham,1.1,0.9,0.8,1.1,0.9,0.7,0.9,0.7,0.7,0.9,0.9,0.7,0.9,0.6,0.7,1.1,0.6,0.6,0.8,0.6,0.8,0.6,0.8,0.9,29
,Danilo,DEF,MCI,5100000,2,2,0.142857142857143,2.80112044817927E-08,3.92156862745098E-07,0,42483,0,1,0,0,0,0,0,0.4,184,-4,0,2,4,0.1,0,0.7,0,0,0,0,0,0.3,3216,0,0,0,0,90,367,0,0,14,Watford,Chelsea,Everton,Crystal Palace,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.8
Scott,Dann,DEF,CRY,4400000,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,22,0,0,0,Brighton,West Ham,Leicester,Man City,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
