FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bernard,MID,EVE,5900000,4,6,0.857142857142857,1.45278450363196E-07,1.01694915254237E-06,0,18838,1,1,0,0,0,0,0,1,312,-1,0,6,1,0.3,0,1.7,0,0,0,0,1,0.1,3708,0,0,0,0,71,469,0,0,28,Leicester,Crystal Palace,Man Utd,Brighton,Chelsea,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,8
,Bernardo,DEF,BHA,4200000,0,0,0,0,0,0,6897,1,2,0,0,0,0,0,0,298,-3,1,0,3,0,0,0,0,0,0,0,0,0.1,614,0,0,0,0,90,60,-1,0,11,West Ham,Newcastle,Wolverhampton,Everton,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Bernardo Silva,MID,MCI,7600000,3,33,4.7,6.18421052631579E-07,4.3421052631579E-06,0,546828,0,2,0,0,0,2,0,4.3,56108,1,0,33,-1,0.9,0,6.7,3,0,4,0,1,9.2,668880,0,0,0,1,543,37148,0,0,126,Liverpool,Burnley,Tottenham,Southampton,Man Utd,3.3,5.4,5,6.2,4.7,4.6,6.7,4.6,3.8,5.6,5.5,4.3,5.5,4.9,6,6.6,6.6,5.2,4,4.1,5.2,4.2,6,5.4,4.8,5.7,7,4.3,5,5.1,4.6,56.3
Ryan,Bertrand,DEF,SOU,4900000,0,22,3.1,6.3265306122449E-07,4.48979591836735E-06,0,163308,2,11,0,0,0,1,0,4.4,22098,-1,1,22,1,0.1,0,0.7,1,0,2,0,0,5,66873,0,0,0,0,630,790,-1,0,104,Chelsea,Bournemouth,Newcastle,Man City,Watford,3.6,1.7,2.8,2.3,3.2,2,3.2,3.2,3.9,2.6,3.8,3.2,2.8,3.3,2.4,3.9,2.4,2.6,4.4,1.9,3,3.4,2.9,2.1,2.7,3.7,3.9,3.1,3.6,2.7,3.6,32
Marcus,Bettinelli,GLK,FUL,4400000,2,15,3,6.81818181818182E-07,3.40909090909091E-06,0,14769,1,11,0,17,0,0,0,3.4,1752,-1,0,15,1,0.6,0,2.7,0,0,0,0,0,0.6,29745,0,0,1,0,450,2772,0,0,89,Arsenal,Cardiff City,Bournemouth,Huddersfield,Liverpool,2.6,3.6,3.5,3.4,2.1,3.3,3,3,3.1,3.2,2.8,3.8,3.5,1.7,2.3,2.9,4.1,3.4,3.1,2.4,2.4,3.6,2.1,3.6,2.7,1.8,3.9,1.5,4.3,2.5,2.8,15.7
Philip,Billing,MID,HUD,4500000,1,20,2.9,6.44444444444444E-07,4.44444444444444E-06,0,80249,3,16,0,0,0,1,0,4.4,9100,0,0,20,0,0.4,0,1.7,3,0,1,0,0,2.7,207564,0,0,0,0,630,8472,0,0,105,Burnley,Liverpool,Watford,Fulham,West Ham,2.7,2,2.4,2.6,2.2,2.4,3,2.2,2.3,2.6,2.8,2.9,2.6,2.3,2.8,1.5,2.4,2,2.2,3.7,2.7,2.5,3.2,2.5,4.3,2.1,2.7,2.7,1.7,1.9,3,34.6
Yves,Bissouma,MID,BHA,4800000,2,9,1.28571428571429,2.67857142857143E-07,1.875E-06,0,1869,1,8,0,0,0,0,0,1.9,108,-2,1,9,2,0.4,0,1.7,0,0,0,0,0,0,802,0,0,0,0,382,127,-1,0,23,West Ham,Newcastle,Wolverhampton,Everton,Cardiff City,0.8,0.8,1,0.6,0.6,0.8,0.8,0.9,0.6,0.6,0.6,0.8,0.9,0.6,0.7,0.6,0.6,1,0.8,0.6,0.6,1,1.1,0.9,1,0.6,1.2,0.6,1,0.6,0.6,7.4
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,3,0,0,0,Newcastle,Chelsea,Everton,Bournemouth,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,9382,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0.2,940,0,0,0,0,0,42,0,0,0,Tottenham,Fulham,Liverpool,Leicester,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,13970,0,0,0,0,0,0,0,0,181,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,676,0,0,0,0,0,3,0,0,0,Leicester,Crystal Palace,Man Utd,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4600000,6,33,4.7,1.02173913043478E-06,7.17391304347826E-06,0,74408,0,6,0,0,0,1,0,7.2,9418,1,0,33,-1,1.1,0,5,3,0,3,0,0,4.9,231167,0,0,0,0,630,17258,0,0,147,Crystal Palace,Watford,Brighton,Tottenham,Arsenal,6.2,6,4.7,5.7,3.4,6.4,5.5,6.7,5.3,6.5,6.7,3.6,5.4,4.8,4,5.9,6.1,4.8,5.5,3,6.1,6.9,5.6,5.2,4.4,6,4.6,7,3.7,5.7,4.2,26.9
Bonatini Lohner Maia,Bonatini,FWD,WOL,4900000,1,8,1.6,3.26530612244898E-07,1.63265306122449E-06,0,42040,0,0,0,0,0,0,0,1.6,3065,-1,0,8,1,0.1,0,0.7,0,0,0,0,1,0.6,23001,0,0,0,0,97,1868,0,0,11,Crystal Palace,Watford,Brighton,Tottenham,Arsenal,1.1,1.4,1,0.9,0.8,1.3,0.8,0.9,1.1,1.9,1.1,1.3,0.8,0.8,0.8,1.3,1.5,0.8,1.1,0.8,1.2,1.3,0.8,1.3,0.8,1.2,0.9,2,0.8,2,0.8,11.4
Gaetan,Bong,DEF,BHA,4500000,1,8,1.1,2.44444444444444E-07,1.77777777777778E-06,0,4151,0,13,0,0,0,0,0,1.8,324,0,0,8,0,0.2,0,1,0,0,0,0,0,0.2,2556,0,0,0,0,604,198,0,0,72,West Ham,Newcastle,Wolverhampton,Everton,Cardiff City,0.7,0.6,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.9,0.6,0.8,0.6,0.6,0.7,0.6,0.6,0.6,0.8,0.6,1.1,0.7,0.6,0.8,0.6,0.6,0.6,0.6,11
Artur,Boruc,GLK,BOU,4000000,0,0,0,0,0,0,90620,0,0,0,0,0,0,0,0,6800,0,0,0,0,0,0,0,0,0,0,0,0,6.4,50147,0,0,0,0,0,3364,0,0,0,Watford,Southampton,Fulham,Man Utd,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,Chelsea,Bournemouth,Newcastle,Man City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,0,0,0,0,0,0,1353,0,0,0,0,0,0,0,0,50,-1,0,0,1,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,23,0,0,0,Huddersfield,Man City,Chelsea,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4900000,0,0,0,0,0,0,8307,0,0,0,0,0,0,0,0,239,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,704,0,0,0,0,0,18,0,0,0,Liverpool,Burnley,Tottenham,Southampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,2095,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0.2,6601,0,0,0,0,0,895,0,0,0,Tottenham,Fulham,Liverpool,Leicester,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4400000,0,0,0,0,0,0,3075,0,0,0,0,0,0,0,0,126,-1,0,0,1,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,17,0,0,0,Bournemouth,Wolverhampton,Huddersfield,Newcastle,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,5000000,6,18,3,6E-07,3.6E-06,0,6587,1,7,0,0,0,1,0,3.6,757,0,0,18,0,0.7,0,3.7,1,0,2,0,0,0.2,11266,0,0,0,0,421,3547,0,0,62,Watford,Southampton,Fulham,Man Utd,Newcastle,1.5,3.8,1.6,2.8,2.7,3.2,1.5,3.7,3,1.5,4,1.7,1.9,3.7,1.5,3.1,2.4,1.8,1.5,3.7,1.5,2.3,2.7,3.7,1.5,3.3,1.5,3.7,1.9,2.6,3.4,33
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,1128,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2608,0,0,0,0,0,493,0,0,0,Leicester,Crystal Palace,Man Utd,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4400000,0,1,0.142857142857143,3.24675324675325E-08,2.27272727272727E-07,0,9037,0,0,0,0,0,0,0,0.2,225,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,276,0,0,0,0,25,20,0,0,6,West Ham,Newcastle,Wolverhampton,Everton,Cardiff City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1
Joe,Bryan,DEF,FUL,4900000,1,5,1.3,2.6530612244898E-07,1.02040816326531E-06,0,6790,0,9,0,0,0,0,0,1,702,-1,0,5,1,0.1,0,0.3,0,0,0,0,0,0.1,1978,0,0,0,0,315,14,0,0,54,Arsenal,Cardiff City,Bournemouth,Huddersfield,Liverpool,0,1,1,1,0.6,0.9,0.8,0.8,0.8,0.9,0.7,1.1,1,0.6,0.6,0.8,1.3,0.9,0.8,0.6,0.6,1,0.6,1,0.7,0.6,1.1,0.6,1.4,0.6,0.7,15.2
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,23651,0,0,0,0,0,0,0,0,1897,0,0,0,0,0,0,0,0,0,0,0,0,1.7,21184,0,0,0,0,0,1891,0,0,0,West Ham,Newcastle,Wolverhampton,Everton,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2425,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,3,0,0,0,Brighton,Tottenham,Leicester,Burnley,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,5608,0,0,0,0,0,0,0,0,373,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1020,0,0,0,0,0,104,0,0,0,Southampton,Man Utd,Burnley,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,5200000,0,1,0.142857142857143,2.74725274725275E-08,1.92307692307692E-07,0,44428,0,0,0,0,0,0,0,0.2,1437,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.7,3099,0,0,0,0,21,230,0,0,3,Southampton,Man Utd,Burnley,Crystal Palace,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Tom,Cairney,MID,FUL,4800000,1,10,1.42857142857143,2.97619047619048E-07,2.08333333333333E-06,0,123801,0,7,0,0,0,0,0,2.1,2596,-2,0,10,2,0.1,0,0.3,0,0,0,0,1,0.9,17157,0,0,0,0,265,747,0,0,64,Arsenal,Cardiff City,Bournemouth,Huddersfield,Liverpool,0.9,0.7,1.3,1.1,0.7,1.1,0.7,0.8,0.7,0.9,1.1,1.1,1.1,0.7,0.7,0.7,1.2,1.4,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,1,0.7,1,0.7,1.1,16.3
Dominic,Calvert-Lewin,FWD,EVE,5400000,1,13,2.2,4.07407407407407E-07,2.40740740740741E-06,0,57001,1,6,0,0,0,1,0,2.4,4521,-1,0,13,1,0.2,0,1.3,1,0,0,0,0,0.8,27107,0,0,0,0,326,1613,0,0,31,Leicester,Crystal Palace,Man Utd,Brighton,Chelsea,1.3,1.2,1.8,3.1,1.1,2.1,1.1,1.9,2.3,1.1,1.5,1.3,1.7,2.1,2.9,1.4,1.9,1.8,1.2,1.5,1.4,1.9,1.7,1.6,1.8,2.2,2.1,2,1.8,2,1.4,15.3
Victor,Camarasa,MID,CAR,4500000,2,17,2.8,6.22222222222222E-07,3.77777777777778E-06,0,16252,2,14,0,0,0,1,0,3.8,1738,0,0,17,0,0.4,0,2,0,0,2,0,0,0.4,32770,0,0,0,0,507,1712,0,0,55,Tottenham,Fulham,Liverpool,Leicester,Brighton,2.2,2.9,1.4,2.4,3.2,1.7,2.9,2,3,2,2.1,3.9,1.9,1.9,2.9,3.2,1.9,3.4,2.5,2.9,2.6,2,2.4,2,1.7,1.4,2.2,2.3,2.1,2.6,2.4,23.6
Etienne,Capoue,MID,WAT,5000000,2,19,2.7,5.4E-07,3.8E-06,0,15617,4,8,0,0,0,0,0,3.8,1426,0,0,19,0,0.5,0,2.7,5,0,1,0,1,0.4,21364,0,0,0,0,630,1997,0,0,96,Bournemouth,Wolverhampton,Huddersfield,Newcastle,Southampton,3.4,1.6,3,2.8,2.1,2.3,1.5,1.8,1.4,2.8,1.7,1.8,2.9,1.4,3.4,2.6,1.8,1.6,2.7,1.9,1.4,2.4,1.4,3.1,2,2.9,2.5,2.8,2.9,1.4,2.5,17.7
,Carlos Sanchez,MID,WHU,4500000,0,7,1,2.22222222222222E-07,1.55555555555556E-06,0,12371,0,4,0,0,0,0,0,1.6,1354,0,0,7,0,0.2,0,0.7,0,0,0,0,0,0.3,6257,0,0,0,0,217,52,0,0,37,Brighton,Tottenham,Leicester,Burnley,Huddersfield,0,0,0,0,0,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,7.2
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,6,0,0,0,Chelsea,Bournemouth,Newcastle,Man City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5400000,0,0,0,0,0,0,1978,0,0,0,0,0,0,0,0,96,-1,0,0,1,0,0,0,0,0,0,0,0,0,853,0,0,0,0,0,67,0,0,0,Brighton,Tottenham,Leicester,Burnley,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,-1,23,3.3,7.33333333333333E-07,5.11111111111111E-06,0,22959,0,8,0,0,0,1,0,5.1,4510,0,0,23,0,0.2,0,0.7,3,0,1,0,0,1.1,65021,1,0,0,1,627,2747,0,0,103,Bournemouth,Wolverhampton,Huddersfield,Newcastle,Southampton,4.1,2.8,4.1,3.1,2.7,4.2,2.4,3.2,2.8,4.8,2.7,4.2,3.3,1.6,3.8,3.5,3.2,2.7,4.5,3.8,2.4,3.5,2.3,3.9,3.5,3.5,3.1,3.8,4.4,3.3,3.7,24.3
Ivan,Cavaleiro,MID,WOL,5300000,6,6,0.857142857142857,1.61725067385445E-07,1.13207547169811E-06,0,6343,0,0,0,0,0,1,0,1.1,198,-2,0,6,2,0.4,0,2,0,0,0,0,0,0.1,1765,0,0,0,0,13,1602,0,0,25,Crystal Palace,Watford,Brighton,Tottenham,Arsenal,0.6,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.5,0.4,5.2
Petr,Cech,GLK,ARS,5000000,1,24,3.4,6.8E-07,4.8E-06,0,79710,0,9,0,27,0,0,0,4.8,29352,0,0,24,0,0.9,0,4.7,3,0,1,0,0,1.9,74886,0,0,0,0,585,920,0,0,130,Fulham,Leicester,Crystal Palace,Liverpool,Wolverhampton,0,0,4.2,4.2,4.4,1.9,3.4,3.9,4.1,3,3.5,3.1,2.8,3.4,3.1,4.2,4.8,2.6,4.2,3.9,4.1,3.6,3.7,3.2,3.3,3.1,2.4,2.8,2.7,4.7,2.9,20.4
,Cedric,DEF,SOU,4400000,1,16,2.3,5.22727272727273E-07,3.63636363636364E-06,0,223210,2,11,0,0,0,0,0,3.6,17481,-1,0,16,1,0.2,0,0.7,3,0,1,0,1,5.1,91206,0,0,0,1,595,1828,0,0,103,Chelsea,Bournemouth,Newcastle,Man City,Watford,2.4,1.2,1.8,1.4,2,1.2,2,2,2.6,1.6,2.5,2.1,1.7,2.1,1.4,2.6,1.4,1.6,3,1.2,1.9,2.2,1.8,1.2,1.7,2.4,2.6,2,2.3,1.7,2.3,27
Nathaniel,Chalobah,MID,WAT,4500000,0,1,0.142857142857143,3.17460317460317E-08,2.22222222222222E-07,0,6718,0,0,0,0,0,0,0,0.2,428,0,0,1,0,0,0,0,0,0,0,0,0,0.2,2452,0,0,0,0,4,235,0,0,3,Bournemouth,Wolverhampton,Huddersfield,Newcastle,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,1333,0,0,0,0,0,0,0,0,56,-1,0,0,1,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,31,0,0,0,Man City,Huddersfield,Cardiff City,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4300000,0,6,0.857142857142857,1.99335548172757E-07,1.3953488372093E-06,0,53672,0,6,0,0,0,0,0,1.4,3334,-2,1,6,2,0.2,0,0.7,0,0,0,0,0,1.1,9516,0,0,0,0,291,270,-1,0,56,Arsenal,Cardiff City,Bournemouth,Huddersfield,Liverpool,0.4,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.5,0.4,0.4,0.4,0.7,0.5,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.6,0.4,0.7,0.4,0.4,10.3
,Chicharito,FWD,WHU,6200000,0,8,2,3.2258064516129E-07,1.29032258064516E-06,0,97748,0,6,0,0,0,0,0,1.3,4502,-3,1,8,3,0,0,0,0,0,0,0,1,1.1,16750,0,0,0,0,140,72,-1,0,24,Brighton,Tottenham,Leicester,Burnley,Huddersfield,0,1.1,1.3,1.5,1.9,1.2,1.7,1.6,1,2,1.8,1.4,1.3,2.6,1.7,1.2,1,1.5,1.8,2.5,1,1.5,1.4,1.7,2.1,1.1,1.8,1.7,1.4,1.8,1.2,7
Benjamin,Chilwell,DEF,LEI,5000000,6,20,2.9,5.8E-07,4E-06,0,24966,0,10,0,0,0,0,0,4,2202,0,0,20,0,0.5,0,2.7,2,0,2,0,0,0.9,43612,0,0,0,0,630,2668,0,0,113,Everton,Arsenal,West Ham,Cardiff City,Burnley,3.6,1.7,2.9,3.6,2.7,2.5,2.9,1.8,2.6,3.4,3,2.5,4.1,2.5,3,2.5,2.2,2.9,2.9,2.1,3.8,1.8,2.7,2.3,3.2,3.4,2.6,2.4,2.4,2.1,3.3,37
Hamza,Choudhury,MID,LEI,4400000,0,0,0,0,0,0,3184,0,0,0,0,0,0,0,0,198,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1583,0,0,0,0,0,133,0,0,0,Everton,Arsenal,West Ham,Cardiff City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,5100000,0,0,0,0,0,0,45123,0,0,0,0,0,0,0,0,1442,-4,0,0,4,0,0,0,0,0,0,0,0,0.5,1907,0,0,0,0,0,56,0,0,0,Southampton,Man Utd,Burnley,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrus,Christie,DEF,FUL,4300000,0,3,0.428571428571429,9.96677740863787E-08,6.97674418604651E-07,0,8057,1,8,0,0,0,0,0,0.7,419,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.2,1207,0,0,0,0,267,62,0,0,37,Arsenal,Cardiff City,Bournemouth,Huddersfield,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.7
Ibrahima,Cisse,MID,FUL,4400000,0,0,0,0,0,0,3133,0,0,0,0,0,0,0,0,370,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3450,0,0,0,0,0,509,0,0,0,Arsenal,Cardiff City,Bournemouth,Huddersfield,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,1,16,2.7,6E-07,3.55555555555556E-06,0,9589,0,10,0,0,0,1,0,3.6,876,0,0,16,0,0.5,0,2.3,0,0,1,0,0,0.3,9762,0,0,0,0,485,155,0,0,88,Man Utd,Brighton,Southampton,Watford,Bournemouth,3.2,3.1,2.5,2.1,2.5,2.4,2.2,2.6,2.8,3.5,2,2.3,2,2.1,3.1,3.3,1.8,3,2.6,2.5,2,2.6,2.8,1.6,1.9,1.5,2.3,2.3,2.6,2.6,2,18.7
Tom,Cleverley,MID,WAT,5000000,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,17,0,0,0,Bournemouth,Wolverhampton,Huddersfield,Newcastle,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,LIV,4700000,0,0,0,0,0,0,20782,0,0,0,0,0,0,0,0,535,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,2114,0,0,0,0,0,72,0,0,0,Man City,Huddersfield,Cardiff City,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coady,DEF,WOL,4500000,6,25,3.6,8E-07,5.55555555555556E-06,0,12876,1,6,0,0,0,0,0,5.6,813,0,0,25,0,1,0,4.7,2,0,3,0,0,0.5,8479,0,0,0,0,630,1797,0,0,130,Crystal Palace,Watford,Brighton,Tottenham,Arsenal,4.3,4.1,3.1,3.9,2.2,4.6,4.2,4.7,3.6,4.6,4.7,2.3,3.7,3.2,2.6,4,4.2,3.2,3.8,1.9,4.3,5.3,3.8,3.5,2.9,4.1,3.1,5.3,2.4,3.9,2.8,13.6
Seamus,Coleman,DEF,EVE,5300000,0,6,1.5,2.83018867924528E-07,1.13207547169811E-06,0,129462,0,6,0,0,0,0,0,1.1,4589,-2,0,6,2,0,0,0,0,0,0,0,0,0.8,14091,0,0,0,0,360,20,0,0,47,Leicester,Crystal Palace,Man Utd,Brighton,Chelsea,0,0,0,0,0,1.7,0.8,1,1.1,0.8,1,0.8,0.8,1,1.3,0.8,1.1,1.5,0.8,0.9,1.2,1.3,0.9,1.3,0.8,0.9,0.8,1.1,1.1,1,0.9,14.2
Matthew,Connolly,DEF,CAR,3900000,0,0,0,0,0,0,41347,0,0,0,0,0,0,0,0,2118,-1,0,0,1,0,0,0,0,0,0,0,0,1.2,17252,0,0,0,0,0,1060,0,0,0,Tottenham,Fulham,Liverpool,Leicester,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4800000,2,14,2,4.16666666666667E-07,2.91666666666667E-06,0,33181,2,11,0,0,0,0,0,2.9,1723,-2,0,14,2,0.4,0,2,0,0,2,0,0,0.6,4494,0,0,0,0,630,602,0,0,77,Huddersfield,Man City,Chelsea,West Ham,Leicester,1.7,1,1,1.2,1.1,1.7,2.5,1.3,1.9,1.3,1.1,1.5,1.4,2,1.7,1.2,1.5,1.8,1.2,1.1,2,1.5,1,1.3,1.7,1,1.6,1,1,1,1.4,16.7
