FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bernard,MID,EVE,6000000,1,1,0.333333333333333,5.55555555555556E-08,1.66666666666667E-07,0,14246,0,0,0,0,0,0,0,0.2,2784,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.2,2240,0,0,0,0,5,1217,0,0,3,Huddersfield,West Ham,Arsenal,Fulham,Leicester,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
,Bernardo,DEF,BHA,4400000,0,0,0,0,0,0,4465,1,2,0,0,0,0,0,0,1185,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,365,0,0,0,0,90,97,0,0,11,Fulham,Southampton,Tottenham,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Bernardo Silva,MID,MCI,7600000,2,12,4,5.26315789473684E-07,1.57894736842105E-06,0,251251,0,2,0,0,0,1,0,1.6,104763,1,0,12,-1,0.5,0,4,0,0,1,0,0,9.9,400040,0,0,0,0,241,39618,0,0,47,Newcastle,Fulham,Cardiff City,Brighton,Liverpool,5,4.4,3.6,5.9,2.5,4.2,3.1,5.4,3.9,4.1,4.6,3.1,3.3,3.9,4.4,2.8,4.7,2.8,5.7,4.7,5.2,4.2,2.8,2.9,5.3,3.9,3.8,3.8,3.7,5.1,6,3.2,4.5,5.3,2.9,18.9
Ryan,Bertrand,DEF,SOU,5000000,7,14,4.7,9.4E-07,2.8E-06,0,81855,1,4,0,0,0,1,0,2.8,16570,0,0,14,0,0.9,0,4.7,1,0,1,0,0,5.8,26832,0,0,0,0,270,13005,0,0,54,Crystal Palace,Brighton,Liverpool,Wolverhampton,Chelsea,7,7,5.4,5.2,6,3.7,4.8,3.9,5,3.7,6.3,5.7,5.6,5.6,5.9,5.8,4.8,6.6,5.2,6.7,4.4,6.5,7,5.4,4.5,6.2,5.7,4.2,5,5.8,7,5.2,4.5,4.4,6.7,16.8
Marcus,Bettinelli,GLK,FUL,4400000,0,0,0,0,0,0,4395,1,2,0,0,0,0,0,0,995,-1,1,0,1,0,0,0,0,0,0,0,0,0.2,603,0,0,0,0,90,462,-1,0,8,Brighton,Man City,Watford,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Philip,Billing,MID,HUD,4500000,3,6,2,4.44444444444444E-07,1.33333333333333E-06,0,5910,1,9,0,0,0,0,0,1.3,3216,0,0,6,0,0.4,0,2,0,0,1,0,0,0.3,13161,0,0,0,0,270,8626,0,0,33,Everton,Crystal Palace,Leicester,Tottenham,Burnley,1,1.5,1,1,1.5,1,1,1.5,2,1,2.3,1.3,1.3,1.8,2,1.2,1.2,1.4,1.2,1.3,1.3,1,1.4,2,2.2,1,1.6,1.4,2.8,2,1,1.3,1,1.3,1.7,11.3
Yves,Bissouma,MID,BHA,5000000,2,3,1,2E-07,6E-07,0,1073,0,1,0,0,0,0,0,0.6,264,0,0,3,0,0.2,0,1,0,0,0,0,0,0,498,0,0,0,0,109,259,0,0,10,Fulham,Southampton,Tottenham,Man City,West Ham,0.6,0.5,0.5,0.5,0.8,0.5,1,0.5,0.5,0.8,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.9,0.7,0.8,0.9,0.5,0.7,0.5,0.8,0.5,0.5,4.4
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,5,0,0,0,Burnley,Watford,Wolverhampton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,6971,0,0,0,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0.2,579,0,0,0,0,0,207,0,0,0,Arsenal,Chelsea,Man City,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,11489,0,0,0,0,0,0,0,0,3782,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,664,0,0,0,0,0,38,0,0,0,Huddersfield,West Ham,Arsenal,Fulham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4500000,8,10,3.3,7.33333333333333E-07,2.22222222222222E-06,0,29923,0,5,0,0,0,1,0,2.2,6130,0,0,10,0,0.7,0,3.3,0,0,0,0,0,1.7,18897,0,0,0,0,270,17212,0,0,59,West Ham,Burnley,Man Utd,Southampton,Crystal Palace,1.7,4.5,2.8,4.2,3.9,3.5,2.4,4,2.2,4.9,2.9,4.4,2.1,3.1,4,1.6,2.5,3,1.6,4.9,4,2.4,3.3,1.6,2.8,4.9,3.4,3.9,3.3,4.4,2.1,4.9,1.6,3.1,2.3,14.9
Bonatini Lohner Maia,Bonatini,FWD,WOL,4900000,0,2,1,2.04081632653061E-07,4.08163265306122E-07,0,22178,0,0,0,0,0,0,0,0.4,6737,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.6,3996,0,0,0,0,64,1078,0,0,1,West Ham,Burnley,Man Utd,Southampton,Crystal Palace,0.9,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,1.5,0.5,0.7,0.5,0.5,0.5,0.5,0.8,0.5,0.8,0.5,1.3,0.5,1,0.5,2.2
Gaetan,Bong,DEF,BHA,4500000,2,4,1.3,2.88888888888889E-07,8.88888888888889E-07,0,2050,0,5,0,0,0,0,0,0.9,694,0,0,4,0,0.3,0,1.3,0,0,0,0,0,0.2,1780,0,0,0,0,244,1154,0,0,38,Fulham,Southampton,Tottenham,Man City,West Ham,0.7,0.6,1,0.6,1,0.6,1.8,0.6,0.6,1.7,0.6,0.7,0.6,1.2,0.6,1,1.3,0.6,1,0.6,0.6,0.8,1.2,0.7,0.6,1.4,0.8,1.8,1.1,0.6,0.7,0.6,0.8,0.6,0.8,3.5
Artur,Boruc,GLK,BOU,4000000,0,0,0,0,0,0,47878,0,0,0,0,0,0,0,0,14111,0,0,0,0,0,0,0,0,0,0,0,0,6.8,25157,0,0,0,0,0,11522,0,0,0,Chelsea,Leicester,Burnley,Crystal Palace,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,Crystal Palace,Brighton,Liverpool,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,203,-1,1,0,1,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,31,-1,0,0,Man Utd,Wolverhampton,Bournemouth,Cardiff City,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4900000,0,0,0,0,0,0,6394,0,0,0,0,0,0,0,0,1628,-1,1,0,1,0,0,0,0,0,0,0,0,0.2,584,0,0,0,0,0,49,-1,0,0,Newcastle,Fulham,Cardiff City,Brighton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4400000,0,0,0,0,0,0,2262,0,0,0,0,0,0,0,0,736,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,152,0,0,0,0,0,17,0,0,0,Tottenham,Man Utd,Fulham,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,5000000,2,7,2.3,4.6E-07,1.4E-06,0,2877,0,2,0,0,0,0,0,1.4,1066,0,0,7,0,0.5,0,2.3,0,0,1,0,0,0.1,5531,0,0,0,0,207,1034,0,0,23,Chelsea,Leicester,Burnley,Crystal Palace,Watford,1.4,2.4,2,1.9,1.2,2.5,1.5,1.6,2.4,1.8,1.3,2.5,1.2,1.3,2.8,1.3,1.6,1.6,1.2,2.4,1.2,1.5,1.2,2.7,1.6,1.6,2.1,2.2,1.2,1.8,1.2,1.9,2.1,1.3,3.4,15.7
,Bruno,DEF,BHA,4400000,0,1,0.333333333333333,7.57575757575757E-08,2.27272727272727E-07,0,7309,0,0,0,0,0,0,0,0.2,1366,-1,1,1,1,0.1,0,0.3,0,0,0,0,0,0.1,185,0,0,0,0,25,47,-1,0,6,Fulham,Southampton,Tottenham,Man City,West Ham,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.1
Joe,Bryan,DEF,FUL,5000000,1,4,1.3,2.6E-07,8E-07,0,3657,0,6,0,0,0,0,0,0.8,971,0,0,4,0,0.3,0,1.3,0,0,0,0,0,0.1,1711,0,0,0,0,225,497,0,0,45,Brighton,Man City,Watford,Everton,Arsenal,0.8,0.6,0.6,0.8,0.8,1.1,0.6,0.9,0.7,0.8,1.1,1.4,0.9,0.8,0.7,1.5,1.1,0.7,1.1,0.8,1.7,1.3,0.9,0.6,0.7,0.9,0.7,0.8,0.6,0.6,1,0.6,1.5,0.7,0.6,13.3
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,11881,0,0,0,0,0,0,0,0,3793,0,0,0,0,0,0,0,0,0,0,0,0,1.7,7587,0,0,0,0,0,4115,0,0,0,Fulham,Southampton,Tottenham,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,1983,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,2,0,0,0,Wolverhampton,Everton,Chelsea,Man Utd,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4900000,0,0,0,0,0,0,3988,0,0,0,0,0,0,0,0,736,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,513,0,0,0,0,0,120,0,0,0,Bournemouth,Cardiff City,West Ham,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,5300000,0,0,0,0,0,0,33567,0,0,0,0,0,0,0,0,7607,-2,1,0,2,0,0,0,0,0,0,0,0,0.8,1992,0,0,0,0,0,376,-1,0,0,Bournemouth,Cardiff City,West Ham,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cairney,MID,FUL,4900000,5,9,3,6.12244897959184E-07,1.83673469387755E-06,0,69007,0,5,0,0,0,0,0,1.8,27274,-1,0,9,1,0.6,0,3,0,0,0,0,1,1.9,14607,0,0,0,0,239,7773,0,0,60,Brighton,Man City,Watford,Everton,Arsenal,0,2,2.4,1.8,2.7,2.4,3,3.1,1.5,3.6,2.1,3.5,2.4,3.5,3.6,3.9,3.7,2.5,2.9,2,4,4.5,2.5,2.7,3.1,1.7,1.7,1.7,2.5,2,2.5,2.5,3.4,2.1,3.3,15.8
Dominic,Calvert-Lewin,FWD,EVE,5400000,1,2,1,1.85185185185185E-07,3.7037037037037E-07,0,33774,0,0,0,0,0,0,0,0.4,7994,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.8,3550,0,0,0,0,21,1306,0,0,5,Huddersfield,West Ham,Arsenal,Fulham,Leicester,0.7,1.5,0.6,0.9,0.5,0.5,0.6,1.2,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,1.1,0.5,0.5,0.5,0.5,0.6,0.5,1.2,0.7,0.6,0.7,0.7,0.5,0.5,2.8
Victor,Camarasa,MID,CAR,4500000,3,5,1.66666666666667,3.7037037037037E-07,1.11111111111111E-06,0,2269,1,0,0,0,0,0,0,1.1,1026,0,0,5,0,0.4,0,1.7,0,0,2,0,0,0.1,3886,0,0,0,0,149,2216,0,0,11,Arsenal,Chelsea,Man City,Burnley,Tottenham,1.1,0.8,1,1.1,0.8,1.2,0.8,1.6,1.9,0.8,1.8,0.9,1.6,0.8,1,2.1,0.8,0.8,1.7,1.3,0.8,1.3,1.1,1,1,0.8,1.6,0.8,0.8,0.8,1,0.8,0.8,1.2,0.8,5.3
Etienne,Capoue,MID,WAT,5000000,6,10,3.3,6.6E-07,2E-06,0,6666,2,2,0,0,0,0,0,2,2799,0,0,10,0,0.7,0,3.3,2,0,1,0,1,0.4,10039,0,0,0,0,270,8277,0,0,39,Tottenham,Man Utd,Fulham,Arsenal,Bournemouth,2.3,2.9,2.7,2.9,3.5,2.4,4.2,4.1,3.6,2,2,2.9,2.1,3.8,3.1,2,3.8,2.9,4.9,3.1,2.3,2.1,2.9,2.7,1.8,4.1,2.3,4.1,2.8,3.3,3.1,3.6,4.4,2.5,4.1,8.1
,Carlos Sanchez,MID,WHU,4500000,2,3,1,2.22222222222222E-07,6.66666666666667E-07,0,6424,0,3,0,0,0,0,0,0.7,1920,0,0,3,0,0.2,0,1,0,0,0,0,0,0.3,4598,0,0,0,0,103,2306,0,0,18,Wolverhampton,Everton,Chelsea,Man Utd,Brighton,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,1,0.5,0.5,0.6,0.5,0.8,0.5,0.5,0.5,0.7,0.5,0.7,0.5,4
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,6,0,0,0,Crystal Palace,Brighton,Liverpool,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5500000,0,0,0,0,0,0,1349,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,114,0,0,0,Wolverhampton,Everton,Chelsea,Man Utd,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,2,10,3.3,7.33333333333333E-07,2.22222222222222E-06,0,2970,0,2,0,0,0,0,0,2.2,1173,0,0,10,0,0.7,0,3.3,0,0,1,0,0,0.2,6578,0,0,0,0,270,1126,0,0,48,Tottenham,Man Utd,Fulham,Arsenal,Bournemouth,3.5,3.9,2.1,3.2,2.6,3.3,4.4,3.1,3.1,3.5,3.1,2.8,3.4,4.9,2.5,3.9,2.8,2.1,4.8,4,3.5,3.4,4.2,3.9,3.2,4.9,2.2,3.6,3.8,2.6,3.4,3.8,4.9,4.4,3.5,5.2
Ivan,Cavaleiro,MID,WOL,5400000,0,0,0,0,0,0,5301,0,0,0,0,0,0,0,0,843,-1,0,0,1,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,18,0,0,0,West Ham,Burnley,Man Utd,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petr,Cech,GLK,ARS,5000000,3,9,3,6E-07,1.8E-06,0,26517,0,6,0,18,0,0,0,1.8,9636,0,0,9,0,0.6,0,3,0,0,0,0,0,2.3,44543,0,0,0,0,270,18934,0,0,67,Cardiff City,Newcastle,Everton,Watford,Fulham,3.7,2.8,3.5,2.4,1.9,4.3,4.3,2.9,4.5,1.9,2.8,3.5,3.7,2.8,3.3,3.1,3,2,2.3,3.3,4.3,2,3.5,3,2,3.2,3.2,3,2.3,3.1,2.2,2,2.8,4.5,3.9,12.8
,Cedric,DEF,SOU,4400000,1,2,0.7,1.59090909090909E-07,4.54545454545455E-07,0,134693,1,4,0,0,0,0,0,0.5,39327,-1,1,2,1,0.2,0,0.7,0,0,0,0,0,5.3,15169,0,0,0,0,235,4216,-1,0,23,Crystal Palace,Brighton,Liverpool,Wolverhampton,Chelsea,0.5,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,4.4
Nathaniel,Chalobah,MID,WAT,4500000,0,0,0,0,0,0,3722,0,0,0,0,0,0,0,0,981,0,0,0,0,0,0,0,0,0,0,0,0,0.2,773,0,0,0,0,0,333,0,0,0,Tottenham,Man Utd,Fulham,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chamberlain,MID,LIV,6500000,0,0,0,0,0,0,964,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,58,0,0,0,Leicester,Tottenham,Southampton,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4500000,1,3,1,2.22222222222222E-07,6.66666666666667E-07,0,30628,0,5,0,0,0,0,0,0.7,9352,0,0,3,0,0.2,0,1,0,0,0,0,0,1.5,7498,0,0,0,0,198,1294,0,0,43,Brighton,Man City,Watford,Everton,Arsenal,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.7,1,0.6,0.5,0.5,1,0.8,0.5,0.7,0.5,1.2,0.9,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.7,0.5,1,0.5,0.5,6.4
,Chicharito,FWD,WHU,6400000,1,7,2.3,3.59375E-07,1.09375E-06,0,50876,0,5,0,0,0,0,0,1.1,18915,-1,1,7,1,0.4,0,2.3,0,0,0,0,1,1.9,14322,0,0,0,0,125,3828,-1,0,18,Wolverhampton,Everton,Chelsea,Man Utd,Brighton,3.4,1.9,1.4,2.5,1.7,1.5,1.2,1.7,1.8,1.7,2.1,1.8,1.2,2.4,1.8,1.5,1.6,3.4,2.5,1.2,1.7,1.3,2.5,3,1.2,2.2,1.2,2.5,2.8,1.4,2.2,2.6,1.2,2.2,1.2,5.8
Benjamin,Chilwell,DEF,LEI,5000000,2,11,3.7,7.4E-07,2.2E-06,0,10292,0,3,0,0,0,0,0,2.2,4344,0,0,11,0,0.7,0,3.7,2,0,1,0,0,0.7,19195,0,0,0,0,270,2943,0,0,52,Liverpool,Bournemouth,Huddersfield,Newcastle,Everton,4.7,1.8,5.6,2.6,5.4,2.7,4.7,3.3,5.2,2.8,4.1,1.8,4.7,4.5,4,3.9,5.6,2.9,4.9,2.8,2.7,5.1,3,3.6,5.6,1.9,3.7,3.9,3.7,3.4,3.9,2,4.6,1.8,5.1,19.6
Hamza,Choudhury,MID,LEI,4400000,0,0,0,0,0,0,1742,0,0,0,0,0,0,0,0,468,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,451,0,0,0,0,0,207,-1,0,0,Liverpool,Bournemouth,Huddersfield,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,5200000,0,0,0,0,0,0,35476,0,0,0,0,0,0,0,0,6597,-3,1,0,3,0,0,0,0,0,0,0,0,0.6,1224,0,0,0,0,0,316,-1,0,0,Bournemouth,Cardiff City,West Ham,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrus,Christie,DEF,FUL,4400000,0,2,0.666666666666667,1.51515151515151E-07,4.54545454545455E-07,0,4932,0,2,0,0,0,0,0,0.4,1627,-1,1,2,1,0.2,0,0.7,0,0,0,0,0,0.2,925,0,0,0,0,95,95,-1,0,15,Brighton,Man City,Watford,Everton,Arsenal,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.5,0.3,0.3,0.3,0.6,0.4,0.3,0.4,0.3,0.7,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,4.7
Ibrahima,Cisse,MID,FUL,4500000,0,0,0,0,0,0,1678,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2059,0,0,0,0,0,286,0,0,0,Brighton,Man City,Watford,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,1,8,2.7,6E-07,1.77777777777778E-06,0,5032,0,4,0,0,0,0,0,1.8,1750,0,0,8,0,0.6,0,2.7,0,0,1,0,0,0.3,6825,0,0,0,0,270,940,0,0,48,Man City,Arsenal,Crystal Palace,Leicester,Man Utd,1.8,2.1,3.9,3.6,3.2,4.1,2.6,1.8,1.5,3.5,2.2,2.8,3.7,3.2,1.5,2.7,2,2.6,3.6,3.7,1.7,2.9,2.8,3,2.7,2.1,2.8,1.7,2.7,1.5,2.6,2.4,2.8,2.2,1.7,8.7
Tom,Cleverley,MID,WAT,5000000,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,22,0,0,0,Tottenham,Man Utd,Fulham,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,LIV,4800000,0,0,0,0,0,0,16319,0,0,0,0,0,0,0,0,3333,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,1542,0,0,0,0,0,221,0,0,0,Leicester,Tottenham,Southampton,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coady,DEF,WOL,4500000,1,3,1,2.22222222222222E-07,6.66666666666667E-07,0,8407,1,5,0,0,0,0,0,0.7,2064,0,0,3,0,0.2,0,1,0,0,0,0,0,0.5,1729,0,0,0,0,270,721,0,0,36,West Ham,Burnley,Man Utd,Southampton,Crystal Palace,0.5,0.8,0.5,0.7,0.6,0.5,0.5,0.6,0.5,0.9,0.5,0.8,0.5,0.5,0.6,0.5,0.5,0.5,0.5,1.1,0.6,0.5,0.5,0.5,0.5,1.2,0.5,0.6,0.5,0.8,0.5,1.3,0.5,0.5,0.5,4.4
Seamus,Coleman,DEF,EVE,5400000,1,4,1.3,2.40740740740741E-07,7.40740740740741E-07,0,52445,0,5,0,0,0,0,0,0.7,15231,-1,1,4,1,0.2,0,1.3,0,0,0,0,0,2.2,13062,0,0,0,0,270,4972,-1,0,34,Huddersfield,West Ham,Arsenal,Fulham,Leicester,1.2,0.8,0.7,0.6,0.6,0.6,0.9,1.8,1.1,1.6,0.7,0.6,0.7,0.6,0.8,1,0.7,1.5,0.6,0.6,0.9,1.6,0.6,0.6,1,0.8,0.6,1,0.6,0.8,0.6,1,1.3,1,0.7,11.4
Matthew,Connolly,DEF,CAR,4000000,0,0,0,0,0,0,24920,0,0,0,0,0,0,0,0,6385,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4063,0,0,0,0,0,778,0,0,0,Arsenal,Chelsea,Man City,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4900000,2,6,2,4.08163265306122E-07,1.22448979591837E-06,0,20000,1,7,0,0,0,0,0,1.2,5761,-1,1,6,1,0.4,0,2,0,0,1,0,0,0.8,2120,0,0,0,0,270,834,-1,0,31,Man Utd,Wolverhampton,Bournemouth,Cardiff City,Huddersfield,1.1,1.2,1.4,1.4,1.8,1.2,1,1.6,1,1.6,3,1,2.1,1.2,1.5,1.1,1.7,1.9,1.3,1.2,1.5,1.8,1.1,1,2.2,1.3,1,1.7,2,1.5,1.6,1.3,1.1,1.1,1.2,8.5
Helder,Costa,MID,WOL,4900000,2,5,1.7,3.46938775510204E-07,1.02040816326531E-06,0,19455,0,5,0,0,0,0,0,1,4942,-1,0,5,1,0.3,0,1.7,0,0,0,0,0,0.6,9641,0,0,0,0,186,7208,0,0,13,West Ham,Burnley,Man Utd,Southampton,Crystal Palace,0.8,1.3,0.8,1.8,1.8,1.2,0.8,1,0.8,1.9,0.8,0.8,1.1,1.5,0.8,0.8,0.8,1.4,0.8,1.8,1.8,0.8,1.7,0.8,0.9,1.7,0.8,1.3,0.8,1.2,0.9,2.1,0.8,1.4,0.8,5.5
