FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Andy,Carroll,FWD,WHU,5400000,0,0,0,0,0,0,2453,0,0,0,0,0,0,0,0,102,-1,0,0,1,0,0,0,0,0,0,0,0,0,1426,0,0,0,0,0,235,0,0,0,Man City,Newcastle,Cardiff City,Crystal Palace,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,2,38,3.2,7.11111111111111E-07,8.44444444444444E-06,0,44141,1,14,0,0,0,1,0,8.4,4190,0,0,38,0,0.7,0,3.3,3,0,3,0,0,1,83851,1,0,0,1,1071,2674,0,0,188,Liverpool,Leicester,Man City,Everton,Cardiff City,4.1,3,3.2,3.1,4.6,2.9,3.4,3,2.1,3.6,3.3,3.7,2.8,4.4,3.7,3.1,3.4,2.5,3.3,3.3,3.4,2.5,3.9,3.8,3.4,3.6,38.4
Ivan,Cavaleiro,MID,WOL,5200000,11,21,1.75,3.36538461538462E-07,4.03846153846154E-06,0,8551,1,3,0,0,0,2,0,4,925,-3,0,21,3,0.9,0,4.7,3,0,1,0,0,0.2,11877,0,0,0,1,207,9571,0,0,66,Huddersfield,Cardiff City,Chelsea,Newcastle,Bournemouth,1.4,0.9,0.9,1.4,1.2,0.9,1,1.1,1.2,0.9,1,1.2,0.9,1.4,0.9,1.3,1.3,0.9,1.1,1.1,0.9,1.3,1.6,0.9,1.3,0.9,24.7
Petr,Cech,GLK,ARS,4900000,0,24,3.4,6.93877551020408E-07,4.89795918367347E-06,0,111874,0,9,0,27,0,0,0,4.8,3146,-1,1,24,1,0,0,0,3,0,1,0,0,1.4,78264,0,0,0,0,585,455,-1,0,130,Bournemouth,Tottenham,Man Utd,Huddersfield,Southampton,2.5,3.5,3.8,4.6,3.1,3.4,3.2,3.7,3.6,3.4,3.5,4.9,2.9,4.4,3.4,3,4.3,3.8,3.6,3.1,3.6,3.1,3.2,3.5,4.7,3.2,20.4
,Cedric,DEF,SOU,4400000,1,32,2.7,6.13636363636364E-07,7.27272727272727E-06,0,280937,4,21,0,0,0,0,0,7.3,9154,-1,0,32,1,0.5,0,2.3,7,0,3,0,1,4.6,123531,0,0,0,1,1045,6078,0,0,179,Fulham,Man Utd,Tottenham,Cardiff City,Arsenal,2.1,2.7,3.1,3,1.8,3.2,2.7,2.4,2.8,2.4,3.4,2.2,2.2,3.6,1.5,2.6,2.7,2.5,2.1,2.2,3.2,2.8,2.2,2.1,2.4,3.4,41.3
Nathaniel,Chalobah,MID,WAT,4500000,1,3,0.25,5.55555555555556E-08,6.66666666666667E-07,0,9312,1,1,0,0,0,0,0,0.7,277,0,0,3,0,0.2,0,0.7,0,0,0,0,0,0.1,3533,0,0,0,0,99,280,0,0,8,Liverpool,Leicester,Man City,Everton,Cardiff City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.4
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,1612,0,0,0,0,0,0,0,0,57,-1,0,0,1,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,40,0,0,0,Watford,Everton,Burnley,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,0,5,0.416666666666667,9.92063492063492E-08,1.19047619047619E-06,0,67291,2,10,0,0,0,0,0,1.2,1494,-3,0,5,3,0,0,0,0,0,0,0,0,0.9,11591,0,0,0,0,426,663,0,0,65,Southampton,Chelsea,Leicester,Man Utd,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.4
,Chicharito,FWD,WHU,6200000,1,18,2.3,3.70967741935484E-07,2.90322580645161E-06,0,107921,0,7,0,0,0,1,0,2.9,2157,-3,0,18,3,0.5,0,3,1,0,1,0,1,1.1,23711,0,0,0,0,307,1110,0,0,52,Man City,Newcastle,Cardiff City,Crystal Palace,Fulham,1.5,1.9,2.4,1.6,2.9,2,1.9,2,2.5,2.1,1.7,1.5,1.6,2.2,3.2,1.3,1.9,1.9,2,2.2,1.6,2.3,1.8,1.8,2.1,1.6,21.3
Benjamin,Chilwell,DEF,LEI,5100000,6,44,3.7,7.25490196078431E-07,8.62745098039216E-06,0,46599,1,16,0,0,0,0,0,8.6,7678,1,0,44,-1,1.3,0,6.7,5,0,4,0,2,3.4,206354,0,0,0,1,1080,72907,0,0,202,Brighton,Watford,Fulham,Tottenham,Crystal Palace,3.8,4.1,3.6,3.9,4.8,4.6,3.7,5.2,4.2,3.8,4.2,4.3,4.2,4.9,3.5,5.1,3.6,3.9,3.8,3.3,5,3.4,4,2.8,3.5,3.9,57.8
Hamza,Choudhury,MID,LEI,4300000,0,0,0,0,0,0,4294,0,0,0,0,0,0,0,0,227,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2500,0,0,0,0,0,279,0,0,0,Brighton,Watford,Fulham,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,5000000,0,0,0,0,0,0,48042,0,0,0,0,0,0,0,0,408,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,2605,0,0,0,0,0,149,0,0,0,Tottenham,Fulham,Wolverhampton,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrus,Christie,DEF,FUL,4200000,1,5,0.7,1.66666666666667E-07,1.19047619047619E-06,0,9830,1,15,0,0,0,0,0,1.2,228,-3,0,5,3,0.2,0,0.7,0,0,0,0,0,0.1,1692,0,0,0,0,492,170,0,0,72,Southampton,Chelsea,Leicester,Man Utd,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,26.6
Ibrahima,Cisse,MID,FUL,4400000,0,0,0,0,0,0,4561,0,0,0,0,0,0,0,0,185,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4627,0,0,0,0,0,104,0,0,0,Southampton,Chelsea,Leicester,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,1,17,1.41666666666667,3.14814814814815E-07,3.77777777777778E-06,0,15097,0,10,0,0,0,1,0,3.8,284,0,0,17,0,0.1,0,0.3,0,0,1,0,0,0.2,10127,0,0,0,0,497,118,0,0,93,Burnley,West Ham,Everton,Wolverhampton,Huddersfield,0.8,0.9,1,1,1.3,0.8,1,0.8,0.9,1.1,1.4,0.8,1.2,1,1.2,0.8,0.9,1.3,0.7,0.7,0.7,0.9,0.8,0.8,1.1,0.8,19.2
Tom,Cleverley,MID,WAT,5000000,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,26,0,0,0,Liverpool,Leicester,Man City,Everton,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,LIV,4600000,0,0,0,0,0,0,22676,0,0,0,0,0,0,0,0,231,-4,0,0,4,0,0,0,0,0,0,0,0,0.2,2551,0,0,0,0,0,107,0,0,0,Watford,Everton,Burnley,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coady,DEF,WOL,4500000,2,36,3,6.66666666666667E-07,8E-06,0,19529,2,13,0,0,0,0,0,8,991,0,0,36,0,0.4,0,1.7,2,0,4,0,0,0.6,18284,0,0,0,0,1080,4451,0,0,205,Huddersfield,Cardiff City,Chelsea,Newcastle,Bournemouth,3.9,3.5,3,2.6,2.5,3.7,2.5,3.5,2.7,2.4,2.9,3.1,2.9,2.6,2,3.7,4.2,3.3,2.1,2.6,3.2,2.5,4,2.5,3,3,20.6
Seamus,Coleman,DEF,EVE,5200000,6,28,3.5,6.73076923076923E-07,5.38461538461538E-06,0,140104,1,9,0,0,0,1,0,5.4,1940,-3,0,28,3,1.1,0,5.7,2,0,2,0,0,1.5,60213,0,0,0,1,720,36209,0,0,134,Cardiff City,Liverpool,Newcastle,Watford,Man City,5.2,3.3,3.6,4.2,2.6,4,2.8,2.9,4,3.5,2.8,4.1,4.4,2.7,3.9,3.8,4.8,2.8,4,3.1,3,2.7,4.3,3.8,3.9,4,31.4
Matthew,Connolly,DEF,CAR,3900000,0,0,0,0,0,0,50747,0,0,0,0,0,0,0,0,1539,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,21893,0,0,0,0,0,667,0,0,0,Everton,Wolverhampton,West Ham,Southampton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4700000,3,22,2,4.25531914893617E-07,4.68085106382979E-06,0,43959,3,20,0,0,0,0,0,4.7,871,-3,0,22,3,0.4,0,1.7,0,0,3,0,0,0.4,5854,0,0,0,0,972,536,0,0,122,Newcastle,Crystal Palace,Liverpool,Brighton,Tottenham,1.6,2.1,1.1,1.9,1.4,1.2,1.4,1.4,1.7,1.6,1.2,1.2,1.8,1.1,1,1.7,1.5,1,1.3,1.5,1.2,1.5,1,1,1,1.3,27.9
Helder,Costa,MID,WOL,4900000,2,25,2.1,4.28571428571429E-07,5.10204081632653E-06,0,50601,1,12,0,0,0,0,0,5.1,1584,-1,0,25,1,0.4,0,2,0,0,4,0,0,0.5,33663,0,0,0,0,868,2151,0,0,64,Huddersfield,Cardiff City,Chelsea,Newcastle,Bournemouth,1.9,1.2,1,1.8,1.6,1.2,1.4,1.5,1.6,1,1.4,1.6,1,1.8,1.2,1.8,1.7,1.1,1.4,1.5,1.3,1.7,2.1,1.2,1.8,1,37.6
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,53501,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0.5,259,0,0,0,0,0,14,0,0,0,Tottenham,Fulham,Wolverhampton,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,69,0,0,0,Man City,Newcastle,Cardiff City,Crystal Palace,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5100000,2,7,0.583333333333333,1.1437908496732E-07,1.37254901960784E-06,0,74734,1,6,0,0,0,0,0,1.4,1014,-4,0,7,4,0.3,0,1.3,0,0,0,0,0,0.6,3691,0,0,0,0,375,289,0,0,63,Man City,Newcastle,Cardiff City,Crystal Palace,Fulham,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.2
,Cunningham,DEF,CAR,4200000,1,1,0.0833333333333333,1.98412698412698E-08,2.38095238095238E-07,0,3310,2,8,0,0,0,0,0,0.2,49,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0,430,0,0,0,0,270,47,0,0,24,Everton,Wolverhampton,West Ham,Southampton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
Pontus,Dahlberg,GLK,WAT,4400000,0,0,0,0,0,0,1701,0,0,0,0,0,0,0,0,56,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,426,0,0,0,0,0,53,0,0,0,Liverpool,Leicester,Man City,Everton,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5300000,0,0,0,0,0,0,3077,0,0,0,0,0,0,0,0,104,-2,0,0,2,0,0,0,0,0,0,0,0,0,2054,0,0,0,0,0,191,0,0,0,Crystal Palace,Southampton,Arsenal,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loic,Damour,MID,CAR,4400000,0,2,0.166666666666667,3.78787878787879E-08,4.54545454545455E-07,0,3003,0,2,0,0,0,0,0,0.5,87,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0,1719,0,0,0,0,21,38,0,0,6,Everton,Wolverhampton,West Ham,Southampton,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9
Charlie,Daniels,DEF,BOU,4200000,2,16,1.33333333333333,3.17460317460317E-07,3.80952380952381E-06,0,667764,1,4,0,0,0,0,0,3.8,7781,-3,0,16,3,0.6,0,2.7,0,0,2,0,0,4.5,57017,0,0,0,0,420,3489,0,0,82,Arsenal,Man City,Huddersfield,Liverpool,Wolverhampton,0.7,0.7,1.2,1.1,0.8,1.3,1,0.8,0.9,0.8,0.9,0.8,1,0.8,1,0.7,0.8,1.1,0.7,0.7,0.8,0.7,0.8,0.7,0.8,1,20
,Danilo,DEF,MCI,5100000,0,0,0,0,0,0,42031,0,0,0,0,0,0,0,0,304,-4,0,0,4,0,0,0,0,0,0,0,0,0.3,2753,0,0,0,0,0,251,0,0,0,West Ham,Bournemouth,Watford,Chelsea,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Dann,DEF,CRY,4400000,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,19,0,0,0,Man Utd,Burnley,Brighton,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl,Darlow,GLK,NEW,4400000,0,0,0,0,0,0,2205,0,0,0,0,0,0,0,0,58,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,378,0,0,0,0,0,19,0,0,0,Burnley,West Ham,Everton,Wolverhampton,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4600000,0,2,0.166666666666667,3.6231884057971E-08,4.34782608695652E-07,0,23553,0,1,0,0,0,0,0,0.4,235,-4,0,2,4,0,0,0,0,0,0,0,0,0.2,5592,0,0,0,0,90,171,0,0,16,Crystal Palace,Southampton,Arsenal,Fulham,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3
,David Luiz,DEF,CHE,5600000,9,51,4.3,7.67857142857143E-07,9.10714285714286E-06,0,188758,1,8,0,0,0,0,0,9.3,11801,1,-1,51,-1,1,0,5.7,6,0,6,0,0,6,275428,0,0,0,0,1080,46057,1,0,261,Tottenham,Fulham,Wolverhampton,Man City,Brighton,6.2,4.5,5.4,4.2,5,4.4,4.8,6.1,4.4,3.9,3.8,4,5.4,4.7,6,4.5,4.8,5,5.4,5.7,4.7,5.5,4.3,5.7,4.8,5.3,46.3
,David Silva,MID,MCI,8600000,9,57,5.7,6.62790697674419E-07,6.62790697674419E-06,0,472076,1,5,0,0,0,4,0,6.7,12942,1,-1,57,-1,0.7,0,6.3,7,0,5,0,2,9.9,732525,0,0,0,1,832,145186,1,0,264,West Ham,Bournemouth,Watford,Chelsea,Everton,6.4,7.1,6,5.5,7.1,7.1,6.4,7.2,6.1,7.4,7.4,7.6,6.7,4.9,5,7.1,6,7.3,6,6.6,7.5,8.3,5.6,6.8,6.6,5.8,132.2
Ben,Davies,DEF,TOT,5600000,6,21,2.3,4.10714285714286E-07,3.75E-06,0,346397,1,7,0,0,0,0,0,3.8,3101,-4,0,21,4,0.5,0,2.7,0,0,2,0,0,2.2,26540,0,0,0,0,638,3488,0,0,122,Chelsea,Arsenal,Southampton,Leicester,Burnley,1.6,1.4,1.5,2.2,1.5,2.3,1.2,1.8,2.7,1.7,1.9,1.7,1.3,1.5,2,2.6,1.2,2,1.4,2.3,2.4,2.3,1.9,1.7,1.5,2.3,33.4
Tom,Davies,MID,EVE,5200000,0,11,0.916666666666667,1.76282051282051E-07,2.11538461538462E-06,0,9615,2,7,0,0,0,0,0,2.1,267,-3,0,11,3,0,0,0,0,0,1,0,0,0.1,2793,0,0,0,0,496,110,0,0,62,Cardiff City,Liverpool,Newcastle,Watford,Man City,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,14.3
Steven,Davis,MID,SOU,4600000,0,1,0.0833333333333333,1.81159420289855E-08,2.17391304347826E-07,0,6128,0,1,0,0,0,0,0,0.2,117,-4,1,1,4,0,0,0,0,0,0,0,0,0.1,1023,0,0,0,0,6,55,-1,0,3,Fulham,Man Utd,Tottenham,Cardiff City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Kevin,De Bruyne,MID,MCI,9700000,0,2,0.166666666666667,1.71821305841924E-08,2.06185567010309E-07,0,1331345,1,0,0,0,0,0,0,0.2,6609,-3,0,2,3,0,0,0.3,0,0,0,0,0,3.3,160256,0,0,0,0,81,191,0,0,8,West Ham,Bournemouth,Watford,Chelsea,Everton,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.6
David,De Gea,GLK,MUN,5700000,1,33,2.8,4.91228070175439E-07,5.78947368421053E-06,0,843737,0,21,0,42,0,0,0,5.7,24026,-3,1,33,3,0.5,0,2.7,1,0,1,0,0,15.9,95927,0,0,0,0,1080,4208,-1,0,196,Crystal Palace,Southampton,Arsenal,Fulham,Liverpool,2.2,2.4,1.8,2.6,2.9,3.3,3.4,2.1,2.5,3.4,3.5,2.4,2.7,2.4,3.2,3.3,2.4,1.8,2.4,2.7,2.8,2.7,2.8,2.5,3.5,3.7,30.7
Troy,Deeney,FWD,WAT,5900000,1,31,3.4,5.76271186440678E-07,5.25423728813559E-06,0,400299,1,12,0,0,0,2,0,5.3,10084,-1,0,31,1,0.1,0,0.3,4,0,1,0,1,2.6,425439,0,0,0,1,768,2830,0,0,106,Liverpool,Leicester,Man City,Everton,Cardiff City,3.2,3.1,3,2.6,4.4,3.6,2.7,3.6,2.9,3.7,4,3,2.6,4.1,3.2,2.2,3.5,2.3,3.9,3.8,4.9,4,3.3,3.3,2.8,4.2,71.2
Jermain,Defoe,FWD,BOU,5600000,1,4,0.333333333333333,5.95238095238095E-08,7.14285714285714E-07,0,37177,0,2,0,0,0,0,0,0.7,638,-4,0,4,4,0.1,0,0.7,0,0,0,0,0,0.4,7785,0,0,0,0,22,433,0,0,12,Arsenal,Man City,Huddersfield,Liverpool,Wolverhampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.6
Steven,Defour,MID,BUR,5400000,1,7,0.583333333333333,1.08024691358025E-07,1.2962962962963E-06,0,1119,0,11,0,0,0,0,0,1.3,149,-1,0,7,1,0.3,0,1.7,0,0,0,0,0,0,707,0,0,0,0,308,20,0,0,48,Newcastle,Crystal Palace,Liverpool,Brighton,Tottenham,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.5
Fabian,Delph,DEF,MCI,5300000,0,15,1.25,2.35849056603774E-07,2.83018867924528E-06,0,35225,0,0,0,0,0,0,0,2.8,647,-2,0,15,2,0.1,0,0.3,2,0,2,0,0,0.3,30693,0,0,0,0,167,6300,0,0,66,West Ham,Bournemouth,Watford,Chelsea,Everton,0.7,0.6,0.6,0.8,1.1,0.6,0.7,0.6,1,0.9,1,0.6,0.6,0.7,0.7,0.8,0.6,0.8,0.8,0.6,1.2,0.9,0.7,0.6,0.7,0.6,6.1
Mousa,Dembele,MID,TOT,4900000,0,14,1.16666666666667,2.38095238095238E-07,2.85714285714286E-06,0,70251,1,6,0,0,0,0,0,2.9,3339,-1,0,14,1,0.2,0,1,0,0,1,0,0,0.9,23353,0,0,0,0,512,58,0,0,74,Chelsea,Arsenal,Southampton,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.8,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,7.1
Leander,Dendoncker,MID,WOL,4300000,0,0,0,0,0,0,24084,0,0,0,0,0,0,0,0,1634,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,14395,0,0,0,0,0,2051,0,0,0,Huddersfield,Cardiff City,Chelsea,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurent,Depoitre,FWD,HUD,5200000,1,18,1.5,2.88461538461538E-07,3.46153846153846E-06,0,54940,1,13,0,0,0,0,0,3.5,2332,-3,0,18,3,0.3,0,1.3,0,0,0,0,1,0.5,13280,0,0,0,0,538,609,0,0,26,Wolverhampton,Brighton,Bournemouth,Arsenal,Newcastle,0.8,1.3,0.8,1,0.9,1,1.2,1.6,1.1,1,0.8,1.1,0.8,1.1,1,0.8,0.8,1,1.1,1.2,0.9,0.9,1,0.8,1.2,1,27.9
Gerard,Deulofeu,MID,WAT,5400000,4,18,1.5,2.77777777777778E-07,3.33333333333333E-06,0,30866,1,2,0,0,0,1,0,3.3,8502,-1,0,18,1,0.9,0,4.7,0,0,2,0,1,0.8,57894,0,0,0,0,303,6585,0,0,36,Liverpool,Leicester,Man City,Everton,Cardiff City,0.8,0.8,0.8,0.8,1,0.8,0.8,1.1,0.8,1.2,1,0.8,0.8,0.9,0.8,0.8,0.8,0.8,1.2,0.8,1.1,0.9,1,1,0.8,0.9,27.5
Fousseni,Diabate,MID,LEI,4700000,0,0,0,0,0,0,2775,0,0,0,0,0,0,0,0,87,-3,0,0,3,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,24,0,0,0,Brighton,Watford,Fulham,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adama,Diakhaby,MID,HUD,4600000,0,9,0.75,1.6304347826087E-07,1.95652173913043E-06,0,2504,0,6,0,0,0,0,0,2,63,-4,0,9,4,0,0,0,0,0,1,0,0,0,653,0,0,0,0,230,30,0,0,17,Wolverhampton,Brighton,Bournemouth,Arsenal,Newcastle,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,5
Mohamed,Diame,MID,NEW,4900000,2,26,2.2,4.48979591836735E-07,5.30612244897959E-06,0,5224,2,15,0,0,0,0,0,5.3,246,-1,0,26,1,0.6,0,2.7,0,0,4,0,0,0.1,3545,0,0,0,0,1054,148,0,0,61,Burnley,West Ham,Everton,Wolverhampton,Huddersfield,1.7,1.6,1.1,1.7,2,1.8,1.1,1.5,1.3,1.3,1.7,1.1,1.7,1.7,1.9,1.6,1.6,1.6,1.5,1.5,1.6,1.6,2,1.4,1.2,1.7,28.7
Grady,Diangana,MID,WHU,4500000,1,11,0.916666666666667,2.03703703703704E-07,2.44444444444444E-06,0,3373,0,4,0,0,0,0,0,2.4,2531,0,0,11,0,0.7,0,3,0,0,1,0,1,0.3,21749,0,0,0,0,255,1868,0,0,44,Man City,Newcastle,Cardiff City,Crystal Palace,Fulham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,17.8
Brahim,Diaz,MID,MCI,4700000,0,0,0,0,0,0,2561,0,0,0,0,0,0,0,0,104,-3,0,0,3,0,0,0,0,0,0,0,0,0,917,0,0,0,0,0,50,0,0,0,West Ham,Bournemouth,Watford,Chelsea,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,4800000,0,26,2.9,6.04166666666667E-07,5.41666666666667E-06,0,125777,1,6,0,0,0,1,0,5.4,4449,-2,0,26,2,0.1,0,0.7,0,0,4,0,0,1.5,84284,0,0,0,0,757,1259,0,0,134,Chelsea,Arsenal,Southampton,Leicester,Burnley,1.4,2.5,2.7,2.7,2.2,2.1,2.1,2.3,2.5,1.7,2.8,2.2,2.4,1.9,2.9,2.3,1.9,3.3,2.2,1.9,2.8,2.6,1.8,2.1,2.5,2.1,27.6
Lucas,Digne,DEF,EVE,4800000,7,33,3.3,6.875E-07,6.875E-06,0,121934,1,10,0,0,0,0,0,6.9,3249,-2,0,33,2,0.7,0,3.3,3,0,3,0,1,3,126496,0,0,0,0,799,74628,0,0,179,Cardiff City,Liverpool,Newcastle,Watford,Man City,4.9,3,3.3,3.9,2.4,3.7,2.6,2.6,3.7,3.2,2.5,3.8,4.1,2.5,3.5,3.6,4.5,2.6,3.7,2.8,2.8,2.5,4,3.5,3.6,3.6,58.5
