FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Dale,Stephens,MID,BHA,4400000,3,22,1.6,3.63636363636364E-07,5E-06,0,429284,3,17,0,0,0,0,0,5,3837,-1,0,22,1,0.3,0,1.3,0,0,3,0,0,3.3,58653,0,0,0,0,1054,878,0,1,138,West Ham,Liverpool,Man Utd,Fulham,Watford,0.8,0.8,0.8,0.8,1.1,1.5,0.8,0.8,1.4,0.8,1.2,1.4,0.8,1.4,0.8,1.3,0.8,0.8,25.9
Jack,Stephens,DEF,SOU,4200000,1,22,1.1,2.61904761904762E-07,5.23809523809524E-06,0,19182,2,17,0,0,0,0,0,5.2,246,-3,0,22,3,0.1,0,0.5,1,0,3,0,0,0.2,12215,0,0,0,0,776,181,0,0,145,Chelsea,Leicester,Everton,Crystal Palace,Burnley,0.8,0.6,1,0.7,0.6,1.1,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.9,30.2
Raheem,Sterling,MID,MCI,11300000,6,122,7.2,6.3716814159292E-07,1.07964601769912E-05,0,1258280,1,13,0,0,0,9,0,10.7,157537,3,1,122,-3,0.3,0,3,14,0,7,0,8,10.6,1692844,0,0,0,4,1383,10972,-1,0,416,Liverpool,Wolverhampton,Huddersfield,Newcastle,Arsenal,8.2,9.9,9.3,9.6,10,7.8,7.1,9,8.3,9.4,7.4,8.5,9.8,9.5,7.9,8.6,9.6,8,193.4
Jamie,Sterry,DEF,NEW,4000000,0,0,0,0,0,0,4816,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6145,0,0,0,0,0,124,0,0,0,Man Utd,Chelsea,Cardiff City,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Steve Cook,DEF,BOU,4500000,0,53,2.6,5.77777777777778E-07,1.17777777777778E-05,0,482955,2,37,0,0,0,1,0,11.8,20292,0,0,53,0,0.3,0,1.2,4,0,5,0,1,6.7,698890,1,0,0,1,1800,3792,0,0,351,Watford,Everton,West Ham,Chelsea,Cardiff City,2.8,2.3,2.4,3.1,2.9,1.9,2.8,1.3,2.7,2.8,2.2,2,2.7,1.6,2.8,1.8,2.5,2.5,71.7
,Steven Sessegnon,DEF,FUL,4000000,0,0,0,0,0,0,3476,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6684,0,0,0,0,0,284,0,0,0,Arsenal,Burnley,Tottenham,Brighton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Stones,DEF,MCI,5300000,0,42,3.2,6.0377358490566E-07,7.92452830188679E-06,0,571248,1,12,0,0,0,0,0,7.9,13660,-2,0,42,2,0.1,0,0.7,5,0,4,0,0,5.3,317372,0,0,0,0,1073,2019,0,0,242,Liverpool,Wolverhampton,Huddersfield,Newcastle,Arsenal,3.6,3.7,4,2.9,2.7,4,3.3,3.1,2.1,3.6,2.8,2.5,4.6,3.6,3.3,2.5,3.3,2.5,33.5
Daniel,Sturridge,FWD,LIV,5700000,0,21,2.1,3.68421052631579E-07,3.68421052631579E-06,0,121192,1,2,0,0,0,2,0,3.7,1451,-3,0,21,3,0.1,0,0.6,2,0,1,0,0,1,84667,0,0,0,0,259,372,0,0,84,Man City,Brighton,Crystal Palace,Leicester,West Ham,1.3,1.3,1.4,1.6,1.9,2.1,1.9,1.8,1.3,2.1,1.8,1.3,1.8,1.4,1.5,1.7,1.7,1.5,31.7
,Success,FWD,WAT,4600000,2,30,1.5,3.26086956521739E-07,6.52173913043478E-06,0,277310,2,15,0,0,0,1,0,6.5,21182,1,0,30,-1,0.3,0,1.5,0,0,2,0,0,3.8,452788,0,0,0,0,818,33274,0,0,90,Bournemouth,Crystal Palace,Burnley,Tottenham,Brighton,0.9,0.9,1.2,0.8,0.8,1.2,0.9,0.8,0.9,0.8,1.2,1.1,1.4,1.2,1,0.8,0.8,1.1,63.7
Andrew,Surman,MID,BOU,4600000,2,23,1.9,4.1304347826087E-07,5E-06,0,22199,1,26,0,0,0,0,0,5,305,-4,0,23,4,0.4,0,1.8,0,0,2,0,0,0.1,8561,0,0,0,0,898,266,0,0,125,Watford,Everton,West Ham,Chelsea,Cardiff City,1.3,1,1.2,1,1,1,1.5,1,1,1.4,1.6,1.1,1.8,1,1.9,1.2,1,1.2,22.5
Markus,Suttner,DEF,BHA,3800000,0,0,0,0,0,0,259924,0,0,0,0,0,0,0,0,7389,-2,0,0,2,0,0,0,0,0,0,0,0,5.1,95479,0,0,0,0,0,11954,0,0,0,West Ham,Liverpool,Man Utd,Fulham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Targett,DEF,SOU,4200000,1,16,0.8,1.9047619047619E-07,3.80952380952381E-06,0,11185,1,18,0,0,0,0,0,3.8,1508,-3,0,16,3,0.4,0,1.8,1,0,0,0,2,0.2,17823,0,0,0,0,701,1155,0,0,137,Chelsea,Leicester,Everton,Crystal Palace,Burnley,0.4,0.4,0.6,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,47.1
James,Tarkowski,DEF,BUR,4700000,6,56,3.3,7.02127659574468E-07,1.19148936170213E-05,0,522699,4,36,0,0,0,3,0,11.9,7227,-3,0,56,3,1,0,4.5,4,0,4,0,1,4.4,259732,0,0,0,1,1466,23802,0,0,279,Huddersfield,Fulham,Watford,Man Utd,Southampton,4,3.9,3.1,2.9,3.5,2.5,3.5,2.9,3.9,2.9,3.5,4,2.1,4.8,3.8,3.8,3.4,3,83.6
Charlie,Taylor,DEF,BUR,4400000,6,40,2,4.54545454545455E-07,9.09090909090909E-06,0,21088,1,37,0,0,0,0,0,9.1,1148,-1,0,40,1,0.6,0,2.7,1,0,4,0,0,0.3,24007,0,0,0,0,1620,3953,0,0,273,Huddersfield,Fulham,Watford,Man Utd,Southampton,2,1.8,1.4,1.3,1.6,1.1,1.7,1.3,1.9,1.3,1.6,1.9,1,2.6,1.8,1.8,1.5,1.3,51.5
James,Tomkins,DEF,CRY,4300000,2,47,2.8,6.51162790697674E-07,1.09302325581395E-05,0,358596,5,21,0,0,0,0,0,10.9,4011,-2,0,47,2,0.5,0,2,0,0,6,0,1,2.5,62722,0,0,0,0,1499,6018,0,0,296,Wolverhampton,Watford,Liverpool,Southampton,Fulham,3.1,2.6,2.7,2.5,2.6,2.2,2.8,2.5,2.3,3.1,3,3.2,2.7,2.6,1.8,3.5,3.7,2.3,47.4
Lucas,Torreira,MID,ARS,5100000,2,58,2.9,5.68627450980392E-07,1.13725490196078E-05,0,323119,4,23,0,0,0,2,0,11.4,48618,1,0,58,-1,0.8,0,4.3,6,0,3,0,3,6.9,601363,0,0,0,1,1443,20345,0,0,298,Fulham,West Ham,Chelsea,Cardiff City,Man City,3.4,2.2,1.9,2.7,1.4,2.8,3.1,3.1,1.8,2.3,2.4,3,1.6,2,2.6,2.3,3.5,2.2,63.7
Cenk,Tosun,FWD,EVE,6500000,0,33,2.4,3.69230769230769E-07,5.07692307692308E-06,0,394520,1,10,0,0,0,2,0,5.1,1548,-5,0,33,5,0.1,0,0.6,0,0,0,0,2,1.6,145556,0,0,0,0,609,378,0,0,103,Leicester,Bournemouth,Southampton,Huddersfield,Wolverhampton,2.2,2.8,1.9,1.7,2,1.7,2.2,1.6,1.8,1.8,1.9,2.1,2.8,1.9,2.8,1.6,2.7,1.5,50.9
Andros,Townsend,MID,CRY,5800000,2,72,3.6,6.20689655172414E-07,1.24137931034483E-05,0,180364,1,24,0,0,0,3,0,12.4,16208,-2,0,72,2,0.7,0,4,5,0,7,0,2,2.6,203111,0,0,0,1,1760,13998,0,0,287,Wolverhampton,Watford,Liverpool,Southampton,Fulham,3.8,3.1,2.6,4,4.1,2.9,3.7,2.7,3.7,4.3,3.1,3.8,4.5,2.3,3.2,3.4,3.2,3.7,130.6
Adama,Traore,MID,WOL,5200000,1,26,1.3,2.5E-07,5E-06,0,63932,1,7,0,0,0,1,0,5,938,-3,0,26,3,0.2,0,0.8,2,0,0,0,0,0.3,39882,0,0,0,0,610,193,0,0,100,Crystal Palace,Man City,Leicester,West Ham,Everton,0,0.6,0.6,0.6,0.6,0.7,0.6,0.9,0.7,0.6,0.7,0.7,0.6,0.7,1,0.6,0.9,0.6,51.3
Kieran,Trippier,DEF,TOT,6100000,1,75,5,8.19672131147541E-07,1.22950819672131E-05,0,1784130,2,14,0,0,0,1,0,12.3,44300,1,0,75,-1,0.4,0,2.3,8,0,6,0,5,18.7,1406657,0,0,0,3,1264,35577,0,0,341,Cardiff City,Man Utd,Fulham,Watford,Newcastle,6.6,5.8,5.6,6.1,5,5.6,5.6,7,4.8,5.8,6.1,6.2,6.9,6.3,5.9,5.4,5,7.1,84.5
Antonio,Valencia,DEF,MUN,6400000,0,10,0.5,7.8125E-08,1.5625E-06,0,52920,2,5,0,0,0,0,0,1.6,916,-1,0,10,1,0,0,0,1,0,1,0,0,0.7,23349,0,0,0,0,360,532,0,0,69,Newcastle,Tottenham,Brighton,Burnley,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,15.1
Yan,Valery,DEF,SOU,4000000,1,5,0.25,6.25E-08,1.25E-06,0,4431,2,7,0,0,0,0,0,1.3,1216,0,0,5,0,0.2,0,0.7,0,0,0,0,0,0.2,12918,0,0,0,0,424,2040,0,0,29,Chelsea,Leicester,Everton,Crystal Palace,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.4
Patrick,van Aanholt,DEF,CRY,5400000,2,72,3.6,6.66666666666667E-07,1.33333333333333E-05,0,308453,3,24,0,0,0,1,0,13.3,8468,-1,0,72,1,0.6,0,3,8,0,7,0,1,3.8,219611,0,0,0,1,1764,6519,0,0,321,Wolverhampton,Watford,Liverpool,Southampton,Fulham,4.4,3.8,3.9,3.6,3.8,3.3,4,3.6,3.4,4.4,4.3,4.5,3.9,3.7,2.7,5,4.8,3.4,83.5
Virgil,van Dijk,DEF,LIV,6400000,2,105,5.3,8.28125E-07,1.640625E-05,0,651021,1,8,0,0,0,1,0,16.4,50754,4,0,105,-4,1.1,0,6.9,11,0,11,0,2,26.2,1029559,0,0,0,2,1764,45143,0,0,479,Man City,Brighton,Crystal Palace,Leicester,West Ham,6,5.6,7,6.6,6.5,6.6,6.2,7.1,6.2,7,5.6,6.7,5.8,7.1,6.6,7.2,6.2,7.2,81.3
Rajiv,van La Parra,MID,HUD,4600000,0,10,0.5,1.08695652173913E-07,2.17391304347826E-06,0,3647,0,6,0,0,0,0,0,2.2,56,-4,0,10,4,0,0,0,0,0,1,0,0,0,1062,0,0,0,0,405,12,0,0,13,Burnley,Cardiff City,Man City,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,12.6
Jamie,Vardy,FWD,LEI,8900000,2,68,4.3,4.8314606741573E-07,7.64044943820225E-06,0,733513,1,13,0,0,0,6,0,7.6,41952,-1,0,68,1,0.3,0,2.8,13,0,7,0,2,4.3,594065,0,0,0,1,1175,11007,0,1,203,Everton,Southampton,Wolverhampton,Liverpool,Man Utd,4.4,5.5,4.5,3.7,5.6,4.6,4.2,5.9,5,6.1,4.9,5.6,5.1,4.5,5.7,5.5,4.3,4,96.9
Jan,Vertonghen,DEF,TOT,5900000,0,28,1.4,2.3728813559322E-07,4.74576271186441E-06,0,525616,0,11,0,0,0,1,0,4.7,3027,-1,0,28,1,0.1,0,0.6,4,0,2,0,0,3.9,175557,0,0,0,0,759,55,0,1,157,Cardiff City,Man Utd,Fulham,Watford,Newcastle,0,0.8,0.7,0.9,0.7,0.7,0.7,1.2,0.7,0.8,0.9,0.9,1.1,1.1,0.8,0.7,0.7,1.3,30.7
Jannik,Vestergaard,DEF,SOU,4600000,0,21,1.9,4.1304347826087E-07,4.56521739130435E-06,0,27550,2,17,0,0,0,0,0,4.6,355,-4,0,21,4,0.2,0,1,0,0,2,0,0,0.2,6632,0,0,0,0,990,99,0,0,188,Chelsea,Leicester,Everton,Crystal Palace,Burnley,1.8,1.4,2.2,1.6,1.1,2.3,1,1.6,1.3,1.4,1.4,1.1,1.6,1.7,1.3,1.4,1.4,2,35.2
Luciano,Vietto,FWD,FUL,5400000,2,34,2.6,4.81481481481482E-07,6.2962962962963E-06,0,87057,1,16,0,0,0,0,0,6.3,1033,-1,0,34,1,0.1,0,0.6,3,0,1,0,4,0.5,76467,0,0,0,1,716,460,0,0,114,Arsenal,Burnley,Tottenham,Brighton,Crystal Palace,2,1.9,2,3.3,1.9,3.1,2.4,2.3,2.1,2,2,2.5,2,3,1.9,2.8,1.7,2.4,53
,Vinagre,DEF,WOL,4300000,0,11,0.55,1.27906976744186E-07,2.55813953488372E-06,0,10328,1,6,0,0,0,0,0,2.6,406,-2,0,11,2,0.2,0,0.8,0,0,0,0,0,0.1,7778,0,0,0,0,435,82,0,0,65,Crystal Palace,Man City,Leicester,West Ham,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.7
Nikola,Vlasic,MID,EVE,5000000,0,0,0,0,0,0,1466,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,1,0,0,0,Leicester,Bournemouth,Southampton,Huddersfield,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Vokes,FWD,BUR,5300000,1,47,2.5,4.71698113207547E-07,8.86792452830189E-06,0,163193,0,20,0,0,0,3,0,8.9,8466,-2,0,47,2,0.2,0,1,7,0,2,0,0,1.4,174318,0,0,0,0,904,6795,0,0,127,Huddersfield,Fulham,Watford,Man Utd,Southampton,2,3.2,1.9,2.3,2.8,1.6,1.9,2.1,2,1.3,2.2,2.1,1.8,2.6,1.6,2.3,1.6,2.8,54.3
Michel,Vorm,GLK,TOT,4800000,0,5,0.25,5.20833333333333E-08,1.04166666666667E-06,0,10111,0,4,0,9,0,0,0,1,79,-2,0,5,2,0,0,0,1,0,0,0,0,0.1,7139,0,0,0,0,180,42,0,0,36,Cardiff City,Man Utd,Fulham,Watford,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.6
Matej,Vydra,FWD,BUR,5700000,0,13,0.65,1.14035087719298E-07,2.28070175438596E-06,0,8829,1,6,0,0,0,1,0,2.3,95,-3,0,13,3,0,0,0.2,0,0,0,0,0,0,3115,0,0,0,0,262,83,0,0,43,Huddersfield,Fulham,Watford,Man Utd,Southampton,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.8
Theo,Walcott,MID,EVE,6100000,2,70,3.5,5.73770491803279E-07,1.14754098360656E-05,0,1081547,0,26,0,0,0,3,0,11.5,10399,-4,0,70,4,0.4,0,2.7,4,0,5,0,3,3.4,1102393,0,0,0,1,1501,5171,0,0,198,Leicester,Bournemouth,Southampton,Huddersfield,Wolverhampton,3.7,4.2,3,3.5,3.9,2.5,2.8,2.3,2.9,3.6,2.8,2.7,3.9,2.8,3.2,3,4.4,2.2,98.5
Kyle,Walker,DEF,MCI,6400000,1,67,4.2,6.5625E-07,1.046875E-05,0,739805,0,11,0,0,0,1,0,10.3,47011,-1,1,67,1,0.2,0,1.2,4,0,7,0,0,11.1,610764,0,0,0,1,1354,2265,-1,0,316,Liverpool,Wolverhampton,Huddersfield,Newcastle,Arsenal,5.2,5.4,5.4,4.4,4.2,5.7,4.8,4.7,3.3,5.3,4.3,3.9,6.1,5.3,4.9,3.8,4.9,3.8,51.7
Kyle,Walker-Peters,DEF,TOT,4200000,0,19,0.95,2.26190476190476E-07,4.52380952380952E-06,0,42986,0,0,0,0,0,0,0,4.5,15034,-3,0,19,3,0.6,0,2.7,3,0,1,0,3,1.4,92901,0,0,0,1,102,11739,0,0,55,Cardiff City,Man Utd,Fulham,Watford,Newcastle,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.7,10.5
Jonathan,Walters,MID,BUR,4800000,0,0,0,0,0,0,3248,0,0,0,0,0,0,0,0,25,-2,0,0,2,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,12,0,0,0,Huddersfield,Fulham,Watford,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Wan-Bissaka,DEF,CRY,4400000,2,67,3.5,7.95454545454545E-07,1.52272727272727E-05,0,725172,1,24,0,0,0,0,0,15.2,32097,4,0,67,-4,0.7,0,3.2,11,0,7,0,1,31.7,1707803,0,0,0,2,1694,59019,0,1,360,Wolverhampton,Watford,Liverpool,Southampton,Fulham,4.3,3.7,3.7,3.5,3.7,3.1,3.9,3.5,3.3,4.3,4.1,4.4,3.7,3.6,2.6,4.8,4.6,3.3,72.3
Victor,Wanyama,MID,TOT,4900000,0,6,0.3,6.12244897959184E-08,1.22448979591837E-06,0,3164,0,0,0,0,0,0,0,1.2,34,-1,0,6,1,0,0,0,0,0,1,0,0,0,1488,0,0,0,0,147,12,0,0,25,Cardiff City,Man Utd,Fulham,Watford,Newcastle,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.1
Danny,Ward,MID,CAR,4300000,0,17,0.85,1.97674418604651E-07,3.95348837209302E-06,0,40776,0,9,0,0,0,1,0,4,744,-2,0,17,2,0,0,0,0,0,0,0,0,0.3,34322,0,0,0,0,321,128,0,0,54,Tottenham,Huddersfield,Newcastle,Arsenal,Bournemouth,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,17.8
Danny,Ward,GLK,LEI,4300000,0,0,0,0,0,0,5273,0,0,0,0,0,0,0,0,115,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,839,0,0,0,0,0,29,0,0,0,Everton,Southampton,Wolverhampton,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Ward,DEF,CRY,4300000,0,2,0.1,2.32558139534884E-08,4.65116279069767E-07,0,17368,0,3,0,0,0,0,0,0.5,159,-2,0,2,2,0,0,0,0,0,0,0,0,0.2,3286,0,0,0,0,101,94,0,0,6,Wolverhampton,Watford,Liverpool,Southampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
Stephen,Ward,DEF,BUR,4700000,0,7,0.35,7.4468085106383E-08,1.48936170212766E-06,0,113412,1,6,0,0,0,0,0,1.5,373,-3,0,7,3,0,0,0,0,0,1,0,0,0.5,11416,0,0,0,0,228,18,0,0,44,Huddersfield,Fulham,Watford,Man Utd,Southampton,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.5
James,Ward-Prowse,MID,SOU,5000000,0,9,0.45,9E-08,1.8E-06,0,21817,1,15,0,0,0,0,0,1.8,120,-5,0,9,5,0.1,0,0.5,0,0,0,0,0,0.2,1742,1,0,0,0,387,43,0,0,61,Chelsea,Leicester,Everton,Crystal Palace,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,39.6
Danny,Welbeck,FWD,ARS,6500000,0,19,0.95,1.46153846153846E-07,2.92307692307692E-06,0,47629,0,3,0,0,0,1,0,2.9,404,0,0,19,0,0,0,0,3,0,0,0,1,0.5,28576,0,0,0,0,146,104,0,0,63,Fulham,West Ham,Chelsea,Cardiff City,Man City,0,0,0,0,0,0.5,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,19.5
Nahki,Wells,FWD,BUR,4500000,0,0,0,0,0,0,90781,0,0,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0.9,13158,0,0,0,0,0,74,0,0,0,Huddersfield,Fulham,Watford,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Westwood,MID,BUR,4500000,8,46,2.7,6E-07,1.02222222222222E-05,0,143722,3,30,0,0,0,0,0,10.2,4662,0,0,46,0,0.7,0,3,2,0,4,0,4,1.4,186842,0,0,0,0,1291,8123,0,0,226,Huddersfield,Fulham,Watford,Man Utd,Southampton,2.5,3.1,1.8,1.5,2.9,1.7,1.7,2.6,2.4,1.4,2.4,2.5,1.7,2.5,1.4,1.8,1.4,2.5,66.7
Ben,White,DEF,BHA,4000000,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,69,0,0,0,West Ham,Liverpool,Man Utd,Fulham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,Whiteman,GLK,TOT,4000000,0,0,0,0,0,0,5534,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0.2,10833,0,0,0,0,0,233,0,0,0,Cardiff City,Man Utd,Fulham,Watford,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor,Wickham,FWD,CRY,4900000,1,3,0.15,3.06122448979592E-08,6.12244897959184E-07,0,8501,0,0,0,0,0,0,0,0.6,242,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.1,2877,0,0,0,0,49,540,0,0,6,Wolverhampton,Watford,Liverpool,Southampton,Fulham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.7
Georginio,Wijnaldum,MID,LIV,5500000,2,56,2.9,5.27272727272727E-07,1.01818181818182E-05,0,114578,1,7,0,0,0,1,0,10.2,3853,0,0,56,0,0.4,0,2,3,0,10,0,1,1.1,120653,0,0,0,0,1504,2062,0,0,235,Man City,Brighton,Crystal Palace,Leicester,West Ham,1.4,2.1,2.5,2.5,2.4,3,1.8,2.4,1.7,3.2,2.4,1.8,2.6,1.8,2,3.1,3.1,2.7,61.1
Ashley,Williams,DEF,EVE,4500000,0,0,0,0,0,0,5110,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.1,153,0,0,0,0,0,2,0,0,0,Leicester,Bournemouth,Southampton,Huddersfield,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Williams,MID,HUD,4500000,0,4,0.2,4.44444444444444E-08,8.88888888888889E-07,0,1320,1,0,0,0,0,0,0,0.9,23,0,0,4,0,0.1,0,0.3,0,0,1,0,0,0,1041,0,0,0,0,83,10,0,0,6,Burnley,Cardiff City,Man City,Everton,Chelsea,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
,Willian,MID,CHE,7200000,3,68,3.6,5E-07,9.44444444444444E-06,0,652930,1,14,0,0,0,2,0,9.4,11606,-3,0,68,3,0.3,0,2.4,2,0,9,0,4,4.4,398083,0,0,0,0,1304,9244,0,0,301,Southampton,Newcastle,Arsenal,Bournemouth,Huddersfield,3.9,3.8,3.1,3.2,4,2.2,4.4,2.4,3.6,3.5,2.6,3.1,3,2.4,4.1,2.8,3.2,3.6,152
Joseph,Willock,MID,ARS,4500000,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,40,0,0,0,Fulham,West Ham,Chelsea,Cardiff City,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Wilmot,DEF,WAT,4000000,0,1,0.05,1.25E-08,2.5E-07,0,7110,0,0,0,0,0,0,0,0.3,436,0,0,1,0,0,0,0,0,0,0,0,0,0.1,12521,0,0,0,0,2,172,0,0,3,Bournemouth,Crystal Palace,Burnley,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Wilshere,MID,WHU,4800000,0,11,0.55,1.14583333333333E-07,2.29166666666667E-06,0,231188,2,9,0,0,0,0,0,2.3,633,-2,0,11,2,0,0,0,0,0,1,0,1,1,25453,0,0,0,0,338,11,0,0,67,Brighton,Arsenal,Bournemouth,Wolverhampton,Liverpool,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12
Callum,Wilson,FWD,BOU,6700000,2,99,5.2,7.76119402985075E-07,1.47761194029851E-05,0,1754420,3,28,0,0,0,8,0,14.8,142680,7,0,99,-7,0.5,1,3.2,11,0,5,0,8,30.7,3165651,0,0,0,4,1574,87015,0,0,303,Watford,Everton,West Ham,Chelsea,Cardiff City,7,5,7.2,6,5.5,4.2,6.2,5.8,6.7,5.9,6.6,5.7,7.6,5.1,7.8,6.2,5.9,5.6,137.3
Harry,Winks,MID,TOT,5500000,2,26,1.3,2.36363636363636E-07,4.72727272727273E-06,0,3941,4,10,0,0,0,0,0,4.7,269,0,0,26,0,0.3,0,1.7,0,0,4,0,0,0.1,4727,0,0,0,0,887,326,0,0,133,Cardiff City,Man Utd,Fulham,Watford,Newcastle,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.6,0.6,0.8,0.6,0.6,0.9,0.8,0.6,0.6,0.6,0.6,21.8
Chris,Wood,FWD,BUR,6200000,9,41,2,3.2258064516129E-07,6.61290322580645E-06,0,35359,1,25,0,0,0,2,0,6.6,1038,-3,0,41,3,0.4,0,2.7,3,0,4,0,0,0.3,22976,0,0,0,0,1063,5365,0,0,95,Huddersfield,Fulham,Watford,Man Utd,Southampton,1.4,2.4,1.3,1.6,2,1.1,1.3,1.5,1.4,1,1.6,1.4,1.3,1.9,1.1,1.6,1.1,2,58.5
Frederick,Woodman,GLK,NEW,4000000,0,0,0,0,0,0,3918,0,0,0,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0.2,10765,0,0,0,0,0,530,0,0,0,Man Utd,Chelsea,Cardiff City,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
