FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Declan,Rice,DEF,WHU,4400000,0,38,2.2,5E-07,8.63636363636364E-06,0,22470,2,22,0,0,0,0,0,8.6,4026,-1,0,38,1,0.5,0,2.3,2,0,3,0,0,0.8,51562,0,0,0,0,1485,5483,0,0,293,Brighton,Arsenal,Bournemouth,Wolverhampton,Liverpool,2.2,1.3,1.3,2.2,1.8,2.3,1.8,1.7,1.3,2.6,2.3,2.5,2.4,1.8,1.6,2.1,1.6,2,50.3
,Richarlison,MID,EVE,7000000,2,95,5.3,7.57142857142857E-07,1.35714285714286E-05,0,2570566,2,25,0,0,0,9,0,13.6,130343,5,0,95,-5,0.7,0,4.7,11,0,4,0,2,29.8,3227208,0,0,0,2,1472,67272,0,1,244,Leicester,Bournemouth,Southampton,Huddersfield,Wolverhampton,6.6,7.4,5.7,6.3,6.9,4.9,5.4,4.6,5.5,6.5,5.3,5.2,6.9,5.4,5.9,5.7,7.7,4.4,129.4
Diego,Rico,DEF,BOU,4200000,0,4,0.2,4.76190476190476E-08,9.52380952380952E-07,0,6945,0,13,0,0,0,0,0,1,99,-3,0,4,3,0.1,0,0.3,0,0,0,0,0,0,6423,0,0,0,0,421,181,0,0,63,Watford,Everton,West Ham,Chelsea,Cardiff City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,22
Sergio,Rico,GLK,FUL,4400000,9,36,3.3,7.5E-07,8.18181818181818E-06,0,15772,0,18,0,43,0,0,0,8.2,3064,-1,0,36,1,0.9,0,4,3,0,2,0,0,0.4,21201,0,0,0,0,990,4443,0,0,207,Arsenal,Burnley,Tottenham,Brighton,Crystal Palace,1.8,2.5,3.6,4.4,3.6,3.7,3,2.6,4.3,3,3.8,3.8,3.1,4.9,2.1,4.9,3.3,3.1,32.7
Jairo,Riedewald,DEF,CRY,4400000,0,0,0,0,0,0,3211,0,0,0,0,0,0,0,0,45,-1,0,0,1,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,33,0,0,0,Wolverhampton,Watford,Liverpool,Southampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Ritchie,MID,NEW,5800000,8,46,2.6,4.48275862068966E-07,7.93103448275862E-06,0,61346,5,20,0,0,0,0,0,7.9,436,-2,0,46,2,0.5,0,2.7,3,0,5,0,3,0.4,25286,0,0,0,0,1376,564,0,0,199,Man Utd,Chelsea,Cardiff City,Man City,Tottenham,1.5,1.7,1.9,1.3,1.8,2.4,2.3,2.4,2.2,2,2,1.9,1.8,2.3,2.3,2,1.4,2.3,93.3
Andrew,Robertson,DEF,LIV,6600000,1,110,6.1,9.24242424242424E-07,1.66666666666667E-05,0,888845,1,6,0,0,0,0,0,16.7,89129,6,0,110,-6,0.7,0,4.6,15,0,12,0,4,33.8,1882956,0,0,0,2,1603,26906,0,0,458,Man City,Brighton,Crystal Palace,Leicester,West Ham,7.3,6.9,8,8,7.9,7.9,7.5,8.4,7.2,8.4,6.9,8.1,7.2,8.2,7.5,8.2,7.6,8.3,83.6
Marcos,Rojo,DEF,MUN,4900000,0,-1,-0.05,-1.02040816326531E-08,-2.04081632653061E-07,0,5920,1,3,0,0,0,0,0,-0.2,146,-1,0,-1,1,0,0,-0.2,0,0,0,0,0,0.1,2527,1,0,0,0,103,49,0,0,1,Newcastle,Tottenham,Brighton,Burnley,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Sergio,Romero,GLK,MUN,5000000,0,0,0,0,0,0,2770,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0.1,874,0,0,0,0,0,46,0,0,0,Newcastle,Tottenham,Brighton,Burnley,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,NEW,5800000,8,59,4.2,7.24137931034483E-07,1.01724137931034E-05,0,228869,1,10,0,0,0,5,0,10.2,21883,-2,0,59,2,0.9,0,5.2,9,0,4,0,2,3.1,321421,0,0,0,1,988,34536,0,0,171,Man Utd,Chelsea,Cardiff City,Man City,Tottenham,5.2,4.4,4.8,4.3,4.6,4.5,4.4,5.1,5.7,5,4.9,5,3.8,5,5.1,4.5,3.5,5.5,75.9
Danny,Rose,DEF,TOT,5800000,0,43,2.15,3.70689655172414E-07,7.41379310344828E-06,0,76625,2,4,0,0,0,0,0,7.4,2292,-2,0,43,2,0.4,0,2.1,2,0,5,0,2,0.9,42228,0,0,0,0,717,1010,0,0,159,Cardiff City,Man Utd,Fulham,Watford,Newcastle,2.5,1.6,1.5,1.7,1.3,1.5,1.5,2.3,1.2,1.6,1.8,1.8,2.1,2.2,1.7,1.4,1.3,2.5,30.3
John,Ruddy,GLK,WOL,4300000,0,0,0,0,0,0,14243,0,0,0,0,0,0,0,0,297,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,1625,0,0,0,0,0,89,0,0,0,Crystal Palace,Man City,Leicester,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio,Rudiger,DEF,CHE,6000000,7,85,4.3,7.16666666666667E-07,1.41666666666667E-05,0,242866,3,16,0,0,0,1,0,14.2,11759,0,0,85,0,0.7,0,3.9,7,0,9,0,1,4.9,328628,0,0,0,1,1778,12496,0,0,406,Southampton,Newcastle,Arsenal,Bournemouth,Huddersfield,4.7,4.1,3.4,3.9,5.6,4.7,5.8,4.7,4.4,5.3,5.3,5.6,4.5,4.9,5,4.8,5.1,5.1,69.7
Mathew,Ryan,GLK,BHA,4400000,0,63,3.3,7.5E-07,1.43181818181818E-05,0,298422,0,27,0,60,0,0,0,14,31782,-1,1,63,1,0.4,0,1.8,7,0,3,0,0,3.6,228958,0,0,0,0,1710,290,-1,0,318,West Ham,Liverpool,Man Utd,Fulham,Watford,0,0,0,0,0,4,3.4,2.6,4.7,3.2,4.9,3.7,2.8,3.7,3,3.3,1.6,4,43.1
Abdelhamid,Sabiri,MID,HUD,4300000,0,2,0.1,2.32558139534884E-08,4.65116279069767E-07,0,5472,0,3,0,0,0,0,0,0.5,114,-2,0,2,2,0,0,0.2,0,0,0,0,0,0.1,3797,0,0,0,0,48,28,0,0,6,Burnley,Cardiff City,Man City,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Romain,Saiss,DEF,WOL,4200000,0,16,0.8,1.9047619047619E-07,3.80952380952381E-06,0,12015,3,7,0,0,0,1,0,3.8,776,-3,0,16,3,0.5,0,2.3,3,0,0,0,0,0.2,5189,0,0,0,0,450,875,0,0,87,Crystal Palace,Man City,Leicester,West Ham,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,26
Bukayo,Saka,MID,ARS,4500000,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,72,0,0,0,Fulham,West Ham,Chelsea,Cardiff City,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamadou,Sakho,DEF,CRY,4900000,2,64,3.2,6.53061224489796E-07,1.30612244897959E-05,0,83918,2,26,0,0,0,0,0,13.1,3304,-1,0,64,1,0.7,0,3.2,8,0,7,0,0,1.7,78671,0,0,0,0,1800,3109,0,0,392,Wolverhampton,Watford,Liverpool,Southampton,Fulham,3.7,3.2,3.3,3,3.2,2.7,3.4,3,2.9,3.8,3.6,3.9,3.3,3.1,2.2,4.2,4.2,2.8,48.6
Bakary,Sako,MID,CRY,5000000,0,0,0,0,0,0,1473,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,4,0,0,0,Wolverhampton,Watford,Liverpool,Southampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Salah,MID,LIV,13300000,12,149,7.5,5.6390977443609E-07,1.1203007518797E-05,0,2115776,0,7,0,0,0,13,0,11.3,40211,3,-1,149,-3,0.7,0,9.4,9,0,12,0,8,41.1,1502261,0,0,0,3,1665,108291,1,0,435,Man City,Brighton,Crystal Palace,Leicester,West Ham,6.7,8.6,9.9,9.9,9.6,11,8.1,9.8,7.7,10.9,9,8.2,9.5,8.1,8.7,10.1,10.2,10.2,248.3
Alexis,Sanchez,MID,MUN,10000000,0,29,1.45,1.45E-07,2.9E-06,0,483801,2,7,0,0,0,1,0,2.9,908,-5,0,29,5,0,0,0,1,0,1,0,3,1.2,46459,0,0,0,0,474,1495,0,0,102,Newcastle,Tottenham,Brighton,Burnley,Leicester,1.1,0.7,1.2,1.1,0.8,0.8,0.7,0.9,1,0.7,0.7,0.8,0.8,0.7,0.7,0.7,1,0.8,56
Davinson,Sanchez,DEF,TOT,5800000,1,37,3.7,6.37931034482759E-07,6.37931034482759E-06,0,116839,1,10,0,0,0,0,0,6.4,818,-2,0,37,2,0.1,0,0.3,4,0,3,0,2,1.4,39884,0,0,0,1,793,1051,0,0,198,Cardiff City,Man Utd,Fulham,Watford,Newcastle,4.9,3.8,3.6,4,3.1,3.6,3.6,5,3,3.8,4.1,4,4.6,4.7,3.8,3.4,3.2,5.2,27.8
,Sandro,FWD,EVE,5400000,0,0,0,0,0,0,12515,0,0,0,0,0,0,0,0,35,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2294,0,0,0,0,0,9,0,0,0,Leicester,Bournemouth,Southampton,Huddersfield,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leroy,Sane,MID,MCI,9500000,1,97,4.85,5.10526315789474E-07,1.02105263157895E-05,0,1385728,1,10,0,0,0,6,0,10.1,190588,0,1,97,0,0.4,0,3.8,7,0,5,0,9,9.6,1201059,0,0,0,2,1075,11211,-1,0,326,Liverpool,Wolverhampton,Huddersfield,Newcastle,Arsenal,4.5,5.8,6,6.2,5.8,4.3,3.8,5.1,4.6,5.4,4.1,5.2,5.7,5.5,4.3,5.1,5.5,4.6,158.6
Fabian,Schar,DEF,NEW,4600000,0,17,0.85,1.84782608695652E-07,3.69565217391304E-06,0,15124,6,8,0,0,0,0,0,3.7,297,-4,0,17,4,0.5,0,2.2,0,0,2,0,0,0.1,3554,0,0,0,0,708,55,0,0,123,Man Utd,Chelsea,Cardiff City,Man City,Tottenham,0.4,0.6,0.6,0.4,0.4,0.5,0.5,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,32.1
Ezequiel,Schelotto,DEF,BHA,3800000,0,0,0,0,0,0,86676,0,0,0,0,0,0,0,0,4193,-2,0,0,2,0,0,0,0,0,0,0,0,1.9,52669,0,0,0,0,0,8769,0,0,0,West Ham,Liverpool,Man Utd,Fulham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher,Schindler,DEF,HUD,4400000,2,55,2.8,6.36363636363636E-07,1.25E-05,0,157776,2,35,0,0,0,1,0,12.5,8993,-1,0,55,1,0.3,0,1.5,7,0,3,0,1,3.2,171442,0,0,0,1,1780,3734,0,0,285,Burnley,Cardiff City,Man City,Everton,Chelsea,2.7,3.6,2.7,3.7,3.3,2,2.6,2.8,2.2,2.4,2.7,3.2,2.4,2.9,2.7,2.6,2.6,2.4,46.2
Jeffrey,Schlupp,DEF,CRY,4400000,2,42,2.1,4.77272727272727E-07,9.54545454545455E-06,0,247636,1,13,0,0,0,3,0,9.5,4650,-1,0,42,1,0.6,0,2.8,0,0,1,0,0,2.1,272118,0,0,0,1,788,2162,0,0,125,Wolverhampton,Watford,Liverpool,Southampton,Fulham,2,1.7,1.7,1.6,1.7,1.4,1.8,1.6,1.5,2,1.9,2.1,1.7,1.6,1.1,2.4,2.5,1.4,48.1
Kasper,Schmeichel,GLK,LEI,5000000,2,71,3.5,7E-07,1.42E-05,0,187840,1,23,0,47,0,0,0,14.2,11957,0,0,71,0,0.8,0,3.8,6,0,6,0,0,5,156596,0,0,0,1,1800,6514,0,0,338,Everton,Southampton,Wolverhampton,Liverpool,Man Utd,4.1,3.4,4.1,3.6,3.6,4,3.9,4.4,3.9,3.8,3.2,3.4,4.8,3,3.8,2.9,3.4,4.2,38.8
Morgan,Schneiderlin,MID,EVE,4200000,0,11,0.55,1.30952380952381E-07,2.61904761904762E-06,0,165145,1,7,0,0,0,0,0,2.6,13032,-3,0,11,3,0,0,0.1,0,0,0,0,1,2.1,139191,0,0,0,0,285,25824,0,0,67,Leicester,Bournemouth,Southampton,Huddersfield,Wolverhampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.8
Ryan,Schofield,GLK,HUD,4000000,0,0,0,0,0,0,4186,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0.2,10018,0,0,0,0,0,182,0,0,0,Burnley,Cardiff City,Man City,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,Schurrle,MID,FUL,5600000,0,58,3.4,6.07142857142857E-07,1.03571428571429E-05,0,600543,2,34,0,0,0,5,0,10.2,18532,-4,1,58,4,0.3,0,1.4,0,0,2,0,0,3,413379,0,0,0,0,1305,950,-1,0,201,Arsenal,Burnley,Tottenham,Brighton,Crystal Palace,2.3,2.8,2.6,4.5,3.1,3,2.8,3.1,2.6,2.8,2.7,2.6,2.5,3.6,2.5,3.5,2.9,3.9,89.3
Ken,Sema,MID,WAT,4600000,0,17,0.85,1.84782608695652E-07,3.69565217391304E-06,0,5037,0,4,0,0,0,0,0,3.7,174,-4,0,17,4,0.4,0,2,0,0,2,0,1,0.1,1880,0,0,0,0,349,78,0,0,50,Bournemouth,Crystal Palace,Burnley,Tottenham,Brighton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,18.3
Jean Michael,Seri,MID,FUL,5000000,0,51,2.5,5E-07,1.02E-05,0,281306,4,36,0,0,0,1,0,10,4766,-5,1,51,5,0.3,0,1.6,6,0,2,0,2,1.7,245196,0,0,0,1,1535,197,-1,0,292,Arsenal,Burnley,Tottenham,Brighton,Crystal Palace,1.4,1.7,1.5,2.9,1.9,1.8,1.7,1.9,1.5,1.7,1.6,1.6,1.5,2.3,1.5,2.2,1.8,2.4,100.5
Ryan,Sessegnon,MID,FUL,6000000,4,56,3.1,5.16666666666667E-07,9.33333333333333E-06,0,430541,0,37,0,0,0,2,0,9.3,1848,-5,0,56,5,0.4,0,2.3,3,0,0,0,4,2.1,51050,0,0,0,0,1268,1051,0,0,188,Arsenal,Burnley,Tottenham,Brighton,Crystal Palace,2,2.4,2.2,3.9,2.6,2.6,2.4,2.6,2.2,2.4,2.3,2.2,2.2,3.2,2.1,3.1,2.5,3.4,85.6
Xherdan,Shaqiri,MID,LIV,7100000,2,74,3.7,5.2112676056338E-07,1.04225352112676E-05,0,473833,1,4,0,0,0,6,0,10.4,21200,-4,0,74,4,0.7,0,5.3,4,0,6,0,4,3.4,276408,0,0,0,1,802,14530,0,0,243,Man City,Brighton,Crystal Palace,Leicester,West Ham,2.1,3.1,3.6,3.6,3.4,4.2,2.7,3.6,2.5,4.5,3.6,2.7,3.8,2.7,3,4.4,4.4,3.9,88.5
Luke,Shaw,DEF,MUN,4900000,2,36,2.4,4.89795918367347E-07,7.3469387755102E-06,0,815822,6,25,0,0,0,1,0,7.3,15752,-1,0,36,1,0.2,0,0.8,3,0,1,0,2,6.1,807242,0,0,0,1,1331,25207,0,0,212,Newcastle,Tottenham,Brighton,Burnley,Leicester,1.9,2.2,2.7,2.2,2,1.7,2.2,2.5,2,1.2,2.2,2.3,2.3,1.9,2.3,2.6,2.8,3.2,69.6
Jonjo,Shelvey,MID,NEW,5300000,1,23,1.15,2.16981132075472E-07,4.33962264150943E-06,0,54619,0,10,0,0,0,0,0,4.3,203,-2,0,23,2,0,0,0.2,0,0,3,0,1,0.4,14044,0,0,0,0,711,77,0,0,115,Man Utd,Chelsea,Cardiff City,Man City,Tottenham,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,53.4
Gylfi,Sigurdsson,MID,EVE,7300000,1,97,4.8,6.57534246575342E-07,1.32876712328767E-05,0,631806,3,26,0,0,0,8,0,13.3,44802,-2,0,97,2,0.5,2,3.6,12,0,5,0,3,6.4,857565,0,0,0,1,1618,27740,0,0,350,Leicester,Bournemouth,Southampton,Huddersfield,Wolverhampton,5.8,6.5,4.9,5.5,6,4.2,4.6,3.9,4.8,5.7,4.5,4.5,6.1,4.6,5.1,4.9,6.7,3.7,165.3
,Silva,MID,LEI,4700000,0,3,0.15,3.19148936170213E-08,6.38297872340426E-07,0,11078,0,1,0,0,0,0,0,0.6,131,-3,0,3,3,0,0,0,0,0,0,0,0,0.2,3716,0,0,0,0,87,82,0,0,16,Everton,Southampton,Wolverhampton,Liverpool,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1
Danny,Simpson,DEF,LEI,4200000,0,4,0.2,4.76190476190476E-08,9.52380952380952E-07,0,15576,0,1,0,0,0,0,0,1,208,-3,0,4,3,0.1,0,0.5,0,0,0,0,0,0.2,3362,0,0,0,0,103,129,0,0,19,Everton,Southampton,Wolverhampton,Liverpool,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.1
Jack,Simpson,DEF,BOU,3800000,0,0,0,0,0,0,182923,0,0,0,0,0,0,0,0,8021,-2,0,0,2,0,0,0,0,0,0,0,0,4.5,104532,0,0,0,0,0,22573,0,0,0,Watford,Everton,West Ham,Chelsea,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua,Sims,MID,SOU,4500000,0,0,0,0,0,0,3886,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,4,0,0,0,Chelsea,Leicester,Everton,Crystal Palace,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerome,Sinclair,FWD,WAT,4500000,0,0,0,0,0,0,7323,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2169,0,0,0,0,0,75,0,0,0,Bournemouth,Crystal Palace,Burnley,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,4900000,2,39,2.6,5.30612244897959E-07,7.95918367346939E-06,0,20267,0,15,0,0,0,0,0,8,1568,-1,0,39,1,0.5,0,2.3,2,0,6,0,1,0.3,26590,0,0,0,0,1171,1649,0,0,192,Cardiff City,Man Utd,Fulham,Watford,Newcastle,1.9,1.6,2.3,1.8,2.2,1.9,2.2,1.6,2,2.4,1.9,1.5,2.7,2.4,1.3,1.7,2,2,41.9
Oliver,Skipp,MID,TOT,4500000,0,6,0.3,6.66666666666667E-08,1.33333333333333E-06,0,535,0,1,0,0,0,0,0,1.3,80,0,0,6,0,0.2,0,0.9,0,0,1,0,0,0,770,0,0,0,0,101,52,0,0,22,Cardiff City,Man Utd,Fulham,Watford,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.9
Chris,Smalling,DEF,MUN,5600000,0,35,2.7,4.82142857142857E-07,6.25E-06,0,196370,1,19,0,0,0,1,0,6.3,2136,-4,0,35,4,0.1,0,0.3,3,0,2,0,0,1.3,79733,0,0,0,1,1137,40,0,0,188,Newcastle,Tottenham,Brighton,Burnley,Leicester,0,2.6,3.2,2.6,2.4,2,2.7,2.9,2.4,1.5,2.6,2.7,2.7,2.3,2.7,3.1,3.3,3.7,39.1
Tommy,Smith,DEF,HUD,4400000,0,5,0.25,5.68181818181818E-08,1.13636363636364E-06,0,4355,2,7,0,0,0,0,0,1.1,61,-1,0,5,1,0,0,0,0,0,1,0,0,0.1,920,0,0,0,0,266,6,0,0,39,Burnley,Cardiff City,Man City,Everton,Chelsea,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.2
Alex,Smithies,GLK,CAR,4300000,0,0,0,0,0,0,5409,0,0,0,0,0,0,0,0,141,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1908,0,0,0,0,0,107,0,0,0,Tottenham,Huddersfield,Newcastle,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emile,Smith-Rowe,MID,ARS,4500000,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,18,0,0,0,Fulham,West Ham,Chelsea,Cardiff City,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Snodgrass,MID,WHU,5400000,0,52,2.7,5E-07,9.62962962962963E-06,0,120723,7,18,0,0,0,2,0,9.6,44851,-1,0,52,1,1.1,0,5.7,6,0,3,0,3,3.2,296276,0,0,0,2,1219,13749,0,0,226,Brighton,Arsenal,Bournemouth,Wolverhampton,Liverpool,2.8,2.2,2.1,2.5,1.5,2.6,2.7,1.4,2.3,2,2.5,2.2,1.7,1.8,2,1.9,2.5,2.2,103.3
Ramadan,Sobhi,MID,HUD,4700000,0,4,1,2.12765957446809E-07,8.51063829787234E-07,0,16585,0,2,0,0,0,0,0,0.9,180,-3,0,4,3,0.1,0,0.3,0,0,0,0,0,0.1,2276,0,0,0,0,75,28,0,0,13,Burnley,Cardiff City,Man City,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
,Sokratis,DEF,ARS,5100000,-1,16,1.2,2.35294117647059E-07,3.13725490196078E-06,0,111856,7,21,0,0,0,0,0,3.1,2031,-4,0,16,4,0.3,0,1.4,1,0,1,0,0,1.2,32402,0,0,0,0,1118,2079,0,0,174,Fulham,West Ham,Chelsea,Cardiff City,Man City,0.8,0.6,0.9,1.3,0.6,0.9,0.7,0.7,0.6,0.7,0.7,0.6,0.7,0.6,0.8,0.6,1,0.6,27.4
Dominic,Solanke,FWD,LIV,4700000,0,0,0,0,0,0,18663,0,0,0,0,0,0,0,0,363,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,7058,0,0,0,0,0,642,0,0,0,Man City,Brighton,Crystal Palace,Leicester,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heung-Min,Son,MID,TOT,8800000,5,91,4.55,5.17045454545455E-07,1.03409090909091E-05,0,625756,1,10,0,0,0,7,0,10.3,88300,3,0,91,-3,1.1,0,9.6,8,0,6,0,6,17.1,1221856,0,0,0,3,912,105436,0,0,281,Cardiff City,Man Utd,Fulham,Watford,Newcastle,4.6,3.9,5.3,4.4,5.1,4.5,5.2,4.1,4.8,5.5,4.5,3.7,5.9,5.4,3.4,4.1,4.7,4.8,108.7
Alexander,S?rloth,FWD,CRY,4800000,0,12,0.6,1.25E-07,2.5E-06,0,19749,0,3,0,0,0,0,0,2.5,425,-2,0,12,2,0.1,0,0.3,0,0,0,0,0,0.2,11838,0,0,0,0,173,226,0,0,32,Wolverhampton,Watford,Liverpool,Southampton,Fulham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.3
Pape,Souare,DEF,CRY,4200000,0,1,0.05,1.19047619047619E-08,2.38095238095238E-07,0,4961,0,0,0,0,0,0,0,0.2,64,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,969,0,0,0,0,1,31,0,0,3,Wolverhampton,Watford,Liverpool,Southampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Caglar,Soyuncu,DEF,LEI,4900000,2,7,0.35,7.14285714285714E-08,1.42857142857143E-06,0,3674,1,3,0,0,0,0,0,1.4,41,-1,0,7,1,0.1,0,0.7,0,0,0,0,0,0,804,0,0,0,0,281,52,0,0,37,Everton,Southampton,Wolverhampton,Liverpool,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.4
Julian,Speroni,GLK,CRY,3900000,0,0,0,0,0,0,291062,0,0,0,0,0,0,0,0,12527,-1,0,0,1,0,0,0,0,0,0,0,0,10.3,131174,0,0,0,0,0,37634,0,0,0,Wolverhampton,Watford,Liverpool,Southampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior,Stanislas,MID,BOU,6000000,2,31,1.55,2.58333333333333E-07,5.16666666666667E-06,0,8941,1,17,0,0,0,1,0,5.2,184,0,0,31,0,0.3,0,2,3,0,1,0,1,0.1,8188,0,0,0,0,632,198,0,0,95,Watford,Everton,West Ham,Chelsea,Cardiff City,0.9,0.8,0.9,0.8,0.8,0.8,1.1,0.8,0.8,1,1.2,0.8,1.3,0.8,1.4,0.8,0.8,0.8,49.2
Jon Gorenc,Stankovic,DEF,HUD,3900000,0,6,0.3,7.69230769230769E-08,1.53846153846154E-06,0,216930,0,6,0,0,0,1,0,1.5,9553,-1,0,6,1,0,0,0,0,0,0,0,0,3.4,364708,0,0,0,0,91,1554,0,0,26,Burnley,Cardiff City,Man City,Everton,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.4
Jason,Steele,GLK,BHA,4000000,0,0,0,0,0,0,27852,0,0,0,0,0,0,0,0,1851,0,0,0,0,0,0,0,0,0,0,0,0,1.4,22958,0,0,0,0,0,421,0,0,0,West Ham,Liverpool,Man Utd,Fulham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maarten,Stekelenburg,GLK,EVE,4000000,0,0,0,0,0,0,95707,0,0,0,0,0,0,0,0,4635,0,0,0,0,0,0,0,0,0,0,0,0,3.5,48215,0,0,0,0,0,498,0,0,0,Leicester,Bournemouth,Southampton,Huddersfield,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
