FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Phil,Jagielka,DEF,EVE,4400000,0,-3,-0.6,-1.36363636363636E-07,-6.81818181818182E-07,0,70796,0,2,0,0,0,0,0,-0.7,3236,-1,0,-3,1,0,0,0,0,0,0,0,0,0.6,2383,0,0,0,0,39,62,0,1,-5,Arsenal,Fulham,Leicester,Crystal Palace,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alireza,Jahanbakhsh,MID,BHA,6800000,1,4,0.8,1.17647058823529E-07,5.88235294117647E-07,0,36236,0,0,0,0,0,0,0,0.6,2157,-2,0,4,2,0.1,0,1,0,0,0,0,0,0.8,1083,0,0,0,0,68,77,0,0,9,Tottenham,Man City,West Ham,Newcastle,Wolverhampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.5,0.4,0.4,0.5,0.4,0.5,0.4,0.4,4.3
Eldin,Jakupovic,GLK,LEI,4400000,0,0,0,0,0,0,1953,0,0,0,0,0,0,0,0,191,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,306,0,0,0,0,0,47,-1,0,0,Huddersfield,Newcastle,Everton,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matty,James,MID,LEI,4500000,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,54,0,0,0,Huddersfield,Newcastle,Everton,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Janmaat,DEF,WAT,5000000,1,18,3.6,7.2E-07,3.6E-06,0,14452,2,5,0,0,0,0,0,3.6,2229,0,0,18,0,0.7,0,3.3,4,0,1,0,1,0.6,15099,0,0,0,0,431,1828,0,0,91,Fulham,Arsenal,Bournemouth,Wolverhampton,Huddersfield,3.1,3.4,3.5,4,4.2,3.8,4.1,3.9,4.3,3.1,4.2,5,3.9,3.8,3.2,2.3,5.4,4.1,4.7,3.5,3.8,4.6,3.4,4.7,3.1,3,4.8,3.1,2.5,4.9,4.3,4.3,3,23.1
,Jazz Richards,DEF,CAR,3900000,0,0,0,0,0,0,19248,0,2,0,0,0,0,0,0,2658,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,7932,0,0,0,0,45,3335,0,0,5,Man City,Burnley,Tottenham,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Jesus,FWD,MCI,10300000,1,11,2.2,2.13592233009709E-07,1.06796116504854E-06,0,94370,0,2,0,0,0,1,0,1.1,14682,-2,1,11,2,0.1,0,1,1,0,0,0,0,1.9,41730,0,0,0,0,222,6920,-1,0,41,Cardiff City,Brighton,Liverpool,Burnley,Tottenham,1.2,2.9,1.1,1.7,1.6,1.5,1.5,3,2.3,1.5,1.3,2.2,1.1,1.7,1.8,1.6,1.7,2.1,2,2.2,1.4,2.1,2.9,1.3,1.5,2.1,2.3,1.8,2.9,1.6,1.9,2.3,1.8,40.9
Raul,Jimenez,FWD,WOL,5500000,8,20,4,7.27272727272727E-07,3.63636363636364E-06,0,175200,0,5,0,0,0,2,0,3.6,24593,0,0,20,0,0.7,0,4,2,0,2,0,0,5.1,252637,0,0,0,0,431,43031,0,0,64,Man Utd,Southampton,Crystal Palace,Watford,Brighton,4.8,4,6,4,4.3,4.1,5.3,4.8,3.1,3.8,4.6,5.5,4.3,4.8,3.9,2.8,2.9,5.5,5.3,4.8,4.9,3.2,4.8,4.7,3.3,5.2,4.4,4,4.2,6,3.7,5.7,2.7,40.2
Stefan,Johansen,MID,FUL,5300000,2,4,0.8,1.50943396226415E-07,7.54716981132075E-07,0,4965,1,6,0,0,0,0,0,0.8,338,-2,0,4,2,0.1,0,0.7,0,0,0,0,0,0.1,322,0,0,0,0,131,45,0,0,21,Watford,Everton,Arsenal,Cardiff City,Bournemouth,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,1,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,3.8
Phil,Jones,DEF,MUN,5200000,0,0,0,0,0,0,140512,0,2,0,0,0,0,0,0,3942,-3,0,0,3,0,0,0,0,0,0,0,0,0.6,1519,0,0,0,0,57,77,0,0,6,Wolverhampton,West Ham,Newcastle,Chelsea,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
,Jonny,DEF,WOL,4400000,6,19,3.8,8.63636363636364E-07,4.31818181818182E-06,0,19098,0,5,0,0,0,0,0,4.3,3097,-1,0,19,1,1.3,0,5.7,3,0,2,0,0,0.7,21873,0,0,0,0,429,6468,0,0,92,Man Utd,Southampton,Crystal Palace,Watford,Brighton,4.7,3.7,5.7,3.5,3.3,4.8,3.2,4.9,4.4,4.6,3.6,4.2,4.7,2.9,4.6,3,2.9,5.5,3.8,4,3.9,2.1,4.9,5.7,4.1,3.2,4.8,4,3.9,5.4,3.1,3.8,3.2,27.5
,Jorginho,MID,CHE,5200000,2,18,3.6,6.92307692307692E-07,3.46153846153846E-06,0,355152,0,4,0,0,0,1,0,3.5,101103,2,0,18,-2,0.4,0,2.3,1,0,2,0,0,13.2,521204,0,0,0,0,450,20037,0,0,85,West Ham,Liverpool,Southampton,Man Utd,Burnley,3.9,2.8,4.3,2.8,4.4,3.3,3.2,3.3,3.6,3.3,2.8,3.1,3.5,3.6,5.4,3.4,4.3,3.7,3,4,2.6,4.4,2.7,3.4,3.8,3.4,3.4,3.2,2.2,3.7,4.3,3.2,2.8,22.6
,Joselu,FWD,NEW,5000000,2,17,3.4,6.8E-07,3.4E-06,0,177776,1,6,0,0,0,2,0,3.4,34484,0,0,17,0,0.7,0,3.3,3,0,1,0,0,5.4,317920,0,0,0,0,283,40285,0,0,68,Crystal Palace,Leicester,Man Utd,Brighton,Southampton,5.1,4.1,4.2,4.8,3.8,2.7,4,3.9,4.2,4.2,3,4.2,4.5,2.5,3.3,2.7,3,3.3,2.6,3.5,2.7,3.4,3.1,4.9,3.9,2.9,4.6,1.8,3.6,2.7,3.9,2.9,4.5,30.3
Diogo,Jota,MID,WOL,6200000,2,13,2.6,4.19354838709677E-07,2.09677419354839E-06,0,240850,1,5,0,0,0,0,0,2.1,23702,-3,0,13,3,0.4,0,2.3,0,0,2,0,1,1.8,17799,0,0,0,0,373,918,0,0,41,Man Utd,Southampton,Crystal Palace,Watford,Brighton,2.4,2.3,3.9,2.1,1.6,1.8,2,2.7,1.8,1.5,2.7,3,1.9,1.8,1.7,2.2,1.3,2.3,2.1,1.8,2.9,1.6,2.7,2.8,1.3,1.9,2.5,1.9,2.4,3,1.9,2.4,1.3,22.7
Christian,Kabasele,DEF,WAT,4500000,1,13,2.6,5.77777777777778E-07,2.88888888888889E-06,0,20024,0,5,0,0,0,0,0,2.9,2508,0,0,13,0,0.4,0,1.7,0,0,1,0,0,0.7,14767,0,0,0,0,450,1785,0,0,57,Fulham,Arsenal,Bournemouth,Wolverhampton,Huddersfield,1.8,2.1,2.1,2.5,2.6,2.3,2.5,2.4,2.7,1.8,2.6,3.5,2.4,2.3,1.9,1.3,3.9,2.5,3,2.1,2.3,3.2,2,3,1.8,1.8,3.1,1.8,1.5,3.2,2.7,2.7,1.8,18.5
Younes,Kaboul,DEF,WAT,4300000,0,0,0,0,0,0,5366,0,0,0,0,0,0,0,0,465,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,777,0,0,0,0,0,113,-1,0,0,Fulham,Arsenal,Bournemouth,Wolverhampton,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elias,Kachunga,FWD,HUD,4900000,2,3,0.6,1.22448979591837E-07,6.12244897959184E-07,0,3361,0,1,0,0,0,0,0,0.6,504,-1,0,3,1,0.2,0,1,0,0,0,0,0,0.1,1761,0,0,0,0,97,621,0,0,4,Leicester,Tottenham,Burnley,Liverpool,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,3.3
Sullay,Kaikai,MID,CRY,4400000,0,0,0,0,0,0,7325,0,0,0,0,0,0,0,0,988,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,6049,0,0,0,0,0,468,0,0,0,Newcastle,Bournemouth,Wolverhampton,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aboubakar,Kamara,FWD,FUL,4500000,0,3,0.6,1.33333333333333E-07,6.66666666666667E-07,0,348927,0,4,0,0,0,0,0,0.7,58545,0,0,3,0,0,0,0,0,0,0,0,0,9.2,271439,0,0,0,0,116,11207,0,0,14,Watford,Everton,Arsenal,Cardiff City,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.4
Harry,Kane,FWD,TOT,12400000,2,22,4.4,3.54838709677419E-07,1.7741935483871E-06,0,596783,2,6,0,0,0,2,0,1.8,139728,-1,1,22,1,0.4,0,4.7,3,0,1,0,1,25,279823,0,0,0,1,446,35742,-1,0,67,Brighton,Huddersfield,Cardiff City,West Ham,Man City,5.4,6.1,4.7,6.4,3.9,4.2,6.6,3.8,6.5,4,5.3,4.5,6.1,5.6,4.4,4.3,4,5.9,4,5,5.7,5.7,4.5,5.3,5.5,2.7,3.8,6.5,4.9,4,5.3,4.4,5.5,35.6
N'Golo,Kante,MID,CHE,5000000,2,16,3.2,6.4E-07,3.2E-06,0,418313,1,4,0,0,0,1,0,3.2,99280,0,0,16,0,0.4,0,2,0,0,2,0,0,20.3,364691,0,0,0,0,450,18140,0,0,85,West Ham,Liverpool,Southampton,Man Utd,Burnley,3.3,2.3,3.6,2.3,3.7,2.8,2.7,2.7,3,2.8,2.3,2.6,2.9,3,4.8,2.8,3.7,3.1,2.5,3.3,2.2,3.8,2.2,2.8,3.2,2.8,2.8,2.6,1.8,3.1,3.6,2.6,2.3,26.2
Loris,Karius,GLK,LIV,4900000,0,0,0,0,0,0,6811,0,0,0,0,0,0,0,0,425,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,457,0,0,0,0,0,17,0,0,0,Southampton,Chelsea,Man City,Huddersfield,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beram,Kayal,MID,BHA,4400000,0,1,0.2,4.54545454545455E-08,2.27272727272727E-07,0,2912,0,1,0,0,0,0,0,0.2,420,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1700,0,0,0,0,1,263,0,0,3,Tottenham,Man City,West Ham,Newcastle,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Michael,Keane,DEF,EVE,4900000,0,17,5.7,1.16326530612245E-06,3.46938775510204E-06,0,105023,0,5,0,0,0,1,0,3.5,6929,-1,0,17,1,0.7,0,3.3,4,0,0,0,1,1.2,29159,0,0,0,1,270,328,0,0,69,Arsenal,Fulham,Leicester,Crystal Palace,Man Utd,0,6.4,7.1,5.1,8.6,8.5,7.8,8.1,6.5,6.5,5.8,6,7.2,8.1,6.7,8.1,7,7.6,8.1,8,6.5,6.4,7.2,7.6,7.1,7.4,7.3,5.4,6,6.6,8.6,7.2,8,22.6
Neeskens,Kebano,MID,FUL,4400000,0,0,0,0,0,0,4008,0,0,0,0,0,0,0,0,444,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1433,0,0,0,0,0,42,0,0,0,Watford,Everton,Arsenal,Cardiff City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naby,Keita,MID,LIV,7400000,3,13,2.6,3.51351351351351E-07,1.75675675675676E-06,0,177094,0,0,0,0,0,0,0,1.8,25067,-1,0,13,1,0.3,0,2.3,0,0,4,0,0,3.3,66697,0,0,0,0,343,2823,0,0,39,Southampton,Chelsea,Man City,Huddersfield,Cardiff City,2.3,1.3,1.9,2.6,2.8,1.9,2.5,1.8,2.2,2.4,1.5,1.9,1.7,3,2,1.3,1.5,2.3,2.4,2,3.1,2.3,2.2,1.7,2.6,1.7,1.8,2.3,1.5,1.7,2.8,2.6,2.6,18.5
Martin,Kelly,DEF,CRY,3900000,0,2,0.4,1.02564102564103E-07,5.12820512820513E-07,0,157474,0,4,0,0,0,0,0,0.5,21870,-1,1,2,1,0.2,0,0.7,0,0,0,0,0,6,54579,0,0,0,0,180,20254,-1,0,21,Newcastle,Bournemouth,Wolverhampton,Everton,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5
,Kenedy,MID,NEW,5000000,1,5,1.3,2.6E-07,1E-06,0,82773,0,4,0,0,0,0,0,1,9639,0,0,5,0,0.1,1,0.7,0,0,1,0,0,1.1,21081,0,0,0,0,254,1175,0,0,9,Crystal Palace,Leicester,Man Utd,Brighton,Southampton,1.9,0.6,0.9,0.9,0.9,0.6,0.9,1,0.6,0.7,0.7,1.1,0.7,0.6,0.7,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.7,0.8,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.7,8.4
Jonjoe,Kenny,DEF,EVE,4300000,4,4,0.8,1.86046511627907E-07,9.30232558139535E-07,0,7019,0,3,0,0,0,0,0,0.9,765,-2,1,4,2,0.3,0,1.3,0,0,0,0,1,0.2,2998,0,0,0,0,90,1680,-1,0,17,Arsenal,Fulham,Leicester,Crystal Palace,Man Utd,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.5,4.7
,Kepa,GLK,CHE,5500000,2,18,3.6,6.54545454545455E-07,3.27272727272727E-06,0,88529,0,4,0,8,0,0,0,3.3,19077,0,0,18,0,0.6,0,3.3,0,0,2,0,0,4.8,150990,0,0,0,0,450,12006,0,0,80,West Ham,Liverpool,Southampton,Man Utd,Burnley,3.8,4,4,3.3,4.8,2.4,3.9,4.7,3.2,3.9,3.2,3.4,4.8,3.3,5.4,3.1,3.3,3.4,2.3,4.2,3,4.7,4.1,3,4.4,4.1,4.5,3.1,3.3,4.2,4.7,2.9,4.2,6.9
,Ki Sung-yueng,MID,NEW,4800000,0,4,0.8,1.66666666666667E-07,8.33333333333333E-07,0,6977,0,4,0,0,0,0,0,0.8,748,-2,1,4,2,0.3,0,1.3,0,0,0,0,0,0.1,755,0,0,0,0,180,128,-1,0,17,Crystal Palace,Leicester,Man Utd,Brighton,Southampton,1,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,4.6
,Kiko Femenia,DEF,WAT,4300000,1,3,0.6,1.3953488372093E-07,6.97674418604651E-07,0,19341,0,0,0,0,0,0,0,0.7,1510,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.2,4011,0,0,0,0,28,414,0,0,16,Fulham,Arsenal,Bournemouth,Wolverhampton,Huddersfield,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,3.7
Joshua,King,FWD,BOU,6300000,11,25,5,7.93650793650794E-07,3.96825396825397E-06,0,258417,1,4,0,0,0,2,0,4,18864,-2,0,25,2,1.2,0,7.3,5,0,2,0,1,5,123784,0,0,0,1,432,86265,0,0,72,Burnley,Crystal Palace,Watford,Southampton,Fulham,5.3,4.5,4.4,6,5.3,6,5.5,7,3.4,6.9,6.3,3.6,7.5,4.7,5.8,6,5.6,7,5.8,3.7,3.2,6.4,6,5.9,5.8,7.1,4.8,6.5,4.7,7.5,5.1,6.1,7.4,30.7
Davy,Klaassen,MID,EVE,6000000,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,Arsenal,Fulham,Leicester,Crystal Palace,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ragnar,Klavan,DEF,LIV,4400000,0,0,0,0,0,0,4755,0,0,0,0,0,0,0,0,260,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,147,0,0,0,0,0,3,0,0,0,Southampton,Chelsea,Man City,Huddersfield,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Knockaert,MID,BHA,5500000,4,19,3.8,6.90909090909091E-07,3.45454545454545E-06,0,16958,1,9,0,0,0,0,0,3.5,4099,0,0,19,0,0.7,0,4,1,0,0,0,3,0.6,22727,0,0,0,0,419,3905,0,0,73,Tottenham,Man City,West Ham,Newcastle,Wolverhampton,3.6,2,4.1,4.1,4.8,2.8,2.7,4.4,4,4.3,3.8,3.1,2.4,3.9,4.2,3.2,3.8,3.6,2.7,4.1,4.7,1.9,2.2,4.9,5.7,5,4.3,2.6,5.3,2.7,5.3,3,3.8,28.4
Sead,Kolasinac,DEF,ARS,4900000,0,0,0,0,0,0,19128,0,0,0,0,0,0,0,0,683,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,476,0,0,0,0,0,45,0,0,0,Everton,Watford,Fulham,Leicester,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent,Kompany,DEF,MCI,5300000,0,4,0.8,1.50943396226415E-07,7.54716981132075E-07,0,60047,1,2,0,0,0,0,0,0.7,9004,-2,1,4,2,0.1,0,0.7,0,0,0,0,0,1.6,14482,0,0,0,0,181,1160,-1,0,31,Cardiff City,Brighton,Liverpool,Burnley,Tottenham,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.7,0.4,0.4,0.5,0.4,6.9
Terence,Kongolo,DEF,HUD,4400000,2,7,1.4,3.18181818181818E-07,1.59090909090909E-06,0,5553,1,11,0,0,0,0,0,1.6,592,-1,1,7,1,0.7,0,3.3,0,0,1,0,0,0.2,2153,1,0,0,0,450,240,-1,0,69,Leicester,Tottenham,Burnley,Liverpool,Watford,1.1,0.9,1.3,0.8,0.7,0.7,0.7,0.9,1.1,0.7,0.8,0.7,0.7,1.3,0.7,0.9,1.3,0.7,0.8,1,0.7,0.9,1,0.8,0.7,0.9,1.8,1.1,1.2,0.7,0.8,0.7,1,13.2
Laurent,Koscielny,DEF,ARS,5400000,0,0,0,0,0,0,3436,0,0,0,0,0,0,0,0,195,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,356,0,0,0,0,0,42,-1,0,0,Everton,Watford,Fulham,Leicester,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheikhou,Kouyate,MID,CRY,4800000,3,5,1.7,3.54166666666667E-07,1.04166666666667E-06,0,13780,0,1,0,0,0,0,0,1,1123,-2,0,5,2,0.3,0,1.3,0,0,1,0,0,0.3,2058,0,0,0,0,110,847,0,0,20,Newcastle,Bournemouth,Wolverhampton,Everton,Arsenal,0.8,1.3,0.8,1.4,0.8,1,0.8,1.8,0.8,1.3,1.7,0.8,1.1,0.8,0.8,1.4,0.8,0.9,1.9,0.8,0.8,1.2,0.8,1.9,0.8,1.4,0.8,2.1,0.8,1.6,0.8,1.4,0.8,8.7
Mateo,Kovacic,MID,CHE,5900000,1,7,1.4,2.3728813559322E-07,1.1864406779661E-06,0,56887,1,1,0,0,0,0,0,1.2,12170,-1,1,7,1,0.3,0,2,0,0,2,0,0,0.8,23530,0,0,0,0,235,836,-1,0,39,West Ham,Liverpool,Southampton,Man Utd,Burnley,0,0.7,1,0.7,1.1,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,2.1,0.7,1,0.8,0.7,0.9,0.7,1.1,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.8,1,0.7,0.7,26
Alexandre,Lacazette,FWD,ARS,9400000,5,23,4.6,4.8936170212766E-07,2.4468085106383E-06,0,165752,0,5,0,0,0,1,0,2.4,21643,-1,0,23,1,0.7,0,7,3,0,0,0,3,4.4,166603,0,0,0,1,276,51402,0,0,63,Everton,Watford,Fulham,Leicester,Crystal Palace,5.7,4.1,6.3,5.9,6.9,4.4,4.5,4.8,4.2,6.5,5.1,6,4.6,5.8,4.2,5.9,6.8,3.9,4.9,4.4,6.5,4.1,5.9,5.6,4.1,4.6,5.2,6.5,5.4,2.8,5.7,6.7,6.1,35.7
Adam,Lallana,MID,LIV,6900000,0,1,0.2,2.89855072463768E-08,1.44927536231884E-07,0,34997,0,0,0,0,0,0,0,0.1,3369,-1,0,1,1,0,0,0,0,0,0,0,0,0.8,1019,0,0,0,0,3,32,0,0,2,Southampton,Chelsea,Man City,Huddersfield,Cardiff City,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Erik,Lamela,MID,TOT,6400000,6,10,2,3.125E-07,1.5625E-06,0,4840,0,0,0,0,0,1,0,1.6,832,-1,0,10,1,0.3,0,2,0,0,0,0,1,0.1,5815,0,0,0,0,47,3779,0,0,30,Brighton,Huddersfield,Cardiff City,West Ham,Man City,1.3,2.1,1.6,1.7,1,1.4,3,1,1.6,1.2,1.1,1.4,1.4,1.8,1.4,1.4,1,1.4,1.1,1.7,1.3,1.9,1,1,1.9,1.2,1,1.8,1.5,1,1.1,1.2,1.1,17.6
Manuel,Lanzini,MID,WHU,6400000,0,0,0,0,0,0,1561,0,0,0,0,0,0,0,0,91,-1,0,0,1,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,40,0,0,0,Chelsea,Man Utd,Brighton,Tottenham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aymeric,Laporte,DEF,MCI,5600000,6,24,4.8,8.57142857142857E-07,4.28571428571429E-06,0,54868,0,3,0,0,0,1,0,4.4,10903,1,-1,24,-1,0.9,0,5.3,0,0,2,0,0,4.8,207641,0,0,0,0,450,83602,1,0,99,Cardiff City,Brighton,Liverpool,Burnley,Tottenham,5.8,7.1,4.8,6.3,6.5,5.1,5.4,5.5,5.7,4.7,5.9,6.1,4.2,5.7,5.7,6.3,6.7,6.6,5.3,4.4,6.2,5.8,5.1,3.4,4.8,6.7,4.4,7.1,7.2,6.3,6.5,7.1,4.9,25.8
Jamaal,Lascelles,DEF,NEW,4900000,1,11,2.8,5.71428571428571E-07,2.24489795918367E-06,0,186704,0,4,0,0,0,0,0,2.2,29566,-1,0,11,1,0.1,0,0.7,2,0,1,0,0,4.8,14740,0,0,0,0,315,388,0,0,59,Crystal Palace,Leicester,Man Utd,Brighton,Southampton,4.2,3.4,3.4,3.3,2.8,1.8,2.4,3.5,2,2.9,3,3.5,2.1,2.3,2.3,2.2,3,3.8,2.1,3.4,2.7,2.9,2.8,2.7,2.6,1.5,2.3,1.5,3,2,2.4,2.7,2.1,10.3
Maxime,Le Marchand,DEF,FUL,4400000,0,4,1,2.27272727272727E-07,9.09090909090909E-07,0,9159,1,9,0,0,0,0,0,0.9,1180,-1,0,4,1,0.1,0,0.3,1,0,0,0,0,0.2,3396,0,0,0,0,360,121,0,0,70,Watford,Everton,Arsenal,Cardiff City,Bournemouth,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.5,0.5,0.8,0.6,0.5,0.5,0.6,0.6,0.5,0.7,0.6,0.7,1,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,1,0.5,0.5,12.4
Florian,Lejeune,DEF,NEW,4400000,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,45,-1,0,0,1,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,18,0,0,0,Crystal Palace,Leicester,Man Utd,Brighton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
