FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Paulo,Gazzaniga,GLK,TOT,4500000,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,43,0,0,0,Brighton,Huddersfield,Cardiff City,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachid,Ghezzal,MID,LEI,5300000,2,12,2.4,4.52830188679245E-07,2.26415094339623E-06,0,17967,1,6,0,0,0,1,0,2.3,4668,-2,0,12,2,0.7,0,3.7,2,0,0,0,0,0.4,26461,0,0,0,0,189,2899,0,0,42,Huddersfield,Newcastle,Everton,Arsenal,West Ham,2.4,2.3,1.9,1.7,1.9,1.5,2.3,1.3,1.9,1.5,1.6,3.6,1.2,1.7,2.5,1.5,2,1.4,1.2,1.7,1.4,2,2.8,1.6,2.2,2.1,2.7,2.3,2.7,1.8,1.8,1.2,1.3,17.6
Morgan,Gibbs-White,MID,WOL,4400000,1,2,0.4,9.09090909090909E-08,4.54545454545455E-07,0,10968,1,0,0,0,0,0,0,0.5,1473,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.4,6781,0,0,0,0,28,648,0,0,2,Man Utd,Southampton,Crystal Palace,Watford,Brighton,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4
Ben,Gibson,DEF,BUR,4900000,0,0,0,0,0,0,12114,0,0,0,0,0,0,0,0,1386,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,585,0,0,0,0,0,12,0,0,0,Bournemouth,Cardiff City,Huddersfield,Man City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,FWD,CHE,7800000,10,16,4,5.12820512820513E-07,2.05128205128205E-06,0,105349,0,2,0,0,0,0,0,2.1,6717,-2,0,16,2,0.6,0,5,2,0,0,0,3,2.8,41638,0,0,0,0,159,29681,0,0,51,West Ham,Liverpool,Southampton,Man Utd,Burnley,5.7,3.9,4.7,3.6,4.8,2.5,5,4.4,5.4,3.4,3.5,4.8,5.2,4.1,6,3.6,4.6,5.6,3.7,4.5,3.3,6,3.7,5.2,4,5.2,3.5,5,3.1,4.1,5.2,3.7,4.4,28.9
Heurelho,Gomes,GLK,WAT,4400000,0,0,0,0,0,0,7840,0,0,0,0,0,0,0,0,857,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,1123,0,0,0,0,0,181,0,0,0,Fulham,Arsenal,Bournemouth,Wolverhampton,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Gomez,DEF,LIV,5100000,2,24,4.8,9.41176470588235E-07,4.70588235294118E-06,0,42030,0,2,0,0,0,0,0,4.7,8785,1,-1,24,-1,0.8,0,4,2,0,3,0,0,3.4,182007,0,0,0,0,450,33331,1,0,119,Southampton,Chelsea,Man City,Huddersfield,Cardiff City,5.4,5.6,5.5,6.2,7.2,4.5,5.5,4.4,6.4,6.2,3,5.7,5.2,5.6,4.7,4,4.5,4.5,7.2,5.1,6,6.3,5,5.5,6.5,4,6.6,5.4,6.4,5.4,6.5,5,6.9,17
Dan,Gosling,MID,BOU,5000000,1,8,1.6,3.2E-07,1.6E-06,0,3243,3,7,0,0,0,0,0,1.6,559,0,0,8,0,0.3,0,1.3,0,0,1,0,0,0.1,2257,0,0,0,0,450,381,0,0,38,Burnley,Crystal Palace,Watford,Southampton,Fulham,0.9,1.1,0.8,1.1,0.8,0.9,1.1,1,0.8,1.4,0.9,0.8,1.6,0.8,0.9,1.1,0.8,1.1,0.8,0.8,0.8,1.3,0.8,0.9,1,1.6,0.8,1.3,0.8,1.2,0.9,0.9,2.1,14
Lee,Grant,GLK,MUN,5000000,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,25,0,0,0,Wolverhampton,West Ham,Newcastle,Chelsea,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,Gray,FWD,WAT,6000000,8,20,4,6.66666666666667E-07,3.33333333333333E-06,0,26850,0,4,0,0,0,2,0,3.3,4714,0,0,20,0,0.7,0,4,2,0,2,0,0,1,38191,0,0,0,0,371,19563,0,0,59,Fulham,Arsenal,Bournemouth,Wolverhampton,Huddersfield,5.3,5.7,5,3.5,4.4,5.1,4.8,3.8,4.5,3.4,5.3,4.2,5.8,3.3,4.5,3.8,6,4,4.5,4.8,4.9,3.6,3.2,5.1,3.4,3.5,5.3,5.3,4.8,5.3,3.9,3.8,4.9,25.2
Demarai,Gray,MID,LEI,5500000,2,18,3.6,6.54545454545455E-07,3.27272727272727E-06,0,66787,0,8,0,0,0,1,0,3.3,17684,0,0,18,0,0.8,0,4.3,2,0,1,0,0,2.3,121823,0,0,0,0,393,12807,0,0,55,Huddersfield,Newcastle,Everton,Arsenal,West Ham,4.4,4.2,3.6,3.2,3.6,2.9,4.2,2.6,3.6,2.9,3.1,5.4,2,3.2,4.5,2.9,3.8,2.8,1.8,3.2,2.8,3.8,4.8,3.1,4,3.9,4.8,4.1,4.7,3.4,3.3,2.2,2.7,19.9
Pascal,Gro?,MID,BHA,6800000,0,11,2.2,3.23529411764706E-07,1.61764705882353E-06,0,258657,0,4,0,0,0,1,0,1.6,51225,-2,0,11,2,0,1,0,3,0,0,0,0,2.9,42094,0,0,0,1,217,167,0,0,36,Tottenham,Man City,West Ham,Newcastle,Wolverhampton,0,1.1,1.8,1.8,2.2,1.1,1.1,2,1.7,1.9,1.6,1.3,1.1,1.6,1.8,1.3,1.6,1.5,1.1,1.8,2.1,1.1,1.1,2.3,3.2,2.3,1.9,1.1,2.5,1.1,2.5,1.2,1.6,21
Vicente,Guaita,GLK,CRY,4300000,0,0,0,0,0,0,6402,0,0,0,0,0,0,0,0,674,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,755,0,0,0,0,0,77,-1,0,0,Newcastle,Bournemouth,Wolverhampton,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johann Berg,Gudmundsson,MID,BUR,5900000,1,10,2,3.38983050847458E-07,1.69491525423729E-06,0,70384,1,5,0,0,0,0,0,1.7,4069,-1,0,10,1,0.1,0,0.7,0,0,1,0,1,0.8,10430,0,0,0,0,284,1423,0,0,33,Bournemouth,Cardiff City,Huddersfield,Man City,Chelsea,1.7,1.4,1.5,1.1,1,1.7,1.1,1.7,3,1,1.8,1.4,1.6,1.1,1.1,2.1,1.3,1.5,1.9,1.2,1.3,1,2.2,1.2,1,1.2,1.4,1.3,1.6,1,1,1.4,1,18.1
Matteo,Guendouzi,MID,ARS,4500000,1,7,1.4,3.11111111111111E-07,1.55555555555556E-06,0,99299,1,8,0,0,0,0,0,1.6,20502,0,0,7,0,0.2,0,1,0,0,0,0,0,3.1,176176,0,0,0,0,349,7830,0,0,69,Everton,Watford,Fulham,Leicester,Crystal Palace,0.7,0.7,0.8,0.7,2.1,0.7,0.8,0.7,0.7,1.1,0.8,1.1,0.7,0.7,0.7,0.7,1,0.7,0.8,0.7,1.2,0.7,1,0.8,0.7,0.8,0.9,0.8,0.9,0.7,0.7,1,1.1,11.9
Idrissa,Gueye,MID,EVE,4900000,2,7,1.8,3.6734693877551E-07,1.42857142857143E-06,0,17335,1,8,0,0,0,0,0,1.4,1165,-1,0,7,1,0.2,0,1,0,0,0,0,0,0.3,2891,0,0,0,0,360,186,0,0,57,Arsenal,Fulham,Leicester,Crystal Palace,Man Utd,1.2,1.2,0.9,1.1,1.5,1.6,0.9,1.4,0.9,1.5,1,0.9,0.9,1.6,1,1.1,1.6,1.5,1.7,1.3,1.2,0.9,1.1,0.9,1.7,0.9,1.3,0.9,1.1,0.9,2.7,1.3,1,13.2
Ilkay,Gundogan,MID,MCI,5500000,1,15,3,5.45454545454545E-07,2.72727272727273E-06,0,115834,0,2,0,0,0,0,0,2.7,37673,0,0,15,0,0.6,0,3.3,3,0,1,0,1,2.7,156392,0,0,0,0,284,4343,0,0,68,Cardiff City,Brighton,Liverpool,Burnley,Tottenham,2.4,3.6,1.5,3,2.3,2.7,2.3,2.8,3.6,2.5,1.7,2.6,2.7,1.9,3.1,2.3,3.1,3.4,3.5,2.4,1.8,2.4,2.5,2.1,2.5,3.1,2.4,3.3,4.5,2.2,3.2,2.8,2.2,22.1
Angus,Gunn,GLK,SOU,4400000,0,0,0,0,0,0,4229,0,0,0,0,0,0,0,0,415,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,270,0,0,0,0,0,28,0,0,0,Liverpool,Wolverhampton,Chelsea,Bournemouth,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aron,Gunnarsson,MID,CAR,4400000,0,0,0,0,0,0,42222,0,0,0,0,0,0,0,0,4035,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,1733,0,0,0,0,0,161,0,0,0,Man City,Burnley,Tottenham,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florent,Hadergjonaj,DEF,HUD,4500000,2,9,1.8,4E-07,2E-06,0,2464,1,11,0,0,0,0,0,2,339,0,0,9,0,0.7,0,3,0,0,1,0,0,0.1,2007,0,0,0,0,435,97,0,0,58,Leicester,Tottenham,Burnley,Liverpool,Watford,1.6,1.3,1.9,1.3,1.1,0.9,0.9,1.4,1.6,0.9,1.2,1,0.9,1.9,1,1.3,1.9,0.9,1.2,1.6,0.9,1.3,1.5,1.2,1.1,1.4,2.6,1.7,1.8,0.9,1.2,1,1.5,11.3
Greg,Halford,DEF,CAR,4000000,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,32,0,0,0,Man City,Burnley,Tottenham,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hamer,GLK,HUD,4000000,0,4,0.8,2E-07,1E-06,0,88583,0,9,0,11,0,0,0,1,10833,0,0,4,0,0.1,0,0.3,0,0,0,0,0,7.8,312870,0,0,0,0,192,34797,0,0,39,Leicester,Tottenham,Burnley,Liverpool,Watford,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.5,0.5,0.4,0.4,0.4,0.4,7.8
Kadeem,Harris,MID,CAR,4500000,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,56,0,0,0,Man City,Burnley,Tottenham,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Hart,GLK,BUR,4500000,3,24,4.8,1.06666666666667E-06,5.33333333333333E-06,0,99795,0,10,0,26,0,0,0,5.3,14071,0,0,24,0,1.1,0,5,2,0,1,0,0,7.3,214792,0,0,1,1,450,44854,0,0,125,Bournemouth,Cardiff City,Huddersfield,Man City,Chelsea,5.1,6.3,5.7,4.9,5.6,6,6.3,4.8,7.2,5.7,6.6,7,5.4,5.5,4.5,7,4.6,5.3,7.1,4.5,5.5,5.8,5.9,3.6,5.3,6.6,6.2,3.9,6.6,6.4,4.6,6.4,3.8,21.4
Kortney,Hause,DEF,WOL,4000000,0,0,0,0,0,0,5754,0,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0.3,10024,0,0,0,0,0,979,0,0,0,Man Utd,Southampton,Crystal Palace,Watford,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac,Hayden,MID,NEW,4400000,2,0,0,0,0,0,7318,0,2,0,0,0,0,0,0,619,-1,0,0,1,0.2,0,0.7,0,0,0,0,0,0.2,3208,0,0,0,0,110,721,0,1,7,Crystal Palace,Leicester,Man Utd,Brighton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
Eden,Hazard,MID,CHE,10900000,20,47,9.4,8.62385321100917E-07,4.31192660550459E-06,0,167754,0,2,0,0,0,5,0,4.4,9809,4,-2,47,-4,1.2,0,13,7,0,1,0,2,34,1328955,0,0,0,2,306,609043,2,0,166,West Ham,Liverpool,Southampton,Man Utd,Burnley,13.4,11.8,13.7,11.1,13.3,9.8,12.3,12.8,12.8,12,11.8,11.3,13.3,13,14.1,11.5,12,13.5,11.2,11.8,11.3,14.1,11.5,12.3,13.1,12.8,11.8,11.7,10.1,11.8,14.1,12,11.7,65.4
Tom,Heaton,GLK,BUR,4900000,0,0,0,0,0,0,3492,0,0,0,0,0,0,0,0,384,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1432,0,0,0,0,0,136,0,0,0,Bournemouth,Cardiff City,Huddersfield,Man City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomer,Hemed,FWD,BHA,4900000,0,0,0,0,0,0,8710,0,0,0,0,0,0,0,0,681,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1207,0,0,0,0,0,21,0,0,0,Tottenham,Man City,West Ham,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Henderson,MID,LIV,5300000,1,6,1.2,2.26415094339623E-07,1.13207547169811E-06,0,32007,0,2,0,0,0,0,0,1.1,3062,-2,0,6,2,0.2,0,1.3,0,0,0,0,0,0.8,4745,0,0,0,0,153,576,0,0,43,Southampton,Chelsea,Man City,Huddersfield,Cardiff City,0.6,0.6,0.6,0.7,0.9,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.7,0.6,1,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,5.4
Jeff,Hendrick,MID,BUR,5500000,2,15,3,5.45454545454545E-07,2.72727272727273E-06,0,6235,0,10,0,0,0,1,0,2.7,1222,0,0,15,0,0.6,0,3.3,0,0,1,0,0,0.2,6061,0,0,0,0,369,645,0,0,52,Bournemouth,Cardiff City,Huddersfield,Man City,Chelsea,3.2,2.7,2.8,2.1,1.5,3.1,2.2,3.1,4.5,1.9,3.2,2.6,3,2.2,2.2,3.8,2.5,2.9,3.4,2.3,2.5,1.8,3.8,2.3,1.7,2.4,2.7,2.4,2.9,2,1.9,2.7,2,22.3
Wayne,Hennessey,GLK,CRY,4600000,6,27,5.4,1.17391304347826E-06,5.8695652173913E-06,0,64937,0,6,0,20,0,0,0,6,10453,1,-1,27,-1,1.2,0,5.3,2,0,2,0,0,6.4,299969,0,0,1,0,450,106581,1,0,123,Newcastle,Bournemouth,Wolverhampton,Everton,Arsenal,2.7,5.9,3.8,8.1,2.7,8.1,3.1,8.1,3,7.5,8.1,3.9,7,3.9,3.2,8.1,2.7,7.4,8.1,2.7,2.7,8,2.7,8.1,4.2,8.1,3,7.9,2.7,7.5,3.1,8,2.7,17.5
Ander,Herrera,MID,MUN,5000000,0,1,0.2,4E-08,2E-07,0,6694,1,2,0,0,0,0,0,0.2,930,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,2004,0,0,0,0,68,53,0,0,3,Wolverhampton,West Ham,Newcastle,Chelsea,Everton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.6
Wesley,Hoedt,DEF,SOU,4500000,1,14,2.8,6.22222222222222E-07,3.11111111111111E-06,0,11356,1,6,0,0,0,0,0,3.1,1720,0,0,14,0,0.6,0,2.7,0,0,2,0,0,0.4,7868,0,0,0,0,450,266,0,0,76,Liverpool,Wolverhampton,Chelsea,Bournemouth,Newcastle,2.4,2.9,2.4,1.7,1.9,2.2,1.6,2.2,2,3.5,3.7,1.5,3.7,1.8,1.9,3.1,3.1,2.4,1.4,3.6,3.6,2.5,1.9,3.6,2.6,2.4,2.5,2.4,2.8,2.8,2.1,2.9,2.6,10.7
Jonathan,Hogg,MID,HUD,4400000,0,2,0.4,9.09090909090909E-08,4.54545454545455E-07,0,9339,0,3,0,0,0,0,0,0.5,603,-1,0,2,1,0,0,0,0,0,1,0,0,0.2,2110,0,0,0,0,152,256,0,1,19,Leicester,Tottenham,Burnley,Liverpool,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,1.6
David Junior,Hoilett,MID,CAR,5200000,2,8,2,3.84615384615385E-07,1.53846153846154E-06,0,15066,1,9,0,0,0,0,0,1.5,991,-3,1,8,3,0.2,0,1,0,0,1,0,0,0.1,1018,0,0,0,0,352,79,-1,0,26,Man City,Burnley,Tottenham,Fulham,Liverpool,1.2,1.7,1,1.6,1,1.6,2.1,1.1,1.8,1.3,1.5,1.2,1.2,3,1,1.2,1.8,1.8,1.2,2.1,1.5,1.4,1.4,1.1,1.4,1,1,1,1.6,1.2,1.1,1.5,1.5,10.7
Pierre-Emile,H?jbjerg,MID,SOU,4400000,10,18,6,1.36363636363636E-06,4.09090909090909E-06,0,42452,0,4,0,0,0,2,0,4.1,14143,-1,0,18,1,1.4,0,6,4,0,1,0,0,3.1,172450,0,0,0,1,256,98276,0,1,76,Liverpool,Wolverhampton,Chelsea,Bournemouth,Newcastle,5.6,7.6,4.6,7.1,7.1,6.4,6.1,7.6,5.6,7.4,7.7,5.7,8.9,6.2,5.6,6.1,6.7,6.2,5.6,8.9,7.6,8.1,6.8,8.9,5.4,7.9,7.2,5.6,7.2,8.7,8.1,8.4,6.9,22.4
Rob,Holding,DEF,ARS,4400000,0,0,0,0,0,0,15996,0,0,0,0,0,0,0,0,1274,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,2706,0,0,0,0,0,191,0,0,0,Everton,Watford,Fulham,Leicester,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose,Holebas,DEF,WAT,4900000,0,34,6.8,1.38775510204082E-06,6.93877551020408E-06,0,170301,3,5,0,0,0,1,0,7.1,33251,4,-1,34,-4,1.3,0,6.3,6,0,1,0,4,19.6,1032659,0,0,0,2,443,215192,1,0,121,Fulham,Arsenal,Bournemouth,Wolverhampton,Huddersfield,8,8.6,8.7,8.8,8.3,9.2,9.7,9.4,8.7,8,9.4,9.5,9.4,8.7,8.2,6.5,10.2,8.3,9.7,8.3,8.7,8.7,8.5,9.5,7.9,7.8,10.2,8,6.9,9.8,9.4,9.4,7.9,37
Mason,Holgate,DEF,EVE,4500000,1,5,1,2.22222222222222E-07,1.11111111111111E-06,0,6902,1,9,0,0,0,0,0,1.1,1785,0,0,5,0,0.2,0,1,0,0,0,0,0,0.2,12856,0,0,0,0,407,394,0,0,61,Arsenal,Fulham,Leicester,Crystal Palace,Man Utd,0.5,0.5,0.6,0.5,0.7,0.7,0.6,0.9,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.5,0.7,0.6,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1,0.6,0.7,9.9
Callum,Hudson-Odoi,MID,CHE,4300000,0,0,0,0,0,0,95171,0,0,0,0,0,0,0,0,14528,-2,0,0,2,0,0,0,0,0,0,0,0,1.5,40714,0,0,0,0,0,14280,0,0,0,West Ham,Liverpool,Southampton,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will,Hughes,MID,WAT,5000000,2,17,3.4,6.8E-07,3.4E-06,0,59649,1,5,0,0,0,1,0,3.4,12111,0,0,17,0,0.4,0,2,2,0,1,0,0,1.6,113244,0,0,0,0,427,15053,0,0,70,Fulham,Arsenal,Bournemouth,Wolverhampton,Huddersfield,3.2,3.5,4,3.1,3.6,4.4,4,2.5,2.6,2.5,3.2,3.7,3.7,2,3.9,2.9,5.1,3.3,3.1,2.9,2.8,3.2,2.1,3.1,2.5,3,4,3.2,2.6,4.4,3.4,2.3,2.8,29.7
Jordan,Hugill,FWD,WHU,5000000,0,0,0,0,0,0,947,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,12,0,0,0,Chelsea,Man Utd,Brighton,Tottenham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson,Hyndman,MID,BOU,4500000,0,0,0,0,0,0,1999,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,6,0,0,0,Burnley,Crystal Palace,Watford,Southampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,5200000,0,2,0.4,7.69230769230769E-08,3.84615384615385E-07,0,17999,0,2,0,0,0,0,0,0.4,1454,-3,0,2,3,0.1,0,0.7,0,0,0,0,0,0.3,1230,0,0,0,0,36,216,0,0,4,Burnley,Crystal Palace,Watford,Southampton,Fulham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,6.5
Vicente,Iborra,MID,LEI,4800000,0,1,0.2,4.16666666666667E-08,2.08333333333333E-07,0,2256,0,1,0,0,0,0,0,0.2,222,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,386,0,0,0,0,10,65,0,0,5,Huddersfield,Newcastle,Everton,Arsenal,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Kelechi,Iheanacho,FWD,LEI,5900000,4,13,2.6,4.40677966101695E-07,2.20338983050847E-06,0,47878,0,4,0,0,0,0,0,2.2,5675,-1,0,13,1,0.6,0,3.3,0,0,0,0,2,1,32685,0,0,0,0,222,3762,0,0,34,Huddersfield,Newcastle,Everton,Arsenal,West Ham,2.7,2.3,3,2.8,3.5,1.5,2.4,2.2,2.1,2.8,2.2,3.4,1.5,2,2.5,2.5,2.1,1.4,1.3,2.1,1.9,1.4,3.7,1.8,3.5,2.2,3.1,2.5,2.7,3.4,2.9,1.3,2,11.1
Tom,Ince,MID,HUD,5000000,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,3,0,0,0,Leicester,Tottenham,Burnley,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Ings,FWD,SOU,5700000,7,25,5,8.7719298245614E-07,4.3859649122807E-06,0,227361,0,4,0,0,0,3,0,4.4,87663,2,-1,25,-2,1,0,5.7,4,0,1,0,0,6.8,479215,0,0,0,0,352,24141,1,0,95,Liverpool,Wolverhampton,Chelsea,Bournemouth,Newcastle,0,5.3,4.3,5.6,5.7,5.1,4.6,6.9,4.5,6.4,5.4,5.7,7.3,5.7,4.4,5.6,6.5,6,3.1,6.9,5.4,7.5,6.3,7.3,4.7,6.1,6.4,4.9,5,7.1,6.4,7.5,5.6,50.9
Alex,Iwobi,MID,ARS,5500000,0,11,2.2,4E-07,2E-06,0,78597,0,3,0,0,0,1,0,2,17380,0,0,11,0,0.2,0,1.3,0,0,0,0,1,1.2,83409,0,0,0,0,119,1966,0,0,46,Everton,Watford,Fulham,Leicester,Crystal Palace,1.3,1.3,1.7,1.4,3.3,1.1,1.6,1.5,1.1,2.2,1.7,2.2,1.6,1.5,1.1,1.5,2,1.1,1.8,1.3,2.4,1.4,2,1.6,1.1,1.7,1.9,1.7,1.8,1.4,1.4,2,2.3,12.7
,Izquierdo,MID,BHA,5900000,0,0,0,0,0,0,7107,0,0,0,0,0,0,0,0,293,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,199,0,0,0,0,0,24,0,0,0,Tottenham,Man City,West Ham,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaroslaw,Jach,DEF,CRY,4000000,0,0,0,0,0,0,1724,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0.1,304,0,0,0,0,0,31,0,0,0,Newcastle,Bournemouth,Wolverhampton,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
