FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcos,Alonso,DEF,CHE,7000000,6,60,7.5,1.07142857142857E-06,8.57142857142857E-06,0,209561,1,5,0,0,0,1,0,8.7,48030,5,-1,60,-5,0.7,0,4.7,9,0,4,0,5,45.9,1604944,0,0,0,2,720,51801,1,0,214,Man Utd,Burnley,Crystal Palace,Everton,Tottenham,9.3,9.7,8.2,10.5,10.3,9.6,9.8,10,8.8,9.6,9.5,11.2,9.8,9.2,7.9,7.6,9.1,9.5,11.2,9.6,9.1,10.2,9.6,9.8,10.3,9.7,9.7,10.7,9.9,9.9,49
Daniel,Amartey,MID,LEI,4400000,1,11,1.6,3.63636363636364E-07,2.5E-06,0,10558,2,5,0,0,0,0,0,2.4,953,-1,1,11,1,0.5,0,2,0,0,1,0,0,0.3,8111,0,0,0,0,459,1546,-1,0,77,Arsenal,West Ham,Cardiff City,Burnley,Brighton,0.8,1,1,1,0.8,1.1,0.9,0.8,1.9,0.8,0.8,1.2,0.8,1.2,0.9,0.8,0.8,0.8,1,1.5,0.9,1.1,0.9,1.2,1.5,1.1,0.8,0.9,0.8,0.8,15
Luke,Amos,MID,TOT,4400000,0,1,0.125,2.84090909090909E-08,2.27272727272727E-07,0,6065,0,0,0,0,0,0,0,0.2,577,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,6016,0,0,0,0,2,465,0,0,3,West Ham,Man City,Wolverhampton,Crystal Palace,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,2497,0,0,0,0,0,0,0,0,232,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1251,0,0,0,0,0,62,0,0,0,Man Utd,Burnley,Crystal Palace,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,3327,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,133,0,0,0,Newcastle,Wolverhampton,Everton,Cardiff City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5400000,0,0,0,0,0,0,17491,0,0,0,0,0,0,0,0,253,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1507,0,0,0,0,0,122,0,0,0,Crystal Palace,Man Utd,Brighton,Chelsea,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,MID,WHU,6800000,1,12,1.5,2.20588235294118E-07,1.76470588235294E-06,0,38943,1,5,0,0,0,0,0,1.8,1852,-2,0,12,2,0.3,0,1.7,0,0,2,0,0,0.9,4820,0,0,0,0,353,357,0,0,30,Tottenham,Leicester,Burnley,Huddersfield,Man City,0.8,0.8,1,1.2,0.8,1.1,1.1,1,0.8,1.1,1,0.8,1.4,0.9,0.8,0.8,0.8,1.7,1.1,0.8,1.1,0.8,1.1,0.9,0.8,0.8,0.9,0.8,1.2,0.8,31.9
Stuart,Armstrong,MID,SOU,5200000,0,5,0.625,1.20192307692308E-07,9.61538461538461E-07,0,9812,0,3,0,0,0,0,0,1,379,-3,0,5,3,0.1,0,0.7,0,0,0,0,0,0.1,521,0,0,0,0,119,31,0,0,13,Bournemouth,Newcastle,Man City,Watford,Fulham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.4
Marko,Arnautovic,FWD,WHU,7000000,1,37,5.3,7.57142857142857E-07,5.28571428571429E-06,0,818508,1,10,0,0,0,4,0,5.3,115407,0,0,37,0,0.4,0,2.7,6,0,0,0,1,16.6,683217,0,0,0,1,539,59887,0,0,129,Tottenham,Leicester,Burnley,Huddersfield,Man City,5.8,6.2,7,7.3,5.9,7,7.3,5,6.3,7.5,6.6,6,8,7,5.5,4.3,6.1,7.3,7.7,4.4,6.8,5.9,6.9,7.7,5.2,7,7,5.2,7.3,6.2,57.3
Harry,Arter,MID,CAR,4900000,1,11,1.6,3.26530612244898E-07,2.24489795918367E-06,0,8728,4,13,0,0,0,0,0,2.2,440,-1,0,11,1,0.3,0,1.7,0,0,2,0,0,0.2,2366,0,0,0,0,585,284,0,0,54,Fulham,Liverpool,Leicester,Brighton,Everton,1.2,0.8,1,1.6,0.8,1.2,0.8,1.3,0.8,0.8,1.8,0.8,0.8,1.2,1.3,0.8,1.2,1.1,1.2,1,0.8,1.1,0.8,0.8,0.8,0.8,0.9,0.8,1.1,0.8,13.3
Christian,Atsu,MID,NEW,5200000,1,6,0.75,1.44230769230769E-07,1.15384615384615E-06,0,6941,0,3,0,0,0,0,0,1.2,283,-3,0,6,3,0.3,0,1.3,0,0,0,0,0,0.1,1000,0,0,0,0,176,151,0,0,28,Brighton,Southampton,Watford,Bournemouth,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,9
Pierre-Emerick,Aubameyang,FWD,ARS,10700000,15,43,5.4,5.04672897196262E-07,4.01869158878505E-06,0,791041,0,8,0,0,0,4,0,4,27493,-3,1,43,3,0.7,0,8,6,0,3,0,2,9.5,285368,0,0,0,1,582,65986,-1,0,160,Leicester,Crystal Palace,Liverpool,Wolverhampton,Bournemouth,7,7.7,6.1,5.7,5.9,5.7,7.4,6.9,7,7,6,4.8,7.7,6.7,5.6,7.3,4.8,7.6,7.3,7.7,5.6,7,4.7,6.8,6.6,6.6,4.9,6.6,8.1,6.4,48.6
Serge,Aurier,DEF,TOT,5800000,0,6,0.75,1.29310344827586E-07,1.03448275862069E-06,0,36310,0,1,0,0,0,0,0,1,1738,-2,0,6,2,0,0,0,0,0,0,0,1,0.6,7805,0,0,0,0,104,111,0,0,24,West Ham,Man City,Wolverhampton,Crystal Palace,Chelsea,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,5.8
Charlie,Austin,FWD,SOU,5500000,0,6,0.75,1.36363636363636E-07,1.09090909090909E-06,0,77747,0,3,0,0,0,0,0,1.1,2372,-5,1,6,5,0.2,1,1,0,0,2,0,0,0.4,9182,0,0,0,0,264,324,-1,0,4,Bournemouth,Newcastle,Man City,Watford,Fulham,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,18
Jordan,Ayew,FWD,CRY,5800000,2,13,2.6,4.48275862068966E-07,2.24137931034483E-06,0,23795,0,3,0,0,0,0,0,2.2,1569,-2,1,13,2,0.3,0,2,0,0,2,0,1,0.2,7982,0,0,0,0,387,374,-1,0,24,Everton,Arsenal,Chelsea,Tottenham,Man Utd,2.9,1.5,2.4,1.3,3.3,1.4,2.7,3.2,1.4,2,1.6,1.3,2,1.7,2,3.1,2.7,2,2.9,1.4,2.8,2.5,2.4,1.4,3.3,1.3,2.8,1.8,2.8,1.8,21.9
Floyd,Ayite,MID,FUL,4400000,0,3,0.375,8.52272727272727E-08,6.81818181818182E-07,0,7462,0,1,0,0,0,0,0,0.7,346,-1,0,3,1,0.2,0,0.7,0,0,0,0,0,0.1,3215,0,0,0,0,72,152,0,0,8,Cardiff City,Bournemouth,Huddersfield,Liverpool,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.3
Cesar,Azpilicueta,DEF,CHE,6400000,6,34,4.3,6.71875E-07,5.3125E-06,0,348449,0,5,0,0,0,0,0,5.3,24835,-1,0,34,1,0.7,0,4.7,0,0,4,0,1,10.4,74829,0,0,0,0,720,5130,0,0,179,Man Utd,Burnley,Crystal Palace,Everton,Tottenham,4.9,4.4,3.6,5.7,5.4,4.4,5.2,4.6,4.5,4.4,4.3,6.3,4.8,4.1,3.4,3.2,5.2,4.3,6.3,4.9,4,5.4,5.2,5.6,5.2,4.8,4.4,5.7,4.5,4.5,37.7
Juninho,Bacuna,MID,HUD,4300000,0,0,0,0,0,0,5216,0,0,0,0,0,0,0,0,1029,-2,1,0,2,0,0,0,0,0,0,0,0,0.2,4569,0,0,0,0,0,3368,-1,0,0,Liverpool,Watford,Fulham,West Ham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Bailly,DEF,MUN,5200000,0,5,0.625,1.20192307692308E-07,9.61538461538461E-07,0,154902,0,6,0,0,0,0,0,1,6620,-3,0,5,3,0,0,0,0,0,0,0,0,1.7,43463,0,0,0,0,200,398,0,0,31,Chelsea,Everton,Bournemouth,Man City,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,4.1
Leighton,Baines,DEF,EVE,5200000,0,5,0.625,1.20192307692308E-07,9.61538461538461E-07,0,66847,0,5,0,0,0,0,0,0.9,4312,-3,1,5,3,0,0,0,0,0,0,0,0,0.8,14867,0,0,0,0,284,319,-1,0,40,Crystal Palace,Man Utd,Brighton,Chelsea,Cardiff City,0.3,0.3,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11267,0,0,0,0,0,0,0,0,114,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,311,0,0,0,0,0,4,0,0,0,Man Utd,Burnley,Crystal Palace,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4400000,2,17,2.1,4.77272727272727E-07,3.86363636363636E-06,0,11548,1,13,0,0,0,0,0,3.9,1273,-1,0,17,1,0.9,0,4,2,0,1,0,0,0.3,9319,0,0,0,0,720,1445,0,0,133,Tottenham,Leicester,Burnley,Huddersfield,Man City,1.9,1.3,1.6,2.3,1.7,1.6,2.8,1.3,1.1,1.7,1.5,1.2,2.6,1.2,1,1.6,2,2.2,1.6,1.2,1.5,2.2,2.1,2.3,1.7,1.8,1.6,1.7,1.8,1.2,29.4
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,13596,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0.4,965,0,0,0,0,0,62,0,0,0,Newcastle,Wolverhampton,Everton,Cardiff City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4300000,0,2,0.25,5.81395348837209E-08,4.65116279069767E-07,0,6012,1,3,0,0,0,0,0,0.5,459,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,2232,0,0,0,0,160,56,0,0,17,Newcastle,Wolverhampton,Everton,Cardiff City,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Sol,Bamba,DEF,CAR,4500000,2,25,3.6,8E-07,5.55555555555556E-06,0,37704,0,12,0,0,0,1,0,5.6,4351,0,0,25,0,0.2,0,1,2,0,2,0,0,1.1,48968,0,0,0,0,630,1643,0,0,110,Fulham,Liverpool,Leicester,Brighton,Everton,3.7,3.3,3.7,5.3,3.7,4.6,3.4,4.1,2.9,4.1,4.7,3.1,4.2,4.6,3.6,2.2,3.5,3.6,3.8,4.8,3.7,4.4,3,4.2,2.9,3,4.4,2.7,3.1,4.1,27.9
Beni,Baningime,MID,EVE,4400000,0,0,0,0,0,0,2183,0,0,0,0,0,0,0,0,214,-1,0,0,1,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,66,0,0,0,Crystal Palace,Man Utd,Brighton,Chelsea,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,0,1,0.125,2.90697674418605E-08,2.32558139534884E-07,0,5926,2,3,0,0,0,0,0,0.2,380,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,924,0,0,0,0,180,66,0,0,21,Man City,Chelsea,West Ham,Leicester,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Ross,Barkley,MID,CHE,5700000,13,21,2.625,4.60526315789474E-07,3.68421052631579E-06,0,26818,0,4,0,0,0,1,0,3.7,4437,-3,0,21,3,0.9,0,5,2,0,2,0,1,0.7,33859,0,0,0,1,277,25767,0,0,75,Man Utd,Burnley,Crystal Palace,Everton,Tottenham,0,2.2,2.2,2,2,2.3,2.1,1.5,1.8,1.9,2.2,3.9,2.5,2.3,1.9,1.8,2.4,1.4,3,1.7,2.1,2.3,1.7,2.3,2.2,1.5,2.2,2.1,2.3,2,22.7
Ashley,Barnes,FWD,BUR,5700000,2,19,2.375,4.16666666666667E-07,3.33333333333333E-06,0,47938,0,1,0,0,0,2,0,3.3,5747,-3,0,19,3,0.8,0,4.7,3,0,1,0,0,0.5,19984,0,0,0,1,209,820,0,0,68,Man City,Chelsea,West Ham,Leicester,Newcastle,1.2,1.5,2.2,1.9,2,2.5,1.7,3.2,1.5,1.9,2.5,2.7,2.5,3.3,1.9,2.3,2.3,1.8,1.6,2.3,1.3,1.2,2.1,1.6,1.7,2.3,1.5,1.6,1.9,2.1,19.9
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,56004,0,0,0,0,0,0,0,0,3465,0,0,0,0,0,0,0,0,0,0,0,0,1,5267,0,0,0,0,0,37,0,0,0,Watford,Brighton,Tottenham,Arsenal,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,3900000,1,2,0.25,6.41025641025641E-08,5.12820512820513E-07,0,168882,0,1,0,0,0,0,0,0.5,13389,-1,0,2,1,0.2,0,0.7,0,0,0,0,0,4.2,106518,0,0,0,0,80,21719,0,0,17,Bournemouth,Newcastle,Man City,Watford,Fulham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4
Asmir,Begovic,GLK,BOU,4500000,6,22,2.8,6.22222222222222E-07,4.88888888888889E-06,0,100721,0,12,0,19,0,0,0,4.9,7500,0,0,22,0,0.6,0,2.7,0,0,2,0,0,4.4,87040,0,0,0,0,720,9992,0,0,124,Southampton,Fulham,Man Utd,Newcastle,Arsenal,3,1.5,3,2.2,2,1.7,3.4,3.3,2.2,4,2.3,2.6,2.8,2.2,3.2,3.1,3.1,2,3.4,1.4,2.8,3.2,2.5,1.8,2.7,1.8,2.7,2.2,3.1,3.1,14
Hector,Bellerin,DEF,ARS,5400000,5,28,3.5,6.48148148148148E-07,5.18518518518519E-06,0,404060,1,10,0,0,0,0,0,5.2,20178,-1,0,28,1,1.2,0,6.3,2,0,2,0,2,10.7,193067,0,0,0,0,720,35137,0,0,156,Leicester,Crystal Palace,Liverpool,Wolverhampton,Bournemouth,3.4,4.7,4.1,4.3,2.1,3.9,4.1,4.3,3.6,3.4,3,3.3,3.4,3.4,3.9,5,2.9,4.8,3.8,3.2,3.8,3.8,3.6,3.2,3.7,2.9,2.8,3.1,5,3,35.6
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,27710,0,0,0,0,0,0,0,0,2515,-1,0,0,1,0,0,0,0,0,0,0,0,1,16581,0,0,0,0,0,3022,0,0,0,Arsenal,West Ham,Cardiff City,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2696,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,2,0,0,0,Arsenal,West Ham,Cardiff City,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4500000,2,21,3.5,7.77777777777778E-07,4.66666666666667E-06,0,30537,0,10,0,0,0,0,0,4.7,2710,0,0,21,0,0.2,0,0.7,2,0,2,0,1,0.7,47529,0,0,0,0,540,420,0,0,109,Fulham,Liverpool,Leicester,Brighton,Everton,3.5,3.2,3.5,5.1,3.5,4.4,3.2,3.9,2.8,4,4.6,3,4,4.4,3.5,2.1,3.4,3.4,3.6,4.6,3.5,4.2,2.9,4,2.8,2.9,4.2,2.6,2.9,4,15.3
Ryan,Bennett,DEF,WOL,4200000,7,30,3.8,9.04761904761905E-07,7.14285714285714E-06,0,204037,1,6,0,0,0,0,0,7.3,24011,2,-1,30,-2,1.2,0,5,1,0,4,0,0,12.2,574218,0,0,0,0,720,62836,1,0,143,Watford,Brighton,Tottenham,Arsenal,Huddersfield,4.1,3.3,4.5,2.4,4.9,4.6,4.5,4,3.8,4.7,3,4.2,3.3,3.2,4,4.7,4,3.7,2.3,5.2,5.5,4.3,3.1,3.3,4.4,3.9,5.6,3.2,4,3.6,20.9
Christian,Benteke,FWD,CRY,6400000,0,8,1,1.5625E-07,1.25E-06,0,65336,0,5,0,0,0,0,0,1.3,2195,-1,0,8,1,0,0,0,0,0,1,0,0,0.5,20591,0,0,0,0,325,107,0,0,5,Everton,Arsenal,Chelsea,Tottenham,Man Utd,0,0,0,0,0,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.6,0.5,0.6,0.5,23.3
,Bernard,MID,EVE,5900000,7,13,1.625,2.75423728813559E-07,2.20338983050847E-06,0,20182,1,2,0,0,0,0,0,2.2,1335,-1,0,13,1,0.7,0,4,2,0,0,0,2,0.4,17624,0,0,0,0,161,13904,0,0,53,Crystal Palace,Man Utd,Brighton,Chelsea,Cardiff City,1.2,0.8,1.7,0.8,1.3,0.8,1.2,1.2,0.8,0.9,0.8,0.8,1,1.3,1.1,1.4,1.2,0.8,0.8,0.9,0.9,1.2,0.8,0.8,1,0.8,0.8,1.8,1.2,0.8,14.3
,Bernardo,DEF,BHA,4200000,0,0,0,0,0,0,7217,1,2,0,0,0,0,0,0,313,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,719,0,0,0,0,90,102,0,0,11,Newcastle,Wolverhampton,Everton,Cardiff City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
