FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcus,Bettinelli,GLK,FUL,4400000,0,15,2.1,4.77272727272727E-07,3.40909090909091E-06,0,26452,1,20,0,20,0,0,0,3.4,1038,-1,0,15,1,0,0,0,0,0,0,0,0,0.5,35939,0,0,1,0,630,120,0,0,114,Chelsea,Leicester,Man Utd,West Ham,Newcastle,1.7,1.7,1.7,1.9,1.4,2,2.3,1,1.3,1.8,2.4,2,2,1.6,1.3,1.9,1.4,2.1,1.7,1.4,2.6,1,2.8,1.7,1.5,19.4
Philip,Billing,MID,HUD,4500000,3,33,2.5,5.55555555555556E-07,7.33333333333333E-06,0,136407,4,21,0,0,0,1,0,7.3,4134,0,0,33,0,0.6,0,2.7,3,0,3,0,0,2.2,241394,0,0,0,0,1136,8987,0,0,176,Brighton,Bournemouth,Arsenal,Newcastle,Southampton,2.4,1.9,1.9,2.1,2.3,1.9,2,2,1.8,1.2,1.9,1.6,1.7,2.6,1.9,1.8,1.8,2.1,3,1.8,2,1.9,1.4,1.5,2.4,58.7
Yves,Bissouma,MID,BHA,4700000,0,13,1,2.12765957446809E-07,2.76595744680851E-06,0,2506,2,10,0,0,0,0,0,2.8,41,-3,0,13,3,0.1,0,0.3,0,0,0,0,0,0,1054,0,0,0,0,492,15,0,0,38,Huddersfield,Crystal Palace,Burnley,Chelsea,Bournemouth,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.6,0.7,0.5,0.5,0.5,0.6,0.5,0.5,11.5
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,2,0,0,0,Southampton,Arsenal,Fulham,Liverpool,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,10624,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1188,0,0,0,0,0,27,0,0,0,Wolverhampton,West Ham,Southampton,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,14530,0,0,0,0,0,0,0,0,25,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,684,0,0,0,0,0,0,0,0,0,Liverpool,Newcastle,Watford,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4600000,1,46,3.5,7.60869565217391E-07,1E-05,0,161904,0,15,0,0,0,1,0,10,10603,1,0,46,-1,0.3,0,1.3,3,0,4,0,0,5.1,331766,0,0,0,0,1170,8183,0,0,238,Cardiff City,Chelsea,Newcastle,Bournemouth,Liverpool,4.4,3.7,3.5,2.9,4.2,3.1,4.4,3.3,3.3,3.4,3.7,3.9,3.1,2.7,4.8,5,4,2.6,3.4,3.9,3.4,4.6,3.5,3.6,3.8,45.8
Bonatini Lohner Maia,Bonatini,FWD,WOL,4700000,0,10,1.4,2.97872340425532E-07,2.12765957446809E-06,0,54015,0,0,0,0,0,0,0,2.1,1023,-3,0,10,3,0.1,0,0.3,0,0,0,0,1,0.5,28124,0,0,0,0,130,777,0,0,19,Cardiff City,Chelsea,Newcastle,Bournemouth,Liverpool,0.9,0.7,0.9,0.9,0.7,1.4,0.8,0.7,0.7,0.8,1,0.7,0.7,0.8,0.9,1.1,0.7,0.9,1,0.9,0.9,1.1,0.8,1.6,0.7,13.6
Gaetan,Bong,DEF,BHA,4500000,0,28,2.3,5.11111111111111E-07,6.22222222222222E-06,0,6887,0,18,0,0,0,0,0,6.2,433,0,0,28,0,0.2,0,0.7,0,0,3,0,0,0.2,6525,0,0,0,0,1054,131,0,0,155,Huddersfield,Crystal Palace,Burnley,Chelsea,Bournemouth,2.2,2.1,1.3,2.3,1.2,1.6,3.1,1.5,2.6,1.7,1.2,2.3,2.1,1.7,1.4,2.8,2,3.3,2.2,1.9,1.8,1.7,2,1.2,2.1,18.1
Artur,Boruc,GLK,BOU,4000000,0,0,0,0,0,0,122847,0,0,0,0,0,0,0,0,2347,0,0,0,0,0,0,0,0,0,0,0,0,6.1,68294,0,0,0,0,0,1979,0,0,0,Man City,Huddersfield,Liverpool,Wolverhampton,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,Man Utd,Tottenham,Cardiff City,Arsenal,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,2,7,0.538461538461538,9.97150997150997E-08,1.2962962962963E-06,0,1696,2,8,0,0,0,0,0,1.3,69,-1,0,7,1,0.4,0,2,0,0,0,0,1,0,907,0,0,0,0,212,95,0,0,25,Crystal Palace,Liverpool,Brighton,Tottenham,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14
Claudio,Bravo,GLK,MCI,4900000,0,0,0,0,0,0,9242,0,0,0,0,0,0,0,0,64,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,901,0,0,0,0,0,11,0,0,0,Bournemouth,Watford,Chelsea,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0.2,11080,0,0,0,0,0,466,0,0,0,Wolverhampton,West Ham,Southampton,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4400000,0,0,0,0,0,0,3489,0,0,0,0,0,0,0,0,29,-1,0,0,1,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,18,0,0,0,Leicester,Man City,Everton,Cardiff City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,5100000,5,45,3.8,7.45098039215686E-07,8.82352941176471E-06,0,76339,1,13,0,0,0,3,0,8.8,8933,1,0,45,-1,0.6,0,3,2,0,4,0,1,3,237760,0,0,0,0,885,19238,0,0,147,Man City,Huddersfield,Liverpool,Wolverhampton,Brighton,2.2,4.2,3.2,3.9,4.8,3.5,3.3,4,2.5,3.9,2.8,3.2,2.5,4.1,3.3,2.6,4.3,4.3,3.6,4.2,3.2,4.4,4.1,2.9,5,71.7
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4820,0,0,0,0,0,160,0,0,0,Liverpool,Newcastle,Watford,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4400000,1,28,2.15384615384615,4.89510489510489E-07,6.36363636363636E-06,0,25009,1,4,0,0,0,0,0,6.4,2554,-1,0,28,1,0.2,0,0.7,4,0,3,0,1,0.8,48544,0,0,0,1,452,522,0,0,114,Huddersfield,Crystal Palace,Burnley,Chelsea,Bournemouth,2,1.9,1.1,2.1,1.1,1.4,2.9,1.4,2.4,1.5,1.1,2.1,1.9,1.5,1.2,2.6,1.8,3,2,1.7,1.6,1.5,1.8,1.1,1.9,14.7
Joe,Bryan,DEF,FUL,4800000,0,5,0.384615384615385,8.01282051282051E-08,1.04166666666667E-06,0,8410,0,9,0,0,0,0,0,1,41,-2,0,5,2,0,0,0,0,0,0,0,0,0.1,2077,0,0,0,0,315,29,0,0,54,Chelsea,Leicester,Man Utd,West Ham,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.2
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,32631,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,1.7,30514,0,0,0,0,0,922,0,0,0,Huddersfield,Crystal Palace,Burnley,Chelsea,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2613,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,4,0,0,0,Newcastle,Cardiff City,Crystal Palace,Fulham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4700000,0,0,0,0,0,0,6615,0,0,0,0,0,0,0,0,70,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1299,0,0,0,0,0,38,0,0,0,Fulham,Wolverhampton,Man City,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,5100000,0,1,0.0769230769230769,1.50829562594268E-08,1.96078431372549E-07,0,49522,0,0,0,0,0,0,0,0.2,359,-4,0,1,4,0,0,0,0,0,0,0,0,0.6,4363,0,0,0,0,21,130,0,0,3,Fulham,Wolverhampton,Man City,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Tom,Cairney,MID,FUL,4800000,2,17,1.30769230769231,2.72435897435897E-07,3.54166666666667E-06,0,142791,0,14,0,0,0,0,0,3.5,787,-2,0,17,2,0.4,0,2,0,0,0,0,1,0.6,19101,0,0,0,0,537,383,0,0,98,Chelsea,Leicester,Man Utd,West Ham,Newcastle,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.7,1,1,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.9,0.7,0.9,27.4
Dominic,Calvert-Lewin,FWD,EVE,5300000,0,23,2.1,3.9622641509434E-07,4.33962264150943E-06,0,78841,1,6,0,0,0,2,0,4.3,2501,-2,0,23,2,0.1,0,0.7,2,0,0,0,0,0.7,44104,0,0,0,0,353,723,0,0,73,Liverpool,Newcastle,Watford,Man City,Tottenham,1,1.8,1.9,1,1.4,1.5,1,1.8,2,1.3,1.3,1.6,1.2,1.5,1.3,1.5,1.3,1.5,1.6,2.1,2.1,2.1,1.5,2.2,1.2,23.6
Victor,Camarasa,MID,CAR,4500000,1,33,2.8,6.22222222222222E-07,7.33333333333333E-06,0,46736,3,24,0,0,0,1,0,7.3,5457,0,0,33,0,0.4,0,1.7,2,0,2,0,1,1.8,138388,0,0,0,0,1041,11323,0,0,128,Wolverhampton,West Ham,Southampton,Watford,Man Utd,2.8,2.1,3.1,1.9,2.3,3,2,1.9,2.8,2.6,1.8,2.6,2.4,2.7,2.7,2.2,2.6,1.7,1.8,1.4,2.2,2.1,1.9,2.7,1.8,61.2
Etienne,Capoue,MID,WAT,5100000,2,41,3.4,6.66666666666667E-07,8.03921568627451E-06,0,97942,5,16,0,0,0,1,0,8,5016,1,0,41,-1,0.2,0,1,8,0,3,0,2,1.4,158201,0,0,0,1,1080,3237,0,0,196,Leicester,Man City,Everton,Cardiff City,West Ham,3,2.1,2.1,3.7,3.1,2.3,3.7,2.9,4.3,3.5,2.9,2.7,3.4,2.7,2.1,3.2,1.8,3.9,2.8,3.7,3.1,3.7,3.5,2.3,3.3,39.3
,Carlos Sanchez,MID,WHU,4400000,0,7,0.538461538461538,1.22377622377622E-07,1.59090909090909E-06,0,16630,0,4,0,0,0,0,0,1.6,200,-1,0,7,1,0,0,0,0,0,0,0,0,0.2,6433,0,0,0,0,217,12,0,0,37,Newcastle,Cardiff City,Crystal Palace,Fulham,Watford,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.2
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,4,0,0,0,Man Utd,Tottenham,Cardiff City,Arsenal,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5400000,0,0,0,0,0,0,2562,0,0,0,0,0,0,0,0,107,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1947,0,0,0,0,0,520,0,0,0,Newcastle,Cardiff City,Crystal Palace,Fulham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,1,39,3,6.66666666666667E-07,8.66666666666667E-06,0,46027,1,17,0,0,0,1,0,8.7,1834,0,0,39,0,0.4,0,1.7,3,0,3,0,0,1,84958,1,0,0,1,1161,1076,0,0,197,Leicester,Man City,Everton,Cardiff City,West Ham,2.7,2.8,3,4.3,2.9,3.1,2.6,2,3.5,2.8,3.4,2.6,4.1,3.6,2.9,2.8,2.5,2.9,3.2,3,2.1,3.8,3.3,3.1,3.1,40.4
Ivan,Cavaleiro,MID,WOL,5200000,1,22,1.69230769230769,3.25443786982249E-07,4.23076923076923E-06,0,10232,1,4,0,0,0,2,0,4.2,1669,-3,0,22,3,0.9,0,4.7,3,0,1,0,0,0.2,13060,0,0,0,1,252,1035,0,0,65,Cardiff City,Chelsea,Newcastle,Bournemouth,Liverpool,0.9,0.8,1.4,1,0.8,1,1,1.1,0.8,1,1,0.8,1.2,1,1.3,1.2,0.8,1,1.1,0.8,1.2,1.4,1,1.2,0.8,26
Petr,Cech,GLK,ARS,4900000,0,24,3.4,6.93877551020408E-07,4.89795918367347E-06,0,113621,0,9,0,27,0,0,0,4.9,1715,-1,0,24,1,0,0,0,3,0,1,0,0,1.4,78472,0,0,0,0,585,206,0,0,130,Tottenham,Man Utd,Huddersfield,Southampton,Burnley,3.5,3.9,4.3,3.2,3.3,3.2,3.5,3.6,3.6,3.7,4.9,3,4.6,3.5,2.9,4.2,3.8,3.8,3.1,3.6,3.3,3.2,3.3,4.5,3.1,20.4
,Cedric,DEF,SOU,4400000,4,36,2.8,6.36363636363636E-07,8.18181818181818E-06,0,287403,4,24,0,0,0,0,0,8.2,6328,-1,0,36,1,0.3,0,1.3,7,0,3,0,2,4.5,126110,0,0,0,1,1135,2496,0,0,204,Man Utd,Tottenham,Cardiff City,Arsenal,Huddersfield,2.9,3.1,3.3,1.9,3.5,2.8,2.5,2.8,2.4,3.7,2.4,2.3,3.9,1.7,2.7,2.9,2.7,2.4,2.3,3.1,2.9,2.4,2.1,2.6,3.3,49.3
Nathaniel,Chalobah,MID,WAT,4500000,0,3,0.230769230769231,5.12820512820513E-08,6.66666666666667E-07,0,9515,1,1,0,0,0,0,0,0.7,202,0,0,3,0,0.2,0,0.7,0,0,0,0,0,0.1,3641,0,0,0,0,99,106,0,0,8,Leicester,Man City,Everton,Cardiff City,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.4
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,1639,0,0,0,0,0,0,0,0,26,-1,0,0,1,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,9,0,0,0,Everton,Burnley,Bournemouth,Man Utd,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,1,6,0.8,1.9047619047619E-07,1.42857142857143E-06,0,68053,2,12,0,0,0,0,0,1.4,732,-3,0,6,3,0.1,0,0.3,0,0,0,0,0,0.8,11871,0,0,0,0,516,266,0,0,74,Chelsea,Leicester,Man Utd,West Ham,Newcastle,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.6,0.4,0.7,0.4,0.4,20.9
,Chicharito,FWD,WHU,6200000,1,19,2.1,3.38709677419355E-07,3.06451612903226E-06,0,109055,0,8,0,0,0,1,0,3.1,1116,-3,0,19,3,0.4,0,2.7,1,0,1,0,1,1.1,24514,0,0,0,0,342,797,0,0,62,Newcastle,Cardiff City,Crystal Palace,Fulham,Watford,1.7,2.1,1.2,2.5,1.7,1.7,1.9,2.1,1.8,1.6,1.4,1.3,1.9,2.8,1.2,1.5,1.7,1.5,1.8,1.4,1.9,1.6,1.6,1.8,1.5,23.6
Benjamin,Chilwell,DEF,LEI,5200000,2,46,3.5,6.73076923076923E-07,8.84615384615385E-06,0,56504,1,17,0,0,0,0,0,9,9768,2,-1,46,-2,1.3,0,6.7,5,0,4,0,2,3.5,222884,0,0,0,1,1170,15484,1,0,219,Watford,Fulham,Tottenham,Crystal Palace,Chelsea,3.7,3.1,3.6,4.5,4,3.4,5,3.9,3.5,4.1,3.8,3.9,4.4,3.3,4.6,3.5,3.6,3.4,2.9,4.8,3.1,3.8,2.6,3.3,3.7,61.6
Hamza,Choudhury,MID,LEI,4300000,0,0,0,0,0,0,4456,0,0,0,0,0,0,0,0,161,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2700,0,0,0,0,0,195,0,0,0,Watford,Fulham,Tottenham,Crystal Palace,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,5000000,0,0,0,0,0,0,48268,0,0,0,0,0,0,0,0,222,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,2703,0,0,0,0,0,97,0,0,0,Fulham,Wolverhampton,Man City,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrus,Christie,DEF,FUL,4200000,1,6,0.8,1.9047619047619E-07,1.42857142857143E-06,0,9957,1,17,0,0,0,0,0,1.4,124,-3,0,6,3,0.2,0,1,0,0,0,0,0,0.1,1812,0,0,0,0,582,118,0,0,87,Chelsea,Leicester,Man Utd,West Ham,Newcastle,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.6,0.4,0.7,0.4,0.4,30.8
Ibrahima,Cisse,MID,FUL,4400000,0,0,0,0,0,0,4660,0,0,0,0,0,0,0,0,98,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4694,0,0,0,0,0,67,0,0,0,Chelsea,Leicester,Man Utd,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,11,28,2.15384615384615,4.78632478632479E-07,6.22222222222222E-06,0,15376,0,11,0,0,0,2,0,6.2,277,0,0,28,0,0.9,0,4,3,0,1,0,0,0.2,12120,0,0,0,1,587,1990,0,0,127,West Ham,Everton,Wolverhampton,Huddersfield,Fulham,1.7,2,1.8,2.6,1.6,1.9,1.7,1.8,2.1,2.6,1.5,2.3,2.1,2.1,1.5,1.9,2.5,1.3,1.2,1.4,1.7,1.6,1.7,1.9,1.5,29
Tom,Cleverley,MID,WAT,5000000,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,4,0,0,0,Leicester,Man City,Everton,Cardiff City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,LIV,4600000,0,0,0,0,0,0,22823,0,0,0,0,0,0,0,0,145,-4,0,0,4,0,0,0,0,0,0,0,0,0.2,2608,0,0,0,0,0,57,0,0,0,Everton,Burnley,Bournemouth,Man Utd,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coady,DEF,WOL,4500000,1,37,2.8,6.22222222222222E-07,8.22222222222222E-06,0,20675,2,15,0,0,0,0,0,8.2,1132,0,0,37,0,0.3,0,1.3,2,0,4,0,0,0.6,19230,0,0,0,0,1170,868,0,0,222,Cardiff City,Chelsea,Newcastle,Bournemouth,Liverpool,3.3,2.7,2.5,2,3,2.2,3.2,2.3,2.3,2.4,2.7,2.8,2.2,1.9,3.6,3.9,2.9,1.8,2.4,2.8,2.4,3.4,2.5,2.6,2.7,22.9
Seamus,Coleman,DEF,EVE,5200000,6,34,3.8,7.30769230769231E-07,6.53846153846154E-06,0,145166,1,9,0,0,0,1,0,6.5,5030,-3,0,34,3,1.4,0,7.3,2,0,3,0,0,1.5,68065,0,0,0,1,810,7199,0,0,160,Liverpool,Newcastle,Watford,Man City,Tottenham,3.5,4.1,4.7,3,4.6,3.1,3.1,4.4,3.9,3.1,4.6,5,3.2,4.4,4,5.2,3.2,4.8,3.5,3.5,2.8,4.9,4.3,4.4,4.2,34.7
Matthew,Connolly,DEF,CAR,3900000,0,0,0,0,0,0,51702,0,0,0,0,0,0,0,0,940,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,22303,0,0,0,0,0,405,0,0,0,Wolverhampton,West Ham,Southampton,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4700000,2,24,2,4.25531914893617E-07,5.1063829787234E-06,0,44503,3,22,0,0,0,0,0,5.1,526,-3,0,24,3,0.4,0,1.7,0,0,3,0,0,0.4,6115,0,0,0,0,1062,255,0,0,142,Crystal Palace,Liverpool,Brighton,Tottenham,Arsenal,2.1,1.1,1.9,1.3,1.2,1.4,1.4,1.7,1.6,1.3,1.2,1.7,1.1,1,1.8,1.4,1,1.3,1.5,1.2,1.6,1,1,1,1.3,31.9
Helder,Costa,MID,WOL,4900000,2,27,2.1,4.28571428571429E-07,5.51020408163265E-06,0,51843,1,14,0,0,0,0,0,5.5,1221,-1,0,27,1,0.4,0,2,0,0,4,0,0,0.5,34477,0,0,0,0,942,788,0,0,68,Cardiff City,Chelsea,Newcastle,Bournemouth,Liverpool,1.3,1,1.9,1.5,1.1,1.4,1.4,1.5,1,1.4,1.5,1,1.7,1.4,1.9,1.7,1.1,1.4,1.6,1.2,1.7,2,1.4,1.7,1,40.3
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,53622,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0.5,264,0,0,0,0,0,5,0,0,0,Fulham,Wolverhampton,Man City,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,38,0,0,0,Newcastle,Cardiff City,Crystal Palace,Fulham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5100000,1,8,0.615384615384615,1.20663650075415E-07,1.56862745098039E-06,0,75287,1,7,0,0,0,0,0,1.6,541,-4,0,8,4,0.3,0,1.3,0,0,0,0,0,0.6,4077,0,0,0,0,420,382,0,0,67,Newcastle,Cardiff City,Crystal Palace,Fulham,Watford,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,21.6
,Cunningham,DEF,CAR,4200000,2,3,0.230769230769231,5.49450549450549E-08,7.14285714285714E-07,0,3358,2,9,0,0,0,0,0,0.7,47,-3,0,3,3,0.2,0,1,0,0,0,0,0,0.1,530,0,0,0,0,360,100,0,0,38,Wolverhampton,West Ham,Southampton,Watford,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.5
Pontus,Dahlberg,GLK,WAT,4400000,0,0,0,0,0,0,1756,0,0,0,0,0,0,0,0,55,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,440,0,0,0,0,0,11,0,0,0,Leicester,Man City,Everton,Cardiff City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5300000,0,0,0,0,0,0,3163,0,0,0,0,0,0,0,0,86,-2,0,0,2,0,0,0,0,0,0,0,0,0,2305,0,0,0,0,0,247,0,0,0,Southampton,Arsenal,Fulham,Liverpool,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loic,Damour,MID,CAR,4300000,0,2,0.153846153846154,3.5778175313059E-08,4.65116279069767E-07,0,3085,0,2,0,0,0,0,0,0.5,81,-2,1,2,2,0,0,0,0,0,0,0,0,0.1,1854,0,0,0,0,21,135,-1,0,6,Wolverhampton,West Ham,Southampton,Watford,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9
Charlie,Daniels,DEF,BOU,4200000,1,17,1.30769230769231,3.11355311355311E-07,4.04761904761905E-06,0,672043,1,6,0,0,0,0,0,4,4081,-3,0,17,3,0.2,0,1,0,0,2,0,0,4.5,58399,0,0,0,0,510,1339,0,0,99,Man City,Huddersfield,Liverpool,Wolverhampton,Brighton,0.7,1.1,1,0.8,1.2,1,0.9,0.8,0.8,0.8,0.8,1,0.8,0.9,0.7,0.7,1.1,0.7,0.7,0.7,0.7,0.8,0.7,0.8,1,24.5
