FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Gaetan,Bong,DEF,BHA,4400000,1,33,2.1,4.77272727272727E-07,7.5E-06,0,10422,0,22,0,0,0,0,0,7.5,211,-1,0,33,1,0.3,0,1.3,0,0,3,0,0,0.1,7591,0,0,0,0,1265,348,0,0,172,Fulham,Watford,Burnley,Leicester,Huddersfield,1.1,2,2,0,1.4,2.4,1.6,2.8,1.8,1.6,1.9,1.6,1.6,1,2,25.2
Artur,Boruc,GLK,BOU,3900000,6,6,0.260869565217391,6.68896321070234E-08,1.53846153846154E-06,0,176676,0,0,0,1,0,0,0,1.5,4163,-1,1,6,1,0.5,0,2,0,0,1,0,0,5.6,98927,0,0,0,0,90,13276,-1,0,23,Chelsea,Cardiff City,Liverpool,Wolverhampton,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,5,0,0,0,Crystal Palace,Burnley,Cardiff City,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,0,12,0.521739130434783,9.66183574879227E-08,2.22222222222222E-06,0,2553,3,12,0,0,0,0,0,2.2,49,-1,0,12,1,-0.1,0,-0.7,0,0,1,0,1,0,1300,0,0,0,0,534,45,0,1,50,Man Utd,Southampton,Brighton,Tottenham,Newcastle,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,28.6
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,9945,0,0,0,0,0,0,0,0,48,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1125,0,0,0,0,0,19,0,0,0,Newcastle,Arsenal,Everton,Chelsea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,7975,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0.2,14806,0,0,0,0,0,204,0,0,0,Arsenal,Bournemouth,Southampton,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4300000,1,1,0.0434782608695652,1.01112234580384E-08,2.32558139534884E-07,0,3996,0,0,0,0,0,0,0,0.2,43,-2,1,1,2,0.1,0,0.3,0,0,0,0,0,0,765,0,0,0,0,13,31,-1,0,3,Tottenham,Brighton,Everton,Cardiff City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
David,Brooks,MID,BOU,5100000,6,82,3.9,7.64705882352941E-07,1.6078431372549E-05,0,314168,2,29,0,0,0,5,0,16.1,27435,1,0,82,-1,0.6,0,3.3,5,0,6,0,3,5.9,650992,0,0,0,1,1518,51408,0,0,257,Chelsea,Cardiff City,Liverpool,Wolverhampton,Arsenal,3.5,2.9,2.2,4.4,2.7,3.3,4.1,4.8,3.4,5,3,5.2,3.6,3.2,3.7,117
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,4625,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6562,0,0,0,0,0,229,0,0,0,Huddersfield,Wolverhampton,Man City,Watford,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4400000,0,31,1.34782608695652,3.06324110671937E-07,7.04545454545455E-06,0,48983,2,6,0,0,0,0,0,7,1056,-1,0,31,1,0,0,0,4,0,3,0,1,0.4,50018,0,0,0,1,619,88,0,0,132,Fulham,Watford,Burnley,Leicester,Huddersfield,0.7,1,1,0,0.7,1.2,0.8,1.5,0.9,0.8,0.9,0.8,0.8,0.7,1,18.4
Joe,Bryan,DEF,FUL,4800000,1,22,0.956521739130435,1.99275362318841E-07,4.58333333333333E-06,0,9733,0,24,0,0,0,0,0,4.6,146,-2,0,22,2,0,0,0,1,0,2,0,0,0.1,3584,1,0,0,0,1018,218,0,0,169,Brighton,Crystal Palace,Man Utd,West Ham,Southampton,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.9,0.5,0.9,0.5,0.5,43.1
David,Button,GLK,BHA,4000000,2,15,0.652173913043478,1.6304347826087E-07,3.75E-06,0,73203,0,5,0,14,0,0,0,3.8,6981,0,0,15,0,0.5,0,2,2,0,1,0,0,3.8,197218,0,0,0,0,360,25106,0,0,76,Fulham,Watford,Burnley,Leicester,Huddersfield,0.3,0.3,0.3,0,0.3,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.9
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2734,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,1,0,0,0,Wolverhampton,Liverpool,Crystal Palace,Fulham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4700000,0,0,0,0,0,0,7776,0,0,0,0,0,0,0,0,148,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1937,0,0,0,0,0,116,0,0,0,Bournemouth,Huddersfield,Man City,Tottenham,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,5000000,0,1,0.0434782608695652,8.69565217391304E-09,2E-07,0,53926,0,0,0,0,0,0,0,0.2,352,-5,1,1,5,0,0,0,0,0,0,0,0,0.5,5674,0,0,0,0,21,158,-1,0,3,Bournemouth,Huddersfield,Man City,Tottenham,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Tom,Cairney,MID,FUL,4700000,0,33,1.9,4.04255319148936E-07,7.02127659574468E-06,0,154790,0,26,0,0,0,0,0,7,817,-3,0,33,3,0.2,0,1,0,0,2,0,1,0.5,23976,0,0,0,0,1099,145,0,0,197,Brighton,Crystal Palace,Man Utd,West Ham,Southampton,1.8,1.3,1.1,1,1.2,1,1.1,1,1,1,1.5,1,1.4,1.1,1.6,53.2
Dominic,Calvert-Lewin,FWD,EVE,5300000,1,50,2.4,4.52830188679245E-07,9.43396226415094E-06,0,163590,2,19,0,0,0,4,0,9.4,17581,-2,0,50,2,0.5,0,2.7,2,0,0,0,2,1.9,199041,0,0,0,0,780,12430,0,0,165,Huddersfield,Wolverhampton,Man City,Watford,Cardiff City,1.8,4.2,1.7,0,1.6,1.9,1.8,2,1.9,2.7,2.1,2.5,1.7,2.7,1.6,48.7
Rafael,Camacho,MID,LIV,5000000,1,1,0.0434782608695652,8.69565217391304E-09,2E-07,0,140,0,1,0,0,0,0,0,0.2,21,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,194,0,0,0,0,1,27,0,0,3,Leicester,West Ham,Bournemouth,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Victor,Camarasa,MID,CAR,4600000,1,69,3.1,6.73913043478261E-07,1.5E-05,0,185043,5,42,0,0,0,3,0,15,14455,1,0,69,-1,0.4,0,1.7,4,0,6,0,2,2.7,334813,0,0,0,1,1882,16652,0,0,268,Arsenal,Bournemouth,Southampton,Watford,Everton,2.1,3.5,2.8,2.8,3,2.6,2.8,2.3,2.2,1.6,2.6,2.2,2.6,2.8,2.1,116.9
Etienne,Capoue,MID,WAT,4800000,3,53,2.8,5.83333333333333E-07,1.10416666666667E-05,0,158519,6,25,0,0,0,1,0,10.8,1447,-2,1,53,2,0.4,0,2,8,0,5,0,2,0.5,164583,0,0,0,1,1709,654,-1,1,298,Tottenham,Brighton,Everton,Cardiff City,Liverpool,2,2.1,2.4,2.1,1.6,2.2,1.4,2.7,1.9,3,2.6,3,2.4,1.7,2.2,60.8
,Carlos Sanchez,MID,WHU,4300000,0,7,0.304347826086957,7.0778564206269E-08,1.62790697674419E-06,0,18631,0,4,0,0,0,0,0,1.6,137,-2,1,7,2,0,0,0,0,0,0,0,0,0.2,6598,0,0,0,0,217,21,-1,0,37,Wolverhampton,Liverpool,Crystal Palace,Fulham,Man City,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.2
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,3,0,0,0,Crystal Palace,Burnley,Cardiff City,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5400000,1,8,0.347826086956522,6.44122383252818E-08,1.48148148148148E-06,0,11545,2,4,0,0,0,0,0,1.5,1449,-1,0,8,1,0.2,0,1,0,0,0,0,0,0.1,14320,0,0,0,0,331,825,0,0,3,Wolverhampton,Liverpool,Crystal Palace,Fulham,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.2
Craig,Cathcart,DEF,WAT,4500000,0,59,2.7,6E-07,1.31111111111111E-05,0,75543,1,32,0,0,0,2,0,13.1,5691,0,0,59,0,0.5,0,2.3,3,0,4,0,0,0.9,107161,2,0,0,1,1971,593,0,0,336,Tottenham,Brighton,Everton,Cardiff City,Liverpool,2.8,2.2,3.6,3.3,2.4,2.3,2.2,2.4,2.3,2.7,2.1,3.2,2.8,3.2,2.4,67
Ivan,Cavaleiro,MID,WOL,5200000,0,39,1.69565217391304,3.26086956521739E-07,7.5E-06,0,19749,1,8,0,0,0,3,0,7.5,585,-3,0,39,3,0.1,0,0.7,3,0,1,0,1,0.1,16131,0,0,0,1,502,118,0,0,141,West Ham,Everton,Newcastle,Bournemouth,Huddersfield,1,0.8,1.2,0.9,1.4,1.1,0.8,1.2,1,0.8,1.2,1.4,1,1.4,0.8,56.3
Petr,Cech,GLK,ARS,4800000,0,24,1.04347826086957,2.17391304347826E-07,5E-06,0,130589,0,9,0,27,0,0,0,5,1114,-2,0,24,2,0,0,0,3,0,1,0,0,1.2,81287,0,0,0,0,585,304,0,0,130,Cardiff City,Man City,Huddersfield,Southampton,Bournemouth,1,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.8,0.5,20.4
,Cedric,DEF,SOU,4200000,1,52,2.9,6.9047619047619E-07,1.23809523809524E-05,0,447220,4,31,0,0,0,1,0,12.4,34206,-3,0,52,3,0.6,0,2.7,7,0,4,0,2,3.4,225451,0,0,0,1,1493,7576,0,0,273,Crystal Palace,Burnley,Cardiff City,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.9
Nathaniel,Chalobah,MID,WAT,4400000,0,6,0.260869565217391,5.92885375494071E-08,1.36363636363636E-06,0,11894,2,4,0,0,0,0,0,1.4,193,-1,0,6,1,0,0,0,0,0,0,0,0,0.1,4675,0,0,0,0,191,70,0,0,23,Tottenham,Brighton,Everton,Cardiff City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,2063,0,0,0,0,0,0,0,0,55,-1,0,0,1,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,55,0,0,0,Leicester,West Ham,Bournemouth,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,1,24,1.5,3.57142857142857E-07,5.71428571428571E-06,0,83257,4,22,0,0,0,0,0,5.7,1220,-3,0,24,3,0.1,0,0.3,0,0,2,0,0,0.9,28739,0,0,0,0,1236,2228,0,0,189,Brighton,Crystal Palace,Man Utd,West Ham,Southampton,1.4,1,1,0.8,0.8,1.5,0.9,1.1,1.1,0.9,1.7,0.8,1.7,1,0.9,60.4
,Chicharito,FWD,WHU,6100000,1,51,3.4,5.57377049180328E-07,8.36065573770492E-06,0,557425,0,11,0,0,0,4,0,8.4,5163,-4,0,51,4,0,0,0.3,4,0,4,0,3,1.5,488467,0,0,0,1,739,1741,0,0,171,Wolverhampton,Liverpool,Crystal Palace,Fulham,Man City,3.2,2.9,3.5,4.7,2.9,3.2,3.3,3.4,3.9,2.9,3.8,3.2,3.4,3.9,3.5,57
Benjamin,Chilwell,DEF,LEI,5100000,0,71,3.2,6.27450980392157E-07,1.3921568627451E-05,0,219952,2,28,0,0,0,0,0,13.9,16201,1,0,71,-1,0.4,0,2,5,0,7,0,2,2.1,301756,0,0,0,1,1980,2242,0,0,333,Liverpool,Man Utd,Tottenham,Crystal Palace,Brighton,3.2,2.8,3.8,3.1,3.7,3.5,3.3,2.9,3,4.2,2.6,3.2,2.6,3,3.9,92.4
Hamza,Choudhury,MID,LEI,4300000,0,10,0.434782608695652,1.01112234580384E-07,2.32558139534884E-06,0,9755,0,3,0,0,0,0,0,2.3,814,-2,0,10,2,0.4,0,1.7,0,0,2,0,0,0.2,12122,0,0,0,0,317,311,0,0,38,Liverpool,Man Utd,Tottenham,Crystal Palace,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.7
Andreas,Christensen,DEF,CHE,5000000,0,0,0,0,0,0,51378,1,2,0,0,0,0,0,0,212,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,3683,0,0,0,0,90,135,0,0,11,Bournemouth,Huddersfield,Man City,Tottenham,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
Cyrus,Christie,DEF,FUL,4200000,1,23,1.4,3.33333333333333E-07,5.47619047619048E-06,0,13639,4,27,0,0,0,0,0,5.5,391,-3,0,23,3,0.1,0,0.3,0,0,2,0,0,0.2,6693,0,0,0,0,1305,558,0,0,170,Brighton,Crystal Palace,Man Utd,West Ham,Southampton,1.2,0.9,0.9,0.7,0.7,1.3,0.8,1,1,0.8,1.6,0.7,1.6,0.9,0.8,57.5
Ibrahima,Cisse,MID,FUL,4300000,1,4,0.173913043478261,4.04448938321537E-08,9.30232558139535E-07,0,6812,0,4,0,0,0,0,0,0.9,213,-2,0,4,2,0.2,0,1,0,0,0,0,0,0.1,6905,0,0,0,0,86,204,0,0,16,Brighton,Crystal Palace,Man Utd,West Ham,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4
Ciaran,Clark,DEF,NEW,4500000,0,42,1.82608695652174,4.05797101449275E-07,9.33333333333333E-06,0,26968,1,15,0,0,0,3,0,9.3,501,0,0,42,0,0.6,0,2.7,4,0,2,0,0,0.2,20783,0,0,0,1,857,145,0,0,194,Man City,Tottenham,Wolverhampton,Huddersfield,Burnley,1.3,1.7,1.7,1.6,1.3,1.3,2,0.9,0.9,1.2,1.5,1.2,1.2,1.3,1.2,42.6
Tom,Cleverley,MID,WAT,5000000,3,13,0.565217391304348,1.1304347826087E-07,2.6E-06,0,1061,1,0,0,0,0,1,0,2.6,193,0,0,13,0,0.7,0,3.7,2,0,1,0,0,0,1544,0,0,0,0,164,154,0,0,41,Tottenham,Brighton,Everton,Cardiff City,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.5
Nathaniel,Clyne,DEF,BOU,4400000,6,12,0.521739130434783,1.18577075098814E-07,2.72727272727273E-06,0,42260,0,3,0,0,0,0,0,2.7,1666,-6,0,12,6,0.5,0,2.3,0,0,1,0,0,0.6,40807,0,0,0,0,288,6339,0,0,58,Chelsea,Cardiff City,Liverpool,Wolverhampton,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.5
Conor,Coady,DEF,WOL,4500000,-1,53,2.3,5.11111111111111E-07,1.17777777777778E-05,0,38665,4,31,0,0,0,0,0,11.8,1950,0,0,53,0,-0.1,0,-0.3,5,0,5,0,0,0.6,38798,2,0,0,1,2070,1669,0,0,358,West Ham,Everton,Newcastle,Bournemouth,Huddersfield,1.8,2.3,1.6,1.3,2.6,2.9,2.5,1.6,1.6,1.8,1.7,2.4,2,2.1,1.9,39.2
Seamus,Coleman,DEF,EVE,5200000,1,47,2.6,5E-07,9.03846153846154E-06,0,195771,1,25,0,0,0,1,0,9,2467,-3,0,47,3,0.4,0,2.3,2,0,4,0,0,1,91750,1,0,0,1,1586,1200,0,0,270,Huddersfield,Wolverhampton,Man City,Watford,Cardiff City,2.7,5.7,2,0,2.8,2.7,1.8,3.3,1.9,2.3,1.7,2.4,2.4,2.7,2.3,59.5
Matthew,Connolly,DEF,CAR,3800000,0,0,0,0,0,0,89999,0,0,0,0,0,0,0,0,5466,-2,0,0,2,0,0,0,0,0,0,0,0,2,108642,0,0,0,0,0,13780,0,0,0,Arsenal,Bournemouth,Southampton,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4600000,3,54,2.5,5.43478260869565E-07,1.17391304347826E-05,0,63557,4,38,0,0,0,1,0,11.7,1782,-4,0,54,4,0.5,0,2.3,0,0,6,0,1,0.5,33069,0,0,0,0,1962,1079,0,0,277,Man Utd,Southampton,Brighton,Tottenham,Newcastle,1.4,2.5,1.6,1.4,2.3,2,1.2,2,2.2,1.5,2.2,1.2,1.5,1.3,2.4,64.6
Helder,Costa,MID,WOL,4800000,0,47,2.4,5E-07,9.79166666666667E-06,0,71048,3,17,0,0,0,1,0,9.8,2332,-2,0,47,2,0.2,0,1,0,0,5,0,2,0.4,49544,0,0,0,0,1266,729,0,0,128,West Ham,Everton,Newcastle,Bournemouth,Huddersfield,1.7,1.3,2.1,1.6,2.4,1.9,1.3,2,1.9,1.4,2,2.3,1.7,2.4,1.2,69.6
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,54967,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0.5,371,0,0,0,0,0,17,0,0,0,Bournemouth,Huddersfield,Man City,Tottenham,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,43,0,0,0,Wolverhampton,Liverpool,Crystal Palace,Fulham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5000000,1,20,0.869565217391304,1.73913043478261E-07,4E-06,0,83152,1,14,0,0,0,0,0,4,483,-5,0,20,5,0.5,0,2.7,0,0,1,0,0,0.5,7699,0,0,0,0,925,278,0,0,149,Wolverhampton,Liverpool,Crystal Palace,Fulham,Man City,0.5,0.4,0.5,0.4,0.4,0.4,0.6,0.5,0.7,0.5,0.4,0.4,0.5,0.4,0.4,38.7
,Cunningham,DEF,CAR,4200000,0,9,0.391304347826087,9.3167701863354E-08,2.14285714285714E-06,0,4375,3,17,0,0,0,0,0,2.1,103,-3,0,9,3,0.1,0,0.3,0,0,1,0,0,0,1445,0,0,0,0,630,38,0,0,72,Arsenal,Bournemouth,Southampton,Watford,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.6
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,2187,0,0,0,0,0,0,0,0,47,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,597,0,0,0,0,0,19,-1,0,0,Tottenham,Brighton,Everton,Cardiff City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5300000,5,10,0.434782608695652,8.20344544708778E-08,1.88679245283019E-06,0,13230,2,5,0,0,0,0,0,1.9,646,-2,0,10,2,0.4,0,2,0,0,0,0,1,0.1,15258,0,0,0,0,392,2172,0,0,64,Burnley,Leicester,Fulham,Liverpool,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,20.6
Loic,Damour,MID,CAR,4300000,0,2,0.0869565217391304,2.02224469160768E-08,4.65116279069767E-07,0,4892,0,2,0,0,0,0,0,0.5,167,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,3606,0,0,0,0,21,165,0,0,6,Arsenal,Bournemouth,Southampton,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
Charlie,Daniels,DEF,BOU,4200000,1,28,1.9,4.52380952380952E-07,6.66666666666667E-06,0,735729,2,28,0,0,0,0,0,6.7,5462,-3,0,28,3,0.2,0,0.7,0,0,3,0,0,3.7,86662,0,0,0,0,1223,1379,0,0,208,Chelsea,Cardiff City,Liverpool,Wolverhampton,Arsenal,2.1,1.7,1.1,1.9,1,1.7,1.6,1.4,1.2,1.7,1,1.8,1,1.5,1.4,50.9
,Danilo,DEF,MCI,5100000,15,27,1.17391304347826,2.30179028132992E-07,5.29411764705882E-06,0,51708,1,5,0,0,0,1,0,5.3,4414,-4,0,27,4,1.5,0,7.7,3,0,2,0,0,1.2,59052,0,0,0,1,540,45207,0,0,121,Newcastle,Arsenal,Everton,Chelsea,West Ham,0.6,1.3,1,0,0.6,0.6,0.7,0.6,0.6,1.2,0.7,0.6,0.6,0.6,0.6,29.4
Scott,Dann,DEF,CRY,4400000,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,41,-1,0,0,1,0,0,0,0,0,0,0,0,0,740,0,0,0,0,0,59,0,0,0,Southampton,Fulham,West Ham,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl,Darlow,GLK,NEW,4400000,0,0,0,0,0,0,3067,0,0,0,0,0,0,0,0,74,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,531,0,0,0,0,0,15,0,0,0,Man City,Tottenham,Wolverhampton,Huddersfield,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4600000,1,13,0.565217391304348,1.22873345935728E-07,2.82608695652174E-06,0,28985,0,6,0,0,0,0,0,2.8,246,-4,0,13,4,0.1,0,0.3,2,0,1,0,0,0.2,10440,0,0,0,0,361,198,0,0,69,Burnley,Leicester,Fulham,Liverpool,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.9
,David Luiz,DEF,CHE,5900000,0,105,4.8,8.13559322033898E-07,1.77966101694915E-05,0,481015,2,17,0,0,0,1,0,17.8,40533,4,0,105,-4,0.8,0,4.7,15,0,10,0,2,13.8,1002232,0,0,0,2,1980,63162,0,0,504,Bournemouth,Huddersfield,Man City,Tottenham,Fulham,4.3,6.3,5.3,0,5.5,5.2,6.4,5.9,6.1,5.6,5.6,5.9,5.5,6,6,98.9
,David Silva,MID,MCI,8500000,1,89,4.7,5.52941176470588E-07,1.04705882352941E-05,0,1129078,1,9,0,0,0,6,0,10.5,23367,0,0,89,0,0.2,0,2,11,0,8,0,2,4.3,1060023,0,0,0,2,1340,10545,0,0,390,Newcastle,Arsenal,Everton,Chelsea,West Ham,5.9,9.6,4.2,0,5.2,4.3,5.1,4.2,5.1,5.5,5.4,3.9,4.9,5.2,4.5,180.7
Ben,Davies,DEF,TOT,5600000,0,43,2.5,4.46428571428571E-07,7.67857142857143E-06,0,419314,2,18,0,0,0,0,0,7.7,9956,-4,0,43,4,0.1,0,0.7,4,0,4,0,0,2,89072,0,0,0,0,1265,639,0,0,234,Watford,Newcastle,Leicester,Burnley,Chelsea,2,1.6,1.8,2.1,3,1.6,2.2,2,2.3,2.4,2.5,2.2,1.9,1.7,3,56.3
Tom,Davies,MID,EVE,5100000,0,15,0.652173913043478,1.27877237851662E-07,2.94117647058824E-06,0,11547,2,13,0,0,0,0,0,2.9,146,-4,0,15,4,0,0,0,0,0,1,0,0,0.1,3704,0,0,0,0,605,52,0,0,82,Huddersfield,Wolverhampton,Man City,Watford,Cardiff City,0.3,0.6,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.3
Steven,Davis,MID,SOU,4600000,0,9,3,6.52173913043478E-07,1.95652173913043E-06,0,7976,0,4,0,0,0,0,0,2,170,-4,0,9,4,0,0,0,2,0,0,0,1,0.1,2094,0,0,0,0,97,0,0,0,39,Crystal Palace,Burnley,Cardiff City,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2
Kevin,De Bruyne,MID,MCI,9700000,3,20,0.869565217391304,8.96458987001345E-08,2.06185567010309E-06,0,1429680,1,1,0,0,0,1,0,2.1,9356,-3,0,20,3,0.2,0,2.3,2,0,1,0,1,4.2,309234,0,0,0,0,311,18717,0,0,93,Newcastle,Arsenal,Everton,Chelsea,West Ham,0.4,0.8,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,32.3
David,De Gea,GLK,MUN,5700000,2,76,3.3,5.78947368421053E-07,1.33333333333333E-05,0,1007104,0,33,0,83,0,0,0,13.3,10297,-3,0,76,3,1.2,0,7,4,0,4,0,0,15.9,247193,0,0,0,1,2070,32105,0,0,409,Burnley,Leicester,Fulham,Liverpool,Crystal Palace,3.4,3.5,3,3.5,3.9,3.2,2.1,3.4,3.4,3.9,3.2,3.9,4.2,4.3,4.6,58.1
Troy,Deeney,FWD,WAT,6000000,2,68,3.4,5.66666666666667E-07,1.13333333333333E-05,0,585685,2,26,0,0,0,5,0,11.3,57352,0,-1,68,0,1.1,0,6.3,7,0,3,0,2,5.6,791693,0,0,0,2,1634,19097,1,0,229,Tottenham,Brighton,Everton,Cardiff City,Liverpool,3.4,3.2,3.9,3.3,2.6,3.2,2.9,3.9,3.8,4.7,4.1,3.7,3.2,2.9,3.7,136
Jermain,Defoe,FWD,BOU,5600000,0,4,1,1.78571428571429E-07,7.14285714285714E-07,0,43382,0,2,0,0,0,0,0,0.7,560,-4,0,4,4,0,0,0,0,0,0,0,0,0.4,9926,0,0,0,0,22,9,0,0,12,Chelsea,Cardiff City,Liverpool,Wolverhampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
Steven,Defour,MID,BUR,5300000,0,10,0.434782608695652,8.20344544708778E-08,1.88679245283019E-06,0,1617,0,14,0,0,0,0,0,1.9,24,-2,0,10,2,0,0,0,0,0,0,0,0,0,981,0,0,0,0,449,35,0,0,70,Man Utd,Southampton,Brighton,Tottenham,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.9
