FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Miguel,Almiron,MID,NEW,6000000,3,4,0.148148148148148,2.46913580246914E-08,6.66666666666667E-07,0,3429,0,1,0,0,0,0,0,0.7,1284,0,0,4,0,0.2,0,1.3,0,0,1,0,0,1,64000,0,0,0,0,98,32865,0,0,19,Burnley,West Ham,Everton,Bournemouth,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17.7
Marcos,Alonso,DEF,CHE,6400000,0,125,5,7.8125E-07,1.953125E-05,0,1834316,5,24,0,0,0,1,0,19.5,51134,-1,1,125,1,0.3,0,1.7,16,0,11,0,7,27.6,2141154,0,0,0,3,2219,5250,-1,0,554,Tottenham,Fulham,Wolverhampton,Everton,Cardiff City,6.2,5.2,6.9,6,6.1,6.4,5.7,6,5.8,6.6,6.2,121.5
Daniel,Amartey,MID,LEI,4300000,0,15,0.555555555555556,1.29198966408269E-07,3.48837209302326E-06,0,20338,2,9,0,0,0,0,0,3.5,63,-2,0,15,2,0,0,0,0,0,1,0,0,0.2,11298,0,0,0,0,639,14,0,0,103,Brighton,Watford,Fulham,Burnley,Bournemouth,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.8
Luke,Amos,MID,TOT,4300000,0,1,0.037037037037037,8.61326442721792E-09,2.32558139534884E-07,0,14294,0,0,0,0,0,0,0,0.2,105,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,14320,0,0,0,0,2,189,0,0,3,Chelsea,Arsenal,Southampton,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,3959,0,0,0,0,0,0,0,0,27,-1,0,0,1,0,0,0,0,0,0,0,0,0,2168,0,0,0,0,0,45,0,0,0,Tottenham,Fulham,Wolverhampton,Everton,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,28,1.07692307692308,2.15384615384615E-07,5.6E-06,0,38631,1,7,0,0,0,2,0,5.6,921,0,0,28,0,0.1,0,0.7,2,0,1,0,0,0.2,42043,0,0,0,0,529,52,0,0,62,Leicester,Huddersfield,Crystal Palace,Southampton,Tottenham,0,0.7,0.5,0,0.7,0.5,0.9,0.5,0.6,0.5,0.6,39
,Andre Gomes,MID,EVE,5400000,0,47,1.74074074074074,3.22359396433471E-07,8.7037037037037E-06,0,32473,5,22,0,0,0,1,0,8.7,591,-1,0,47,1,0.7,0,4,2,0,6,0,1,0.2,22698,0,0,0,1,1509,807,0,0,217,Cardiff City,Liverpool,Newcastle,Chelsea,West Ham,0.9,0.9,1.1,1,0.9,1.4,1,0.9,1.1,1.4,0.9,45.7
Michail,Antonio,MID,WHU,6800000,7,82,3.4,5E-07,1.20588235294118E-05,0,68659,2,23,0,0,0,4,0,12.1,6845,-2,0,82,2,0.9,0,6,4,0,5,0,5,1.5,70491,0,0,0,0,1504,8091,0,0,223,Man City,Newcastle,Cardiff City,Huddersfield,Everton,1.9,3.7,2.8,3.9,3.2,2.1,2.7,3.1,2.6,3.7,2.8,118.1
Stuart,Armstrong,MID,SOU,5100000,1,49,1.81481481481481,3.55846042120552E-07,9.6078431372549E-06,0,77716,2,21,0,0,0,3,0,9.6,756,-4,0,49,4,0.3,0,1.3,2,0,3,0,0,0.3,76799,0,0,0,1,1109,385,0,0,180,Fulham,Man Utd,Tottenham,Brighton,Liverpool,1.6,0.9,0.9,0,1,0.9,1.2,1.3,1.6,1,1.5,85.5
Marko,Arnautovic,FWD,WHU,6800000,4,83,4.4,6.47058823529412E-07,1.22058823529412E-05,0,2493791,3,24,0,0,0,7,0,12.2,19027,-2,0,83,2,0.3,0,1.8,12,0,2,0,4,6.9,1786626,0,0,0,2,1364,9515,0,0,294,Man City,Newcastle,Cardiff City,Huddersfield,Everton,4.1,5.1,4.8,5.4,5.5,4.1,5.2,4.9,4.6,5.7,4.7,139.1
Harry,Arter,MID,CAR,4900000,2,40,1.8,3.6734693877551E-07,8.16326530612245E-06,0,13094,7,38,0,0,0,0,0,8.2,66,-1,0,40,1,0.3,0,1.3,0,0,5,0,0,0.2,3905,0,0,0,0,1757,60,0,0,194,Everton,Wolverhampton,West Ham,Chelsea,Man City,1.2,1,1.2,0,1,0.9,1.1,0.9,1.1,1.2,0.9,47.2
Christian,Atsu,MID,NEW,5100000,1,35,1.8,3.52941176470588E-07,6.86274509803922E-06,0,10564,2,13,0,0,0,0,0,6.9,333,-4,0,35,4,0.5,0,2.3,0,0,5,0,0,0.1,4939,0,0,0,0,1178,152,0,0,110,Burnley,West Ham,Everton,Bournemouth,Arsenal,1.4,1,1.1,0.9,0.9,1.1,1.3,1.4,1,0.9,1.2,60.5
Pierre-Emerick,Aubameyang,FWD,ARS,11000000,1,151,5.8,5.27272727272727E-07,1.37272727272727E-05,0,2948188,0,32,0,0,0,15,0,13.6,167644,0,1,151,0,0.3,0,3.8,24,0,5,0,6,25,3313217,0,0,0,4,2015,24653,-1,0,543,Bournemouth,Tottenham,Man Utd,Newcastle,Everton,8.7,6.1,7.8,0,8,6.1,6.3,7.3,6.9,8.7,6.5,198.2
Serge,Aurier,DEF,TOT,5800000,1,24,0.888888888888889,1.53256704980843E-07,4.13793103448276E-06,0,50304,1,9,0,0,0,0,0,4.1,109,-2,0,24,2,0.1,0,0.5,0,0,2,0,2,0.5,17718,0,0,0,0,562,111,0,0,116,Chelsea,Arsenal,Southampton,Liverpool,Brighton,0.5,0.4,0.4,0,0.4,0.4,0.5,0.4,0.4,0.4,0.6,30.5
Charlie,Austin,FWD,SOU,5500000,1,35,1.2962962962963,2.35690235690236E-07,6.36363636363636E-06,0,110264,1,13,0,0,0,2,0,6.4,610,-5,0,35,5,0.3,1,1.5,1,0,4,0,1,0.4,41011,0,0,0,0,777,2081,0,0,94,Fulham,Man Utd,Tottenham,Brighton,Liverpool,1.2,0.8,0.6,0,0.6,0.6,0.7,0.7,1.1,0.8,0.8,58.2
Jordan,Ayew,FWD,CRY,5700000,4,40,2.2,3.85964912280702E-07,7.01754385964912E-06,0,38021,3,12,0,0,0,1,0,7,363,-3,0,40,3,0.3,0,1.8,2,0,5,0,2,0.2,20837,0,0,0,0,1087,253,0,0,98,Man Utd,Burnley,Brighton,Huddersfield,Newcastle,1.6,1.9,2.1,0,1.7,1.9,1.5,1.7,1.8,1.8,2.2,66.8
Floyd,Ayite,MID,FUL,4300000,0,8,0.296296296296296,6.89061154177433E-08,1.86046511627907E-06,0,11799,0,4,0,0,0,0,0,1.9,59,-2,0,8,2,0.1,0,0.3,0,0,0,0,0,0.1,6204,0,0,0,0,163,29,0,0,20,Southampton,Chelsea,Leicester,Liverpool,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.7
Cesar,Azpilicueta,DEF,CHE,6300000,0,98,3.8,6.03174603174603E-07,1.55555555555556E-05,0,631490,1,29,0,0,0,0,0,15.6,5648,-2,0,98,2,0.4,0,2.7,4,0,11,0,3,8,220593,0,0,0,0,2340,1348,0,0,562,Tottenham,Fulham,Wolverhampton,Everton,Cardiff City,4.2,3.4,4.7,4.5,4.6,4.4,3.8,4.1,3.9,4.5,4.2,105.2
Ryan,Babel,MID,FUL,5500000,7,18,0.666666666666667,1.21212121212121E-07,3.27272727272727E-06,0,12639,2,11,0,0,0,1,0,3.3,1498,0,0,18,0,0.8,0,4.3,0,0,0,0,2,0.4,37705,0,0,0,0,397,6349,0,0,68,Southampton,Chelsea,Leicester,Liverpool,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,29.3
Juninho,Bacuna,MID,HUD,4200000,2,15,0.555555555555556,1.32275132275132E-07,3.57142857142857E-06,0,21623,2,18,0,0,0,0,0,3.6,1418,-3,0,15,3,0.5,0,2,0,0,0,0,0,0.4,33889,0,0,0,0,606,3460,0,0,76,Wolverhampton,Brighton,Bournemouth,West Ham,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,25.6
Leandro,Bacuna,DEF,CAR,4500000,0,2,0.0740740740740741,1.64609053497942E-08,4.44444444444444E-07,0,126,0,6,0,0,0,0,0,0.4,23,0,0,2,0,0.2,0,0.7,0,0,0,0,0,0,415,0,0,0,0,122,28,0,0,16,Everton,Wolverhampton,West Ham,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,3.7
Eric,Bailly,DEF,MUN,5000000,0,13,0.481481481481481,9.62962962962963E-08,2.6E-06,0,188862,0,12,0,0,0,0,0,2.6,355,-5,0,13,5,0.4,0,1.8,0,0,1,0,0,1.3,58577,0,0,0,0,553,200,0,1,96,Crystal Palace,Southampton,Arsenal,Watford,Wolverhampton,0.2,0.2,0.2,0,0.4,0,0.2,0.4,0.2,0.2,0.2,12.3
Leighton,Baines,DEF,EVE,5000000,0,7,0.259259259259259,5.18518518518519E-08,1.4E-06,0,84944,0,6,0,0,0,0,0,1.4,154,-5,0,7,5,0.1,0,0.5,0,0,0,0,0,0.6,17619,0,0,0,0,374,68,0,0,48,Cardiff City,Liverpool,Newcastle,Chelsea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15.4
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11814,0,0,0,0,0,0,0,0,13,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,359,0,0,0,0,0,1,0,0,0,Tottenham,Fulham,Wolverhampton,Everton,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4200000,0,44,2.6,6.19047619047619E-07,1.04761904761905E-05,0,122949,2,25,0,0,0,1,0,10.5,695,-3,0,44,3,0,0,0,3,0,3,0,0,0.3,118886,0,0,0,1,1473,76,0,0,272,Man City,Newcastle,Cardiff City,Huddersfield,Everton,0,0,0,3,3.4,2.7,2.3,2.3,2.4,2.4,2.3,60.7
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,16572,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1633,0,0,0,0,0,11,0,0,0,Leicester,Huddersfield,Crystal Palace,Southampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,0,15,0.576923076923077,1.37362637362637E-07,3.57142857142857E-06,0,12998,2,10,0,0,0,1,0,3.6,277,-3,0,15,3,0,0,0,0,0,0,0,0,0.1,9215,0,0,0,1,591,7,0,0,86,Leicester,Huddersfield,Crystal Palace,Southampton,Tottenham,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,16.2
Sol,Bamba,DEF,CAR,4700000,6,95,3.7,7.87234042553191E-07,2.02127659574468E-05,0,148193,6,47,0,0,0,4,0,20.2,5302,2,-1,95,-2,1.1,0,5,11,0,7,0,1,4.9,383792,0,0,0,1,2340,56915,1,0,447,Everton,Wolverhampton,West Ham,Chelsea,Man City,5.4,4.1,4.2,0,5.2,3.1,3,4.5,3.3,4,3.8,111
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,4822,0,0,0,0,0,0,0,0,57,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,3521,0,0,0,0,0,6,0,0,0,Cardiff City,Liverpool,Newcastle,Chelsea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,1,27,1.9,4.52380952380952E-07,6.42857142857143E-06,0,11589,8,16,0,0,0,0,0,6.4,245,-3,0,27,3,0.3,0,1.3,0,0,3,0,0,0.2,10041,0,0,0,0,1220,1695,0,0,167,Newcastle,Crystal Palace,Liverpool,Leicester,Wolverhampton,1.1,1.4,1.3,1.5,1.7,1,2.1,1.6,1.5,1.7,1.3,37.7
Ross,Barkley,MID,CHE,5100000,0,65,2.5,4.90196078431373E-07,1.27450980392157E-05,0,673244,1,10,0,0,0,3,0,12.7,1495,-9,0,65,9,0.5,0,2.3,5,0,6,0,4,1.4,702820,0,0,0,2,890,1180,0,0,229,Tottenham,Fulham,Wolverhampton,Everton,Cardiff City,1.5,1.9,2.1,1.4,1.6,2.1,1.2,2.5,1.5,2,2,81.5
Ashley,Barnes,FWD,BUR,5700000,7,86,3.3,5.78947368421053E-07,1.50877192982456E-05,0,145392,5,22,0,0,0,8,0,15.4,3819,-3,-1,86,3,1.3,0,7.3,10,0,5,0,3,3,269007,0,0,0,1,1432,74044,1,0,262,Newcastle,Crystal Palace,Liverpool,Leicester,Wolverhampton,3,3,2.3,3.3,3.2,2.8,3.8,2.5,3.3,2.8,4.1,128.5
Harvey,Barnes,MID,LEI,5500000,5,15,0.555555555555556,1.01010101010101E-07,2.72727272727273E-06,0,1896,0,9,0,0,0,0,0,2.7,627,0,0,15,0,0.4,0,2.3,0,0,0,0,2,0.3,17464,0,0,0,0,378,6360,0,0,47,Brighton,Watford,Fulham,Burnley,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,37.9
Antonio,Barreca,DEF,NEW,4400000,0,1,0.037037037037037,8.41750841750842E-09,2.27272727272727E-07,0,292,0,0,0,0,0,0,0,0.2,120,-1,1,1,1,0.1,0,0.3,0,0,0,0,0,0,773,0,0,0,0,4,18,-1,0,3,Burnley,West Ham,Everton,Bournemouth,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CRY,6500000,7,12,0.444444444444444,6.83760683760684E-08,1.84615384615385E-06,0,19596,0,1,0,0,0,1,0,1.8,4705,0,0,12,0,0.6,0,4,1,0,0,0,1,1,82399,0,0,0,0,123,13135,0,0,36,Man Utd,Burnley,Brighton,Huddersfield,Newcastle,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.7
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,73512,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5518,0,0,0,0,0,4,0,0,0,Huddersfield,Cardiff City,Chelsea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4000000,1,25,0.925925925925926,2.31481481481481E-07,6.25E-06,0,321264,5,18,0,0,0,0,0,6.3,5223,0,0,25,0,0.6,0,2.5,2,0,1,0,1,7,435956,0,0,0,0,1160,18255,0,0,188,Fulham,Man Utd,Tottenham,Brighton,Liverpool,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.6,43.8
Asmir,Begovic,GLK,BOU,4300000,0,61,2.8,6.51162790697674E-07,1.41860465116279E-05,0,235209,0,42,0,57,0,0,0,14.2,3801,-2,0,61,2,0,0,0,4,0,5,0,0,3.1,148307,0,0,0,0,1980,919,0,0,348,Arsenal,Man City,Huddersfield,Newcastle,Leicester,1.4,2.9,2.7,2.7,2.3,2.8,1.7,3.3,1.9,2.9,2.2,42.2
Hector,Bellerin,DEF,ARS,5400000,0,60,3.2,5.92592592592593E-07,1.11111111111111E-05,0,1127953,3,21,0,0,0,0,0,11.1,2161,-1,0,60,1,0,0,0,5,0,4,0,5,4.8,566663,1,0,0,0,1532,39,0,0,304,Bournemouth,Tottenham,Man Utd,Newcastle,Everton,0,0,0,0,0,3.4,2.7,3.4,3,4.1,2.1,73.7
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,53176,0,0,0,0,0,0,0,0,485,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,28712,0,0,0,0,0,40,0,0,0,Brighton,Watford,Fulham,Burnley,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,2,0,0,0,Brighton,Watford,Fulham,Burnley,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4400000,0,53,2.8,6.36363636363636E-07,1.20454545454545E-05,0,51017,2,33,0,0,0,0,0,12,433,-1,0,53,1,0.6,0,2.8,4,0,6,0,1,0.4,52617,0,0,0,0,1678,311,0,0,284,Everton,Wolverhampton,West Ham,Chelsea,Man City,3.8,2.7,2.8,0,3.6,2,1.9,3,2.1,2.6,2.5,52.4
Ryan,Bennett,DEF,WOL,4200000,1,66,2.5,5.95238095238095E-07,1.57142857142857E-05,0,612805,8,32,0,0,0,1,0,15.7,10898,2,0,66,-2,0.6,0,2.5,1,0,6,0,0,11.8,997264,0,0,0,0,2340,15560,0,0,358,Huddersfield,Cardiff City,Chelsea,Burnley,Man Utd,2.8,3,2.6,0,3.7,0,2,2.6,2.2,2.4,2.1,69.2
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,17,0,0,0,Newcastle,Crystal Palace,Liverpool,Leicester,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,6300000,0,12,0.444444444444444,7.05467372134039E-08,1.9047619047619E-06,0,72339,0,6,0,0,0,0,0,1.9,264,-2,0,12,2,0.1,0,0.8,0,0,2,0,0,0.4,23691,0,0,0,0,467,143,0,0,7,Man Utd,Burnley,Brighton,Huddersfield,Newcastle,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,31.3
,Bernard,MID,EVE,5900000,0,54,2,3.38983050847458E-07,9.15254237288136E-06,0,56371,5,14,0,0,0,0,0,9.2,531,-1,0,54,1,0.2,0,1.3,4,0,6,0,4,0.2,43740,0,0,0,0,1262,200,0,0,191,Cardiff City,Liverpool,Newcastle,Chelsea,West Ham,1.1,1.1,1.4,1.2,1.1,1.7,1.3,1.1,1.4,1.8,1,78.2
,Bernardo,DEF,BHA,4200000,0,22,0.846153846153846,2.01465201465201E-07,5.23809523809524E-06,0,15130,2,13,0,0,0,0,0,5.2,105,-3,0,22,3,0,0,0,0,0,1,0,1,0.1,8989,0,0,0,0,904,58,0,0,146,Leicester,Huddersfield,Crystal Palace,Southampton,Tottenham,0.4,0.6,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,35
,Bernardo Silva,MID,MCI,7500000,0,108,4.2,5.6E-07,1.44E-05,0,1578011,3,19,0,0,0,5,0,14.4,11447,0,0,108,0,0.3,0,2.3,11,0,9,0,6,7.1,1569178,0,0,0,2,2071,48011,0,0,455,West Ham,Bournemouth,Watford,Fulham,Cardiff City,4.5,3.5,4.4,0,4.3,4.8,4.5,7.1,4.2,4.4,3.8,192.4
Ryan,Bertrand,DEF,SOU,4800000,0,34,2.6,5.41666666666667E-07,7.08333333333333E-06,0,346156,5,23,0,0,0,1,0,7.1,457,-2,0,34,2,0.1,0,0.3,1,0,4,0,0,1.9,79002,0,0,0,0,1170,564,0,0,181,Fulham,Man Utd,Tottenham,Brighton,Liverpool,2.6,2.3,2.3,0,2,2.6,2.7,2,2.5,2.1,3,56
Marcus,Bettinelli,GLK,FUL,4300000,0,15,0.555555555555556,1.29198966408269E-07,3.48837209302326E-06,0,40236,1,20,0,20,0,0,0,3.5,485,-2,0,15,2,0,0,0,0,0,0,0,0,0.3,37747,0,0,1,0,630,14,0,0,114,Southampton,Chelsea,Leicester,Liverpool,Man City,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,19.4
Philip,Billing,MID,HUD,4500000,1,58,2.5,5.55555555555556E-07,1.28888888888889E-05,0,253277,5,38,0,0,0,2,0,12.9,2673,0,0,58,0,0.2,0,0.8,4,0,4,0,0,1.4,310260,0,0,0,0,1927,1402,0,0,296,Wolverhampton,Brighton,Bournemouth,West Ham,Crystal Palace,1.9,1.9,2.5,1.8,2.2,1.8,1.6,1.8,1.3,1.4,2.2,112
Yves,Bissouma,MID,BHA,4600000,0,25,0.961538461538462,2.09030100334448E-07,5.43478260869565E-06,0,3235,3,16,0,0,0,0,0,5.4,17,-4,0,25,4,0.3,0,1.3,0,0,1,0,0,0,1630,0,0,0,0,975,34,0,0,80,Leicester,Huddersfield,Crystal Palace,Southampton,Tottenham,0.5,0.6,0.5,0,0.6,0.5,0.6,0.5,0.6,0.5,0.5,36.3
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,2,0,0,0,Crystal Palace,Southampton,Arsenal,Watford,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,12042,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1703,0,0,0,0,0,8,0,0,0,Everton,Wolverhampton,West Ham,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,14966,0,0,0,0,0,0,0,0,8,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,704,0,0,0,0,0,1,0,0,0,Cardiff City,Liverpool,Newcastle,Chelsea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4600000,2,82,3.3,7.17391304347826E-07,1.78260869565217E-05,0,428086,1,31,0,0,0,3,0,17.8,4646,1,0,82,-1,0.8,0,3.8,8,0,5,0,0,4.2,546955,0,0,0,2,2178,25494,0,1,424,Huddersfield,Cardiff City,Chelsea,Burnley,Man Utd,4.1,4.3,3.9,0,5.7,0,3.1,3.9,3.4,3.7,3.3,91.7
Bonatini Lohner Maia,Bonatini,FWD,WOL,4600000,0,10,1.4,3.04347826086957E-07,2.17391304347826E-06,0,69169,0,0,0,0,0,0,0,2.2,268,-4,0,10,4,0,0,0,0,0,0,0,1,0.4,35150,0,0,0,0,130,4,0,0,19,Huddersfield,Cardiff City,Chelsea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,13.6
