FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Troy,Deeney,FWD,WAT,5900000,2,66,3.5,5.93220338983051E-07,1.11864406779661E-05,0,527549,2,26,0,0,0,5,0,11.2,39505,-1,0,66,1,0.9,0,5.2,7,0,2,0,2,6.3,770257,0,0,0,2,1544,108638,0,0,220,Burnley,Tottenham,Brighton,Everton,Cardiff City,4.2,3.5,3.3,4,3.5,2.6,3.3,3,4,4,4.8,4.4,3.7,3.3,3.1,3.8,126.1
Jermain,Defoe,FWD,BOU,5600000,0,4,1,1.78571428571429E-07,7.14285714285714E-07,0,42814,0,2,0,0,0,0,0,0.7,848,-4,0,4,4,0,0,0,0,0,0,0,0,0.4,9917,0,0,0,0,22,16,0,0,12,West Ham,Chelsea,Cardiff City,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
Steven,Defour,MID,BUR,5300000,0,10,0.454545454545455,8.57632933104631E-08,1.88679245283019E-06,0,1591,0,14,0,0,0,0,0,1.9,33,-2,0,10,2,0,0,0,0,0,0,0,0,0,944,0,0,0,0,449,36,0,0,70,Watford,Man Utd,Southampton,Brighton,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.9
Fabian,Delph,DEF,MCI,5300000,0,28,1.27272727272727,2.40137221269297E-07,5.28301886792453E-06,0,84179,1,9,0,0,0,0,0,5.3,1849,-2,0,28,2,0.1,0,0.4,2,0,3,0,1,0.3,76554,0,0,0,0,712,784,0,1,183,Huddersfield,Newcastle,Arsenal,Chelsea,Everton,0.9,0.7,0.6,1,0.8,0.7,0.6,0.8,0.6,0.6,1.4,0.9,0.7,0.6,0.7,0.6,27.3
Mousa,Dembele,MID,TOT,4900000,0,14,0.636363636363636,1.2987012987013E-07,2.85714285714286E-06,0,79028,1,6,0,0,0,0,0,2.9,697,-1,0,14,1,0,0,0,0,0,1,0,0,0.8,23743,0,0,0,0,512,61,0,0,74,Fulham,Watford,Newcastle,Leicester,Burnley,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.1
Leander,Dendoncker,MID,WOL,4300000,2,5,0.227272727272727,5.28541226215645E-08,1.16279069767442E-06,0,33593,0,4,0,0,0,0,0,1.2,849,-2,0,5,2,0.2,0,0.8,0,0,0,0,0,0.3,21444,0,0,0,0,166,560,0,0,17,Leicester,West Ham,Everton,Newcastle,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.5
Laurent,Depoitre,FWD,HUD,5100000,1,30,1.5,2.94117647058824E-07,5.88235294117647E-06,0,72817,1,21,0,0,0,0,0,5.9,2268,-4,0,30,4,0.2,0,1,0,0,0,0,1,0.4,28970,0,0,0,0,956,1024,0,0,28,Man City,Everton,Chelsea,Arsenal,Newcastle,0.9,1.1,0.8,1.2,1.1,0.8,0.9,1.2,1.1,1,0.8,0.9,0.9,0.8,1,1.1,49.9
Gerard,Deulofeu,MID,WAT,5500000,2,55,2.5,4.54545454545455E-07,1E-05,0,130444,1,14,0,0,0,3,0,10,27155,0,0,55,0,0.7,0,4,4,0,3,0,3,2.4,249925,0,0,0,1,996,27125,0,0,160,Burnley,Tottenham,Brighton,Everton,Cardiff City,2.4,1.7,1.8,2,1.7,1.3,1.8,1.2,2.3,1.6,2.5,2.1,2.4,2.1,1.4,1.8,80.1
Fousseni,Diabate,MID,LEI,4600000,0,1,1,2.17391304347826E-07,2.17391304347826E-07,0,3329,0,1,0,0,0,0,0,0.2,102,-4,0,1,4,0,0,0,0,0,0,0,0,0,1146,0,0,0,0,54,12,0,0,4,Wolverhampton,Liverpool,Man Utd,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Adama,Diakhaby,MID,HUD,4500000,0,9,0.409090909090909,9.09090909090909E-08,2E-06,0,2926,0,6,0,0,0,0,0,2,50,-5,0,9,5,0,0,0,0,0,1,0,0,0,845,0,0,0,0,230,24,0,0,17,Man City,Everton,Chelsea,Arsenal,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5
Mohamed,Diame,MID,NEW,4800000,0,44,2.1,4.375E-07,9.16666666666667E-06,0,7786,3,27,0,0,0,0,0,9.2,361,-2,0,44,2,0.3,0,1.6,0,0,6,0,0,0.1,4999,0,0,0,0,1826,33,0,0,161,Cardiff City,Man City,Tottenham,Wolverhampton,Huddersfield,0,1,1.4,1.7,1.6,1.6,1.6,1.4,1.4,1.3,1.3,1.7,1.6,1.5,1,1.7,46.9
Grady,Diangana,MID,WHU,4500000,0,18,0.818181818181818,1.81818181818182E-07,4E-06,0,20267,0,11,0,0,0,0,0,4,1101,0,0,18,0,0.1,0,0.6,0,0,1,0,1,0.1,24163,0,0,0,0,457,61,0,0,63,Bournemouth,Wolverhampton,Liverpool,Crystal Palace,Fulham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,39.4
Brahim,Diaz,MID,MCI,4700000,0,0,0,0,0,0,3442,0,0,0,0,0,0,0,0,148,-3,0,0,3,0,0,0,0,0,0,0,0,0,1434,0,0,0,0,0,26,0,0,0,Huddersfield,Newcastle,Arsenal,Chelsea,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,4700000,0,39,3,6.38297872340426E-07,8.29787234042553E-06,0,181712,3,12,0,0,0,2,0,8.3,2622,-3,0,39,3,0,0,0,1,0,5,0,0,1,110524,0,0,0,0,1117,227,0,0,190,Fulham,Watford,Newcastle,Leicester,Burnley,0,2.1,2.6,2.2,2.9,2.2,2.5,3.2,2.2,2,3,2.7,1.8,2.1,2.6,2.4,42.8
Lucas,Digne,DEF,EVE,5300000,12,87,4.3,8.11320754716981E-07,1.64150943396226E-05,0,301375,3,26,0,0,0,3,0,16.7,26957,3,-1,87,-3,1.2,0,6.2,12,0,5,0,3,16.7,1114231,0,0,0,2,1699,232765,1,0,413,Southampton,Huddersfield,Wolverhampton,Watford,Man City,3.9,5.2,5.9,4.4,5.5,4.9,5.7,4.3,6.1,4.2,4.7,3.7,5.1,5.1,5.5,4.8,139.5
Issa,Diop,DEF,WHU,4300000,7,45,2.3,5.34883720930233E-07,1.04651162790698E-05,0,56625,3,26,0,0,0,0,0,10.5,3920,-2,0,45,2,0.5,0,2.2,2,0,4,0,0,0.8,54294,1,0,0,0,1800,4138,0,0,323,Bournemouth,Wolverhampton,Liverpool,Crystal Palace,Fulham,1.4,2.3,2,2.4,2,1.7,1.5,2.8,2.4,2.8,2.6,1.9,1.8,2.2,1.7,2,51.9
Matt,Doherty,DEF,WOL,5200000,1,90,4.1,7.88461538461538E-07,1.73076923076923E-05,0,714464,2,28,0,0,0,3,0,17.3,70754,7,0,90,-7,0.4,0,2,9,0,5,0,4,23.1,1964109,1,0,0,3,1939,69149,0,0,386,Leicester,West Ham,Everton,Newcastle,Bournemouth,4.3,4.3,5.1,3.9,3.5,5.6,5.6,5.6,3.9,4,4.3,4.3,5.3,4.8,4.9,4.5,136.7
Abdoulaye,Doucoure,MID,WAT,5900000,2,80,3.6,6.10169491525424E-07,1.35593220338983E-05,0,203618,3,31,0,0,0,3,0,13.6,17285,-1,0,80,1,0.5,0,2.8,9,0,4,0,5,2.3,214881,1,0,0,1,1891,14872,0,0,348,Burnley,Tottenham,Brighton,Everton,Cardiff City,4.1,3.1,3.2,3.6,3.1,2.4,3.3,2.1,3.9,2.9,4.3,3.7,4.2,3.6,2.7,3.2,125.2
Barry,Douglas,DEF,WOL,5000000,0,0,0,0,0,0,2688,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,4,0,0,0,Leicester,West Ham,Everton,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Dowell,MID,EVE,4500000,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,4,0,0,0,Southampton,Huddersfield,Wolverhampton,Watford,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,CHE,4600000,0,0,0,0,0,0,8125,0,0,0,0,0,0,0,0,146,-4,1,0,4,0,0,0,0,0,0,0,0,0.1,1792,0,0,0,0,0,31,-1,0,0,Arsenal,Bournemouth,Huddersfield,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,5000000,2,79,3.6,7.2E-07,1.58E-05,0,31650,0,31,0,68,0,0,0,15.8,2097,0,0,79,0,0.6,0,2.8,7,0,6,0,0,0.6,37876,0,0,0,0,1980,3879,0,0,397,Cardiff City,Man City,Tottenham,Wolverhampton,Huddersfield,4.7,3.6,4.5,4.6,4.3,3.6,4,4.9,3.1,2.7,3.6,4.3,3.3,3.7,3.7,3.6,53.8
Shane,Duffy,DEF,BHA,4600000,2,74,3.9,8.47826086956522E-07,1.60869565217391E-05,0,439489,3,25,0,0,0,4,0,16.1,16171,1,0,74,-1,0.8,0,3.6,6,0,4,0,2,4.4,510863,0,0,0,3,1647,24509,0,1,331,Man Utd,Fulham,Watford,Burnley,Chelsea,3.4,3.1,4.9,4.8,4.7,3.8,5.5,4.3,5.8,4.5,4.1,4.7,4.2,4.2,2.2,4.9,87.2
Paul,Dummett,DEF,NEW,4400000,0,45,3,6.81818181818182E-07,1.02272727272727E-05,0,18367,0,17,0,0,0,0,0,10.2,1248,-1,0,45,1,0.5,0,2.4,3,0,5,0,0,0.1,13516,0,0,0,1,1261,41,0,0,240,Cardiff City,Man City,Tottenham,Wolverhampton,Huddersfield,0,2.7,3.5,3.6,3.3,2.7,3,3.8,2.3,2,2.7,3.3,2.4,2.8,2.8,2.7,36.9
Lewis,Dunk,DEF,BHA,4500000,2,56,2.8,6.22222222222222E-07,1.24444444444444E-05,0,292007,3,26,0,0,0,2,0,12.4,13654,0,0,56,0,0.3,0,1.4,5,0,4,0,0,2.7,282219,0,0,0,1,1711,2048,0,1,313,Man Utd,Fulham,Watford,Burnley,Chelsea,2,1.8,3.1,3,2.9,2.3,3.6,2.6,4.2,2.8,2.5,2.9,2.5,2.5,1.4,3,63.9
Erik,Durm,DEF,HUD,4400000,6,35,1.59090909090909,3.61570247933884E-07,7.95454545454546E-06,0,11897,0,22,0,0,0,0,0,8,255,-1,0,35,1,0.5,0,2.2,2,0,2,0,1,0.1,4493,0,0,0,1,1182,62,0,0,185,Man City,Everton,Chelsea,Arsenal,Newcastle,1.1,1.6,1.5,0.8,1.1,1.2,0.9,1,1,1.4,0.9,1.3,1.1,1,0.9,1,44.4
Bruno,Ecuele Manga,DEF,CAR,4400000,7,57,2.6,5.90909090909091E-07,1.29545454545455E-05,0,11511,0,41,0,0,0,0,0,13,2221,-1,0,57,1,0.9,0,4,1,0,6,0,1,0.3,20081,0,0,0,0,1980,7005,0,0,346,Newcastle,Arsenal,Bournemouth,Southampton,Watford,2.2,1.3,2.4,2,2.5,3.4,2.6,2.3,1.9,3,1.9,1.8,2.6,1.9,2.5,2.1,53.4
,Ederson,GLK,MCI,5600000,6,90,4.1,7.32142857142857E-07,1.60714285714286E-05,0,883202,2,17,0,38,0,0,0,16.1,51761,1,0,90,-1,0.5,0,2.8,4,0,9,0,1,20.8,1004016,0,0,0,1,1980,31448,0,0,382,Huddersfield,Newcastle,Arsenal,Chelsea,Everton,5.3,4.3,4.2,5.6,4.7,4.6,3.2,5,4.1,3.8,5.9,5.1,4.5,3.7,4.6,3.8,37.5
Robert,Elliot,GLK,NEW,4300000,0,0,0,0,0,0,10165,0,0,0,0,0,0,0,0,193,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1408,0,0,0,0,0,64,0,0,0,Cardiff City,Man City,Tottenham,Wolverhampton,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Elneny,MID,ARS,4200000,0,1,0.0454545454545455,1.08225108225108E-08,2.38095238095238E-07,0,175506,0,0,0,0,0,0,0,0.2,5829,-3,0,1,3,0,0,0.2,0,0,0,0,0,2.2,103115,0,0,0,0,58,5097,0,0,0,Chelsea,Cardiff City,Man City,Huddersfield,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
Mohamed,Elyounoussi,MID,SOU,6100000,0,23,1.04545454545455,1.71385991058122E-07,3.77049180327869E-06,0,23550,0,6,0,0,0,0,0,3.8,140,-4,0,23,4,0.1,0,0.6,0,0,4,0,0,0.1,4227,0,0,0,0,637,55,0,0,77,Everton,Crystal Palace,Burnley,Cardiff City,Arsenal,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.6,45.3
,Emerson,DEF,CHE,5200000,0,2,0.0909090909090909,1.74825174825175E-08,3.84615384615385E-07,0,8255,0,0,0,0,0,0,0,0.4,183,-3,0,2,3,0.1,0,0.4,0,0,0,0,0,0.1,2076,0,0,0,0,13,107,0,0,7,Arsenal,Bournemouth,Huddersfield,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Bright,Enobakhare,MID,WOL,4300000,0,0,0,0,0,0,15665,0,0,0,0,0,0,0,0,285,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,6652,0,0,0,0,0,209,0,0,0,Leicester,West Ham,Everton,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,TOT,9300000,2,83,4.4,4.73118279569893E-07,8.9247311827957E-06,0,1032942,2,20,0,0,0,4,0,8.9,36424,-2,0,83,2,0.7,0,6.2,7,0,4,0,7,7.3,528485,0,0,0,1,1330,103365,0,0,355,Fulham,Watford,Newcastle,Leicester,Burnley,5.2,3.9,4.6,4,5.1,4.1,4.5,5.5,4,3.7,5.2,4.9,3.4,3.9,4.6,4.3,126
Neil,Etheridge,GLK,CAR,4600000,10,99,4.5,9.78260869565217E-07,2.15217391304348E-05,0,314107,2,41,0,82,0,0,0,21.5,20912,1,0,99,-1,1.6,0,7.4,14,0,6,0,0,10.9,822501,0,0,3,3,1980,110082,0,0,467,Newcastle,Arsenal,Bournemouth,Southampton,Watford,5,3.3,5.4,4.6,5.6,6.7,5.7,5.2,4.5,6.1,4.5,4.3,5.7,4.4,5.6,4.8,69.7
Jonny,Evans,DEF,LEI,4800000,0,35,1.59090909090909,3.31439393939394E-07,7.29166666666667E-06,0,24806,2,7,0,0,0,0,0,7.3,1543,-2,0,35,2,0.2,0,1,0,0,5,0,0,0.3,14664,0,0,0,0,781,34,0,0,165,Wolverhampton,Liverpool,Man Utd,Tottenham,Crystal Palace,0,1.1,0.9,1.3,1,1.3,1.2,1.1,0.9,1,1.5,0.8,1.1,0.8,1,1.3,24.8
Timothy,Eyoma,DEF,TOT,4000000,0,0,0,0,0,0,741,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,0,0,0,0,0,199,0,0,0,Fulham,Watford,Newcastle,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukasz,Fabianski,GLK,WHU,4800000,9,90,4.1,8.54166666666667E-07,1.875E-05,0,585051,0,32,0,83,0,0,0,18.8,33441,3,0,90,-3,0.8,0,3.6,13,0,4,0,0,17.8,663304,0,0,1,3,1980,35277,0,0,431,Bournemouth,Wolverhampton,Liverpool,Crystal Palace,Fulham,3.6,5.3,4.8,5.4,4.8,4.2,3.9,5.4,5.3,5.9,5.6,4.5,4.3,5.2,4.2,4.8,64.3
,Fabinho,MID,LIV,5500000,3,35,1.59090909090909,2.89256198347107E-07,6.36363636363636E-06,0,58555,3,5,0,0,0,1,0,6.4,4214,-5,0,35,5,0.7,0,3.6,0,0,5,0,2,0.7,38670,0,0,0,0,896,4309,0,0,141,Crystal Palace,Leicester,West Ham,Bournemouth,Man Utd,0.9,0.9,0.8,1.2,0.8,0.9,0.8,1.2,0.9,0.8,1,0.8,0.8,1.2,1.2,1.1,45.9
Cesc,Fabregas,MID,CHE,6200000,0,6,1,1.61290322580645E-07,9.67741935483871E-07,0,58741,1,2,0,0,0,0,0,1,598,-3,0,6,3,0.1,0,0.4,0,0,0,0,0,0.4,4845,0,0,0,0,175,52,0,0,36,Arsenal,Bournemouth,Huddersfield,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9
,Fabri,GLK,FUL,4300000,0,8,0.363636363636364,8.45665961945032E-08,1.86046511627907E-06,0,21586,0,5,0,15,0,0,0,1.9,546,-2,0,8,2,0,0,0,2,0,0,0,0,0.3,16299,0,0,0,0,180,66,0,0,47,Tottenham,Brighton,Crystal Palace,Man Utd,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.5
,Felipe Anderson,MID,WHU,7300000,3,108,4.9,6.71232876712329E-07,1.47945205479452E-05,0,959863,3,29,0,0,0,8,0,14.8,148568,3,1,108,-3,0.7,0,4.8,14,0,5,0,3,17.7,1785741,0,0,0,4,1860,109026,-1,0,424,Bournemouth,Wolverhampton,Liverpool,Crystal Palace,Fulham,5,5.9,4.3,6.2,6.5,3.7,5.8,5.1,6.1,5.5,4.5,4.8,5.1,5,6,5.3,179.1
Marouane,Fellaini,MID,MUN,4800000,0,26,1.18181818181818,2.46212121212121E-07,5.41666666666667E-06,0,85040,1,14,0,0,0,0,0,5.4,1431,-2,0,26,2,0,0,0.2,0,0,1,0,2,0.5,66080,0,0,0,0,746,181,0,0,119,Brighton,Burnley,Leicester,Fulham,Liverpool,0,0,0,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,38.1
Edimilson,Fernandes,MID,WHU,4500000,0,0,0,0,0,0,12093,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0.1,249,0,0,0,0,0,7,0,0,0,Bournemouth,Wolverhampton,Liverpool,Crystal Palace,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4400000,0,42,2.8,6.36363636363636E-07,9.54545454545455E-06,0,36341,2,21,0,0,0,0,0,9.5,1367,-1,0,42,1,0,0,0.2,5,0,3,0,2,0.3,36722,0,0,0,0,1260,1032,0,0,244,Cardiff City,Man City,Tottenham,Wolverhampton,Huddersfield,3.7,2.4,3.1,3.2,3,2.4,2.7,3.5,2.1,1.8,2.4,3,2.2,2.5,2.6,2.5,43.5
,Fernandinho,MID,MCI,5300000,2,64,3.2,6.0377358490566E-07,1.20754716981132E-05,0,454595,3,12,0,0,0,1,0,12.1,12107,-2,0,64,2,0.2,0,1.2,4,0,9,0,3,4,311006,0,0,0,1,1766,12592,0,0,365,Huddersfield,Newcastle,Arsenal,Chelsea,Everton,3.3,3.5,3.3,2.2,2,2.9,2.3,2.9,2.2,2.8,3.1,3.1,2.1,2.7,2.9,2.4,89.3
Roberto,Firmino,FWD,LIV,9300000,2,104,4.7,5.05376344086022E-07,1.11827956989247E-05,0,1967122,0,6,0,0,0,8,0,11.3,61832,-2,-1,104,2,0.7,0,6.2,15,0,15,0,5,21.9,1300483,0,0,0,2,1694,287297,1,0,423,Crystal Palace,Leicester,West Ham,Bournemouth,Man Utd,5,5.3,5.7,6.7,5.7,5.9,4.6,6.5,5.6,4.7,5.7,4.9,5.1,5.7,5.8,5.3,165.1
Phil,Foden,MID,MCI,4600000,0,8,0.363636363636364,7.90513833992095E-08,1.73913043478261E-06,0,16729,0,0,0,0,0,0,0,1.7,363,-4,0,8,4,0,0,0,0,0,0,0,0,0.1,5972,0,0,0,0,92,279,0,0,34,Huddersfield,Newcastle,Arsenal,Chelsea,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.1
,Fonte,MID,FUL,4400000,0,0,0,0,0,0,22762,0,0,0,0,0,0,0,0,169,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5687,0,0,0,0,0,9,0,0,0,Tottenham,Brighton,Crystal Palace,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4200000,0,0,0,0,0,0,45030,0,0,0,0,0,0,0,0,832,-3,0,0,3,0,0,0,0,0,0,0,0,0.6,7333,0,0,0,0,0,415,0,0,0,Everton,Crystal Palace,Burnley,Cardiff City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4500000,4,74,3.4,7.55555555555556E-07,1.64444444444444E-05,0,233226,1,32,0,67,0,0,0,16.4,15435,0,0,74,0,0.9,0,4.2,6,0,4,0,0,4.9,248872,0,0,1,2,1980,28251,0,0,392,Burnley,Tottenham,Brighton,Everton,Cardiff City,3.6,3.9,3.1,4.8,4.4,3.4,3.3,3.1,3.3,3.4,3.8,3,4.4,4,4.4,3.3,56.5
Timothy,Fosu-Mensah,DEF,FUL,4500000,0,3,0.136363636363636,3.03030303030303E-08,6.66666666666667E-07,0,37235,3,14,0,0,0,0,0,0.7,465,0,0,3,0,0,0,-0.2,0,0,0,0,0,0.4,8994,1,0,0,0,536,63,0,0,64,Tottenham,Brighton,Crystal Palace,Man Utd,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,18.2
Juan,Foyth,DEF,TOT,5000000,0,25,1.13636363636364,2.27272727272727E-07,5E-06,0,48542,1,8,0,0,0,1,0,5,2111,0,0,25,0,0.2,0,1.2,3,0,2,0,0,0.2,57671,0,0,0,1,540,125,0,0,110,Fulham,Watford,Newcastle,Leicester,Burnley,0.6,0.6,0.6,0.6,0.6,1,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.9,21.2
Simon,Francis,DEF,BOU,4300000,0,40,2.4,5.58139534883721E-07,9.30232558139535E-06,0,39385,1,24,0,0,0,0,0,9.3,1317,-2,1,40,2,0.3,0,1.2,0,0,4,0,2,0.3,25254,0,0,0,0,1227,32,-1,0,244,West Ham,Chelsea,Cardiff City,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4
Ryan,Fraser,MID,BOU,6100000,2,111,5,8.19672131147541E-07,1.81967213114754E-05,0,1677342,1,37,0,0,0,5,0,18.2,86377,6,0,111,-6,0.7,0,4.2,14,0,4,0,9,22.4,2809425,0,0,0,4,1759,132033,0,0,460,West Ham,Chelsea,Cardiff City,Liverpool,Wolverhampton,5.8,4.8,4.4,3.4,6.4,4.1,4.9,5.9,6.6,5.2,6.9,4.6,7.2,5.4,4.6,5.6,176.1
,Fred,MID,MUN,5400000,0,22,1,1.85185185185185E-07,4.07407407407407E-06,0,252487,2,10,0,0,0,1,0,4.1,1370,-6,0,22,6,0,0,0.2,3,0,1,0,0,1.2,52881,0,0,0,0,563,132,0,0,92,Brighton,Burnley,Leicester,Fulham,Liverpool,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,30.7
Ryan,Fredericks,DEF,WHU,4500000,0,2,0.0909090909090909,2.02020202020202E-08,4.44444444444444E-07,0,28635,2,8,0,0,0,0,0,0.4,166,-5,0,2,5,0,0,0,0,0,0,0,0,0.2,2669,0,0,0,0,287,11,0,0,25,Bournemouth,Wolverhampton,Liverpool,Crystal Palace,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5
Christian,Fuchs,DEF,LEI,4100000,0,2,0.0909090909090909,2.21729490022173E-08,4.8780487804878E-07,0,34967,0,1,0,0,0,0,0,0.5,618,-4,0,2,4,0,0,0,0,0,0,0,0,0.4,6297,0,0,0,0,90,507,0,0,16,Wolverhampton,Liverpool,Man Utd,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
Manolo,Gabbiadini,FWD,SOU,5600000,0,23,1.9,3.39285714285714E-07,4.10714285714286E-06,0,25913,0,12,0,0,0,1,0,4.1,814,-4,0,23,4,0,0,0,3,0,0,0,0,0.1,12423,0,0,0,1,468,49,0,0,56,Everton,Crystal Palace,Burnley,Cardiff City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8
Sam,Gallagher,FWD,SOU,4500000,1,1,0.0454545454545455,1.01010101010101E-08,2.22222222222222E-07,0,757,0,0,0,0,0,0,0,0.2,757,0,0,1,0,0.2,0,1,0,0,0,0,0,0,1983,0,0,0,0,1,1983,0,0,3,Everton,Crystal Palace,Burnley,Cardiff City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,6000000,0,0,0,0,0,0,8236,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.1,227,0,0,0,0,0,5,0,0,0,Cardiff City,Man City,Tottenham,Wolverhampton,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo,Gazzaniga,GLK,TOT,4500000,0,10,0.454545454545455,1.01010101010101E-07,2.22222222222222E-06,0,6988,0,1,0,8,0,0,0,2.2,122,0,0,10,0,0,0,0,0,0,1,0,0,0,7517,0,0,0,0,180,76,0,0,48,Fulham,Watford,Newcastle,Leicester,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.5
Rachid,Ghezzal,MID,LEI,5100000,1,23,1.04545454545455,2.04991087344029E-07,4.50980392156863E-06,0,38173,2,10,0,0,0,1,0,4.5,164,-4,0,23,4,0.1,0,0.6,2,0,1,0,0,0.1,29644,0,0,0,0,570,59,0,0,80,Wolverhampton,Liverpool,Man Utd,Tottenham,Crystal Palace,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,56.1
Morgan,Gibbs-White,MID,WOL,4300000,1,23,1.04545454545455,2.43128964059197E-07,5.34883720930233E-06,0,49658,1,8,0,0,0,0,0,5.3,5870,-2,0,23,2,0.3,0,1.4,0,0,2,0,1,0.7,67101,0,0,0,0,439,2880,0,0,69,Leicester,West Ham,Everton,Newcastle,Bournemouth,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,19.1
