FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Craig,Cathcart,DEF,WAT,4500000,1,43,2.5,5.55555555555556E-07,9.55555555555555E-06,0,55254,1,25,0,0,0,1,0,9.6,2520,0,0,43,0,0.2,0,1,3,0,3,0,0,0.9,91033,1,0,0,1,1521,769,0,0,260,West Ham,Chelsea,Newcastle,Bournemouth,Crystal Palace,2,2.8,1.8,1.5,2.4,2.4,2.4,1.8,3.4,2.7,2,2.3,1.8,2.3,2,2.3,1.8,3.1,2.6,2.4,2,49.8
Ivan,Cavaleiro,MID,WOL,5200000,6,30,1.76470588235294,3.39366515837104E-07,5.76923076923077E-06,0,15955,1,4,0,0,0,3,0,5.8,579,-3,0,30,3,0.3,0,1.8,3,0,1,0,0,0.1,14194,0,0,0,1,263,391,0,0,95,Liverpool,Fulham,Tottenham,Crystal Palace,Man City,0.9,1.1,0.9,1.2,0.9,1.2,1,0.9,1.3,1,1.4,1.3,0.9,1.1,1.1,1,1.2,1.5,0.9,1.5,0.9,36.7
Petr,Cech,GLK,ARS,4900000,0,24,1.41176470588235,2.88115246098439E-07,4.89795918367347E-06,0,121490,0,9,0,27,0,0,0,4.9,1736,-1,0,24,1,0,0,0,3,0,1,0,0,1.3,79845,0,0,0,0,585,278,0,0,130,Burnley,Brighton,Liverpool,Fulham,West Ham,1,0.7,0.8,0.9,0.8,1.2,1.7,0.7,1.3,0.9,0.8,0.9,0.9,0.9,0.7,0.9,0.8,1,0.7,1.3,0.7,20.4
,Cedric,DEF,SOU,4400000,0,44,2.9,6.59090909090909E-07,1E-05,0,339806,4,29,0,0,0,1,0,10,17597,-1,0,44,1,0.5,0,2.4,7,0,3,0,2,4.1,158791,0,0,0,1,1315,1531,0,0,236,Huddersfield,West Ham,Man City,Chelsea,Leicester,0,2.6,3,2.9,2.4,4.2,3.1,2.2,4.4,1.6,3,2.5,3,2.5,2.3,3.2,3.3,2.5,2.5,2.5,3.9,59.1
Nathaniel,Chalobah,MID,WAT,4500000,0,6,0.352941176470588,7.84313725490196E-08,1.33333333333333E-06,0,10453,2,4,0,0,0,0,0,1.3,248,0,0,6,0,0.1,0,0.6,0,0,0,0,0,0.1,4132,0,0,0,0,191,84,0,0,23,West Ham,Chelsea,Newcastle,Bournemouth,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.2
,Chamberlain,MID,LIV,6400000,0,0,0,0,0,0,1778,0,0,0,0,0,0,0,0,42,-1,0,0,1,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,23,0,0,0,Wolverhampton,Newcastle,Arsenal,Man City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4200000,1,10,0.588235294117647,1.40056022408964E-07,2.38095238095238E-06,0,72151,2,17,0,0,0,0,0,2.4,1077,-3,0,10,3,0.2,0,1,0,0,0,0,0,0.9,17058,0,0,0,0,786,1039,0,0,107,Newcastle,Wolverhampton,Huddersfield,Arsenal,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.5,0.3,0.3,42.1
,Chicharito,FWD,WHU,6500000,5,48,3.7,5.69230769230769E-07,7.38461538461539E-06,0,156412,0,9,0,0,0,4,0,7.5,24305,0,-1,48,0,0.9,0,6,4,0,4,0,3,7.8,467840,0,0,0,1,641,58371,1,0,168,Watford,Southampton,Burnley,Brighton,Arsenal,4.1,4.3,4.1,4.6,4.1,4.2,3.5,3,4,5,3.3,3.4,4,3.6,4.4,3.3,4.6,3.8,3.7,4.4,4,48.9
Benjamin,Chilwell,DEF,LEI,5100000,0,55,3.4,6.66666666666667E-07,1.07843137254902E-05,0,146363,1,20,0,0,0,0,0,10.6,37312,1,1,55,-1,0.4,0,2.2,5,0,5,0,2,2.4,250253,0,0,0,1,1440,421,-1,0,254,Chelsea,Man City,Cardiff City,Everton,Southampton,0,3.6,5,3.8,3.5,3.6,3.4,3.6,3.9,3.8,4.4,3.4,3.6,3,3.1,4.6,2.8,3.3,2.8,3,4.2,69.5
Hamza,Choudhury,MID,LEI,4300000,0,0,0,0,0,0,5211,0,0,0,0,0,0,0,0,175,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,3431,0,0,0,0,0,181,0,0,0,Chelsea,Man City,Cardiff City,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,5000000,0,0,0,0,0,0,49431,1,2,0,0,0,0,0,0,367,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,3124,0,0,0,0,90,123,0,0,11,Leicester,Watford,Crystal Palace,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
Cyrus,Christie,DEF,FUL,4200000,1,10,0.9,2.14285714285714E-07,2.38095238095238E-06,0,10634,1,20,0,0,0,0,0,2.4,181,-3,0,10,3,0.2,0,1,0,0,0,0,0,0.1,2350,0,0,0,0,800,117,0,0,98,Newcastle,Wolverhampton,Huddersfield,Arsenal,Burnley,0.4,0.5,0.7,0.4,0.4,0.5,0.6,0.4,0.5,0.4,0.4,0.6,0.4,0.5,0.5,0.4,0.8,0.4,0.9,0.4,0.4,37.5
Ibrahima,Cisse,MID,FUL,4400000,0,1,0.0588235294117647,1.33689839572193E-08,2.27272727272727E-07,0,5176,0,1,0,0,0,0,0,0.2,127,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.1,4965,0,0,0,0,17,57,0,0,3,Newcastle,Wolverhampton,Huddersfield,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Ciaran,Clark,DEF,NEW,4500000,6,34,2,4.44444444444444E-07,7.55555555555556E-06,0,18417,1,13,0,0,0,2,0,7.6,1293,0,0,34,0,0.8,0,3.4,3,0,2,0,0,0.3,19040,0,0,0,1,767,5436,0,0,167,Fulham,Liverpool,Watford,Man Utd,Chelsea,0,0,0,0,0,2.4,1.3,2,1.8,1.9,1.4,1.7,2.2,1.2,1.1,1.4,1.6,1.3,1.5,1.4,1.4,36.6
Tom,Cleverley,MID,WAT,5000000,1,1,0.0588235294117647,1.17647058823529E-08,2E-07,0,524,0,0,0,0,0,0,0,0.2,24,0,0,1,0,0,0,0.2,0,0,0,0,0,0,411,0,0,0,0,3,30,0,0,4,West Ham,Chelsea,Newcastle,Bournemouth,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathaniel,Clyne,DEF,LIV,4600000,2,2,0.117647058823529,2.55754475703325E-08,4.34782608695652E-07,0,24080,0,1,0,0,0,0,0,0.4,542,-4,0,2,4,0.1,0,0.4,0,0,0,0,0,0.5,16857,0,0,0,0,90,13851,0,0,13,Wolverhampton,Newcastle,Arsenal,Man City,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.4
Conor,Coady,DEF,WOL,4500000,9,49,2.9,6.44444444444444E-07,1.08888888888889E-05,0,26122,4,19,0,0,0,0,0,10.9,1222,0,0,49,0,0.6,0,2.6,5,0,5,0,0,0.6,24774,0,0,0,1,1530,3230,0,0,282,Liverpool,Fulham,Tottenham,Crystal Palace,Man City,3.1,2.2,3,3,2.3,2.9,2.5,2.9,2.2,2,3.8,4.3,3,2.2,2.3,2.9,2.2,3.5,2.6,2.9,2.6,30.3
Seamus,Coleman,DEF,EVE,5200000,0,37,2.8,5.38461538461538E-07,7.11538461538462E-06,0,166435,1,15,0,0,0,1,0,7.1,6106,-3,0,37,3,0.3,0,1.8,2,0,3,0,0,1.4,85534,1,0,0,1,1136,1604,0,0,201,Tottenham,Burnley,Brighton,Leicester,Bournemouth,3.1,1.8,1.8,3,2.6,1.7,3.2,3.4,2,3.1,2.7,3.2,2,3.5,2,2.4,1.7,3.1,2.4,3.1,2.4,46.7
Matthew,Connolly,DEF,CAR,3800000,0,0,0,0,0,0,58540,0,0,0,0,0,0,0,0,2010,-2,0,0,2,0,0,0,0,0,0,0,0,1.2,35158,0,0,0,0,0,3627,0,0,0,Man Utd,Crystal Palace,Leicester,Tottenham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,4600000,2,41,2.6,5.65217391304348E-07,8.91304347826087E-06,0,48797,3,28,0,0,0,1,0,8.9,1517,-4,0,41,4,0.8,0,3.8,0,0,4,0,1,0.5,18270,0,0,0,0,1422,4407,0,0,198,Arsenal,Everton,West Ham,Huddersfield,Fulham,1.6,2.5,2,2.4,2.8,1.7,1.6,2.8,1.6,1.7,2.6,2.3,1.3,2.3,2.4,1.8,2.5,1.3,1.6,1.3,2.3,47.9
Helder,Costa,MID,WOL,4800000,3,37,2.2,4.58333333333333E-07,7.70833333333333E-06,0,58131,3,16,0,0,0,0,0,7.7,1355,-2,0,37,2,0.5,0,2.4,0,0,4,0,2,0.5,38313,0,0,0,0,1145,1292,0,0,99,Liverpool,Fulham,Tottenham,Crystal Palace,Man City,1.2,1.6,1.3,1.7,1.1,1.7,1.4,1.1,1.8,1.5,2,1.9,1.1,1.6,1.5,1.5,1.7,2.1,1.4,2.1,1.1,57.6
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,54150,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0.5,296,0,0,0,0,0,7,0,0,0,Leicester,Watford,Crystal Palace,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,35,0,0,0,Watford,Southampton,Burnley,Brighton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5100000,0,9,0.529411764705882,1.03806228373702E-07,1.76470588235294E-06,0,79273,1,7,0,0,0,0,0,1.8,657,-4,0,9,4,0.1,0,0.4,0,0,0,0,0,0.6,5326,0,0,0,0,475,461,0,0,74,Watford,Southampton,Burnley,Brighton,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,24
,Cunningham,DEF,CAR,4200000,0,3,0.176470588235294,4.20168067226891E-08,7.14285714285714E-07,0,3712,2,9,0,0,0,0,0,0.7,51,-3,0,3,3,0.1,0,0.4,0,0,0,0,0,0,561,0,0,0,0,360,6,0,0,38,Man Utd,Crystal Palace,Leicester,Tottenham,Huddersfield,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.5
Pontus,Dahlberg,GLK,WAT,4400000,0,0,0,0,0,0,1904,0,0,0,0,0,0,0,0,29,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,482,0,0,0,0,0,12,0,0,0,West Ham,Chelsea,Newcastle,Bournemouth,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5300000,0,3,0.176470588235294,3.32963374028857E-08,5.66037735849057E-07,0,5162,2,4,0,0,0,0,0,0.6,668,-2,0,3,2,0.1,0,0.6,0,0,0,0,0,0.2,10556,0,0,0,0,243,3187,0,0,37,Cardiff City,Huddersfield,Bournemouth,Newcastle,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.2
Loic,Damour,MID,CAR,4300000,0,2,0.117647058823529,2.7359781121751E-08,4.65116279069767E-07,0,3717,0,2,0,0,0,0,0,0.5,153,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,2530,0,0,0,0,21,120,0,0,6,Man Utd,Crystal Palace,Leicester,Tottenham,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9
Charlie,Daniels,DEF,BOU,4200000,1,20,1.17647058823529,2.80112044817927E-07,4.76190476190476E-06,0,692570,2,16,0,0,0,0,0,4.8,4261,-3,0,20,3,0.2,0,0.8,0,0,2,0,0,4.3,71516,0,0,0,0,862,4567,0,0,149,Brighton,Tottenham,Man Utd,Watford,Everton,0.9,0.7,0.6,0.8,0.7,0.6,0.9,0.8,0.6,0.8,0.6,0.7,1,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.7,37.4
,Danilo,DEF,MCI,5100000,0,2,0.117647058823529,2.30680507497116E-08,3.92156862745098E-07,0,43685,0,1,0,0,0,0,0,0.4,406,-4,0,2,4,0.1,0,0.4,0,0,0,0,0,0.3,3480,0,0,0,0,90,21,0,0,14,Crystal Palace,Leicester,Southampton,Liverpool,Wolverhampton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.8
Scott,Dann,DEF,CRY,4400000,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,25,0,0,0,Man City,Cardiff City,Chelsea,Wolverhampton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl,Darlow,GLK,NEW,4400000,0,0,0,0,0,0,2548,0,0,0,0,0,0,0,0,86,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,426,0,0,0,0,0,14,0,0,0,Fulham,Liverpool,Watford,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4600000,1,12,0.705882352941177,1.53452685421995E-07,2.60869565217391E-06,0,26054,0,6,0,0,0,0,0,2.6,409,-4,0,12,4,0.4,0,2,2,0,1,0,0,0.2,9164,0,0,0,0,360,1053,0,0,66,Cardiff City,Huddersfield,Bournemouth,Newcastle,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,11.9
,David Luiz,DEF,CHE,5800000,2,75,4.7,8.10344827586207E-07,1.29310344827586E-05,0,258765,1,12,0,0,0,1,0,13.2,14382,3,-1,75,-3,0.8,0,4.8,9,0,8,0,0,9.9,561036,0,0,0,1,1440,94858,1,0,352,Leicester,Watford,Crystal Palace,Southampton,Newcastle,5.7,5.4,6.1,5.7,4.7,3.8,4.2,6.2,4.9,6.7,5.8,4.7,6.3,5.5,5.6,5.1,5.3,5.9,5.4,6.1,5.3,66
,David Silva,MID,MCI,8500000,0,72,5.1,6E-07,8.47058823529412E-06,0,1019076,1,6,0,0,0,5,0,8.4,81662,0,1,72,0,0.4,0,3,8,0,7,0,2,4.3,951268,0,0,0,1,1074,238,-1,0,318,Crystal Palace,Leicester,Southampton,Liverpool,Wolverhampton,0,0,0,5,6.4,6.5,6.9,6.1,4.9,4,5.5,5.2,6.2,4.8,5.6,6.6,5.8,4.9,5.4,6.2,4.9,151.7
Ben,Davies,DEF,TOT,5600000,8,39,3,5.35714285714286E-07,6.96428571428571E-06,0,362174,1,12,0,0,0,0,0,7,4241,-4,0,39,4,0.6,0,3.6,4,0,4,0,0,2.6,70665,0,0,0,0,989,14656,0,0,196,Everton,Bournemouth,Wolverhampton,Cardiff City,Man Utd,3.3,2.3,3.1,3.8,2.8,2.6,3,2.1,2.7,2.7,3.4,2.1,2.6,2.9,3,3.5,3.7,2.7,2.4,2.3,4,47.2
Tom,Davies,MID,EVE,5100000,1,12,0.705882352941177,1.3840830449827E-07,2.35294117647059E-06,0,10463,2,7,0,0,0,0,0,2.3,141,-4,1,12,4,0,0,0.2,0,0,1,0,0,0.1,3088,0,0,0,0,505,55,-1,0,66,Tottenham,Burnley,Brighton,Leicester,Bournemouth,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,14.9
Steven,Davis,MID,SOU,4600000,0,9,0.529411764705882,1.15089514066496E-07,1.95652173913043E-06,0,6798,0,4,0,0,0,0,0,2,175,-4,0,9,4,0.3,0,1.6,2,0,0,0,1,0.1,1818,0,0,0,0,97,88,0,0,39,Huddersfield,West Ham,Man City,Chelsea,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.2
Kevin,De Bruyne,MID,MCI,9700000,1,3,0.176470588235294,1.81928441479685E-08,3.09278350515464E-07,0,1339515,1,0,0,0,0,0,0,0.3,1699,-3,0,3,3,0,0,0.2,0,0,0,0,0,3.6,188104,0,0,0,0,96,25921,0,0,10,Crystal Palace,Leicester,Southampton,Liverpool,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.7
David,De Gea,GLK,MUN,5700000,3,49,2.9,5.08771929824561E-07,8.59649122807018E-06,0,922313,0,29,0,62,0,0,0,8.6,12244,-3,0,49,3,0.6,0,3.2,1,0,2,0,0,14.8,113170,0,0,0,0,1530,5801,0,0,289,Cardiff City,Huddersfield,Bournemouth,Newcastle,Tottenham,3.4,3.7,2.4,2.7,3.1,3.5,2.9,2.6,2.3,3,3.1,2.8,1.8,2.9,3.1,2.9,2.4,3,3.4,3.9,4.3,41.5
Troy,Deeney,FWD,WAT,5800000,2,40,2.9,5E-07,6.89655172413793E-06,0,432840,1,20,0,0,0,2,0,6.9,11271,-2,0,40,2,0.3,0,1.8,4,0,1,0,1,2.6,459896,0,0,0,1,1153,2731,0,0,122,West Ham,Chelsea,Newcastle,Bournemouth,Crystal Palace,3,2.4,2.6,2.6,2.5,3.3,2.3,2.3,3.4,2.5,1.8,2.9,1.9,3.4,2.9,4.2,3.2,2.7,2.6,2,3,86.9
Jermain,Defoe,FWD,BOU,5600000,0,4,0.235294117647059,4.20168067226891E-08,7.14285714285714E-07,0,39560,0,2,0,0,0,0,0,0.7,435,-4,0,4,4,0,0,0,0,0,0,0,0,0.4,9047,0,0,0,0,22,202,0,0,12,Brighton,Tottenham,Man Utd,Watford,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.6
Steven,Defour,MID,BUR,5400000,0,10,0.588235294117647,1.08932461873638E-07,1.85185185185185E-06,0,1402,0,14,0,0,0,0,0,1.9,43,-1,0,10,1,0.1,0,0.6,0,0,0,0,0,0,825,0,0,0,0,449,8,0,0,70,Arsenal,Everton,West Ham,Huddersfield,Fulham,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.9
Fabian,Delph,DEF,MCI,5300000,1,26,1.52941176470588,2.88568257491676E-07,4.90566037735849E-06,0,43899,1,4,0,0,0,0,0,4.9,2051,-2,0,26,2,0.4,0,2.2,2,0,3,0,0,0.8,68197,0,0,0,0,563,17286,0,0,152,Crystal Palace,Leicester,Southampton,Liverpool,Wolverhampton,1.2,0.8,0.8,1.2,1.3,1.5,0.9,0.8,1.4,1,0.9,0.8,1.2,0.9,0.8,1.9,1.1,1.1,0.8,1.1,0.8,16.7
Mousa,Dembele,MID,TOT,4900000,0,14,0.823529411764706,1.68067226890756E-07,2.85714285714286E-06,0,75365,1,6,0,0,0,0,0,2.9,709,-1,0,14,1,0,0,0,0,0,1,0,0,0.8,23503,0,0,0,0,512,31,0,0,74,Everton,Bournemouth,Wolverhampton,Cardiff City,Man Utd,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,7.1
Leander,Dendoncker,MID,WOL,4300000,0,1,0.0588235294117647,1.36798905608755E-08,2.32558139534884E-07,0,29373,0,0,0,0,0,0,0,0.2,864,-2,0,1,2,0,0,0.2,0,0,0,0,0,0.4,18964,0,0,0,0,9,522,0,0,3,Liverpool,Fulham,Tottenham,Crystal Palace,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Laurent,Depoitre,FWD,HUD,5100000,2,25,1.6,3.13725490196078E-07,4.90196078431373E-06,0,62152,1,18,0,0,0,0,0,4.9,1818,-4,0,25,4,0.3,0,1.4,0,0,0,0,1,0.5,20779,0,0,0,0,849,1412,0,0,23,Southampton,Man Utd,Fulham,Burnley,Cardiff City,1.3,1.3,1.7,1.2,1.1,0.9,1.2,0.8,1.1,1.3,0.9,1,1.2,1.3,1.1,1,1,1.1,0.8,1.2,1.2,43.1
Gerard,Deulofeu,MID,WAT,5400000,13,35,2.05882352941176,3.81263616557734E-07,6.48148148148148E-06,0,57836,1,7,0,0,0,2,0,6.5,2310,-1,0,35,1,0.6,0,3.4,3,0,2,0,2,0.8,83021,0,0,0,1,556,16710,0,0,100,West Ham,Chelsea,Newcastle,Bournemouth,Crystal Palace,1.3,1.1,1.7,1.3,1.5,1.9,1.1,1.1,1.7,1,1,1.5,1,1.9,1.1,1.9,1.5,1.7,1.6,1,1.3,50.2
Fousseni,Diabate,MID,LEI,4600000,0,1,0.0588235294117647,1.27877237851662E-08,2.17391304347826E-07,0,2985,0,1,0,0,0,0,0,0.2,39,-4,0,1,4,0,0,0.2,0,0,0,0,0,0,998,0,0,0,0,54,27,0,0,4,Chelsea,Man City,Cardiff City,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Adama,Diakhaby,MID,HUD,4600000,0,9,0.529411764705882,1.15089514066496E-07,1.95652173913043E-06,0,2713,0,6,0,0,0,0,0,2,36,-4,0,9,4,0,0,0,0,0,1,0,0,0,726,0,0,0,0,230,12,0,0,17,Southampton,Man Utd,Fulham,Burnley,Cardiff City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5
Mohamed,Diame,MID,NEW,4900000,3,36,2.1,4.28571428571429E-07,7.3469387755102E-06,0,6160,3,22,0,0,0,0,0,7.3,181,-1,0,36,1,0.4,0,2,0,0,5,0,0,0.1,4615,0,0,0,0,1504,495,0,0,106,Fulham,Liverpool,Watford,Man Utd,Chelsea,1.6,1.1,1.5,1.1,1.1,1.4,1,1.4,1.7,1.5,1.6,1.6,1.4,1.6,1.4,1.3,1.6,1.6,1.5,1,1.7,38.2
Grady,Diangana,MID,WHU,4500000,1,15,0.882352941176471,1.96078431372549E-07,3.33333333333333E-06,0,14566,0,9,0,0,0,0,0,3.3,2074,0,0,15,0,0.2,0,0.8,0,0,1,0,1,0.2,23730,0,0,0,0,343,54,0,0,58,Watford,Southampton,Burnley,Brighton,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,31.9
Brahim,Diaz,MID,MCI,4700000,0,0,0,0,0,0,2839,0,0,0,0,0,0,0,0,66,-3,0,0,3,0,0,0,0,0,0,0,0,0,1124,0,0,0,0,0,64,0,0,0,Crystal Palace,Leicester,Southampton,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,4800000,0,39,3,6.25E-07,8.125E-06,0,157223,3,12,0,0,0,2,0,8.1,18920,-2,0,39,2,0.5,0,2.6,1,0,5,0,0,1.5,109725,0,0,0,0,1117,323,0,0,190,Everton,Bournemouth,Wolverhampton,Cardiff City,Man Utd,0,0,0,0,2.2,2.9,2.5,2.7,2.5,2.8,1.9,2.4,3,2.5,1.9,3.1,2.8,1.6,2.1,2.7,2.7,42.8
Lucas,Digne,DEF,EVE,5000000,3,56,3.7,7.4E-07,1.12E-05,0,160990,2,17,0,0,0,1,0,11.4,7614,0,-1,56,0,0.9,0,4.6,6,0,4,0,2,5.4,305833,0,0,0,0,1249,84883,1,0,307,Tottenham,Burnley,Brighton,Leicester,Bournemouth,4.6,2.8,2.9,4.5,4,2.7,4.4,4.9,3.1,4.6,3.8,4.7,3.2,5.1,3.1,3.6,2.6,4.6,3.7,4.7,3.7,102
Issa,Diop,DEF,WHU,4300000,7,34,2.3,5.34883720930233E-07,7.90697674418605E-06,0,37308,2,19,0,0,0,0,0,7.9,1085,-2,0,34,2,0.7,0,3,1,0,3,0,0,0.9,39742,1,0,0,0,1350,7928,0,0,240,Watford,Southampton,Burnley,Brighton,Arsenal,2,1.7,1.8,2.4,1.3,1.5,2.2,2,2.4,1.8,1.8,1.3,2.6,2.6,2.8,2.3,2,1.8,2.3,1.8,2,41.8
Matt,Doherty,DEF,WOL,5200000,6,80,4.7,9.03846153846154E-07,1.53846153846154E-05,0,386784,2,19,0,0,0,3,0,15.7,30295,7,-1,80,-7,1,0,5.2,9,0,5,0,3,22.8,1618628,1,0,0,3,1489,94231,1,0,308,Liverpool,Fulham,Tottenham,Crystal Palace,Man City,6,4.7,6,6,4.9,5.7,5.1,5.5,4.7,4.2,6.3,7,6,4.6,4.9,5.8,4.7,6.7,5.4,5.8,5.3,105
Abdoulaye,Doucoure,MID,WAT,5900000,5,66,3.9,6.61016949152542E-07,1.11864406779661E-05,0,135306,2,25,0,0,0,2,0,11.2,5757,-1,0,66,1,0.8,0,5,8,0,3,0,5,2.1,133358,1,0,0,1,1530,19031,0,0,297,West Ham,Chelsea,Newcastle,Bournemouth,Crystal Palace,3.6,3.2,4.4,3.5,4,4.7,3.2,3.3,4.4,3,2.5,4.2,2.2,4.9,3.2,4.9,4.1,4.5,4.3,2.6,3.6,99.4
