FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bernard,MID,EVE,6000000,0,0,0,0,0,0,11394,0,0,0,0,0,0,0,0,5382,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1022,0,0,0,0,0,215,0,0,0,Bournemouth,Huddersfield,West Ham,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,BHA,4400000,0,0,0,0,0,0,3263,1,2,0,0,0,0,0,0,1820,-1,1,0,1,0,0,0,0,0,0,0,0,0.2,267,0,0,0,0,90,102,-1,0,11,Liverpool,Fulham,Southampton,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Bernardo Silva,MID,MCI,7600000,2,10,5,6.57894736842105E-07,1.31578947368421E-06,0,144344,0,1,0,0,0,1,0,1.3,122190,1,0,10,-1,0.7,0,5,0,0,1,0,0,11.3,359305,0,0,0,0,180,93100,0,0,37,Wolverhampton,Newcastle,Fulham,Cardiff City,Brighton,5.1,6,5.4,5.5,7.1,3.8,5,5.1,6.6,5.3,6.3,6.2,4.5,5.6,4.4,4.6,4.6,6.5,3.1,7,7.3,7.3,4.1,2.9,4.3,7.2,5.2,5.1,4.6,7.3,7.3,7.5,4.8,6.9,7.5,4.5,15.2
Ryan,Bertrand,DEF,SOU,5000000,1,7,3.5,7E-07,1.4E-06,0,64862,0,2,0,0,0,0,0,1.4,44119,0,0,7,0,0.7,0,3.5,0,0,1,0,0,6,13737,0,0,0,0,180,5011,0,0,35,Leicester,Crystal Palace,Brighton,Liverpool,Wolverhampton,5.2,5.2,5.2,3.3,3.1,4,2.2,3.5,2.2,3.3,4,4.5,4,3.7,4.4,4.2,4.1,2.3,4.8,3.3,4.6,2.7,4.6,5.2,5.1,3.6,3,4.8,2,3.3,3.9,5.2,3.5,3.9,2.4,4.3,8.7
Marcus,Bettinelli,GLK,FUL,4500000,0,0,0,0,0,0,3383,0,0,0,0,0,0,0,0,1652,0,0,0,0,0,0,0,0,0,0,0,0,0.2,141,0,0,0,0,0,66,0,0,0,Burnley,Brighton,Man City,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip,Billing,MID,HUD,4500000,1,3,1.5,3.33333333333333E-07,6.66666666666667E-07,0,2675,1,9,0,0,0,0,0,0.7,1709,0,0,3,0,0.3,0,1.5,0,0,0,0,0,0.2,4497,0,0,0,0,180,2988,0,0,21,Cardiff City,Everton,Crystal Palace,Leicester,Tottenham,1.4,0.8,0.8,0.8,0.8,1.2,0.8,0.8,0.8,1.3,0.8,1.3,0.8,1.2,1,1.1,0.8,1.3,0.8,0.8,0.8,0.8,0.8,0.8,1.4,1.2,0.8,1,1.1,2.2,1.5,0.8,0.8,0.8,0.8,1.1,8.5
Yves,Bissouma,MID,BHA,5000000,0,1,0.5,1E-07,2E-07,0,803,0,0,0,0,0,0,0,0.2,424,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0,239,0,0,0,0,30,78,0,0,2,Liverpool,Fulham,Southampton,Tottenham,Man City,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.8,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,1.2
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,14,0,0,0,Tottenham,Burnley,Watford,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,5540,0,0,0,0,0,0,0,0,2163,0,0,0,0,0,0,0,0,0,0,0,0,0.2,371,0,0,0,0,0,219,0,0,0,Huddersfield,Arsenal,Chelsea,Man City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,7656,0,0,0,0,0,0,0,0,3590,-2,1,0,2,0,0,0,0,0,0,0,0,0.2,623,0,0,0,0,0,244,-1,0,0,Bournemouth,Huddersfield,West Ham,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4500000,1,2,1,2.22222222222222E-07,4.44444444444444E-07,0,23616,0,4,0,0,0,0,0,0.4,15036,0,0,2,0,0.2,0,1,0,0,0,0,0,1.4,1679,0,0,0,0,180,546,0,0,35,Man City,West Ham,Burnley,Man Utd,Southampton,0.5,0.5,0.8,0.5,0.7,1.5,0.5,0.5,0.9,0.7,0.7,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.5,0.5,1.4,0.7,0.5,0.5,0.5,0.5,1.3,0.5,0.8,0.5,0.8,0.5,1.3,0.5,0.6,0.5,5.5
Bonatini Lohner Maia,Bonatini,FWD,WOL,4900000,1,2,1,2.04081632653061E-07,4.08163265306122E-07,0,15367,0,0,0,0,0,0,0,0.4,8617,-1,1,2,1,0.2,0,1,0,0,0,0,0,0.7,2898,0,0,0,0,64,1175,-1,0,1,Man City,West Ham,Burnley,Man Utd,Southampton,0.5,0.9,0.5,0.5,0.6,1.5,0.6,0.5,0.5,0.8,1.4,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,1,1.5,0.5,0.6,0.5,1.1,0.7,0.5,0.9,0.5,0.8,0.5,1.4,0.5,0.8,0.5,2.2
Gaetan,Bong,DEF,BHA,4500000,1,2,1,2.22222222222222E-07,4.44444444444444E-07,0,1353,0,4,0,0,0,0,0,0.4,724,0,0,2,0,0.2,0,1,0,0,0,0,0,0.2,623,0,0,0,0,154,486,0,0,21,Liverpool,Fulham,Southampton,Tottenham,Man City,0.5,0.6,0.5,0.9,0.5,0.7,0.5,1.1,0.5,0.5,1.4,0.5,0.5,0.5,0.7,0.5,0.9,0.9,0.5,0.7,0.5,0.5,0.5,0.8,0.5,0.5,0.8,1.5,1.4,0.7,0.5,0.7,0.5,0.6,0.6,0.5,1.4
Artur,Boruc,GLK,BOU,4000000,0,0,0,0,0,0,33576,0,0,0,0,0,0,0,0,20615,0,0,0,0,0,0,0,0,0,0,0,0,6.8,13569,0,0,0,0,0,7443,0,0,0,Everton,Chelsea,Leicester,Burnley,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,Leicester,Crystal Palace,Brighton,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5500000,0,0,0,0,0,0,762,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,37,0,0,0,Fulham,Man Utd,Wolverhampton,Bournemouth,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,5000000,0,0,0,0,0,0,4737,0,0,0,0,0,0,0,0,2839,0,0,0,0,0,0,0,0,0,0,0,0,0.2,535,0,0,0,0,0,150,0,0,0,Wolverhampton,Newcastle,Fulham,Cardiff City,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4400000,0,0,0,0,0,0,1513,0,0,0,0,0,0,0,0,742,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,135,0,0,0,0,0,79,-1,0,0,Crystal Palace,Tottenham,Man Utd,Fulham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,5000000,2,5,2.5,5E-07,1E-06,0,1780,0,1,0,0,0,0,0,1,1323,0,0,5,0,0.5,0,2.5,0,0,1,0,0,0.2,4437,0,0,0,0,143,3778,0,0,14,Everton,Chelsea,Leicester,Burnley,Crystal Palace,1.9,1.4,3.6,2,2.2,1.2,3,2.2,2.3,2.3,1.8,1.3,3.1,1.3,1.2,3.3,1.2,1.2,2.2,1.2,3.4,1.2,1.3,1.2,3.2,1.9,1.7,2.6,2.7,1.2,2.2,1.2,2.4,1.8,2.1,3.8,11.3
,Bruno,DEF,BHA,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,5909,0,0,0,0,0,0,0,0.2,2600,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.2,138,0,0,0,0,25,33,0,0,6,Liverpool,Fulham,Southampton,Tottenham,Man City,0,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.1
Joe,Bryan,DEF,FUL,5000000,1,3,1.5,3E-07,6E-07,0,2675,0,4,0,0,0,0,0,0.6,1030,0,0,3,0,0.3,0,1.5,0,0,0,0,0,0.2,1201,0,0,0,0,154,851,0,0,35,Burnley,Brighton,Man City,Watford,Everton,0.9,1.1,0.8,0.8,1.2,1,1.4,0.8,1.5,1.1,0.8,1.7,1.9,1,0.9,1.2,1.4,0.9,2,1.7,1.1,1.8,2.2,1,0.8,0.9,0.8,1.1,0.8,0.8,0.8,1.1,0.8,1.8,1,0.8,9.7
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,8051,0,0,0,0,0,0,0,0,5044,0,0,0,0,0,0,0,0,0,0,0,0,1.7,3445,0,0,0,0,0,2119,0,0,0,Liverpool,Fulham,Southampton,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,1630,0,0,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,3,0,0,0,Arsenal,Wolverhampton,Everton,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4900000,0,0,0,0,0,0,3242,0,0,0,0,0,0,0,0,1229,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,390,0,0,0,0,0,154,-1,0,0,Newcastle,Bournemouth,Cardiff City,West Ham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,5400000,0,0,0,0,0,0,25846,0,0,0,0,0,0,0,0,12711,-1,1,0,1,0,0,0,0,0,0,0,0,1,1612,0,0,0,0,0,534,-1,0,0,Newcastle,Bournemouth,Cardiff City,West Ham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cairney,MID,FUL,4900000,2,4,2,4.08163265306122E-07,8.16326530612245E-07,0,41469,0,3,0,0,0,0,0,0.8,21454,-1,1,4,1,0.4,0,2,0,0,0,0,0,2.3,6734,0,0,0,0,162,4860,-1,0,31,Burnley,Brighton,Man City,Watford,Everton,1,1.1,1.4,1.1,1,1,1.4,1.4,2.5,1,1.6,1.4,2.1,1.1,1.9,2.2,1.8,1.7,2,2,1,1.8,3,1.1,1.8,1.8,1,1.1,1,1,1.1,1,1.3,2,1.3,1.4,10.1
Dominic,Calvert-Lewin,FWD,EVE,5400000,1,1,1,1.85185185185185E-07,1.85185185185185E-07,0,25658,0,0,0,0,0,0,0,0.2,11792,-1,1,1,1,0.1,0,0.5,0,0,0,0,0,0.9,2232,0,0,0,0,15,1237,-1,0,2,Bournemouth,Huddersfield,West Ham,Arsenal,Fulham,0.5,1.3,1.5,1.1,0.7,0.5,0.5,0.5,1.2,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,1.3,1.3,0.5,0.5,0.5,0.5,0.5,0.5,1.1,0.8,0.7,0.7,1.5,0.5,0.5,1.3
Victor,Camarasa,MID,CAR,4500000,2,2,1,2.22222222222222E-07,4.44444444444444E-07,0,1240,1,0,0,0,0,0,0,0.4,793,0,0,2,0,0.2,0,1,0,0,1,0,0,0.1,1654,0,0,0,0,75,1399,0,0,4,Huddersfield,Arsenal,Chelsea,Man City,Burnley,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,1.1,0.9,0.5,0.9,0.5,0.8,0.5,0.6,1.5,0.5,0.5,0.9,0.5,0.5,0.7,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.8
Etienne,Capoue,MID,WAT,5000000,2,4,2,4E-07,8E-07,0,3844,1,1,0,0,0,0,0,0.8,2095,0,0,4,0,0.4,0,2,0,0,1,0,0,0.3,1750,0,0,0,0,180,1033,0,0,18,Crystal Palace,Tottenham,Man Utd,Fulham,Arsenal,1.5,1.4,1.6,1.6,1.5,1.9,1,2.2,1.7,1.3,1,1,1.1,1,2.5,1.3,1,1.9,1,3,1.5,1,1,1.2,1,1,2.6,1,2.1,1,1.6,1.2,2,2.3,1,2.4,3.3
,Carlos Sanchez,MID,WHU,4500000,1,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,4483,0,0,0,0,0,0,0,0.2,2341,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.3,2284,0,0,0,0,13,1105,0,0,3,Arsenal,Wolverhampton,Everton,Chelsea,Man Utd,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,1
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,14,0,0,0,Leicester,Crystal Palace,Brighton,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5500000,0,0,0,0,0,0,1059,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,152,0,0,0,Arsenal,Wolverhampton,Everton,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,2,8,4,8.88888888888889E-07,1.77777777777778E-06,0,1782,0,1,0,0,0,0,0,1.8,1246,0,0,8,0,0.9,0,4,0,0,1,0,0,0.2,5416,0,0,0,0,180,3001,0,0,36,Crystal Palace,Tottenham,Man Utd,Fulham,Arsenal,3.5,5.9,5.6,4.6,5.7,4.9,3.6,5.3,4.1,3.4,4.8,3.8,2.9,4.1,6,2.8,4.9,4.4,2.6,6,5.3,4.6,3.9,5.6,4,3.8,6,2.5,5.1,3.5,4.6,5.1,4.9,6,5.5,5.1,4
Ivan,Cavaleiro,MID,WOL,5400000,0,0,0,0,0,0,4433,0,0,0,0,0,0,0,0,1839,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,71,0,0,0,0,0,24,-1,0,0,Man City,West Ham,Burnley,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petr,Cech,GLK,ARS,5000000,3,6,3,6E-07,1.2E-06,0,16751,0,5,0,14,0,0,0,1.2,10880,0,0,6,0,0.6,0,3,0,0,0,0,0,2,25338,0,0,0,0,180,19279,0,0,50,West Ham,Cardiff City,Newcastle,Everton,Watford,2.3,3.9,3.5,2.8,1.7,3.9,4.4,4.5,2.1,3.5,2.4,3,3.2,2.5,3,2.5,3.4,3.4,1.9,2.6,2.2,4.2,2.4,4.1,2.3,2.2,4,2.7,3.2,1.8,3.5,2.2,1.5,3.3,4.2,4.4,10
,Cedric,DEF,SOU,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,94863,1,2,0,0,0,0,0,0.2,57207,0,0,1,0,0.1,0,0.5,0,0,0,0,0,6.1,10856,0,0,0,0,145,5520,0,0,13,Leicester,Crystal Palace,Brighton,Liverpool,Wolverhampton,0.5,0.8,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,2.8
Nathaniel,Chalobah,MID,WAT,4500000,0,0,0,0,0,0,2721,0,0,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0.2,436,0,0,0,0,0,239,0,0,0,Crystal Palace,Tottenham,Man Utd,Fulham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chamberlain,MID,LIV,6500000,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,60,0,0,0,Brighton,Leicester,Tottenham,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4500000,1,2,1,2.22222222222222E-07,4.44444444444444E-07,0,21153,0,5,0,0,0,0,0,0.4,10930,0,0,2,0,0.2,0,1,0,0,0,0,0,1.6,6164,0,0,0,0,180,2805,0,0,37,Burnley,Brighton,Man City,Watford,Everton,0.5,0.6,0.5,0.5,0.6,0.5,0.7,0.5,0.8,0.6,0.5,1,1.1,0.5,0.5,0.6,0.8,0.5,1.2,0.9,0.6,1,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,5.6
,Chicharito,FWD,WHU,6500000,5,6,3,4.61538461538462E-07,9.23076923076923E-07,0,31826,0,3,0,0,0,0,0,0.9,14685,0,0,6,0,0.5,0,3,0,0,0,0,1,2.2,10464,0,0,0,0,94,6300,0,0,18,Arsenal,Wolverhampton,Everton,Chelsea,Man Utd,4.1,4.5,3,2,4,2.5,2.9,1.5,2.4,3.7,2.1,2.6,3.6,1.5,3.5,3.1,1.8,2.2,4.5,3.9,1.5,2.8,2.3,4.5,3.8,1.6,3.1,1.5,4.2,4.4,2.2,2.2,4.4,1.7,3.3,1.5,4.8
Benjamin,Chilwell,DEF,LEI,5000000,8,9,4.5,9E-07,1.8E-06,0,5904,0,2,0,0,0,0,0,1.8,3592,0,0,9,0,0.9,0,4.5,2,0,1,0,0,0.7,16137,0,0,0,0,180,10017,0,0,48,Southampton,Liverpool,Bournemouth,Huddersfield,Newcastle,2.4,6.3,2.2,6.7,3.1,6.8,4.7,6.5,2.8,6.5,2.6,5.6,3.6,6.8,6.8,4.7,4.2,6.8,3.1,6.5,2.6,2.8,6.8,3.4,4.8,6.8,2.2,6,4.2,6.3,3.9,5.8,2.2,6.3,2.2,6.3,13.2
Hamza,Choudhury,MID,LEI,4500000,0,0,0,0,0,0,1269,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0.1,242,0,0,0,0,0,128,0,0,0,Southampton,Liverpool,Bournemouth,Huddersfield,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,5300000,0,0,0,0,0,0,28739,0,0,0,0,0,0,0,0,13032,-2,1,0,2,0,0,0,0,0,0,0,0,0.7,904,0,0,0,0,0,346,-1,0,0,Newcastle,Bournemouth,Cardiff City,West Ham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrus,Christie,DEF,FUL,4500000,1,2,1,2.22222222222222E-07,4.44444444444444E-07,0,3284,0,2,0,0,0,0,0,0.4,1830,0,0,2,0,0.2,0,1,0,0,0,0,0,0.3,824,0,0,0,0,95,260,0,0,15,Burnley,Brighton,Man City,Watford,Everton,0.5,0.6,0.5,0.5,0.6,0.5,0.7,0.5,0.8,0.6,0.5,1,1.1,0.5,0.5,0.6,0.8,0.5,1.2,0.9,0.6,1,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,4.7
Ibrahima,Cisse,MID,FUL,4500000,0,0,0,0,0,0,1142,0,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1773,0,0,0,0,0,864,0,0,0,Burnley,Brighton,Man City,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,6,7,3.5,7.77777777777778E-07,1.55555555555556E-06,0,3259,0,2,0,0,0,0,0,1.6,2078,0,0,7,0,0.8,0,3.5,0,0,1,0,0,0.3,5874,0,0,0,0,180,3104,0,0,34,Chelsea,Man City,Arsenal,Crystal Palace,Leicester,3.4,2.7,3.8,5.2,5.2,3.6,5.2,3.5,2.8,3.4,5.1,3.6,4.1,4.9,4.8,3.1,3.9,2.5,4,5.2,5.2,1.8,4.6,3.6,3.7,3.8,2.9,4.1,2.7,5.2,2.2,3.9,3.5,3.9,3.3,4.5,6.2
Tom,Cleverley,MID,WAT,5000000,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,26,0,0,0,Crystal Palace,Tottenham,Man Utd,Fulham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,LIV,4800000,0,0,0,0,0,0,12934,0,0,0,0,0,0,0,0,5456,-2,1,0,2,0,0,0,0,0,0,0,0,0.4,1320,0,0,0,0,0,425,-1,0,0,Brighton,Leicester,Tottenham,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coady,DEF,WOL,4500000,1,2,1,2.22222222222222E-07,4.44444444444444E-07,0,6283,0,4,0,0,0,0,0,0.4,3940,0,0,2,0,0.2,0,1,0,0,0,0,0,0.5,1004,0,0,0,0,180,404,0,0,30,Man City,West Ham,Burnley,Man Utd,Southampton,0.5,0.5,0.8,0.5,0.7,1.5,0.5,0.5,0.9,0.7,0.7,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.5,0.5,1.4,0.7,0.5,0.5,0.5,0.5,1.3,0.5,0.8,0.5,0.8,0.5,1.3,0.5,0.6,0.5,3.4
Seamus,Coleman,DEF,EVE,5500000,2,3,1.5,2.72727272727273E-07,5.45454545454545E-07,0,36897,0,3,0,0,0,0,0,0.5,25619,0,0,3,0,0.3,0,1.5,0,0,0,0,0,2.5,8043,0,0,0,0,180,2965,0,0,20,Bournemouth,Huddersfield,West Ham,Arsenal,Fulham,0.8,1.2,1.1,1.7,1,0.8,0.8,0.8,2.1,1.4,2.1,0.8,0.9,0.8,0.8,1.5,1.4,0.8,2.2,1.1,0.8,1.2,1.7,0.8,0.8,1.1,1,0.9,1.1,0.8,1.4,1.1,1.3,2.2,1.2,1.1,6.8
Matthew,Connolly,DEF,CAR,4000000,0,0,0,0,0,0,18447,0,0,0,0,0,0,0,0,9471,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3271,0,0,0,0,0,1598,0,0,0,Huddersfield,Arsenal,Chelsea,Man City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,5000000,2,4,2,4E-07,8E-07,0,14166,1,3,0,0,0,0,0,0.8,7507,0,0,4,0,0.4,0,2,0,0,1,0,0,0.9,1283,0,0,0,0,180,561,0,0,23,Fulham,Man Utd,Wolverhampton,Bournemouth,Cardiff City,2.1,1.1,1.3,1.4,1.4,1.7,1.4,1,1.8,1.1,1.4,3,1,1.8,1.2,2,1,1.9,2.5,1.2,1.1,1.1,1.6,1.1,1,2.2,1,1,2.1,1.8,1.3,2,1.4,1,1,1,6.6
Helder,Costa,MID,WOL,4900000,1,3,1.5,3.06122448979592E-07,6.12244897959184E-07,0,14422,0,4,0,0,0,0,0,0.6,8188,-1,1,3,1,0.3,0,1.5,0,0,0,0,0,0.6,2427,0,0,0,0,115,1014,-1,0,10,Man City,West Ham,Burnley,Man Utd,Southampton,0.8,0.8,1,0.8,1.5,2.2,1.1,0.8,1,0.8,1.6,0.8,0.8,0.8,1.4,0.8,0.8,0.8,1,0.8,1.9,1.8,0.8,1.3,0.8,1,1.8,0.8,0.8,0.8,1.1,0.8,1.7,0.8,1.2,0.8,1.8
