FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcos,Alonso,DEF,CHE,6600000,13,24,12,1.81818181818182E-06,3.63636363636364E-06,0,48777,0,2,0,0,0,1,0,3.6,21968,1,-1,24,-1,1.8,0,12,5,0,1,0,2,28.7,551115,0,0,0,1,180,466315,1,0,79,Newcastle,Bournemouth,Cardiff City,West Ham,Liverpool,14.4,12.32,13.52,13.04,13.1,13.52,14.9,14.4,9,14.2,13.84,11.8,12.48,11,12.24,14.4,13.28,14.4,14.2,12.2,14.4,13.04,12.3,13.92,14.4,13.6,14.4,13.52,13.52,12.48,12.32,14.16,11.8,13.2,14.8,15,18.5
Daniel,Amartey,MID,LEI,4500000,1,2,1,2.22222222222222E-07,4.44444444444444E-07,0,3875,1,1,0,0,0,0,0,0.4,2121,0,0,2,0,0.2,0,1,0,0,0,0,0,0.3,3451,0,0,0,0,92,1321,0,0,10,Southampton,Liverpool,Bournemouth,Huddersfield,Newcastle,0.5,0.5,0.5,0.9,0.5,0.5,0.5,1,0.5,0.6,0.5,0.6,0.5,0.5,1.5,0.5,0.5,1,0.5,0.9,0.5,0.5,0.6,0.5,0.6,1,0.5,0.6,0.5,0.8,0.5,0.8,0.5,0.5,0.5,0.5,1.7
Luke,Amos,MID,TOT,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,1991,0,0,0,0,0,0,0,0.2,1191,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.1,2516,0,0,0,0,2,904,0,0,3,Man Utd,Watford,Liverpool,Brighton,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2
Ethan,Ampadu,MID,CHE,4500000,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0.1,265,0,0,0,0,0,138,0,0,0,Newcastle,Bournemouth,Cardiff City,West Ham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,1559,0,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0.1,260,0,0,0,0,0,133,0,0,0,Liverpool,Fulham,Southampton,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5500000,0,0,0,0,0,0,11793,0,0,0,0,0,0,0,0,6482,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1161,0,0,0,0,0,78,0,0,0,Bournemouth,Huddersfield,West Ham,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,MID,WHU,6900000,0,1,0.5,7.2463768115942E-08,1.44927536231884E-07,0,20504,1,4,0,0,0,0,0,0.1,12263,-1,1,1,1,0.1,0,0.5,0,0,0,0,0,1.2,1928,0,0,0,0,90,282,-1,0,5,Arsenal,Wolverhampton,Everton,Chelsea,Man Utd,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,5.7
Stuart,Armstrong,MID,SOU,5400000,1,2,1,1.85185185185185E-07,3.7037037037037E-07,0,4663,0,0,0,0,0,0,0,0.4,1802,-1,1,2,1,0.2,0,1,0,0,0,0,0,0.2,302,0,0,0,0,61,133,-1,0,5,Leicester,Crystal Palace,Brighton,Liverpool,Wolverhampton,0.9,1.5,0.8,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.7,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.6,0.6,0.5,0.7,4
Marko,Arnautovic,FWD,WHU,7000000,8,10,5,7.14285714285714E-07,1.42857142857143E-06,0,189686,0,5,0,0,0,1,0,1.4,117952,0,0,10,0,0.7,0,5,2,0,0,0,0,19.6,179344,0,0,0,0,156,111191,0,0,34,Arsenal,Wolverhampton,Everton,Chelsea,Man Utd,6.9,7.5,5.3,4.5,7.5,4.5,6.1,3.1,5.3,6.1,4.8,5.6,7.2,3.5,6.4,6.4,4.2,4.9,7.5,6.6,3,4.7,5.1,7.5,6.8,3.8,6.4,3,7,7.5,4.8,4.8,7.5,4,6.7,3.5,15.8
Harry,Arter,MID,CAR,5000000,2,2,2,4E-07,4E-07,0,3818,1,0,0,0,0,0,0,0.4,1468,0,0,2,0,0.2,0,1,0,0,1,0,0,0.3,864,0,0,0,0,90,544,0,0,11,Huddersfield,Arsenal,Chelsea,Man City,Burnley,1.6,1.3,1,1.3,1.7,1,1.8,1,2.8,2.5,1,2.5,1,2.3,1,1.8,3,1,1.6,2.4,1.3,1.1,2.1,1,1.7,1.4,1,2.6,1,1,1,1.1,1,1.3,1.7,1,3.3
Christian,Atsu,MID,NEW,5400000,0,1,0.5,9.25925925925926E-08,1.85185185185185E-07,0,3647,0,0,0,0,0,0,0,0.2,2042,-1,1,1,1,0.1,0,0.5,0,0,0,0,0,0.1,429,0,0,0,0,21,113,-1,0,4,Chelsea,Man City,Arsenal,Crystal Palace,Leicester,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.1
Pierre-Emerick,Aubameyang,FWD,ARS,11000000,2,4,2,1.81818181818182E-07,3.63636363636364E-07,0,274797,0,5,0,0,0,0,0,0.4,167464,0,0,4,0,0.2,0,2,0,0,0,0,0,16.2,124400,0,0,0,0,180,105156,0,0,1,West Ham,Cardiff City,Newcastle,Everton,Watford,2.6,1.1,2,1.8,1,2.7,1.8,3,1,2.7,1,1,1.8,2,1.5,1,2,1.2,1.3,2.7,1,1.3,1.4,3,1.1,1,1.4,1.5,2.4,1,2.3,1.3,1,1.1,2.5,1.8,6.1
Serge,Aurier,DEF,TOT,6000000,0,5,2.5,4.16666666666667E-07,8.33333333333333E-07,0,16336,0,1,0,0,0,0,0,0.8,12504,0,0,5,0,0.4,0,2.5,0,0,0,0,1,1,6508,0,0,0,0,90,462,0,0,22,Man Utd,Watford,Liverpool,Brighton,Huddersfield,1.9,1.2,2.3,2.1,2.7,3.8,1.4,1.2,1.9,3.8,2.3,3.6,2.4,2,2.6,2.2,2.3,3.4,2.5,2.8,2.5,1.9,2,3.8,3,3.1,2.8,1.8,1.5,2.1,3.8,2.6,1.3,2.4,1.3,2.8,5.8
Charlie,Austin,FWD,SOU,5900000,1,3,1.5,2.54237288135593E-07,5.08474576271186E-07,0,32673,0,2,0,0,0,0,0,0.5,22098,-1,1,3,1,0.3,0,1.5,0,0,1,0,0,1.2,5384,0,0,0,0,128,2073,-1,0,5,Leicester,Crystal Palace,Brighton,Liverpool,Wolverhampton,1.6,2.2,2.1,0.8,1.2,0.8,0.8,1,0.8,1,1.4,1.4,0.8,0.8,1.5,2,2.2,0.8,0.8,0.8,1.7,0.8,0.8,1.2,1.9,1.3,0.8,0.9,0.8,0.9,0.8,2.2,1,0.9,1.7,2,7.6
Jordan,Ayew,FWD,CRY,6000000,0,0,0,0,0,0,11640,0,0,0,0,0,0,0,0,5501,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1354,0,0,0,0,0,719,0,0,0,Watford,Southampton,Huddersfield,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floyd,Ayite,MID,FUL,4400000,0,0,0,0,0,0,3886,0,0,0,0,0,0,0,0,2364,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,1672,0,0,0,0,0,1527,-1,0,0,Burnley,Brighton,Man City,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesar,Azpilicueta,DEF,CHE,6500000,4,10,5,7.69230769230769E-07,1.53846153846154E-06,0,117521,0,2,0,0,0,0,0,1.5,76729,0,0,10,0,0.8,0,5,0,0,1,0,1,13.9,24706,0,0,0,0,180,15032,0,0,56,Newcastle,Bournemouth,Cardiff City,West Ham,Liverpool,7.1,4.9,7.1,5.5,4.8,6.3,5.8,7.5,3.2,5.9,7.2,4.4,6.5,2.6,6.4,7.5,4.8,7.5,5.1,4.2,7.5,5.2,5.1,5.2,7.5,5.7,7.5,7.1,7.1,6.5,5.1,6.8,4.9,6.5,4,6.3,11.3
Juninho,Bacuna,MID,HUD,4500000,0,0,0,0,0,0,1670,0,0,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0.1,212,0,0,0,0,0,114,0,0,0,Cardiff City,Everton,Crystal Palace,Leicester,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Bailly,DEF,MUN,5500000,1,3,1.5,2.72727272727273E-07,5.45454545454545E-07,0,56963,0,4,0,0,0,0,0,0.5,45570,0,0,3,0,0.3,0,1.5,0,0,0,0,0,3.4,37820,0,0,0,0,180,6024,0,0,23,Tottenham,Burnley,Watford,Wolverhampton,West Ham,1.5,1.3,0.8,1.8,0.8,1,1.3,1.4,0.8,0.8,0.8,0.8,1.4,1,0.8,1,1.3,1.1,0.8,1,2.1,1.3,0.8,1,1.1,2.2,1.2,1.6,0.8,0.9,0.8,1.2,0.8,1.1,1.1,2.2,3.4
Leighton,Baines,DEF,EVE,5500000,2,3,1.5,2.72727272727273E-07,5.45454545454545E-07,0,19774,0,3,0,0,0,0,0,0.5,12160,0,0,3,0,0.3,0,1.5,0,0,0,0,0,1.6,7247,0,0,0,0,180,3115,0,0,26,Bournemouth,Huddersfield,West Ham,Arsenal,Fulham,0.8,1.2,1.1,1.7,1,0.8,0.8,0.8,2.1,1.4,2.1,0.8,0.9,0.8,0.8,1.5,1.4,0.8,2.2,1.1,0.8,1.2,1.7,0.8,0.8,1.1,1,0.9,1.1,0.8,1.4,1.1,1.3,2.2,1.2,1.1,7.8
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,8689,0,0,0,0,0,0,0,0,3264,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,281,0,0,0,0,0,11,0,0,0,Newcastle,Bournemouth,Cardiff City,West Ham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4500000,1,0,0,0,0,0,4377,1,6,0,0,0,0,0,0,2718,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1371,0,0,0,0,180,301,0,0,28,Arsenal,Wolverhampton,Everton,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,7530,0,0,0,0,0,0,0,0,2958,0,0,0,0,0,0,0,0,0,0,0,0,0.4,360,0,0,0,0,0,212,0,0,0,Liverpool,Fulham,Southampton,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4400000,1,1,0.5,1.13636363636364E-07,2.27272727272727E-07,0,2276,0,2,0,0,0,0,0,0.2,864,-1,1,1,1,0.1,0,0.5,0,0,0,0,0,0.1,541,0,0,0,0,70,432,-1,0,9,Liverpool,Fulham,Southampton,Tottenham,Man City,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2
Sol,Bamba,DEF,CAR,4500000,6,7,3.5,7.77777777777778E-07,1.55555555555556E-06,0,6847,0,2,0,0,0,0,0,1.6,3093,0,0,7,0,0.8,0,3.5,0,0,1,0,0,0.8,4048,0,0,0,0,180,2991,0,0,30,Huddersfield,Arsenal,Chelsea,Man City,Burnley,3.3,4.8,4,2.7,4.7,3.1,4.1,2.4,5.2,5.2,2.6,5.2,1.8,4.5,1.8,4.9,5.2,2.4,5.2,4.7,2.6,4.4,4.4,2.1,3.8,5,2.2,4.5,2.5,4.4,1.8,3.8,4.3,3.1,3.1,2.2,6.6
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0.1,342,0,0,0,0,0,198,0,0,0,Bournemouth,Huddersfield,West Ham,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4500000,0,0,0,0,0,0,2701,0,0,0,0,0,0,0,0,1369,0,0,0,0,0,0,0,0,0,0,0,0,0.2,310,0,0,0,0,0,95,0,0,0,Fulham,Man Utd,Wolverhampton,Bournemouth,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,6000000,1,4,2,3.33333333333333E-07,6.66666666666667E-07,0,9250,0,2,0,0,0,0,0,0.7,5336,0,0,4,0,0.3,0,2,0,0,1,0,0,0.5,5581,0,0,0,0,126,3149,0,0,20,Newcastle,Bournemouth,Cardiff City,West Ham,Liverpool,2.3,1.2,1.7,1.9,1,1.9,1,2.1,1,1,1.3,1,1.4,1,1.1,1.9,1.2,3,1.4,1.2,2.1,1.4,1.5,1.5,1.6,1,2.3,1.6,1.1,1.5,1.7,1,1,1.2,1,1.2,7.5
Ashley,Barnes,FWD,BUR,5900000,1,2,1,1.69491525423729E-07,3.38983050847458E-07,0,18764,0,0,0,0,0,0,0,0.3,11350,-1,1,2,1,0.2,0,1,0,0,0,0,0,0.7,2453,0,0,0,0,39,850,-1,0,4,Fulham,Man Utd,Wolverhampton,Bournemouth,Cardiff City,0.9,0.5,0.8,0.5,0.5,1.1,0.5,0.5,1.3,0.5,0.5,1.5,0.5,1,0.5,1.3,0.7,1.4,1.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.7,1.1,0.5,0.5,0.5,0.5,0.8,0.6,2.3
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,18401,0,0,0,0,0,0,0,0,9107,0,0,0,0,0,0,0,0,0,0,0,0,1.7,3861,0,0,0,0,0,2108,0,0,0,Man City,West Ham,Burnley,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4000000,0,0,0,0,0,0,64617,0,0,0,0,0,0,0,0,38889,0,0,0,0,0,0,0,0,0,0,0,0,4.1,7930,0,0,0,0,0,3589,0,0,0,Leicester,Crystal Palace,Brighton,Liverpool,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asmir,Begovic,GLK,BOU,4500000,3,9,4.5,1E-06,2E-06,0,28709,0,1,0,5,0,0,0,2,18935,0,0,9,0,1,0,4.5,0,0,1,0,0,4.9,32792,0,0,0,0,180,19866,0,0,37,Everton,Chelsea,Leicester,Burnley,Crystal Palace,6.7,6.2,6.8,5.8,4.3,2.6,6.1,5.1,6.6,4.6,5.9,2.9,6.3,5.8,4,6.8,5,4,5.1,4.6,6.1,5.9,4.2,4.3,6.8,6.2,3.7,5.5,5.4,4,6.1,4.1,5.5,3.8,6.7,6.8,3.6
Hector,Bellerin,DEF,ARS,5500000,1,2,1,1.81818181818182E-07,3.63636363636364E-07,0,180365,0,5,0,0,0,0,0,0.4,104751,0,0,2,0,0.2,0,1,0,0,0,0,0,12.3,47992,0,0,0,0,180,35316,0,0,33,West Ham,Cardiff City,Newcastle,Everton,Watford,0.5,0.8,0.6,0.5,0.5,0.8,0.9,1.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.9,0.5,0.8,0.5,0.5,0.8,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.9,1,10
Yohan,Benalouane,DEF,LEI,4000000,0,0,0,0,0,0,10566,0,0,0,0,0,0,0,0,5590,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4563,0,0,0,0,0,2281,0,0,0,Southampton,Liverpool,Bournemouth,Huddersfield,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,1104,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0.1,172,0,0,0,0,0,75,0,0,0,Southampton,Liverpool,Bournemouth,Huddersfield,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4500000,8,9,4.5,1E-06,2E-06,0,4643,0,2,0,0,0,0,0,2,3685,0,0,9,0,1,0,4.5,2,0,1,0,0,0.5,16717,0,0,0,0,180,16211,0,0,43,Huddersfield,Arsenal,Chelsea,Man City,Burnley,4.8,6.1,5.6,4,6.4,4.3,5.8,3.7,6.8,6.8,3.9,6.8,2.6,6.3,2.2,6.8,6.8,3.4,6.8,6.5,3.9,5.6,6.1,3.2,5.4,6.8,3.4,6.3,3.5,6.1,2.3,5.1,6.1,4.5,4.6,3.3,5.7
Ryan,Bennett,DEF,WOL,4000000,1,2,1,2.5E-07,5E-07,0,62589,0,4,0,0,0,0,0,0.5,40043,0,0,2,0,0.3,0,1,0,0,0,0,0,7,141193,0,0,0,0,180,78193,0,0,27,Man City,West Ham,Burnley,Man Utd,Southampton,0.5,0.5,0.8,0.5,0.7,1.5,0.5,0.5,0.9,0.7,0.7,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.5,0.5,1.4,0.7,0.5,0.5,0.5,0.5,1.3,0.5,0.8,0.5,0.8,0.5,1.3,0.5,0.6,0.5,6.9
Christian,Benteke,FWD,CRY,6500000,2,4,2,3.07692307692308E-07,6.15384615384615E-07,0,18241,0,1,0,0,0,0,0,0.6,10696,0,0,4,0,0.3,0,2,0,0,1,0,0,1.2,10960,0,0,0,0,151,5777,0,0,9,Watford,Southampton,Huddersfield,Newcastle,Bournemouth,1.6,1,3,1,1.3,1,2.7,1,2.1,1,2.1,1,2.3,3,1,1.7,1,1,2.8,1,1.5,1.9,1,1,1.4,1,2.1,1,1.8,1,2.4,1,3,1,1.4,1,10.4
