FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Tammy,Abraham,FWD,CHE,5400000,0,0,0,0,0,0,8719,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1369,0,0,0,0,0,5,0,0,0,Man Utd,Watford,Leicester,,,0,0,0,0
,Adam Smith,DEF,BOU,4300000,0,60,2.6,6.04651162790698E-07,1.3953488372093E-05,0,95189,5,28,0,0,0,1,0,14,1389,-2,0,60,2,0.3,0,1.5,0,0,7,0,0,0.4,82101,0,0,0,0,1887,37,0,1,319,Southampton,Tottenham,Crystal Palace,,,0,0,0,55.4
,Adrian,GLK,WHU,4200000,0,0,0,0,0,0,17804,0,0,0,0,0,0,0,0,119,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,3939,0,0,0,0,0,41,0,0,0,Tottenham,Southampton,Watford,,,0,0,0,0
Sergio,Aguero,FWD,MCI,11800000,7,184,6.1,5.16949152542373E-07,1.5593220338983E-05,0,4640902,4,14,0,0,0,19,0,15.6,21911,8,0,184,-8,0.3,0,3.8,23,0,15,0,11,40.1,5101067,0,0,0,4,2199,105233,0,0,678,Burnley,Leicester,Brighton,,,7.5,8,7.4,279.7
Nathan,Ake,DEF,BOU,5100000,2,105,3,5.88235294117647E-07,2.05882352941176E-05,0,385208,3,62,0,0,0,3,0,20.6,10694,1,0,105,-1,0.5,0,2.3,6,0,9,0,1,6.1,488671,0,0,0,0,3141,3143,0,0,650,Southampton,Tottenham,Crystal Palace,,,2.5,3.5,2.6,136.8
Marc,Albrighton,MID,LEI,5100000,2,55,1.57142857142857,3.0812324929972E-07,1.07843137254902E-05,0,83271,3,16,0,0,0,2,0,10.8,83,-4,0,55,4,0.2,0,0.8,4,0,3,0,2,0.3,39905,0,0,0,0,1373,91,0,0,250,Arsenal,Man City,Chelsea,,,1,0.8,0.8,93
Toby,Alderweireld,DEF,TOT,6000000,10,104,3.4,5.66666666666667E-07,1.73333333333333E-05,0,275017,2,28,0,0,0,0,0,17.3,2848,0,0,104,0,0.5,0,3,7,0,12,0,0,3.8,282672,1,0,0,1,2696,6644,0,0,620,West Ham,Bournemouth,Everton,,,3.9,2.5,4.8,99.2
Trent,Alexander-Arnold,DEF,LIV,5600000,11,150,5.8,1.03571428571429E-06,2.67857142857143E-05,0,2596224,3,12,0,0,0,1,0,26.8,6247,6,-1,150,-6,1.1,0,6.3,18,0,14,0,8,22.7,3024237,0,0,0,6,2193,131906,1,0,623,Huddersfield,Newcastle,Wolverhampton,,,8.1,6.2,8.3,160.3
,Alisson,GLK,LIV,5900000,6,162,4.6,7.79661016949152E-07,2.74576271186441E-05,0,896727,1,20,0,69,0,0,0,27.5,10856,4,0,162,-4,0.7,0,4.3,9,0,19,0,0,23.5,1232496,0,0,0,1,3150,24751,0,0,699,Huddersfield,Newcastle,Wolverhampton,,,6.3,4.4,6.4,61.8
Bamidele,Alli,MID,TOT,8800000,8,90,2.57142857142857,2.92207792207792E-07,1.02272727272727E-05,0,649716,3,19,0,0,0,5,0,10.2,1243,-2,0,90,2,0.3,0,2.4,8,0,8,0,4,2.4,493549,0,0,0,1,1603,2558,0,0,325,West Ham,Bournemouth,Everton,,,2.3,1.8,2.1,141.7
Miguel,Almiron,MID,NEW,6000000,2,28,2.8,4.66666666666667E-07,4.66666666666667E-06,0,76768,0,11,0,0,0,0,0,4.7,15534,0,0,28,0,0.4,0,2.3,0,0,3,0,2,0.4,101441,0,0,0,0,758,81,0,0,107,Brighton,Liverpool,Fulham,,,0,0,0,54.6
Marcos,Alonso,DEF,CHE,6300000,0,139,5,7.93650793650794E-07,2.20634920634921E-05,0,2275524,6,27,0,0,0,1,0,22.1,68204,-2,0,139,2,0.2,0,1,19,0,12,0,8,22.2,2257448,0,0,0,3,2489,130,0,0,617,Man Utd,Watford,Leicester,,,0,6.7,5.6,145.9
Daniel,Amartey,MID,LEI,4300000,0,15,1.7,3.95348837209302E-07,3.48837209302326E-06,0,20785,2,9,0,0,0,0,0,3.5,35,-2,0,15,2,0,0,0,0,0,1,0,0,0.2,11450,0,0,0,0,639,14,0,0,103,Arsenal,Man City,Chelsea,,,0,0,0,20.8
Luke,Amos,MID,TOT,4300000,0,1,0.0285714285714286,6.64451827242525E-09,2.32558139534884E-07,0,15545,0,0,0,0,0,0,0,0.2,94,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,15586,0,0,0,0,2,25,0,0,3,West Ham,Bournemouth,Everton,,,0,0,0,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,4276,0,0,0,0,0,0,0,0,38,-1,0,0,1,0,0,0,0,0,0,0,0,0,2382,0,0,0,0,0,19,0,0,0,Man Utd,Watford,Leicester,,,0,0,0,0
Florin,Andone,FWD,BHA,5000000,1,36,1.02857142857143,2.05714285714286E-07,7.2E-06,0,44234,4,12,0,0,0,3,0,7.2,445,0,0,36,0,0.1,0,0.7,2,0,2,0,0,0.2,47298,0,0,0,0,787,309,0,0,77,Newcastle,Arsenal,Man City,,,0.6,0.5,0.5,54
,Andre Gomes,MID,EVE,5400000,0,63,1.8,3.33333333333333E-07,1.16666666666667E-05,0,38744,7,27,0,0,0,1,0,11.7,802,-1,0,63,1,0.3,0,1.8,2,0,9,0,2,0.2,25498,0,0,0,1,1952,23,0,0,267,Crystal Palace,Burnley,Tottenham,,,0,0,0.9,62.8
Michail,Antonio,MID,WHU,6800000,7,94,3.1,4.55882352941176E-07,1.38235294117647E-05,0,138813,3,29,0,0,0,5,0,13.8,1373,-2,0,94,2,0.3,0,2.3,4,0,5,0,5,1,112103,0,0,0,0,1823,677,0,0,237,Tottenham,Southampton,Watford,,,1.9,3.2,2.3,142.8
Stuart,Armstrong,MID,SOU,5100000,7,72,2.05714285714286,4.03361344537815E-07,1.41176470588235E-05,0,82805,2,24,0,0,0,3,0,14.1,376,-4,0,72,4,0.4,0,2.2,3,0,5,0,4,0.2,78727,0,0,0,1,1346,192,0,0,252,Bournemouth,West Ham,Huddersfield,,,0,1.2,1.9,101.9
Marko,Arnautovic,FWD,WHU,6700000,2,93,3.7,5.52238805970149E-07,1.38805970149254E-05,0,2660819,3,33,0,0,0,7,0,13.9,3916,-3,1,93,3,0.2,0,1.5,12,0,2,0,4,6,1894763,0,0,0,2,1729,1109,-1,0,313,Tottenham,Southampton,Watford,,,3,4.5,3.6,161.6
Harry,Arter,MID,CAR,4900000,0,48,1.9,3.87755102040816E-07,9.79591836734694E-06,0,13841,10,39,0,0,0,0,0,9.8,115,-1,0,48,1,0.2,0,1.2,0,0,7,0,1,0.2,4380,0,0,0,0,1999,9,0,0,225,Fulham,Crystal Palace,Man Utd,,,0,0,1,58.9
Christian,Atsu,MID,NEW,5100000,1,40,1.14285714285714,2.24089635854342E-07,7.84313725490196E-06,0,12038,2,14,0,0,0,0,0,7.8,56,-4,0,40,4,0.2,0,0.8,0,0,5,0,0,0.1,5452,0,0,0,0,1246,51,0,0,125,Brighton,Liverpool,Fulham,,,0.6,0.6,0.6,65.1
Pierre-Emerick,Aubameyang,FWD,ARS,10900000,7,182,5.5,5.04587155963303E-07,1.6697247706422E-05,0,3773338,0,37,0,0,0,19,0,16.7,158277,-1,0,182,1,0.3,1,3.6,27,0,7,0,7,18.3,3727180,0,0,0,4,2452,10128,0,0,667,Leicester,Brighton,Burnley,,,0,8.2,6.1,255.3
Serge,Aurier,DEF,TOT,5700000,0,24,3,5.26315789473684E-07,4.21052631578947E-06,0,52137,1,9,0,0,0,0,0,4.2,132,-3,0,24,3,0,0,0,0,0,2,0,2,0.5,18489,0,0,0,0,562,27,0,0,116,West Ham,Bournemouth,Everton,,,0,0,0,30.5
Charlie,Austin,FWD,SOU,5500000,0,44,1.25714285714286,2.28571428571429E-07,8E-06,0,118865,1,17,0,0,0,2,0,8,636,-5,0,44,5,0,1,0.2,1,0,5,0,2,0.4,48031,0,0,0,0,954,248,0,0,118,Bournemouth,West Ham,Huddersfield,,,0.9,0.7,0.9,67
Jordan,Ayew,FWD,CRY,5700000,1,41,2.2,3.85964912280702E-07,7.19298245614035E-06,0,41163,3,12,0,0,0,1,0,7.2,171,-3,0,41,3,0,0,0.2,2,0,5,0,2,0.2,23012,0,0,0,0,1099,162,0,0,100,Everton,Cardiff City,Bournemouth,,,1.7,1.9,2,70.7
Floyd,Ayite,MID,FUL,4200000,1,20,0.571428571428571,1.36054421768707E-07,4.76190476190476E-06,0,12959,0,10,0,0,0,1,0,4.8,106,-3,1,20,3,0.2,0,0.8,0,0,0,0,0,0.1,7575,0,0,0,0,384,140,-1,0,70,Cardiff City,Wolverhampton,Newcastle,,,0.3,0.3,0.3,22.1
Cesar,Azpilicueta,DEF,CHE,6400000,4,144,4.1,6.40625E-07,2.25E-05,0,749906,4,38,0,0,0,1,0,22.5,19121,-1,0,144,1,0.8,0,5,11,0,14,0,6,9.8,450492,0,0,0,2,3132,7368,0,0,750,Man Utd,Watford,Leicester,,,4,5.1,4.2,155.7
Ryan,Babel,MID,FUL,5500000,3,63,1.8,3.27272727272727E-07,1.14545454545455E-05,0,37647,3,24,0,0,0,4,0,11.5,2703,0,0,63,0,1.3,0,7,7,0,2,0,4,1,96028,0,0,0,2,1047,29013,0,0,209,Cardiff City,Wolverhampton,Newcastle,,,1.3,0.9,1.5,89.8
Juninho,Bacuna,MID,HUD,4200000,1,33,0.942857142857143,2.24489795918367E-07,7.85714285714286E-06,0,35734,4,30,0,0,0,1,0,7.9,916,-3,0,33,3,0.3,0,1.3,1,0,0,0,0,0.4,47572,0,0,0,1,1165,373,0,0,163,Liverpool,Man Utd,Southampton,,,0.5,0.5,0.5,56.4
Leandro,Bacuna,DEF,CAR,4300000,1,6,0.171428571428571,3.98671096345515E-08,1.3953488372093E-06,0,424,1,10,0,0,0,0,0,1.4,16,-2,1,6,2,0.1,0,0.6,0,0,0,0,0,0,651,0,0,0,0,295,43,-1,0,46,Fulham,Crystal Palace,Man Utd,,,0.1,0.1,0.1,8.2
Eric,Bailly,DEF,MUN,5000000,0,14,0.4,8E-08,2.8E-06,0,192068,0,12,0,0,0,0,0,2.8,244,-5,0,14,5,0,0,0,0,0,1,0,0,1.3,59351,0,0,0,0,566,7,0,1,99,Chelsea,Huddersfield,Cardiff City,,,0,0.2,0.2,12.6
Leighton,Baines,DEF,EVE,5000000,0,7,0.2,4E-08,1.4E-06,0,86080,0,6,0,0,0,0,0,1.4,81,-5,0,7,5,0,0,0,0,0,0,0,0,0.5,18076,0,0,0,0,374,103,0,0,48,Crystal Palace,Burnley,Tottenham,,,0.1,0.1,0.1,15.4
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11861,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,372,0,0,0,0,0,0,0,0,0,Man Utd,Watford,Leicester,,,0,0,0,0
Fabian,Balbuena,DEF,WHU,4200000,1,47,1.34285714285714,3.19727891156463E-07,1.11904761904762E-05,0,128034,2,31,0,0,0,1,0,11.2,202,-3,0,47,3,0.2,0,0.8,3,0,3,0,0,0.3,121270,0,0,0,1,1743,183,0,0,310,Tottenham,Southampton,Watford,,,0.7,0.9,0.7,68.5
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,16891,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1726,0,0,0,0,0,11,0,0,0,Newcastle,Arsenal,Man City,,,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,0,15,0.428571428571429,1.02040816326531E-07,3.57142857142857E-06,0,14105,2,10,0,0,0,1,0,3.6,57,-3,0,15,3,0,0,0,0,0,0,0,0,0.1,9526,0,0,0,1,591,19,0,0,86,Newcastle,Arsenal,Man City,,,0.2,0.2,0.2,16.2
Sol,Bamba,DEF,CAR,4400000,0,95,3.4,7.72727272727273E-07,2.15909090909091E-05,0,372081,7,52,0,0,0,4,0,21.1,5078,-1,1,95,1,0,0,0,11,0,7,0,1,1.6,401761,0,0,0,1,2475,81,-1,0,459,Fulham,Crystal Palace,Man Utd,,,0,0,0,114.2
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,5118,0,0,0,0,0,0,0,0,20,-2,0,0,2,0,0,0,0,0,0,0,0,0,3585,0,0,0,0,0,2,0,0,0,Crystal Palace,Burnley,Tottenham,,,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,0,33,1.7,4.04761904761905E-07,7.85714285714286E-06,0,17668,9,27,0,0,0,0,0,7.9,468,-3,0,33,3,0.4,0,1.5,0,0,4,0,0,0.1,14474,1,0,0,0,1670,11,0,0,224,Man City,Everton,Arsenal,,,0,1.3,1.2,47.4
Ross,Barkley,MID,CHE,5000000,0,76,2.17142857142857,4.34285714285714E-07,1.52E-05,0,694123,1,13,0,0,0,3,0,15.2,1909,-10,0,76,10,0.3,0,1.4,5,0,6,0,5,1.4,720441,0,0,0,2,1156,372,0,0,287,Man Utd,Watford,Leicester,,,1.1,1.7,1.4,104.1
Ashley,Barnes,FWD,BUR,5600000,9,113,3.3,5.89285714285714E-07,2.01785714285714E-05,0,322287,7,35,0,0,0,11,0,20.2,7541,-4,0,113,4,0.7,0,3.8,13,0,7,0,3,2.1,389600,1,0,0,1,2127,9038,0,0,365,Man City,Everton,Arsenal,,,3.3,2.5,4.1,179.6
Harvey,Barnes,MID,LEI,5500000,7,40,1.14285714285714,2.07792207792208E-07,7.27272727272727E-06,0,32236,0,16,0,0,0,1,0,7.3,1277,0,0,40,0,0.6,0,3.5,1,0,1,0,3,0.2,43624,0,0,0,0,935,521,0,0,129,Arsenal,Man City,Chelsea,,,0.6,0.6,0.6,86.4
Antonio,Barreca,DEF,NEW,4100000,0,1,0.0285714285714286,6.96864111498258E-09,2.4390243902439E-07,0,783,0,0,0,0,0,0,0,0.2,24,-4,0,1,4,0,0,0,0,0,0,0,0,0,1103,0,0,0,0,4,23,0,0,3,Brighton,Liverpool,Fulham,,,0,0,0,0
Michy,Batshuayi,FWD,CRY,6300000,0,29,0.828571428571429,1.31519274376417E-07,4.6031746031746E-06,0,162193,0,7,0,0,0,2,0,4.6,9300,-2,1,29,2,0.2,0,1.2,2,0,3,0,1,0.9,211926,0,0,0,0,588,621,-1,0,83,Everton,Cardiff City,Bournemouth,,,0.4,0.4,0.4,39.3
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,75240,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5564,0,0,0,0,0,3,0,0,0,Watford,Fulham,Liverpool,,,0,0,0,0
Jan,Bednarek,DEF,SOU,4000000,2,45,2,5E-07,1.125E-05,0,414552,7,30,0,0,0,0,0,11.3,5488,0,0,45,0,0.6,0,2.2,3,0,3,0,1,7.3,552199,0,0,0,0,1880,12206,0,0,320,Bournemouth,West Ham,Huddersfield,,,1.5,1.3,1.9,71.1
Asmir,Begovic,GLK,BOU,4300000,0,63,2.6,6.04651162790698E-07,1.46511627906977E-05,0,268165,0,47,0,59,0,0,0,14.7,2597,-2,0,63,2,0.1,0,0.5,4,0,5,0,0,2.9,168808,0,0,0,0,2160,440,0,0,363,Southampton,Tottenham,Crystal Palace,,,2,2.8,2.1,44.2
Hector,Bellerin,DEF,ARS,5300000,0,60,3.2,6.0377358490566E-07,1.13207547169811E-05,0,1141772,3,21,0,0,0,0,0,11.3,914,-2,0,60,2,0,0,0,5,0,4,0,5,4.5,566990,1,0,0,0,1532,31,0,0,304,Leicester,Brighton,Burnley,,,0,0,0,73.7
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,56645,0,0,0,0,0,0,0,0,276,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,29078,0,0,0,0,0,44,0,0,0,Arsenal,Man City,Chelsea,,,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2994,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,1,0,0,0,Arsenal,Man City,Chelsea,,,0,0,0,0
Joe,Bennett,DEF,CAR,4400000,1,68,2.5,5.68181818181818E-07,1.54545454545455E-05,0,55065,5,46,0,0,0,0,0,15.5,197,-1,0,68,1,0.3,0,1.4,4,0,8,0,1,0.4,54653,0,0,0,0,2369,309,0,0,385,Fulham,Crystal Palace,Man Utd,,,2,2.1,2,69
Ryan,Bennett,DEF,WOL,4100000,7,81,2.6,6.34146341463415E-07,1.97560975609756E-05,0,903222,11,35,0,0,0,1,0,19.8,4195,1,0,81,-1,0.4,0,1.8,1,0,8,0,0,8.1,1057407,0,0,0,0,2790,10711,0,0,427,Watford,Fulham,Liverpool,,,2.1,2.9,2.1,81.1
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,10,0,0,0,Man City,Everton,Arsenal,,,0,0,0,0
Christian,Benteke,FWD,CRY,6300000,12,31,0.885714285714286,1.40589569160998E-07,4.92063492063492E-06,0,74259,1,13,0,0,0,1,0,4.9,362,-2,0,31,2,0.5,0,3.2,3,0,2,0,1,0.5,30211,0,0,0,0,717,5115,0,0,62,Everton,Cardiff City,Bournemouth,,,0.4,0.4,0.4,53.2
,Bernard,MID,EVE,5900000,3,80,2.28571428571429,3.87409200968523E-07,1.35593220338983E-05,0,61394,5,18,0,0,0,1,0,13.6,483,-1,0,80,1,0.7,0,4.3,5,0,11,0,4,0.2,50934,0,0,0,0,1889,1504,0,0,286,Crystal Palace,Burnley,Tottenham,,,1.7,2.2,1.1,114
,Bernardo,DEF,BHA,4200000,2,35,1,2.38095238095238E-07,8.33333333333333E-06,0,17281,4,23,0,0,0,0,0,8.3,201,-3,0,35,3,0.2,0,1,0,0,2,0,1,0.1,12691,0,0,0,0,1479,125,0,0,244,Newcastle,Arsenal,Man City,,,0.5,0.5,0.5,59.7
,Bernardo Silva,MID,MCI,7600000,14,146,4.4,5.78947368421053E-07,1.92105263157895E-05,0,1832862,3,21,0,0,0,7,0,19.2,7895,1,0,146,-1,0.8,0,5.8,17,0,13,0,8,10.3,2017215,0,0,0,3,2579,139326,0,0,614,Burnley,Leicester,Brighton,,,4.4,4.6,4.3,253.8
Ryan,Bertrand,DEF,SOU,4800000,3,52,2.5,5.20833333333333E-07,1.08333333333333E-05,0,356305,8,35,0,0,0,1,0,10.8,3447,-2,0,52,2,0.4,0,2,1,0,6,0,0,2.1,105255,0,0,0,0,1890,1292,0,0,269,Bournemouth,West Ham,Huddersfield,,,0,1.9,2.7,75.8
Marcus,Bettinelli,GLK,FUL,4200000,0,15,2.1,5E-07,3.57142857142857E-06,0,43117,1,20,0,20,0,0,0,3.6,178,-3,0,15,3,0,0,0,0,0,0,0,0,0.3,37983,0,0,1,0,630,35,0,0,114,Cardiff City,Wolverhampton,Newcastle,,,0,0,0,19.4
Philip,Billing,MID,HUD,4500000,0,63,2.3,5.11111111111111E-07,1.4E-05,0,281875,7,43,0,0,0,2,0,14,1406,0,0,63,0,0,0,0,4,0,5,0,0,1.1,319005,0,0,0,0,2187,133,0,0,317,Liverpool,Man Utd,Southampton,,,1.2,1.4,1.7,121.3
Yves,Bissouma,MID,BHA,4600000,3,39,1.11428571428571,2.42236024844721E-07,8.47826086956522E-06,0,3848,4,27,0,0,0,0,0,8.5,88,-4,0,39,4,0.3,0,1.3,0,0,3,0,0,0,2550,0,0,0,0,1543,28,0,0,153,Newcastle,Arsenal,Man City,,,0.7,0.6,0.6,57.4
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,1,0,0,0,Chelsea,Huddersfield,Cardiff City,,,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,12254,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1816,0,0,0,0,0,11,0,0,0,Fulham,Crystal Palace,Man Utd,,,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,15066,0,0,0,0,0,0,0,0,7,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,716,0,0,0,0,0,0,0,0,0,Crystal Palace,Burnley,Tottenham,,,0,0,0,0
Willy,Boly,DEF,WOL,4700000,8,111,3.4,7.23404255319149E-07,2.36170212765957E-05,0,514207,2,40,0,0,0,4,0,23.6,8637,2,0,111,-2,0.9,0,4,10,0,7,0,0,6.4,769584,0,0,0,3,2898,14346,0,1,582,Watford,Fulham,Liverpool,,,3.1,4.2,3.2,128.6
Bonatini Lohner Maia,Bonatini,FWD,WOL,4600000,0,10,1.4,3.04347826086957E-07,2.17391304347826E-06,0,70921,0,0,0,0,0,0,0,2.2,94,-4,0,10,4,0,0,0,0,0,0,0,1,0.3,35219,0,0,0,0,130,6,0,0,19,Watford,Fulham,Liverpool,,,0,0,0,13.6
Gaetan,Bong,DEF,BHA,4400000,6,48,2.2,5E-07,1.09090909090909E-05,0,12754,0,34,0,0,0,0,0,10.9,89,-1,0,48,1,0.3,0,1.2,0,0,5,0,0,0.1,9764,0,0,0,0,1805,82,0,0,254,Newcastle,Arsenal,Man City,,,1.7,1.1,1.9,38
Artur,Boruc,GLK,BOU,4100000,3,44,1.25714285714286,3.06620209059233E-07,1.07317073170732E-05,0,290894,2,15,0,35,0,0,0,10.7,3573,1,0,44,-1,0.5,0,2,4,0,4,0,0,8.8,409785,0,0,0,1,990,4694,0,0,203,Southampton,Tottenham,Crystal Palace,,,0.6,0.9,0.6,27.2
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,2,0,0,0,Bournemouth,West Ham,Huddersfield,,,0,0,0,0
Robbie,Brady,MID,BUR,5400000,0,17,0.485714285714286,8.99470899470899E-08,3.14814814814815E-06,0,3019,3,14,0,0,0,0,0,3.1,24,-1,0,17,1,0,0,0,0,0,1,0,1,0,1841,0,0,0,0,627,20,0,1,64,Man City,Everton,Arsenal,,,0.2,0.2,0.2,34.8
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,10385,0,0,0,0,0,0,0,0,41,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1403,0,0,0,0,0,27,0,0,0,Burnley,Leicester,Brighton,,,0,0,0,0
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,10577,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0.2,16016,0,0,0,0,0,93,0,0,0,Fulham,Crystal Palace,Man Utd,,,0,0,0,0
Miguel,Britos,DEF,WAT,4300000,0,3,0.0857142857142857,1.99335548172757E-08,6.97674418604651E-07,0,4341,0,5,0,0,0,0,0,0.7,25,-2,0,3,2,0,0,0.2,0,0,0,0,0,0,1116,0,0,0,0,184,13,0,0,22,Wolverhampton,Chelsea,West Ham,,,0,0,0,2.9
David,Brooks,MID,BOU,5100000,2,118,4.1,8.03921568627451E-07,2.31372549019608E-05,0,732127,3,38,0,0,0,7,0,23.1,15721,1,0,118,-1,0.8,0,4.3,7,0,9,0,5,4.9,1008841,0,0,0,2,2173,13139,0,0,390,Southampton,Tottenham,Crystal Palace,,,3.8,3.9,4.2,163.2
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,6152,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7252,0,0,0,0,0,3,0,0,0,Crystal Palace,Burnley,Tottenham,,,0,0,0,0
,Bruno,DEF,BHA,4400000,9,42,1.2,2.72727272727273E-07,9.54545454545455E-06,0,54244,2,11,0,0,0,0,0,9.5,161,-1,0,42,1,0.4,0,1.8,7,0,4,0,1,0.3,50976,0,0,0,1,868,469,0,0,198,Newcastle,Arsenal,Man City,,,0.6,0.6,0.7,25.1
Joe,Bryan,DEF,FUL,4800000,9,45,1.8,3.75E-07,9.375E-06,0,10882,4,49,0,0,0,0,0,9.4,260,-2,0,45,2,0.8,0,4,4,0,4,0,1,0.1,7206,1,0,0,0,2074,2873,0,0,354,Cardiff City,Wolverhampton,Newcastle,,,2,1.2,1.2,94.6
Dan,Burn,DEF,BHA,4500000,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,9,0,0,0,Newcastle,Arsenal,Man City,,,0,0,0,0
David,Button,GLK,BHA,4000000,0,15,0.428571428571429,1.07142857142857E-07,3.75E-06,0,172509,0,5,0,14,0,0,0,3.8,2622,0,0,15,0,0,0,0,2,0,1,0,0,2.4,214111,0,0,0,0,360,1081,0,0,76,Newcastle,Arsenal,Man City,,,0.2,0.2,0.2,8.9
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,2779,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,1,0,0,0,Tottenham,Southampton,Watford,,,0,0,0,0
Willy,Caballero,GLK,CHE,4700000,0,6,0.171428571428571,3.64741641337386E-08,1.27659574468085E-06,0,12786,0,0,0,0,0,0,0,1.3,93,-3,0,6,3,0,0,0,0,0,1,0,0,0.1,7276,0,0,0,0,90,75,0,0,19,Man Utd,Watford,Leicester,,,0.1,0.1,0.1,0.4
Gary,Cahill,DEF,CHE,5000000,0,1,0.0285714285714286,5.71428571428571E-09,2E-07,0,56082,0,0,0,0,0,0,0,0.2,93,-5,0,1,5,0,0,0,0,0,0,0,0,0.5,6621,0,0,0,0,21,79,0,0,3,Man Utd,Watford,Leicester,,,0,0,0,0.3
Tom,Cairney,MID,FUL,4600000,0,64,2.3,5E-07,1.39130434782609E-05,0,159651,0,46,0,0,0,1,0,13.9,271,-4,0,64,4,0.8,0,3.8,3,0,4,0,1,0.4,27394,0,0,0,0,1918,395,0,0,347,Cardiff City,Wolverhampton,Newcastle,,,2,1.4,2.2,100.6
Dominic,Calvert-Lewin,FWD,EVE,5400000,5,88,2.7,5E-07,1.62962962962963E-05,0,285196,3,26,0,0,0,6,0,16.3,3949,-1,0,88,1,0.6,0,3.5,3,0,6,0,5,2.1,329587,0,0,0,0,1607,20413,0,0,262,Crystal Palace,Burnley,Tottenham,,,2.1,3.2,1.7,99.8
Rafael,Camacho,MID,LIV,5000000,0,1,0.0285714285714286,5.71428571428571E-09,2E-07,0,264,0,1,0,0,0,0,0,0.2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,1,8,0,0,3,Huddersfield,Newcastle,Wolverhampton,,,0,0,0,0.2
Victor,Camarasa,MID,CAR,4400000,2,102,3.4,7.72727272727273E-07,2.31818181818182E-05,0,360675,6,53,0,0,0,5,0,23.2,5704,-1,0,102,1,0.9,0,3.8,5,0,8,0,4,2.6,502452,0,0,0,1,2488,15111,0,0,388,Fulham,Crystal Palace,Man Utd,,,3,3.3,2.6,165.1
