FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
James,Ward-Prowse,MID,SOU,5100000,3,82,3.6,7.05882352941176E-07,1.6078431372549E-05,0,184597,4,35,0,0,0,6,0,16.1,15222,-4,0,82,4,0.4,0,1.8,13,0,3,0,0,3.4,365849,1,0,0,3,1737,3988,0,0,341,Bournemouth,West Ham,Huddersfield,,,4,3,4.4,150.7
Danny,Welbeck,FWD,ARS,6400000,0,19,2.4,3.75E-07,2.96875E-06,0,50862,0,3,0,0,0,1,0,3,83,-1,0,19,1,0,0,0,3,0,0,0,1,0.4,29686,0,0,0,0,146,31,0,0,63,Leicester,Brighton,Burnley,,,0,0,0,19.5
Nahki,Wells,FWD,BUR,4500000,0,0,0,0,0,0,95376,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0.8,13580,0,0,0,0,0,12,0,0,0,Man City,Everton,Arsenal,,,0,0,0,0
Ashley,Westwood,MID,BUR,4600000,2,106,3.4,7.39130434782609E-07,2.30434782608696E-05,0,317310,4,49,0,0,0,2,0,23,9200,1,0,106,-1,1.2,0,5.3,10,0,7,0,8,3,458460,0,0,0,1,2551,7645,0,0,489,Man City,Everton,Arsenal,,,2.5,2.2,3.8,143.5
Ben,White,DEF,BHA,4000000,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,1,0,0,0,Newcastle,Arsenal,Man City,,,0,0,0,0
Alfie,Whiteman,GLK,TOT,4000000,0,0,0,0,0,0,9027,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13177,0,0,0,0,0,83,0,0,0,West Ham,Bournemouth,Everton,,,0,0,0,0
Connor,Wickham,FWD,CRY,4900000,0,8,0.228571428571429,4.66472303206997E-08,1.63265306122449E-06,0,16395,0,1,0,0,0,0,0,1.6,148,-1,0,8,1,0,0,0,0,0,0,0,1,0.1,12089,0,0,0,0,60,99,0,0,20,Everton,Cardiff City,Bournemouth,,,0.1,0.1,0.1,11.8
Georginio,Wijnaldum,MID,LIV,5500000,11,100,3.1,5.63636363636364E-07,1.81818181818182E-05,0,160445,3,14,0,0,0,3,0,18.2,929,0,0,100,0,0.7,0,3.8,9,0,16,0,1,1.1,166684,0,0,0,1,2499,5999,0,0,415,Huddersfield,Newcastle,Wolverhampton,,,3.6,2.9,3.1,109.9
Ashley,Williams,DEF,EVE,4500000,0,0,0,0,0,0,5293,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,5,0,0,0,Crystal Palace,Burnley,Tottenham,,,0,0,0,0
Danny,Williams,MID,HUD,4500000,0,6,0.171428571428571,3.80952380952381E-08,1.33333333333333E-06,0,1590,1,1,0,0,0,0,0,1.3,13,0,0,6,0,0.1,0,0.5,0,0,1,0,0,0,1274,0,0,0,0,94,6,0,0,12,Liverpool,Man Utd,Southampton,,,0.1,0.1,0.1,2
,Willian,MID,CHE,7100000,0,104,3.5,4.92957746478873E-07,1.46478873239437E-05,0,805464,1,24,0,0,0,3,0,14.6,5699,-4,0,104,4,0.3,0,2.2,6,0,10,0,7,3.8,514006,0,0,0,0,1940,1078,0,0,459,Man Utd,Watford,Leicester,,,2.5,3.6,3,235.1
Joseph,Willock,MID,ARS,4500000,0,1,0.0285714285714286,6.34920634920635E-09,2.22222222222222E-07,0,387,0,1,0,0,0,0,0,0.2,16,0,0,1,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,2,8,0,0,3,Leicester,Brighton,Burnley,,,0,0,0,0.1
Ben,Wilmot,DEF,WAT,4000000,0,1,0.5,1.25E-07,2.5E-07,0,11321,0,2,0,0,0,0,0,0.3,59,0,0,1,0,0,0,0,0,0,0,0,0,0.1,13413,0,0,0,0,26,5,0,0,8,Wolverhampton,Chelsea,West Ham,,,0,0,0,0.8
Jack,Wilshere,MID,WHU,4800000,1,12,0.342857142857143,7.14285714285714E-08,2.5E-06,0,236651,2,10,0,0,0,0,0,2.5,46,-2,0,12,2,0.1,0,0.3,0,0,1,0,1,0.8,25688,0,0,0,0,343,45,0,0,70,Tottenham,Southampton,Watford,,,0.2,0.2,0.2,12.1
Callum,Wilson,FWD,BOU,6700000,2,148,5.5,8.2089552238806E-07,2.2089552238806E-05,0,3537622,3,39,0,0,0,12,0,22.1,38901,7,0,148,-7,0.8,1,5.3,19,0,8,0,11,18.1,4217198,0,0,0,6,2258,43939,0,0,455,Southampton,Tottenham,Crystal Palace,,,6.4,6.9,6.2,199
Harry,Winks,MID,TOT,5500000,0,53,2,3.63636363636364E-07,9.63636363636364E-06,0,26864,4,17,0,0,0,1,0,9.6,589,0,0,53,0,0,0,0.2,3,0,6,0,0,0.1,29980,0,0,0,0,1589,29,0,0,275,West Ham,Bournemouth,Everton,,,0,0,0,50.7
Chris,Wood,FWD,BUR,6300000,5,125,3.6,5.71428571428571E-07,1.98412698412698E-05,0,132175,2,44,0,0,0,10,0,19.8,5772,-2,0,125,2,1.3,0,8.5,17,0,7,0,3,1.3,178006,0,0,0,3,2343,10201,0,0,374,Man City,Everton,Arsenal,,,3.7,2.8,4.6,160
Frederick,Woodman,GLK,NEW,4000000,0,0,0,0,0,0,8501,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13897,0,0,0,0,0,81,0,0,0,Brighton,Liverpool,Fulham,,,0,0,0,0
Sam,Woods,DEF,CRY,4000000,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,154,0,0,0,Everton,Cardiff City,Bournemouth,,,0,0,0,0
,Xande Silva,FWD,WHU,4500000,0,1,0.0285714285714286,6.34920634920635E-09,2.22222222222222E-07,0,13530,0,0,0,0,0,0,0,0.2,301,0,0,1,0,0,0,0,0,0,0,0,0,0.2,19867,0,0,0,0,17,227,0,0,3,Tottenham,Southampton,Watford,,,0,0,0,4.8
Granit,Xhaka,MID,ARS,5200000,4,87,3.2,6.15384615384615E-07,1.67307692307692E-05,0,374939,9,33,0,0,0,4,0,16.7,2035,-3,0,87,3,0.3,0,1.4,8,0,7,0,3,2.2,236328,0,0,0,1,2332,876,0,0,433,Leicester,Brighton,Burnley,,,2.4,3.8,2.3,142.6
Andriy,Yarmolenko,MID,WHU,6700000,0,27,3,4.47761194029851E-07,4.02985074626866E-06,0,114901,2,6,0,0,0,2,0,4,46,-3,0,27,3,0,0,0,2,0,1,0,1,0.5,83536,0,0,0,1,456,10,0,0,88,Tottenham,Southampton,Watford,,,0,0,0,29.1
DeAndre,Yedlin,DEF,NEW,4500000,0,63,2.2,4.88888888888889E-07,1.4E-05,0,155895,6,41,0,0,0,1,0,14,2076,0,0,63,0,0.2,0,0.8,1,0,5,0,2,1,124268,1,0,0,0,2472,756,0,1,325,Brighton,Liverpool,Fulham,,,1.7,2,1.7,95.8
Maya,Yoshida,DEF,SOU,4100000,3,44,2.6,6.34146341463415E-07,1.07317073170732E-05,0,103182,0,29,0,0,0,0,0,10.7,2712,-4,0,44,4,0.8,0,3.4,4,0,3,0,1,1.5,111238,0,0,0,0,1518,8117,0,0,278,Bournemouth,West Ham,Huddersfield,,,2.2,2.1,2.8,63.4
Ashley,Young,DEF,MUN,5700000,1,68,2.5,4.3859649122807E-07,1.19298245614035E-05,0,226610,7,40,0,0,0,2,0,11.9,3109,-3,0,68,3,0,0,0,3,0,4,0,3,1.6,185550,0,0,0,1,2298,423,0,1,400,Chelsea,Huddersfield,Cardiff City,,,3,2.5,2.9,119.5
Pablo,Zabaleta,DEF,WHU,4300000,1,54,2.2,5.11627906976744E-07,1.25581395348837E-05,0,237465,4,34,0,0,0,0,0,12.6,1060,-2,0,54,2,0.2,0,1,4,0,4,0,1,1.7,141643,0,0,0,0,2025,326,0,0,343,Tottenham,Southampton,Watford,,,1.7,2,1.6,69.3
Wilfried,Zaha,FWD,CRY,6800000,6,124,4,5.88235294117647E-07,1.82352941176471E-05,0,2430965,7,44,0,0,0,9,0,18.2,6043,-2,0,124,2,0.7,0,4.6,12,0,10,0,8,13.3,1490344,0,0,0,1,2771,78672,0,1,392,Everton,Cardiff City,Bournemouth,,,4.2,4.6,4.8,238.9
Andre-Frank,Zambo Anguissa,MID,FUL,4400000,3,30,0.857142857142857,1.94805194805195E-07,6.81818181818182E-06,0,16422,1,28,0,0,0,0,0,6.8,34,-1,0,30,1,0.6,0,2.5,0,0,2,0,0,0.1,11560,0,0,0,0,1245,63,0,1,196,Cardiff City,Wolverhampton,Newcastle,,,0.4,0.4,0.4,49
,Zanka,DEF,HUD,4400000,0,67,2.8,6.36363636363636E-07,1.52272727272727E-05,0,421817,6,38,0,0,0,3,0,15.2,2186,-1,0,67,1,0,0,0,4,0,3,0,1,2.5,84711,0,0,0,0,2147,78,0,0,402,Liverpool,Man Utd,Southampton,,,2.5,2.5,2.5,81.9
Davide,Zappacosta,DEF,CHE,5000000,0,3,0.0857142857142857,1.71428571428571E-08,6E-07,0,15494,0,0,0,0,0,0,0,0.6,43,-5,0,3,5,0,0,0.2,0,0,0,0,0,0.1,4214,0,0,0,0,35,44,0,0,4,Man Utd,Watford,Leicester,,,0,0,0,2.5
Marvin,Zeegelaar,DEF,WAT,4200000,0,0,0,0,0,0,4969,0,0,0,0,0,0,0,0,12,-3,0,0,3,0,0,0,0,0,0,0,0,0,972,0,0,0,0,0,1,0,0,0,Wolverhampton,Chelsea,West Ham,,,0,0,0,0
Oleksandr,Zinchenko,MID,MCI,4700000,5,36,1.02857142857143,2.18844984802432E-07,7.65957446808511E-06,0,20259,1,3,0,0,0,0,0,7.7,419,-3,0,36,3,0.4,0,1.8,1,0,7,0,3,0.2,26441,0,0,0,0,881,1424,0,0,178,Burnley,Leicester,Brighton,,,0.5,0.5,0.5,45.7
Kenneth,Zohore,FWD,CAR,4600000,1,30,0.857142857142857,1.86335403726708E-07,6.52173913043478E-06,0,77812,1,18,0,0,0,1,0,6.5,1134,-4,0,30,4,0.2,0,1,2,0,1,0,1,0.6,68404,0,0,0,0,638,1196,0,0,87,Fulham,Crystal Palace,Man Utd,,,0.4,0.4,0.4,48.5
Kurt,Zouma,DEF,EVE,5000000,6,97,3.3,6.6E-07,1.94E-05,0,87643,3,37,0,0,0,2,0,19.4,1425,0,0,97,0,1.4,0,7,10,0,8,0,2,0.9,123283,0,0,0,2,2343,12283,0,1,476,Crystal Palace,Burnley,Tottenham,,,3.1,3.4,3.1,83.6
