FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Dominic,Solanke,FWD,BOU,4700000,1,12,0.363636363636364,7.73694390715667E-08,2.5531914893617E-06,0,40649,0,5,0,0,0,0,0,2.6,2166,-3,0,12,3,0.4,0,2,0,0,0,0,1,0.5,42727,0,0,0,0,279,879,0,0,36,Brighton,Fulham,Southampton,Tottenham,Crystal Palace,0.2,0.2,0.2,0.2,0.2,24
Heung-Min,Son,MID,TOT,8700000,0,150,5.8,6.66666666666667E-07,1.72413793103448E-05,0,2671073,2,20,0,0,0,12,0,17.6,22404,2,-1,150,-2,0.6,0,5.5,17,0,9,0,7,20.7,3469935,0,0,0,5,1718,476923,1,0,467,Huddersfield,Man City,Brighton,West Ham,Bournemouth,7.8,12.8,7.3,6.5,6.7,186.9
Alexander,S?rloth,FWD,CRY,4800000,0,12,1,2.08333333333333E-07,2.5E-06,0,22972,0,3,0,0,0,0,0,2.5,35,-2,0,12,2,0,0,0,0,0,0,0,0,0.1,12177,0,0,0,0,173,6,0,0,32,Man City,Arsenal,Everton,Cardiff City,Bournemouth,0,0,0,0,0,11.3
Pape,Souare,DEF,CRY,4200000,0,1,0.0303030303030303,7.21500721500722E-09,2.38095238095238E-07,0,5765,0,0,0,0,0,0,0,0.2,17,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,1233,0,0,0,0,1,16,0,0,3,Man City,Arsenal,Everton,Cardiff City,Bournemouth,0,0,0,0,0,0.1
Caglar,Soyuncu,DEF,LEI,4800000,2,9,0.272727272727273,5.68181818181818E-08,1.875E-06,0,4128,1,4,0,0,0,0,0,1.9,16,-2,0,9,2,0.1,0,0.7,0,0,0,0,0,0,1159,0,0,0,0,371,42,0,0,48,Newcastle,West Ham,Arsenal,Man City,Chelsea,0.1,0.1,0.1,0.1,0.1,10.6
Julian,Speroni,GLK,CRY,3900000,0,1,0.0303030303030303,7.77000777000777E-09,2.56410256410256E-07,0,468197,0,4,0,5,0,0,0,0.3,16650,-1,0,1,1,0,0,0,0,0,0,0,0,10.3,312818,0,0,0,0,90,2074,0,0,16,Man City,Arsenal,Everton,Cardiff City,Bournemouth,0,0,0,0,0,3.1
Junior,Stanislas,MID,BOU,6000000,1,49,1.48484848484848,2.47474747474747E-07,8.16666666666667E-06,0,13187,1,24,0,0,0,1,0,8.2,118,0,0,49,0,0.1,0,0.7,3,0,2,0,3,0.1,11815,0,0,0,0,992,75,0,0,180,Brighton,Fulham,Southampton,Tottenham,Crystal Palace,0.7,1.3,0.7,0.7,0.8,76.4
Jon Gorenc,Stankovic,DEF,HUD,3900000,0,21,0.636363636363636,1.63170163170163E-07,5.38461538461538E-06,0,292740,2,13,0,0,0,1,0,5.4,7104,-1,0,21,1,0.1,0,0.3,2,0,2,0,0,3.1,424042,0,0,0,0,464,1680,0,0,98,Tottenham,Watford,Liverpool,Man Utd,Southampton,0.3,0.3,0.3,0.3,0.3,22.3
Jason,Steele,GLK,BHA,4000000,0,0,0,0,0,0,41136,0,0,0,0,0,0,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,1.2,25036,0,0,0,0,0,83,0,0,0,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,0,0,0,0,0,0
Maarten,Stekelenburg,GLK,EVE,3900000,0,0,0,0,0,0,138216,0,0,0,0,0,0,0,0,5471,-1,0,0,1,0,0,0,0,0,0,0,0,3.4,86072,0,0,0,0,0,1239,0,0,0,Fulham,Man Utd,Crystal Palace,Burnley,Tottenham,0,0,0,0,0,0
Dale,Stephens,MID,BHA,4300000,0,53,2.2,5.11627906976744E-07,1.23255813953488E-05,0,483418,5,36,0,0,0,1,0,12.3,5524,-2,0,53,2,0.3,0,1.5,4,0,4,0,1,3.2,110725,0,0,0,0,1944,6362,0,1,318,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,4.2,2.3,2.2,1.1,1.3,63.6
Jack,Stephens,DEF,SOU,4200000,0,40,1.25,2.97619047619048E-07,9.52380952380952E-06,0,29975,4,25,0,0,0,1,0,9.5,630,-3,0,40,3,0,0,0,4,0,3,0,0,0.3,30117,0,0,0,1,1286,104,0,0,228,Wolverhampton,Newcastle,Watford,Bournemouth,West Ham,0.9,1.2,0.7,0.6,0.9,52
Kazaiah,Sterling,FWD,TOT,4500000,0,0,0,0,0,0,3784,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,4234,0,0,0,0,0,33,0,0,0,Huddersfield,Man City,Brighton,West Ham,Bournemouth,0,0,0,0,0,0
Raheem,Sterling,MID,MCI,11500000,0,201,7.2,6.26086956521739E-07,1.74782608695652E-05,0,2186786,2,17,0,0,0,15,0,17.5,58784,5,1,201,-5,0.1,0,1.5,23,0,13,0,13,19.3,3172453,0,0,0,6,2230,163480,-1,0,670,Crystal Palace,Tottenham,Man Utd,Burnley,Leicester,9.6,16.5,8.8,9.4,8.5,309.5
Jamie,Sterry,DEF,NEW,4000000,0,0,0,0,0,0,6253,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6809,0,0,0,0,0,6,0,0,0,Leicester,Southampton,Brighton,Liverpool,Fulham,0,0,0,0,0,0
,Steve Cook,DEF,BOU,4300000,0,70,2.7,6.27906976744186E-07,1.62790697674419E-05,0,710799,2,47,0,0,0,1,0,16.3,6885,-2,0,70,2,0,0,0,5,0,7,0,1,4,764985,1,0,0,1,2340,39,0,0,453,Brighton,Fulham,Southampton,Tottenham,Crystal Palace,0,0,0,0,0,101.4
,Steven Sessegnon,DEF,FUL,4000000,0,0,0,0,0,0,6557,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0.1,10136,0,0,0,0,0,123,0,0,0,Everton,Bournemouth,Cardiff City,Wolverhampton,Newcastle,0,0,0,0,0,0
John,Stones,DEF,MCI,5200000,0,72,3.6,6.92307692307692E-07,1.38461538461538E-05,0,707680,1,15,0,0,0,0,0,13.8,2079,-3,0,72,3,0.6,0,3,7,0,8,0,0,4.7,415228,0,0,0,0,1660,2812,0,0,393,Crystal Palace,Tottenham,Man Utd,Burnley,Leicester,3.7,7.6,2.9,3.7,3.4,51.7
Daniel,Sturridge,FWD,LIV,5600000,0,30,1.9,3.39285714285714E-07,5.35714285714286E-06,0,134118,1,3,0,0,0,2,0,5.4,352,-4,0,30,4,0.1,0,0.3,2,0,1,0,1,0.9,93128,0,0,0,0,336,118,0,0,113,Chelsea,Cardiff City,Huddersfield,Newcastle,Wolverhampton,1.4,1.3,1.7,1.3,1.5,37.6
Denis,Suarez,MID,ARS,5700000,0,4,0.125,2.19298245614035E-08,7.01754385964912E-07,0,23895,0,1,0,0,0,0,0,0.7,385,-8,1,4,8,0,0,0,0,0,0,0,0,0.1,27353,0,0,0,0,67,64,-1,0,11,Watford,Crystal Palace,Wolverhampton,Leicester,Brighton,0.1,0.2,0.1,0.1,0.1,1.4
,Success,FWD,WAT,4600000,0,38,1.1875,2.58152173913043E-07,8.26086956521739E-06,0,474888,3,20,0,0,0,1,0,8.3,8082,1,0,38,-1,0.4,0,2,0,0,2,0,1,2.3,556086,0,0,0,0,956,389,0,0,113,Arsenal,Huddersfield,Southampton,Wolverhampton,Chelsea,0,1.4,0.7,0.6,0.8,70
Andrew,Surman,MID,BOU,4600000,0,36,2,4.34782608695652E-07,7.82608695652174E-06,0,25744,2,37,0,0,0,0,0,7.8,195,-4,0,36,4,0,0,0,0,0,4,0,0,0.1,11131,0,0,0,0,1438,7,0,0,206,Brighton,Fulham,Southampton,Tottenham,Crystal Palace,0,0,0,0,0,39.2
Sam,Surridge,FWD,BOU,4500000,0,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,7236,0,0,0,0,0,0,0,0.2,475,0,0,1,0,0,0,0,0,0,0,0,0,0.1,12575,0,0,0,0,10,389,0,0,2,Brighton,Fulham,Southampton,Tottenham,Crystal Palace,0,0,0,0,0,0.6
Markus,Suttner,DEF,BHA,3800000,0,0,0,0,0,0,353207,0,0,0,0,0,0,0,0,5339,-2,0,0,2,0,0,0,0,0,0,0,0,4.1,132585,0,0,0,0,0,3639,0,0,0,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,0,0,0,0,0,0
Matt,Targett,DEF,SOU,4200000,0,28,0.875,2.08333333333333E-07,6.66666666666667E-06,0,26513,2,23,0,0,0,0,0,6.7,855,-3,0,28,3,0,0,0,3,0,0,0,3,0.1,27256,0,0,0,0,1095,47,0,0,207,Wolverhampton,Newcastle,Watford,Bournemouth,West Ham,0.5,0.8,0.4,0.4,0.5,76
James,Tarkowski,DEF,BUR,4700000,2,89,3,6.38297872340426E-07,1.8936170212766E-05,0,617806,5,55,0,0,0,3,0,18.9,6571,-3,0,89,3,1.1,0,5,7,0,6,0,2,4.4,361962,0,0,0,1,2636,8814,0,0,455,Cardiff City,Chelsea,Man City,Everton,Arsenal,4.1,3.1,3,3.3,2.9,130.2
Charlie,Taylor,DEF,BUR,4400000,2,71,2.2,5E-07,1.61363636363636E-05,0,36548,2,56,0,0,0,0,0,16.1,1898,-1,0,71,1,1,0,4.3,2,0,6,0,1,0.4,45083,0,0,0,0,2790,1988,0,0,444,Cardiff City,Chelsea,Man City,Everton,Arsenal,2.7,1.9,1.8,2,1.8,84
Kyle,Taylor,MID,BOU,4500000,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,15,0,0,0,Brighton,Fulham,Southampton,Tottenham,Crystal Palace,0,0,0,0,0,0
Youri,Tielemans,MID,LEI,6100000,9,43,1.3030303030303,2.13611525086935E-07,7.04918032786885E-06,0,40160,1,10,0,0,0,2,0,7,23173,1,0,43,-1,1.1,0,7,5,0,1,0,4,2.7,207009,0,0,0,0,653,34938,0,0,179,Newcastle,West Ham,Arsenal,Man City,Chelsea,0.8,0.7,0.8,0.7,0.7,55
James,Tomkins,DEF,CRY,4300000,6,86,3,6.97674418604651E-07,2E-05,0,459498,6,37,0,0,0,1,0,20,19525,-2,0,86,2,1,0,4.3,0,0,10,0,1,3.3,211398,0,0,0,0,2561,1377,0,0,504,Man City,Arsenal,Everton,Cardiff City,Bournemouth,0,0,0,0,0,92.3
Lucas,Torreira,MID,ARS,4700000,0,72,2.5,5.31914893617021E-07,1.53191489361702E-05,0,668931,6,30,0,0,0,2,0,15.3,3902,-3,0,72,3,0,0,0,6,0,5,0,4,2.6,682277,0,0,0,1,2072,1538,0,1,374,Watford,Crystal Palace,Wolverhampton,Leicester,Brighton,1.3,3.7,1.5,2.8,1.5,84.9
Cenk,Tosun,FWD,EVE,6400000,0,45,2,3.125E-07,7.03125E-06,0,408874,3,15,0,0,0,2,0,7,381,-6,0,45,6,0,0,0.3,0,0,1,0,3,1.5,154212,0,0,0,0,931,197,0,0,127,Fulham,Man Utd,Crystal Palace,Burnley,Tottenham,1.8,1.7,1.3,2,1.2,74.8
Andros,Townsend,MID,CRY,5800000,3,111,3.4,5.86206896551724E-07,1.91379310344828E-05,0,410398,1,40,0,0,0,4,0,19.1,23228,-2,0,111,2,0.4,0,2.3,5,0,11,0,4,3.5,483056,0,0,0,1,2730,2345,0,0,416,Man City,Arsenal,Everton,Cardiff City,Bournemouth,2.1,2.6,2.8,3,3.6,196.4
Adama,Traore,MID,WOL,5100000,0,40,1.25,2.45098039215686E-07,7.84313725490196E-06,0,68529,1,11,0,0,0,1,0,7.8,150,-4,0,40,4,0.2,0,1,2,0,1,0,1,0.3,42779,0,0,0,0,830,66,0,0,165,Southampton,Brighton,Arsenal,Watford,Fulham,0.6,1.6,0.6,0.9,0.6,71.8
Kieran,Trippier,DEF,TOT,6000000,0,107,4.3,7.16666666666667E-07,1.78333333333333E-05,0,2335733,2,22,0,0,0,1,0,17.8,22917,0,0,107,0,0.7,0,4,13,0,9,0,5,16.1,1809759,1,0,0,3,2095,117905,0,0,534,Huddersfield,Man City,Brighton,West Ham,Bournemouth,5.6,10,5.2,3.7,6,144.6
Joe,Tupper,GLK,CRY,4000000,0,0,0,0,0,0,737,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,0,0,0,0,0,28,0,0,0,Man City,Arsenal,Everton,Cardiff City,Bournemouth,0,0,0,0,0,0
Antonio,Valencia,DEF,MUN,6400000,0,16,3.2,5E-07,2.5E-06,0,60762,2,5,0,0,0,0,0,2.5,194,-1,0,16,1,0,0,0,1,0,2,0,0,0.7,26579,0,0,0,0,450,35,0,0,90,West Ham,Everton,Man City,Chelsea,Huddersfield,0,0,0,0,0,16.2
Yan,Valery,DEF,SOU,4100000,1,44,1.375,3.35365853658537E-07,1.07317073170732E-05,0,58776,3,21,0,0,0,2,0,10.7,19524,1,0,44,-1,0.9,0,3.5,0,0,3,0,0,3.3,260435,0,0,0,1,1344,94624,0,1,202,Wolverhampton,Newcastle,Watford,Bournemouth,West Ham,1,1.4,0.8,0.7,1.1,47.1
Patrick,van Aanholt,DEF,CRY,5500000,6,125,3.8,6.90909090909091E-07,2.27272727272727E-05,0,450246,3,40,0,0,0,2,0,22.7,17588,0,0,125,0,1.3,0,7.3,16,0,11,0,2,5.4,460577,0,0,0,3,2926,9989,0,0,562,Man City,Arsenal,Everton,Cardiff City,Bournemouth,3.8,2.8,5.1,4.9,3.8,147
Virgil,van Dijk,DEF,LIV,6600000,2,169,5.1,7.72727272727273E-07,2.56060606060606E-05,0,1103156,1,20,0,0,0,3,0,25.6,46401,6,0,169,-6,0.3,0,2,17,0,16,0,3,29.9,1652905,0,0,0,3,2934,15102,0,0,785,Chelsea,Cardiff City,Huddersfield,Newcastle,Wolverhampton,7.5,6.2,7.1,5.2,7.1,136.1
Rajiv,van La Parra,MID,HUD,4600000,0,10,2,4.34782608695652E-07,2.17391304347826E-06,0,4015,0,6,0,0,0,0,0,2.2,3,-4,0,10,4,0,0,0,0,0,1,0,0,0,1107,0,0,0,0,405,0,0,0,13,Tottenham,Watford,Liverpool,Man Utd,Southampton,0,0,0,0,0,12.6
Jamie,Vardy,FWD,LEI,9200000,16,146,5,5.43478260869565E-07,1.58695652173913E-05,0,1212428,3,32,0,0,0,15,0,16,91483,2,-1,146,-2,0.9,1,8,25,0,9,0,5,14.1,1676106,0,0,0,3,2276,148800,1,1,502,Newcastle,West Ham,Arsenal,Man City,Chelsea,6.1,6.2,6.8,5.3,5.8,200.2
Jan,Vertonghen,DEF,TOT,5900000,0,54,2.8,4.74576271186441E-07,9.15254237288136E-06,0,560969,1,22,0,0,0,1,0,9.2,6165,-1,0,54,1,0.6,0,3.5,6,0,4,0,0,4.3,233520,0,0,0,0,1647,23625,0,1,330,Huddersfield,Man City,Brighton,West Ham,Bournemouth,3.1,5.3,2.8,1.8,3.5,60.2
Jannik,Vestergaard,DEF,SOU,4600000,1,48,2.2,4.78260869565217E-07,1.04347826086957E-05,0,33410,2,30,0,0,0,0,0,10.4,337,-4,0,48,4,0.1,0,0.5,0,0,4,0,0,0.3,13315,0,0,0,0,1937,712,0,0,377,Wolverhampton,Newcastle,Watford,Bournemouth,West Ham,2.2,3,1.8,1.6,2.2,71.5
Luciano,Vietto,FWD,FUL,5300000,0,47,2.4,4.52830188679245E-07,8.86792452830189E-06,0,97768,1,21,0,0,0,1,0,8.9,341,-2,0,47,2,0,0,0,4,0,1,0,4,0.4,85219,0,0,0,1,980,104,0,0,171,Everton,Bournemouth,Cardiff City,Wolverhampton,Newcastle,2.2,1.7,2.5,1.5,2.3,85.6
,Vinagre,DEF,WOL,4300000,0,21,0.65625,1.52616279069767E-07,4.88372093023256E-06,0,12552,1,9,0,0,0,0,0,4.9,129,-2,0,21,2,0.2,0,1,0,0,1,0,0,0.1,8804,0,0,0,0,673,138,0,0,108,Southampton,Brighton,Arsenal,Watford,Fulham,0.3,0.6,0.3,0.3,0.3,26.6
Nikola,Vlasic,MID,EVE,5000000,0,0,0,0,0,0,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,Fulham,Man Utd,Crystal Palace,Burnley,Tottenham,0,0,0,0,0,0
Sam,Vokes,FWD,BUR,5300000,0,48,2.4,4.52830188679245E-07,9.0566037735849E-06,0,221664,0,20,0,0,0,3,0,9.1,355,-2,0,48,2,0,0,0,7,0,2,0,0,0.6,187071,0,0,0,0,907,6,0,0,130,Cardiff City,Chelsea,Man City,Everton,Arsenal,0,0,0,0,0,54.3
Michel,Vorm,GLK,TOT,4700000,0,5,0.15625,3.32446808510638E-08,1.06382978723404E-06,0,10764,0,4,0,9,0,0,0,1.1,15,-3,0,5,3,0,0,0,1,0,0,0,0,0.1,7431,0,0,0,0,180,6,0,0,36,Huddersfield,Man City,Brighton,West Ham,Bournemouth,0.1,0.2,0.1,0.1,0.1,6.6
Matej,Vydra,FWD,BUR,5600000,0,19,0.575757575757576,1.02813852813853E-07,3.39285714285714E-06,0,9821,1,7,0,0,0,1,0,3.4,62,-4,0,19,4,0.1,0,0.3,0,0,0,0,1,0,4072,0,0,0,0,274,39,0,0,55,Cardiff City,Chelsea,Man City,Everton,Arsenal,0.3,0.3,0.3,0.3,0.3,21.2
Theo,Walcott,MID,EVE,5900000,1,85,2.7,4.57627118644068E-07,1.44067796610169E-05,0,1157268,1,31,0,0,0,3,0,14.4,1271,-6,0,85,6,0.2,0,1,4,0,6,0,3,2.6,1129395,0,0,0,1,1928,346,0,0,234,Fulham,Man Utd,Crystal Palace,Burnley,Tottenham,2.1,2,2.3,2.8,1.6,121.5
Kyle,Walker,DEF,MCI,6400000,0,117,4.3,6.71875E-07,1.828125E-05,0,965710,3,15,0,0,0,1,0,18.3,15541,-1,0,117,1,0.9,0,6,6,0,14,0,1,11.3,835548,0,0,0,1,2239,10913,0,0,539,Crystal Palace,Tottenham,Man Utd,Burnley,Leicester,4.8,9.9,3.8,4.9,4.4,86.1
Kyle,Walker-Peters,DEF,TOT,4200000,0,20,0.625,1.48809523809524E-07,4.76190476190476E-06,0,110223,1,2,0,0,0,0,0,4.8,1243,-3,0,20,3,0,0,0,3,0,1,0,3,0.6,111434,0,0,0,1,194,1050,0,0,69,Huddersfield,Man City,Brighton,West Ham,Bournemouth,0.3,0.6,0.3,0.3,0.3,13.2
Jonathan,Walters,MID,BUR,4700000,0,0,0,0,0,0,3619,0,0,0,0,0,0,0,0,92,-3,0,0,3,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,21,0,0,0,Cardiff City,Chelsea,Man City,Everton,Arsenal,0,0,0,0,0,0
Aaron,Wan-Bissaka,DEF,CRY,4500000,7,104,3.5,7.77777777777778E-07,2.31111111111111E-05,0,1683185,4,37,0,0,0,0,0,23.1,100131,5,0,104,-5,1,0,4.7,15,0,11,0,2,24.7,2263878,0,0,0,2,2684,24138,0,1,563,Man City,Arsenal,Everton,Cardiff City,Bournemouth,3.3,2.4,4.6,4.4,3.4,109.3
Victor,Wanyama,MID,TOT,4900000,0,9,0.28125,5.73979591836735E-08,1.83673469387755E-06,0,3685,0,1,0,0,0,0,0,1.8,36,-1,0,9,1,0.1,0,0.5,0,0,1,0,0,0,2158,0,0,0,0,216,58,0,0,37,Huddersfield,Man City,Brighton,West Ham,Bournemouth,0.1,0.2,0.1,0.1,0.1,5.4
Danny,Ward,MID,CAR,4300000,0,19,0.59375,1.38081395348837E-07,4.41860465116279E-06,0,46042,0,11,0,0,0,1,0,4.4,492,-2,0,19,2,0,0,0,0,0,0,0,0,0.2,36954,0,0,0,0,331,87,0,0,58,Burnley,Brighton,Liverpool,Fulham,Crystal Palace,0.6,0.3,0.3,0.3,0.3,18.3
Danny,Ward,GLK,LEI,4300000,0,0,0,0,0,0,6171,0,0,0,0,0,0,0,0,35,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1180,0,0,0,0,0,6,0,0,0,Newcastle,West Ham,Arsenal,Man City,Chelsea,0,0,0,0,0,0
Joel,Ward,DEF,CRY,4300000,0,11,0.333333333333333,7.75193798449612E-08,2.55813953488372E-06,0,19689,0,7,0,0,0,1,0,2.6,180,-2,0,11,2,0,0,0,0,0,0,0,0,0.2,5810,0,0,0,0,281,34,0,0,40,Man City,Arsenal,Everton,Cardiff City,Bournemouth,0.2,0.2,0.2,0.2,0.2,15.5
Stephen,Ward,DEF,BUR,4700000,0,7,0.212121212121212,4.51321727917473E-08,1.48936170212766E-06,0,115746,1,6,0,0,0,0,0,1.5,116,-3,0,7,3,0,0,0,0,0,1,0,0,0.5,12977,0,0,0,0,228,121,0,0,44,Cardiff City,Chelsea,Man City,Everton,Arsenal,0.1,0.1,0.1,0.1,0.1,8.5
James,Ward-Prowse,MID,SOU,5100000,2,77,2.40625,4.71813725490196E-07,1.50980392156863E-05,0,150850,3,30,0,0,0,6,0,15.1,40142,-4,0,77,4,0.4,0,2,13,0,3,0,0,3.6,344286,1,0,0,3,1467,73293,0,0,307,Wolverhampton,Newcastle,Watford,Bournemouth,West Ham,2.1,3.5,2.4,1.6,2.4,133.1
Danny,Welbeck,FWD,ARS,6400000,0,19,2.4,3.75E-07,2.96875E-06,0,50655,0,3,0,0,0,1,0,3,115,-1,0,19,1,0,0,0,3,0,0,0,1,0.4,29584,0,0,0,0,146,57,0,0,63,Watford,Crystal Palace,Wolverhampton,Leicester,Brighton,0,0,0,0,0,19.5
Nahki,Wells,FWD,BUR,4500000,0,0,0,0,0,0,95125,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0.8,13552,0,0,0,0,0,17,0,0,0,Cardiff City,Chelsea,Man City,Everton,Arsenal,0,0,0,0,0,0
Ashley,Westwood,MID,BUR,4600000,13,101,3.5,7.60869565217391E-07,2.19565217391304E-05,0,278914,4,47,0,0,0,2,0,22,11551,1,0,101,-1,1.3,0,6,10,0,6,0,8,3.4,440595,0,0,0,1,2371,27813,0,0,467,Cardiff City,Chelsea,Man City,Everton,Arsenal,3.8,2,2.6,2.5,4,135.7
Ben,White,DEF,BHA,4000000,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,8,0,0,0,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,0,0,0,0,0,0
Alfie,Whiteman,GLK,TOT,4000000,0,0,0,0,0,0,8720,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13002,0,0,0,0,0,58,0,0,0,Huddersfield,Man City,Brighton,West Ham,Bournemouth,0,0,0,0,0,0
Connor,Wickham,FWD,CRY,4900000,0,8,0.242424242424242,4.94743351886209E-08,1.63265306122449E-06,0,16018,0,1,0,0,0,0,0,1.6,246,-1,0,8,1,0,0,0,0,0,0,0,1,0.1,11870,0,0,0,0,60,84,0,0,20,Man City,Arsenal,Everton,Cardiff City,Bournemouth,0.1,0.1,0.1,0.1,0.1,11.8
Georginio,Wijnaldum,MID,LIV,5500000,1,88,2.9,5.27272727272727E-07,1.6E-05,0,156111,3,14,0,0,0,2,0,16,2746,0,0,88,0,0.3,0,1.7,6,0,15,0,1,1.1,160134,0,0,0,1,2385,573,0,0,372,Chelsea,Cardiff City,Huddersfield,Newcastle,Wolverhampton,2.3,2.1,3.2,2.6,2.8,101.2
Ashley,Williams,DEF,EVE,4500000,0,0,0,0,0,0,5278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,1,0,0,0,Fulham,Man Utd,Crystal Palace,Burnley,Tottenham,0,0,0,0,0,0
Danny,Williams,MID,HUD,4500000,0,5,0.151515151515152,3.36700336700337E-08,1.11111111111111E-06,0,1550,1,1,0,0,0,0,0,1.1,15,0,0,5,0,0.1,0,0.3,0,0,1,0,0,0,1237,0,0,0,0,93,18,0,0,9,Tottenham,Watford,Liverpool,Man Utd,Southampton,0.1,0.1,0.1,0.1,0.1,2
,Willian,MID,CHE,7100000,0,102,3.5,4.92957746478873E-07,1.43661971830986E-05,0,789515,1,22,0,0,0,3,0,14.4,15691,-4,0,102,4,0.3,0,2.3,6,0,10,0,7,4,510707,0,0,0,0,1850,900,0,0,444,Liverpool,Burnley,Man Utd,Watford,Leicester,2,4.1,2.5,3.6,3,229
Joseph,Willock,MID,ARS,4500000,0,1,0.03125,6.94444444444444E-09,2.22222222222222E-07,0,354,0,1,0,0,0,0,0,0.2,20,0,0,1,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,2,16,0,0,3,Watford,Crystal Palace,Wolverhampton,Leicester,Brighton,0,0,0,0,0,0.1
Ben,Wilmot,DEF,WAT,4000000,0,1,0.5,1.25E-07,2.5E-07,0,11159,0,2,0,0,0,0,0,0.3,91,0,0,1,0,0,0,0,0,0,0,0,0,0.1,13396,0,0,0,0,26,1,0,0,8,Arsenal,Huddersfield,Southampton,Wolverhampton,Chelsea,0,0,0,0,0,0.8
Jack,Wilshere,MID,WHU,4800000,0,11,0.333333333333333,6.94444444444444E-08,2.29166666666667E-06,0,236481,2,9,0,0,0,0,0,2.3,126,-2,0,11,2,0,0,0,0,0,1,0,1,0.8,25634,0,0,0,0,338,2,0,0,67,Man Utd,Leicester,Tottenham,Southampton,Watford,0,0.2,0.2,0.2,0.2,12
Callum,Wilson,FWD,BOU,6600000,2,131,5.2,7.87878787878788E-07,1.98484848484848E-05,0,3453776,3,38,0,0,0,11,0,19.8,126774,6,-1,131,-6,0.3,1,2,16,0,7,0,9,16.2,4016770,0,0,0,5,2086,26165,1,0,403,Brighton,Fulham,Southampton,Tottenham,Crystal Palace,5.4,7.8,5.7,6.4,5.3,178.1
Harry,Winks,MID,TOT,5500000,0,53,1.65625,3.01136363636364E-07,9.63636363636364E-06,0,25445,4,17,0,0,0,1,0,9.6,247,0,0,53,0,0.1,0,0.5,3,0,6,0,0,0.2,29709,0,0,0,0,1589,398,0,0,275,Huddersfield,Man City,Brighton,West Ham,Bournemouth,1.3,2.1,1.1,0.9,0.9,50.7
Chris,Wood,FWD,BUR,6200000,11,107,3.2,5.16129032258065E-07,1.7258064516129E-05,0,111668,2,42,0,0,0,8,0,17.3,5312,-3,0,107,3,1,0,6,14,0,6,0,2,1.2,150887,0,0,0,2,2163,19189,0,0,301,Cardiff City,Chelsea,Man City,Everton,Arsenal,3.8,2.2,3.1,2.5,4,135.5
Frederick,Woodman,GLK,NEW,4000000,0,0,0,0,0,0,8150,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13741,0,0,0,0,0,78,0,0,0,Leicester,Southampton,Brighton,Liverpool,Fulham,0,0,0,0,0,0
Sam,Woods,DEF,CRY,4000000,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,127,0,0,0,Man City,Arsenal,Everton,Cardiff City,Bournemouth,0,0,0,0,0,0
