FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Xande Silva,FWD,WHU,4500000,0,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,12741,0,0,0,0,0,0,0,0.2,465,0,0,1,0,0,0,0,0,0,0,0,0,0.2,19266,0,0,0,0,17,371,0,0,3,Man Utd,Leicester,Tottenham,Southampton,Watford,0,0,0,0,0,4.8
Granit,Xhaka,MID,ARS,5200000,0,80,3.2,6.15384615384615E-07,1.53846153846154E-05,0,370051,8,30,0,0,0,4,0,15.4,3587,-3,0,80,3,0,0,0,8,0,6,0,2,2.2,233020,0,0,0,1,2152,294,0,0,398,Watford,Crystal Palace,Wolverhampton,Leicester,Brighton,0,5.4,2.3,3.9,2.3,126.4
Andriy,Yarmolenko,MID,WHU,6700000,0,27,3,4.47761194029851E-07,4.02985074626866E-06,0,114801,2,6,0,0,0,2,0,4,60,-3,0,27,3,0,0,0,2,0,1,0,1,0.5,83511,0,0,0,1,456,6,0,0,88,Man Utd,Leicester,Tottenham,Southampton,Watford,0,0,0,0,0,29.1
DeAndre,Yedlin,DEF,NEW,4500000,2,63,2.2,4.88888888888889E-07,1.4E-05,0,149886,6,41,0,0,0,1,0,14,6581,0,0,63,0,0.5,0,2.3,1,0,5,0,2,1.1,122812,1,0,0,0,2472,780,0,1,325,Leicester,Southampton,Brighton,Liverpool,Fulham,1.7,1.9,1.6,2,1.6,95.8
Maya,Yoshida,DEF,SOU,4100000,1,36,1.125,2.74390243902439E-07,8.78048780487805E-06,0,97872,0,24,0,0,0,0,0,8.8,2585,-4,0,36,4,1.1,0,4.5,4,0,3,0,0,0.7,54877,0,0,0,0,1248,8569,0,0,230,Wolverhampton,Newcastle,Watford,Bournemouth,West Ham,0.7,1.2,0.6,0.6,0.8,44.5
Ashley,Young,DEF,MUN,5700000,0,67,2.7,4.73684210526316E-07,1.17543859649123E-05,0,219256,7,36,0,0,0,2,0,11.8,11113,-3,0,67,3,-0.1,0,-0.5,3,0,4,0,3,1.7,182787,0,0,0,1,2163,127,0,1,379,West Ham,Everton,Man City,Chelsea,Huddersfield,0,5.3,3.3,2.9,3.3,114.8
Pablo,Zabaleta,DEF,WHU,4300000,0,51,2.2,5.11627906976744E-07,1.18604651162791E-05,0,234067,4,31,0,0,0,0,0,11.9,3098,-2,0,51,2,0.2,0,0.7,4,0,4,0,1,1.8,140649,0,0,0,0,1860,206,0,0,319,Man Utd,Leicester,Tottenham,Southampton,Watford,1.6,1.8,1.7,2,1.5,62.6
Wilfried,Zaha,FWD,CRY,6900000,5,116,4,5.79710144927536E-07,1.68115942028986E-05,0,2382051,7,39,0,0,0,8,0,16.8,42330,-1,0,116,1,0.7,0,5,12,0,10,0,8,12.6,1402609,0,0,0,1,2591,9284,0,1,360,Man City,Arsenal,Everton,Cardiff City,Bournemouth,3.8,4,4.1,4.5,5.1,224.1
Andre-Frank,Zambo Anguissa,MID,FUL,4400000,0,24,0.727272727272727,1.65289256198347E-07,5.45454545454545E-06,0,16319,1,28,0,0,0,0,0,5.5,48,-1,0,24,1,0.4,0,1.7,0,0,0,0,0,0.1,11470,0,0,0,0,1069,21,0,1,163,Everton,Bournemouth,Cardiff City,Wolverhampton,Newcastle,0.4,0.4,0.4,0.4,0.4,41
,Zanka,DEF,HUD,4400000,0,67,2.8,6.36363636363636E-07,1.52272727272727E-05,0,414721,6,38,0,0,0,3,0,15.2,4452,-1,0,67,1,0,0,0,4,0,3,0,1,2.6,84527,0,0,0,0,2147,83,0,0,402,Tottenham,Watford,Liverpool,Man Utd,Southampton,2.7,2.7,2.5,2.5,2.5,81.9
Davide,Zappacosta,DEF,CHE,5000000,0,3,0.0909090909090909,1.81818181818182E-08,6E-07,0,15397,0,0,0,0,0,0,0,0.6,39,-5,0,3,5,0.1,0,0.3,0,0,0,0,0,0.1,4105,0,0,0,0,35,43,0,0,4,Liverpool,Burnley,Man Utd,Watford,Leicester,0,0,0,0,0,2.5
Marvin,Zeegelaar,DEF,WAT,4200000,0,0,0,0,0,0,4940,0,0,0,0,0,0,0,0,10,-3,0,0,3,0,0,0,0,0,0,0,0,0,969,0,0,0,0,0,2,0,0,0,Arsenal,Huddersfield,Southampton,Wolverhampton,Chelsea,0,0,0,0,0,0
Oleksandr,Zinchenko,MID,MCI,4700000,0,31,0.96875,2.06117021276596E-07,6.59574468085106E-06,0,17213,0,3,0,0,0,0,0,6.6,2989,-3,0,31,3,0.4,0,2,1,0,5,0,3,0.2,24956,0,0,0,0,701,90,0,0,156,Crystal Palace,Tottenham,Man Utd,Burnley,Leicester,0,1,0.5,0.5,0.5,40.4
Kenneth,Zohore,FWD,CAR,4600000,0,26,0.8125,1.76630434782609E-07,5.65217391304348E-06,0,74216,1,16,0,0,0,1,0,5.7,1881,-4,0,26,4,0.1,0,0.5,2,0,1,0,1,0.6,66459,0,0,0,0,533,625,0,0,69,Burnley,Brighton,Liverpool,Fulham,Crystal Palace,0.8,0.4,0.4,0.4,0.4,43.4
Kurt,Zouma,DEF,EVE,5000000,6,90,3.3,6.6E-07,1.8E-05,0,82430,3,35,0,0,0,2,0,18,1248,0,0,90,0,1.4,0,7,10,0,7,0,2,0.6,104057,0,0,0,2,2163,7011,0,1,438,Fulham,Man Utd,Crystal Palace,Burnley,Tottenham,3,3.4,3.2,3.3,3.2,75.8
