FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bernardo,DEF,BHA,4500000,0,0,0,0,0,0,1425,1,2,0,0,0,0,0,0,1425,0,0,0,0,0,0,0,0,0,0,0,0,0.2,164,0,0,0,0,90,164,0,0,11,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Bernardo Silva,MID,MCI,7600000,8,8,8,1.05263157894737E-06,1.05263157894737E-06,0,21890,0,0,0,0,0,1,0,1.1,21890,1,-1,8,-1,1.1,0,8,0,0,1,0,0,12.1,262130,0,0,0,0,90,262130,1,0,23,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,11.4,8.7,11.4,11.4,9.9,11.4,6.5,11.4,9.3,11.4,9.8,9.9,10.6,8.2,6.3,10.4,11.4,9.9,9.9,8.1,10.2,9.9,9.9,11.4,7.9,8.9,11.4,9.1,9.8,8.2,9.9,11.4,9.9,10.8,9.9,11.4,9.9,6.5
Ryan,Bertrand,DEF,SOU,5000000,6,6,6,1.2E-06,1.2E-06,0,20476,0,0,0,0,0,0,0,1.2,20476,0,0,6,0,1.2,0,6,0,0,1,0,0,6.9,8668,0,0,0,0,90,8668,0,0,24,Everton,Leicester,Crystal Palace,Brighton,Liverpool,7.4,7.8,6.6,8.5,5.9,7,8.5,5.4,7.4,7.4,8.5,7.4,8.5,7.4,7.4,8.5,7.4,8.5,8.5,7.4,6.6,8.5,7.8,7.4,8.5,7.4,8.5,7.4,8.5,7.4,7.4,7.1,8.1,6.3,6.6,7.4,8.5,6
Marcus,Bettinelli,GLK,FUL,4500000,0,0,0,0,0,0,1718,0,0,0,0,0,0,0,0,1718,0,0,0,0,0,0,0,0,0,0,0,0,0.3,75,0,0,0,0,0,75,0,0,0,Tottenham,Burnley,Brighton,Man City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip,Billing,MID,HUD,4500000,2,2,2,4.44444444444444E-07,4.44444444444444E-07,0,954,0,3,0,0,0,0,0,0.4,954,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,1499,0,0,0,0,90,1499,0,0,16,Man City,Cardiff City,Everton,Crystal Palace,Leicester,1,2,1,2,1.5,1.4,1.3,1,1,2,1.9,1,2,1,1.6,1.9,1.9,1,1.6,1.6,1.6,1.2,1.3,1,2,1.5,1.2,1.6,1.3,1.5,1.6,1.9,1,1.1,1,1.1,1.5,4.5
Yves,Bissouma,MID,BHA,5000000,1,1,1,2E-07,2E-07,0,374,0,0,0,0,0,0,0,0.2,374,0,0,1,0,0.2,0,1,0,0,0,0,0,0,161,0,0,0,0,30,161,0,0,2,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.7,0.6,0.5,0.5,0.5,0.6,0.5,0.5,1.2
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,3352,0,0,0,0,0,0,0,0,3352,0,0,0,0,0,0,0,0,0,0,0,0,0.3,152,0,0,0,0,0,152,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5900000,0,0,0,0,0,0,4033,0,0,0,0,0,0,0,0,4033,-1,1,0,1,0,0,0,0,0,0,0,0,0.3,375,0,0,0,0,0,375,-1,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,8500,0,2,0,0,0,0,0,0.2,8500,0,0,1,0,0.2,0,1,0,0,0,0,0,1.8,1124,0,0,0,0,90,1124,0,0,19,Leicester,Man City,West Ham,Burnley,Man Utd,0.5,0.9,0.7,0.8,0.7,0.8,0.5,0.7,0.9,1.4,0.7,0.9,0.7,1.1,0.5,0.5,0.5,0.6,1.2,0.5,0.7,0.5,0.9,0.5,0.5,0.5,0.7,0.9,0.9,0.9,0.6,0.9,0.6,1.1,0.5,0.8,0.5,2.9
Bonatini Lohner Maia,Bonatini,FWD,WOL,5000000,1,1,1,2E-07,2E-07,0,6680,0,0,0,0,0,0,0,0.2,6680,0,0,1,0,0.2,0,1,0,0,0,0,0,0.9,1710,0,0,0,0,19,1710,0,0,3,Leicester,Man City,West Ham,Burnley,Man Utd,0.6,0.5,1.2,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.8,1.2,0.6,0.5,0.8,0.5,0.5,0.7,0.5,0.5,0.5,0.8,1.4,0.8,1,0.5,1,0.8,0.5,1,0.5,0.5,0.5,1,0.5,0.9,0.5,0.9
Gaetan,Bong,DEF,BHA,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,625,0,2,0,0,0,0,0,0.2,625,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,133,0,0,0,0,64,133,0,0,10,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0.9,0.5,0.8,0.6,1.4,0.7,0.9,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.6,1.1,0.5,0.9,0.6,0.7,0.5,0.7,0.6,0.7,0.8,0.9,0.5,0.9,0.5,0.9,0.8,1.2,0.5,0.5,0.5,0.7,0.9,0.7
Artur,Boruc,GLK,BOU,4000000,0,0,0,0,0,0,12851,0,0,0,0,0,0,0,0,12851,0,0,0,0,0,0,0,0,0,0,0,0,7.2,6065,0,0,0,0,0,6065,0,0,0,West Ham,Everton,Chelsea,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5500000,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,41,0,0,0,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,5000000,0,0,0,0,0,0,1886,0,0,0,0,0,0,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0.2,380,0,0,0,0,0,380,0,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4500000,0,0,0,0,0,0,762,0,0,0,0,0,0,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0.1,56,0,0,0,0,0,56,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,5000000,3,3,3,6E-07,6E-07,0,454,0,0,0,0,0,0,0,0.6,454,0,0,3,0,0.6,0,3,0,0,1,0,0,0.1,652,0,0,0,0,66,652,0,0,3,West Ham,Everton,Chelsea,Leicester,Burnley,2.8,2.5,1.5,3.4,2.5,3.6,1.7,3.4,3,2.2,2.8,3.6,1.8,3.9,1.7,1.9,3.6,2,1.7,2.2,1.9,3.4,1.6,3,1.5,2.4,3,2.3,3.3,3.4,2.8,3.1,3,3.6,2.8,2.6,3,2.5
,Bruno,DEF,BHA,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,3274,0,0,0,0,0,0,0,0.2,3274,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,104,0,0,0,0,25,104,0,0,6,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0,0.5,0.8,0.6,1.4,0.7,0.9,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.6,1.1,0.5,0.9,0.6,0.7,0.5,0.7,0.6,0.7,0.8,0.9,0.5,0.9,0.5,0.9,0.8,1.2,0.5,0.5,0.5,0.7,0.9,2.1
Joe,Bryan,DEF,FUL,5000000,2,2,2,4E-07,4E-07,0,1624,0,1,0,0,0,0,0,0.4,1624,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,347,0,0,0,0,70,347,0,0,17,Tottenham,Burnley,Brighton,Man City,Watford,2.5,2.2,2.5,2.1,2,1.4,2.5,2.1,1.2,2.1,1,2.2,2.5,1.5,2.1,2.5,1.1,1.6,2.5,2.1,1.8,2.8,2.8,1.2,2.5,2.1,1.8,2.8,1.2,1.3,2.5,1.6,1.8,1,2.5,1.3,1.4,4.7
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,2985,0,0,0,0,0,0,0,0,2985,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1317,0,0,0,0,0,1317,0,0,0,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0.1,70,0,0,0,0,0,70,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,5000000,0,0,0,0,0,0,1987,0,0,0,0,0,0,0,0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0.2,236,0,0,0,0,0,236,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,5500000,0,0,0,0,0,0,13042,0,0,0,0,0,0,0,0,13042,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1073,0,0,0,0,0,1073,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cairney,MID,FUL,5000000,2,2,2,4E-07,4E-07,0,19826,0,2,0,0,0,0,0,0.4,19826,0,0,2,0,0.4,0,2,0,0,0,0,0,2.7,1848,0,0,0,0,90,1848,0,0,15,Tottenham,Burnley,Brighton,Man City,Watford,1,1.6,1.6,1,1.1,1,2,1.6,1.3,1.8,1,1.9,1,1.9,1,1.9,1.5,1.2,2.2,1.6,1.3,1.4,2,1.6,1.1,1.5,1.5,1,1.5,1,1.2,1,1.3,1,2,1,1.9,4.5
Dominic,Calvert-Lewin,FWD,EVE,5500000,0,0,0,0,0,0,13734,0,0,0,0,0,0,0,0,13734,0,0,0,0,0,0,0,0,0,0,0,0,1.1,989,0,0,0,0,0,989,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CAR,4500000,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0.1,255,0,0,0,0,0,255,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etienne,Capoue,MID,WAT,5000000,2,2,2,4E-07,4E-07,0,1733,1,0,0,0,0,0,0,0.4,1733,0,0,2,0,0.4,0,2,0,0,1,0,0,0.3,709,0,0,0,0,90,709,0,0,8,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,1.3,2,1.4,1.1,1.6,1.6,1.3,1,2.2,1.5,1.5,1,1.5,1.2,1,2,1.5,1,1.9,1,1.6,1.6,1,1.6,1.3,1.6,1,1.9,1,1.9,1,2,2,1.8,1.2,1,1.9,2.2
,Carlos Sanchez,MID,WHU,4500000,0,0,0,0,0,0,2115,0,0,0,0,0,0,0,0,2115,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1172,0,0,0,0,0,1172,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,5500000,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,197,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,6,6,6,1.33333333333333E-06,1.33333333333333E-06,0,532,0,0,0,0,0,0,0,1.3,532,0,0,6,0,1.3,0,6,0,0,1,0,0,0.2,2354,0,0,0,0,90,2354,0,0,23,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,7.4,7.8,8.5,8.5,7.4,7.4,6.6,7,8.5,6.3,7.4,7.1,6.6,8.5,7.4,8.5,7.4,8.5,7.4,5.4,6.6,8.5,7.4,7.4,8.5,7.4,5.9,7.8,7.4,8.5,7.4,8.5,8.5,7.4,8.1,7.4,8.5,1.7
Ivan,Cavaleiro,MID,WOL,5500000,0,0,0,0,0,0,2566,0,0,0,0,0,0,0,0,2566,0,0,0,0,0,0,0,0,0,0,0,0,0.1,47,0,0,0,0,0,47,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petr,Cech,GLK,ARS,5000000,3,3,3,6E-07,6E-07,0,5824,0,2,0,6,0,0,0,0.6,5824,0,0,3,0,0.6,0,3,0,0,0,0,0,1.8,6024,0,0,0,0,90,6024,0,0,24,Chelsea,West Ham,Cardiff City,Newcastle,Everton,3.7,4.3,3.7,2.1,3.3,3.6,3.3,2.9,2.3,2.5,3.1,1.7,4.3,3.7,4.3,3.3,3.9,3.7,2,3.9,3.7,4.3,4.3,3.7,3.7,3.9,2.3,3.7,4.3,2.5,2.7,2.7,3,2.9,2.3,4.3,3.3,4.7
,Cedric,DEF,SOU,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,37402,0,0,0,0,0,0,0,0.2,37402,0,0,1,0,0.2,0,1,0,0,0,0,0,7.3,5274,0,0,0,0,55,5274,0,0,4,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0.5,0.5,0.5,1.1,0.5,0.5,1.1,0.5,0.5,0.7,0.7,0.6,0.9,1.2,0.7,0.9,0.7,0.9,0.9,0.9,0.5,0.6,0.5,0.6,0.9,0.7,0.8,0.7,1.4,0.5,0.9,0.5,0.5,0.5,0.5,0.7,0.9,0.8
Nathaniel,Chalobah,MID,WAT,4500000,0,0,0,0,0,0,1208,0,0,0,0,0,0,0,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0.2,197,0,0,0,0,0,197,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chamberlain,MID,LIV,6500000,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,65,0,0,0,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum,Chambers,DEF,FUL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,10121,0,2,0,0,0,0,0,0.2,10121,0,0,1,0,0.2,0,1,0,0,0,0,0,1.8,3337,0,0,0,0,90,3337,0,0,22,Tottenham,Burnley,Brighton,Man City,Watford,1.2,0.8,0.9,0.7,0.7,0.5,0.9,0.7,0.5,0.7,0.5,0.8,0.9,0.5,0.7,0.9,0.5,0.5,0.9,0.7,0.6,1.4,1.1,0.5,0.9,0.7,0.6,1.1,0.5,0.5,0.9,0.5,0.6,0.5,0.9,0.5,0.5,3.1
,Chicharito,FWD,WHU,6500000,1,1,1,1.53846153846154E-07,1.53846153846154E-07,0,17027,0,1,0,0,0,0,0,0.2,17027,0,0,1,0,0.2,0,1,0,0,0,0,0,2.4,4130,0,0,0,0,28,4130,0,0,3,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0.5,0.8,0.9,0.8,0.5,0.5,0.8,0.5,0.6,0.5,1,0.5,0.8,0.8,0.5,0.7,0.5,0.5,0.5,1,1,0.5,0.7,0.5,0.5,0.9,0.5,1,0.6,1.2,1,0.5,0.5,0.8,0.5,0.5,0.5,0
Benjamin,Chilwell,DEF,LEI,5000000,1,1,1,2E-07,2E-07,0,2287,0,2,0,0,0,0,0,0.2,2287,0,0,1,0,0.2,0,1,0,0,0,0,0,0.5,6054,0,0,0,0,90,6054,0,0,12,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0.5,0.6,0.5,0.5,0.9,0.5,0.6,0.7,0.9,0.7,0.8,0.9,0.7,0.6,1.4,0.5,0.9,0.9,0.9,0.5,0.8,0.5,0.5,0.9,1.2,0.5,1.1,0.5,0.8,0.6,0.5,0.7,0.5,0.7,0.9,0.7,1.1,5.6
Hamza,Choudhury,MID,LEI,4500000,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0.1,113,0,0,0,0,0,113,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,5400000,0,0,0,0,0,0,15601,0,0,0,0,0,0,0,0,15601,-1,1,0,1,0,0,0,0,0,0,0,0,1,557,0,0,0,0,0,557,-1,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrus,Christie,DEF,FUL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,1446,0,2,0,0,0,0,0,0.2,1446,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,558,0,0,0,0,90,558,0,0,12,Tottenham,Burnley,Brighton,Man City,Watford,1.2,0.8,0.9,0.7,0.7,0.5,0.9,0.7,0.5,0.7,0.5,0.8,0.9,0.5,0.7,0.9,0.5,0.5,0.9,0.7,0.6,1.4,1.1,0.5,0.9,0.7,0.6,1.1,0.5,0.5,0.9,0.5,0.6,0.5,0.9,0.5,0.5,4.6
Ibrahima,Cisse,MID,FUL,4500000,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0.1,902,0,0,0,0,0,902,0,0,0,Tottenham,Burnley,Brighton,Man City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,1164,0,2,0,0,0,0,0,0.2,1164,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,2703,0,0,0,0,90,2703,0,0,9,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0.7,1.1,0.7,0.9,0.5,0.5,0.7,1.1,0.6,0.7,0.5,0.6,0.9,0.5,0.5,0.7,0.8,0.5,0.5,0.9,0.9,0.9,0.9,1.2,0.5,0.9,0.8,0.7,0.6,0.5,0.7,0.5,0.5,0.8,0.9,0.5,0.6,4.5
Tom,Cleverley,MID,WAT,5000000,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,LIV,4900000,0,0,0,0,0,0,7422,0,0,0,0,0,0,0,0,7422,-1,1,0,1,0,0,0,0,0,0,0,0,0.5,892,0,0,0,0,0,892,-1,0,0,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coady,DEF,WOL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2316,0,2,0,0,0,0,0,0.2,2316,0,0,1,0,0.2,0,1,0,0,0,0,0,0.6,597,0,0,0,0,90,597,0,0,14,Leicester,Man City,West Ham,Burnley,Man Utd,0.5,0.9,0.7,0.8,0.7,0.8,0.5,0.7,0.9,1.4,0.7,0.9,0.7,1.1,0.5,0.5,0.5,0.6,1.2,0.5,0.7,0.5,0.9,0.5,0.5,0.5,0.7,0.9,0.9,0.9,0.6,0.9,0.6,1.1,0.5,0.8,0.5,1.5
Seamus,Coleman,DEF,EVE,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,11153,0,2,0,0,0,0,0,0.2,11153,0,0,1,0,0.2,0,1,0,0,0,0,0,3,4988,0,0,0,0,90,4988,0,0,8,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0.8,0.5,0.9,0.9,0.7,0.8,0.5,0.5,0.7,1.1,0.9,0.9,0.5,0.5,0.7,0.7,1.4,0.6,0.9,0.5,0.5,0.6,0.7,0.5,0.5,0.9,0.7,0.5,0.5,1.1,0.7,0.9,0.6,0.9,0.5,0.8,1.2,4.9
Matthew,Connolly,DEF,CAR,4000000,0,0,0,0,0,0,8911,0,0,0,0,0,0,0,0,8911,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1658,0,0,0,0,0,1658,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,5000000,2,2,2,4E-07,4E-07,0,6611,1,0,0,0,0,0,0,0.4,6611,0,0,2,0,0.4,0,2,0,0,1,0,0,1.1,712,0,0,0,0,90,712,0,0,10,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,1.1,1.6,1.1,1,1.3,1.6,2.2,1,1,1.5,1.5,1.9,1.6,1,2,1,1.6,1.3,1.9,1.8,2,1,1,1.9,1.6,1.4,1.5,2,1,1.9,1.2,1,2,1,1.2,1,2,4.6
Helder,Costa,MID,WOL,5000000,2,2,2,4E-07,4E-07,0,6188,0,2,0,0,0,0,0,0.4,6188,0,0,2,0,0.4,0,2,0,0,0,0,0,0.7,1400,0,0,0,0,70,1400,0,0,6,Leicester,Man City,West Ham,Burnley,Man Utd,1.5,1.2,1.5,1.6,1,1.9,1.6,1.1,1.6,1.4,1.6,2.2,1.6,1,1.5,1.3,1,1.6,1,2,1,1.9,1.9,1,1.9,1,1.8,2,1,2,1.3,1.1,1.5,2,1,2,1,1.4
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,33370,0,0,0,0,0,0,0,0,33370,0,0,0,0,0,0,0,0,0,0,0,0,0.9,34,0,0,0,0,0,34,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5500000,0,0,0,0,0,0,15280,0,0,0,0,0,0,0,0,15280,0,0,0,0,0,0,0,0,0,0,0,0,1.8,926,0,0,0,0,0,926,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
