FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcos,Alonso,DEF,CHE,6800000,2,104,5.5,8.08823529411765E-07,1.52941176470588E-05,0,837511,3,16,0,0,0,1,0,15.1,129420,3,1,104,-3,0.4,0,2.8,14,0,8,0,7,41.7,2001457,0,0,0,3,1697,16301,-1,0,431,Crystal Palace,Southampton,Newcastle,Arsenal,Bournemouth,7.6,6.7,6.1,5,5.5,7.1,6.5,8,6.9,6.4,7.3,6.8,6.9,6.3,7,7.1,7,7.2,6.8,93.9
Daniel,Amartey,MID,LEI,4300000,0,15,0.789473684210526,1.8359853121175E-07,3.48837209302326E-06,0,18719,2,9,0,0,0,0,0,3.5,271,-2,0,15,2,0,0,0,0,0,1,0,0,0.2,10848,0,0,0,0,639,43,0,0,103,Cardiff City,Everton,Southampton,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.8
Luke,Amos,MID,TOT,4300000,0,1,0.0526315789473684,1.22399020807834E-08,2.32558139534884E-07,0,11314,0,0,0,0,0,0,0,0.2,656,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,11435,0,0,0,0,2,532,0,0,3,Wolverhampton,Cardiff City,Man Utd,Fulham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,3376,0,0,0,0,0,0,0,0,52,-1,0,0,1,0,0,0,0,0,0,0,0,0,1641,0,0,0,0,0,39,0,0,0,Crystal Palace,Southampton,Newcastle,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,1,21,1.10526315789474,2.21052631578947E-07,4.2E-06,0,19558,1,6,0,0,0,2,0,4.2,2497,0,0,21,0,0.6,0,3,2,0,0,0,0,0.3,32231,0,0,0,0,363,2781,0,0,59,Everton,West Ham,Liverpool,Man Utd,Fulham,0.8,0.6,0.6,0.6,0.6,0.7,0.9,0.6,0.6,0.7,0.6,0.9,0.9,0.6,0.9,0.6,0.6,0.6,0.6,20.9
,Andre Gomes,MID,EVE,5400000,1,25,1.31578947368421,2.43664717348928E-07,4.62962962962963E-06,0,24841,2,15,0,0,0,0,0,4.6,1000,-1,0,25,1,0.4,0,2,0,0,3,0,1,0.2,13324,0,0,0,0,927,568,0,0,117,Brighton,Leicester,Bournemouth,Southampton,Huddersfield,0.7,0.8,0.9,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.8,0.7,0.7,0.7,1,0.7,31.2
,Angel Gomes,MID,MUN,5000000,1,1,0.0526315789473684,1.05263157894737E-08,2E-07,0,10,0,1,0,0,0,0,0,0.2,10,0,0,1,0,0.2,0,1,0,0,0,0,0,0,48,0,0,0,0,9,48,0,0,3,Bournemouth,Newcastle,Tottenham,Brighton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Michail,Antonio,MID,WHU,6800000,7,47,2.47368421052632,3.63777089783282E-07,6.91176470588235E-06,0,51473,2,14,0,0,0,2,0,6.9,1164,-2,0,47,2,0.6,0,3.8,2,0,3,0,3,0.8,15627,0,0,0,0,874,823,0,0,124,Burnley,Brighton,Arsenal,Bournemouth,Wolverhampton,2.2,2.3,1.8,1.9,2.2,1.2,2.2,2.2,1.2,2,1.8,2.1,1.7,1.5,1.7,1.7,1.6,2.1,1.9,75.6
Stuart,Armstrong,MID,SOU,5100000,2,39,2.6,5.09803921568628E-07,7.64705882352941E-06,0,48723,2,18,0,0,0,3,0,7.6,8450,-4,0,39,4,0.5,0,2.5,2,0,1,0,0,0.7,72548,0,0,0,1,812,517,0,0,158,Man City,Chelsea,Leicester,Everton,Crystal Palace,1.6,1.4,1.9,2.2,2.1,2.1,2.4,1.7,2.7,1.6,1.6,1.8,1.8,1.6,2.3,2.6,2.5,2,2.5,61.8
Marko,Arnautovic,FWD,WHU,6900000,0,59,4.5,6.52173913043478E-07,8.55072463768116E-06,0,2232127,3,18,0,0,0,5,0,8.6,18681,-1,0,59,1,0.1,0,0.8,9,0,1,0,3,6.3,1481620,0,0,0,1,1008,951,0,0,218,Burnley,Brighton,Arsenal,Bournemouth,Wolverhampton,0,0,0,5.4,5,3.8,5.3,6,4.7,4.5,5.4,4.8,5.3,4.9,6.1,4.6,4.9,5.6,5.6,108.3
Harry,Arter,MID,CAR,4900000,1,28,1.8,3.6734693877551E-07,5.71428571428571E-06,0,11664,5,28,0,0,0,0,0,5.7,170,-1,0,28,1,0.4,0,2,0,0,3,0,0,0.2,3193,0,0,0,0,1227,48,0,0,129,Leicester,Tottenham,Huddersfield,Newcastle,Arsenal,0.9,0.9,1.5,1.4,0.9,1.5,1.1,1.2,1.3,1,1.1,0.9,0.9,0.9,1,0.9,1,1.3,0.9,34.2
Christian,Atsu,MID,NEW,5100000,0,17,0.894736842105263,1.75438596491228E-07,3.33333333333333E-06,0,8648,2,7,0,0,0,0,0,3.3,195,-4,0,17,4,0.3,0,1.7,0,0,2,0,0,0.1,2032,0,0,0,0,571,37,0,0,52,Watford,Man Utd,Chelsea,Cardiff City,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,37.8
Pierre-Emerick,Aubameyang,FWD,ARS,11500000,8,121,6.4,5.56521739130435E-07,1.05217391304348E-05,0,1459877,0,21,0,0,0,13,0,10.5,159706,5,0,121,-5,0.7,0,7.7,21,0,4,0,4,34.9,2448618,0,0,0,4,1480,58615,0,0,449,Liverpool,Fulham,West Ham,Chelsea,Cardiff City,6.1,9.3,8.6,7.9,9.5,6.9,8.4,9.1,9.5,7.2,8.9,7.3,8.4,7.3,8.1,8.1,7.8,9.6,7.8,153.8
Serge,Aurier,DEF,TOT,5800000,0,22,1.15789473684211,1.99637023593466E-07,3.79310344827586E-06,0,47869,1,6,0,0,0,0,0,3.8,815,-2,0,22,2,0.2,0,1.3,0,0,2,0,2,0.6,16497,0,0,0,0,427,27,0,0,88,Wolverhampton,Cardiff City,Man Utd,Fulham,Watford,0,1,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.7,0.7,0.8,0.9,0.6,0.6,0.6,1,21.1
Charlie,Austin,FWD,SOU,5500000,1,27,1.9,3.45454545454545E-07,4.90909090909091E-06,0,95263,0,8,0,0,0,2,0,4.9,2447,-5,0,27,5,0.4,1,2.3,1,0,4,0,0,0.5,28924,0,0,0,0,643,1427,0,0,79,Man City,Chelsea,Leicester,Everton,Crystal Palace,1.4,1.1,1.2,1.7,1.2,1.4,1.8,1.3,2.2,1.6,1.1,1.3,1.2,1.1,1.3,1.5,1.8,1.7,1.4,47
Jordan,Ayew,FWD,CRY,5700000,0,22,1.8,3.15789473684211E-07,3.85964912280702E-06,0,30499,1,6,0,0,0,0,0,3.9,529,-3,0,22,3,0.1,0,0.7,0,0,3,0,1,0.2,12032,0,0,0,0,663,204,0,0,29,Chelsea,Wolverhampton,Watford,Liverpool,Southampton,1,1.1,1.3,0.9,1.5,1.9,1.3,1.3,1.5,1.4,1.7,1.1,1.2,1.5,1.1,1.3,1.4,1.3,1.5,32.1
Floyd,Ayite,MID,FUL,4300000,0,7,0.368421052631579,8.56793145654835E-08,1.62790697674419E-06,0,10454,0,4,0,0,0,0,0,1.6,231,-2,0,7,2,0.1,0,0.3,0,0,0,0,0,0.1,5591,0,0,0,0,161,86,0,0,16,Huddersfield,Arsenal,Burnley,Tottenham,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.6
Cesar,Azpilicueta,DEF,CHE,6300000,2,75,3.9,6.19047619047619E-07,1.19047619047619E-05,0,503579,1,16,0,0,0,0,0,11.9,19268,-2,0,75,2,0.5,0,3.3,4,0,8,0,2,9.5,183576,0,0,0,0,1710,5410,0,0,433,Crystal Palace,Southampton,Newcastle,Arsenal,Bournemouth,4.9,4.1,3.6,2.9,3.2,5.1,3.9,5.1,4.2,3.8,4.7,4.7,4.9,3.8,4.4,4.4,4.3,4.5,4.2,82.2
Juninho,Bacuna,MID,HUD,4300000,0,6,0.315789473684211,7.34394124847001E-08,1.3953488372093E-06,0,12000,1,5,0,0,0,0,0,1.4,371,-2,0,6,2,0.2,0,0.7,0,0,0,0,0,0.1,10995,0,0,0,0,205,113,0,0,32,Fulham,Burnley,Cardiff City,Man City,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.6
Eric,Bailly,DEF,MUN,5000000,0,7,0.368421052631579,7.36842105263158E-08,1.4E-06,0,179242,0,11,0,0,0,0,0,1.4,3514,-5,0,7,5,0.1,0,0.3,0,0,0,0,0,1.5,55129,0,0,0,0,380,511,0,0,58,Bournemouth,Newcastle,Tottenham,Brighton,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.4
Leighton,Baines,DEF,EVE,5100000,0,5,0.263157894736842,5.15995872033024E-08,9.80392156862745E-07,0,80116,0,5,0,0,0,0,0,1,746,-4,0,5,4,0,0,0,0,0,0,0,0,0.6,16514,0,0,0,0,284,106,0,0,40,Brighton,Leicester,Bournemouth,Southampton,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,13
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11626,0,0,0,0,0,0,0,0,21,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,333,0,0,0,0,0,3,0,0,0,Crystal Palace,Southampton,Newcastle,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4400000,0,44,2.6,5.90909090909091E-07,1E-05,0,73839,2,25,0,0,0,1,0,9.8,16072,-1,1,44,1,0.5,0,2.2,3,0,3,0,0,1.1,118091,0,0,0,1,1473,157,-1,0,272,Burnley,Brighton,Arsenal,Bournemouth,Wolverhampton,0,2.7,1.5,1.8,2.8,2.4,3,2.2,2.3,1.7,3.3,2.8,3,3.1,2.5,2.1,2.7,2,2.6,60.7
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,15611,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1351,0,0,0,0,0,40,0,0,0,Everton,West Ham,Liverpool,Man Utd,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,2,15,0.789473684210526,1.8796992481203E-07,3.57142857142857E-06,0,9742,2,10,0,0,0,1,0,3.6,521,-3,0,15,3,0.5,0,2.2,0,0,0,0,0,0.2,8516,0,0,0,1,591,440,0,0,86,Everton,West Ham,Liverpool,Man Utd,Fulham,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,16.2
Sol,Bamba,DEF,CAR,4500000,5,59,3.3,7.33333333333333E-07,1.31111111111111E-05,0,80070,3,33,0,0,0,2,0,13.1,4864,0,0,59,0,0.6,0,2.8,7,0,4,0,1,1.8,128167,0,0,0,1,1620,4020,0,0,297,Leicester,Tottenham,Huddersfield,Newcastle,Arsenal,2.9,3.6,4.5,2.9,1.8,3.4,2.5,3.8,4.8,3.4,3.3,2.6,4.3,2.7,2.6,4,2.6,4,3,76.7
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,3504,0,0,0,0,0,0,0,0,143,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2416,0,0,0,0,0,143,0,0,0,Brighton,Leicester,Bournemouth,Southampton,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,0,9,0.473684210526316,1.12781954887218E-07,2.14285714285714E-06,0,7848,4,9,0,0,0,0,0,2.1,226,-3,0,9,3,0.3,0,1.3,0,0,1,0,0,0.1,2768,0,0,0,0,532,99,0,0,72,West Ham,Huddersfield,Fulham,Watford,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,15.9
Ross,Barkley,MID,CHE,5300000,1,51,2.68421052631579,5.06454816285998E-07,9.62264150943396E-06,0,617460,0,6,0,0,0,3,0,9.4,19791,-7,1,51,7,0.1,0,0.5,5,0,3,0,3,2.1,690229,0,0,0,2,541,1034,-1,0,171,Crystal Palace,Southampton,Newcastle,Arsenal,Bournemouth,2.4,2.6,2.5,1.9,2,2.6,1.3,2.9,1.5,2.3,2.3,1.6,1.8,1.8,1.4,2.7,1.8,2.1,2.2,55.9
Ashley,Barnes,FWD,BUR,5600000,2,42,2.21052631578947,3.94736842105263E-07,7.5E-06,0,63643,2,15,0,0,0,3,0,7.5,1905,-4,0,42,4,0.6,0,3.2,5,0,3,0,1,0.5,38196,0,0,0,1,712,6933,0,0,119,West Ham,Huddersfield,Fulham,Watford,Man Utd,2,1.8,2.8,1.6,2,2.3,1.5,1.5,1.8,1.6,1.1,1.8,1.7,1.6,2.3,1.4,1.8,1.4,2.2,46.9
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,68377,0,0,0,0,0,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5436,0,0,0,0,0,6,0,0,0,Tottenham,Crystal Palace,Man City,Leicester,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,3900000,0,6,0.315789473684211,8.09716599190283E-08,1.53846153846154E-06,0,239381,2,7,0,0,0,0,0,1.5,7141,-1,0,6,1,0.2,0,0.7,0,0,0,0,0,4.3,187680,0,0,0,0,440,7563,0,0,60,Man City,Chelsea,Leicester,Everton,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13
Asmir,Begovic,GLK,BOU,4500000,0,58,3.1,6.88888888888889E-07,1.28888888888889E-05,0,172012,0,33,0,53,0,0,0,12.9,6485,0,0,58,0,0.6,0,2.5,4,0,5,0,0,3.7,122569,0,0,0,0,1710,1191,0,0,315,Man Utd,Watford,Everton,West Ham,Chelsea,2.7,3.5,3,3,4,3.5,2.7,3.7,1.7,3.5,3.7,2.8,2.6,3.4,2.3,3.4,2.3,3.3,3.2,38.9
Hector,Bellerin,DEF,ARS,5400000,0,48,2.8,5.18518518518518E-07,8.88888888888889E-06,0,1019183,3,21,0,0,0,0,0,8.9,51403,-1,0,48,1,0.2,0,1.2,3,0,3,0,4,6.5,557850,1,0,0,0,1440,169,0,0,261,Liverpool,Fulham,West Ham,Chelsea,Cardiff City,0,2.9,2.5,3.3,4.1,2.2,3.4,2.6,2.6,2.6,2.9,2.8,2.3,2.7,2.5,3,2.3,3.4,2.1,67.4
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,41240,0,0,0,0,0,0,0,0,1065,-1,0,0,1,0,0,0,0,0,0,0,0,0.9,26534,0,0,0,0,0,685,0,0,0,Cardiff City,Everton,Southampton,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2899,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,Cardiff City,Everton,Southampton,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4400000,6,36,2.8,6.36363636363636E-07,8.18181818181818E-06,0,46128,1,22,0,0,0,0,0,8.2,517,-1,0,36,1,0.5,0,2,2,0,4,0,1,0.5,49067,0,0,0,0,1138,264,0,0,206,Leicester,Tottenham,Huddersfield,Newcastle,Arsenal,2.2,2.9,3.6,2.2,1.4,2.7,1.9,3,3.8,2.6,2.5,2,3.4,2,2,3.2,2,3.1,2.3,37.4
Ryan,Bennett,DEF,WOL,4100000,2,47,2.6,6.34146341463415E-07,1.14634146341463E-05,0,437050,4,20,0,0,0,0,0,11.5,23499,1,1,47,-1,0.5,0,2,1,0,5,0,0,10.4,727362,0,0,0,0,1620,15788,-1,0,256,Tottenham,Crystal Palace,Man City,Leicester,West Ham,2.5,2.6,2.1,2.3,2,2.6,1.9,1.6,3.2,3.6,2.9,1.7,2.1,2.4,2,2.9,2.4,2.4,2.4,50.1
Christian,Benteke,FWD,CRY,6300000,0,8,0.421052631578947,6.68337510442774E-08,1.26984126984127E-06,0,69929,0,5,0,0,0,0,0,1.3,222,-2,0,8,2,0,0,0,0,0,1,0,0,0.4,21121,0,0,0,0,325,29,0,0,5,Chelsea,Wolverhampton,Watford,Liverpool,Southampton,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,23.3
,Bernard,MID,EVE,5900000,10,43,2.26315789473684,3.83586083853702E-07,7.28813559322034E-06,0,42765,2,10,0,0,0,0,0,7.3,774,-1,0,43,1,0.5,0,3,4,0,4,0,4,0.3,34305,0,0,0,0,818,3902,0,0,146,Brighton,Leicester,Bournemouth,Southampton,Huddersfield,1.2,1.9,2.2,1.5,1.8,2,1.3,1.4,1.1,1.4,1.9,1.3,1.4,1.9,1.5,1.6,1.5,2.3,1.1,51.1
,Bernardo,DEF,BHA,4200000,2,15,0.789473684210526,1.8796992481203E-07,3.57142857142857E-06,0,9496,2,11,0,0,0,0,0,3.6,350,-3,0,15,3,0.5,0,2,0,0,0,0,1,0.1,4691,0,0,0,0,742,334,0,0,110,Everton,West Ham,Liverpool,Man Utd,Fulham,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,29.3
,Bernardo Silva,MID,MCI,7500000,9,84,4.7,6.26666666666667E-07,1.12E-05,0,1155812,2,14,0,0,0,5,0,11.2,23214,0,0,84,0,0.6,0,4.7,9,0,6,0,4,6.5,1117045,0,0,0,2,1488,20927,0,0,351,Southampton,Liverpool,Wolverhampton,Huddersfield,Newcastle,5.1,4.4,5.7,5.8,6,5.5,4.2,3.6,4.7,4.4,5.2,4,5,5.8,5.1,4.2,5,5.4,4.4,145.1
Ryan,Bertrand,DEF,SOU,4800000,0,33,2.8,5.83333333333333E-07,6.875E-06,0,323942,5,21,0,0,0,1,0,6.9,6690,-2,0,33,2,0,0,0,1,0,4,0,0,2.3,76866,0,0,0,0,1080,27,0,0,171,Man City,Chelsea,Leicester,Everton,Crystal Palace,0,3.1,2.4,3.7,3,2.2,4.1,1.5,2.8,2.5,2.7,2.6,2.2,3,3.1,2.4,2.5,2.6,3.5,54.2
Marcus,Bettinelli,GLK,FUL,4400000,0,15,0.789473684210526,1.79425837320574E-07,3.40909090909091E-06,0,32070,1,20,0,20,0,0,0,3.4,841,-1,0,15,1,0,0,0,0,0,0,0,0,0.4,36462,0,0,1,0,630,98,0,0,114,Huddersfield,Arsenal,Burnley,Tottenham,Brighton,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.6,0.4,0.7,0.4,0.4,19.4
Philip,Billing,MID,HUD,4500000,2,48,2.7,6E-07,1.06666666666667E-05,0,188349,5,32,0,0,0,2,0,10.7,6239,0,0,48,0,0.6,0,2.5,4,0,3,0,0,2,281458,0,0,0,0,1570,9888,0,0,251,Fulham,Burnley,Cardiff City,Man City,Everton,2.4,2.6,1.9,1.5,2.1,1.7,2.2,3,2.3,2.1,2.4,2.3,2.5,2.1,1.8,2,1.5,1.7,2.5,92.6
Yves,Bissouma,MID,BHA,4700000,0,21,1.10526315789474,2.35162374020157E-07,4.46808510638298E-06,0,2836,3,15,0,0,0,0,0,4.5,62,-3,0,21,3,0.3,0,1.3,0,0,0,0,0,0,1300,0,0,0,0,861,26,0,0,74,Everton,West Ham,Liverpool,Man Utd,Fulham,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.7,0.6,0.7,0.8,0.6,0.7,0.6,0.7,0.6,0.6,32.8
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,Bournemouth,Newcastle,Tottenham,Brighton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,11298,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1392,0,0,0,0,0,38,0,0,0,Leicester,Tottenham,Huddersfield,Newcastle,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,14750,0,0,0,0,0,0,0,0,42,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,692,0,0,0,0,0,1,0,0,0,Brighton,Leicester,Bournemouth,Southampton,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4600000,2,60,3.2,6.95652173913044E-07,1.30434782608696E-05,0,247668,0,22,0,0,0,1,0,13,19164,1,0,60,-1,0.5,0,2.3,3,0,5,0,0,4.5,387988,0,0,0,0,1710,4239,0,0,344,Tottenham,Crystal Palace,Man City,Leicester,West Ham,3.4,3.5,2.9,3.1,2.8,3.5,2.7,2.3,4.2,4.6,3.9,2.4,2.9,3.3,2.8,3.9,3.3,3.3,3.2,63.6
Bonatini Lohner Maia,Bonatini,FWD,WOL,4600000,0,10,1.4,3.04347826086957E-07,2.17391304347826E-06,0,60487,0,0,0,0,0,0,0,2.2,828,-4,1,10,4,0,0,0,0,0,0,0,1,0.4,30861,0,0,0,0,130,474,-1,0,19,Tottenham,Crystal Palace,Man City,Leicester,West Ham,0.7,0.7,0.7,0.8,0.9,0.7,0.8,0.8,0.9,1.1,0.7,1,0.9,1.1,0.9,1.2,0.8,1.4,0.7,13.6
Gaetan,Bong,DEF,BHA,4400000,0,29,2.2,5E-07,6.59090909090909E-06,0,9435,0,19,0,0,0,0,0,6.6,318,-1,0,29,1,0,0,0.2,0,0,3,0,0,0.2,6988,0,0,0,0,1068,49,0,0,158,Everton,West Ham,Liverpool,Man Utd,Fulham,2.9,1.4,2.3,1.4,1.2,2.2,2.2,1.8,1.3,2.7,1.7,3.2,2,1.5,2,1.6,1.8,1.1,2.2,18.6
Artur,Boruc,GLK,BOU,4000000,0,0,0,0,0,0,145045,0,0,0,0,0,0,0,0,4658,0,0,0,0,0,0,0,0,0,0,0,0,5.9,82404,0,0,0,0,0,1459,0,0,0,Man Utd,Watford,Everton,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,Man City,Chelsea,Leicester,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,0,14,0.736842105263158,1.364522417154E-07,2.59259259259259E-06,0,2261,3,12,0,0,0,0,0,2.6,80,-1,0,14,1,0.2,0,1.2,0,0,1,0,1,0,1166,0,0,0,0,507,7,0,0,57,West Ham,Huddersfield,Fulham,Watford,Man Utd,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,25.2
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,9652,0,0,0,0,0,0,0,0,65,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1013,0,0,0,0,0,17,0,0,0,Southampton,Liverpool,Wolverhampton,Huddersfield,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,5837,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13618,0,0,0,0,0,239,0,0,0,Leicester,Tottenham,Huddersfield,Newcastle,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4400000,0,0,0,0,0,0,3802,0,0,0,0,0,0,0,0,61,-1,0,0,1,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,28,0,0,0,Newcastle,Bournemouth,Crystal Palace,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,5000000,2,67,3.9,7.8E-07,1.34E-05,0,176403,2,22,0,0,0,5,0,13.4,16177,0,0,67,0,0.7,0,3.7,5,0,5,0,1,3.4,364839,0,0,0,1,1191,30584,0,0,209,Man Utd,Watford,Everton,West Ham,Chelsea,2.8,4.1,2.5,3.7,3.2,2.9,2.3,4.5,3,3.3,4.3,4.7,3.4,4.9,3.1,5,3.7,3.2,3.7,91.5
Tyias,Browning,DEF,EVE,4000000,0,0,0,0,0,0,3681,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5764,0,0,0,0,0,188,0,0,0,Brighton,Leicester,Bournemouth,Southampton,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4400000,0,31,1.63157894736842,3.70813397129187E-07,7.04545454545455E-06,0,41850,2,6,0,0,0,0,0,7,2491,-1,0,31,1,0.1,0,0.5,4,0,3,0,1,0.5,49643,0,0,0,1,619,101,0,0,132,Everton,West Ham,Liverpool,Man Utd,Fulham,1.9,0.9,1.5,0.8,0.8,1.4,1.4,1.1,0.8,1.8,1,2.2,1.2,0.9,1.2,1,1.1,0.8,1.4,18.4
